global_step,losses/approx_kl,losses/value_loss,charts/SPS,charts/episodic_length,charts/episodic_return,losses/explained_variance,_step,losses/policy_loss,_timestamp,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,_runtime,losses/entropy
297472,0.009600275196135044,0.00048713627620600164,1100.0,,,0.8896393179893494,3296,-0.03907393664121628,1763260287.712283,0.03125,0.00012158218305557966,0.06145463138818741,275.99771189689636,0.17244936525821686
297728,0.02291031926870346,0.0004641914274543524,1100.0,,,0.9913742542266846,3299,-0.024336472153663635,1763260287.9365811,0.04296875,0.00012142857303842902,0.02285776101052761,276.22201013565063,0.19706843793392181
301696,0.0033616283908486366,0.0005639741430059075,1100.0,,,0.9870452284812927,3338,-0.00022839754819869995,1763260291.5497227,0.01953125,0.0001190476177725941,-0.0025672633200883865,279.8351516723633,0.2371537983417511
302979,,,,500.0,500.0,,3351,,1763260292.7035394,,,,280.98896837234497,
303616,0.005581333301961422,0.0006571906269527972,1100.0,,,0.9981986880302429,3357,-0.031097806990146637,1763260293.2934618,0.0390625,0.00011789554264396429,0.029826438054442406,281.5788908004761,0.14915001392364502
303979,,,,500.0,500.0,,3360,,1763260293.555712,,,,281.8411409854889,
307840,0.010300803929567337,0.0009284613188356161,1100.0,,,0.9790840148925781,3398,-0.034923408180475235,1763260297.0899525,0.103515625,0.00011536098463693634,0.012728400528430939,285.37538146972656,0.237270787358284
308096,0.0002742782235145569,32.939857482910156,1100.0,,,0.1268864870071411,3401,-0.0031294487416744232,1763260297.3143835,0.0,0.0001152073746197857,0.0024170279502868652,285.5998125076294,0.1631028652191162
308608,0.0025031305849552155,0.0008529441547580063,1100.0,,,0.9991579055786133,3406,0.0015244372189044952,1763260297.7825267,0.01171875,0.00011490015458548442,-0.027620412409305573,286.0679557323456,0.23459753394126892
308736,0.014883801341056824,0.00048515471280552447,1100.0,,,0.9973448514938354,3407,-0.03244132548570633,1763260297.8923469,0.109375,0.0001148233495769091,0.00012717675417661667,286.17777585983276,0.24052724242210388
309979,,,,500.0,500.0,,3419,,1763260298.9644659,,,,287.2498948574066,
310656,0.0006527695804834366,0.0007379995076917112,1100.0,,,0.9989015460014343,3426,0.0032978951930999756,1763260299.640995,0.001953125,0.00011367127444827929,0.005152445286512375,287.92642402648926,0.1272905021905899
310912,3.5200268030166626e-05,0.0005346768302842975,1100.0,,,0.8711908459663391,3428,0.0011465772986412048,1763260299.8618827,0.0,0.00011351766443112865,-0.0005795825272798538,288.1473116874695,0.2190721482038498
311552,0.0010274862870573997,136.81289672851562,1100.0,,,0.08757776021957397,3435,-0.0012573637068271637,1763260300.4250636,0.0,0.00011313363938825205,-0.009771161712706089,288.7104926109314,0.1816125065088272
313088,0.0053197890520095825,32.73093795776367,1100.0,,,0.14424121379852295,3450,-0.008689550682902336,1763260301.8186946,0.033203125,0.0001122119792853482,-0.022594952955842018,290.1041235923767,0.22838059067726135
313216,0.0072237662971019745,0.0004006802337244153,1100.0,,,0.9986150860786438,3451,-0.02057836204767227,1763260301.929072,0.015625,0.00011213517427677289,0.018328947946429253,290.21450090408325,0.17272809147834778
314368,0.014685006812214851,0.002270278986543417,1100.0,,,0.9914794564247131,3462,-0.02130473405122757,1763260302.974869,0.052734375,0.000111443929199595,0.06373684108257294,291.26029801368713,0.225205659866333
315776,0.03017244301736355,0.0006744853453710675,1100.0,,,0.9980930685997009,3476,0.0025842487812042236,1763260304.244875,0.16796875,0.0001105990813812241,-0.008727896958589554,292.5303039550781,0.27540501952171326
316032,0.001861734315752983,31.12253189086914,1100.0,,,0.20368564128875732,3479,0.002525581046938896,1763260304.4724078,0.00390625,0.00011044547136407346,0.014235561713576317,292.75783681869507,0.1734747588634491
317979,,,,500.0,500.0,,3498,,1763260306.2358623,,,,294.5212912559509,
318479,,,,500.0,500.0,,3503,,1763260306.6796465,,,,294.9650754928589,
319488,0.0002893339842557907,39.72774124145508,1100.0,,,0.06102555990219116,3513,0.001634400337934494,1763260307.6034284,0.0,0.00010837173613253981,-0.003363935276865959,295.88885736465454,0.20601049065589905
320768,0.04880165308713913,0.0011487746378406882,1100.0,,,0.997727632522583,3525,-0.015122711658477783,1763260308.724245,0.060546875,0.0001076036860467866,0.042161401361227036,297.0096740722656,0.24420790374279022
321979,,,,500.0,500.0,,3537,,1763260309.7717092,,,,298.0571382045746,
323712,0.00585110392421484,0.0010461992351338267,1100.0,,,0.9990912079811096,3554,-0.012614317238330841,1763260311.3865008,0.056640625,0.00010583717084955424,0.028744684532284737,299.6719298362732,0.18584245443344116
323840,0.020341627299785614,0.0017936737276613712,1100.0,,,0.9926049113273621,3555,-0.04286523908376694,1763260311.4986296,0.052734375,0.00010576036584097892,-0.010548322461545467,299.7840585708618,0.289276123046875
325979,,,,500.0,500.0,,3576,,1763260313.3549032,,,,301.64033222198486,
326144,0.021241651847958565,0.001343464246019721,1100.0,,,0.9992874264717102,3578,-0.032798558473587036,1763260313.5478394,0.0625,0.00010437788296258077,0.02761762961745262,301.83326840400696,0.13359467685222626
326479,,,,500.0,500.0,,3581,,1763260313.7969754,,,,302.0824043750763,
327296,0.0019738562405109406,0.0020473639015108347,1101.0,,,0.9978400468826294,3589,-0.009091928601264954,1763260314.5852895,0.04296875,0.00010368663788540289,0.010027600452303886,302.8707184791565,0.13066789507865906
329728,0.009779497981071472,0.0022100878413766623,1101.0,,,0.9988007545471191,3613,-0.0016221553087234497,1763260316.762525,0.05859375,0.0001022273427224718,0.03245977684855461,305.047954082489,0.16100622713565826
330624,0.021326545625925064,0.002630020957440138,1101.0,,,0.9982429146766663,3622,-0.02880491316318512,1763260317.5817628,0.0625,0.00010168970766244456,0.05772942677140236,305.8671917915344,0.2004670798778534
332479,,,,500.0,500.0,,3640,,1763260319.185009,,,,307.47043800354004,
334080,0.0029767118394374847,134.00656127929688,1101.0,,,0.27354955673217773,3656,0.0013916529715061188,1763260320.646499,0.017578125,9.961597243091092e-05,0.009000035002827644,308.9319279193878,0.16045306622982025
335479,,,,500.0,500.0,,3669,,1763260321.8284936,,,,310.1139225959778,
336479,,,,500.0,500.0,,3679,,1763260322.7265065,,,,311.0119354724884,
336896,0.05293221026659012,0.00044887067633681,1101.0,,,0.7426484823226929,3683,-0.05114729702472687,1763260323.1387281,0.142578125,9.792626951821148e-05,0.05626077950000763,311.42415714263916,0.2330264449119568
336979,,,,500.0,500.0,,3684,,1763260323.1698637,,,,311.4552927017212,
339712,0.0014023752883076668,0.0021901221480220556,1101.0,,,0.9934594631195068,3711,-0.00676746666431427,1763260325.6767302,0.021484375,9.623655932955444e-05,-0.0015661707147955894,313.9621591567993,0.14355921745300293
339968,0.0038033556193113327,0.00019786899792961776,1101.0,,,0.8339354991912842,3713,0.0001060590147972107,1763260325.8974693,0.0078125,9.60829493124038e-05,0.01700020767748356,314.18289828300476,0.18841324746608734
340096,0.0036095166578888893,36.329830169677734,1101.0,,,0.028482556343078613,3715,0.02912917733192444,1763260326.0105128,0.001953125,9.600614430382848e-05,0.0006850706413388252,314.2959418296814,0.30077603459358215
341760,0.00022493302822113037,0.00039992848178371787,1101.0,,,0.9588345885276794,3731,-0.001344047486782074,1763260327.498086,0.0,9.500767919234931e-05,0.0016566608101129532,315.78351497650146,0.2662820518016815
342016,0.0011448953300714493,9.242257118225098,1101.0,,,0.02847754955291748,3734,-0.003784026950597763,1763260327.8199942,0.009765625,9.485406917519867e-05,-0.006053095683455467,316.1054232120514,0.21522969007492065
344192,0.00805825088173151,0.00044671620707958937,1101.0,,,0.9966248869895935,3755,0.008378103375434875,1763260329.8135536,0.046875,9.354838402941823e-05,-0.04108633100986481,318.09898257255554,0.17969465255737305
346240,0.025912152603268623,0.000531703932210803,1101.0,,,0.9974069595336914,3775,0.04639260470867157,1763260331.6550088,0.07421875,9.231951116817072e-05,-0.025860082358121872,319.9404377937317,0.24631884694099426
346624,0.014204083010554314,0.0014571074862033129,1101.0,,,0.9971230626106262,3779,-0.031199753284454346,1763260332.0261164,0.048828125,9.208909614244476e-05,-0.01928536407649517,320.3115453720093,0.24667540192604065
349184,0.0012770183384418488,0.000610360293649137,1101.0,,,0.997562050819397,3804,-0.0067186132073402405,1763260334.3349102,0.0,9.055299597093835e-05,0.004996921867132187,322.62033915519714,0.2468484342098236
349479,,,,500.0,500.0,,3807,,1763260334.5742707,,,,322.85969972610474,
353536,0.007895642891526222,120.92707061767578,1101.0,,,0.300842821598053,3847,-0.004368335008621216,1763260338.2374299,0.0625,8.794162567937747e-05,-0.0346280038356781,326.5228588581085,0.23830989003181458
356864,0.0021600089967250824,0.0044732955284416676,1101.0,,,0.9961689710617065,3879,-0.0037918295711278915,1763260341.2220616,0.00390625,8.594470273237675e-05,0.005580449476838112,329.5074906349182,0.24281243979930878
357248,0.02123861201107502,0.0007676644599996507,1101.0,,,0.9991360902786255,3883,0.022729799151420593,1763260341.5934293,0.119140625,8.57142877066508e-05,-0.027020826935768127,329.8788583278656,0.3289263844490051
357376,0.005680388770997524,0.0008753269794397056,1101.0,,,0.9981646537780762,3884,0.022745568305253983,1763260341.7055836,0.015625,8.563748269807547e-05,-0.0003151772543787956,329.9910125732422,0.23305784165859222
357632,0.01772163063287735,0.0008675429271534085,1101.0,,,0.9995970129966736,3887,-0.0268215574324131,1763260341.9296927,0.0390625,8.548387268092483e-05,0.03712169826030731,330.21512174606323,0.20445188879966736
358016,0.005177796818315983,0.39182451367378235,1101.0,,,0.45872801542282104,3891,0.0032172203063964844,1763260342.267886,0.0078125,8.525345765519887e-05,0.02229892835021019,330.5533149242401,0.2730570435523987
358784,0.03351248800754547,0.0030723887030035257,1101.0,,,0.9962564706802368,3898,-0.054075997322797775,1763260342.9631662,0.1145833358168602,8.479262760374695e-05,0.0825139582157135,331.24859523773193,0.25238072872161865
360192,0.009876093827188015,0.0008470620959997177,1101.0,,,0.9992544651031494,3912,0.0021440424025058746,1763260344.229935,0.03515625,8.394777250941843e-05,0.04121827706694603,332.5153639316559,0.25627633929252625
360479,,,,500.0,500.0,,3915,,1763260344.499142,,,,332.7845709323883,
361856,0.021234875544905663,0.0081871896982193,1101.0,,,0.9921233057975769,3928,-0.012005141004920006,1763260345.7408967,0.10546875,8.294930739793926e-05,0.0037717632949352264,334.02632570266724,0.16988985240459442
363479,,,,500.0,500.0,,3944,,1763260347.1339989,,,,335.4194278717041,
363520,4.823505878448486e-05,114.10818481445312,1101.0,,,0.4121633768081665,3945,0.00021443143486976624,1763260347.2180169,0.0,8.19508422864601e-05,-0.0008898824453353882,335.50344586372375,0.27896028757095337
363648,1.215469092130661e-05,0.0009840100537985563,1101.0,,,0.99968421459198,3946,-0.001392163336277008,1763260347.3286195,0.0,8.187403727788478e-05,0.0016852272674441338,335.61404848098755,0.12708237767219543
364479,,,,500.0,500.0,,3954,,1763260348.0562909,,,,336.34171986579895,
365440,0.0009435657411813736,0.002427635481581092,1101.0,,,0.9981725215911865,3963,-0.013046793639659882,1763260348.9605458,0.017578125,8.079877443378791e-05,0.00866728089749813,337.245974779129,0.15039406716823578
365979,,,,500.0,500.0,,3969,,1763260349.4199204,,,,337.705349445343,
367232,0.0012503881007432938,0.0020555921364575624,1101.0,,,0.9992397427558899,3981,0.0018207132816314697,1763260350.562001,0.00390625,7.972350431373343e-05,0.008993396535515785,338.84742999076843,0.1370440423488617
367479,,,,500.0,500.0,,3983,,1763260350.751403,,,,339.0368320941925,
368896,0.0008088164031505585,0.006995078641921282,1101.0,,,0.993815541267395,3997,-7.209181785583496e-05,1763260352.0935311,0.0,7.872503920225427e-05,0.009094461798667908,340.3789601325989,0.23976601660251617
371200,0.0026780804619193077,0.0013150072190910578,1101.0,,,0.999075174331665,4020,-0.014208449982106686,1763260354.177909,0.01171875,7.73425490478985e-05,0.01417671237140894,342.4633378982544,0.1812349557876587
375168,0.0018901797011494637,0.00031229606247507036,1102.0,,,0.99981290102005,4059,0.011089928448200226,1763260357.7570457,0.013671875,7.496160105802119e-05,-0.010520498268306255,346.0424747467041,0.19056221842765808
377984,0.002317073754966259,0.3658463954925537,1101.0,,,0.21530121564865112,4087,-0.0014107953757047653,1763260360.3187816,0.009765625,7.327189086936414e-05,-0.012538310140371323,348.6042106151581,0.1950552612543106
378479,,,,500.0,500.0,,4091,,1763260360.6941504,,,,348.97957944869995,
379904,0.0028626341372728348,0.0033223130740225315,1102.0,,,0.9981300234794617,4105,0.008459948003292084,1763260362.0296779,0.03125,7.211981574073434e-05,-0.0016847196966409683,350.3151068687439,0.17790530622005463
380288,0.00892066489905119,0.0008373779710382223,1102.0,,,0.999153196811676,4109,-0.02526623010635376,1763260362.4001257,0.01171875,7.188940071500838e-05,0.008008931763470173,350.6855547428131,0.2512592375278473
380928,0.021901234984397888,0.0022868101950734854,1102.0,,,0.9975891709327698,4115,0.010573813691735268,1763260362.9585814,0.076171875,7.150537567213178e-05,-0.01295533962547779,351.2440104484558,0.271153062582016
381312,0.03330256789922714,0.001977043692022562,1102.0,,,0.9981874823570251,4119,0.004651844501495361,1763260363.3119524,0.0807291641831398,7.127496064640582e-05,-0.0810992419719696,351.5973813533783,0.17510047554969788
383872,0.03261566162109375,0.0016328573692589998,1102.0,,,0.9969577193260193,4144,0.04876227676868439,1763260365.6200016,0.134765625,6.973886047489941e-05,-0.019066762179136276,353.9054305553436,0.22869043052196503
384479,,,,500.0,500.0,,4150,,1763260366.0989227,,,,354.3843517303467,
386304,0.0027107438072562218,0.00037753491778858006,1102.0,,,0.9986336827278137,4168,-0.013334020972251892,1763260367.8159728,0.013671875,6.827957258792594e-05,-0.013946186751127243,356.1014018058777,0.1752757430076599
387968,0.018328681588172913,0.0008642658940516412,1102.0,,,0.9955572485923767,4184,-0.0566459596157074,1763260369.301785,0.07421875,6.728110747644678e-05,0.09621134400367737,357.5872139930725,0.2891690135002136
388979,,,,500.0,500.0,,4194,,1763260370.157037,,,,358.4424660205841,
389479,,,,500.0,500.0,,4199,,1763260370.6162004,,,,358.901629447937,
391979,,,,500.0,500.0,,4224,,1763260372.8981867,,,,361.1836156845093,
392479,,,,500.0,500.0,,4229,,1763260373.3412025,,,,361.6266314983368,
393979,,,,500.0,500.0,,4243,,1763260374.6690156,,,,362.9544446468353,
394240,0.02371634542942047,0.00203581340610981,1102.0,,,0.9984264969825745,4246,-0.034855879843235016,1763260374.9633868,0.1328125,6.351766205625609e-05,-0.006262967362999916,363.2488157749176,0.21019288897514343
394880,0.002981622703373432,0.001304820878431201,1102.0,,,0.9969318509101868,4252,-0.011225802823901176,1763260375.52382,0.015625,6.313363701337948e-05,0.019827567040920258,363.80924892425537,0.23494793474674225
395008,9.866338223218918e-05,1.7816272974014282,1102.0,,,0.23006880283355713,4254,0.00015282072126865387,1763260375.6872666,0.0,6.305683200480416e-05,0.0018527572974562645,363.97269558906555,0.22383946180343628
395136,0.0009102281183004379,0.00012490287190303206,1102.0,,,0.999743640422821,4255,-0.008539795875549316,1763260375.84338,0.001953125,6.298003427218646e-05,0.005351666361093521,364.1288089752197,0.17380575835704803
396979,,,,500.0,500.0,,4273,,1763260377.4841347,,,,365.76956367492676,
397312,0.007002555765211582,0.0005515316734090447,1102.0,,,0.9989902973175049,4276,-0.020743317902088165,1763260377.8095517,0.04296875,6.167434912640601e-05,0.010883207432925701,366.0949807167053,0.24625372886657715
397440,0.03566134721040726,0.0018695209873840213,1102.0,,,0.9983833432197571,4277,0.005050010979175568,1763260377.9528885,0.111328125,6.15975441178307e-05,-0.045027680695056915,366.238317489624,0.26398199796676636
397479,,,,500.0,500.0,,4278,,1763260377.9671707,,,,366.2525997161865,
398720,0.0014275871217250824,0.0011405916884541512,1102.0,,,0.9993720650672913,4290,-0.004912704229354858,1763260379.1101308,0.0,6.082949403207749e-05,0.011028584092855453,367.39555978775024,0.1904934048652649
398976,0.038752224296331406,0.0015818143729120493,1102.0,,,0.9970049858093262,4292,-0.031105412170290947,1763260379.33256,0.09375,6.067588401492685e-05,0.07883001863956451,367.61798906326294,0.2020334154367447
401152,8.420366793870926e-05,0.00021382210252340883,1102.0,,,0.9997693300247192,4314,-0.000370904803276062,1763260381.3114588,0.0,5.937019886914641e-05,-0.0012614289298653603,369.59688782691956,0.23511762917041779
401536,0.0002976786345243454,0.062466464936733246,1102.0,,,0.5037943124771118,4318,0.002268657088279724,1763260381.648044,0.0,5.9139783843420446e-05,0.000405188649892807,369.933473110199,0.23252332210540771
404479,,,,500.0,500.0,,4346,,1763260384.2625659,,,,372.54799485206604,
406479,,,,500.0,500.0,,4366,,1763260386.0763013,,,,374.36173033714294,
407040,0.0013584643602371216,111.25421905517578,1102.0,,,0.5047683715820312,4372,0.0028463900089263916,1763260386.642593,0.001953125,5.583717211266048e-05,0.013810593634843826,374.9280219078064,0.22869084775447845
407552,0.0008067907765507698,0.3534781038761139,1102.0,,,0.6000477075576782,4377,-0.0015030689537525177,1763260387.0923066,0.0,5.552995571633801e-05,-0.004735064692795277,375.3777356147766,0.2139383852481842
407680,0.0018317336216568947,0.0004865428782068193,1102.0,,,0.9998416900634766,4378,-0.0005035959184169769,1763260387.2038784,0.0,5.545315070776269e-05,-0.004717112518846989,375.48930740356445,0.25403547286987305
408576,0.0001602722331881523,8.030468940734863,1102.0,,,0.5187046527862549,4387,-0.0012781396508216858,1763260388.0214524,0.0,5.491551564773545e-05,0.0020945267751812935,376.3068814277649,0.23227563500404358
409479,,,,500.0,500.0,,4396,,1763260388.8426769,,,,377.12810587882996,
411479,,,,500.0,500.0,,4415,,1763260390.6162827,,,,378.9017117023468,
415616,0.001298699527978897,0.0003305482678115368,1102.0,,,0.9997719526290894,4456,-0.008173933252692223,1763260394.3896658,0.009765625,5.069124381407164e-05,-0.0030991025269031525,382.67509484291077,0.1561516970396042
417024,4.864297807216644e-05,6.639101505279541,1102.0,,,0.4266771078109741,4470,0.00025069573894143105,1763260395.6967874,0.0,4.984638871974312e-05,0.0015834402292966843,383.9822163581848,0.09521329402923584
417920,0.001913316547870636,0.0012390747433528304,1102.0,,,0.998519241809845,4478,-0.01738850586116314,1763260396.4818199,0.00390625,4.930875729769468e-05,0.0179432425647974,384.76724886894226,0.2098560631275177
418048,0.00033268798142671585,123.47530364990234,1102.0,,,0.4284340739250183,4480,0.00010149553418159485,1763260396.5970395,0.0,4.923195228911936e-05,0.002477726899087429,384.88246846199036,0.12764659523963928
419328,0.009655865840613842,0.0010218722745776176,1102.0,,,0.9993578195571899,4492,-0.012254703789949417,1763260397.7858355,0.037109375,4.846390220336616e-05,0.0290202796459198,386.07126450538635,0.15833202004432678
419712,0.00222181249409914,0.0002862894907593727,1102.0,,,0.9997174739837646,4496,-0.005109354853630066,1763260398.123782,0.04296875,4.82334871776402e-05,-0.008492461405694485,386.40921092033386,0.19063222408294678
419968,0.00018439628183841705,0.004617304541170597,1102.0,,,0.9994316101074219,4498,0.0030721500515937805,1763260398.3470438,0.001953125,4.807987716048956e-05,-0.0010426025837659836,386.6324727535248,0.14623914659023285
422144,4.3157488107681274e-05,4.4477066694526e-05,1102.0,,,0.9999000430107117,4520,-0.0010387450456619263,1763260400.3649192,0.0,4.6774192014709115e-05,0.00022883154451847076,388.6503481864929,0.17437291145324707
422400,0.0006312914192676544,0.0055029140785336494,1102.0,,,0.9996286630630493,4522,0.0020303167402744293,1763260400.5874119,0.001953125,4.6620581997558475e-05,-0.001152828335762024,388.87284088134766,0.11330186575651169
422528,0.003808841109275818,0.09642359614372253,1102.0,,,0.8734594583511353,4524,0.008087415248155594,1763260400.7041757,0.01171875,4.6543776988983154e-05,0.021823173388838768,388.9896047115326,0.15153828263282776
422656,0.006782360374927521,0.0004333917167969048,1102.0,,,0.9998885989189148,4525,-0.02157783880829811,1763260400.8276343,0.01171875,4.646697561838664e-05,0.025936804711818695,389.1130633354187,0.19427013397216797
422912,0.006066742353141308,0.0065490384586155415,1102.0,,,0.9995566606521606,4527,-0.009176171384751797,1763260401.0745182,0.025390625,4.6313365601236e-05,0.013953392393887043,389.35994720458984,0.22048525512218475
423296,0.007258041761815548,0.0006512749241665006,1102.0,,,0.9998257160186768,4531,0.001026839017868042,1763260401.4136376,0.05078125,4.608295057551004e-05,0.03488398343324661,389.69906663894653,0.2083003968000412
423479,,,,500.0,500.0,,4533,,1763260401.5460544,,,,389.8314833641052,
423552,0.002413911744952202,14.207991600036621,1102.0,,,0.8979745507240295,4534,0.011107221245765686,1763260401.6385248,0.013671875,4.59293405583594e-05,0.007492590695619583,389.9239537715912,0.15098020434379578
425728,0.0034195994958281517,0.0004144504782743752,1102.0,,,0.9998244643211365,4555,-0.00530599057674408,1763260403.6162052,0.0078125,4.4623655412578955e-05,0.0008938228711485863,391.9016342163086,0.16693353652954102
426479,,,,500.0,500.0,,4562,,1763260404.2548153,,,,392.5402443408966,
427904,0.00021072104573249817,0.00763299223035574,1102.0,,,0.999435544013977,4576,-0.001983627676963806,1763260405.5989125,0.0,4.331797390477732e-05,0.0009928736835718155,393.8843414783478,0.14780664443969727
431616,0.0068332478404045105,0.00013089829008094966,1102.0,,,0.9998881220817566,4613,-0.022565413266420364,1763260408.9517353,0.015625,4.109062865609303e-05,-0.011173523962497711,397.2371642589569,0.19653752446174622
432979,,,,500.0,500.0,,4626,,1763260410.1327734,,,,398.4182024002075,
433920,0.0022809552028775215,0.0068652876652777195,1102.0,,,0.9994394779205322,4635,0.0010806266218423843,1763260411.0326977,0.00390625,3.9708142139716074e-05,-0.008459619246423244,399.3181266784668,0.15739558637142181
434479,,,,500.0,500.0,,4641,,1763260411.5337884,,,,399.8192174434662,
434816,0.010287424549460411,0.0008798965718597174,1102.0,,,0.9997609853744507,4644,-0.01056227833032608,1763260411.8530657,0.09765625,3.917050707968883e-05,0.008071303367614746,400.1384947299957,0.2340070605278015
436480,0.0003739111125469208,0.7022684216499329,1102.0,,,0.7054627537727356,4661,-0.001454085111618042,1763260413.386914,0.0,3.817204196820967e-05,-0.00613979808986187,401.6723430156708,0.2106662541627884
437979,,,,500.0,500.0,,4675,,1763260414.6857953,,,,402.9712243080139,
439552,0.001167232170701027,3.3006532192230225,1102.0,,,0.8908273577690125,4691,-0.0027161650359630585,1763260416.1532495,0.001953125,3.632872540038079e-05,0.009279798716306686,404.4386785030365,0.1433291882276535
441472,0.0009755939245223999,0.007951004430651665,1102.0,,,0.9997225999832153,4709,0.002945244312286377,1763260417.909491,0.0,3.5176650271750987e-05,0.005944333970546722,406.1949200630188,0.076028972864151
441856,0.0023872749879956245,0.0008991103968583047,1102.0,,,0.9998433589935303,4713,0.009401269257068634,1763260418.245063,0.001953125,3.4946235246025026e-05,0.009073053486645222,406.53049206733704,0.34379956126213074
444416,0.006288665346801281,0.0017982989083975554,1102.0,,,0.9997291564941406,4738,-0.013642329722642899,1763260420.5611494,0.029296875,3.341013871249743e-05,-0.014029285870492458,408.8465783596039,0.17593878507614136
444479,,,,500.0,500.0,,4739,,1763260420.584183,,,,408.8696119785309,
444672,0.0011431863531470299,2.6577503376756795e-05,1102.0,,,0.9998824000358582,4741,-0.014036726206541061,1763260420.8245025,0.0,3.325652869534679e-05,0.010996426455676556,409.1099314689636,0.21991096436977386
444928,0.004584863781929016,0.0027541867457330227,1102.0,,,0.9996330142021179,4743,-0.004705086350440979,1763260421.048736,0.037109375,3.310291867819615e-05,0.00022178515791893005,409.33416509628296,0.1684039682149887
445979,,,,500.0,500.0,,4754,,1763260421.993461,,,,410.2788898944855,
447872,0.005681018345057964,0.0012620805064216256,1102.0,,,0.9995061755180359,4772,-0.010409258306026459,1763260423.7003307,0.029296875,3.133640711894259e-05,0.001959781162440777,411.9857597351074,0.13237595558166504
449280,0.0008587269112467766,0.0003956264699809253,1101.0,,,0.9997943043708801,4786,-0.011427905410528183,1763260425.0600455,0.0,3.0491552024614066e-05,0.007879053242504597,413.34547448158264,0.11613763868808746
449408,0.0014466745778918266,0.0015296365600079298,1101.0,,,0.9997993111610413,4787,0.015435144305229187,1763260425.1722038,0.0,3.0414747016038746e-05,0.010133649222552776,413.4576327800751,0.20783138275146484
449479,,,,500.0,500.0,,4788,,1763260425.1989763,,,,413.48440527915955,
450304,0.003627215512096882,0.0002897342783398926,1101.0,,,0.9999240040779114,4796,-0.0053993165493011475,1763260425.9879408,0.009765625,2.9877111956011504e-05,-0.008490794338285923,414.27336978912354,0.24036481976509094
450560,0.00015674158930778503,0.5998432636260986,1101.0,,,0.937516450881958,4799,7.66068696975708e-05,1763260426.2224107,0.0,2.9723501938860863e-05,-0.00020255334675312042,414.507839679718,0.1428476721048355
451328,0.004832137376070023,0.0005866528954356909,1101.0,,,0.999874472618103,4806,0.0017847269773483276,1763260426.8958943,0.025390625,2.9262673706398346e-05,0.02303287386894226,415.1813232898712,0.12207725644111633
451584,5.660485476255417e-05,0.39804667234420776,1101.0,,,0.949434220790863,4809,-0.001467045396566391,1763260427.1554582,0.0,2.9109063689247705e-05,-0.0011738436296582222,415.4408872127533,0.17028683423995972
451979,,,,500.0,500.0,,4813,,1763260427.4953856,,,,415.78081464767456,
455936,0.0009833117946982384,0.0038061002269387245,1101.0,,,0.9998327493667603,4851,-0.0003275871276855469,1763260431.061824,0.0,2.649769521667622e-05,-0.010714736767113209,419.34725308418274,0.27298352122306824
455979,,,,500.0,500.0,,4852,,1763260431.0783753,,,,419.36380434036255,
457600,6.770715117454529e-07,26.349138259887695,1101.0,,,0.9481448531150818,4868,-0.000736776739358902,1763260432.5833704,0.0,2.549923192418646e-05,0.00013079959899187088,420.8687994480133,0.12529253959655762
458240,0.00043297186493873596,0.00025171181187033653,1102.0,,,0.9998189806938171,4874,-0.009882856160402298,1763260433.1432142,0.0,2.511520688130986e-05,0.0064792148768901825,421.42864322662354,0.20115314424037933
458624,0.001096157357096672,1.7447397112846375e-05,1101.0,,,0.9998888969421387,4878,0.003442872315645218,1763260433.5117238,0.0,2.48847918555839e-05,0.00042952410876750946,421.79715275764465,0.18911917507648468
459008,2.3558735847473145e-05,4.221036434173584,1101.0,,,0.9833729267120361,4882,0.000245140865445137,1763260433.8447397,0.0,2.465437864884734e-05,-0.00015943683683872223,422.13016867637634,0.2304409146308899
462976,0.000222671777009964,0.03886987641453743,1101.0,,,0.9995700716972351,4920,0.005349317565560341,1763260437.4644263,0.0,2.2273425202001818e-05,0.006850443780422211,425.7498552799225,0.20035801827907562
464128,0.002346733585000038,6.553126877406612e-05,1101.0,,,0.9998415112495422,4932,-0.02129686251282692,1763260438.5126288,0.00390625,2.158218194381334e-05,-0.005862118676304817,426.7980577945709,0.23494596779346466
464256,0.00036103930324316025,0.00018540304154157639,1101.0,,,0.999935507774353,4933,-0.006408333778381348,1763260438.6245937,0.0,2.150537693523802e-05,0.0004248516634106636,426.9100227355957,0.23081457614898682
464896,0.0017951847985386848,0.0028884916100651026,1102.0,,,0.999876081943512,4939,-0.001316506415605545,1763260439.1851535,0.001953125,2.1121351892361417e-05,0.008108568377792835,427.470582485199,0.21558597683906555
465536,0.0010502096265554428,0.21905960142612457,1101.0,,,0.9916831254959106,4946,-0.013023405335843563,1763260439.7846422,0.00390625,2.0737326849484816e-05,-0.010026942938566208,428.07007122039795,0.09620486199855804
466304,0.00018476136028766632,0.00039913522778078914,1102.0,,,0.9999544024467468,4953,-0.004724379628896713,1763260440.4568346,0.0,2.0276496798032895e-05,0.005787672474980354,428.74226355552673,0.2484099268913269
466816,0.004115402698516846,0.0019544712267816067,1101.0,,,0.9998561143875122,4958,-0.0013638511300086975,1763260440.9421992,0.017578125,1.9969278582721017e-05,-0.015110323205590248,429.2276282310486,0.13504979014396667
467328,0.002280210144817829,0.0015324684791266918,1102.0,,,0.9999186992645264,4963,-0.01165638118982315,1763260441.3918157,0.0,1.9662058548419736e-05,0.003370123915374279,429.6772446632385,0.26805052161216736
