losses/explained_variance,losses/value_loss,charts/learning_rate,charts/episodic_return,_runtime,_timestamp,global_step,charts/episodic_length,losses/clipfrac,charts/SPS,losses/approx_kl,_step,losses/entropy,losses/policy_loss,losses/old_approx_kl
0.5656839609146118,5.56230079382658e-05,0.00021674347226507962,,135.18924975395203,1763260146.8743987,138880,,0.0234375,1076.0,0.008627514354884624,2002,0.16670019924640656,0.007149425335228443,0.0023443400859832764
0.7636297941207886,0.00021348590962588787,0.00021643625223077834,,135.64028668403625,1763260147.3254356,139392,,0.052734375,1076.0,0.011085391975939274,2007,0.1770668923854828,-0.031157366931438446,0.05846087262034416
0.8496835231781006,0.00034042797051370144,0.0002158986171707511,,136.46199083328247,1763260148.1471398,140288,,0.009765625,1076.0,0.000616634264588356,2016,0.16615884006023407,-0.004198040813207626,0.002035209909081459
0.8150293827056885,0.00457838224247098,0.00021574500715360045,,136.68461155891418,1763260148.3697605,140544,,0.03125,1076.0,0.005526027642190456,2019,0.16802248358726501,-0.024059731513261795,0.020685162395238876
0.8995667695999146,0.004151073284447193,0.00021543778711929917,,137.1722424030304,1763260148.8573914,141056,,0.04296875,1076.0,0.007399071007966995,2024,0.11664339154958725,0.0018368586897850037,0.020623989403247833
,,,500.0,137.4334099292755,1763260149.118559,141407,500.0,,,,2027,,,
0.8655692934989929,0.006445128470659256,0.0002151305670849979,,137.6255350112915,1763260149.310684,141568,,0.00390625,1076.0,0.0010781381279230118,2029,0.15811195969581604,-0.003863617777824402,0.0005387291312217712
0.931833028793335,0.0058101462200284,0.0002148233470506966,,138.1028835773468,1763260149.7880325,142080,,0.0078125,1076.0,0.0037619657814502716,2034,0.17901292443275452,-0.031383853405714035,0.03449181094765663
0.8770202994346619,0.00022232506307773292,0.00021413210197351873,,139.14657473564148,1763260150.8317237,143232,,0.0,1077.0,0.0008408641442656517,2045,0.1566110998392105,0.0114608034491539,-0.0034873811528086662
0.5861257314682007,0.00039197917794808745,0.00021374807693064213,,139.7449972629547,1763260151.4301462,143872,,0.033203125,1076.0,0.008239124901592731,2051,0.15103241801261902,0.03450769931077957,-0.024400947615504265
,,,500.0,139.75789713859558,1763260151.443046,143907,500.0,,,,2052,,,
0.9060105085372925,0.0007643268909305334,0.00021259600180201232,,141.50508975982666,1763260153.1902387,145792,,0.001953125,1077.0,0.00037129875272512436,2070,0.1817585676908493,0.007461942732334137,-0.001224675215780735
,,,500.0,141.98703527450562,1763260153.6721842,146407,500.0,,,,2076,,,
0.9438103437423706,0.0008046699222177267,0.00021121351164765656,,143.61037158966064,1763260155.2955205,148096,,0.015625,1077.0,0.0007080957293510437,2093,0.1538850963115692,-0.003443315625190735,0.01062636636197567
0.7596800327301025,0.0006926251808181405,0.00021113670663908124,,143.72010016441345,1763260155.405249,148224,,0.048828125,1077.0,0.004002686589956284,2094,0.17170947790145874,-0.027249522507190704,0.017240071669220924
0.011482954025268555,0.4770594537258148,0.0002097542310366407,,145.81463432312012,1763260157.4997833,150528,,0.01171875,1077.0,0.0034094639122486115,2117,0.17119228839874268,0.0035840775817632675,0.031127236783504486
0.008218109607696533,2.4824650287628174,0.00020798771583940834,,148.4858660697937,1763260160.171015,153472,,0.046875,1078.0,0.019434690475463867,2146,0.22506417334079742,-0.028382007032632828,0.011149865575134754
0.6925880908966064,0.0014042302500456572,0.0002078341058222577,,148.74618530273438,1763260160.4313343,153728,,0.109375,1078.0,0.03851162642240524,2148,0.2089558243751526,-0.027762696146965027,0.06004979461431503
,,,500.0,149.32248616218567,1763260161.007635,154407,500.0,,,,2155,,,
0.8900631070137024,0.0023965283762663603,0.0002063748106593266,,151.02910232543945,1763260162.7142513,156160,,0.001953125,1077.0,3.4119002521038055e-05,2172,0.1782485544681549,0.0016528628766536713,-0.0006933035328984261
0.005405545234680176,8.306608200073242,0.0002056067605735734,,152.1889796257019,1763260163.8741286,157440,,0.0,1078.0,0.0014748619869351387,2185,0.17644578218460083,-0.0033805333077907562,-0.007647772319614887
0.9145222902297974,0.0021733809262514114,0.0002051459305221215,,152.89362955093384,1763260164.5787785,158208,,0.041015625,1078.0,0.010740149766206741,2192,0.24716220796108246,-0.04668611288070679,0.04147800803184509
0.7200143933296204,0.001312172506004572,0.0002047619054792449,,153.4584937095642,1763260165.1436427,158848,,0.01953125,1078.0,0.0034724846482276917,2198,0.16430020332336426,-0.0033087581396102905,0.01743498258292675
,,,500.0,153.48099899291992,1763260165.166148,158907,500.0,,,,2199,,,
0.9054741263389587,0.0023143310099840164,0.00020399385539349169,,154.61911988258362,1763260166.3042688,160128,,0.068359375,1078.0,0.008100139908492565,2211,0.22599509358406067,-0.010004092007875443,0.045006219297647476
,,,500.0,154.8501272201538,1763260166.5352762,160407,500.0,,,,2214,,,
0.026987314224243164,138.8211212158203,0.00020345622033346444,,155.44293522834778,1763260167.1280842,161024,,0.00390625,1078.0,0.0008088517934083939,2220,0.15429286658763885,-0.002330886200070381,-0.013616189360618591
,,,500.0,155.70789194107056,1763260167.393041,161407,500.0,,,,2223,,,
0.9392390847206116,0.002347227418795228,0.00020314900029916316,,155.8898479938507,1763260167.574997,161536,,0.04296875,1078.0,0.022678015753626823,2225,0.2676539123058319,-0.02382649853825569,-0.011870991438627243
0.7639176249504089,0.002888222923502326,0.00020307219529058784,,156.01492357254028,1763260167.7000725,161664,,0.1145833358168602,1078.0,0.0437454879283905,2226,0.2570357024669647,-0.029339153319597244,0.06962514668703079
0.884229302406311,0.0025423732586205006,0.00020299539028201252,,156.13286542892456,1763260167.8180144,161792,,0.021484375,1078.0,0.0008592288941144943,2227,0.15732374787330627,-0.008466184139251709,0.004485299810767174
0.8260456919670105,0.0014179361751303077,0.00020276497525628656,,156.46880841255188,1763260168.1539574,162176,,0.134765625,1078.0,0.01916472613811493,2231,0.24003435671329498,-0.039206866174936295,0.04966377094388008
0.9592410326004028,0.0035552424378693104,0.0002025345602305606,,156.80643916130066,1763260168.491588,162560,,0.08984375,1079.0,0.006999235600233078,2235,0.16312606632709503,-0.004401400685310364,0.015615269541740417
0.9086832404136658,0.0019438478630036116,0.000202150535187684,,157.40203309059143,1763260169.087182,163200,,0.015625,1079.0,0.00840714294463396,2241,0.2186533361673355,0.027622435241937637,-0.025486499071121216
,,,500.0,157.98738026618958,1763260169.6725292,163907,500.0,,,,2248,,,
0.9608328938484192,0.0015299489023163915,0.00020161290012765676,,158.22429656982422,1763260169.9094455,164096,,0.0703125,1079.0,0.012348403222858906,2250,0.19215866923332214,-0.020704828202724457,0.011386805213987827
,,,500.0,158.4651563167572,1763260170.1503053,164407,500.0,,,,2253,,,
-0.8447808027267456,0.00038353202398866415,0.000200230409973301,,160.26723337173462,1763260171.9523823,166400,,0.033203125,1079.0,0.009620524011552334,2272,0.30284905433654785,0.010917555540800095,0.026341628283262253
0.7201876044273376,0.0008273106650449336,0.00019976957992184907,,160.93819618225098,1763260172.6233451,167168,,0.08203125,1080.0,0.018871743232011795,2280,0.21606220304965973,-0.057722028344869614,0.10618218034505844
0.8074496984481812,0.001659708097577095,0.00019884791981894523,,162.28954601287842,1763260173.974695,168704,,0.0625,1080.0,0.031755659729242325,2295,0.21936914324760437,-0.002022884786128998,0.011593438684940338
0.018976867198944092,42.292137145996094,0.0001986943098017946,,162.51675367355347,1763260174.2019026,168960,,0.0,1080.0,2.8619542717933655e-05,2298,0.25518736243247986,0.00013070181012153625,-0.0020193438977003098
0.22686350345611572,0.0009966307552531362,0.00019792627426795661,,163.66867446899414,1763260175.3538234,170240,,0.06640625,1080.0,0.004785958677530289,2310,0.26488474011421204,-0.029972948133945465,0.0015502702444791794
,,,500.0,163.79457426071167,1763260175.4797232,170407,500.0,,,,2312,,,
0.014310300350189209,34.643089294433594,0.0001974654442165047,,164.37393879890442,1763260176.0590878,171008,,0.015625,1080.0,0.011041153222322464,2318,0.296631783246994,0.004053711891174316,0.024163013324141502
,,,500.0,164.7189018726349,1763260176.4040508,171407,500.0,,,,2322,,,
0.9492008090019226,0.002808787627145648,0.0001970814191736281,,164.93599367141724,1763260176.6211426,171648,,0.0234375,1081.0,0.002652742899954319,2324,0.1947600245475769,-0.00291486456990242,-0.0023824283853173256
0.7616113424301147,0.0056959171779453754,0.0001967741991393268,,165.41239023208618,1763260177.0975392,172160,,0.060546875,1081.0,0.0202608872205019,2329,0.17252013087272644,-8.811801671981812e-05,0.02359943464398384
0.7674441337585449,0.0004977105418220162,0.00019615975907072425,,166.3194272518158,1763260178.0045762,173184,,0.02734375,1081.0,0.0015320517122745514,2339,0.16129082441329956,0.013505019247531891,-0.01593010313808918
0.971226692199707,0.001706931390799582,0.0001959293440449983,,166.69084334373474,1763260178.3759923,173568,,0.001953125,1081.0,0.0010787229984998703,2343,0.22112420201301575,-0.0017971210181713104,0.001895662397146225
0.9826123118400574,0.0028082579374313354,0.000195622124010697,,167.1379508972168,1763260178.8230999,174080,,0.013671875,1081.0,0.0023187920451164246,2348,0.12524357438087463,-0.009491093456745148,0.00907285325229168
-1.8662896156311035,0.0008543665753677487,0.0001952380989678204,,167.73690819740295,1763260179.4220572,174720,,0.056640625,1081.0,0.0034463945776224136,2354,0.1658032238483429,-0.020631233230233192,0.015144146978855133
0.931542158126831,0.0055235992185771465,0.00019470046390779316,,168.55104517936707,1763260180.2361941,175616,,0.005859375,1081.0,0.00020535849034786224,2363,0.1917145699262619,-0.0033232569694519043,0.0038438886404037476
0.3580339550971985,0.0008453063783235848,0.00019308755872771144,,170.96195793151855,1763260182.647107,178304,,0.017578125,1081.0,0.0029326872900128365,2389,0.15036654472351074,0.0007679685950279236,-0.005478420294821262
0.0359383225440979,2.025134325027466,0.00019086021347902715,,174.29085659980774,1763260185.9760056,182016,,0.00390625,1082.0,0.0007375963032245636,2426,0.23060397803783417,-0.01798979938030243,-0.0018045473843812943
,,,500.0,174.6269335746765,1763260186.3120825,182407,500.0,,,,2430,,,
,,,500.0,176.4690020084381,1763260188.154151,184407,500.0,,,,2449,,,
0.02867025136947632,174.74420166015625,0.00018847925821319222,,177.93392634391785,1763260189.6190753,185984,,0.0,1082.0,0.00018834415823221207,2465,0.20502136647701263,-0.0002050548791885376,0.0017013726755976677
,,,500.0,180.53386974334717,1763260192.2190187,188907,500.0,,,,2493,,,
0.5161545872688293,0.0007889359840191901,0.00018594470748212188,,181.7617576122284,1763260193.4469066,190208,,0.03515625,1083.0,0.004514165222644806,2506,0.23380827903747559,-0.002483544871211052,0.011573944240808487
0.016667425632476807,8.577105522155762,0.00018548387743066996,,182.471848487854,1763260194.1569974,190976,,0.0,1083.0,6.272643804550171e-05,2514,0.2096031904220581,-0.007202085107564926,-0.0010630693286657333
0.9453309774398804,0.0025675795041024685,0.00018540707242209464,,182.58187794685364,1763260194.267027,191104,,0.08984375,1083.0,0.026706939563155174,2515,0.2656581997871399,-0.04310082271695137,0.0933568924665451
0.9055804014205933,0.0020703983027487993,0.00018509985238779336,,183.0271873474121,1763260194.7123363,191616,,0.083984375,1083.0,0.011103014461696148,2520,0.22874271869659424,-0.029319901019334793,0.022382952272892
,,,500.0,184.17375874519348,1763260195.8589077,192907,500.0,,,,2533,,,
0.6496663689613342,0.0019824570044875145,0.00018387097225058824,,184.85977458953857,1763260196.5449235,193664,,0.08984375,1083.0,0.06138427183032036,2540,0.2385459542274475,-0.0297904871404171,0.107277512550354
,,,500.0,185.51585459709167,1763260197.2010036,194407,500.0,,,,2547,,,
0.6451266407966614,0.0013080232311040163,0.00018202765204478055,,187.68231296539307,1763260199.367462,196736,,0.0,1083.0,0.0008894577622413635,2570,0.1982014775276184,-0.009998533874750137,0.006216403096914291
0.8522611260414124,0.0012064184993505478,0.00018195084703620523,,187.7951979637146,1763260199.480347,196864,,0.015625,1083.0,0.008926311507821083,2571,0.1910376250743866,-0.03540319204330444,0.04350178688764572
,,,500.0,188.25336599349976,1763260199.938515,197407,500.0,,,,2577,,,
0.9899908304214478,0.0013824341585859656,0.00017972350178752095,,191.15228915214539,1763260202.837438,200576,,0.07421875,1084.0,0.03270047530531883,2608,0.1816963255405426,-0.0528203621506691,0.10946802794933319
0.6440306901931763,0.0007397182052955031,0.0001795698917703703,,191.37492418289185,1763260203.0600731,200832,,0.0,1084.0,0.0015023564919829369,2610,0.24593333899974823,-0.001301012933254242,-0.000524585135281086
0.05719554424285889,0.0004382427141536027,0.00017834101163316518,,193.2467589378357,1763260204.931908,202880,,0.04296875,1084.0,0.010738300159573555,2630,0.2906721830368042,-0.020362861454486847,0.031066369265317917
,,,500.0,193.7424156665802,1763260205.4275646,203407,500.0,,,,2636,,,
0.004647254943847656,8.574294090270996,0.00017741935153026134,,194.6386091709137,1763260206.3237581,204416,,0.0,1084.0,0.0003789607435464859,2646,0.15138483047485352,-0.0001800674945116043,-0.00151754729449749
0.9895066022872925,0.00124268454965204,0.00017734254652168602,,194.78999185562134,1763260206.4751408,204544,,0.0234375,1084.0,0.007019849494099617,2647,0.1272716224193573,-0.005572892725467682,0.01653144881129265
0.7108048796653748,0.0005097383982501924,0.0001772657415131107,,194.9010717868805,1763260206.5862207,204672,,0.01171875,1084.0,0.003549603745341301,2648,0.2155894637107849,-0.011194124817848206,0.0069473423063755035
0.8647556304931641,0.0007269629859365523,0.00017603686137590557,,196.73013377189636,1763260208.4152827,206720,,0.015625,1084.0,0.0027169249951839447,2668,0.20770704746246338,0.01049843244254589,-0.011674333363771439
0.8510011434555054,0.0008793100714683533,0.0001757296413416043,,197.21473598480225,1763260208.899885,207232,,0.130859375,1084.0,0.015823544934391975,2673,0.2933468818664551,0.0018359590321779251,0.006837163120508194
0.9089792370796204,0.000864690518938005,0.00017511520127300173,,198.14777779579163,1763260209.8329268,208256,,0.017578125,1084.0,0.0023530088365077972,2683,0.24675726890563965,0.010624296963214874,-0.010115042328834534
0.9851155877113342,0.0008732695714570582,0.00017488478624727577,,198.48658895492554,1763260210.171738,208640,,0.037109375,1084.0,0.00477723591029644,2687,0.1829727739095688,0.05018680915236473,-0.034038808196783066
0.8005599975585938,0.0014901974936947227,0.00017473117623012513,,198.70807695388794,1763260210.393226,208896,,0.01953125,1084.0,0.0029483214020729065,2689,0.29024413228034973,-0.00997684895992279,0.0042917486280202866
0.966890811920166,0.0015111451502889395,0.0001745775662129745,,198.971107006073,1763260210.656256,209152,,0.072265625,1084.0,0.0088649345561862,2692,0.3133827745914459,-0.050339505076408386,0.02444043569266796
0.8348025679588318,0.002661673352122307,0.00017211982049047947,,202.62187027931213,1763260214.3070192,213248,,0.130859375,1085.0,0.002788982354104519,2732,0.14763838052749634,-0.01705113612115383,0.01864129677414894
0.7124320864677429,0.0006749495514668524,0.00017089094035327435,,204.47149872779846,1763260216.1566477,215296,,0.05859375,1085.0,0.004431835375726223,2752,0.22556272149085999,0.00045808032155036926,-0.002766803838312626
0.9589781165122986,0.0024244545493274927,0.00017058372031897306,,204.9177439212799,1763260216.6028929,215808,,0.044921875,1085.0,0.008034611120820045,2757,0.22902996838092804,0.06471115350723267,-0.055050913244485855
0.7935876846313477,0.0008604754111729562,0.00016966206021606922,,206.28679180145264,1763260217.9719408,217344,,0.005859375,1086.0,0.0008225627243518829,2772,0.2269444465637207,-0.002173885703086853,0.00036488473415374756
0.0034630298614501953,0.0009108753292821348,0.00016904762014746666,,207.21567583084106,1763260218.9008248,218368,,0.0,1086.0,0.0024708956480026245,2782,0.2611078917980194,0.017474528402090073,-0.016725674271583557
,,,500.0,207.2327868938446,1763260218.9179358,218407,500.0,,,,2783,,,
,,,500.0,208.11284804344177,1763260219.797997,219407,500.0,,,,2793,,,
0.9904563426971436,0.000423113233409822,0.0001665130548644811,,211.00279688835144,1763260222.6879458,222592,,0.0546875,1086.0,0.031677886843681335,2824,0.12173296511173248,-0.03723117709159851,0.06549336016178131
0.05870938301086426,2.468052387237549,0.0001653609797358513,,212.7617530822754,1763260224.446902,224512,,0.0,1086.0,2.655666321516037e-05,2843,0.1688254028558731,-0.00257280096411705,-0.0003135083243250847
0.02021735906600952,33.962318420410156,0.00016451612464152277,,214.06296277046204,1763260225.7481117,225920,,0.0,1086.0,0.0014093853533267975,2857,0.18221938610076904,0.0010988786816596985,0.008040688931941986
0.0647052526473999,0.023748042061924934,0.00016298002447001636,,216.3595154285431,1763260228.0446644,228480,,0.02734375,1086.0,0.011546242982149124,2882,0.3525652587413788,-0.014351293444633484,0.05841200798749924
0.3382653594017029,0.0013141862582415342,0.00016244238940998912,,217.1751263141632,1763260228.8602753,229376,,0.001953125,1086.0,0.000528363510966301,2890,0.2585712969303131,-0.0018584057688713074,0.0024875979870557785
0.8573132753372192,0.0009963095653802156,0.0001588325685588643,,222.65233731269836,1763260234.3374863,235392,,0.05078125,1087.0,0.019516952335834503,2949,0.3876612186431885,-0.046817295253276825,0.018746383488178253
0.016002118587493896,138.8378143310547,0.00015821812849026173,,223.58549189567566,1763260235.2706409,236416,,0.0,1087.0,0.00018290244042873383,2960,0.16728955507278442,0.006932267919182777,0.004459189251065254
0.04160118103027344,0.5988873839378357,0.0001572964683873579,,224.96767687797546,1763260236.6528258,237952,,0.00390625,1087.0,0.001545129343867302,2975,0.2226044237613678,-0.011911217123270035,0.010611031204462051
,,,500.0,226.25209879875183,1763260237.9372478,239407,500.0,,,,2989,,,
0.9028034210205078,0.00097870291210711,0.00015591397823300213,,227.0039291381836,1763260238.689078,240256,,0.03515625,1087.0,0.0017659105360507965,2997,0.14325660467147827,0.017026346176862717,-0.008470861241221428
0.9832062721252441,0.0026030815206468105,0.0001550691231386736,,228.27810525894165,1763260239.9632542,241664,,0.0859375,1087.0,0.03854347765445709,3011,0.25898584723472595,-0.046000175178050995,0.10313405096530914
0.993691086769104,0.0004578130610752851,0.00015268816787283868,,231.79793310165405,1763260243.483082,245632,,0.056640625,1088.0,0.009537762962281704,3051,0.23798246681690216,-0.0238041952252388,0.012259856797754765
0.7305035591125488,0.0016655779909342527,0.00015253455785568804,,232.02318453788757,1763260243.7083335,245888,,0.10546875,1088.0,0.02482391893863678,3053,0.20140734314918518,-0.006724648177623749,0.023295097053050995
0.9746673703193665,0.0015146739315241575,0.00015176650776993483,,233.17959356307983,1763260244.8647425,247168,,0.17578125,1088.0,0.04341169819235802,3066,0.2191341370344162,-0.05930164083838463,0.10682794451713562
0.9970569610595703,0.0014013948384672403,0.00015153609274420887,,233.55215764045715,1763260245.2373066,247552,,0.1015625,1088.0,0.051100146025419235,3070,0.2904696464538574,-0.04319030046463013,0.14060240983963013
,,,500.0,234.74735379219055,1763260246.4325027,248920,500.0,,,,3083,,,
,,,500.0,236.11093497276306,1763260247.796084,250420,500.0,,,,3098,,,
,,,500.0,236.58712029457092,1763260248.2722692,250920,500.0,,,,3103,,,
,,,500.0,238.8086814880371,1763260250.4938304,253420,500.0,,,,3127,,,
0.998126208782196,0.0017448135185986757,0.00014792627189308405,,238.99591326713562,1763260250.6810622,253568,,0.037109375,1089.0,0.010404611006379128,3129,0.2276829034090042,-0.03784453868865967,0.010509796440601349
0.9125611186027527,0.0007929696585051715,0.00014715822180733085,,240.13727593421936,1763260251.822425,254848,,0.078125,1089.0,0.008093179203569889,3141,0.1978524923324585,-0.0018006600439548492,0.029558150097727776
0.059065043926239014,34.05555725097656,0.00014708141679875553,,240.2507655620575,1763260251.9359145,254976,,0.0,1089.0,2.3264437913894653e-05,3143,0.1794629991054535,0.00016078725457191467,8.053518831729889e-05
0.5850993394851685,0.001970587996765971,0.00014685100177302957,,240.61026215553284,1763260252.295411,255360,,0.0,1089.0,0.00047224853187799454,3146,0.20728981494903564,-0.008863229304552078,0.007553170435130596
0.050741374492645264,0.0005886858562007546,0.00014539170661009848,,242.83481979370117,1763260254.5199687,257792,,0.125,1089.0,0.04993005841970444,3170,0.24023722112178802,-0.04725679010152817,0.042290881276130676
0.9517586827278137,0.0003577097086235881,0.00014454685151576996,,244.1155183315277,1763260255.8006673,259200,,0.1328125,1089.0,0.0632549598813057,3183,0.3146563172340393,0.0037546250969171524,0.0032679885625839233
0.9589626789093018,0.0008403495303355157,0.00014423963148146868,,244.549382686615,1763260256.2345316,259712,,0.1276041716337204,1089.0,0.037429481744766235,3188,0.21938824653625488,-0.05966771021485329,0.14456526935100555
0.9775393605232239,0.0008610312943346798,0.0001424731162842363,,247.24367117881775,1763260258.9288201,262656,,0.158203125,1089.0,0.0743011087179184,3217,0.2791749835014343,-0.05383019894361496,0.0659884661436081
,,,500.0,247.84680914878845,1763260259.531958,263420,500.0,,,,3224,,,
0.8309682011604309,0.0002947846078313887,0.00014062979607842863,,249.98334765434265,1763260261.6684966,265728,,0.0390625,1089.0,0.004483198747038841,3247,0.23382779955863953,-0.023842306807637215,0.033654555678367615
0.027549803256988525,2.195112705230713,0.00014047618606127799,,250.24341654777527,1763260261.9285655,265984,,0.00390625,1089.0,0.001607608050107956,3250,0.21772004663944244,-0.023228254169225693,-0.006450869143009186
0.8300060629844666,0.0004912308068014681,0.00014032257604412735,,250.46432042121887,1763260262.1494694,266240,,0.095703125,1089.0,0.018689937889575958,3252,0.2258100062608719,0.02350853942334652,-0.03269141539931297
0.02878469228744507,153.6292724609375,0.0001401689660269767,,250.68585658073425,1763260262.3710055,266496,,0.01171875,1089.0,0.0001010773703455925,3255,0.21184870600700378,-0.0034217387437820435,0.0007064426317811012
,,,500.0,251.0344159603119,1763260262.719565,266920,500.0,,,,3259,,,
0.8278182744979858,0.000569417024962604,0.00013909369590692222,,252.31080317497253,1763260263.9959521,268288,,0.0,1089.0,0.00021488498896360397,3272,0.2198314070701599,0.0031540989875793457,-0.0006589097902178764
0.04526352882385254,143.72084045410156,0.00013894008588977158,,252.53599286079407,1763260264.2211418,268544,,0.013671875,1089.0,0.00023525767028331757,3275,0.140262633562088,-0.0016601858660578728,-0.0022863708436489105
0.8105494976043701,0.0028195588383823633,0.00013886328088119626,,252.64653205871582,1763260264.331681,268672,,0.142578125,1089.0,0.07921499013900757,3276,0.24451929330825806,-0.05319312959909439,0.014545772224664688
0.9770258665084839,0.0017612972296774387,0.00013763441529590636,,254.4763159751892,1763260266.161465,270720,,0.103515625,1090.0,0.016328081488609314,3296,0.2941807806491852,-0.005891423672437668,0.02374192699790001
0.07261842489242554,139.2742156982422,0.00013748080527875572,,254.70006012916565,1763260266.385209,270976,,0.017578125,1090.0,0.005166671238839626,3299,0.2701677083969116,-0.0046760570257902145,-0.0033559398725628853
0.9942712187767029,0.0019576996564865112,0.00013502304500434548,,258.4234688282013,1763260270.1086178,275072,,0.052734375,1090.0,0.015184863470494747,3338,0.16203035414218903,-0.01951742172241211,0.023895669728517532
,,,500.0,259.57386350631714,1763260271.2590125,276420,500.0,,,,3351,,,
0.05851703882217407,34.14645004272461,0.00013387096987571567,,260.106995344162,1763260271.7921443,276992,,0.06640625,1090.0,0.006920293904840946,3357,0.23593732714653015,0.009720578789710999,0.021854810416698456
0.9604281187057495,0.0010647367453202605,0.0001336405548499897,,260.46958780288696,1763260272.1547368,277376,,0.021484375,1090.0,0.0024964110925793648,3360,0.29035985469818115,0.004442334175109863,-0.002529456280171871
0.9970384240150452,0.0009094970300793648,0.00013141320960130543,,263.7800278663635,1763260275.4651768,281088,,0.0078125,1091.0,0.005043596960604191,3398,0.22804470360279083,-0.00031021982431411743,-0.012455970048904419
,,,500.0,264.0330102443695,1763260275.7181592,281432,500.0,,,,3401,,,
,,,500.0,264.4770052433014,1763260276.1621542,281932,500.0,,,,3406,,,
0.8710550665855408,0.0013867937959730625,0.00013010752445552498,,265.72201919555664,1763260277.4071681,283264,,0.078125,1091.0,0.04110236465930939,3419,0.182478129863739,-0.06041290983557701,0.028079042211174965
,,,500.0,266.2835741043091,1763260277.968723,283932,500.0,,,,3426,,,
0.9946752190589905,0.0010460001649335027,0.00012956988939549774,,266.49767804145813,1763260278.182827,284160,,0.044921875,1091.0,0.00817363616079092,3428,0.24101556837558746,0.00826844573020935,0.025322765111923218
0.8653205037117004,0.0006525794742628932,0.00012910905934404582,,267.20540022850037,1763260278.8905492,284928,,0.021484375,1091.0,0.0027640368789434433,3435,0.19279037415981293,0.002103514038026333,-0.001978697255253792
,,,500.0,268.5575997829437,1763260280.2427487,286432,500.0,,,,3450,,,
0.039050936698913574,8.418742179870605,0.00012818739924114197,,268.63793897628784,1763260280.323088,286464,,0.03515625,1091.0,0.004366371780633926,3451,0.26824063062667847,0.0026852115988731384,0.03735482692718506
0.9984831213951111,0.0005855360068380833,0.0001274961541639641,,269.63367795944214,1763260281.318827,287616,,0.046875,1091.0,0.01229082141071558,3462,0.16491833329200745,-0.03411314636468887,0.034907661378383636
0.08057767152786255,41.47822189331055,0.00012665129906963557,,270.9003722667694,1763260282.5855212,289024,,0.0,1091.0,6.405171006917953e-05,3476,0.24468009173870087,-0.003003004938364029,0.00025428924709558487
0.9535244107246399,0.0026982459239661694,0.0001264208840439096,,271.25934982299805,1763260282.9444988,289408,,0.0,1091.0,1.1594966053962708e-06,3479,0.24275436997413635,0.0004252716898918152,3.9460137486457825e-06
0.8656971454620361,0.0009615120943635702,0.00012526882346719503,,272.92425203323364,1763260284.609401,291328,,0.1614583283662796,1092.0,0.06446690857410431,3498,0.2220889776945114,-0.02205795794725418,0.003929823637008667
0.9157363772392273,0.0019849527161568403,0.00012496160343289375,,273.4132227897644,1763260285.0983717,291840,,0.1171875,1091.0,0.008149715140461922,3503,0.23736350238323212,-0.032107122242450714,0.023871533572673798
0.9477999806404114,0.0013827367220073938,0.0001243471633642912,,274.35764932632446,1763260286.0427983,292864,,0.1171875,1091.0,0.028782092034816742,3513,0.16385513544082642,-0.02906695008277893,0.03191860020160675
0.13210797309875488,8.329706192016602,0.0001236559182871133,,275.4093623161316,1763260287.0945113,294016,,0.0078125,1091.0,0.002137649804353714,3525,0.1552966982126236,0.0002768486738204956,0.00730464793741703
0.9776557087898254,0.0007976801134645939,0.0001228878682013601,,276.54919481277466,1763260288.2343438,295296,,0.0,1092.0,0.00011646747589111328,3537,0.21451973915100098,-0.0033005522564053535,0.003759348765015602
0.05952423810958862,1.9339312314987183,0.00012188940308988094,,278.008629322052,1763260289.6937783,296960,,0.0,1092.0,0.00010570697486400604,3554,0.20751579105854034,-0.0008953437209129333,0.0007301196455955505
0.9994776248931885,0.0006373593932949007,0.00012181259808130562,,278.1211488246918,1763260289.8062978,297088,,0.013671875,1092.0,0.00926150195300579,3555,0.28532084822654724,-0.00833892822265625,0.06200408190488815
0.9514098167419434,0.0014268263475969434,0.00012050691293552518,,280.0886085033417,1763260291.7737575,299264,,0.12109375,1092.0,0.027297427877783775,3576,0.2109479159116745,-0.02100236713886261,0.05012933909893036
,,,500.0,280.2423071861267,1763260291.9274561,299444,500.0,,,,3578,,,
0.9558319449424744,0.0007076922338455915,0.0001201996929012239,,280.59918904304504,1763260292.284338,299776,,0.0546875,1092.0,0.012000210583209991,3581,0.2708249092102051,0.015542551875114441,-0.03245827555656433
0.10756701231002808,9.997820854187012,0.00011973886284977198,,281.2780692577362,1763260292.9632182,300544,,0.0,1092.0,0.0002238340675830841,3589,0.17570573091506958,-0.005532301962375641,0.005278360098600388
0.05602884292602539,149.54251098632812,0.00011827956768684089,,283.4317662715912,1763260295.1169152,302976,,0.052734375,1092.0,0.006820740178227425,3613,0.23229318857192993,-0.00615638867020607,-0.0162158515304327
,,,500.0,284.27506256103516,1763260295.9602115,303944,500.0,,,,3622,,,
0.9447522759437561,0.00044313102262094617,0.00011658986477414146,,285.9659631252289,1763260297.651112,305792,,0.1015625,1092.0,0.008749480359256268,3640,0.2271859496831894,0.006584996357560158,-0.008477025665342808
0.025206446647644043,150.8855438232422,0.0001155913996626623,,287.44542241096497,1763260299.1305714,307456,,0.091796875,1093.0,0.02804970182478428,3656,0.2070530652999878,0.00021995976567268372,0.01622224785387516
