losses/explained_variance,losses/value_loss,charts/learning_rate,charts/episodic_return,_runtime,_timestamp,global_step,charts/episodic_length,losses/clipfrac,charts/SPS,losses/approx_kl,_step,losses/entropy,losses/policy_loss,losses/old_approx_kl
0.8527761101722717,0.00036845693830400705,0.00011474654456833377,,288.74172258377075,1763260300.4268715,308864,,0.1640625,1092.0,0.007960307411849499,3669,0.17763948440551758,-0.03302295506000519,0.035565972328186035
0.9648172855377197,0.0007629216997884214,0.00011413210449973121,,289.65554189682007,1763260301.3406909,309888,,0.0703125,1093.0,0.010239304974675179,3679,0.1975662112236023,0.02062690258026123,-0.006040876731276512
0.8480755090713501,0.001459043938666582,0.00011390168947400525,,290.01357769966125,1763260301.6987267,310272,,0.1484375,1093.0,0.072087861597538,3683,0.28049778938293457,-0.04927356168627739,0.08492742478847504
0.9378764629364014,0.0008607748313806951,0.00011382488446542993,,290.1263575553894,1763260301.8115065,310400,,0.21875,1093.0,0.03634903207421303,3684,0.23865452408790588,-0.03428250923752785,-0.0016836579889059067
0.9960612058639526,0.0015328540466725826,0.0001122119792853482,,292.52537512779236,1763260304.210524,313088,,0.072265625,1093.0,0.029045524075627327,3711,0.21911364793777466,-0.049206458032131195,0.08063522726297379
0.8471623659133911,0.0007210317999124527,0.00011205836926819757,,292.72023820877075,1763260304.4053872,313344,,0.15625,1093.0,0.04268494248390198,3713,0.2898108661174774,-0.02269463613629341,0.022857077419757843
0.026729345321655273,0.6198568344116211,0.00011198156425962225,,292.8578317165375,1763260304.5429807,313472,,0.017578125,1093.0,0.004599862731993198,3715,0.2441575676202774,0.004431016743183136,-0.0030806707218289375
0.9969349503517151,0.0005246447399258614,0.0001109831064241007,,294.3689212799072,1763260306.0540702,315136,,0.03125,1093.0,0.0011144541203975677,3731,0.14203445613384247,-0.012943096458911896,0.010054212063550949
,,,500.0,294.61035227775574,1763260306.2955012,315444,500.0,,,,3734,,,
,,,500.0,296.4458382129669,1763260308.1309872,317473,500.0,,,,3755,,,
0.030557215213775635,10.339056015014648,0.00010837173613253981,,298.29811549186707,1763260309.9832644,319488,,0.0,1093.0,0.0002700928598642349,3775,0.1473207324743271,-0.0008498281240463257,0.0036635808646678925
,,,500.0,298.65120816230774,1763260310.336357,319973,500.0,,,,3779,,,
,,,500.0,300.94228196144104,1763260312.627431,322473,500.0,,,,3804,,,
0.9679713845252991,0.0018937151180580258,0.00010637480590958148,,301.2970769405365,1763260312.982226,322816,,0.052734375,1093.0,0.0035031531006097794,3807,0.238582044839859,-0.005631089210510254,0.012773986905813217
0.98993980884552,0.00019754738605115563,0.00010399385791970417,,304.76297879219055,1763260316.4481277,326784,,0.046875,1094.0,0.008931947872042656,3847,0.2787807583808899,-0.018598496913909912,0.04257071018218994
,,,500.0,307.661052942276,1763260319.346202,329986,500.0,,,,3879,,,
,,,500.0,308.0346157550812,1763260319.7197647,330486,500.0,,,,3883,,,
0.01974654197692871,0.03330455720424652,0.00010176651267101988,,308.10776138305664,1763260319.7929103,330496,,0.001953125,1094.0,0.0003517214208841324,3884,0.2255980521440506,0.0014158114790916443,0.002531781792640686
0.9671261310577393,0.0022446359507739544,0.00010161290265386924,,308.33224272727966,1763260320.0173917,330752,,0.06640625,1094.0,0.03189987316727638,3887,0.22053714096546173,-0.03785880655050278,-0.04306427016854286
0.9995319843292236,0.0001786696375347674,0.00010138248762814328,,308.7091188430786,1763260320.3942678,331136,,0.06640625,1094.0,0.018989793956279755,3891,0.16295814514160156,-0.025107339024543762,0.0494404137134552
0.9203587770462036,0.0007249537156894803,0.00010092165757669136,,309.3768491744995,1763260321.0619981,331904,,0.0234375,1094.0,0.0051227714866399765,3898,0.17905887961387634,-0.009723953902721405,0.0013516265898942947
0.9149591326713562,0.0012877876870334148,0.00010007680248236284,,310.6821508407593,1763260322.3672998,333312,,0.099609375,1094.0,0.028223324567079544,3912,0.23569539189338684,-0.024253755807876587,0.0799092948436737
0.13415253162384033,8.399272918701172,9.99231924652122e-05,,310.90612053871155,1763260322.5912695,333568,,0.009765625,1094.0,0.0026240330189466476,3915,0.18094220757484436,-0.00036823004484176636,0.003040265291929245
0.9445088505744934,0.0004209410399198532,9.907834464684129e-05,,312.22720432281494,1763260323.9123533,334976,,0.025390625,1094.0,0.011472905986011028,3928,0.24550113081932068,-0.012436918914318085,0.030561866238713264
0.03194451332092285,0.04858497530221939,9.815668454393744e-05,,313.6070671081543,1763260325.292216,336512,,0.009765625,1094.0,0.0009135482832789421,3944,0.16731330752372742,0.0013458169996738434,0.013941609300673008
0.9988853931427002,0.00087584531866014,9.807987953536212e-05,,313.7201952934265,1763260325.4053442,336640,,0.02734375,1094.0,0.008838048204779625,3945,0.23460358381271362,-0.003142230212688446,0.02364981546998024
0.9796849489212036,0.0011901003308594227,9.80030745267868e-05,,313.868777513504,1763260325.5539265,336768,,0.134765625,1094.0,0.0678621158003807,3946,0.2236463576555252,-0.06064830347895622,0.09289608150720596
0.06588667631149292,0.147397980093956,9.754224447533488e-05,,314.53114652633667,1763260326.2162955,337536,,0.044921875,1094.0,0.0039247870445251465,3954,0.31147482991218567,-0.003076702356338501,-0.004715202376246452
,,,500.0,315.33829045295715,1763260327.0234394,338499,500.0,,,,3963,,,
0.0841107964515686,0.022802673280239105,9.662058437243104e-05,,315.9140498638153,1763260327.5991988,339072,,0.03125,1094.0,0.0046404507011175156,3969,0.18575997650623322,-0.030937286093831062,0.017919447273015976
0.1597501039505005,0.0023141619749367237,9.585253428667784e-05,,317.03661584854126,1763260328.7217648,340352,,0.1015625,1094.0,0.034108348190784454,3981,0.16765214502811432,-0.021030917763710022,0.013289270922541618
,,,500.0,317.140496969223,1763260328.825646,340499,500.0,,,,3983,,,
,,,500.0,318.46206998825073,1763260330.147219,341999,500.0,,,,3997,,,
0.9202273488044739,0.0007271375507116318,9.347157902084291e-05,,320.6169283390045,1763260332.3020773,344320,,0.033203125,1094.0,0.005075606517493725,4020,0.26429978013038635,-0.012321855872869492,0.020720280706882477
0.9713908433914185,0.0011683907359838486,9.10906310309656e-05,,324.1489861011505,1763260335.834135,348288,,0.025390625,1095.0,0.007386053912341595,4059,0.1921883076429367,-0.011246293783187866,0.03777807950973511
0.09202897548675537,1.956230640411377,8.940092084230855e-05,,326.69727182388306,1763260338.3824208,351104,,0.015625,1095.0,0.0037955082952976227,4087,0.2982075810432434,0.006906207650899887,0.000962013378739357
,,,500.0,327.03275847435,1763260338.7179074,351499,500.0,,,,4091,,,
,,,500.0,328.298903465271,1763260339.9840524,352999,500.0,,,,4105,,,
0.9619407653808594,0.0020306939259171486,8.801843068795279e-05,,328.7455413341522,1763260340.4306903,353408,,0.0,1095.0,0.0008859038352966309,4109,0.2673127353191376,-0.005535917356610298,0.006075406447052956
0.9109759330749512,0.0009970911778509617,8.77112106536515e-05,,329.19298934936523,1763260340.8781383,353920,,0.14453125,1095.0,0.07015061378479004,4115,0.24366357922554016,-0.049593571573495865,0.03394482284784317
0.9871873259544373,0.0011512620840221643,8.748079562792554e-05,,329.5667426586151,1763260341.2518916,354304,,0.0,1095.0,0.0005743158981204033,4119,0.34580275416374207,-0.003767162561416626,0.002463589422404766
0.9830151796340942,0.0006204467499628663,8.556067768950015e-05,,332.3994700908661,1763260344.084619,357504,,0.109375,1095.0,0.021625055000185966,4150,0.28912946581840515,0.038656990975141525,-0.022952575236558914
0.9137973189353943,0.0005870916647836566,8.448540756944567e-05,,334.03699469566345,1763260345.7221437,359296,,0.125,1095.0,0.019142378121614456,4168,0.130440354347229,0.002255454659461975,-0.011387940496206284
0.9293374419212341,0.0004757889255415648,8.34869424579665e-05,,335.5105330944061,1763260347.195682,360960,,0.0,1095.0,2.4707987904548645e-05,4184,0.1448967456817627,-0.0027447976171970367,0.0026637353003025055
0.9838414788246155,0.0002222129114670679,8.287250238936394e-05,,336.4352719783783,1763260348.120421,361984,,0.056640625,1095.0,0.006267133168876171,4194,0.16100163757801056,0.009558117017149925,-0.02878308668732643
0.9516482949256897,0.0012672892771661282,8.256528235506266e-05,,336.9139406681061,1763260348.5990896,362496,,0.0,1095.0,8.664373308420181e-05,4199,0.19860316812992096,-0.0009672120213508606,0.002448209561407566
0.9720927476882935,0.0008690502145327628,8.110598719213158e-05,,339.0944972038269,1763260350.7796462,364928,,0.142578125,1096.0,0.04741694778203964,4224,0.1647818237543106,-0.03133592754602432,0.06529276818037033
0.8967626094818115,0.0011163514573127031,8.079877443378791e-05,,339.54048562049866,1763260351.2256346,365440,,0.064453125,1096.0,0.011464954353868961,4229,0.19995631277561188,-0.005801118910312653,0.006163204088807106
0.9893451929092407,0.0005498733371496201,7.995391933945939e-05,,340.83749628067017,1763260352.5226452,366848,,0.06640625,1096.0,0.017127931118011475,4243,0.19082866609096527,-0.04371132701635361,0.04290330410003662
0.10544580221176147,33.229698181152344,7.980030932230875e-05,,341.06869888305664,1763260352.7538478,367104,,0.01171875,1096.0,0.0022023767232894897,4246,0.2145870476961136,-0.02926444448530674,0.022664204239845276
0.9973467588424683,0.0006335510406643152,7.941628427943215e-05,,341.6289463043213,1763260353.3140953,367744,,0.009765625,1096.0,0.003951966762542725,4252,0.22142288088798523,-0.03670983761548996,0.01432175375521183
0.9260226488113403,0.0013857034500688314,7.926267426228151e-05,,341.8787910938263,1763260353.56394,368000,,0.091796875,1096.0,0.016633685678243637,4254,0.2546686828136444,-0.046176787465810776,0.06489734351634979
,,,500.0,341.89070987701416,1763260353.5758588,368025,500.0,,,,4255,,,
0.8697119355201721,0.00043949211249127984,7.81105991336517e-05,,343.5995366573334,1763260355.2846856,369920,,0.06640625,1096.0,0.008285950869321823,4273,0.20604151487350464,-0.0008788630366325378,-0.014416107907891273
0.9978066086769104,0.002411140128970146,7.795698911650106e-05,,343.82479453086853,1763260355.5099435,370176,,0.0234375,1096.0,0.005014787428081036,4276,0.17863987386226654,-0.02044663578271866,0.018065806478261948
0.9691903591156006,0.0007693521329201758,7.788018410792574e-05,,343.9677984714508,1763260355.6529474,370304,,0.09765625,1096.0,0.033514268696308136,4277,0.26865798234939575,-0.06586048752069473,0.040302637964487076
0.9218958020210266,0.0005550402565859258,7.780337909935042e-05,,344.0832757949829,1763260355.7684247,370432,,0.130859375,1096.0,0.05258983373641968,4278,0.276286780834198,-0.03898044675588608,0.08803881704807281
0.059780240058898926,10.30117416381836,7.711213402217254e-05,,345.130562543869,1763260356.8157115,371584,,0.03515625,1096.0,0.007365855388343334,4290,0.25430795550346375,-0.000556211918592453,0.011720193549990654
0.714510440826416,0.0005436291103251278,7.69585240050219e-05,,345.3522894382477,1763260357.0374384,371840,,0.1328125,1096.0,0.038970351219177246,4292,0.319068968296051,-0.06370563060045242,0.1919105350971222
,,,500.0,347.30193734169006,1763260358.9870863,374025,500.0,,,,4314,,,
,,,500.0,347.676629781723,1763260359.3617787,374525,500.0,,,,4318,,,
0.9725017547607422,0.0006321331020444632,7.365591591224074e-05,,350.30074882507324,1763260361.9858978,377344,,0.01171875,1096.0,0.001579461619257927,4346,0.1904836893081665,-0.001485239714384079,0.00500066764652729
0.9511844515800476,0.0011814306490123272,7.242703577503562e-05,,352.1563866138458,1763260363.8415356,379392,,0.046875,1096.0,0.004598941653966904,4366,0.15326103568077087,0.006161391735076904,-0.005849787965416908
,,,500.0,352.6786608695984,1763260364.3638098,380025,500.0,,,,4372,,,
,,,500.0,353.1186294555664,1763260364.8037784,380525,500.0,,,,4377,,,
0.0552251935005188,0.04851962998509407,7.173579069785774e-05,,353.19414138793945,1763260364.8792903,380544,,0.001953125,1096.0,0.002045711502432823,4378,0.20093297958374023,-0.006879799067974091,-0.0145022664219141
,,,500.0,354.0417380332947,1763260365.726887,381525,500.0,,,,4387,,,
0.8174901604652405,0.0012800635304301977,7.058371556922793e-05,,354.9376230239868,1763260366.622772,382464,,0.130859375,1096.0,0.025832312181591988,4396,0.26539596915245056,-0.03700844943523407,0.023983392864465714
0.910439133644104,0.00022927706595510244,6.943164044059813e-05,,356.6789722442627,1763260368.3641212,384384,,0.009765625,1096.0,0.0044675180688500404,4415,0.1923966109752655,-0.027994459494948387,0.016054170206189156
0.6346051692962646,0.002354334807023406,6.69738874421455e-05,,360.3295533657074,1763260372.0147023,388480,,0.111328125,1096.0,0.008194164372980595,4456,0.23931486904621124,-0.00014111772179603577,0.010742059908807278
0.7635592222213745,0.0020588780753314495,6.612903234781697e-05,,361.59974122047424,1763260373.2848902,389888,,0.052734375,1096.0,0.01081686932593584,4470,0.2986261248588562,-0.015927009284496307,0.028958849608898163
0.10991281270980835,136.7078399658203,6.566820229636505e-05,,362.3169095516205,1763260374.0020585,390656,,0.029296875,1096.0,0.004209017381072044,4478,0.20173868536949158,-0.0030793342739343643,-0.019962389022111893
0.983217716217041,0.0012913665268570185,6.551459227921441e-05,,362.54009556770325,1763260374.2252445,390912,,0.013671875,1096.0,0.0016508912667632103,4480,0.2601940929889679,-0.012056956067681313,0.004980155266821384
0.01989567279815674,34.063297271728516,6.482334720203653e-05,,363.5848789215088,1763260375.2700279,392064,,0.009765625,1096.0,0.0025740638375282288,4492,0.18507987260818481,-0.0026957429945468903,-0.006640337407588959
0.9987866878509521,0.006160134915262461,6.443932215915993e-05,,364.18337655067444,1763260375.8685255,392704,,0.021484375,1096.0,0.006198026239871979,4498,0.23749424517154694,-0.011281691491603851,-0.023769564926624298
0.9600195288658142,0.001496644108556211,6.305683200480416e-05,,366.2782769203186,1763260377.9634259,395008,,0.0755208358168602,1096.0,0.03899281471967697,4520,0.22181002795696259,-0.07060855627059937,0.02926967293024063
0.11014896631240845,1.9246447086334229,6.298003427218646e-05,,366.39356756210327,1763260378.0787165,395136,,0.04296875,1096.0,0.0058343131095170975,4522,0.23945628106594086,-0.0035434141755104065,-0.011068183928728104
0.8934015035629272,0.0006366499001160264,6.282642425503582e-05,,366.6170747280121,1763260378.3022237,395392,,0.1015625,1096.0,0.01940665766596794,4524,0.24350804090499878,-0.04987531900405884,0.0387415885925293
0.9665417075157166,0.0005461309920065105,6.27496192464605e-05,,366.72822403907776,1763260378.413373,395520,,0.103515625,1096.0,0.023156289011240005,4525,0.18700583279132843,-0.0461667999625206,0.011762119829654694
0.08321249485015869,137.9339599609375,6.267281423788518e-05,,366.84132289886475,1763260378.5264719,395648,,0.0078125,1096.0,0.004059488885104656,4527,0.1861562281847,0.0012987572699785233,0.011870413087308407
,,,500.0,367.2201406955719,1763260378.9052896,396056,500.0,,,,4531,,,
0.9935436844825745,0.0027663428336381912,6.228878919500858e-05,,367.4356653690338,1763260379.1208143,396288,,0.009765625,1096.0,0.0015375353395938873,4533,0.16911067068576813,-0.011696547269821167,0.0052688028663396835
0.8287575244903564,0.0015026526525616646,6.221198418643326e-05,,367.547251701355,1763260379.2324007,396416,,0.03125,1096.0,0.004786194302141666,4534,0.2540563642978668,-0.011247657239437103,-0.008242801763117313
0.09553050994873047,9.898934364318848,6.090629904065281e-05,,369.52315950393677,1763260381.2083085,398592,,0.0078125,1096.0,0.002975952811539173,4555,0.20394228398799896,-0.012844452634453773,0.017352350056171417
0.9257716536521912,0.0006588587420992553,6.044546898920089e-05,,370.2270667552948,1763260381.9122157,399360,,0.001953125,1096.0,0.001461726613342762,4562,0.2236541211605072,0.007163785398006439,-0.007089369930326939
0.9956597685813904,0.0007587531581521034,5.960061389487237e-05,,371.49779653549194,1763260383.1829455,400768,,0.0078125,1096.0,0.00452836137264967,4576,0.28018125891685486,-0.0037144292145967484,-0.008828544057905674
0.2683687210083008,0.000451192376203835,5.737327228416689e-05,,374.85344552993774,1763260386.5385945,404480,,0.109375,1097.0,0.03227268159389496,4613,0.22885078191757202,-0.049315616488456726,0.10148224979639053
0.998741626739502,0.0013594790361821651,5.6605222198413685e-05,,376.00536727905273,1763260387.6905162,405760,,0.0,1097.0,3.4965574741363525e-05,4626,0.19067144393920898,0.0011799242347478867,3.3136457204818726e-05
0.09292787313461304,8.110239028930664,5.606758713838644e-05,,376.81991720199585,1763260388.5050662,406656,,0.001953125,1097.0,0.0016678152605891228,4635,0.15625685453414917,0.0009765587747097015,0.006220308132469654
0.9972180128097534,0.0021676323376595974,5.568356209550984e-05,,377.37478852272034,1763260389.0599375,407296,,0.0,1097.0,0.0002565905451774597,4641,0.1908266842365265,-0.002373458817601204,0.004932956770062447
,,,500.0,377.6463346481323,1763260389.3314836,407586,500.0,,,,4644,,,
0.9374011754989624,0.002271942561492324,5.4454685596283525e-05,,379.2269916534424,1763260390.9121406,409344,,0.056640625,1097.0,0.013016968965530396,4661,0.2582973837852478,-0.0415678508579731,0.03770578280091286
0.9990684390068054,0.0011306137312203646,5.3609830501955e-05,,380.49455404281616,1763260392.179703,410752,,0.033203125,1097.0,0.0003732442855834961,4675,0.08386188000440598,-0.00832730159163475,-0.003702061250805855
0.6319177150726318,0.0013671860797330737,5.261136539047584e-05,,382.00991702079773,1763260393.695066,412416,,0.091796875,1097.0,0.02320239506661892,4691,0.20133736729621887,-0.03176285699009895,0.05559845641255379
0.09767276048660278,0.005494832992553711,5.153609890840016e-05,,383.6129677295685,1763260395.2981167,414208,,0.0,1097.0,7.259100675582886e-05,4709,0.13472825288772583,-0.0009441366419196129,-0.001741977408528328
0.018744587898254395,0.5797102451324463,5.13056838826742e-05,,383.9898910522461,1763260395.67504,414592,,0.01171875,1097.0,0.0028253914788365364,4713,0.2552405595779419,-0.011708714067935944,0.006629035808146
0.08821713924407959,8.144758224487305,4.97695837111678e-05,,386.30634593963623,1763260397.991495,417152,,0.0078125,1097.0,0.0017427029088139534,4738,0.16084924340248108,0.001020314171910286,0.008479428477585316
0.9967508316040039,0.0025437655858695507,4.969277870259248e-05,,386.4164137840271,1763260398.1015627,417280,,0.0,1097.0,1.3327226042747498e-06,4739,0.2098436951637268,0.00015490129590034485,-7.200893014669418e-05
0.7719668745994568,0.00030647157109342515,4.9539172323420644e-05,,386.6421129703522,1763260398.327262,417536,,0.05859375,1097.0,0.013639114797115326,4741,0.20268964767456055,-0.02041623741388321,0.0338796004652977
0.10464620590209961,8.135475158691406,4.9462367314845324e-05,,386.75436902046204,1763260398.439518,417664,,0.0,1097.0,0.00020491238683462143,4743,0.20585982501506805,0.0001117996871471405,0.000805896706879139
0.04604041576385498,146.44920349121094,4.769585211761296e-05,,389.44268321990967,1763260401.1278322,420608,,0.015625,1097.0,0.0019825296476483345,4772,0.16437889635562897,0.00232546404004097,0.01690666377544403
,,,500.0,390.7375431060791,1763260402.422692,422086,500.0,,,,4786,,,
0.11182618141174316,33.22787857055664,4.6774192014709115e-05,,390.8252031803131,1763260402.5103521,422144,,0.0,1097.0,2.039782702922821e-05,4787,0.15035168826580048,0.0003063380718231201,-0.0014013852924108505
0.9969825148582458,0.0020860356744378805,4.6697387006133795e-05,,390.93720626831055,1763260402.6223552,422272,,0.005859375,1097.0,0.0028481800109148026,4788,0.2094946801662445,-0.0034642964601516724,-0.008957065641880035
,,,500.0,391.66371726989746,1763260403.3488662,423086,500.0,,,,4796,,,
0.9067251682281494,0.0007510344148613513,4.600614556693472e-05,,391.9834289550781,1763260403.668578,423424,,0.044921875,1097.0,0.010869214311242104,4799,0.24113303422927856,-0.03397241234779358,0.02790834754705429
,,,500.0,392.59092450141907,1763260404.2760735,424086,500.0,,,,4806,,,
0.931559681892395,0.0002790006110444665,4.539170549833216e-05,,392.9161343574524,1763260404.6012833,424448,,0.033203125,1097.0,0.010489183478057384,4809,0.2493404895067215,-0.02158334106206894,-0.013525325804948807
0.9786879420280457,0.007910654880106449,4.51612904726062e-05,,393.29186367988586,1763260404.9770126,424832,,0.013671875,1097.0,0.0015388578176498413,4813,0.17779125273227692,-0.010883066803216934,-0.009461158886551857
0.11434751749038696,137.5515594482422,4.28571438533254e-05,,396.81255555152893,1763260408.4977045,428672,,0.001953125,1097.0,0.001406058669090271,4851,0.12001582235097885,0.0024590641260147095,0.01523900218307972
,,,500.0,398.92803859710693,1763260410.6131876,431086,500.0,,,,4874,,,
0.9143335819244385,0.000392114685382694,4.116743366466835e-05,,399.3336501121521,1763260411.018799,431488,,0.06640625,1097.0,0.017250722274184227,4878,0.2094797044992447,0.01164053101092577,-0.014950845390558243
0.9785757660865784,0.000858668121509254,4.093701863894239e-05,,399.70941853523254,1763260411.3945675,431872,,0.03515625,1097.0,0.0025671515613794327,4882,0.20378181338310242,-0.020203016698360443,0.005654819309711456
0.08669543266296387,170.87924194335938,3.863287201966159e-05,,403.2096018791199,1763260414.8947508,435712,,0.0,1097.0,0.0004175184294581413,4920,0.17570534348487854,-0.000112900510430336,0.0010281866416335106
0.9061229825019836,0.000410435110097751,3.786482193390839e-05,,404.37002539634705,1763260416.0551744,436992,,0.0,1097.0,0.002405839040875435,4932,0.2587410509586334,-0.0057838428765535355,0.01351916417479515
,,,500.0,404.40257000923157,1763260416.087719,437086,500.0,,,,4933,,,
0.13190311193466187,167.00823974609375,3.7480800529010594e-05,,404.96805715560913,1763260416.653206,437632,,0.0,1097.0,8.568167686462402e-08,4939,0.23960471153259277,-0.00010667741298675537,-2.366863191127777e-05
0.9620707035064697,0.0004977206699550152,3.701997047755867e-05,,405.63926458358765,1763260417.3244135,438400,,0.0,1097.0,0.0013871733099222183,4946,0.2663905620574951,-0.011227637529373169,0.00573638454079628
,,,500.0,406.24959564208984,1763260417.9347446,439086,500.0,,,,4953,,,
,,,500.0,406.69528698921204,1763260418.380436,439586,500.0,,,,4958,,,
,,,500.0,407.1781370639801,1763260418.863286,440086,500.0,,,,4963,,,
0.9608510732650757,0.0027692143339663744,3.548387030605227e-05,,407.99091506004333,1763260419.676064,440960,,0.044921875,1097.0,0.008373264223337173,4971,0.15667250752449036,-0.02867894247174263,0.030587458983063698
,,,500.0,408.03415608406067,1763260419.719305,441086,500.0,,,,4972,,,
0.044039249420166016,136.94593811035156,3.5099845263175666e-05,,408.5569932460785,1763260420.2421422,441600,,0.0,1097.0,0.00044930074363946915,4978,0.18155302107334137,0.0004794616252183914,0.002818477340042591
0.5562048554420471,0.0011855089105665684,3.4869430237449706e-05,,408.924751996994,1763260420.609901,441984,,0.052734375,1097.0,0.013088809326291084,4981,0.24334211647510529,-0.03542812913656235,-0.023948578163981438
0.99836266040802,0.0012872465886175632,3.440860382397659e-05,,409.601270198822,1763260421.2864192,442752,,0.0,1097.0,9.637326002120972e-06,4989,0.19513536989688873,-0.0008960813283920288,-0.00011049211025238037
0.9982719421386719,0.0014744787476956844,3.410138378967531e-05,,410.0878555774689,1763260421.7730045,443264,,0.0,1097.0,0.00018542539328336716,4994,0.18581871688365936,-0.0007265806198120117,-0.00652115885168314
0.09213113784790039,33.74703598022461,3.325652869534679e-05,,411.3605933189392,1763260423.0457423,444672,,0.0,1097.0,0.0002151336520910263,5008,0.26357001066207886,-0.004157267510890961,0.002385774627327919
0.09118342399597168,0.47989127039909363,3.2949308661045507e-05,,411.8140661716461,1763260423.4992151,445184,,0.0,1097.0,8.186325430870056e-05,5013,0.13605573773384094,-7.024221122264862e-05,0.00022294186055660248
0.9807934165000916,0.00020012017921544611,3.2795698643894866e-05,,412.071980714798,1763260423.7571297,445440,,0.0,1097.0,0.0020101675763726234,5015,0.25107523798942566,-0.005306147038936615,0.009208488278090954
0.9338962435722351,0.0005348470294848084,3.133640711894259e-05,,414.28266525268555,1763260425.9678142,447872,,0.0078125,1097.0,0.00225774385035038,5039,0.19148606061935425,-0.002650987356901169,-0.013334725052118301
,,,500.0,417.1645941734314,1763260428.8497431,451086,500.0,,,,5071,,,
0.9910604357719421,0.006042675115168095,2.657450022525154e-05,,421.4891560077667,1763260433.174305,455808,,0.0078125,1097.0,0.0038108378648757935,5117,0.22390051186084747,-0.01337028294801712,0.021837707608938217
0.9974493980407715,0.002930634655058384,2.6267282009939663e-05,,421.9355380535126,1763260433.620687,456320,,0.0,1097.0,1.4301389455795288e-05,5122,0.20498287677764893,-0.0011488348245620728,0.001875525340437889
0.9966464042663574,0.0036609256640076637,2.5960061975638382e-05,,422.3813147544861,1763260434.0664637,456832,,0.001953125,1097.0,0.001509087160229683,5127,0.21538898348808289,-0.01936313882470131,0.014453249052166939
0.9556988477706909,0.0003298920637462288,2.5883256967063062e-05,,422.5276176929474,1763260434.2127666,456960,,0.005859375,1097.0,0.002696225419640541,5128,0.16833682358264923,-0.00041626766324043274,-0.0041335467249155045
0.04621779918670654,34.91701126098633,2.519201188988518e-05,,423.5687506198883,1763260435.2538996,458112,,0.0,1097.0,0.00026229582726955414,5140,0.14576978981494904,0.004726758226752281,-0.0034790392965078354
0.9987109899520874,0.002219199202954769,2.480798684700858e-05,,424.12499713897705,1763260435.810146,458752,,0.0,1097.0,0.0014647962525486946,5146,0.27177220582962036,-0.029724977910518646,0.01495151873677969
0.08412700891494751,138.69161987304688,2.457757364027202e-05,,424.4593017101288,1763260436.1444507,459136,,0.0,1097.0,0.00013795867562294006,5150,0.15036089718341827,0.0001448318362236023,0.0010903365910053253
0.9975895285606384,0.002033922355622053,2.45007686316967e-05,,424.6096422672272,1763260436.2947912,459264,,0.0,1097.0,3.627873957157135e-05,5151,0.20656220614910126,-0.0005134716629981995,-0.0012647733092308044
0.9101629853248596,0.0006756654474884272,2.37327185459435e-05,,425.77847814559937,1763260437.463627,460544,,0.0,1097.0,0.0006656106561422348,5163,0.22324633598327637,-0.008956458419561386,0.005570888519287109
0.09661304950714111,34.77847671508789,2.365591353736818e-05,,425.8925280570984,1763260437.577677,460672,,0.0,1097.0,0.001649247482419014,5165,0.2003435492515564,-0.018916429951786995,0.009245026856660843
0.9900029897689819,0.0007122342940419912,2.173579196096398e-05,,428.79321575164795,1763260440.4783647,463872,,0.0,1097.0,6.0247257351875305e-06,5196,0.311571329832077,0.0007278397679328918,-0.0006852941587567329
0.8541857600212097,0.0012192254653200507,2.165898695238866e-05,,428.9044659137726,1763260440.5896149,464000,,0.0,1097.0,0.0014804396778345108,5197,0.2153002768754959,-0.0156453475356102,0.014055272564291954
0.026047468185424805,137.9824981689453,1.9201228496967815e-05,,432.59856128692627,1763260444.2837102,468096,,0.0,1097.0,0.0019480269402265549,5238,0.23044458031654358,-0.00023258104920387268,0.000692758709192276
0.9987545609474182,0.0012017344124615192,1.9124423488392495e-05,,432.70976734161377,1763260444.3949163,468224,,0.0,1097.0,0.00029696617275476456,5239,0.19529807567596436,-0.0018576160073280334,-0.0038077915087342262
0.9986093640327454,0.0006011477089487016,1.8817203454091214e-05,,433.1951994895935,1763260444.8803484,468736,,0.0,1097.0,5.344301462173462e-05,5244,0.15464486181735992,-0.0010415613651275635,0.00094551220536232
0.9397249817848206,0.001251973444595933,1.8356375221628696e-05,,433.8663432598114,1763260445.5514922,469504,,0.0,1097.0,0.0009178342297673225,5251,0.1684732735157013,-0.004053205251693726,0.0059815580025315285
0.8736135363578796,0.0021618639584630728,1.8125960195902735e-05,,434.23784708976746,1763260445.922996,469888,,0.0,1097.0,0.0005794279277324677,5255,0.19287675619125366,-0.005531586706638336,0.0034675132483243942
0.10003465414047241,146.34744262695312,1.7972350178752095e-05,,434.4628779888153,1763260446.148027,470144,,0.0,1097.0,3.488175570964813e-05,5258,0.16426841914653778,-3.0120834708213806e-05,-0.00010387413203716278
,,,500.0,435.29819655418396,1763260446.9833455,471086,500.0,,,,5267,,,
0.9302224516868591,0.0025255000218749046,1.6513056834810413e-05,,436.66084814071655,1763260448.345997,472576,,0.0,1097.0,0.0006027920171618462,5281,0.18075089156627655,-0.0075613632798194885,0.004401919431984425
0.9135462045669556,0.0017560061533004045,1.5360983525170013e-05,,438.4077568054199,1763260450.0929058,474496,,0.001953125,1097.0,0.0020698029547929764,5300,0.20941224694252014,0.0014285407960414886,-0.004605352878570557
