_timestamp,charts/learning_rate,charts/episodic_return,losses/clipfrac,losses/approx_kl,_runtime,losses/entropy,charts/episodic_length,global_step,losses/value_loss,charts/SPS,_step,losses/explained_variance,losses/policy_loss,losses/old_approx_kl
1763260109.712144,0.00027380953542888165,,0.203125,0.03100283443927765,49.48168087005615,0.5904027819633484,,43776,0.1996326893568039,1037.0,980,0.9819744229316711,-0.1039385199546814,0.01148791704326868
1763260110.0487554,0.0002735791204031557,,0.07421875,0.014441504143178463,49.81829237937927,0.5619229078292847,,44160,17.432645797729492,1037.0,985,0.235478937625885,-0.030113279819488525,-0.024918269366025925
1763260110.7273223,,121.0,,,50.496859312057495,,121.0,44869,,,995,,,
1763260110.8170462,0.00027311829035170376,,0.0,0.0022316211834549904,50.58658313751221,0.4981125295162201,,44928,219.77005004882812,1037.0,997,-0.0016982555389404297,0.007405489683151245,0.025761518627405167
1763260112.3043253,0.0002721198252402246,,0.09375,0.029988426715135574,52.07386231422424,0.515022873878479,,46592,0.03729259595274925,1040.0,1015,0.568607747554779,-0.09718453884124756,0.07122119516134262
1763260113.5619154,0.0002712749701458961,,0.04296875,0.01215529628098011,53.33145236968994,0.5071823000907898,,48000,0.04694783687591553,1042.0,1031,0.34936100244522095,-0.033487215638160706,0.01833605021238327
1763260115.1749802,,500.0,,,54.94451713562012,,500.0,49811,,,1050,,,
1763260115.4986088,0.00026996928500011563,,0.125,0.013266287744045258,55.26814579963684,0.49700403213500977,,50176,0.015151477418839931,1045.0,1053,0.42979997396469116,-0.02676428109407425,0.051082924008369446
1763260115.9787867,0.00026966206496581435,,0.001953125,0.006236931309103966,55.74832367897034,0.5514523386955261,,50688,0.011977472342550755,1045.0,1058,0.34887540340423584,-0.021639540791511536,0.013503838330507278
1763260118.255076,0.00026812596479430795,,0.078125,0.0029951585456728935,58.02461290359497,0.4466065764427185,,53248,0.004578572232276201,1049.0,1083,0.7062804102897644,-0.028065606951713562,0.00903885904699564
1763260118.9215841,0.000267665134742856,,0.001953125,0.002478300593793392,58.691121101379395,0.4478524625301361,,54016,0.013179733417928219,1050.0,1091,0.2544623613357544,0.005450092256069183,-0.011237607337534428
1763260120.3155184,0.0002667434746399522,,0.099609375,0.015016177669167519,60.085055351257324,0.4453686773777008,,55552,0.016117170453071594,1051.0,1106,-0.06029796600341797,-0.01687335968017578,0.013420726172626019
1763260121.3681343,,500.0,,,61.13767123222351,,500.0,56811,,,1118,,,
1763260121.9954276,0.0002655913995113224,,0.076171875,0.024969803169369698,61.76496458053589,0.3608255386352539,,57472,0.01414102129638195,1054.0,1125,0.7562206387519836,-0.036714229732751846,0.047836750745773315
1763260122.7230403,,500.0,,,62.49257731437683,,500.0,58311,,,1133,,,
1763260123.8422527,0.00026436251937411726,,0.037109375,0.0067856814712285995,63.61178970336914,0.34357839822769165,,59520,0.01631024479866028,1056.0,1145,0.4384279251098633,-0.036028310656547546,0.012778881937265396
1763260125.569875,0.00026321044424548745,,0.060546875,0.012246162630617619,65.33941197395325,0.3709631860256195,,61440,0.00866281520575285,1058.0,1164,0.7501455545425415,-0.009410999715328217,0.031344279646873474
1763260125.6806793,0.00026313363923691213,,0.01171875,0.006175760179758072,65.45021629333496,0.3578861951828003,,61568,0.00028070839471183717,1058.0,1165,-0.18746352195739746,0.05481796711683273,-0.044598937034606934
1763260126.2697842,,500.0,,,66.03932118415833,,500.0,62311,,,1172,,,
1763260127.158367,0.00026213517412543297,,0.162109375,0.014427860267460346,66.92790389060974,0.2988700568675995,,63232,0.0002222165057901293,1059.0,1181,0.006445169448852539,-0.03580854833126068,-0.018535679206252098
1763260127.634351,0.0002618279540911317,,0.00390625,0.0012908894568681717,67.40388798713684,0.3911556005477905,,63744,0.0009594186558388174,1060.0,1186,-0.05663251876831055,-0.016284748911857605,-0.005295317620038986
1763260128.5692112,,500.0,,,68.33874821662903,,500.0,64811,,,1197,,,
1763260130.0290854,0.00026021504891104996,,0.001953125,0.0020253825932741165,69.79862236976624,0.3268249034881592,,66432,1.955523133277893,1062.0,1213,-0.0009326934814453125,-0.011826347559690475,-0.015085810795426369
1763260130.249203,0.0002600614388938993,,0.044921875,0.007947647012770176,70.01873993873596,0.2703332304954529,,66688,7.529005961259827e-05,1062.0,1215,0.01671844720840454,0.007752660661935806,-0.019162945449352264
1763260131.2073638,,500.0,,,70.97690081596375,,500.0,67811,,,1226,,,
1763260131.6492429,0.0002591397787909955,,0.017578125,0.005433103069663048,71.4187798500061,0.3408915400505066,,68224,0.00019288658222649246,1063.0,1230,-0.10790622234344482,0.0002615340054035187,-0.024393659085035324
1763260131.9855354,0.0002589093637652695,,0.103515625,0.003822821192443371,71.75507235527039,0.34634432196617126,,68608,2.318531733180862e-05,1064.0,1234,-0.04948592185974121,-0.009135093539953232,0.025957610458135605
1763260133.005911,0.00025821811868809164,,0.00390625,0.0006524752825498581,72.77544808387756,0.25620195269584656,,69760,0.00015449937200173736,1065.0,1245,-0.031345486640930176,-0.0009869113564491272,0.0030998215079307556
1763260133.820829,0.0002576804836280644,,0.158203125,0.02011130563914776,73.59036588668823,0.21186350286006927,,70656,4.750828884425573e-05,1065.0,1254,-0.10452008247375488,-0.03493991494178772,0.05909916013479233
1763260136.261111,0.00025668201851658523,,0.109375,0.01946360245347023,76.03064799308777,0.27076655626296997,,72320,0.02642984502017498,1051.0,1271,-0.00010073184967041016,0.0043888576328754425,-0.006722575984895229
1763260141.4309235,0.00025491550331935287,,0.0,0.0017238147556781769,81.20046043395996,0.3281245231628418,,75264,0.0002307340910192579,1018.0,1299,-0.06513094902038574,0.024160638451576233,-0.02291516773402691
