charts/SPS,_timestamp,charts/episodic_length,global_step,losses/old_approx_kl,losses/value_loss,losses/clipfrac,losses/policy_loss,_step,charts/learning_rate,losses/entropy,charts/episodic_return,losses/explained_variance,losses/approx_kl,_runtime
1000.0,1763260034.883636,,16128,-0.0016539786010980606,0.45540982484817505,0.0,-0.0023007430136203766,490,0.00029039938817732036,0.542830228805542,,0.9792531132698059,0.0018875785171985626,23.1269268989563
1002.0,1763260035.6177983,,16896,-0.0004073483869433403,4.859654903411865,0.0,0.00038386881351470947,504,0.00028993855812586844,0.4736116826534271,,0.8956479430198669,5.073379725217819e-05,23.86108922958374
,1763260036.1138976,40.0,17510,,,,,515,,,40.0,,,24.35718846321106
,1763260036.9271402,106.0,18309,,,,,530,,,106.0,,,25.17043113708496
1009.0,1763260037.413134,,18816,0.011422823183238506,0.8362804651260376,0.013671875,-0.021688640117645264,539,0.00028878648299723864,0.5243695378303528,,0.7577387094497681,0.004381549544632435,25.65642499923706
,1763260037.8097742,99.0,19296,,,,,547,,,99.0,,,26.053065061569214
1012.0,1763260038.240859,,19712,-0.0037560267373919487,0.5785895586013794,0.001953125,0.011167462915182114,555,0.0002882488479372114,0.5014871954917908,,0.8039290308952332,0.0014977389946579933,26.484149932861328
,1763260038.3803375,69.0,19900,,,,,559,,,69.0,,,26.62362837791443
,1763260038.8661509,84.0,20361,,,,,568,,,84.0,,,27.10944175720215
,1763260040.0624664,28.0,21636,,,,,595,,,28.0,,,28.30575728416443
1016.0,1763260040.921559,,22528,-0.003988364711403847,0.580033540725708,0.00390625,0.013686642050743103,614,0.00028655913774855435,0.5023471713066101,,0.9523895382881165,0.001603616401553154,29.164849996566772
,1763260041.537132,55.0,23280,,,,,630,,,55.0,,,29.780422925949097
,1763260041.8125901,49.0,23505,,,,,636,,,49.0,,,30.055881023406982
1018.0,1763260042.0128822,,23680,-0.005907917395234108,6.92308235168457,0.0,0.0015205591917037964,640,0.00028586789267137647,0.47138258814811707,,0.9238172173500061,0.00034214742481708527,30.256173133850098
1020.0,1763260043.0925546,,24832,-2.4670735001564026e-06,8.72012710571289,0.0,-0.001970045268535614,664,0.0002851766475941986,0.5138574838638306,,0.6002717614173889,0.0009620608761906624,31.335845470428467
,1763260043.778389,78.0,25588,,,,,684,,,78.0,,,32.02167987823486
,1763260043.9937088,73.0,25791,,,,,689,,,73.0,,,32.23699975013733
,1763260044.320406,54.0,26120,,,,,698,,,54.0,,,32.56369686126709
,1763260044.5838895,51.0,26436,,,,,707,,,51.0,,,32.8271803855896
,1763260045.323039,66.0,27200,,,,,729,,,66.0,,,33.56632995605469
,1763260046.2015219,35.0,28146,,,,,757,,,35.0,,,34.4448127746582
,1763260046.522179,29.0,28446,,,,,767,,,29.0,,,34.765469789505005
,1763260046.6754668,38.0,28658,,,,,775,,,38.0,,,34.91875767707825
1021.0,1763260047.2092485,,29056,0.023658251389861107,1.9017441272735596,0.0,-0.012212719768285751,788,0.000282642082311213,0.4617636203765869,,0.9858704805374146,0.0014793192967772484,35.45253944396973
1022.0,1763260047.4455519,,29312,-0.0027358224615454674,27.436555862426758,0.0,-0.006416806951165199,797,0.0002824884722940624,0.4590263366699219,,0.9260700941085815,0.00026748236268758774,35.6888427734375
,1763260047.6851115,27.0,29574,,,,,806,,,27.0,,,35.92840242385864
,1763260049.2034876,40.0,31216,,,,,863,,,40.0,,,37.446778535842896
,1763260049.586153,32.0,31545,,,,,872,,,32.0,,,37.82944393157959
,1763260049.7057102,43.0,31676,,,,,876,,,43.0,,,37.94900107383728
,1763260051.0447547,57.0,33050,,,,,922,,,57.0,,,39.28804564476013
1023.0,1763260051.4040039,,33408,0.01608411967754364,0.8251596689224243,0.04296875,0.013383530080318451,930,0.00028003071201965213,0.4920136332511902,,0.9939035773277283,0.009573579765856266,39.647294759750366
,1763260051.660166,14.0,33668,,,,,938,,,14.0,,,39.903456926345825
,1763260051.6859734,16.0,33726,,,,,941,,,16.0,,,39.929264307022095
1023.0,1763260051.775833,,33792,-0.023669909685850143,1.7893855571746826,0.015625,-0.016596850007772446,942,0.00027980029699392617,0.5147374868392944,,0.9045963287353516,0.004833645187318325,40.019123792648315
,1763260051.8227887,20.0,33898,,,,,948,,,20.0,,,40.06607961654663
,1763260052.7849512,86.0,34888,,,,,974,,,86.0,,,41.028242111206055
1025.0,1763260053.099632,,35200,-0.032746121287345886,3.2740306854248047,0.0234375,-0.029295075684785843,980,0.00027895544189959764,0.4742160737514496,,0.9864948987960815,0.007135634310543537,41.3429229259491
,1763260053.3474057,124.0,35518,,,,,985,,,124.0,,,41.590696573257446
,1763260053.995491,140.0,36206,,,,,995,,,140.0,,,42.23878192901611
1026.0,1763260054.184818,,36352,0.08920353651046753,0.4571072459220886,0.169921875,-0.021248236298561096,997,0.00027826419682241976,0.5115127563476562,,0.9940358400344849,0.02309592440724373,42.42810893058777
,1763260055.3930435,183.0,37652,,,,,1015,,,183.0,,,43.63633441925049
1026.0,1763260056.5402508,,38784,0.007957199588418007,61.85874557495117,0.01171875,-0.03244146704673767,1031,0.0002768049016594887,0.491980642080307,,-0.001744389533996582,0.004018547013401985,44.783541679382324
1024.0,1763260057.9882345,,40192,-0.010096393525600433,60.82301712036133,0.05078125,0.0636184811592102,1050,0.0002759600756689906,0.5836924910545349,,-0.002863287925720215,0.009508027695119381,46.23152542114258
,1763260058.141082,153.0,40391,,,,,1053,,,153.0,,,46.38437294960022
1024.0,1763260058.3655286,,40576,-0.005046280100941658,14.715353965759277,0.0,0.019079823046922684,1058,0.00027572966064326465,0.5507203340530396,,-0.00313413143157959,0.0017101075500249863,46.60881948471069
,1763260059.8326008,14.0,42074,,,,,1083,,,14.0,,,48.075891733169556
,1763260060.3304546,68.0,42571,,,,,1091,,,68.0,,,48.57374548912048
,1763260061.0681152,169.0,43347,,,,,1106,,,169.0,,,49.31140613555908
,1763260061.8402708,169.0,44202,,,,,1118,,,169.0,,,50.08356165885925
,1763260062.1306849,101.0,44486,,,,,1125,,,101.0,,,50.37397575378418
,1763260062.450855,13.0,44805,,,,,1133,,,13.0,,,50.694145917892456
,1763260062.6189919,14.0,45026,,,,,1145,,,14.0,,,50.86228275299072
,1763260063.3491359,178.0,45704,,,,,1164,,,178.0,,,51.592426776885986
1027.0,1763260063.9993188,,46464,0.09817653894424438,0.17497223615646362,0.234375,-0.06618250906467438,1172,0.0002721966302487999,0.5045343041419983,,0.23960238695144653,0.07534101605415344,52.24260973930359
1029.0,1763260064.7827146,,47360,0.010979373008012772,0.1124701201915741,0.0,0.002071913331747055,1181,0.0002716589951887727,0.49361011385917664,,-0.06664717197418213,0.0006120055913925171,53.0260055065155
1029.0,1763260065.2570431,,47872,-0.022106897085905075,0.11872889846563339,0.103515625,0.03179139271378517,1186,0.0002713517751544714,0.41154494881629944,,0.8675158023834229,0.01236032135784626,53.50033402442932
1031.0,1763260066.2943325,,49024,0.005421065725386143,0.09313935041427612,0.0,-0.0014438144862651825,1197,0.0002706605300772935,0.4344402253627777,,0.5226732492446899,0.0006574755534529686,54.53762340545654
1034.0,1763260067.653182,,50560,-0.0037281550467014313,92.60328674316406,0.05859375,-0.015490781515836716,1213,0.00026973886997438967,0.4108719825744629,,0.0013211965560913086,0.007191359996795654,55.8964729309082
1034.0,1763260067.8718886,,50816,0.060582056641578674,0.07604078948497772,0.115234375,-0.05573388934135437,1215,0.00026958525995723903,0.3860192894935608,,0.27229368686676025,0.022626522928476334,56.11517953872681
1036.0,1763260068.9016685,,51968,0.00012603029608726501,0.06234125792980194,0.0,-0.0055767446756362915,1226,0.00026889401488006115,0.37262460589408875,,0.12444335222244263,0.00025710463523864746,57.144959449768066
1037.0,1763260069.2352116,,52352,0.0037661176174879074,0.05665876716375351,0.048828125,-0.017989985644817352,1230,0.0002686635998543352,0.3637596070766449,,0.5209894180297852,0.015797197818756104,57.47850251197815
1037.0,1763260069.5959842,,52736,0.006066258996725082,0.07486414909362793,0.076171875,0.007419031113386154,1234,0.00026843318482860923,0.4499061703681946,,0.646836519241333,0.012870805338025093,57.83927512168884
1039.0,1763260070.624601,,53888,0.02615344151854515,0.04528258368372917,0.01953125,-0.016512202098965645,1245,0.00026774193975143135,0.4034559726715088,,0.13013970851898193,0.005839013494551182,58.867891788482666
1040.0,1763260071.430026,,54784,0.02879018522799015,0.05803278088569641,0.041015625,0.0036070607602596283,1254,0.0002672043046914041,0.3555115759372711,,-0.1913515329360962,0.014335262589156628,59.673316955566406
,1763260072.9504862,500.0,56556,,,,,1271,,,500.0,,,61.193777084350586
1046.0,1763260075.5372953,,59392,-0.011992874555289745,0.014136671088635921,0.111328125,-0.03685604780912399,1299,0.0002644393243826926,0.3037744462490082,,0.0990801453590393,0.021665994077920914,63.78058624267578
,1763260079.2597528,500.0,63556,,,,,1339,,,500.0,,,67.50304365158081
1050.0,1763260079.3477442,,63616,-0.002340417355298996,114.885498046875,0.009765625,0.0005261488258838654,1340,0.000261904759099707,0.3189794421195984,,-0.00017833709716796875,0.0031324997544288635,67.59103512763977
1052.0,1763260081.5291648,,66048,-0.00435238890349865,0.0032261465676128864,0.017578125,-0.006300300359725952,1363,0.0002604454639367759,0.210969015955925,,-0.06559085845947266,0.004961904138326645,69.77245569229126
1052.0,1763260081.6422942,,66176,-0.006475052796304226,121.30567169189453,0.0,0.0020268242806196213,1365,0.0002603686589282006,0.20873978734016418,,-0.0004228353500366211,0.0010243309661746025,69.88558506965637
1052.0,1763260082.1219652,,66688,-0.001799936406314373,0.013624600134789944,0.0,0.0033144354820251465,1370,0.0002600614388938993,0.2029297649860382,,0.000613868236541748,0.00024340394884347916,70.3652560710907
1053.0,1763260083.048347,,67712,0.04802263528108597,0.013624587096273899,0.076171875,-0.02046220377087593,1380,0.00025944699882529676,0.21349366009235382,,0.005730867385864258,0.02267652563750744,71.29163789749146
1053.0,1763260083.1583905,,67840,0.00549723207950592,0.0002418853109702468,0.0234375,0.0008253548294305801,1381,0.00025937019381672144,0.22081273794174194,,-0.05494105815887451,0.0037047769874334335,71.40168142318726
,1763260083.741641,500.0,68556,,,,,1388,,,500.0,,,71.98493194580078
1054.0,1763260084.4224088,,69248,0.006197010166943073,0.008196026086807251,0.0,-0.0027064241003245115,1395,0.0002585253387223929,0.23264925181865692,,0.15916836261749268,0.000348665751516819,72.66569972038269
1055.0,1763260084.756948,,69632,0.0011043176054954529,159.46499633789062,0.001953125,0.012825675308704376,1399,0.00025829492369666696,0.20776358246803284,,-0.00014388561248779297,0.0019300226122140884,73.00023889541626
1055.0,1763260085.3470557,,70272,0.02484353817999363,0.012153591960668564,0.00390625,-0.014075547456741333,1405,0.00025791089865379035,0.274518758058548,,0.16312336921691895,0.001410018652677536,73.59034657478333
,1763260087.7867725,500.0,73056,,,,,1432,,,500.0,,,76.03006339073181
1057.0,1763260087.8656201,,73088,0.020272867754101753,7.844385147094727,0.0625,0.002753596752882004,1433,0.0002562211884651333,0.2169005274772644,,-0.00016748905181884766,0.0063325185328722,76.10891103744507
1059.0,1763260089.9474235,,75392,0.0011640600860118866,4.481011274037883e-06,0.0,-0.0030868276953697205,1455,0.00025483869831077754,0.14538031816482544,,-0.05521082878112793,0.00011732243001461029,78.19071435928345
1059.0,1763260090.0583014,,75520,0.07797177881002426,3.8074125768616796e-05,0.095703125,-0.048373427242040634,1456,0.0002547618933022022,0.2585484981536865,,-0.016208767890930176,0.02187306247651577,78.3015923500061
,1763260090.07199,500.0,75556,,,,,1457,,,500.0,,,78.31528091430664
1062.0,1763260095.5112917,,81536,0.03242078423500061,1.3895314623368904e-06,0.009765625,-0.0361514575779438,1514,0.00025115208700299263,0.23632438480854034,,0.3128906488418579,0.003952997736632824,83.75458264350891
1063.0,1763260096.0692954,,82176,0.0028970930725336075,0.013118494302034378,0.0,-0.004971576854586601,1521,0.00025076806196011603,0.19476953148841858,,-0.00010037422180175781,0.00039161182940006256,84.31258630752563
1063.0,1763260096.6639261,,82816,0.003998536616563797,7.138389628380537e-05,0.005859375,-0.0028647156432271004,1527,0.00025038403691723943,0.2021980583667755,,0.0982668399810791,0.0023531708866357803,84.90721702575684
,1763260096.8138034,500.0,83056,,,,,1529,,,500.0,,,85.05709433555603
,1763260097.2533886,500.0,83556,,,,,1534,,,500.0,,,85.49667954444885
1063.0,1763260097.4733996,,83712,0.00033511873334646225,0.001678860280662775,0.0,-0.00040248665027320385,1536,0.0002498464018572122,0.15744253993034363,,0.32947462797164917,1.575518399477005e-05,85.71669054031372
