_step,losses/approx_kl,_runtime,charts/SPS,charts/learning_rate,global_step,losses/explained_variance,losses/clipfrac,_timestamp,losses/policy_loss,charts/episodic_length,losses/old_approx_kl,charts/episodic_return,losses/entropy,losses/value_loss
4119,9.193643927574158e-05,418.7302215099335,810.0,0.00010046082752523944,332672,0.1756969690322876,0.0,1763260478.9884655,-0.001510564237833023,,0.0036469008773565292,,0.13219429552555084,0.009935583919286728
4150,0.04873419180512428,421.6026842594147,812.0,9.854070958681405e-05,335872,0.9967856407165527,0.1145833358168602,1763260481.8609283,-0.05771315097808838,,0.11408349871635437,,0.17647098004817963,0.0004317207494750619
4168,0.001096394844353199,423.1647844314575,813.0,9.746543946675956e-05,337664,0.13073253631591797,0.0,1763260483.4230285,0.008206505328416824,,0.001751587726175785,,0.1948602795600891,0.03394870460033417
4184,5.712732672691345e-05,424.64392948150635,814.0,9.64669743552804e-05,339328,0.9977428317070007,0.0,1763260484.9021735,-0.002102680504322052,,0.004473373293876648,,0.1419408917427063,0.00039676876622252166
4194,0.012048720382153988,425.57016706466675,815.0,9.585253428667784e-05,340352,0.9954482316970825,0.04296875,1763260485.828411,-0.007446810603141785,,0.012389774434268475,,0.23614954948425293,0.000204348805709742
4199,0.007461997680366039,426.0122652053833,815.0,9.554531425237656e-05,340864,0.9897919297218323,0.083984375,1763260486.2705092,-0.012252800166606903,,0.029196307063102722,,0.16450443863868713,0.0007723730523139238
4224,0.011784086003899574,428.2752661705017,817.0,9.400921408087015e-05,343424,0.9930563569068909,0.103515625,1763260488.5335102,-0.02621057629585266,,0.04466535151004791,,0.15283417701721191,0.0012185036903247237
4229,0.012354969047009945,428.7551031112671,817.0,9.370199404656887e-05,343936,0.9982355833053589,0.080078125,1763260489.0133471,-0.00014693289995193481,,-0.02141430228948593,,0.20710325241088867,0.0003823083243332803
4243,0.004670590162277222,429.89407420158386,818.0,9.293395123677328e-05,345216,0.9966708421707153,0.04296875,1763260490.1523182,-0.01091831922531128,,0.022952260449528694,,0.1241476833820343,0.0006489519728347659
4246,,430.15273547172546,,,345587,,,1763260490.4109795,,500.0,,500.0,,
4252,0.007631980814039707,430.69898772239685,819.0,9.239631617674604e-05,346112,0.11569952964782715,0.03125,1763260490.9572318,0.002705216407775879,,0.014768923632800579,,0.2573614716529846,0.9865886569023132
4254,0.03670772910118103,430.8983063697815,819.0,9.22427061595954e-05,346368,0.995000958442688,0.078125,1763260491.1565504,-0.023312285542488098,,-0.020257264375686646,,0.2529767155647278,0.0008117844117805362
4273,0.00033509358763694763,432.5202603340149,820.0,9.10906310309656e-05,348288,0.9996752738952637,0.00390625,1763260492.7785044,0.009290836751461029,,-0.0029725339263677597,,0.1809406727552414,0.00017335781012661755
4276,,432.78796648979187,,,348587,,,1763260493.0462105,,500.0,,500.0,,
4277,0.01046710554510355,432.8879463672638,820.0,9.086021600523964e-05,348672,0.24543100595474243,0.076171875,1763260493.1461904,-0.016425061970949173,,-0.019226275384426117,,0.19707688689231873,137.3581085205078
4278,0.008158604614436626,432.9976968765259,821.0,9.078341099666432e-05,348800,0.9990032315254211,0.0390625,1763260493.255941,0.012775215320289135,,-0.0239638090133667,,0.12047135084867477,0.00011903110862476751
4290,0.006095505319535732,434.14494490623474,821.0,9.001536091091111e-05,350080,0.9922056198120117,0.044921875,1763260494.403189,0.017149873077869415,,-0.02424990013241768,,0.2310696840286255,0.002012883313000202
4292,0.00012412574142217636,434.2574987411499,821.0,8.993855590233579e-05,350208,0.17421644926071167,0.0,1763260494.5157428,-0.0033938363194465637,,-0.0004395870491862297,,0.22865208983421326,11.301047325134277
4314,0.009936820715665817,436.316725730896,823.0,8.855606574798003e-05,352512,0.9969550967216492,0.1015625,1763260496.5749698,-0.02416384592652321,,0.01252751611173153,,0.213047057390213,0.000943849328905344
4318,0.003422877751290798,436.65070700645447,823.0,8.832565072225407e-05,352896,0.9991453289985657,0.0234375,1763260496.908951,-0.029548022896051407,,0.02784927748143673,,0.16852520406246185,0.0004308239440433681
4346,0.0029958300292491913,439.1961119174957,825.0,8.663594780955464e-05,355712,0.17098546028137207,0.06640625,1763260499.454356,-0.025104809552431107,,0.024427849799394608,,0.1943940669298172,0.0004677677061408758
4366,0.010417325422167778,440.8817346096039,826.0,8.548387268092483e-05,357632,0.10381841659545898,0.01953125,1763260501.1399786,-0.04028040170669556,,0.003819153644144535,,0.29993051290512085,0.11464390158653259
4372,0.011518183164298534,441.4705319404602,826.0,8.509984763804823e-05,358272,0.9997186064720154,0.05078125,1763260501.728776,-0.032400455325841904,,0.02305389568209648,,0.16137835383415222,2.4568715161876753e-05
4377,0.05434753745794296,441.9187602996826,827.0,8.479262760374695e-05,358784,0.9989919662475586,0.10546875,1763260502.1770043,-0.025141753256320953,,0.03425134718418121,,0.18564334511756897,0.0002764888049568981
4378,0.04021773487329483,442.0136523246765,827.0,8.471582259517163e-05,358912,0.9981791377067566,0.1067708358168602,1763260502.2718964,-0.06384274363517761,,0.08384840190410614,,0.23588240146636963,0.0006081689498387277
4387,9.526778012514114e-05,442.71827268600464,827.0,8.425499254371971e-05,359680,0.2745574116706848,0.0,1763260502.9765167,-0.0011467719450592995,,0.0003085387870669365,,0.19033510982990265,0.02763156034052372
4396,,443.62355279922485,,,360631,,,1763260503.8817968,,500.0,,500.0,,
4415,0.0065431147813797,445.45421528816223,829.0,8.248847734648734e-05,362624,0.9963478446006775,0.033203125,1763260505.7124593,0.02962847799062729,,-0.0012366510927677155,,0.20425590872764587,0.00301404669880867
4456,0.00041940808296203613,449.2613980770111,831.0,8.003072434803471e-05,366720,0.18877601623535156,0.00390625,1763260509.519642,-2.3985281586647034e-05,,0.0004963260143995285,,0.16922058165073395,131.2008514404297
4470,,451.02398109436035,,,368131,,,1763260511.2822251,,500.0,,500.0,,
4478,0.0016600722447037697,452.01002836227417,831.0,7.864823419367895e-05,369024,0.9985176920890808,0.001953125,1763260512.2682724,-0.013165468350052834,,0.008944143541157246,,0.25349050760269165,0.0006778649985790253
4480,0.001186545006930828,452.12311577796936,831.0,7.857142918510363e-05,369152,0.15418553352355957,0.0,1763260512.3813598,0.006037941202521324,,0.0012355437502264977,,0.18478383123874664,0.03928504139184952
4492,0.002015712670981884,453.270170211792,832.0,7.780337909935042e-05,370432,0.9994195699691772,0.001953125,1763260513.5284142,-0.016244694590568542,,0.014760086312890053,,0.15122820436954498,0.0002863525878638029
4498,0.0038755610585212708,454.0961606502533,832.0,7.741935405647382e-05,371072,0.9972663521766663,0.013671875,1763260514.3544047,-0.023063965141773224,,0.016075601801276207,,0.13508790731430054,0.0013766695046797395
4520,0.001713089644908905,456.9758892059326,831.0,7.611366891069338e-05,373248,0.24761897325515747,0.00390625,1763260517.2341332,-0.012743111699819565,,0.0008045434951782227,,0.13908052444458008,0.0003224397951271385
4522,0.02119622379541397,457.2896502017975,831.0,7.596005889354274e-05,373504,0.9972793459892273,0.1015625,1763260517.5478942,-0.037198785692453384,,0.036502186208963394,,0.21080699563026428,0.0014966684393584728
4524,0.0053038932383060455,457.41222620010376,831.0,7.588325388496742e-05,373632,0.07073354721069336,0.080078125,1763260517.6704702,-0.010487359017133713,,0.006465477868914604,,0.2286480963230133,0.01964777335524559
4525,0.003886681981384754,457.5225808620453,831.0,7.58064488763921e-05,373760,0.9969494938850403,0.01171875,1763260517.780825,-0.012847267091274261,,0.018602780997753143,,0.16548725962638855,0.00014213209215085953
4527,0.04110236465930939,457.72758769989014,831.0,7.565283885924146e-05,374016,0.9969415068626404,0.0989583358168602,1763260517.9858317,-0.02378302812576294,,-0.005509283393621445,,0.24697324633598328,0.0019127598498016596
4531,0.01683226227760315,458.09526920318604,832.0,7.54224238335155e-05,374400,0.9986413717269897,0.046875,1763260518.3535132,0.014518171548843384,,-0.003014449030160904,,0.1318436712026596,0.0006197495386004448
4533,,458.2408046722412,,,374631,,,1763260518.4990487,,500.0,,500.0,,
4534,0.000983716920018196,458.31760430336,832.0,7.526881381636485e-05,374656,0.22825586795806885,0.00390625,1763260518.5758483,0.005208201706409454,,-0.0074123479425907135,,0.18155288696289062,0.0349891260266304
4555,0.000428931787610054,460.25674629211426,833.0,7.396313594654202e-05,376832,0.9996716976165771,0.0,1763260520.5149903,-0.004059243947267532,,0.0030692946165800095,,0.24165727198123932,7.404586358461529e-05
4562,0.031216001138091087,460.90218114852905,834.0,7.35023058950901e-05,377600,0.9952738285064697,0.12890625,1763260521.1604252,-0.0742277055978775,,0.12341456115245819,,0.22899849712848663,0.002297633793205023
4576,0.00791232194751501,462.19883251190186,834.0,7.265745080076158e-05,379008,0.998447835445404,0.0234375,1763260522.4570765,-0.043724074959754944,,0.0316319465637207,,0.32174187898635864,0.001544408267363906
4613,0.0005759419873356819,465.53431487083435,836.0,7.04301055520773e-05,382720,0.32482630014419556,0.0,1763260525.792559,0.0010366402566432953,,0.006549949757754803,,0.14864292740821838,122.3025894165039
4626,0.0478663332760334,466.76889538764954,837.0,6.958525045774877e-05,384128,0.9963905811309814,0.16015625,1763260527.0271394,-0.042120158672332764,,0.12603849172592163,,0.2641673982143402,0.0017529826145619154
4635,0.009024672210216522,467.58342838287354,838.0,6.904762267367914e-05,385024,0.9990625381469727,0.033203125,1763260527.8416724,-0.036801889538764954,,0.037669695913791656,,0.16202908754348755,0.0006770745967514813
4641,,468.05930852890015,,,385631,,,1763260528.3175526,,500.0,,500.0,,
4644,0.009960485622286797,468.38749837875366,838.0,6.85099876136519e-05,385920,0.9996259808540344,0.048828125,1763260528.6457424,-0.012553158216178417,,-0.00977504812180996,,0.1639062911272049,0.00030322669772431254
4661,,469.8703293800354,,,387631,,,1763260530.1285734,,500.0,,500.0,,
4675,0.040674880146980286,471.2374641895294,840.0,6.65898623992689e-05,389120,0.9893187880516052,0.1744791716337204,1763260531.4957082,-0.031587403267621994,,0.05152042210102081,,0.26269906759262085,0.0022492194548249245
4691,0.0014415904879570007,472.6213536262512,841.0,6.566820229636505e-05,390656,0.3302527070045471,0.00390625,1763260532.8795977,-0.005271166563034058,,-0.003020690754055977,,0.1630834937095642,0.8856148719787598
4709,0.01920025609433651,474.2604191303253,841.0,6.459293217631057e-05,392448,0.9977859258651733,0.107421875,1763260534.5186632,-0.017270756885409355,,-0.01679328829050064,,0.17863386869430542,0.0011538363760337234
4713,0.02856948971748352,474.59606885910034,842.0,6.436251715058461e-05,392832,0.9996630549430847,0.060546875,1763260534.854313,-0.03312637656927109,,0.035837747156620026,,0.20950128138065338,0.00010731065412983298
4738,0.02979653887450695,476.6715407371521,843.0,6.298003427218646e-05,395136,0.9972207546234131,0.142578125,1763260536.9297848,-0.021434184163808823,,0.03349209576845169,,0.15383818745613098,0.0008767410763539374
4739,,476.68941020965576,,,395182,,,1763260536.9476542,,500.0,,500.0,,
4741,0.0032359566539525986,476.8276717662811,843.0,6.290322926361114e-05,395264,0.10969322919845581,0.017578125,1763260537.0859158,-0.03230283409357071,,0.022683683782815933,,0.08691247552633286,10.989596366882324
4743,0.016448404639959335,477.0516436100006,843.0,6.27496192464605e-05,395520,0.9992364048957825,0.046875,1763260537.3098876,-0.02728196419775486,,0.04340754821896553,,0.28500741720199585,0.00041950083686970174
4772,0.026022659614682198,479.65230345726013,845.0,6.098310404922813e-05,398464,0.9988741874694824,0.0390625,1763260539.9105475,-0.029167592525482178,,0.061495229601860046,,0.14971566200256348,0.00024776405189186335
4786,0.03718771040439606,480.92917251586914,845.0,6.013824895489961e-05,399872,0.9995557069778442,0.08984375,1763260541.1874166,-0.05865433067083359,,0.08583500981330872,,0.2797529399394989,3.757922240765765e-05
4787,0.018858501687645912,481.06220293045044,845.0,6.006144394632429e-05,400000,0.9992915987968445,0.0859375,1763260541.320447,-0.03520887345075607,,0.04847089573740959,,0.2573433816432953,0.0003581839264370501
4788,0.00967460684478283,481.17179918289185,845.0,5.998463893774897e-05,400128,0.9984061121940613,0.09375,1763260541.4300432,-0.04125459864735603,,0.03551498055458069,,0.23042364418506622,0.0010472435969859362
4796,0.004815361462533474,481.73343539237976,846.0,5.960061389487237e-05,400768,0.3602476716041565,0.021484375,1763260541.9916794,-0.02259778045117855,,0.011171123944222927,,0.21454709768295288,10.410017013549805
4799,0.006817683577537537,482.10402393341064,846.0,5.937019886914641e-05,401152,0.9985558390617371,0.021484375,1763260542.362268,-0.02082454413175583,,0.016276568174362183,,0.2104511260986328,0.0012768571032211185
4806,,482.5705280303955,,,401717,,,1763260542.828772,,12.0,,12.0,,
4809,0.05139831081032753,482.9123330116272,846.0,5.8832563809119165e-05,402048,0.9992408752441406,0.08203125,1763260543.170577,-0.004140440374612808,,-0.03994881734251976,,0.1482905000448227,0.0004268312768545002
4813,0.001526806503534317,483.2840428352356,846.0,5.8602148783393204e-05,402432,0.9994748830795288,0.015625,1763260543.5422869,-0.005614958703517914,,0.0019615478813648224,,0.16440936923027039,0.0001718405692372471
4851,0.00019038282334804535,486.70850229263306,848.0,5.6298002164112404e-05,406272,0.4015064835548401,0.0,1763260546.9667463,0.0012405235320329666,,0.0051669348031282425,,0.117557592689991,9.924351692199707
4874,0.0030942419543862343,488.77441787719727,850.0,5.491551564773545e-05,408576,0.9994422793388367,0.017578125,1763260549.032662,-0.006945475935935974,,0.009750922210514545,,0.1586119532585144,0.00013763360038865358
4878,0.0022276388481259346,489.10761737823486,850.0,5.4685100622009486e-05,408960,0.9998186826705933,0.013671875,1763260549.3658614,-0.0023942291736602783,,0.006190706975758076,,0.1193881630897522,4.386343061923981e-05
4882,3.554951399564743e-05,489.4703688621521,850.0,5.4454685596283525e-05,409344,0.314872682094574,0.0,1763260549.728613,0.0006022045854479074,,0.00047637801617383957,,0.15760546922683716,0.003119505476206541
4920,,492.9191997051239,,,413229,,,1763260553.1774437,,500.0,,500.0,,
4932,,493.8484516143799,,,414251,,,1763260554.1066957,,500.0,,500.0,,
4933,0.005273623391985893,493.94579315185547,852.0,5.145929389982484e-05,414336,0.29376858472824097,0.02734375,1763260554.2040372,-0.00030153989791870117,,-0.011069688946008682,,0.16908206045627594,0.8984982371330261
4939,0.0019871555268764496,494.5341832637787,853.0,5.107526885694824e-05,414976,0.999772846698761,0.005859375,1763260554.7924273,-0.01809525117278099,,0.012316152453422546,,0.14864152669906616,0.00024110250524245203
4946,0.003093675710260868,495.0944595336914,853.0,5.069124381407164e-05,415616,0.9993394017219543,0.0625,1763260555.3527036,-0.005753450095653534,,0.0062381187453866005,,0.20749743282794952,0.0003577567113097757
4953,,495.6874611377716,,,416264,,,1763260555.9457052,,500.0,,500.0,,
4958,0.0013904236257076263,496.1253159046173,854.0,4.999999873689376e-05,416768,0.10098093748092651,0.00390625,1763260556.38356,-0.0010943654924631119,,-0.007410779595375061,,0.1952422708272934,0.879446804523468
4963,,496.5009789466858,,,417277,,,1763260556.759223,,500.0,,500.0,,
4971,,497.05949091911316,,,417802,,,1763260557.317735,,13.0,,13.0,,
4972,0.0003545079380273819,497.16718196868896,854.0,4.930875729769468e-05,417920,-0.003800511360168457,0.0,1763260557.425426,-0.000574849545955658,,-0.002602687105536461,,0.13779816031455994,150.0230712890625
4978,0.01673268899321556,497.75415778160095,854.0,4.892473225481808e-05,418560,0.9993240237236023,0.046875,1763260558.0124018,-0.0015771426260471344,,-0.0036158282309770584,,0.17076829075813293,0.00018791134061757475
4981,0.004763467237353325,497.9775986671448,855.0,4.877112223766744e-05,418816,0.14245659112930298,0.009765625,1763260558.2358427,0.0025157704949378967,,0.02400333806872368,,0.19790241122245789,0.9036538004875183
4989,0.004760069772601128,498.781690120697,855.0,4.82334871776402e-05,419712,0.9949831962585449,0.0546875,1763260559.0399342,0.0004206821322441101,,-0.018210597336292267,,0.17537957429885864,0.0012830790365114808
4994,0.011923379264771938,499.22729229927063,855.0,4.792626714333892e-05,420224,0.9978265762329102,0.037109375,1763260559.4855363,-0.05268260836601257,,0.02482711151242256,,0.23633846640586853,0.0009646061807870865
5008,0.007881220430135727,500.4771571159363,856.0,4.7081412049010396e-05,421632,0.9989445805549622,0.013671875,1763260560.7354012,-0.012139750644564629,,0.0087545495480299,,0.2215699553489685,0.00023519065871369094
5013,0.013554896228015423,500.9545793533325,856.0,4.6774192014709115e-05,422144,0.9994727969169617,0.03515625,1763260561.2128234,0.0050838664174079895,,-0.025864489376544952,,0.26887425780296326,0.0003144248330499977
5015,,501.0772178173065,,,422302,,,1763260561.3354619,,500.0,,500.0,,
5039,,503.2667374610901,,,424802,,,1763260563.5249815,,500.0,,500.0,,
5071,0.0004872418940067291,506.11561250686646,859.0,4.331797390477732e-05,427904,0.3601059913635254,0.001953125,1763260566.3738565,0.00032126158475875854,,0.004278538748621941,,0.1475026160478592,10.243074417114258
5117,8.778087794780731e-05,510.25544023513794,861.0,4.055299359606579e-05,432512,0.9996400475502014,0.0,1763260570.5136843,0.003776147961616516,,-0.0010720789432525635,,0.18422788381576538,0.00010819011367857456
5122,0.0030729100108146667,510.7009971141815,861.0,4.0245777199743316e-05,433024,0.9996443390846252,0.005859375,1763260570.9592412,0.008374307304620743,,-0.012675667181611061,,0.1684754192829132,7.84159783506766e-05
5127,0.0011209025979042053,511.182026386261,861.0,3.9938557165442035e-05,433536,0.9994112849235535,0.0,1763260571.4402704,-0.013067711144685745,,0.01905038021504879,,0.1429455280303955,0.00033707471447996795
5128,0.0019769221544265747,511.29097294807434,861.0,3.9861752156866714e-05,433664,0.9989352822303772,0.03515625,1763260571.549217,-0.008709371089935303,,0.006839098408818245,,0.12245293706655502,0.0003140434855595231
5140,,512.3346185684204,,,434847,,,1763260572.5928626,,500.0,,500.0,,
5146,0.001486513763666153,512.8769497871399,862.0,3.878648203681223e-05,435456,0.3784872889518738,0.00390625,1763260573.1351938,-0.0006276462227106094,,-0.0026333294808864594,,0.1777760088443756,9.750555992126465
5150,,513.2456452846527,,,435847,,,1763260573.5038893,,500.0,,500.0,,
5151,0.001772305928170681,513.3525378704071,862.0,3.847926200251095e-05,435968,0.3103763461112976,0.00390625,1763260573.610782,0.0021614134311676025,,0.014543564058840275,,0.21630465984344482,114.60603332519531
5163,0.016492411494255066,514.4907925128937,863.0,3.771121191675775e-05,437248,0.9943611025810242,0.060546875,1763260574.7490366,-0.041291505098342896,,0.03599044680595398,,0.17469607293605804,0.002718350850045681
5165,0.001076793298125267,514.603999376297,863.0,3.763440690818243e-05,437376,0.2097567319869995,0.02734375,1763260574.8622434,0.008723396807909012,,0.005865396931767464,,0.10065602511167526,10.630282402038574
5196,0.001391170546412468,517.5250585079193,864.0,3.571428533177823e-05,440576,0.9998579025268555,0.0078125,1763260577.7833025,0.004607871174812317,,-0.003863900899887085,,0.11358723044395447,0.000221767695620656
5197,0.023574912920594215,517.6356616020203,865.0,3.563748032320291e-05,440704,0.9988370537757874,0.056640625,1763260577.8939056,0.004089377820491791,,0.010768668726086617,,0.17073462903499603,0.0012144692009314895
5238,,521.3010404109955,,,444847,,,1763260581.5592844,,500.0,,500.0,,
5239,7.667206227779388e-05,521.3940873146057,866.0,3.310291867819615e-05,444928,0.3798946738243103,0.0,1763260581.6523314,-0.00046422891318798065,,-0.0026034601032733917,,0.2678239941596985,117.27760314941406
5244,0.00047800876200199127,521.8666634559631,867.0,3.2795698643894866e-05,445440,0.36997658014297485,0.0,1763260582.1249075,0.001657845452427864,,-0.005492044612765312,,0.1639469712972641,0.010433231480419636
5251,0.0024278899654746056,522.5254850387573,867.0,3.2334868592442945e-05,446208,0.9991387128829956,0.0078125,1763260582.783729,-0.002840232104063034,,-0.003341403789818287,,0.12329255789518356,0.0007593606133013964
5255,0.002444932237267494,522.8901078701019,867.0,3.2104453566716984e-05,446592,0.9995643496513367,0.0078125,1763260583.148352,-0.005860649980604649,,0.001316932961344719,,0.17813797295093536,0.000306861154967919
5258,0.016244955360889435,523.1136598587036,867.0,3.1950843549566343e-05,446848,0.08179336786270142,0.048828125,1763260583.371904,-0.013865947723388672,,-0.029580198228359222,,0.2537387013435364,0.08252949267625809
5267,,523.9584412574768,,,447847,,,1763260584.2166853,,500.0,,500.0,,
5281,0.003751070238649845,525.2854290008545,868.0,3.0491552024614066e-05,449280,0.9989575147628784,0.013671875,1763260585.543673,-0.0183902308344841,,0.012114458717405796,,0.21213002502918243,0.0011712204432114959
5300,0.0032312870025634766,527.0228312015533,869.0,2.9339476895984262e-05,451200,0.9993607401847839,0.009765625,1763260587.2810752,0.022397812455892563,,-0.02111499384045601,,0.19908925890922546,0.0005156780243851244
5322,2.561137080192566e-07,528.9744534492493,870.0,2.803379356919322e-05,453376,0.2935892343521118,0.0,1763260589.2326975,0.0001073833554983139,,1.3248063623905182e-05,,0.13717536628246307,10.17601490020752
5328,0.0010827137157320976,529.5280368328094,870.0,2.7649770345306024e-05,454016,0.9994354844093323,0.0,1763260589.7862809,-0.00866115465760231,,0.007211144082248211,,0.1653217226266861,5.350729770725593e-05
5360,0.008564510382711887,532.5362658500671,872.0,2.56528419413371e-05,457344,0.9980731010437012,0.05859375,1763260592.79451,-0.06319427490234375,,0.045332714915275574,,0.25856029987335205,0.0017643328756093979
5362,0.0005188630893826485,532.648777961731,872.0,2.557603693276178e-05,457472,0.3478251099586487,0.0,1763260592.907022,-0.012384574860334396,,0.00468903873115778,,0.15644076466560364,9.382744789123535
5389,0.0008012289181351662,535.0494067668915,873.0,2.396313357166946e-05,460160,0.9993129968643188,0.0,1763260595.3076508,0.010146144777536392,,0.0031154463067650795,,0.19316992163658142,0.0006289773737080395
5430,,538.7775330543518,,,464359,,,1763260599.035777,,500.0,,500.0,,
5440,,539.693790435791,,,465359,,,1763260599.9520345,,500.0,,500.0,,
5441,0.0006033061072230339,539.7776737213135,875.0,2.0814131858060136e-05,465408,0.4860653877258301,0.0,1763260600.0359178,0.0022987257689237595,,0.0031465673819184303,,0.19352321326732635,0.025770649313926697
5442,2.757180482149124e-05,539.8882009983063,875.0,2.0737326849484816e-05,465536,0.9996233582496643,0.0,1763260600.146445,-0.0044853948056697845,,0.0018163984641432762,,0.22902564704418182,3.688177093863487e-05
5443,0.0022311126813292503,539.9974601268768,875.0,2.0660521840909496e-05,465664,0.9995951056480408,0.00390625,1763260600.2557042,-0.011267323046922684,,0.01168984267860651,,0.16636449098587036,0.0003382991417311132
5453,0.0015104990452528,540.9107840061188,875.0,2.0046083591296338e-05,466688,0.9993224740028381,0.00390625,1763260601.169028,0.013985306024551392,,-0.02111046388745308,,0.15431705117225647,0.0006792133790440857
5454,0.0011174976825714111,541.0203719139099,876.0,1.9969278582721017e-05,466816,0.9988461136817932,0.001953125,1763260601.278616,0.0007054246962070465,,-0.0005542691797018051,,0.18074838817119598,0.001208263449370861
5470,,542.3822922706604,,,468359,,,1763260602.6405363,,500.0,,500.0,,
5494,,544.6068077087402,,,470859,,,1763260604.8650517,,500.0,,500.0,,
5509,0.003795592114329338,545.9528474807739,878.0,1.6666666851961054e-05,472320,0.998382031917572,0.005859375,1763260606.2110915,-0.03332812339067459,,0.016226820647716522,,0.17132514715194702,0.0025320223066955805
5518,0.00014711078256368637,546.7654056549072,878.0,1.6129031791933812e-05,473216,0.9993417859077454,0.0,1763260607.0236497,0.0008423812687397003,,-0.0013998625800013542,,0.13119836151599884,0.0016526061808690429
5528,0.00035007670521736145,547.6509168148041,879.0,1.5514593542320654e-05,474240,0.9991260766983032,0.0,1763260607.9091609,-0.009145546704530716,,0.0009265877306461334,,0.24207144975662231,0.001596575602889061
5529,0.0027412064373493195,547.792209148407,879.0,1.5437788533745334e-05,474368,0.9979745745658875,0.009765625,1763260608.0504532,-0.00012933462858200073,,-0.013784600421786308,,0.21244008839130402,0.0013045694213360548
5531,0.0013883505016565323,547.9043552875519,879.0,1.5360983525170013e-05,474496,0.34922564029693604,0.001953125,1763260608.1625993,-0.017275065183639526,,0.00898551195859909,,0.21597377955913544,2.686623702174984e-05
5558,0.001722356304526329,550.4230997562408,880.0,1.3671275155502371e-05,477312,0.99869704246521,0.0,1763260610.6813438,-0.011839253827929497,,0.014406047761440277,,0.2280488908290863,0.0015376271912828088
5561,5.6490302085876465e-05,550.6475179195404,880.0,1.3517665138351731e-05,477568,0.9996652007102966,0.0,1763260610.905762,0.0009541437029838562,,0.0017018616199493408,,0.1637248545885086,0.00015172619896475226
5571,0.0006969468668103218,551.5666191577911,880.0,1.290322597924387e-05,478592,0.999714195728302,0.0,1763260611.8248632,-0.014009371399879456,,0.010442798025906086,,0.1651177853345871,8.776216418482363e-05
5582,9.973905980587006e-05,552.490430355072,881.0,1.228878682013601e-05,479616,0.9996243119239807,0.0,1763260612.7486744,0.0018785595893859863,,-0.002702886238694191,,0.16133646667003632,0.0007718382985331118
5587,0.00011596269905567169,552.9714095592499,881.0,1.198156678583473e-05,480128,0.9996554851531982,0.0,1763260613.2296536,4.748255014419556e-05,,0.000771472230553627,,0.16665101051330566,0.00036133037065155804
5591,9.774230420589447e-06,553.3062429428101,881.0,1.1751151760108769e-05,480512,0.9964999556541443,0.0,1763260613.564487,-0.0003211852163076401,,0.00019379425793886185,,0.2042345404624939,0.00010004974319599569
5600,0.00032775942236185074,554.1192746162415,881.0,1.1213517609576229e-05,481408,0.323558509349823,0.0,1763260614.3775187,-0.0029467493295669556,,-0.0024399543181061745,,0.16647037863731384,0.9254844784736633
5627,4.04752790927887e-06,556.6300768852234,882.0,9.523809239908587e-06,484224,0.9993516802787781,0.0,1763260616.888321,9.975209832191467e-05,,0.00022707507014274597,,0.17750082910060883,0.0007391514373011887
5629,,556.7547426223755,,,484382,,,1763260617.0129867,,500.0,,500.0,,
5642,6.0617923736572266e-05,557.9936730861664,883.0,8.602150955994148e-06,485760,0.9991905689239502,0.0,1763260618.2519171,-0.004944309592247009,,0.003126036375761032,,0.14366482198238373,0.0014249508967623115
5652,0.00032761041074991226,558.973534822464,883.0,7.987710887391586e-06,486784,0.9991204142570496,0.0,1763260619.2317789,0.004095276817679405,,-0.002486606128513813,,0.14581100642681122,0.0016397277358919382
5675,6.546638906002045e-05,561.0508432388306,884.0,6.605222552025225e-06,489088,0.9997552037239075,0.0,1763260621.3090873,-0.0025919992476701736,,0.00051896832883358,,0.2297000288963318,4.910730422125198e-05
5684,1.2522563338279724e-05,561.8732218742371,884.0,6.067588401492685e-06,489984,0.47590774297714233,0.0,1763260622.131466,0.0003405436873435974,,-0.001101890578866005,,0.133155956864357,0.0060796793550252914
5690,1.4914199709892273e-05,562.4674301147461,885.0,5.683563813363435e-06,490624,0.9998106360435486,0.0,1763260622.7256742,-0.001670096069574356,,0.0011134650558233261,,0.1821286976337433,6.66521955281496e-05
5706,0.00010883063077926636,563.8489968776703,885.0,4.761904619954294e-06,492160,0.9996544718742371,0.0,1763260624.107241,0.0006889402866363525,,-0.000433875247836113,,0.18044686317443848,0.0004500572686083615
5759,1.19796022772789e-05,568.5674788951874,887.0,1.6129032474054839e-06,497408,0.10402899980545044,0.0,1763260628.825723,0.0012259893119335175,,0.0005808072164654732,,0.23730099201202393,10.753609657287598
5765,5.709007382392883e-07,569.1618740558624,887.0,1.2288786592762335e-06,498048,0.9995903968811035,0.0,1763260629.420118,-0.0004329495131969452,,9.978841990232468e-05,,0.23228329420089722,1.4847269085294101e-05
5772,6.491318345069885e-06,569.8703761100769,888.0,7.680491762585007e-07,498816,0.9991528391838074,0.0,1763260630.1286201,-0.001168256625533104,,0.00022890605032444,,0.2965833246707916,0.002794906497001648
