losses/policy_loss,losses/explained_variance,losses/approx_kl,_timestamp,charts/episodic_return,losses/clipfrac,_runtime,losses/value_loss,charts/episodic_length,charts/learning_rate,losses/old_approx_kl,_step,losses/entropy,charts/SPS,global_step
8.0157071352005e-05,0.9966405034065247,0.06566159427165985,1763260248.1243663,,0.083984375,205.94829440116882,0.0004884244408458471,,0.00021443932200782,0.08456996083259583,2348,0.17193077504634857,702.0,142720
,,,1763260249.197907,500.0,,207.02183508872986,,500.0,,,2354,,,143287
0.11189553141593933,0.9948276877403259,0.05069788545370102,1763260251.1432905,,0.21875,208.96721863746643,0.0018853619694709778,,0.00021351766190491617,-0.040343545377254486,2363,0.20876909792423248,699.0,144256
-0.036243751645088196,0.06107455492019653,0.016905097290873528,1763260256.3143644,,0.142578125,214.13829255104065,0.09901607036590576,,0.00021198156173340976,0.007448339834809303,2389,0.2336178719997406,694.0,146816
-0.055504560470581055,0.9981986284255981,0.08506838977336884,1763260264.1023018,,0.15234375,221.92622995376587,0.0011902762344107032,,0.00020967742602806538,0.05196613445878029,2426,0.21859988570213318,687.0,150656
-0.0042520686984062195,0.9992735981941223,0.0012125540524721146,1763260264.8872023,,0.005859375,222.7111303806305,0.00012181291094748303,,0.00020944701100233942,0.0010415520519018173,2430,0.2364477515220642,686.0,151040
-0.05026800185441971,0.9989932775497437,0.019893046468496323,1763260268.8375409,,0.109375,226.66146898269653,0.0004009282565675676,,0.00020829493587370962,0.047517336905002594,2449,0.15240201354026794,683.0,152960
-0.05337440222501755,0.9977642893791199,0.03624388948082924,1763260272.219067,,0.15625,230.04299521446228,0.00037340554990805686,,0.00020729647076223046,0.08313503861427307,2465,0.2873365879058838,680.0,154624
-0.041526734828948975,0.9995192885398865,0.01990174688398838,1763260277.904215,,0.095703125,235.72814321517944,3.116334119113162e-05,,0.0002056067605735734,-0.011814534664154053,2493,0.2166290432214737,675.0,157440
,,,1763260280.4597528,500.0,,238.28368091583252,,500.0,,,2506,,,158787
-0.06265610456466675,0.9977236986160278,0.04496357962489128,1763260282.221032,,0.1197916641831398,240.04496002197266,0.0006696314085274935,,0.00020430107542779297,0.08421152830123901,2514,0.17046834528446198,672.0,159616
-0.008062961511313915,0.9945394992828369,0.06672177463769913,1763260282.4804225,,0.1380208283662796,240.30435061454773,0.0008771908469498158,,0.00020422427041921765,0.0832458958029747,2515,0.27025923132896423,672.0,159744
0.016751229763031006,0.9892297983169556,0.023477215319871902,1763260283.5304756,,0.10546875,241.35440373420715,0.0005464888527058065,,0.00020391705038491637,0.0073473574593663216,2520,0.1647568941116333,671.0,160256
-0.014298096299171448,0.9946271777153015,0.003996196202933788,1763260286.185,,0.052734375,244.00892806053162,0.0013423458440229297,,0.00020314900029916316,-0.013358489610254765,2533,0.23197899758815765,669.0,161536
,,,1763260287.5319684,500.0,,245.3558964729309,,500.0,,,2540,,,162287
-0.031612612307071686,0.9981473684310913,0.034112975001335144,1763260289.0519292,,0.1666666716337204,246.87585735321045,0.0005456650396808982,,0.00020230414520483464,0.015078911557793617,2547,0.2603842616081238,667.0,162944
,,,1763260293.6022813,500.0,,251.42620944976807,,500.0,,,2570,,,165287
0.004754893481731415,0.05758082866668701,0.0023709209635853767,1763260293.802119,,0.01171875,251.6260471343994,0.09467830508947372,,0.00020084485004190356,0.014140616171061993,2571,0.09260980784893036,664.0,165376
-0.03662869334220886,0.991371750831604,0.020194049924612045,1763260294.7013547,,0.080078125,252.52528285980225,0.0025498070754110813,,0.00020046082499902695,0.04177912324666977,2577,0.1312287598848343,664.0,166016
-0.03643900156021118,0.09226322174072266,0.005430168472230434,1763260299.3729107,,0.021484375,257.1968388557434,0.009966030716896057,,0.00019846389477606863,0.03944243863224983,2610,0.2251056581735611,665.0,169344
-0.03187784552574158,0.07604223489761353,0.0014262497425079346,1763260303.17465,,0.01171875,260.99857807159424,141.98388671875,,0.00019723502919077873,-0.0017358437180519104,2630,0.13666164875030518,663.0,171392
-0.07496768981218338,0.9952711462974548,0.049084000289440155,1763260304.286928,,0.083984375,262.1108560562134,0.0006862009176984429,,0.00019685100414790213,0.12676312029361725,2636,0.18379779160022736,663.0,172032
-0.020386584103107452,0.9989088773727417,0.0038660243153572083,1763260305.860554,,0.02734375,263.68448209762573,3.5270342777948827e-05,,0.00019623656407929957,0.0035629495978355408,2646,0.11766762286424637,663.0,173056
0.011963814496994019,0.9949960708618164,0.00796330813318491,1763260305.993023,,0.109375,263.81695103645325,0.0006917278515174985,,0.00019615975907072425,-0.01551930233836174,2647,0.2467268705368042,663.0,173184
,,,1763260306.0415978,500.0,,263.86552596092224,,500.0,,,2648,,,173287
,,,1763260308.2944286,500.0,,266.1183567047119,,500.0,,,2668,,,175287
,,,1763260309.128143,500.0,,266.95207118988037,,500.0,,,2673,,,175787
,,,1763260311.0966752,500.0,,268.9206032752991,,500.0,,,2683,,,176787
0.003633543848991394,0.9720775485038757,0.0012573162093758583,1763260312.026761,,0.001953125,269.85068917274475,0.0008982460130937397,,0.000193701998796314,-0.002651599235832691,2687,0.1386437714099884,663.0,177280
0.00038087740540504456,0.0636667013168335,0.0002583405002951622,1763260312.2858334,,0.0,270.1097614765167,143.37307739257812,,0.00019362519378773868,-0.0002873828634619713,2689,0.23365961015224457,663.0,177408
,,,1763260312.8055468,500.0,,270.62947487831116,,500.0,,,2692,,,177787
,,,1763260319.088318,500.0,,276.9122462272644,,500.0,,,2732,,,181787
-0.003350924700498581,0.09228247404098511,0.0085468590259552,1763260321.4636433,,0.037109375,279.2875714302063,144.8143768310547,,0.00018978494335897267,-0.026951871812343597,2752,0.1990801990032196,664.0,183808
0.001825513318181038,0.18591487407684326,0.0008425982668995857,1763260322.0281477,,0.0,279.8520758152008,12.015485763549805,,0.0001894777233246714,0.00516927894204855,2757,0.17301347851753235,665.0,184320
-0.00917138159275055,0.20019936561584473,0.0028556054458022118,1763260323.7450752,,0.01953125,281.56900334358215,0.0038892533630132675,,0.00018855606322176754,-0.016223736107349396,2772,0.31259462237358093,666.0,185856
0.003435315564274788,0.386319637298584,0.0015396848320960999,1763260325.2066336,,0.001953125,283.03056168556213,117.20379638671875,,0.00018794162315316498,0.015508105978369713,2782,0.2101127952337265,666.0,186880
-0.07724080234766006,0.9948515892028809,0.039400339126586914,1763260327.4078066,,0.08203125,285.23173475265503,0.001609026687219739,,0.0001872503780759871,0.12713508307933807,2793,0.22998525202274323,665.0,188032
0.06539788842201233,0.9738040566444397,0.09222973883152008,1763260333.1784332,,0.119140625,291.0023612976074,0.0009325329447165132,,0.00018533026741351932,-0.032140716910362244,2824,0.17271371185779572,663.0,191232
-0.07391625642776489,0.9935880899429321,0.08077656477689743,1763260336.579638,,0.140625,294.40356612205505,0.004866665229201317,,0.00018417819228488952,0.11575121432542801,2843,0.20655667781829834,662.0,193152
-0.030185379087924957,0.9993085265159607,0.011657746508717537,1763260338.1780105,,0.03515625,296.0019385814667,0.0002641407190822065,,0.000183333337190561,0.030778823420405388,2857,0.24536529183387756,663.0,194560
-0.07600623369216919,0.9988714456558228,0.04907168447971344,1763260341.233185,,0.109375,299.0571131706238,0.00171159696765244,,0.0001817972370190546,0.1102999597787857,2882,0.24994617700576782,665.0,197120
0.0010214410722255707,0.38691335916519165,0.0003984542563557625,1763260342.0869405,,0.021484375,299.91086864471436,0.0008507706224918365,,0.00018133640696760267,0.002024770714342594,2890,0.1903483271598816,666.0,197888
0.0002275034785270691,0.4713805913925171,0.0008439254015684128,1763260348.9130604,,0.0078125,306.7369885444641,8.91909122467041,,0.00017772657156456262,0.012649957090616226,2949,0.12895841896533966,670.0,203904
-0.066767618060112,0.9996486902236938,0.051917850971221924,1763260350.1676462,,0.1197916641831398,307.99157428741455,0.00029358724714256823,,0.00017703532648738474,0.05098985880613327,2960,0.23819969594478607,671.0,205056
-0.06839323043823242,0.9823024868965149,0.04642154276371002,1763260352.4659405,,0.09375,310.28986859321594,0.0024908750783652067,,0.0001761136663844809,0.04960106685757637,2975,0.283877968788147,671.0,206592
,,,1763260356.2382095,500.0,,314.06213760375977,,500.0,,,2997,,,208787
,,,1763260358.7717557,500.0,,316.5956838130951,,500.0,,,3011,,,210287
,,,1763260365.0833178,500.0,,322.9072458744049,,500.0,,,3051,,,214287
0.017128966748714447,0.9996587634086609,0.003901248797774315,1763260365.4649906,,0.025390625,323.2889187335968,0.0014949908945709467,,0.00017135177040472627,-0.0046762097626924515,3053,0.12596571445465088,669.0,214528
0.31545349955558777,0.13973718881607056,0.06849151849746704,1763260367.3508337,,0.12890625,325.17476177215576,128.175048828125,,0.00017058372031897306,0.00995761901140213,3066,0.2504788041114807,669.0,215808
,,,1763260367.8184927,500.0,,325.6424207687378,,500.0,,,3070,,,216287
-0.06249179691076279,0.9936167597770691,0.03154602274298668,1763260369.3766403,,0.1145833358168602,327.2005684375763,0.001302594318985939,,0.00016950845019891858,0.10793828964233398,3083,0.2158035933971405,670.0,217600
0.023332230746746063,0.9787342548370361,0.03694808483123779,1763260371.169034,,0.0807291641831398,328.9929621219635,0.0007898368639871478,,0.00016858679009601474,-0.0019409097731113434,3098,0.21381962299346924,671.0,219136
-0.033458881080150604,0.9975684285163879,0.023050997406244278,1763260375.0846026,,0.05859375,332.9085307121277,0.0013019605539739132,,0.00016682027489878237,0.015975741669535637,3127,0.15594881772994995,672.0,222080
,,,1763260375.313359,500.0,,333.1372871398926,,500.0,,,3129,,,222287
-0.07406926155090332,0.9995222687721252,0.06400711834430695,1763260377.4563386,,0.109375,335.2802667617798,0.000400329299736768,,0.00016597541980445385,0.025348972529172897,3141,0.23941339552402496,672.0,223488
-0.10508227348327637,0.9996201992034912,0.10363328456878662,1763260378.3204317,,0.134765625,336.1443598270416,0.0025766058824956417,,0.00016566819977015257,0.14030155539512634,3146,0.3250783681869507,671.0,224000
-0.01855352893471718,0.9987713098526001,0.039596591144800186,1763260382.1836038,,0.1484375,340.0075318813324,0.00022025208454579115,,0.00016420890460722148,-0.00562383234500885,3170,0.17915970087051392,671.0,226432
,,,1763260383.7594447,500.0,,341.5833728313446,,500.0,,,3183,,,227787
,,,1763260384.3629744,500.0,,342.18690252304077,,500.0,,,3188,,,228287
,,,1763260389.0925195,500.0,,346.91644763946533,,500.0,,,3217,,,231287
-0.06788104772567749,0.996447741985321,0.03542197123169899,1763260390.3530507,,0.0989583358168602,348.1769788265228,0.0010544273536652327,,0.00016090630379039794,-0.0035397689789533615,3224,0.22919952869415283,671.0,231936
,,,1763260393.2859151,500.0,,351.10984325408936,,500.0,,,3247,,,234287
-0.0713425949215889,0.9989032745361328,0.0579630471765995,1763260393.7321084,,0.107421875,351.55603647232056,0.00031575094908475876,,0.00015929339861031622,0.161077082157135,3250,0.19563400745391846,672.0,234624
-0.0026205615140497684,0.9988389611244202,0.00747264176607132,1763260394.4140882,,0.109375,352.2380163669586,0.00026358672766946256,,0.00015898617857601494,-0.015639035031199455,3255,0.18845297396183014,672.0,235136
0.03267282247543335,0.9996045231819153,0.005728866904973984,1763260394.8482525,,0.0703125,352.6721806526184,0.00011390928557375446,,0.00015875576355028898,-0.028287729248404503,3259,0.19189155101776123,673.0,235520
0.08789669722318649,0.1963023543357849,0.03538493439555168,1763260396.3222697,,0.11328125,354.1461977958679,0.05641838535666466,,0.00015798771346453577,0.06922601908445358,3272,0.22403837740421295,673.0,236800
-0.0433829203248024,0.9965042471885681,0.031064800918102264,1763260396.7688365,,0.12109375,354.5927646160126,0.0010590770980343223,,0.0001577572984388098,0.07558101415634155,3275,0.24064311385154724,674.0,237184
,,,1763260396.8179076,500.0,,354.6418356895447,,500.0,,,3276,,,237287
,,,1763260399.2782571,500.0,,357.1021852493286,,500.0,,,3296,,,239287
-0.060260556638240814,0.9996515512466431,0.06336978822946548,1763260405.5537302,,0.125,363.377658367157,0.00042200947063975036,,0.0001539170480100438,0.08426658809185028,3338,0.16167794167995453,675.0,243584
7.269158959388733e-05,0.3738590478897095,0.0014707725495100021,1763260407.9966974,,0.01953125,365.82062554359436,120.81175994873047,,0.0001531489979242906,-0.00037696585059165955,3351,0.17420408129692078,674.0,244864
-0.06147453188896179,0.998103141784668,0.06280273199081421,1763260409.0999987,,0.16796875,366.92392683029175,0.0008258502930402756,,0.000152764972881414,0.05100957676768303,3357,0.23894621431827545,674.0,245504
,,,1763260409.5558963,500.0,,367.3798243999481,,500.0,,,3360,,,245787
-0.03380884230136871,0.9654790163040161,0.035085439682006836,1763260415.3905282,,0.13671875,373.21445631980896,0.002131703309714794,,0.00015023040759842843,-0.01900748908519745,3398,0.2169083058834076,674.0,249728
-0.06456407904624939,0.9988788962364197,0.029073966667056084,1763260415.7036228,,0.076171875,373.52755093574524,0.00023088935995474458,,0.00015007681213319302,0.0916016697883606,3401,0.2532845735549927,674.0,249984
-0.039433687925338745,0.99605393409729,0.023989679291844368,1763260416.3060675,,0.060546875,374.1299955844879,0.0018259743228554726,,0.00014976959209889174,0.027193181216716766,3406,0.22195567190647125,674.0,250496
,,,1763260418.4549866,500.0,,376.2789146900177,,500.0,,,3419,,,251787
-0.033601030707359314,0.9993172287940979,0.0121050039306283,1763260419.6233342,,0.091796875,377.4472622871399,0.00013290159404277802,,0.0001485407119616866,-0.0067693814635276794,3426,0.2175508737564087,674.0,252544
,,,1763260419.804257,500.0,,377.6281850337982,,500.0,,,3428,,,252787
-0.040571101009845734,0.9996678233146667,0.00995291955769062,1763260420.6724641,,0.052734375,378.49639225006104,7.19615927664563e-05,,0.00014800307690165937,0.04686175659298897,3435,0.2218247354030609,674.0,253440
-0.0445658415555954,0.9997758269309998,0.011005358770489693,1763260422.50209,,0.076171875,380.3260180950165,0.00017707714869175106,,0.00014708141679875553,0.041179537773132324,3450,0.19934803247451782,675.0,254976
-0.0065546538680791855,0.9998278021812439,0.008635940961539745,1763260422.6545002,,0.0703125,380.47842836380005,0.0001545456616440788,,0.0001470046117901802,0.03077566623687744,3451,0.2069476991891861,675.0,255104
-0.05338571220636368,0.9982177019119263,0.030223796144127846,1763260423.9776504,,0.19140625,381.8015785217285,0.0006210340070538223,,0.00014631336671300232,0.047808755189180374,3462,0.23931434750556946,676.0,256256
-0.031060783192515373,0.9996434450149536,0.006418295204639435,1763260425.6512594,,0.015625,383.4751875400543,0.00030569371301680803,,0.0001454685116186738,0.029300453141331673,3476,0.1304248869419098,676.0,257664
0.006138160824775696,0.9996179342269897,0.001278979703783989,1763260425.9917743,,0.0078125,383.8157024383545,5.6481570936739445e-05,,0.00014531490160152316,-0.011628136038780212,3479,0.1126614585518837,676.0,257920
-0.010037053376436234,0.616584062576294,0.0006979117169976234,1763260428.2943254,,0.0,386.11825346946716,0.0714704841375351,,0.00014416282647289336,0.003232344053685665,3498,0.19906266033649445,677.0,259840
-0.001794036477804184,0.5562764406204224,0.009198359213769436,1763260428.915326,,0.08203125,386.7392542362213,0.7596703767776489,,0.00014385560643859208,0.013239502906799316,3503,0.23188817501068115,678.0,260352
-0.0018631070852279663,0.26659154891967773,0.00043485499918460846,1763260430.421534,,0.0,388.24546217918396,0.08525638282299042,,0.00014324116636998951,-0.008419625461101532,3513,0.1842726767063141,678.0,261376
-0.03210781142115593,0.9994568824768066,0.0029572229832410812,1763260432.6040766,,0.029296875,390.4280047416687,0.00020367429533507675,,0.0001424731162842363,0.016372011974453926,3525,0.15243779122829437,677.0,262656
0.001272931694984436,0.1571909785270691,0.00015122443437576294,1763260434.7032719,,0.0,392.5271999835968,11.1156644821167,,0.00014178187120705843,0.00500744953751564,3537,0.21643449366092682,676.0,263808
0.028240837156772614,0.992002546787262,0.010737113654613495,1763260437.8828104,,0.107421875,395.70673847198486,0.0001560226228320971,,0.00014070660108700395,-0.007128214463591576,3554,0.21105124056339264,676.0,265600
-0.016335003077983856,0.9477362632751465,0.00538657046854496,1763260438.088143,,0.033203125,395.91207122802734,0.0006712473114021122,,0.00014062979607842863,0.025974998250603676,3555,0.2077615112066269,675.0,265728
,,,1763260441.2363472,500.0,,399.0602753162384,,500.0,,,3576,,,267787
-0.03603449836373329,0.9995700716972351,0.008910775184631348,1763260441.551214,,0.04296875,399.37514209747314,0.00019491184502840042,,0.00013924730592407286,0.023234514519572258,3578,0.11732828617095947,675.0,268032
-0.0023221373558044434,0.1252056360244751,0.007983781397342682,1763260441.863813,,0.083984375,399.6877410411835,0.9463614821434021,,0.00013909369590692222,-0.023299602791666985,3581,0.2458580881357193,675.0,268288
-0.05672049522399902,0.9868271350860596,0.07215671986341476,1763260442.910543,,0.1171875,400.7344710826874,0.0018463559681549668,,0.00013855606084689498,0.035814814269542694,3589,0.24605363607406616,676.0,269184
-0.0025665834546089172,0.9992387294769287,0.001764470711350441,1763260446.070026,,0.00390625,403.89395403862,0.0001880039635580033,,0.00013709678023587912,-0.006396939978003502,3613,0.1209273636341095,677.0,271616
-0.024229232221841812,0.9995231032371521,0.01585163176059723,1763260447.8337185,,0.05859375,405.6576466560364,0.00013690225023310632,,0.00013655914517585188,0.034984469413757324,3622,0.200318843126297,676.0,272512
0.0019823815673589706,0.10958880186080933,0.017619209364056587,1763260451.044727,,0.1328125,408.86865520477295,11.264741897583008,,0.0001354838750557974,0.05775807052850723,3640,0.2521563768386841,675.0,274304
-0.048352789133787155,0.9988992810249329,0.03554243594408035,1763260454.0365,,0.109375,411.8604280948639,0.0005801296792924404,,0.00013448540994431823,0.09243470430374146,3656,0.21716371178627014,674.0,275968
,,,1763260456.5293684,500.0,,414.3532965183258,,500.0,,,3669,,,277287
,,,1763260458.412915,500.0,,416.23684310913086,,500.0,,,3679,,,278287
0.01359531469643116,0.9955237507820129,0.014020119793713093,1763260459.300613,,0.033203125,417.12454104423523,0.00021385867148637772,,0.0001327956997556612,-0.016814062371850014,3683,0.21092192828655243,672.0,278784
,,,1763260459.3439076,500.0,,417.16783571243286,,500.0,,,3684,,,278787
-0.061587072908878326,0.999552309513092,0.04893865808844566,1763260464.1468852,,0.068359375,421.97081327438354,0.0029344074428081512,,0.00013118279457557946,0.005527815781533718,3711,0.21010176837444305,671.0,281472
-0.04994361847639084,0.9988577365875244,0.030802857130765915,1763260464.4189887,,0.109375,422.2429168224335,0.0004368931404314935,,0.00013102918455842882,0.08931401371955872,3713,0.22141726315021515,671.0,281728
0.009762436151504517,0.3207011818885803,0.02924729511141777,1763260464.6109009,,0.1328125,422.4348289966583,121.91796875,,0.0001309523795498535,0.1071104109287262,3715,0.269324392080307,671.0,281856
0.007797807455062866,0.9995903968811035,0.005386650562286377,1763260466.5143957,,0.025390625,424.3383238315582,5.6786579079926014e-05,,0.00012995391443837434,-0.013722994364798069,3731,0.26805955171585083,672.0,283520
,,,1763260466.8281953,500.0,,424.6521234512329,,500.0,,,3734,,,283799
-0.011190619319677353,0.9992119669914246,0.0033454308286309242,1763260469.3721867,,0.01171875,427.1961147785187,0.0001722101733321324,,0.00012849461927544326,0.009486447088420391,3755,0.16158097982406616,673.0,285952
0.0017672628164291382,0.9997710585594177,0.00789902824908495,1763260471.7534676,,0.041015625,429.5773956775665,4.0706647268962115e-05,,0.00012726573913823813,0.0048774052411317825,3775,0.19851575791835785,674.0,288000
-0.002186080440878868,0.3144049048423767,0.000918547622859478,1763260472.1801896,,0.005859375,430.00411772727966,122.51952362060547,,0.00012703532411251217,-0.011277480982244015,3779,0.21041224896907806,675.0,288384
-0.004948819056153297,0.9996629953384399,0.00037970487028360367,1763260475.101097,,0.001953125,432.92502522468567,3.4756812965497375e-05,,0.000125499238492921,0.0011598030105233192,3804,0.14889170229434967,676.0,290944
,,,1763260475.4156365,500.0,,433.2395646572113,,500.0,,,3807,,,291299
,,,1763260480.0445712,500.0,,437.8684992790222,,500.0,,,3847,,,295299
-0.04659755155444145,0.9994866847991943,0.030024660751223564,1763260483.7585857,,0.1015625,441.5825138092041,0.0001874193112598732,,0.00012089093797840178,0.04042898118495941,3879,0.24591989815235138,680.0,298624
-0.020549003034830093,0.9997805953025818,0.0040185581892728806,1763260484.1929083,,0.041015625,442.0168364048004,0.00031625578412786126,,0.00012066052295267582,-0.019839227199554443,3883,0.11330784112215042,680.0,299008
-0.0845295786857605,0.9984042644500732,0.0433463491499424,1763260484.3300083,,0.1067708358168602,442.1539363861084,0.00017044383275788277,,0.0001205837179441005,0.10804588347673416,3884,0.18854622542858124,680.0,299136
0.0031702518463134766,0.15495342016220093,0.010618526488542557,1763260484.6549664,,0.029296875,442.4788944721222,0.007050192914903164,,0.00012043010792694986,0.02143017202615738,3887,0.1722240447998047,680.0,299392
,,,1763260485.104875,500.0,,442.9288032054901,,500.0,,,3891,,,299799
-0.020085029304027557,0.9990464448928833,0.0037728827446699142,1763260485.9194121,,0.05078125,443.74334025382996,0.0005871771136298776,,0.00011973886284977198,-0.00040819495916366577,3898,0.09516560286283493,681.0,300544
0.003737468272447586,0.99854576587677,0.03214115649461746,1763260487.5430245,,0.072265625,445.3669526576996,0.00019531148427631706,,0.00011889400775544345,0.0018270239233970642,3912,0.191518634557724,682.0,301952
,,,1763260487.8643875,500.0,,445.6883156299591,,500.0,,,3915,,,302299
-0.028586236760020256,0.9962183833122253,0.08892132341861725,1763260489.4961655,,0.1354166716337204,447.3200936317444,0.0003508568333927542,,0.00011789554264396429,0.020546086132526398,3928,0.1922985315322876,683.0,303616
0.004216913133859634,0.9529997706413269,0.029064737260341644,1763260491.5446317,,0.138671875,449.3685598373413,0.0009361775009892881,,0.00011689708480844274,0.01782827079296112,3944,0.31497207283973694,683.0,305280
,,,1763260491.5746646,500.0,,449.398592710495,,500.0,,,3945,,,305299
-0.0025281421840190887,0.07725638151168823,0.0008004931733012199,1763260491.7207534,,0.0,449.54468154907227,1.0481326580047607,,0.00011682027979986742,-0.012602594681084156,3946,0.15976464748382568,683.0,305408
,,,1763260492.685266,500.0,,450.5091941356659,,500.0,,,3954,,,306299
-0.0038653090596199036,0.9823542833328247,0.06430541723966599,1763260493.8302066,,0.169921875,451.6541347503662,0.00047827966045588255,,0.00011574500967981294,0.08157698810100555,3963,0.20394429564476013,684.0,307200
,,,1763260494.473783,500.0,,452.2977111339569,,500.0,,,3969,,,307799
-0.04557805880904198,0.9997335076332092,0.007766516879200935,1763260496.375665,,0.029296875,454.1995930671692,0.00037122430512681603,,0.00011466973955975845,0.047703541815280914,3981,0.19019126892089844,684.0,308992
-0.049628034234046936,0.9987995624542236,0.02850722149014473,1763260496.7867866,,0.10546875,454.610714673996,0.0004941289080306888,,0.00011451612954260781,0.11548702418804169,3983,0.2924523949623108,684.0,309248
-0.04928003251552582,0.9967221021652222,0.03551260754466057,1763260498.86055,,0.1067708358168602,456.6844780445099,0.0012006476754322648,,0.00011367127444827929,0.053776852786540985,3997,0.22883015871047974,684.0,310656
,,,1763260507.1906784,500.0,,465.0146064758301,,500.0,,,4059,,,316812
,,,1763260510.5016851,500.0,,468.32561326026917,,500.0,,,4087,,,319812
-0.025064652785658836,0.9989435076713562,0.04717658832669258,1763260510.9799583,,0.0911458358168602,468.8038864135742,0.004510260187089443,,0.00010791090608108789,-0.03321623057126999,4091,0.15891198813915253,687.0,320256
-0.05111418664455414,0.9954718947410583,0.07716351747512817,1763260512.4871228,,0.2213541716337204,470.3110508918762,0.0021238792687654495,,0.00010706605098675936,-0.03581344336271286,4105,0.21506834030151367,688.0,321664
-0.031092308461666107,0.9994485378265381,0.005945609882473946,1763260512.9206462,,0.033203125,470.7445743083954,0.0007871758425608277,,0.0001068356359610334,0.020262138918042183,4109,0.1481107473373413,688.0,322048
-0.025610238313674927,0.9940555691719055,0.01637224107980728,1763260513.5867865,,0.1171875,471.41071462631226,0.0007903949590399861,,0.0001064516109181568,0.013569721952080727,4115,0.1592862904071808,688.0,322688
-0.017219096422195435,0.998862624168396,0.007496312260627747,1763260514.0139132,,0.017578125,471.8378412723541,8.807599078863859e-05,,0.00010622119589243084,0.027332836762070656,4119,0.2315083146095276,688.0,323072
-0.04109513759613037,0.9987497925758362,0.05963228642940521,1763260517.3570106,,0.0911458358168602,475.1809387207031,0.0008279040339402854,,0.00010437788296258077,0.04362184554338455,4150,0.18179577589035034,690.0,326144
0.006784707307815552,0.4992971420288086,0.0035714758560061455,1763260519.2973719,,0.005859375,477.1212999820709,0.0005767447873950005,,0.00010330261284252629,-0.007199005223810673,4168,0.2570091784000397,691.0,327936
-0.0785178393125534,0.9978537559509277,0.040864497423172,1763260521.2601311,,0.078125,479.08405923843384,0.0028731031343340874,,0.00010230414773104712,-0.0075909048318862915,4184,0.3054521977901459,692.0,329600
-0.04589695483446121,0.9982715249061584,0.03893378749489784,1763260522.393142,,0.0755208358168602,480.21707010269165,0.0007091228617355227,,0.00010168970766244456,0.09284788370132446,4194,0.19540691375732422,692.0,330624
-0.011510241776704788,0.999775230884552,0.003572876565158367,1763260522.933298,,0.068359375,480.757226228714,0.00021952189854346216,,0.00010138248762814328,0.0006866613402962685,4199,0.16824810206890106,692.0,331136
-0.02905748225748539,0.9997171759605408,0.006175357848405838,1763260525.7681677,,0.03515625,483.5920958518982,0.0004302735032979399,,9.984638745663688e-05,0.03006741963326931,4224,0.181287944316864,694.0,333696
0.005599655210971832,0.9995682835578918,0.011006533168256283,1763260526.344617,,0.015625,484.1685450077057,0.0004225668672006577,,9.95391674223356e-05,0.022579234093427658,4229,0.17217257618904114,694.0,334208
-0.04878678172826767,0.9987359642982483,0.09240409731864929,1763260527.9266539,,0.12109375,485.7505819797516,0.0005470735486596823,,9.869431960396469e-05,0.009742632508277893,4243,0.21218526363372803,694.0,335616
0.0018281154334545135,0.25032293796539307,0.005012132227420807,1763260528.2101023,,0.091796875,486.0340304374695,124.83760070800781,,9.854070958681405e-05,0.015908006578683853,4246,0.2414504587650299,695.0,335872
-0.03125446289777756,0.9993910193443298,0.040448278188705444,1763260528.9078357,,0.115234375,486.7317638397217,7.009602995822206e-05,,9.815668454393744e-05,0.006177583709359169,4252,0.2549639046192169,695.0,336512
-0.021073244512081146,0.9987842440605164,0.009346477687358856,1763260529.1358159,,0.13671875,486.959743976593,0.0010191940236836672,,9.80030745267868e-05,0.05064552277326584,4254,0.19467709958553314,695.0,336768
-0.003914453089237213,0.9997096657752991,0.006569718010723591,1763260531.1738315,,0.03515625,488.9977595806122,5.6887387472670525e-05,,9.692780440673232e-05,-0.004919992759823799,4273,0.19162225723266602,696.0,338560
,,,1763260531.4773214,500.0,,489.30124950408936,,500.0,,,4276,,,338856
0.000547332689166069,0.29842042922973633,0.0007095169275999069,1763260531.6177726,,0.0,489.4417006969452,0.8994235396385193,,9.669738938100636e-05,0.004129976034164429,4277,0.24223458766937256,696.0,338944
-0.05003824084997177,0.9994822144508362,0.024587072432041168,1763260531.7425077,,0.095703125,489.5664358139038,0.00047662926954217255,,9.662058437243104e-05,0.004175996407866478,4278,0.23863303661346436,696.0,339072
-0.010183028876781464,0.9979175925254822,0.014379332773387432,1763260533.153075,,0.033203125,490.9770030975342,0.0009877445409074426,,9.585253428667784e-05,0.03375159576535225,4290,0.2639709711074829,697.0,340352
0.0003713183104991913,0.17726975679397583,0.000123610720038414,1763260533.309496,,0.0,491.1334240436554,129.01853942871094,,9.577572927810252e-05,0.0021348465234041214,4292,0.2281831055879593,697.0,340480
-0.04544048756361008,0.9913691878318787,0.0348384827375412,1763260535.6568604,,0.1536458283662796,493.4807884693146,0.0010945480316877365,,9.439323912374675e-05,0.08180084079504013,4314,0.1674075573682785,698.0,342784
-0.03082522563636303,0.9951080679893494,0.015854686498641968,1763260536.091345,,0.091796875,493.9152731895447,0.00036679007462225854,,9.416282409802079e-05,0.016586674377322197,4318,0.17804250121116638,698.0,343168
-0.058219507336616516,0.9988754987716675,0.018746796995401382,1763260539.3651228,,0.0390625,497.18905091285706,0.00015488242206629366,,9.239631617674604e-05,0.06709209829568863,4346,0.18814806640148163,700.0,346112
