losses/approx_kl,_step,_runtime,losses/old_approx_kl,losses/explained_variance,charts/learning_rate,global_step,losses/clipfrac,losses/value_loss,losses/policy_loss,charts/SPS,_timestamp,losses/entropy,charts/episodic_length,charts/episodic_return
,396,11.813225507736206,,,,8782,,,,,1763260053.9759724,,111.0,111.0
,425,13.433388710021973,,,,10150,,,,,1763260055.5961356,,51.0,51.0
,441,14.067608118057251,,,,10779,,,,,1763260056.230355,,71.0,71.0
6.266310811042786e-05,450,14.483319520950317,0.0021409764885902405,0.6786587834358215,0.00029339478351175785,11136,0.0,0.28287026286125183,0.002862274646759033,983.0,1763260056.6460664,0.4798402786254883,,
,471,15.311598539352417,,,,11971,,,,,1763260057.4743454,,47.0,47.0
,481,15.848484754562378,,,,12436,,,,,1763260058.0112317,,107.0,107.0
,490,16.24042248725891,,,,12817,,,,,1763260058.4031694,,86.0,86.0
0.0012687910348176956,504,16.914695024490356,0.012089475989341736,0.6931825876235962,0.0002920122933574021,13440,0.0,4.6126708984375,-0.0001180632971227169,976.0,1763260059.077442,0.42677637934684753,,
,515,17.292120456695557,,,,13885,,,,,1763260059.4548674,,42.0,42.0
0.0025678277015686035,530,17.907121658325195,0.01660105213522911,0.932421088218689,0.0002913978532887995,14464,0.0,0.2686939835548401,-0.018870849162340164,980.0,1763260060.0698686,0.37966102361679077,,
,539,18.17101550102234,,,,14792,,,,,1763260060.3337624,,52.0,52.0
,547,18.40881633758545,,,,15058,,,,,1763260060.5715632,,40.0,40.0
,555,18.649338483810425,,,,15329,,,,,1763260060.8120854,,50.0,50.0
,559,18.838151454925537,,,,15468,,,,,1763260061.0008984,,46.0,46.0
,568,19.154149770736694,,,,15763,,,,,1763260061.3168967,,64.0,64.0
,595,20.061667919158936,,,,16690,,,,,1763260062.2244148,,50.0,50.0
,614,20.671958923339844,,,,17386,,,,,1763260062.8347058,,53.0,53.0
,630,21.211875200271606,,,,17906,,,,,1763260063.374622,,40.0,40.0
,636,21.406511306762695,,,,18050,,,,,1763260063.5692582,,37.0,37.0
,640,21.523687839508057,,,,18180,,,,,1763260063.6864347,,42.0,42.0
,664,22.221580505371094,,,,18874,,,,,1763260064.3843274,,52.0,52.0
,684,22.70793128013611,,,,19416,,,,,1763260064.8706782,,32.0,32.0
,689,22.82630944252014,,,,19534,,,,,1763260064.9890563,,26.0,26.0
,698,23.132456064224243,,,,19776,,,,,1763260065.295203,,44.0,44.0
,707,23.376330137252808,,,,20041,,,,,1763260065.539077,,44.0,44.0
4.061311483383179e-05,729,23.943222999572754,0.001925140619277954,0.9666785001754761,0.00028771121287718415,20608,0.0,7.591461181640625,-0.003400195389986038,991.0,1763260066.10597,0.397249698638916,,
,767,24.871524810791016,,,,21514,,,,,1763260067.0342717,,30.0,30.0
,775,25.02378749847412,,,,21724,,,,,1763260067.1865344,,26.0,26.0
,788,25.448670864105225,,,,22050,,,,,1763260067.6114178,,25.0,25.0
6.087496876716614e-05,797,25.67150902748108,-0.001035468652844429,0.9816989302635193,0.000286712747765705,22272,0.0,1.7406648397445679,-0.0007694605737924576,989.0,1763260067.834256,0.36018866300582886,,
,806,25.831403970718384,,,,22485,,,,,1763260067.9941509,,31.0,31.0
,863,27.13709259033203,,,,23797,,,,,1763260069.2998395,,24.0,24.0
,872,27.416357278823853,,,,24006,,,,,1763260069.5791042,,22.0,22.0
,876,27.600542545318604,,,,24086,,,,,1763260069.7632895,,24.0,24.0
,922,28.877274751663208,,,,25383,,,,,1763260071.0400217,,33.0,33.0
,930,29.130388259887695,,,,25695,,,,,1763260071.2931352,,43.0,43.0
,938,29.44625973701477,,,,25993,,,,,1763260071.6090066,,37.0,37.0
,941,29.5728862285614,,,,26154,,,,,1763260071.7356331,,125.0,125.0
,942,29.589743852615356,,,,26202,,,,,1763260071.7524908,,48.0,48.0
0.0003052791580557823,948,29.9623122215271,-0.0010373527184128761,0.9974073767662048,0.0002841781824827194,26496,0.0,0.35473376512527466,0.0025527551770210266,988.0,1763260072.1250591,0.3167160451412201,,
0.0026534758508205414,974,31.139662981033325,-0.007608622312545776,0.145638108253479,0.0002834101323969662,27776,0.001953125,0.49103471636772156,0.003059158567339182,992.0,1763260073.30241,0.3765643537044525,,
,980,31.382286548614502,,,,28064,,,,,1763260073.5450335,,70.0,70.0
0.0005857357755303383,985,31.597307920455933,0.003552335314452648,0.8856880068778992,0.00028310291236266494,28288,0.0,0.518116295337677,-0.0028037913143634796,994.0,1763260073.7600548,0.3593648076057434,,
0.010922322049736977,995,32.09384894371033,-0.01244991086423397,0.9986514449119568,0.00028279569232836366,28800,0.05078125,0.19536282122135162,-0.043847233057022095,995.0,1763260074.2565958,0.35545623302459717,,
0.00044043175876140594,1015,32.93397378921509,-0.007537532597780228,0.8447268009185791,0.0002822580572683364,29696,0.0,0.43061354756355286,0.00798090547323227,997.0,1763260075.0967207,0.33171701431274414,,
0.001523403450846672,1031,33.6145875453949,-0.0015712417662143707,-0.008491158485412598,0.0002817972272168845,30464,0.0,47.73133087158203,-0.0036199837923049927,1000.0,1763260075.7773345,0.4181502163410187,,
,1050,34.36259627342224,,,,31290,,,,,1763260076.5253432,,43.0,43.0
,1053,34.46855068206787,,,,31393,,,,,1763260076.6312976,,39.0,39.0
,1058,34.606669425964355,,,,31581,,,,,1763260076.7694163,,39.0,39.0
,1083,35.641703605651855,,,,32645,,,,,1763260077.8044505,,54.0,54.0
,1091,36.03837323188782,,,,33080,,,,,1763260078.2011201,,142.0,142.0
0.011963607743382454,1106,36.80690622329712,-0.01344330981373787,-0.001252293586730957,0.00027972349198535085,33920,0.056640625,40.646610260009766,-0.039338380098342896,1007.0,1763260078.9696531,0.4946877956390381,,
,1118,37.436790227890015,,,,34645,,,,,1763260079.5995371,,109.0,109.0
0.009474191814661026,1133,37.98154425621033,0.005786081776022911,0.02007603645324707,0.00027895544189959764,35200,0.068359375,40.333213806152344,0.0033035315573215485,1010.0,1763260080.1442912,0.48035600781440735,,
,1145,38.458614349365234,,,,35649,,,,,1763260080.6213613,,69.0,69.0
,1164,39.29070162773132,,,,36530,,,,,1763260081.4534485,,103.0,103.0
,1172,39.638237714767456,,,,36916,,,,,1763260081.8009846,,127.0,127.0
0.000270819291472435,1181,40.17925262451172,0.00010777264833450317,0.11970329284667969,0.0002775729517452419,37504,0.001953125,3.3963944911956787,0.0077833253890275955,1012.0,1763260082.3419995,0.5649288296699524,,
0.00992140918970108,1186,40.58166217803955,-0.00017277710139751434,0.16334766149520874,0.0002773425367195159,37888,0.037109375,0.1110040470957756,-0.0472983792424202,1012.0,1763260082.744409,0.5368908047676086,,
,1197,41.44653105735779,,,,38869,,,,,1763260083.609278,,177.0,177.0
0.002840327098965645,1213,42.33891248703003,0.011928003281354904,0.6347733736038208,0.00027619049069471657,39808,0.0,0.0827995240688324,-0.02861657179892063,1015.0,1763260084.5016594,0.562105119228363,,
0.003904527984559536,1215,42.486515522003174,0.006150397472083569,0.3498712182044983,0.00027611368568614125,39936,0.005859375,3.2200539112091064,-0.035409413278102875,1015.0,1763260084.6492624,0.5049892663955688,,
0.00901311356574297,1226,43.05587458610535,0.05305231362581253,0.5804846882820129,0.00027572966064326465,40576,0.029296875,0.06372737139463425,-0.027901947498321533,1016.0,1763260085.2186215,0.5217437744140625,,
0.0056915441527962685,1230,43.285215854644775,0.005425795912742615,0.727408766746521,0.000275576050626114,40832,0.0078125,0.059877827763557434,0.05165005102753639,1017.0,1763260085.4479628,0.560053825378418,,
0.0037870295345783234,1234,43.5513174533844,0.0037460587918758392,0.7555620074272156,0.00027542244060896337,41088,0.009765625,0.2041952908039093,0.018413782119750977,1017.0,1763260085.7140644,0.5549376606941223,,
,1245,43.939804553985596,,,,41575,,,,,1763260086.1025515,,17.0,17.0
0.014721008017659187,1254,44.36678886413574,-0.02827490121126175,0.7521283626556396,0.00027488480554893613,41984,0.08984375,0.22625552117824554,0.02763916179537773,1018.0,1763260086.5295358,0.5725997090339661,,
0.0038996031507849693,1271,45.111993074417114,-0.008514569140970707,0.7935390472412109,0.0002744239754974842,42752,0.0,24.984664916992188,0.022269433364272118,1018.0,1763260087.27474,0.5406180024147034,,
0.003283611498773098,1299,46.97360825538635,0.00416459608823061,-0.0003954172134399414,0.0002731950953602791,44800,0.029296875,0.10962678492069244,0.04803360998630524,1022.0,1763260089.1363552,0.5087263584136963,,
0.012814716435968876,1339,50.561503171920776,0.002481384202837944,0.978318452835083,0.0002709677501115948,48512,0.123046875,0.02938830852508545,-0.025926237925887108,1023.0,1763260092.72425,0.3923971652984619,,
,1340,50.579334020614624,,,,48559,,,,,1763260092.742081,,204.0,204.0
0.002080872654914856,1363,51.986475229263306,-0.00124317966401577,0.7880757451057434,0.00027004609000869095,50048,0.0,31.958171844482422,0.026066716760396957,1024.0,1763260094.1492221,0.4617273807525635,,
0.004100591875612736,1365,52.10359287261963,0.014075596816837788,0.8386900424957275,0.00026996928500011563,50176,0.00390625,27.484325408935547,0.01342471782118082,1025.0,1763260094.2663398,0.47963908314704895,,
,1370,52.33615469932556,,,,50448,,,,,1763260094.4989016,,117.0,117.0
0.014008225873112679,1380,52.895626068115234,-0.03743390366435051,0.9112038016319275,0.0002694316499400884,51072,0.078125,0.0909009650349617,0.008535154163837433,1026.0,1763260095.058373,0.4085853695869446,,
,1381,52.91350507736206,,,,51119,,,,,1763260095.076252,,109.0,109.0
0.008211149834096432,1388,53.395442724227905,0.023758849129080772,0.7291430830955505,0.0002691244299057871,51584,0.048828125,0.1434987634420395,-0.03949389606714249,1026.0,1763260095.5581896,0.4091776907444,,
,1395,53.75329256057739,,,,52017,,,,,1763260095.9160395,,100.0,100.0
,1399,53.96565246582031,,,,52234,,,,,1763260096.1283994,,111.0,111.0
0.005983672104775906,1405,54.408080101013184,0.008698206394910812,0.8915315270423889,0.00026850998983718455,52608,0.01171875,0.23352518677711487,-0.012288663536310196,1026.0,1763260096.570827,0.4682771861553192,,
0.0019305068999528885,1432,55.92084717750549,0.0019682608544826508,0.785810112953186,0.0002675115247257054,54272,0.00390625,0.4273783266544342,0.0025110840797424316,1028.0,1763260098.083594,0.5783287882804871,,
,1433,55.9362690448761,,,,54310,,,,,1763260098.099016,,143.0,143.0
,1455,57.37377190589905,,,,55834,,,,,1763260099.5365188,,176.0,176.0
0.0075621288269758224,1456,57.4744553565979,0.03697553649544716,0.9525955319404602,0.0002665130596142262,55936,0.013671875,0.10885518044233322,-0.05582195520401001,1029.0,1763260099.6372023,0.5838728547096252,,
,1457,57.491538524627686,,,,55978,,,,,1763260099.6542854,,144.0,144.0
0.009649043902754784,1514,62.241594552993774,0.012148704379796982,0.9901075959205627,0.00026328724925406277,61312,0.033203125,0.0027118418365716934,-0.015475813299417496,1037.0,1763260104.4043415,0.3740060329437256,,
0.02699911966919899,1521,62.83254313468933,-0.0053591374307870865,0.8823983669281006,0.00026290322421118617,61952,0.0546875,0.0020032264292240143,-0.044418852776288986,1038.0,1763260104.99529,0.41413378715515137,,
,1527,63.30255079269409,,,,62524,,,,,1763260105.4652977,,301.0,301.0
0.0016720378771424294,1529,63.502533197402954,0.0023369723930954933,0.9979892373085022,0.00026244239415973425,62720,0.013671875,0.003407386364415288,-0.00662008672952652,1039.0,1763260105.66528,0.38440993428230286,,
,1534,63.898839712142944,,,,63187,,,,,1763260106.0615866,,362.0,362.0
0.003718591295182705,1536,64.09052443504333,-0.0035510947927832603,0.9756483435630798,0.00026205836911685765,63360,0.01953125,0.000374834518879652,-0.004424970597028732,1039.0,1763260106.2532713,0.3667384386062622,,
0.001612563617527485,1543,64.68065595626831,0.0004389667883515358,0.9849837422370911,0.00026167434407398105,64000,0.009765625,0.0004692324437201023,0.013368315994739532,1040.0,1763260106.8434029,0.34262600541114807,,
0.03050643391907215,1545,64.885573387146,0.0547780767083168,0.996365487575531,0.0002615207340568304,64256,0.1145833358168602,0.010244190692901611,-0.07047863304615021,1040.0,1763260107.0483203,0.39819151163101196,,
,1546,64.9191689491272,,,,64351,,,,,1763260107.0819159,,500.0,500.0
0.05922689288854599,1558,66.02637839317322,0.09962639212608337,0.7976423501968384,0.0002607526839710772,65536,0.095703125,0.03035132959485054,-0.046405185014009476,1042.0,1763260108.1891253,0.40110981464385986,,
,1559,66.03886842727661,,,,65565,,,,,1763260108.2016153,,214.0,214.0
0.039764054119586945,1563,66.4232428073883,-0.04578588902950287,0.9670286774635315,0.0002604454639367759,66048,0.14453125,0.005547751672565937,-0.04167091101408005,1043.0,1763260108.5859897,0.404651015996933,,
0.03884005919098854,1566,66.64302515983582,0.09041593968868256,0.937439501285553,0.0002602918539196253,66304,0.1328125,0.004860729910433292,-0.06925472617149353,1044.0,1763260108.805772,0.3694802224636078,,
0.001985018141567707,1589,68.67370963096619,-0.005807272158563137,0.0003528594970703125,0.0002589093637652695,68608,0.005859375,11.769736289978027,-0.0019433200359344482,1047.0,1763260110.8364565,0.4352802634239197,,
0.0016999496147036552,1597,69.48425221443176,0.002487710677087307,-0.16230988502502441,0.0002583717287052423,69504,0.001953125,0.00045515570673160255,-0.008270341902971268,1047.0,1763260111.6469991,0.3606467545032501,,
0.0020616166293621063,1607,70.40581727027893,0.0009085908532142639,-0.4112945795059204,0.0002577572886366397,70528,0.0078125,2.5568158889655024e-05,-0.018970271572470665,1048.0,1763260112.5685642,0.34493881464004517,,
0.00047342758625745773,1609,70.51686191558838,0.002308831550180912,0.0003921389579772949,0.0002576804836280644,70656,0.0,0.024304784834384918,-0.0008146986365318298,1048.0,1763260112.6796088,0.39043092727661133,,
0.01272644754499197,1610,70.62710094451904,-0.006885923445224762,0.5887218713760376,0.0002576036786194891,70784,0.046875,0.0023218272253870964,0.008361026644706726,1049.0,1763260112.7898479,0.335888147354126,,
0.009381194598972797,1638,73.16283774375916,-0.0059860264882445335,0.00021636486053466797,0.00025591396843083203,73600,0.033203125,0.016195567324757576,-0.037012986838817596,1051.0,1763260115.3255847,0.3199080228805542,,
0.007135702297091484,1687,77.6628110408783,-0.02074042707681656,0.00010377168655395508,0.00025291857309639454,78592,0.01953125,0.0090409517288208,0.015781210735440254,1054.0,1763260119.825558,0.32454732060432434,,
0.0014541475102305412,1732,82.96813011169434,0.016811668872833252,0.7452589869499207,0.00025015362189151347,83200,0.01171875,0.0016033571446314454,-0.02047467604279518,1042.0,1763260125.130877,0.216905876994133,,
,1745,85.17778325080872,,,,84565,,,,,1763260127.3405302,,500.0,500.0
0.003083201125264168,1753,86.95159959793091,0.014792392030358315,0.7668514847755432,0.000248847936745733,85376,0.0078125,0.00026503673871047795,-0.014545436948537827,1018.0,1763260129.1143465,0.23771759867668152,,
3.0712224543094635e-05,1754,87.21483302116394,0.0012314924970269203,0.031160950660705566,0.0002487711317371577,85504,0.0,0.00010901377390837297,-0.0022724680602550507,1017.0,1763260129.37758,0.2810303568840027,,
,1765,89.96027421951294,,,,86565,,,,,1763260132.1230211,,500.0,500.0
0.025439180433750153,1768,90.91929793357849,0.01950763165950775,0.11207413673400879,0.0002479262766428292,86912,0.080078125,7.215383811853826e-05,-0.00935879722237587,990.0,1763260133.0820448,0.26906657218933105,,
0.0035206489264965057,1777,93.01667976379395,0.005434032529592514,0.8066173195838928,0.00024738864158280194,87808,0.009765625,0.0005707829841412604,-0.004293881356716156,977.0,1763260135.1794267,0.1433950513601303,,
0.0012975521385669708,1818,101.46135544776917,0.006130317226052284,-0.014492630958557129,0.00024485407629981637,92032,0.00390625,1.4666826245957054e-05,-0.006166620180010796,936.0,1763260143.6241024,0.2761801481246948,,
0.007743107154965401,1823,102.48267698287964,0.015418380498886108,0.3399893045425415,0.0002445468562655151,92544,0.0546875,2.4682967705302872e-05,-0.0012551620602607727,931.0,1763260144.645424,0.18992449343204498,,
0.012313715182244778,1851,108.03872084617615,-0.033389389514923096,0.8440913558006287,0.00024285714607685804,95360,0.1328125,8.237627298512962e-06,0.03422269970178604,909.0,1763260150.2014678,0.2409002184867859,,
,1868,111.2657949924469,,,,97065,,,,,1763260153.428542,,500.0,500.0
,1873,112.19458866119385,,,,97565,,,,,1763260154.3573356,,500.0,500.0
0.00467559602111578,1877,113.01767706871033,0.0258396677672863,0.8432822823524475,0.00024124424089677632,98048,0.0703125,0.0002532681683078408,-0.026145130395889282,892.0,1763260155.180424,0.2547597587108612,,
0.006188114173710346,1886,114.65359258651733,0.023141585290431976,0.9525842666625977,0.00024070660583674908,98944,0.033203125,0.0011170284124091268,-0.031554970890283585,887.0,1763260156.8163395,0.1836775839328766,,
0.003870626911520958,1903,117.48330879211426,0.01961413398385048,0.11745011806488037,0.00023970814072526991,100608,0.099609375,138.30615234375,-0.007978027686476707,879.0,1763260159.6460557,0.19765885174274445,,
0.058199718594551086,1906,118.09822225570679,0.11282661557197571,0.9937514066696167,0.00023947772569954395,100992,0.1536458283662796,0.0024772435426712036,-0.03170764446258545,878.0,1763260160.2609692,0.28030329942703247,,
0.0009082574397325516,1918,120.05156993865967,0.007973328232765198,0.03132915496826172,0.00023878648062236607,102144,0.017578125,1.0973973274230957,-0.006464282050728798,873.0,1763260162.2143168,0.2984456717967987,,
0.06654231250286102,1920,120.44054508209229,0.1385997235774994,0.9739845991134644,0.00023863287060521543,102400,0.1354166716337204,0.00043291511246934533,-0.04090344160795212,873.0,1763260162.603292,0.314564973115921,,
0.06205325573682785,1945,125.76897978782654,-0.022513743489980698,0.7052810788154602,0.00023709677043370903,104960,0.1328125,0.0005697536980733275,0.040667302906513214,856.0,1763260167.9317267,0.3336763381958008,,
0.024341877549886703,1959,128.80684804916382,0.025201601907610893,0.7815515398979187,0.0002362519153393805,106368,0.109375,0.0002923575812019408,-0.04146376997232437,846.0,1763260170.969595,0.20506612956523895,,
0.004509537480771542,1973,132.00474309921265,0.02528487518429756,0.9750906229019165,0.00023540706024505198,107776,0.072265625,0.00021440711861941963,-0.03681642562150955,836.0,1763260174.16749,0.2079245001077652,,
0.0049133580178022385,1985,134.43624901771545,0.004037991166114807,0.9218878746032715,0.00023463901015929878,109056,0.033203125,0.0022284137085080147,-0.014461420476436615,830.0,1763260176.598996,0.2972138524055481,,
7.98562541604042e-05,1991,135.43092560768127,-0.0010923920199275017,0.038049161434173584,0.0002343317901249975,109568,0.00390625,134.22230529785156,-0.00012919306755065918,828.0,1763260177.5936725,0.2275712490081787,,
0.031077707186341286,2002,137.5820508003235,0.037329141050577164,0.9910182952880859,0.00023364055959973484,110720,0.0807291641831398,0.0009869275381788611,-0.011465825140476227,823.0,1763260179.7447977,0.21277910470962524,,
0.00044293422251939774,2007,138.52081656455994,-0.002514953725039959,0.9976245760917664,0.00023333333956543356,111232,0.0,0.0004965595435351133,0.0009794635698199272,821.0,1763260180.6835635,0.21075931191444397,,
0.006975841708481312,2016,140.24194526672363,0.007917230017483234,0.5179839730262756,0.00023279570450540632,112128,0.048828125,0.7873531579971313,-0.00718732550740242,817.0,1763260182.4046922,0.1530107855796814,,
0.060808904469013214,2024,141.91206741333008,0.07667089253664017,0.9917664527893066,0.00023225806944537908,113024,0.1119791641831398,0.012136501260101795,-0.07285872846841812,814.0,1763260184.0748143,0.16465434432029724,,
0.005026412196457386,2027,142.4528660774231,0.012855787761509418,0.9978646636009216,0.00023210445942822844,113280,0.009765625,0.0005183495231904089,-0.001612350344657898,813.0,1763260184.615613,0.28006377816200256,,
0.0399952232837677,2034,143.89335584640503,0.08952517062425613,0.9897062182426453,0.00023164362937677652,114048,0.0677083358168602,0.013693520799279213,-0.07145564258098602,810.0,1763260186.0561028,0.20915722846984863,,
0.01867007091641426,2045,145.93736171722412,0.05191313102841377,0.08260643482208252,0.00023102918930817395,115072,0.05078125,125.64606475830078,0.00633084774017334,805.0,1763260188.1001086,0.2266320437192917,,
0.026457086205482483,2051,147.1346414089203,0.10796116292476654,0.9964771270751953,0.00023064516426529735,115712,0.083984375,0.0003265236737206578,-0.04007178917527199,803.0,1763260189.2973883,0.2352246344089508,,
0.01234288141131401,2052,147.3651888370514,-0.0007028253749012947,0.9964879751205444,0.00023056835925672203,115840,0.13671875,0.0006453206297010183,-0.01666029542684555,803.0,1763260189.5279357,0.2587907612323761,,
0.0003460058942437172,2070,150.74966478347778,0.00339640025049448,0.1662011742591858,0.00022949308913666755,117632,0.0,0.9663243889808655,0.0006693210452795029,796.0,1763260192.9124117,0.19480937719345093,,
0.007419917732477188,2076,151.9486746788025,0.017010020092129707,0.9991398453712463,0.00022910906409379095,118272,0.060546875,0.00022719653497915715,-0.02736993506550789,794.0,1763260194.1114216,0.18694911897182465,,
0.003498360514640808,2093,155.2421247959137,0.0084090456366539,0.9987034201622009,0.00022803379397373646,120064,0.015625,0.010508257895708084,-0.0021086782217025757,789.0,1763260197.4048717,0.29052576422691345,,
,2094,155.28795337677002,,,,120065,,,,,1763260197.4507003,,500.0,500.0
0.007851041853427887,2117,159.87881016731262,-0.01927478238940239,0.9956371188163757,0.00022657449881080538,122496,0.048828125,0.0007756943232379854,0.013547912240028381,781.0,1763260202.041557,0.18660561740398407,,
0.009535355493426323,2146,165.59997820854187,-0.03316405788064003,0.9967894554138184,0.00022480798361357301,125440,0.041015625,0.0005233984556980431,0.036053307354450226,772.0,1763260207.762725,0.272152304649353,,
0.001818695105612278,2148,165.92008781433105,-0.005473830737173557,0.05423426628112793,0.0002247311786049977,125568,0.015625,0.00840322021394968,0.009127562865614891,771.0,1763260208.0828347,0.22357860207557678,,
0.03254895284771919,2155,167.40015983581543,0.10778576135635376,0.9928476214408875,0.00022427034855354577,126336,0.1484375,0.0003249011642765254,-0.05151378735899925,769.0,1763260209.5629067,0.2509966492652893,,
,2172,170.58839964866638,,,,128065,,,,,1763260212.7511466,,500.0,500.0
0.08569473773241043,2185,173.3287651538849,0.12291987240314484,0.9981881976127625,0.0002224270283477381,129408,0.1276041716337204,0.000663945684209466,-0.06390278041362762,760.0,1763260215.491512,0.24945935606956482,,
,2192,174.5854206085205,,,,130065,,,,,1763260216.7481675,,500.0,500.0
0.03027304820716381,2199,176.01036310195923,0.011696642264723778,0.9994918704032898,0.0002215821878053248,130816,0.0703125,0.0002577017294242978,-0.02861689403653145,756.0,1763260218.17311,0.2686370015144348,,
,2211,178.2013976573944,,,,132065,,,,,1763260220.3641446,,500.0,500.0
0.05340151488780975,2214,178.93011832237244,0.12935437262058258,0.9990085959434509,0.00022066052770242095,132352,0.15625,0.0021330651361495256,-0.06769420206546783,752.0,1763260221.0928652,0.3580719530582428,,
0.033575158566236496,2220,180.12885427474976,0.008689360693097115,0.9981387853622437,0.00022027650265954435,132992,0.048828125,0.016917970031499863,-0.06563176959753036,751.0,1763260222.2916012,0.14567305147647858,,
0.040732111781835556,2223,180.6384665966034,-0.003143145702779293,0.9981150031089783,0.0002201228926423937,133248,0.08203125,0.00020353066793177277,0.025203078985214233,750.0,1763260222.8012135,0.13315537571907043,,
0.037434786558151245,2225,181.11088490486145,0.028645846992731094,0.9982198476791382,0.00021996928262524307,133504,0.04296875,0.022162675857543945,-0.05571269989013672,750.0,1763260223.2736318,0.17399980127811432,,
,2226,181.16523599624634,,,,133565,,,,,1763260223.327983,,500.0,500.0
0.03202780336141586,2227,181.39838480949402,-0.0060283113270998,0.9298759698867798,0.00021989247761666775,133632,0.1067708358168602,4.4262375831604,-0.03403041511774063,749.0,1763260223.5611317,0.2492901086807251,,
0.0055525898933410645,2235,183.12675786018372,0.012331459671258926,0.9963322281837463,0.0002193548425566405,134528,0.0390625,0.08611047267913818,-0.03533944860100746,747.0,1763260225.2895048,0.18487496674060822,,
,2241,184.12167310714722,,,,135065,,,,,1763260226.28442,,500.0,500.0
0.03518824651837349,2248,185.59697151184082,0.11953480541706085,0.9995155930519104,0.0002185867924708873,135808,0.0885416641831398,0.002202174626290798,-0.053895313292741776,744.0,1763260227.7597184,0.16737543046474457,,
0.05934254452586174,2250,186.07060718536377,0.08588171750307083,0.997687041759491,0.00021843318245373666,136064,0.2109375,0.02130705490708351,-0.02154713124036789,743.0,1763260228.233354,0.20765098929405212,,
0.08412986248731613,2253,186.6109504699707,0.04306810349225998,0.9994494318962097,0.00021827957243658602,136320,0.1588541716337204,0.000999846262857318,-0.040635380893945694,743.0,1763260228.7736974,0.18086044490337372,,
