_runtime,losses/approx_kl,charts/episodic_return,charts/SPS,_step,losses/entropy,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,_timestamp,losses/clipfrac,charts/episodic_length,losses/value_loss,charts/learning_rate,global_step
28.60352396965027,0.008240814320743084,,935.0,595,0.46482589840888977,0.030311860144138336,0.004334061406552792,0.9967558979988098,1763260088.8865159,0.0234375,,0.6801738739013672,0.0002894009230658412,17792
29.387462854385376,,61.0,,614,,,,,1763260089.6704547,,61.0,,,18673
30.12174129486084,0.000564095564186573,,940.0,630,0.3605210781097412,-0.004081249237060547,0.004049341194331646,0.8995014429092407,1763260090.4047332,0.001953125,,0.16680605709552765,0.00028847926296293736,19328
30.36283779144287,0.0014150403439998627,,942.0,636,0.5007325410842896,-0.00737859308719635,0.008153215050697327,0.9918985962867737,1763260090.6458297,0.0,,0.2045365571975708,0.0002883256529457867,19584
30.563393592834473,,54.0,,640,,,,,1763260090.8463855,,54.0,,,19755
31.4034743309021,5.028955638408661e-05,,944.0,664,0.3901030421257019,0.0001521911472082138,0.001521039754152298,0.7204004526138306,1763260091.6864662,0.0,,14.704269409179688,0.00028771121287718415,20608
32.09758520126343,,34.0,,684,,,,,1763260092.380577,,34.0,,,21266
32.23405647277832,,52.0,,689,,,,,1763260092.5170484,,52.0,,,21427
32.50344896316528,,37.0,,698,,,,,1763260092.7864408,,37.0,,,21740
32.818562030792236,,35.0,,707,,,,,1763260093.101554,,35.0,,,22005
33.419782638549805,,29.0,,729,,,,,1763260093.7027745,,29.0,,,22582
34.146214723587036,,43.0,,757,,,,,1763260094.4292066,,43.0,,,23285
34.380022287368774,,33.0,,767,,,,,1763260094.6630142,,33.0,,,23499
34.59873151779175,0.0005510533228516579,,946.0,775,0.41560420393943787,0.0019384641200304031,-0.0014097439125180244,0.6543527841567993,1763260094.8817234,0.0,,14.6087064743042,0.00028586789267137647,23680
34.93372702598572,,45.0,,788,,,,,1763260095.216719,,45.0,,,24017
35.163145303726196,,24.0,,797,,,,,1763260095.4461372,,24.0,,,24228
35.400397539138794,0.000506415031850338,,946.0,806,0.41118425130844116,-0.0026592202484607697,-0.0015803473070263863,0.6811566352844238,1763260095.6833894,0.0,,21.544084548950195,0.00028540706261992455,24448
36.73356318473816,,25.0,,863,,,,,1763260097.016555,,25.0,,,25769
37.074825048446655,0.00043164752423763275,,945.0,872,0.41264158487319946,-0.006733592599630356,0.006572239100933075,0.9078261256217957,1763260097.357817,0.0,,14.044440269470215,0.0002844854025170207,25984
37.11634421348572,,26.0,,876,,,,,1763260097.399336,,26.0,,,26080
38.25465369224548,0.0003440817818045616,,946.0,922,0.41572117805480957,-0.003694295883178711,0.009726575575768948,0.9796201586723328,1763260098.5376456,0.0,,1.4315509796142578,0.0002837941574398428,27136
38.410255908966064,,18.0,,930,,,,,1763260098.6932478,,18.0,,,27326
38.646400690078735,,27.0,,938,,,,,1763260098.9293926,,27.0,,,27555
38.75221276283264,0.0008846744894981384,,947.0,941,0.4919767379760742,-0.0006544515490531921,0.00022209994494915009,0.9742220044136047,1763260099.0352046,0.0,,6.765219211578369,0.00028348693740554154,27648
38.75455331802368,,30.0,,942,,,,,1763260099.0375452,,30.0,,,27652
38.89059901237488,,29.0,,948,,,,,1763260099.173591,,29.0,,,27806
39.58546805381775,,33.0,,974,,,,,1763260099.86846,,33.0,,,28451
39.71862816810608,,29.0,,980,,,,,1763260100.00162,,29.0,,,28597
39.83354306221008,,28.0,,985,,,,,1763260100.116535,,28.0,,,28705
40.087658405303955,,32.0,,995,,,,,1763260100.3706503,,32.0,,,28981
40.18447160720825,0.00532069057226181,,949.0,997,0.4646267294883728,-0.0067603010684251785,0.0027805836871266365,0.9959185123443604,1763260100.4674635,0.001953125,,0.6165737509727478,0.000282642082311213,29056
40.74995994567871,,42.0,,1015,,,,,1763260101.0329518,,42.0,,,29639
41.376450300216675,,46.0,,1031,,,,,1763260101.6594422,,46.0,,,30241
42.326176404953,,62.0,,1050,,,,,1763260102.6091683,,62.0,,,31252
42.49254822731018,,101.0,,1053,,,,,1763260102.77554,,101.0,,,31401
42.63729667663574,,36.0,,1058,,,,,1763260102.9202886,,36.0,,,31589
43.668166399002075,,159.0,,1083,,,,,1763260103.9511583,,159.0,,,32603
43.999675273895264,4.6010129153728485e-05,,955.0,1091,0.5093504786491394,-0.0044435132294893265,0.0002462277188897133,-0.019469141960144043,1763260104.2826672,0.0,,3.667510986328125,0.0002803379320539534,32896
44.56906342506409,,37.0,,1106,,,,,1763260104.8520553,,37.0,,,33418
45.208219051361084,0.0011395737528800964,,955.0,1118,0.5055519938468933,-0.0336633026599884,0.0047177523374557495,-0.006806015968322754,1763260105.491211,0.001953125,,40.97048568725586,0.0002796466869767755,34048
46.00721478462219,0.039272475987672806,,955.0,1133,0.4545833170413971,-0.005569323897361755,0.05959980934858322,0.041280508041381836,1763260106.2902067,0.166015625,,3.671135663986206,0.0002791858569253236,34816
46.83413553237915,0.000216018408536911,,955.0,1145,0.5848644971847534,-0.00525248795747757,-0.0032873712480068207,0.026955604553222656,1763260107.1171274,0.0,,0.1772850602865219,0.0002787250268738717,35584
48.36462736129761,0.0029531940817832947,,953.0,1164,0.5648350119590759,-0.007523460313677788,-0.022227391600608826,-0.0035669803619384766,1763260108.6476192,0.005859375,,45.386871337890625,0.00027788017177954316,36992
48.78047800064087,0.006576165556907654,,953.0,1172,0.5805017948150635,-0.03240334242582321,0.027122247964143753,-0.00186920166015625,1763260109.06347,0.03515625,,3.9738895893096924,0.0002776497567538172,37376
49.30810236930847,0.005456394515931606,,953.0,1181,0.5200901031494141,0.001596897840499878,-0.00430371705442667,0.25730395317077637,1763260109.5910943,0.015625,,0.10899963229894638,0.0002773425367195159,37888
49.67208504676819,0.04329138249158859,,954.0,1186,0.5264018774032593,-0.0011999979615211487,0.08127979934215546,0.27663910388946533,1763260109.955077,0.2265625,,0.0919933021068573,0.00027711212169378996,38272
50.542418479919434,,500.0,,1197,,,,,1763260110.8254104,,500.0,,,39238
52.04614233970642,0.002707117237150669,,961.0,1213,0.42204228043556213,0.00589071586728096,-0.002544277347624302,-0.0013860464096069336,1763260112.3291342,0.029296875,,0.4671933352947235,0.000275576050626114,40832
52.309173583984375,0.006782053038477898,,961.0,1215,0.5310494303703308,-0.016369696706533432,-0.0021452847868204117,0.36508870124816895,1763260112.5921655,0.00390625,,0.0653822124004364,0.00027542244060896337,41088
53.313992500305176,,500.0,,1226,,,,,1763260113.5969844,,500.0,,,42238
53.729575872421265,0.02968675270676613,,965.0,1230,0.43138301372528076,-0.028417767956852913,0.044829532504081726,0.19453787803649902,1763260114.0125678,0.126953125,,0.054551348090171814,0.00027450078050605953,42624
54.08338499069214,0.005351213738322258,,966.0,1234,0.410770446062088,-0.011372340843081474,0.006032094359397888,0.02882605791091919,1763260114.3663769,0.013671875,,0.05250176787376404,0.00027427036548033357,43008
55.156644344329834,0.008869440294802189,,968.0,1245,0.3754926025867462,-0.04560735821723938,0.05432974547147751,0.2562927007675171,1763260115.4396362,0.052734375,,0.04420675337314606,0.0002735791204031557,44160
56.00591230392456,0.001981230452656746,,970.0,1254,0.32638484239578247,-0.027334900572896004,0.012848813086748123,-0.0024541616439819336,1763260116.2889042,0.00390625,,0.03913417086005211,0.00027304148534312844,45056
57.594318866729736,,500.0,,1271,,,,,1763260117.8773108,,500.0,,,46738
60.34298348426819,0.00995626114308834,,978.0,1299,0.30490490794181824,0.02776438742876053,-0.01037427969276905,-0.09931755065917969,1763260120.6259754,0.072265625,,0.0165041945874691,0.0002702765050344169,49664
64.13014101982117,,500.0,,1339,,,,,1763260124.413133,,500.0,,,53738
64.207448720932,0.0001807045191526413,,984.0,1340,0.3253912329673767,-0.00044741854071617126,-0.0030790194869041443,-0.0002650022506713867,1763260124.4904406,0.0,,94.09938049316406,0.00026781874476000667,53760
66.46380019187927,0.00169321708381176,,987.0,1363,0.23119983077049255,6.364844739437103e-05,0.0027256738394498825,0.03500401973724365,1763260126.746792,0.00390625,,0.004306998569518328,0.0002663594495970756,56192
66.58109998703003,0.0020314324647188187,,988.0,1365,0.3130694627761841,-0.013003857806324959,0.01208472065627575,-0.0002543926239013672,1763260126.8640919,0.0,,0.07900911569595337,0.00026628264458850026,56320
67.07768201828003,0.0020812833681702614,,988.0,1370,0.2970643639564514,0.01977800950407982,-0.022836165502667427,-0.00034332275390625,1763260127.360674,0.017578125,,0.020334860309958458,0.000265975424554199,56832
68.03729295730591,0.0006847837939858437,,989.0,1380,0.2769007086753845,0.01637447066605091,0.00042612943798303604,-0.00028908252716064453,1763260128.3202848,0.0,,10.01385498046875,0.0002653609844855964,57856
68.15551900863647,0.012114208191633224,,989.0,1381,0.29220378398895264,-0.04189823195338249,0.014893564395606518,0.08979588747024536,1763260128.438511,0.06640625,,0.010697429068386555,0.0002652841794770211,57984
68.8150405883789,,500.0,,1388,,,,,1763260129.0980325,,500.0,,,58738
69.48095846176147,0.0008819038048386574,,991.0,1395,0.2760941684246063,-0.0012945756316184998,0.01304336916655302,0.594988226890564,1763260129.7639503,0.03515625,,0.0073743113316595554,0.0002644393243826926,59392
69.86688566207886,0.02474147267639637,,991.0,1399,0.3027513921260834,0.002619171515107155,-0.025950977578759193,-0.00042378902435302734,1763260130.1498775,0.052734375,,0.8360128998756409,0.0002642089093569666,59776
70.44165277481079,0.018491756170988083,,992.0,1405,0.32867592573165894,-0.02612512931227684,0.019137315452098846,0.20401686429977417,1763260130.7246447,0.03515625,,0.011082167737185955,0.00026382488431409,60416
73.07787561416626,0.0039093270897865295,,995.0,1432,0.20191417634487152,0.009050939232110977,-0.0025536958128213882,0.03925454616546631,1763260133.3608675,0.03515625,,0.001358827925287187,0.00026213517412543297,63232
73.08148193359375,,500.0,,1433,,,,,1763260133.3644738,,500.0,,,63238
75.91648006439209,0.0007394319400191307,,987.0,1455,0.2141902595758438,-0.010688945651054382,0.009507196955382824,0.082317054271698,1763260136.199472,0.0,,4.218329559080303e-05,0.0002607526839710772,65536
76.1166741847992,0.0006857272237539291,,986.0,1456,0.2629745602607727,-0.0005482472479343414,-0.0035121534019708633,-0.028985142707824707,1763260136.399666,0.044921875,,0.00015318210353143513,0.0002606758789625019,65664
76.16484475135803,,500.0,,1457,,,,,1763260136.4478366,,500.0,,,65738
86.77292585372925,0.004248795099556446,,926.0,1514,0.34360775351524353,0.0015306230634450912,0.009547579102218151,0.021383583545684814,1763260147.0559177,0.001953125,,5.0389957323204726e-05,0.00025714284856803715,71552
87.85878944396973,,500.0,,1521,,,,,1763260148.1417813,,500.0,,,72238
88.85700464248657,0.0006765285506844521,,918.0,1527,0.22586041688919067,-7.955916225910187e-05,-0.0044118380174040794,-0.0002218484878540039,1763260149.1399965,0.0,,0.012100884690880775,0.00025637479848228395,72832
89.23118019104004,0.00528292078524828,,917.0,1529,0.2756825089454651,-0.028990762308239937,0.02659829705953598,0.0446394681930542,1763260149.514172,0.017578125,,3.1447889341507107e-06,0.0002562211884651333,73088
90.00388097763062,0.005273707211017609,,915.0,1534,0.2742965519428253,0.0229836106300354,0.027010954916477203,0.06651395559310913,1763260150.2868729,0.009765625,,3.54307412635535e-05,0.00025591396843083203,73600
90.2101182937622,,500.0,,1536,,,,,1763260150.4931102,,500.0,,,73738
91.36922717094421,0.0014538196846842766,,910.0,1543,0.21058985590934753,-0.008470956236124039,0.007717114873230457,-0.031479716300964355,1763260151.652219,0.00390625,,5.712420534109697e-05,0.0002553763333708048,74496
91.61374521255493,,500.0,,1545,,,,,1763260151.896737,,500.0,,,74738
91.78472685813904,2.399459481239319e-05,,909.0,1546,0.15418078005313873,-0.00026626884937286377,-0.0014662202447652817,-0.00014770030975341797,1763260152.0677187,0.00390625,,11.7106351852417,0.00025522272335365415,74752
93.75001168251038,0.0022395309060811996,,903.0,1558,0.17980964481830597,-0.0042056068778038025,-7.225200533866882e-06,0.029796481132507324,1763260154.0330036,0.0078125,,4.663944127969444e-05,0.00025445467326790094,76032
93.93438839912415,0.014925504103302956,,902.0,1559,0.2105003148317337,-0.010868027806282043,-0.0023996569216251373,0.03390222787857056,1763260154.2173803,0.037109375,,1.1126518074888736e-05,0.0002543778682593256,76160
94.55861067771912,0.03260885551571846,,900.0,1563,0.20689910650253296,0.0011608502827584743,0.022763293236494064,0.07776504755020142,1763260154.8416026,0.11328125,,1.8553984773461707e-05,0.00025414745323359966,76544
94.98067808151245,0.016622988507151604,,899.0,1566,0.18191492557525635,0.001981860026717186,0.004835779778659344,-0.00014972686767578125,1763260155.26367,0.080078125,,0.016353599727153778,0.000253993843216449,76800
98.75638818740845,0.010736752301454544,,888.0,1589,0.2055649608373642,0.0016762558370828629,-0.003711231052875519,4.26173210144043e-05,1763260159.03938,0.05078125,,0.00014764719526283443,0.00025253454805351794,79232
99.93429708480835,0.0017825160175561905,,885.0,1597,0.17431233823299408,-0.009835975244641304,0.005667654797434807,-0.002329111099243164,1763260160.217289,0.0,,1.0791757631523069e-05,0.0002520737471058965,80000
101.48280072212219,0.0010149748995900154,,881.0,1607,0.31413549184799194,-0.0016624145209789276,0.021377377212047577,-0.07721138000488281,1763260161.7657926,0.0,,0.0002394583134446293,0.0002514593070372939,81024
101.70522236824036,,500.0,,1609,,,,,1763260161.9882143,,500.0,,,81238
101.90776062011719,0.0053252605721354485,,880.0,1610,0.2127135992050171,0.0008515901863574982,0.04528750479221344,-0.00016570091247558594,1763260162.1907525,0.0546875,,151.36170959472656,0.00025130569702014327,81280
106.61971879005432,0.0014143595471978188,,867.0,1638,0.3314421772956848,-0.013139056041836739,0.00964526366442442,-0.042806267738342285,1763260166.9027107,0.00390625,,1.2770580724463798e-05,0.0002495391818229109,84224
114.04899787902832,0.005546196363866329,,853.0,1687,0.23716706037521362,0.004745142534375191,0.04334266483783722,-0.00014066696166992188,1763260174.3319898,0.099609375,,1.6000072719180025e-05,0.0002465437864884734,89216
121.4379723072052,,500.0,,1732,,,,,1763260181.7209642,,500.0,,,93738
124.1667833328247,5.571916699409485e-05,,829.0,1745,0.21268117427825928,0.0002848580479621887,-0.0021284911781549454,0.03759843111038208,1763260184.4497752,0.01171875,,0.00015066750347614288,0.00024301075609400868,95104
125.52410387992859,0.0020487820729613304,,826.0,1753,0.1781618446111679,-0.014895506203174591,0.022233471274375916,0.7645414471626282,1763260185.8070958,0.0078125,,0.0007410490070469677,0.00024254992604255676,95872
125.728839635849,0.015366320498287678,,826.0,1754,0.2896046042442322,-0.03887678310275078,0.06825996190309525,-0.029238224029541016,1763260186.0118315,0.03125,,0.00018985474889632314,0.00024247312103398144,96000
127.6434166431427,0.02167849987745285,,822.0,1765,0.2581791281700134,0.0907449945807457,-0.03596623241901398,0.014487028121948242,1763260187.9264085,0.09765625,,6.096231663832441e-05,0.00024178187595680356,97152
128.07846403121948,0.0024378029629588127,,822.0,1768,0.2220909297466278,-0.017455175518989563,0.011460171081125736,0.13062763214111328,1763260188.361456,0.01171875,,0.0005956875975243747,0.00024162826593965292,97408
129.5475947856903,0.008054130710661411,,819.0,1777,0.20226368308067322,-0.006950674578547478,-0.027252566069364548,-8.034706115722656e-05,1763260189.8305867,0.021484375,,0.01573462039232254,0.00024109063087962568,98304
135.85526061058044,0.010485793463885784,,811.0,1818,0.1723777949810028,-0.01336648315191269,0.04917418956756592,-0.008259773254394531,1763260196.1382525,0.09765625,,1.74284286913462e-05,0.0002385560655966401,102528
136.59188413619995,0.00031850580126047134,,811.0,1823,0.1780773103237152,-0.011632692068815231,0.0022204602137207985,-0.04361259937286377,1763260196.874876,0.0,,2.1386222215369344e-07,0.00023824884556233883,103040
140.74819016456604,0.003773527219891548,,807.0,1851,0.2482723593711853,0.012158173136413097,0.0010903757065534592,-5.710124969482422e-05,1763260201.031182,0.0234375,,12.553144454956055,0.00023655913537368178,105856
141.50883173942566,0.004156176932156086,,806.0,1856,0.12584441900253296,-0.027051150798797607,0.025003157556056976,0.5692920684814453,1763260201.7918236,0.029296875,,0.0046081338077783585,0.0002362519153393805,106368
143.50903868675232,0.0006059287115931511,,803.0,1868,0.23025739192962646,-0.005600735545158386,0.013803566806018353,0.006085991859436035,1763260203.7920306,0.005859375,,4.786283534485847e-05,0.0002354838652536273,107648
144.2896056175232,0.000546780414879322,,802.0,1873,0.2837149202823639,-0.007402822375297546,-0.003102571703493595,-0.051004886627197266,1763260204.5725975,0.00390625,,4.009535587101709e-06,0.00023517664521932602,108160
144.8706078529358,0.010396052151918411,,802.0,1877,0.22442612051963806,0.049272045493125916,-0.004302166402339935,-0.014678239822387695,1763260205.1535997,0.021484375,,0.0003606436657719314,0.00023494623019360006,108544
146.1708791255951,0.003845052793622017,,801.0,1886,0.17656779289245605,-0.03322884440422058,0.023486578837037086,-0.02106642723083496,1763260206.453871,0.02734375,,0.0013304301537573338,0.00023440859513357282,109440
148.8483362197876,0.0004467181861400604,,798.0,1903,0.13240014016628265,0.00037243589758872986,0.00833350233733654,0.0030465126037597656,1763260209.131328,0.025390625,,3.886028935085051e-06,0.00023333333956543356,111232
149.28025031089783,0.007058192044496536,,798.0,1906,0.20884409546852112,-0.005055759102106094,0.016844196245074272,-0.025678038597106934,1763260209.5632422,0.0234375,,0.0010696505196392536,0.00023317972954828292,111488
151.03686141967773,,500.0,,1918,,,,,1763260211.3198533,,500.0,,,112738
151.3887002468109,0.008042397908866405,,796.0,1920,0.22826020419597626,-0.022544942796230316,0.03560737520456314,0.012357950210571289,1763260211.6716921,0.025390625,,0.003208675654605031,0.0002323348744539544,112896
155.28413653373718,3.581307828426361e-05,,792.0,1945,0.24292941391468048,-0.001754309982061386,0.001670023426413536,-0.02976512908935547,1763260215.5671284,0.0,,0.0001793448464013636,0.000230798774282448,115456
157.48917436599731,0.011705632321536541,,790.0,1959,0.20057880878448486,-0.03165781497955322,0.03140437602996826,-4.7087669372558594e-05,1763260217.7721663,0.015625,,12.481213569641113,0.00022995391918811947,116864
159.6360547542572,0.002076796256005764,,788.0,1973,0.2285243719816208,-0.0006399694830179214,0.0037110326811671257,-3.3736228942871094e-05,1763260219.9190466,0.009765625,,154.64637756347656,0.00022910906409379095,118272
161.5305986404419,0.004195854067802429,,786.0,1985,0.2593310475349426,0.0007939040660858154,0.0058751460164785385,-0.010545492172241211,1763260221.8135905,0.009765625,,0.00031685453723184764,0.00022834101400803775,119552
162.4912507534027,0.0024968981742858887,,786.0,1991,0.14782074093818665,-0.0016891136765480042,-0.0029619261622428894,0.00465315580368042,1763260222.7742426,0.076171875,,8.959719707490876e-06,0.00022795698896516114,120192
164.08576488494873,,500.0,,2002,,,,,1763260224.3687568,,500.0,,,121238
164.88155961036682,,500.0,,2007,,,,,1763260225.1645515,,500.0,,,121738
166.24465680122375,,500.0,,2016,,,,,1763260226.5276487,,500.0,,,122738
167.55581831932068,0.0034976741299033165,,781.0,2024,0.23172810673713684,-0.0008518844842910767,0.021988151594996452,-0.014231324195861816,1763260227.8388102,0.015625,,4.943218300468288e-06,0.00022596005874220282,123520
167.95714950561523,0.003284316509962082,,781.0,2027,0.12425203621387482,-0.0008095018565654755,-0.023550288751721382,-1.6927719116210938e-05,1763260228.2401414,0.021484375,,0.008202078752219677,0.00022580644872505218,123776
169.0700647830963,0.00222700834274292,,780.0,2034,0.24698537588119507,-0.021190354600548744,0.015871137380599976,-0.0041506290435791016,1763260229.3530567,0.0,,4.649012225854676e-06,0.00022534561867360026,124544
170.73434162139893,0.0011447984725236893,,779.0,2045,0.20663008093833923,-0.009782150387763977,-0.004831815138459206,-0.0019971132278442383,1763260231.0173335,0.00390625,,3.877676135743968e-06,0.00022465437359642237,125696
171.54927778244019,,500.0,,2051,,,,,1763260231.8322697,,500.0,,,126238
171.72132229804993,0.00703311525285244,,779.0,2052,0.1722251921892166,-0.03197679668664932,-0.03270458057522774,-3.516674041748047e-05,1763260232.0043142,0.041015625,,142.4862823486328,0.00022427034855354577,126336
174.42980885505676,,500.0,,2070,,,,,1763260234.7128007,,500.0,,,128238
175.3398973941803,0.006413386203348637,,776.0,2076,0.20666104555130005,-0.01953359693288803,0.008562055416405201,-2.3126602172851562e-05,1763260235.6228893,0.021484375,,0.011544863693416119,0.0002228110533906147,128768
177.99813318252563,0.0023781880736351013,,775.0,2093,0.2065684199333191,-0.005607143044471741,0.005360694602131844,-0.008846163749694824,1763260238.281125,0.0078125,,6.60008481645491e-07,0.00022173579782247543,130560
178.18486833572388,0.010042164474725723,,775.0,2094,0.16018104553222656,0.048324719071388245,-0.020731717348098755,-6.437301635742188e-05,1763260238.4678602,0.02734375,,6.87799729348626e-06,0.0002216589928139001,130688
181.48888897895813,0.002994461916387081,,773.0,2117,0.15895198285579681,-0.011771604418754578,0.0077859750017523766,-0.004698991775512695,1763260241.7718809,0.01171875,,0.0011183905880898237,0.00022027650265954435,132992
185.6406021118164,0.0010984260588884354,,772.0,2146,0.12194328755140305,-0.001560017466545105,-0.0033013205975294113,-0.007997751235961914,1763260245.923594,0.0078125,,0.0005037203663960099,0.00021850998746231198,135936
185.97084379196167,2.816971391439438e-05,,772.0,2148,0.1712648719549179,0.0016541369259357452,-0.001297355629503727,-0.003403782844543457,1763260246.2538357,0.017578125,,4.850928235100582e-05,0.00021835637744516134,136192
186.87291193008423,0.004242098890244961,,771.0,2155,0.1748138964176178,0.00021421164274215698,0.002757788635790348,-1.6450881958007812e-05,1763260247.1559038,0.0390625,,1.0893313884735107,0.00021797235240228474,136832
189.27487134933472,0.009077399037778378,,771.0,2172,0.23708319664001465,0.0023625195026397705,0.012554572895169258,-0.0007517337799072266,1763260249.5578632,0.103515625,,2.798617242660839e-05,0.00021689708228223026,138624
191.03760027885437,0.005200117826461792,,771.0,2185,0.27538251876831055,-0.019965078681707382,0.009899849072098732,-0.017133116722106934,1763260251.3205922,0.0546875,,0.0026586002204567194,0.00021612903219647706,139904
192.085040807724,0.0002775155007839203,,770.0,2192,0.17768870294094086,0.0047708675265312195,-0.004938071593642235,-0.00037479400634765625,1763260252.3680327,0.09375,,1.3570570445153862e-07,0.00021566820214502513,140672
193.00942635536194,0.007884342223405838,,770.0,2199,0.10956433415412903,-0.001873226836323738,-0.029030587524175644,-1.5854835510253906e-05,1763260253.2924182,0.0234375,,1.0820869207382202,0.00021528417710214853,141312
