losses/approx_kl,charts/learning_rate,_runtime,losses/clipfrac,losses/explained_variance,losses/value_loss,charts/episodic_length,charts/SPS,_step,_timestamp,losses/entropy,charts/episodic_return,global_step,losses/policy_loss,losses/old_approx_kl
6.785057485103607e-05,0.00021505376207642257,222.25278687477112,0.0,-2.7418136596679688e-06,6.862247467041016,,666.0,2752,1763260282.483733,0.496492475271225,,141696,0.002161649987101555,-0.0015683379024267197
0.001299327239394188,0.00021490015205927193,222.73257970809937,0.0,-2.9802322387695312e-06,0.1144765168428421,,665.0,2757,1763260282.9635258,0.4685986340045929,,141952,-0.01983891986310482,0.009012149646878242
,,225.30489683151245,,,,115.0,,2782,1763260285.535843,,115.0,143461,,
0.000756140798330307,0.0002117511467076838,231.70632910728455,0.0,-8.344650268554688e-07,86.13487243652344,,662.0,2843,1763260291.9372752,0.45620647072792053,,147200,-0.00917813926935196,-0.0015559103339910507
,,233.06650495529175,,,,134.0,,2857,1763260293.297451,,134.0,148027,,
0.009107601828873158,0.0002101382560795173,236.48569703102112,0.01171875,-1.5497207641601562e-06,85.37938690185547,,660.0,2890,1763260296.716643,0.5835807919502258,,149888,-0.04846145212650299,-0.019265297800302505
0.0005333852022886276,0.0002078341058222577,243.21160316467285,0.0,-1.1920928955078125e-06,7.466407299041748,,657.0,2949,1763260303.4425492,0.5815781354904175,,153728,-0.007941359654068947,0.006511613726615906
,,247.89552545547485,,,,116.0,,2997,1763260308.1264715,,116.0,156670,,
0.00028339866548776627,0.0002055299555649981,248.79250240325928,0.0,-1.1920928955078125e-06,7.5124664306640625,,658.0,3011,1763260309.0234485,0.485329270362854,,157568,-0.009770253673195839,-0.001573490910232067
0.005253403447568417,0.000204070660402067,251.58853363990784,0.01953125,-1.1920928955078125e-06,80.12779235839844,,661.0,3051,1763260311.8194797,0.4545179009437561,,160000,-0.038674525916576385,-0.015060116536915302
,,252.98648238182068,,,,148.0,,3066,1763260313.2174284,,148.0,160974,,
,,253.3778612613678,,,,142.0,,3070,1763260313.6088073,,142.0,161259,,
0.0008103391155600548,0.0002029185852734372,254.57839512825012,0.0,-9.5367431640625e-07,81.4944839477539,,660.0,3083,1763260314.8093412,0.47429782152175903,,161920,-0.020605076104402542,-0.003117782063782215
0.00412678811699152,0.00020238095021340996,255.97788429260254,0.017578125,-1.1920928955078125e-06,0.08761328458786011,,660.0,3098,1763260316.2088304,0.4511916935443878,,162816,0.008071294054389,-0.027578409761190414
,,258.6826641559601,,,,143.0,,3127,1763260318.9136102,,143.0,164527,,
,,259.58720660209656,,,,146.0,,3141,1763260319.8181527,,146.0,165390,,
,,259.8386378288269,,,,16.0,,3146,1763260320.069584,,16.0,165717,,
,,261.329336643219,,,,120.0,,3170,1763260321.5602827,,120.0,167226,,
0.0009415801614522934,0.00019930874987039715,262.0105948448181,0.0,-3.5762786865234375e-07,7.598819732666016,,665.0,3183,1763260322.241541,0.5350662469863892,,167936,0.012208051979541779,-0.0038962047547101974
0.0005721971392631531,0.0001991551398532465,262.40809297561646,0.0,5.960464477539063e-08,7.004296779632568,13.0,665.0,3188,1763260322.639039,0.5781273245811462,13.0,168192,0.0012921039015054703,0.007592037320137024
0.002348857931792736,0.00019800307927653193,265.5133514404297,0.001953125,-1.0728836059570312e-06,0.6361340284347534,,664.0,3217,1763260325.7442975,0.5430471301078796,,170112,-0.0376376248896122,-0.010048427619040012
,,266.12363386154175,,,,155.0,,3224,1763260326.35458,,155.0,170589,,
0.009762234054505825,0.00019685100414790213,268.4001739025116,0.033203125,-4.76837158203125e-07,7.646467685699463,,664.0,3247,1763260328.63112,0.5037676095962524,,172032,-0.007063428871333599,0.0020359447225928307
0.0012127934023737907,0.0001966973941307515,268.7330856323242,0.0,-0.0002626180648803711,0.040633462369441986,,664.0,3250,1763260328.9640317,0.585242509841919,,172288,0.012852350249886513,-0.001427079550921917
,,269.1595163345337,,,,135.0,,3255,1763260329.3904624,,135.0,172564,,
,,269.5883312225342,,,,155.0,,3259,1763260329.8192773,,155.0,172853,,
,,271.06780219078064,,,,18.0,,3275,1763260331.2987483,,18.0,173902,,
0.00044801272451877594,0.00019569892901927233,271.22644090652466,0.0,1.7881393432617188e-07,7.144460201263428,,664.0,3276,1763260331.457387,0.49873965978622437,,173952,0.00043664127588272095,0.0031440407037734985
,,274.72998785972595,,,,128.0,,3338,1763260334.960934,,128.0,177644,,
,,275.5598986148834,,,,136.0,,3351,1763260335.7908447,,136.0,178471,,
,,275.9632475376129,,,,154.0,,3357,1763260336.1941936,,154.0,178910,,
0.004558444954454899,0.00019262672867625952,276.15679693222046,0.001953125,8.344650268554688e-07,0.06690594553947449,,671.0,3360,1763260336.387743,0.5575650334358215,,179072,0.0203610360622406,-0.0017640097066760063
0.001962454989552498,0.0001910906285047531,278.9040153026581,0.0,-5.960464477539062e-07,0.07072053104639053,,674.0,3398,1763260339.1349614,0.4480077028274536,,181632,0.006201896816492081,-0.004563810303807259
,,279.1666111946106,,,,128.0,,3401,1763260339.3975573,,128.0,181843,,
,,279.5800242424011,,,,112.0,,3406,1763260339.8109703,,112.0,182100,,
0.0002781003713607788,0.0001903225784189999,280.9724431037903,0.0,-4.76837158203125e-07,0.06976089626550674,,673.0,3419,1763260341.2033892,0.5253533720970154,,182912,0.003663172945380211,-0.0032681915909051895
,,281.61908054351807,,,,126.0,,3426,1763260341.8500266,,126.0,183314,,
,,281.82567977905273,,,,121.0,,3428,1763260342.0566258,,121.0,183435,,
,,282.46980905532837,,,,131.0,,3435,1763260342.7007551,,131.0,183929,,
0.000982227735221386,0.0001891705032903701,283.9825131893158,0.0,-3.5762786865234375e-07,7.186852931976318,,673.0,3450,1763260344.2134593,0.5260844230651855,,184832,-0.00761302188038826,0.0016492409631609917
,,284.01512360572815,,,,129.0,,3451,1763260344.2460697,,129.0,184862,,
,,285.05143308639526,,,,121.0,,3462,1763260345.2823792,,121.0,185591,,
,,286.38074803352356,,,,121.0,,3476,1763260346.611694,,121.0,186420,,
0.0006280140951275826,0.00018809523317031562,286.74348425865173,0.0,-7.152557373046875e-07,0.0758519247174263,,673.0,3479,1763260346.9744303,0.41220709681510925,,186624,0.010433778166770935,0.00555510725826025
0.0065446048974990845,0.0001872503780759871,288.98487854003906,0.0234375,-2.384185791015625e-07,82.09237670898438,,672.0,3503,1763260349.2158246,0.48773831129074097,,188032,0.0009765457361936569,-0.029906831681728363
,,289.8260326385498,,,,118.0,,3513,1763260350.0569787,,118.0,188614,,
0.001052984967827797,0.0001860215124906972,291.3745539188385,0.0,-7.152557373046875e-07,0.09720811992883682,,674.0,3537,1763260351.6055,0.45976436138153076,,190080,-0.008653569966554642,-0.0033659376204013824
0.0012248335406184196,0.00018540707242209464,292.330637216568,0.0,-9.5367431640625e-07,0.07775457948446274,,675.0,3554,1763260352.5615833,0.5430617332458496,,191104,0.005982084199786186,-0.0021018600091338158
,,292.36159229278564,,,,127.0,,3555,1763260352.5925384,,127.0,191193,,
,,293.61476945877075,,,,105.0,,3576,1763260353.8457155,,105.0,192440,,
,,293.7278606891632,,,,111.0,,3578,1763260353.9588068,,111.0,192551,,
0.0014593368396162987,0.00018440860731061548,293.9548568725586,0.0,-7.152557373046875e-07,0.11326375603675842,,677.0,3581,1763260354.185803,0.497991144657135,,192768,0.01457764208316803,-0.008466453291475773
,,294.37728810310364,,,,110.0,,3589,1763260354.6082342,,110.0,193245,,
0.00033972691744565964,0.000183333337190561,295.65395951271057,0.0,-8.344650268554688e-07,0.6725561618804932,,680.0,3613,1763260355.8849056,0.5508521199226379,,194560,-0.0032186657190322876,-0.004030187614262104
,,298.10976934432983,,,,106.0,,3656,1763260358.3407154,,106.0,197171,,
,,298.8444080352783,,,,117.0,,3669,1763260359.075354,,117.0,197940,,
0.001333877444267273,0.00018095238192472607,299.43668508529663,0.0,-4.76837158203125e-07,80.60221099853516,,684.0,3679,1763260359.6676311,0.4775558114051819,,198528,0.0007213205099105835,-0.010042078793048859
0.0058203162625432014,0.00018079877190757543,299.67468905448914,0.005859375,-8.344650268554688e-07,0.0859748125076294,,685.0,3683,1763260359.905635,0.4796225428581238,,198784,-0.03241122514009476,0.0038799243047833443
,,299.6999068260193,,,,120.0,,3684,1763260359.930853,,120.0,198856,,
,,301.22781705856323,,,,108.0,,3711,1763260361.4587631,,108.0,200537,,
,,301.33816957473755,,,,113.0,,3713,1763260361.5691156,,113.0,200650,,
,,301.48291206359863,,,,111.0,,3715,1763260361.7138581,,111.0,200761,,
0.005869593471288681,0.00017903225671034306,302.41798424720764,0.005859375,-3.5762786865234375e-07,0.0697968527674675,,688.0,3731,1763260362.6489303,0.5113353133201599,,201728,-0.016351252794265747,0.04475455358624458
0.0015199435874819756,0.00017895545170176774,302.5791349411011,0.001953125,-4.76837158203125e-07,79.84362030029297,,688.0,3734,1763260362.810081,0.5404203534126282,,201856,-0.011064887046813965,-0.007090606726706028
0.00034276675432920456,0.00017818740161601454,303.7866942882538,0.0,-2.384185791015625e-07,0.06706337630748749,,690.0,3755,1763260364.0176404,0.5058900117874146,,203136,0.0059782639145851135,0.002309241332113743
,,305.1486105918884,,,,112.0,,3775,1763260365.3795567,,112.0,204314,,
,,305.51602959632874,,,,126.0,,3779,1763260365.7469757,,126.0,204553,,
,,307.868763923645,,,,114.0,,3804,1763260368.09971,,114.0,206128,,
6.901100277900696e-06,0.00017626727640163153,308.22026324272156,0.0,-3.5762786865234375e-07,0.08081365376710892,,690.0,3807,1763260368.4512093,0.47691255807876587,,206336,-0.00013170018792152405,-1.613423228263855e-05
0.0001673465594649315,0.00017473117623012513,312.4836049079895,0.0,-7.152557373046875e-07,0.06826569139957428,,689.0,3847,1763260372.714551,0.46004295349121094,,208896,0.0007574409246444702,0.0026061004027724266
,,315.2361943721771,,,,135.0,,3879,1763260375.4671404,,135.0,211095,,
0.0007491530850529671,0.00017319509061053395,315.61085200309753,0.0,-1.1920928955078125e-07,81.11304473876953,,690.0,3884,1763260375.841798,0.41710636019706726,,211456,-0.001464448869228363,-0.013375616632401943
,,315.7299008369446,,,,121.0,,3887,1763260375.960847,,121.0,211598,,
,,317.8545095920563,,,,124.0,,3912,1763260378.0854557,,124.0,213125,,
0.0039743054658174515,0.00017204301548190415,318.1981122493744,0.001953125,-4.76837158203125e-07,88.45097351074219,,691.0,3915,1763260378.4290583,0.5571058988571167,,213376,-0.014567762613296509,0.02397940866649151
0.004271067678928375,0.00017158218543045223,319.31585335731506,0.00390625,-2.384185791015625e-07,81.39997863769531,,691.0,3928,1763260379.5467994,0.5375733375549316,,214144,-0.0072360653430223465,-0.011061718687415123
,,320.58296608924866,,,,153.0,,3946,1763260380.8139122,,153.0,215124,,
,,321.6675133705139,,,,157.0,,3963,1763260381.8984594,,157.0,216237,,
0.00016757380217313766,0.00016966206021606922,322.72179412841797,0.0,2.384185791015625e-07,88.5322494506836,,694.0,3981,1763260382.9527402,0.5420135855674744,,217344,-0.0005105491727590561,0.002925434149801731
,,323.48008584976196,,,,144.0,,3997,1763260383.711032,,144.0,218165,,
,,327.51051020622253,,,,110.0,,4059,1763260387.7414563,,110.0,222279,,
,,329.8903715610504,,,,118.0,,4087,1763260390.1213176,,118.0,223924,,
,,330.26197123527527,,,,108.0,,4091,1763260390.4929173,,108.0,224142,,
,,331.40864157676697,,,,28.0,,4105,1763260391.6395876,,28.0,224910,,
0.002429923042654991,0.0001649769546929747,331.7646629810333,0.0,2.4318695068359375e-05,0.08645497262477875,,698.0,4109,1763260391.995609,0.4534953534603119,,225152,-0.012242475524544716,-0.012202790006995201
0.0016995584592223167,0.00016474653966724873,332.3411228656769,0.0,6.002187728881836e-05,0.07578229904174805,,698.0,4115,1763260392.572069,0.47697609663009644,,225536,-0.029481155797839165,-0.007586534135043621
,,332.59581208229065,,,,103.0,,4119,1763260392.8267581,,103.0,225772,,
,,335.1776793003082,,,,101.0,,4150,1763260395.4086254,,101.0,227519,,
,,336.1449279785156,,,,101.0,,4168,1763260396.375874,,101.0,228537,,
0.0019504977390170097,0.00016105991380754858,339.17659759521484,0.001953125,-8.344650268554688e-06,0.6680081486701965,,702.0,4224,1763260399.4075437,0.4317976236343384,,231680,-0.012135690078139305,0.011065962724387646
,,339.6324474811554,,,,108.0,,4229,1763260399.8633935,,108.0,231993,,
0.002280476503074169,0.0001603686687303707,341.0116333961487,0.0,-1.8715858459472656e-05,0.656352698802948,,702.0,4243,1763260401.2425795,0.548770546913147,,232832,0.00919412449002266,-0.017801575362682343
,,341.7183680534363,,,,106.0,,4252,1763260401.949314,,106.0,233339,,
,,341.892347574234,,,,114.0,,4254,1763260402.1232936,,114.0,233453,,
,,343.77800846099854,,,,98.0,,4276,1763260404.0089545,,98.0,234715,,
0.000984184443950653,0.0001592165936017409,343.92006826400757,0.0,1.6689300537109375e-06,79.46868133544922,,702.0,4277,1763260404.1510143,0.4637247323989868,,234752,-0.006919503211975098,-0.017615310847759247
,,343.961843252182,,,,111.0,,4278,1763260404.1927893,,111.0,234826,,
0.006365316919982433,0.00015875576355028898,344.83901810646057,0.017578125,-5.4717063903808594e-05,0.10545782744884491,,702.0,4290,1763260405.0699642,0.458650678396225,,235520,0.029370378702878952,-0.018448449671268463
,,344.87882947921753,,,,88.0,,4292,1763260405.1097755,,88.0,235626,,
0.008277753368020058,0.00015798771346453577,346.04024505615234,0.013671875,0.005230069160461426,13.669841766357422,,703.0,4314,1763260406.2711911,0.38822782039642334,,236800,-0.02001909911632538,-0.0090350192040205
,,346.1720337867737,,,,92.0,,4318,1763260406.4029799,,92.0,236968,,
,,347.5426642894745,,,,67.0,,4346,1763260407.7736104,,67.0,238394,,
,,348.47911620140076,,,,96.0,,4366,1763260408.7100623,,96.0,239456,,
0.000567353330552578,0.0001562211982673034,348.8391876220703,0.0,0.11328375339508057,145.3819122314453,,706.0,4372,1763260409.0701337,0.3954174518585205,,239744,0.007430031895637512,-0.006103605963289738
0.0016668401658535004,0.0001558371732244268,349.41864943504333,0.001953125,0.15150773525238037,135.40061950683594,,707.0,4387,1763260409.6495955,0.31362393498420715,,240384,0.010919496417045593,-0.002374839037656784
,,349.82722663879395,,,,71.0,,4396,1763260410.0581727,,71.0,240784,,
0.002009407617151737,0.0001550691231386736,350.6800322532654,0.001953125,0.12514793872833252,139.59262084960938,,708.0,4415,1763260410.9109783,0.301394522190094,,241664,-0.0015004314482212067,-0.007321505807340145
,,352.71232557296753,,,,108.0,,4456,1763260412.9432716,,108.0,243897,,
0.00044246111065149307,0.00015291858289856464,354.6966652870178,0.0,0.7970573902130127,0.5017210841178894,,710.0,4478,1763260414.9276114,0.4219728708267212,,245248,-0.0025204867124557495,-0.0044211940839886665
0.0008170930668711662,0.00015284177788998932,354.90039825439453,0.0,0.8515369892120361,2.9543330669403076,,710.0,4480,1763260415.1313443,0.42519620060920715,,245376,-0.00036023929715156555,0.007260107435286045
0.002173304557800293,0.0001523809478385374,355.92231845855713,0.001953125,0.6693580150604248,44.72517395019531,,710.0,4492,1763260416.1532645,0.35927125811576843,,246144,-0.02648039162158966,0.004929061979055405
0.00024971645325422287,0.00015215053281281143,356.29772663116455,0.0,0.8352004885673523,31.067577362060547,,711.0,4498,1763260416.5286727,0.4204614758491516,,246528,-0.0026655346155166626,0.004610083065927029
0.0006931247189640999,0.0001512288727099076,357.93892335891724,0.0,0.568456768989563,55.2255859375,,712.0,4522,1763260418.1698694,0.4156651496887207,,248064,0.007094202563166618,-0.007206219248473644
,,358.06886291503906,,,,143.0,,4524,1763260418.299809,,143.0,248200,,
8.27917829155922e-05,0.00015107526269275695,358.259822845459,0.0,0.5709691643714905,4.418613433837891,,712.0,4525,1763260418.490769,0.33957111835479736,,248320,-0.0006912816315889359,-0.0020980508998036385
0.0013614017516374588,0.00015099845768418163,358.3729782104492,0.0,0.4138568639755249,5.589493751525879,,712.0,4527,1763260418.6039243,0.41210535168647766,,248448,-0.006235426291823387,0.007692662999033928
0.0065782926976680756,0.000150844847667031,358.5975122451782,0.021484375,0.5604884624481201,0.5376723408699036,,712.0,4531,1763260418.8284583,0.47346988320350647,,248704,-0.023383166640996933,0.045116275548934937
0.0009246347472071648,0.00015076804265845567,358.7117404937744,0.0,0.5114456415176392,0.03205648064613342,,712.0,4533,1763260418.9426866,0.4238899350166321,,248832,-0.003952823579311371,-0.0015114592388272285
,,358.73308205604553,,,,140.0,,4534,1763260418.9640281,,140.0,248886,,
0.0006689820438623428,0.00014992320211604238,360.6502494812012,0.0,0.6327124238014221,50.29188537597656,,712.0,4555,1763260420.8811955,0.4056568145751953,,250240,-0.009570354595780373,-0.005269162356853485
0.0001574791967868805,0.0001496159820817411,361.41052985191345,0.0,0.6669743061065674,4.72786808013916,,712.0,4562,1763260421.641476,0.36707043647766113,,250752,-0.0006269216537475586,0.0012947805225849152
,,366.1949107646942,,,,137.0,,4613,1763260426.4258568,,137.0,254111,,
,,367.14495849609375,,,,154.0,,4626,1763260427.3759046,,154.0,254985,,
2.800486981868744e-05,0.00014669739175587893,367.70534491539,0.0,0.7230408191680908,0.04742526635527611,,713.0,4635,1763260427.936291,0.4213918149471283,,255616,-0.0013944581151008606,0.0012038294225931168
,,368.12206506729126,,,,172.0,,4641,1763260428.3530111,,172.0,256092,,
0.0032779155299067497,0.00014631336671300232,368.31627440452576,0.005859375,0.7071740627288818,0.026585392653942108,,714.0,4644,1763260428.5472205,0.42496639490127563,,256256,-0.003486424684524536,-0.003754650242626667
0.0012084124609827995,0.00014562212163582444,369.38123178482056,0.0,0.7887599468231201,41.29038619995117,,715.0,4661,1763260429.6121778,0.41633036732673645,,257408,0.007818557322025299,-0.004094562493264675
,,371.9289622306824,,,,168.0,,4691,1763260432.1599083,,168.0,259459,,
,,373.47283911705017,,,,178.0,,4709,1763260433.7037852,,178.0,260849,,
4.1629187762737274e-05,0.00014339477638714015,373.77084159851074,0.0,0.9629550576210022,1.4866621494293213,,716.0,4713,1763260434.0017877,0.3841121196746826,,261120,-0.0003752298653125763,-0.003216858021914959
,,375.5942265987396,,,,221.0,,4738,1763260435.8251727,,221.0,263133,,
0.00020152516663074493,0.00014193548122420907,376.01086497306824,0.0,0.9988473653793335,0.015719356015324593,,719.0,4743,1763260436.241811,0.4369019567966461,,263552,0.004139050841331482,-0.001280222088098526
0.006259893998503685,0.00014047618606127799,378.22406125068665,0.029296875,0.9962524175643921,0.004216642118990421,,721.0,4772,1763260438.4550073,0.28645414113998413,,265984,-0.007379800081253052,0.022175267338752747
0.0025384007021784782,0.0001397849409841001,379.27162289619446,0.005859375,0.869662880897522,46.19733428955078,,722.0,4786,1763260439.502569,0.3670245409011841,,267136,0.005546137690544128,0.0019788751378655434
0.006795085966587067,0.00013970813597552478,379.38204550743103,0.02734375,0.9975857734680176,0.0058202678337693214,,722.0,4787,1763260439.6129916,0.33492904901504517,,267264,-0.030038774013519287,-8.970499038696289e-06
,,379.424697637558,,,,259.0,,4788,1763260439.6556437,,259.0,267324,,
,,380.0287585258484,,,,248.0,,4796,1763260440.2597046,,248.0,268029,,
0.005888865329325199,0.0001386328658554703,381.03445172309875,0.0546875,0.9250755310058594,35.70659255981445,,724.0,4809,1763260441.2653978,0.25723960995674133,,269056,0.0004892963916063309,0.016930021345615387
0.00018692389130592346,0.00013840245082974434,381.3713915348053,0.0,0.9992201924324036,0.008633923716843128,,724.0,4813,1763260441.6023376,0.3769948482513428,,269440,0.004003643989562988,0.0004819221794605255
0.0005308473482728004,0.0001362519251415506,385.40361618995667,0.0,0.9723286628723145,0.05244555324316025,,726.0,4851,1763260445.6345623,0.4146917164325714,,273024,-0.015081744641065598,0.011308436281979084
0.014346657320857048,0.00013486943498719484,388.5345001220703,0.0703125,0.9943477511405945,0.0009732575854286551,,726.0,4874,1763260448.7654462,0.27797138690948486,,275328,-0.023567892611026764,-0.0071465689688920975
0.001986387185752392,0.00013440860493574291,389.5608582496643,0.037109375,0.028516411781311035,130.84967041015625,,726.0,4882,1763260449.7918043,0.25734037160873413,,276096,-0.0330134853720665,0.0019125575199723244
0.001084882766008377,0.000132027649669908,394.5668556690216,0.0,0.9958858489990234,0.001196182332932949,,727.0,4920,1763260454.7978017,0.23248496651649475,,280064,-0.022849150002002716,0.009769795462489128
0.00237120408564806,0.0001313364045927301,395.6145839691162,0.00390625,0.2383345365524292,0.058219339698553085,,728.0,4932,1763260455.84553,0.22629314661026,,281216,0.016440659761428833,-0.014858243055641651
2.3885630071163177e-05,0.00013125959958415478,395.72544622421265,0.0,0.9929910898208618,3.940126407542266e-05,,728.0,4933,1763260455.9563923,0.19393324851989746,,281344,-0.0035857930779457092,0.001984291709959507
0.010674700140953064,0.00013087557454127818,396.28495359420776,0.078125,0.9871453642845154,0.0006843761657364666,,729.0,4939,1763260456.5158997,0.26666831970214844,,281984,-0.032114528119564056,0.02567068487405777
0.00505456980317831,0.00013049154949840158,396.88132548332214,0.02734375,0.1815827488899231,0.9152112603187561,,729.0,4946,1763260457.1122715,0.21165898442268372,,282624,-0.013527102768421173,0.032253511250019073
0.003275563009083271,0.00013003071944694966,397.5834186077118,0.0,0.9945541024208069,5.017321018385701e-05,,730.0,4953,1763260457.8143647,0.3123151957988739,,283392,0.002091839909553528,0.001598338596522808
0.0019694222137331963,0.00012972349941264838,398.0378565788269,0.0,0.991921603679657,0.00011675735731841996,,730.0,4958,1763260458.2688026,0.20513907074928284,,283904,-0.007394600659608841,0.012349615804851055
0.00678050983697176,0.0001294162793783471,398.483101606369,0.021484375,0.996845006942749,6.040404332452454e-05,,731.0,4963,1763260458.7140477,0.2511310577392578,,284416,-0.01736914925277233,0.0490134172141552
0.00028304383158683777,0.00012895544932689518,399.19355821609497,0.0,0.10036957263946533,11.156463623046875,,731.0,4971,1763260459.4245043,0.2636277377605438,,285184,0.0008747167885303497,-0.0015029776841402054
1.4377757906913757e-05,0.00012849461927544326,400.2866225242615,0.0,0.9971502423286438,5.897985465708189e-05,,731.0,4978,1763260460.5175686,0.20127767324447632,,285952,0.0010433327406644821,-0.00010128505527973175
0.002253970131278038,0.00012834100925829262,400.672687292099,0.001953125,0.11577826738357544,1.037632942199707,,731.0,4981,1763260460.9036334,0.30032461881637573,,286208,-0.02833518385887146,0.005604475736618042
0.005883502773940563,0.00012780337419826537,401.9474012851715,0.0234375,0.02293574810028076,11.813651084899902,,731.0,4989,1763260462.1783473,0.2652294933795929,,287104,0.019835812970995903,0.01878497004508972
0.003970145247876644,0.0001274961541639641,402.6292915344238,0.052734375,0.04697328805923462,0.9801265597343445,,731.0,4994,1763260462.8602376,0.1727232038974762,,287616,0.00047922320663928986,0.007094583474099636
,,405.3525218963623,,,,500.0,,5013,1763260465.583468,,500.0,289592,,
0.0003874097019433975,0.00012619046901818365,405.67215752601624,0.0,0.9809677600860596,0.0011850979644805193,,731.0,5015,1763260465.9031036,0.24261248111724854,,289792,0.0005368217825889587,-0.0001694057136774063
0.0013915812596678734,0.0001247311884071678,409.0982632637024,0.001953125,0.9133970737457275,0.0017255855491384864,,731.0,5039,1763260469.3292093,0.21392889320850372,,292224,-0.020245280116796494,0.01543448120355606
0.00173256266862154,0.00012273425818420947,413.84087014198303,0.001953125,0.9965370297431946,0.0009231916628777981,,731.0,5071,1763260474.0718162,0.15823553502559662,,295552,-0.001884467899799347,-0.001988711766898632
0.000260746106505394,0.00011966205784119666,419.7981400489807,0.0,0.09773886203765869,0.016892198473215103,,732.0,5122,1763260480.029086,0.21704420447349548,,300672,0.0019514430314302444,0.0021736454218626022
0.0014142096042633057,0.00011935483780689538,420.2875773906708,0.0078125,0.17266720533370972,0.009456638246774673,,733.0,5127,1763260480.5185235,0.2597997188568115,,301184,-0.003916874527931213,7.13001936674118e-05
0.003518057055771351,0.00011927803279832006,420.39982438087463,0.01171875,0.9865231513977051,8.804789831629023e-05,,733.0,5128,1763260480.6307704,0.2243870198726654,,301312,-0.01548580452799797,0.018544944003224373
0.00025358423590660095,0.00011850998271256685,421.5553205013275,0.0,0.012178003787994385,12.43133544921875,500.0,734.0,5140,1763260481.7862666,0.17103008925914764,500.0,302592,0.005039965733885765,-0.0011856798082590103
0.0033416207879781723,0.00011812595766969025,422.1322627067566,0.009765625,0.9886844754219055,0.0006697479984723032,,734.0,5146,1763260482.3632088,0.1543692797422409,,303232,-0.0045794472098350525,-0.0023710932582616806
0.0005841944366693497,0.00011789554264396429,422.5352463722229,0.0,0.006693243980407715,0.012353475205600262,,735.0,5150,1763260482.7661924,0.2119617462158203,,303616,-0.0012992359697818756,0.00019863992929458618
0.0010789325460791588,0.00011781873763538897,422.6468884944916,0.001953125,0.9739366769790649,0.0013069754932075739,,735.0,5151,1763260482.8778346,0.1888183206319809,,303744,0.024345792829990387,-0.012808396480977535
0.0051727015525102615,0.00011705069482559338,423.8049774169922,0.0234375,0.9951356053352356,0.0011387665290385485,,736.0,5163,1763260484.0359235,0.23334217071533203,,305024,-0.02856791764497757,0.023792846128344536
0.0048002880066633224,0.00011505376460263506,426.79738998413086,0.021484375,0.9861406087875366,0.0001558914955239743,,739.0,5196,1763260487.028336,0.21998603641986847,,308352,-0.014860175549983978,-0.012334860861301422
0.026366624981164932,0.00011497695959405974,426.90786027908325,0.103515625,0.9594112038612366,0.000997390248812735,,739.0,5197,1763260487.1388063,0.2552827298641205,,308480,-0.035539835691452026,0.016963886097073555
,,430.6102077960968,,,,500.0,,5238,1763260490.8411539,,500.0,312592,,
0.002123463898897171,0.00011244239431107417,430.7173762321472,0.005859375,0.02538353204727173,13.71246337890625,,742.0,5239,1763260490.9483223,0.21070390939712524,,312704,0.022051505744457245,-0.021801166236400604
0.00011175405234098434,0.00011213517427677289,431.1667320728302,0.0,0.032402873039245605,1.0551495552062988,,742.0,5244,1763260491.3976781,0.19030340015888214,,313216,0.0003897491842508316,0.002343115396797657
0.009890635497868061,0.00011167434422532097,431.8690526485443,0.037109375,0.6598894596099854,0.0003736531361937523,,743.0,5251,1763260492.0999987,0.20054727792739868,,313984,-0.017985288053750992,0.017876693978905678
,,433.26244497299194,,,,500.0,,5267,1763260493.493391,,500.0,315592,,
0.0018643895164132118,0.0001098310312954709,434.6000370979309,0.0,0.9567531943321228,0.001241933787241578,,745.0,5281,1763260494.8309832,0.1822834610939026,,317056,-0.02863626927137375,0.019753046333789825
,,436.38080883026123,,,,500.0,,5300,1763260496.611755,,500.0,319092,,
0.0009801257401704788,0.00010729646601248533,438.41381430625916,0.0,0.9938823580741882,0.00024097097048070282,,749.0,5322,1763260498.6447604,0.199599489569664,,321280,-0.004131287336349487,0.0013869833201169968
0.012677427381277084,0.00010691244096960872,439.0013806819916,0.08203125,0.993138313293457,0.0025699527468532324,,749.0,5328,1763260499.2323267,0.26632916927337646,,321920,-0.041726332157850266,0.0545966736972332
6.218720227479935e-05,0.00010499232303118333,441.86096143722534,0.0,0.07502108812332153,0.03781697154045105,,752.0,5360,1763260502.0919075,0.21542546153068542,,325120,0.003085486590862274,-0.00255704578012228
0.0030667874962091446,0.00010483871301403269,442.1179735660553,0.001953125,0.9951252341270447,0.00037506071384996176,,752.0,5362,1763260502.3489196,0.2609960436820984,,325376,0.014457158744335175,-0.008513212203979492
,,444.64803552627563,,,,500.0,,5389,1763260504.8789816,,500.0,328092,,
0.002450721338391304,0.0001006912425509654,448.4498634338379,0.001953125,0.9955641627311707,0.0002664209750946611,,757.0,5430,1763260508.6808095,0.14995898306369781,,332288,-0.028972433879971504,0.015859566628932953
0.0017786463722586632,9.999999747378752e-05,449.8175427913666,0.00390625,0.9933695197105408,0.0002244965871796012,,757.0,5441,1763260510.0484889,0.11631256341934204,,333440,-0.017888672649860382,0.004545542411506176
0.004265904426574707,9.99231924652122e-05,449.9722545146942,0.048828125,0.9841334819793701,0.0010338342981413007,,757.0,5442,1763260510.2032006,0.14832966029644012,,333568,-0.02774088829755783,0.016243118792772293
