losses/approx_kl,charts/learning_rate,_runtime,losses/clipfrac,losses/explained_variance,losses/value_loss,charts/episodic_length,charts/SPS,_step,_timestamp,losses/entropy,charts/episodic_return,global_step,losses/policy_loss,losses/old_approx_kl
,,46.88909339904785,,,,175.0,,1091,1763260107.1200395,,175.0,36918,,
0.003492075949907303,0.0002771889267023653,48.20623254776001,0.0078125,-0.0009610652923583984,4.637207508087158,,987.0,1106,1763260108.4371786,0.5373750925064087,,38144,0.014184903353452682,-0.023231685161590576
,,49.0455219745636,,,,212.0,,1118,1763260109.276468,,212.0,39077,,
0.00684477761387825,0.0002758832706604153,50.21585130691528,0.048828125,0.06938230991363525,0.0599147267639637,,991.0,1133,1763260110.4467974,0.45458894968032837,,40320,-0.0270744189620018,0.029593011364340782
,,50.90798377990723,,,,247.0,,1145,1763260111.1389298,,247.0,41106,,
0.004061474464833736,0.00027450078050605953,52.3550808429718,0.017578125,0.19887441396713257,0.06076590344309807,,996.0,1164,1763260112.586027,0.46155211329460144,,42624,-0.016964904963970184,0.01775132119655609
0.021374594420194626,0.00027419356047175825,52.805609464645386,0.119140625,-0.0005221366882324219,62.60087585449219,,997.0,1172,1763260113.0365555,0.5017307996749878,,43136,-0.027788519859313965,0.04763561487197876
0.000392853282392025,0.00027388634043745697,53.31287121772766,0.0,-0.0005136728286743164,0.14660194516181946,,997.0,1181,1763260113.5438173,0.515380859375,,43648,0.0005617886781692505,-0.0004635816439986229
0.008267662487924099,0.0002737327304203063,53.54101014137268,0.068359375,-0.0002827644348144531,62.5645637512207,,998.0,1186,1763260113.7719562,0.546355664730072,,43904,-0.035614002496004105,0.007152167148888111
,,54.85006904602051,,,,148.0,,1213,1763260115.081015,,148.0,45319,,
,,54.96282076835632,,,,130.0,,1215,1763260115.1937668,,130.0,45449,,
0.0005321083590388298,0.0002724270452745259,55.57713270187378,0.0,-0.0006324052810668945,5.514804363250732,,1001.0,1226,1763260115.8080788,0.5150282382965088,,46080,-0.0016186907887458801,-0.0005006762221455574
0.0016016922891139984,0.00027227343525737524,55.80445122718811,0.00390625,4.607439041137695e-05,0.1079396978020668,,1002.0,1230,1763260116.0353973,0.519525408744812,,46336,-0.002505950629711151,-0.001453697681427002
,,55.941102027893066,,,,15.0,,1234,1763260116.172048,,15.0,46516,,
,,56.443010091781616,,,,19.0,,1245,1763260116.6739562,,19.0,46994,,
0.024968240410089493,0.00027081414009444416,58.07246780395508,0.15625,-0.00025451183319091797,65.62248992919922,,1005.0,1271,1763260118.3034139,0.5641088485717773,,48768,0.03373194858431816,0.054861269891262054
,,60.187365770339966,,,,185.0,,1299,1763260120.4183118,,185.0,51108,,
,,63.13615584373474,,,,238.0,,1339,1763260123.367102,,238.0,54381,,
0.004752269946038723,0.00026743471971713006,63.21053647994995,0.009765625,-0.0002658367156982422,0.039405517280101776,,1014.0,1340,1763260123.4414825,0.5211852192878723,,54400,-0.02499168924987316,0.03351972624659538
0.004952915012836456,0.00026628264458850026,64.96998357772827,0.005859375,-0.00021028518676757812,88.45741271972656,,1016.0,1363,1763260125.2009296,0.495857298374176,,56320,-0.002667287364602089,0.00876651331782341
0.01838291436433792,0.00026620583957992494,65.08226752281189,0.115234375,-0.00016236305236816406,81.47948455810547,,1016.0,1365,1763260125.3132136,0.49425366520881653,,56448,-0.03523039072751999,0.0007468368858098984
,,65.45313715934753,,,,245.0,,1370,1763260125.6840832,,245.0,56937,,
0.0012194132432341576,0.0002653609844855964,66.35990881919861,0.0,-0.005532503128051758,0.026709366589784622,,1018.0,1381,1763260126.590855,0.5779802799224854,,57856,-0.0022779852151870728,0.0023670000955462456
,,66.90148162841797,,,,222.0,,1388,1763260127.1324277,,222.0,58376,,
,,67.35676789283752,,,,267.0,,1395,1763260127.587714,,267.0,58895,,
0.006752576678991318,0.0002645161293912679,67.68745064735413,0.01171875,-0.012902140617370605,0.028022557497024536,,1019.0,1399,1763260127.9183967,0.49521398544311523,,59264,0.0101766437292099,0.0034313658252358437
0.017630871385335922,0.00026313363923691213,69.80195093154907,0.109375,-0.00016200542449951172,7.715939521789551,,1022.0,1432,1763260130.032897,0.40572094917297363,,61568,-0.026233172044157982,0.07414525747299194
0.014486918225884438,0.0002630568342283368,69.95180034637451,0.17578125,-0.00901329517364502,0.028607819229364395,,1021.0,1433,1763260130.1827464,0.48530343174934387,,61696,-0.031192928552627563,-0.015103395096957684
0.0004592249169945717,0.00026213517412543297,71.363525390625,0.0,-8.845329284667969e-05,89.76663208007812,,1023.0,1455,1763260131.5944715,0.5707213878631592,,63232,0.008265849202871323,0.0023981211706995964
,,71.39701557159424,,,,170.0,,1456,1763260131.6279616,,170.0,63326,,
,,76.22295427322388,,,,128.0,,1514,1763260136.4539003,,128.0,67322,,
0.04689522460103035,0.0002591397787909955,78.05600953102112,0.1875,-0.007133841514587402,0.018080860376358032,,996.0,1527,1763260138.2869556,0.5031330585479736,,68224,-0.028229687362909317,0.05476939678192139
0.006003910675644875,0.00025906297378242016,78.31305718421936,0.015625,-0.00011038780212402344,8.131856918334961,,994.0,1529,1763260138.5440032,0.4885256588459015,,68352,0.03196180611848831,0.028749464079737663
0.0007292134687304497,0.0002588325587566942,79.03948044776917,0.0,-0.008745908737182617,0.018972713500261307,,989.0,1534,1763260139.2704265,0.5648008584976196,,68736,-0.01003013551235199,0.0058594560250639915
0.013455208390951157,0.0002587557537481189,79.25895619392395,0.037109375,-6.473064422607422e-05,0.021003570407629013,,988.0,1536,1763260139.4899023,0.4872724413871765,,68864,0.03257744014263153,0.03355848416686058
,,80.10071444511414,,,,160.0,,1543,1763260140.3316605,,160.0,69340,,
,,80.37762260437012,,,,156.0,,1545,1763260140.6085687,,156.0,69496,,
0.0015170667320489883,0.0002583717287052423,80.59522485733032,0.0078125,-9.000301361083984e-05,93.40028381347656,,978.0,1546,1763260140.826171,0.5529417395591736,,69504,0.0023943521082401276,0.004876939579844475
0.0010028453543782234,0.00025791089865379035,82.54068779945374,0.00390625,-0.0001742839813232422,0.04902232065796852,,962.0,1558,1763260142.7716339,0.540637731552124,,70272,-0.002864038571715355,0.014507363550364971
,,82.59709644317627,,,,23.0,,1559,1763260142.8280425,,23.0,70281,,
0.014504394493997097,0.0002577572886366397,83.21421122550964,0.080078125,-0.00010323524475097656,93.1104507446289,,957.0,1563,1763260143.4451573,0.5587680339813232,,70528,-0.03732772916555405,-0.0035387426614761353
,,83.6282708644867,,,,163.0,,1566,1763260143.859217,,163.0,70782,,
0.006528734229505062,0.0002565284084994346,88.09553837776184,0.009765625,-0.00017952919006347656,108.40599060058594,,924.0,1597,1763260148.3264844,0.5291499495506287,,72576,-0.03357645496726036,0.01699461042881012
0.002140759490430355,0.000256144383456558,89.31271529197693,0.0,-0.000148773193359375,8.681604385375977,,918.0,1607,1763260149.5436614,0.5121740698814392,,73216,0.0022829510271549225,0.01080943550914526
0.003000863827764988,0.00025606757844798267,89.57492661476135,0.0,-6.80685043334961e-05,0.054560717195272446,,916.0,1609,1763260149.8058727,0.542506754398346,,73344,-0.00250152125954628,0.002602080814540386
,,89.62791609764099,,,,139.0,,1610,1763260149.8588622,,139.0,73425,,
0.004560304805636406,0.0002550691133365035,92.93748068809509,0.00390625,-0.00010776519775390625,0.7025128602981567,,899.0,1638,1763260153.1684268,0.5211973190307617,,75008,-0.0231039859354496,-0.0009570475667715073
,,98.78111839294434,,,,109.0,,1687,1763260159.0120645,,109.0,78015,,
0.01645064726471901,0.00025168972206301987,104.16186451911926,0.037109375,-3.170967102050781e-05,0.09808452427387238,,852.0,1732,1763260164.3928106,0.521224856376648,,80640,-0.039800453931093216,-0.03115086629986763
0.0019415263086557388,0.00025122889201156795,105.7611632347107,0.0,-5.173683166503906e-05,0.06862738728523254,,846.0,1745,1763260165.9921093,0.4914919137954712,,81408,-0.0025134459137916565,-0.01804259419441223
,,106.6208164691925,,,,120.0,,1753,1763260166.8517625,,120.0,81876,,
0.007608209736645222,0.00025092167197726667,106.82095503807068,0.078125,-5.733966827392578e-05,7.753970146179199,,842.0,1754,1763260167.051901,0.4697319269180298,,81920,-0.02775939740240574,0.05416776239871979
0.005729113705456257,0.00025038403691723943,108.53443455696106,0.00390625,-4.220008850097656e-05,0.10496930778026581,,836.0,1768,1763260168.7653806,0.5525590181350708,,82816,0.010258346796035767,0.018419843167066574
,,109.4145097732544,,,,132.0,,1777,1763260169.6454558,,132.0,83264,,
0.008625649847090244,0.0002487711317371577,113.82374119758606,0.01953125,-2.2530555725097656e-05,87.199951171875,,820.0,1818,1763260174.0546873,0.4982451796531677,,85504,-0.0011697709560394287,-0.00624521728605032
0.0063795605674386024,0.0002486943267285824,114.17729544639587,0.005859375,-9.66787338256836e-05,186.9020233154297,,818.0,1823,1763260174.4082415,0.5333422422409058,,85632,0.0002674199640750885,-0.0078428378328681
0.02753744274377823,0.0002476958616171032,117.52075171470642,0.22265625,-2.7418136596679688e-05,0.657437801361084,,808.0,1851,1763260177.7516978,0.5713239312171936,,87296,-0.027763649821281433,0.058003019541502
,,119.26272535324097,,,,14.0,,1868,1763260179.4936714,,14.0,88038,,
,,119.7083158493042,,,,12.0,,1873,1763260179.939262,,12.0,88099,,
0.0013063615188002586,0.00024708142154850066,120.27332162857056,0.0,-2.9087066650390625e-05,91.94027709960938,,797.0,1877,1763260180.5042677,0.5542668700218201,,88320,0.01498425006866455,-0.0002764323726296425
,,121.484530210495,,,,129.0,,1886,1763260181.7154763,,129.0,88882,,
,,124.24783706665039,,,,172.0,,1903,1763260184.4787831,,172.0,90073,,
,,124.72802901268005,,,,193.0,,1906,1763260184.958975,,193.0,90266,,
,,126.34582138061523,,,,18.0,,1918,1763260186.5767674,,18.0,91074,,
,,126.61095237731934,,,,145.0,,1920,1763260186.8418984,,145.0,91219,,
0.014650426805019379,0.00024431644123978913,130.05525994300842,0.111328125,-6.496906280517578e-05,94.63648986816406,,771.0,1945,1763260190.286206,0.4957088232040405,,92928,-0.04300812631845474,0.006404363550245762
,,131.62662386894226,,,,112.0,,1959,1763260191.85757,,112.0,93800,,
0.0025271037593483925,0.00024331797612830997,133.32963681221008,0.0,-3.8623809814453125e-05,86.55168151855469,,764.0,1973,1763260193.5605829,0.5230323076248169,,94592,-0.010360067710280418,0.0022431528195738792
,,134.64579677581787,,,,126.0,,1985,1763260194.8767428,,126.0,95248,,
0.011067364364862442,0.00024224270600825548,136.87658548355103,0.021484375,-3.719329833984375e-05,0.6990097761154175,,757.0,2002,1763260197.1075315,0.49331533908843994,,96384,-0.020703310146927834,0.05274820327758789
,,138.4431676864624,,,,27.0,,2016,1763260198.6741138,,27.0,97219,,
,,139.44230937957764,,,,118.0,,2024,1763260199.6732554,,118.0,97676,,
,,139.7532057762146,,,,128.0,,2027,1763260199.9841518,,128.0,97911,,
0.0015167631208896637,0.00024109063087962568,140.64457416534424,0.0,-2.491474151611328e-05,0.05349179357290268,,749.0,2034,1763260200.8755202,0.4660639464855194,,98304,0.0014012902975082397,0.005627766251564026
,,141.9556703567505,,,,137.0,,2045,1763260202.1866164,,137.0,99027,,
0.008276892825961113,0.00024047619081102312,142.71612906455994,0.013671875,-1.1801719665527344e-05,7.414206504821777,,745.0,2051,1763260202.9470751,0.5122334361076355,,99328,-0.014033660292625427,0.021517114713788033
,,145.00078558921814,,,,127.0,,2070,1763260205.2317317,,127.0,100526,,
,,145.73538327217102,,,,123.0,,2076,1763260205.9663293,,123.0,100897,,
,,147.74357271194458,,,,129.0,,2093,1763260207.9745188,,129.0,101953,,
0.002776261419057846,0.0002388632856309414,147.9437689781189,0.0,-1.3828277587890625e-05,0.6480668783187866,,737.0,2094,1763260208.174715,0.5026497840881348,,102016,0.010797331109642982,0.017336079850792885
0.0002065049484372139,0.00023801843053661287,150.69733572006226,0.0,-1.1920928955078125e-05,0.06415414065122604,,732.0,2117,1763260210.9282818,0.4995218515396118,,103424,-0.0018336847424507141,-0.004064993001520634
0.0003541354089975357,0.0002370199654251337,154.0544295310974,0.0,-1.4662742614746094e-05,84.23896026611328,,727.0,2146,1763260214.2853756,0.5334614515304565,,105088,-0.003274913877248764,-0.004193104803562164
,,154.14720249176025,,,,16.0,,2148,1763260214.3781486,,16.0,105183,,
,,154.97050428390503,,,,109.0,,2155,1763260215.2014503,,109.0,105545,,
,,156.87123560905457,,,,125.0,,2172,1763260217.1021817,,125.0,106476,,
,,158.4536907672882,,,,105.0,,2185,1763260218.6846368,,105.0,107216,,
0.0032062847167253494,0.0002354838652536273,159.41678524017334,0.0,-1.1086463928222656e-05,0.0725761204957962,,718.0,2192,1763260219.6477313,0.524965226650238,,107648,0.0040634796023368835,-0.01230359822511673
,,160.24256324768066,,,,122.0,,2199,1763260220.4735093,,122.0,108096,,
,,161.72847080230713,,,,130.0,,2211,1763260221.9594169,,130.0,108868,,
0.008271127939224243,0.00023463901015929878,162.2021815776825,0.04296875,-7.152557373046875e-06,82.4482192993164,,714.0,2214,1763260222.4331276,0.5527920722961426,,109056,-0.032476313412189484,-0.02213115245103836
0.00014122389256954193,0.00023440859513357282,162.9463803768158,0.0,-4.291534423828125e-06,0.0704193040728569,,713.0,2220,1763260223.1773264,0.5484928488731384,,109440,-0.00013379938900470734,0.00025354884564876556
0.0003907298669219017,0.00023425498511642218,163.50462412834167,0.0,-1.049041748046875e-05,0.6826986074447632,,712.0,2225,1763260223.7355702,0.45739856362342834,,109696,0.003970183432102203,0.0006766663864254951
,,163.54996013641357,,,,113.0,,2226,1763260223.7809062,,113.0,109707,,
0.0014998866245150566,0.00023417819465976208,163.75533199310303,0.0,-1.728534698486328e-05,82.25324249267578,,712.0,2227,1763260223.986278,0.5514031648635864,,109824,0.0032325610518455505,0.005354198627173901
,,164.61418962478638,,,,128.0,,2235,1763260224.8451357,,128.0,110217,,
0.0017713122069835663,0.00023371736460831016,165.33523035049438,0.0078125,-1.2516975402832031e-05,7.137873649597168,,709.0,2241,1763260225.5661764,0.4730589985847473,,110592,-0.003901015967130661,0.007941223680973053
0.0027851052582263947,0.00023341014457400888,166.33956289291382,0.0,-8.225440979003906e-06,82.23778533935547,,708.0,2248,1763260226.570509,0.553757905960083,,111104,0.0175041351467371,-0.02310163900256157
0.00011897645890712738,0.00023333333956543356,166.59419107437134,0.0,-1.0848045349121094e-05,0.6417118310928345,,708.0,2250,1763260226.8251371,0.5471841096878052,,111232,-0.0029076561331748962,-0.0021343398839235306
,,166.8932225704193,,,,131.0,,2253,1763260227.1241686,,131.0,111377,,
,,169.02446150779724,,,,106.0,,2272,1763260229.2554076,,106.0,112454,,
0.00626975204795599,0.0002323348744539544,170.01058650016785,0.0078125,-6.4373016357421875e-06,81.22732543945312,,703.0,2280,1763260230.2415326,0.5588653087615967,,112896,-0.016302941367030144,-0.009359882213175297
4.067830741405487e-05,0.00023179723939392716,171.77301692962646,0.0,-1.4543533325195312e-05,81.13510131835938,,701.0,2295,1763260232.003963,0.522537112236023,,113792,-0.0003928598016500473,-0.0003699343651533127
,,172.02233290672302,,,,107.0,,2298,1763260232.253279,,107.0,113930,,
,,173.33224725723267,,,,19.0,,2310,1763260233.5631933,,19.0,114629,,
,,173.54963326454163,,,,117.0,,2312,1763260233.7805793,,117.0,114746,,
0.0006475895643234253,0.00023102918930817395,174.3186593055725,0.0,-7.62939453125e-06,0.10868386924266815,,698.0,2318,1763260234.5496054,0.5727028250694275,,115072,0.0006891898810863495,-0.003447696566581726
0.012801294215023518,0.000230798774282448,175.029061794281,0.03515625,-5.7220458984375e-06,80.58995056152344,,697.0,2324,1763260235.2600079,0.579998791217804,,115456,-0.03724687173962593,0.01716461032629013
,,175.57049179077148,,,,135.0,,2329,1763260235.8014379,,135.0,115762,,
0.0004333583638072014,0.00023026113922242075,176.78963708877563,0.0,-1.0609626770019531e-05,6.96070671081543,,695.0,2339,1763260237.0205832,0.5516926646232605,,116352,-0.010546176694333553,-0.0037656771019101143
,,177.82642316818237,,,,141.0,,2348,1763260238.0573692,,141.0,116962,,
,,178.55946040153503,,,,134.0,,2354,1763260238.7904065,,134.0,117354,,
0.002381201833486557,0.0002293394791195169,179.7181899547577,0.0,-5.125999450683594e-06,6.917877674102783,,692.0,2363,1763260239.949136,0.5548975467681885,,117888,-0.025731900706887245,0.012821577489376068
,,182.57178592681885,,,,137.0,,2389,1763260242.802732,,137.0,119455,,
0.00031196605414152145,0.00022695852385368198,186.88377809524536,0.0,-4.410743713378906e-06,0.055010970681905746,,687.0,2426,1763260247.1147242,0.5035172700881958,,121856,-0.004861554130911827,-0.010222970508038998
0.009034758433699608,0.00022680491383653134,187.36327481269836,0.095703125,-6.794929504394531e-06,80.4188003540039,,686.0,2430,1763260247.5942209,0.5431461334228516,,122112,0.0007355231791734695,-0.020642345771193504
0.002543604001402855,0.00022603686375077814,189.5877764225006,0.0,-3.0994415283203125e-06,0.06417947262525558,,685.0,2449,1763260249.8187225,0.5846648216247559,,123392,0.013197844848036766,0.017717279493808746
,,191.28574419021606,,,,129.0,,2465,1763260251.5166903,,129.0,124395,,
,,194.44652485847473,,,,117.0,,2493,1763260254.677471,,117.0,126193,,
,,195.78565621376038,,,,11.0,,2506,1763260256.0166023,,11.0,126910,,
0.021685540676116943,0.0002236559084849432,196.69828748703003,0.142578125,-3.0994415283203125e-06,0.6355807781219482,,680.0,2514,1763260256.9292336,0.5103996396064758,,127360,-0.02620518207550049,-0.03970705717802048
,,196.74906015396118,,,,141.0,,2515,1763260256.9800062,,141.0,127456,,
0.00091511569917202,0.00022342549345921725,197.39320349693298,0.0,-3.6954879760742188e-06,0.07422205805778503,,680.0,2520,1763260257.6241496,0.5285769701004028,,127744,0.009356148540973663,-0.0001875702291727066
0.0004120459780097008,0.00022288785839919,198.93324041366577,0.0,-3.933906555175781e-06,7.034094333648682,,679.0,2533,1763260259.1641865,0.5385972857475281,,128640,0.004111314192414284,0.0014116959646344185
,,199.6598026752472,,,,137.0,,2540,1763260259.8907487,,137.0,129060,,
,,200.3828990459442,,,,139.0,,2547,1763260260.613845,,139.0,129481,,
,,202.76091122627258,,,,129.0,,2570,1763260262.9918573,,129.0,130795,,
0.005675711669027805,0.00022135177277959883,203.5793490409851,0.009765625,-3.814697265625e-06,6.966683387756348,,676.0,2577,1763260263.810295,0.49818286299705505,,131200,-0.027002906426787376,0.017510313540697098
0.0034364433959126472,0.00022019969765096903,207.0403609275818,0.0,-3.933906555175781e-06,6.964752197265625,,674.0,2610,1763260267.271307,0.5581643581390381,,133120,-0.028828054666519165,-0.011835469864308834
,,209.11960983276367,,,,116.0,,2630,1763260269.350556,,116.0,134334,,
,,209.7982623577118,,,,122.0,,2636,1763260270.0292084,,122.0,134692,,
,,210.97480964660645,,,,100.0,,2646,1763260271.2057557,,100.0,135379,,
0.005002964287996292,0.00021881720749661326,211.1418752670288,0.00390625,-3.337860107421875e-06,0.6263653635978699,,671.0,2647,1763260271.3728213,0.5263278484344482,,135424,-0.043316714465618134,-0.040527962148189545
,,211.1896333694458,,,,129.0,,2648,1763260271.4205794,,129.0,135508,,
0.0018996680155396461,0.00021812596241943538,213.3232171535492,0.0,-2.5033950805664062e-06,79.22492980957031,,670.0,2668,1763260273.5541632,0.5714067220687866,,136576,0.005617041140794754,-0.00453545805066824
,,214.85997343063354,,,,141.0,,2683,1763260275.0909195,,141.0,137455,,
0.0040795570239424706,0.0002174347173422575,215.43470668792725,0.009765625,-0.0011355876922607422,0.04411233961582184,,669.0,2687,1763260275.6656528,0.47874516248703003,,137728,-0.024174153804779053,-0.008014010265469551
0.0051891254261136055,0.00021735791233368218,215.66168570518494,0.00390625,-1.6689300537109375e-06,86.04446411132812,,668.0,2689,1763260275.8926318,0.5375791192054749,,137856,0.017141127958893776,0.003568880259990692
,,215.94567155838013,,,,123.0,,2692,1763260276.1766176,,123.0,137990,,
,,220.01090121269226,,,,132.0,,2732,1763260280.2418473,,132.0,140461,,
