charts/episodic_length,losses/entropy,charts/episodic_return,_step,_timestamp,charts/SPS,losses/old_approx_kl,losses/policy_loss,_runtime,global_step,losses/explained_variance,losses/approx_kl,losses/value_loss,losses/clipfrac,charts/learning_rate
,0.35401004552841187,,396,1763260083.261929,1023.0,0.001531088724732399,-0.005503565073013306,23.302473068237305,16128,0.6317496299743652,2.9042363166809082e-05,0.24513858556747437,0.0,0.00029039938817732036
99.0,,99.0,425,1763260085.1955113,,,,25.236055374145508,18188,,,,,
102.0,,102.0,441,1763260086.0690174,,,,26.109561443328857,19166,,,,,
80.0,,80.0,450,1763260086.5137663,,,,26.55431032180786,19643,,,,,
166.0,,166.0,471,1763260087.7168858,,,,27.757429838180542,20873,,,,,
,0.3475853502750397,,481,1763260088.3959925,1035.0,-0.018658000975847244,-0.007242515683174133,28.43653655052185,21632,0.013305187225341797,0.0038328729569911957,34.631134033203125,0.0078125,0.0002870967728085816
275.0,,275.0,490,1763260089.1446836,,,,29.185227632522583,22518,,,,,
132.0,,132.0,504,1763260090.0249887,,,,30.065532684326172,23459,,,,,
,0.4100850224494934,,515,1763260090.576119,1043.0,0.01954774558544159,-0.030076878145337105,30.616662979125977,24064,0.16186612844467163,0.007508625276386738,3.041840076446533,0.02734375,0.0002856374776456505
121.0,,121.0,530,1763260091.43682,,,,31.47736406326294,25035,,,,,
,0.3455846905708313,,539,1763260092.007996,1044.0,-4.960596561431885e-05,0.01919039525091648,32.048540115356445,25600,0.7056788802146912,0.001016983762383461,18.884496688842773,0.0234375,0.00028471581754274666
,0.4512578547000885,,547,1763260092.4598544,1046.0,0.0327720083296299,-0.034560561180114746,32.50039839744568,26112,0.7710071206092834,0.012045742012560368,1.8021843433380127,0.0625,0.0002844085975084454
87.0,,87.0,555,1763260092.8123934,,,,32.85293745994568,26525,,,,,
,0.3871269226074219,,559,1763260093.059705,1046.0,0.002208883874118328,-0.001063760370016098,33.10024905204773,26752,0.8293633460998535,0.004146578721702099,15.383233070373535,0.037109375,0.0002840245724655688
91.0,,91.0,568,1763260093.5361402,,,,33.57668423652649,27340,,,,,
,0.41739118099212646,,595,1763260095.034755,1050.0,-0.0005299132317304611,-0.002139844000339508,35.07529902458191,28928,0.3614557385444641,3.89590859413147e-05,0.056018467992544174,0.001953125,0.00028271888731978834
128.0,,128.0,614,1763260095.9717343,,,,36.01227831840515,30059,,,,,
78.0,,78.0,630,1763260096.7844155,,,,36.82495951652527,30918,,,,,
169.0,,169.0,636,1763260097.142014,,,,37.18255805969238,31258,,,,,
,0.4846516251564026,,640,1763260097.3581297,1054.0,0.0009285863488912582,-0.010706368833780289,37.39867377281189,31488,0.9826734066009521,0.0007679220288991928,0.21887725591659546,0.01171875,0.00028118278714828193
136.0,,136.0,650,1763260097.8362653,,,,37.8768093585968,32064,,,,,
113.0,,113.0,664,1763260098.6646643,,,,38.70520830154419,32982,,,,,
112.0,,112.0,684,1763260099.7998812,,,,39.84042525291443,34199,,,,,
88.0,,88.0,689,1763260100.0238276,,,,40.06437158584595,34447,,,,,
,0.30251994729042053,,698,1763260100.5662367,1056.0,-0.0062518008053302765,0.0041352808475494385,40.606780767440796,34944,0.7726663947105408,9.9964439868927e-05,0.3118174374103546,0.0,0.0002791090519167483
110.0,,110.0,707,1763260100.9252515,,,,40.96579551696777,35370,,,,,
128.0,,128.0,729,1763260102.1468232,,,,42.18736720085144,36724,,,,,
,0.4542078375816345,,757,1763260103.8737855,1055.0,0.011422298848628998,0.002876266837120056,43.914329528808594,38400,0.9994524121284485,0.0013115517795085907,0.1142018586397171,0.001953125,0.00027703531668521464
,0.4501107335090637,,762,1763260104.250494,1055.0,0.03406371921300888,0.014492232352495193,44.291038036346436,38784,0.9992289543151855,0.009434032253921032,0.22127553820610046,0.01953125,0.0002768049016594887
,0.44109779596328735,,767,1763260104.4947171,1055.0,0.018462667241692543,-0.03354114294052124,44.535261154174805,39040,0.9988301992416382,0.008256551809608936,0.2193419188261032,0.013671875,0.00027665129164233804
,0.42252662777900696,,775,1763260104.8942192,1054.0,0.005773067474365234,0.00340396910905838,44.93476319313049,39424,0.9816848635673523,0.0034250691533088684,20.806720733642578,0.00390625,0.0002764208766166121
147.0,,147.0,788,1763260105.6475356,,,,45.688079595565796,40198,,,,,
128.0,,128.0,797,1763260106.1600063,,,,46.20055031776428,40804,,,,,
,0.4449620246887207,,806,1763260106.7627306,1053.0,0.0011161686852574348,-0.01561681553721428,46.803274631500244,41344,0.9980933666229248,0.00343914981931448,0.2077445238828659,0.009765625,0.00027526883059181273
78.0,,78.0,863,1763260109.674777,,,,49.71532106399536,44512,,,,,
86.0,,86.0,872,1763260110.181088,,,,50.22163200378418,44985,,,,,
,0.4357471466064453,,876,1763260110.3878262,1053.0,-0.00026729516685009,0.0028756633400917053,50.428370237350464,45184,0.9306108355522156,3.272108733654022e-05,0.5585411787033081,0.0,0.0002729646803345531
254.0,,254.0,922,1763260113.1418262,,,,53.18237018585205,48234,,,,,
178.0,,178.0,930,1763260113.5993876,,,,53.63993167877197,48767,,,,,
123.0,,123.0,938,1763260114.0408852,,,,54.08142924308777,49249,,,,,
,0.47803881764411926,,941,1763260114.2843966,1056.0,-0.006333684548735619,-0.0025702081620693207,54.32494068145752,49408,0.8341810703277588,0.0017968658357858658,3.901840925216675,0.00390625,0.00027043011505156755
,0.5701305866241455,,942,1763260114.3958082,1056.0,0.014392676763236523,-0.06550855934619904,54.436352252960205,49536,0.9892783761024475,0.005851275287568569,0.4270171523094177,0.00390625,0.00027035331004299223
97.0,,97.0,948,1763260114.638979,,,,54.67952299118042,49831,,,,,
91.0,,91.0,974,1763260115.9693098,,,,56.00985383987427,51325,,,,,
66.0,,66.0,980,1763260116.176294,,,,56.216838121414185,51491,,,,,
60.0,,60.0,985,1763260116.4101646,,,,56.450708627700806,51656,,,,,
57.0,,57.0,995,1763260116.661788,,,,56.70233201980591,51919,,,,,
60.0,,60.0,997,1763260116.7531352,,,,56.79367923736572,51979,,,,,
13.0,,13.0,1015,1763260117.306233,,,,57.34677696228027,52615,,,,,
62.0,,62.0,1031,1763260118.062824,,,,58.103368043899536,53443,,,,,
,0.45857366919517517,,1050,1763260118.9600272,1057.0,0.028920259326696396,-0.07238486409187317,59.00057125091553,54400,0.7983630895614624,0.03681643679738045,0.019870586693286896,0.203125,0.00026743471971713006
,0.4834839105606079,,1053,1763260119.075743,1057.0,-0.0013038041070103645,0.0020073186606168747,59.11628699302673,54528,0.0010360479354858398,0.001151486299932003,99.3227767944336,0.00390625,0.00026735791470855474
17.0,,17.0,1058,1763260119.3010616,,,,59.34160566329956,54822,,,,,
325.0,,325.0,1083,1763260120.9463327,,,,60.98687672615051,56655,,,,,
,0.4675462245941162,,1091,1763260121.5743673,1060.0,0.026860402897000313,0.019299369305372238,61.61491131782532,57344,0.015727639198303223,0.005132319405674934,0.7115800380706787,0.091796875,0.0002656682045198977
,0.39575448632240295,,1106,1763260122.938003,1062.0,-0.021463647484779358,-0.011218100786209106,62.97854709625244,58880,0.9465562105178833,0.06227440387010574,0.0027473371010273695,0.1510416716337204,0.00026474654441699386
,0.2931567430496216,,1118,1763260123.8440475,1063.0,-0.005769599229097366,-9.6907839179039e-05,63.884591579437256,59904,0.024917960166931152,0.007101334631443024,8.765036582946777,0.056640625,0.0002641321043483913
,0.41513895988464355,,1125,1763260124.4028857,1064.0,0.01737387105822563,0.0023612137883901596,64.44342970848083,60544,0.039192020893096924,0.002897815778851509,0.030422840267419815,0.015625,0.0002637480793055147
201.0,,201.0,1133,1763260124.8912091,,,,64.93175315856934,61096,,,,,
236.0,,236.0,1145,1763260125.6839712,,,,65.72451519966125,62016,,,,,
162.0,,162.0,1164,1763260126.8428514,,,,66.8833954334259,63344,,,,,
,0.34050342440605164,,1165,1763260126.959467,1065.0,-0.005566845647990704,0.0015523433685302734,67.00001096725464,63360,0.10923445224761963,0.00017634127289056778,0.7290483713150024,0.0,0.00026205836911685765
,0.31134313344955444,,1172,1763260127.3046098,1065.0,0.05082779377698898,-0.017630890011787415,67.34515380859375,63744,0.05655336380004883,0.008071488700807095,108.72771453857422,0.0234375,0.0002618279540911317
18.0,,18.0,1181,1763260127.7757604,,,,67.81630444526672,64307,,,,,
136.0,,136.0,1186,1763260127.9168994,,,,67.95744347572327,64501,,,,,
22.0,,22.0,1197,1763260128.5201163,,,,68.56066036224365,65087,,,,,
,0.35366174578666687,,1213,1763260129.4523413,1066.0,-0.022149616852402687,-0.0028791334480047226,69.49288535118103,66048,0.24382007122039795,0.001871229149401188,8.210596084594727,0.0,0.0002604454639367759
,0.3795926570892334,,1215,1763260129.5661674,1066.0,0.025539176538586617,-0.02203175611793995,69.60671138763428,66176,0.24177569150924683,0.008081543259322643,0.056266285479068756,0.025390625,0.0002603686589282006
162.0,,162.0,1226,1763260130.2791088,,,,70.31965279579163,66951,,,,,
155.0,,155.0,1230,1763260130.52279,,,,70.5633339881897,67259,,,,,
160.0,,160.0,1234,1763260130.7676136,,,,70.80815768241882,67574,,,,,
,0.33486562967300415,,1245,1763260131.5605114,1067.0,-0.014642110094428062,-0.008161433972418308,71.60105538368225,68352,0.39294499158859253,0.0013162698596715927,0.001142316497862339,0.001953125,0.00025906297378242016
,0.4111379384994507,,1254,1763260132.120869,1067.0,0.01760326884686947,-0.032625213265419006,72.16141295433044,68992,0.4550042748451233,0.005188988521695137,0.6005016565322876,0.0078125,0.00025867894873954356
,0.28735899925231934,,1271,1763260133.3184042,1067.0,0.00016422942280769348,-0.0010650940239429474,73.35894823074341,70272,0.5245341658592224,0.00019833631813526154,0.0016069213161244988,0.0,0.00025791089865379035
,0.29619747400283813,,1299,1763260136.1946044,1054.0,-0.02781013958156109,-0.03897824138402939,76.2351484298706,72448,0.6634436845779419,0.011828216724097729,6.2740373611450195,0.044921875,0.0002566052135080099
278.0,,278.0,1339,1763260141.5143833,,,,81.55492734909058,75640,,,,,
,0.31603386998176575,,1340,1763260141.76511,1018.0,-0.0416187085211277,-0.03381224721670151,81.80565404891968,75648,0.5972568988800049,0.037688594311475754,0.017593491822481155,0.142578125,0.0002546850882936269
,0.2374502718448639,,1363,1763260146.1232948,989.0,-0.008787805214524269,-0.009735680185258389,86.1638388633728,77824,0.65373295545578,0.0016051754355430603,87.56131744384766,0.04296875,0.00025337940314784646
,0.30945566296577454,,1365,1763260146.5512807,987.0,0.14100085198879242,-0.04028581827878952,86.59182476997375,78080,0.9988079071044922,0.052149735391139984,0.006944121792912483,0.1640625,0.0002532257931306958
,0.2868726849555969,,1370,1763260147.3406396,984.0,-0.00016774330288171768,-0.005485406145453453,87.38118362426758,78592,0.9976133108139038,0.00021822843700647354,0.0009264410473406315,0.0,0.00025291857309639454
,0.21387028694152832,,1380,1763260148.9045794,978.0,0.046847932040691376,-0.036296408623456955,88.94512343406677,79616,0.989976167678833,0.01314239576458931,0.0016050420235842466,0.095703125,0.000252304133027792
,0.2470187097787857,,1381,1763260149.0749035,977.0,-0.010675841942429543,0.009008869528770447,89.11544752120972,79744,0.6487888097763062,0.0024067815393209457,0.0013790378579869866,0.009765625,0.00025222732801921666
,0.2457369565963745,,1388,1763260150.0498478,973.0,-0.0013151559978723526,0.005583671852946281,90.09039187431335,80384,0.027953267097473145,0.00030741095542907715,0.09165897965431213,0.0,0.0002518433320801705
,0.13994577527046204,,1395,1763260151.1762366,969.0,-0.005225322209298611,0.0029726624488830566,91.21678066253662,81152,0.9639177918434143,0.0002626897767186165,0.0006975881406106055,0.0,0.0002513825020287186
,0.18350857496261597,,1399,1763260151.758251,967.0,0.020823566243052483,-0.015901990234851837,91.7987949848175,81536,0.9880126714706421,0.011337817646563053,0.0007514747558161616,0.015625,0.00025115208700299263
,0.24513068795204163,,1405,1763260152.6816962,964.0,0.028924062848091125,-0.0374649353325367,92.72224020957947,82176,0.9824767708778381,0.004421314224600792,0.003013422479853034,0.02734375,0.00025076806196011603
,0.11917711794376373,,1432,1763260156.7290106,951.0,-0.0011548008769750595,-0.0008890945464372635,96.76955461502075,84864,0.01605522632598877,0.0006289221346378326,1.1013959646224976,0.009765625,0.0002491551567800343
,0.2195282131433487,,1433,1763260156.8979535,950.0,-0.0032174866646528244,0.04616164043545723,96.93849754333496,84992,0.9788582921028137,0.014246001839637756,0.0010578392539173365,0.037109375,0.000249078351771459
500.0,,500.0,1455,1763260160.2249556,,,,100.26549959182739,87279,,,,,
,0.20352128148078918,,1456,1763260160.3813148,939.0,0.011725040152668953,-0.03441719710826874,100.42185878753662,87296,0.017064332962036133,0.00358409620821476,0.10555586963891983,0.00390625,0.0002476958616171032
,0.19139046967029572,,1457,1763260160.564485,939.0,0.006077338010072708,-0.002696424722671509,100.60502910614014,87424,0.9685357213020325,0.0031348876655101776,0.0008239716407842934,0.025390625,0.0002476190566085279
500.0,,500.0,1514,1763260169.327803,,,,109.36834692955017,93279,,,,,
,0.18024630844593048,,1521,1763260170.4210536,912.0,0.043783169239759445,-0.029227247461676598,110.46159768104553,93952,0.9533088803291321,0.020110467448830605,0.00046117661986500025,0.048828125,0.00024370200117118657
,0.1084640771150589,,1525,1763260170.9799047,911.0,-0.0033086594194173813,0.000229615718126297,111.02044868469238,94336,0.012440800666809082,6.974861025810242e-05,12.230472564697266,0.00390625,0.0002434715861454606
,0.12258698046207428,,1527,1763260171.3240817,911.0,-0.01959354057908058,0.023902256041765213,111.36462569236755,94592,0.8667947053909302,0.001548895612359047,0.0014626911142840981,0.015625,0.00024331797612830997
500.0,,500.0,1529,1763260171.5456445,,,,111.5861885547638,94779,,,,,
500.0,,500.0,1534,1763260172.2648091,,,,112.30535316467285,95279,,,,,
,0.23206278681755066,,1536,1763260172.608783,908.0,0.005232539027929306,0.00907481461763382,112.64932703971863,95488,0.9730831980705261,0.005803398787975311,0.0008736907038837671,0.05078125,0.00024278034106828272
,0.249624103307724,,1543,1763260173.5940635,907.0,0.00777177419513464,-0.009370103478431702,113.63460755348206,96256,-1.895946979522705,0.0026599373668432236,0.001364113879390061,0.021484375,0.0002423195110168308
,0.18957801163196564,,1545,1763260173.791984,906.0,-0.0283429604023695,0.012287750840187073,113.83252811431885,96384,0.027836143970489502,0.01244000531733036,0.015460914000868797,0.03125,0.00024224270600825548
,0.1460370421409607,,1546,1763260173.9553003,906.0,0.003204561769962311,-0.000304199755191803,113.99584436416626,96512,0.9676192402839661,0.0009446293115615845,0.0010870457626879215,0.009765625,0.00024216590099968016
500.0,,500.0,1558,1763260175.620245,,,,115.66078901290894,97779,,,,,
,0.22008489072322845,,1559,1763260175.7949595,903.0,0.007221998646855354,0.03853288292884827,115.83550357818604,97792,0.014490783214569092,0.0015486553311347961,12.180647850036621,0.001953125,0.00024139785091392696
500.0,,500.0,1563,1763260176.3664374,,,,116.40698146820068,98279,,,,,
,0.18840020895004272,,1566,1763260176.8876073,901.0,0.11868257820606232,-0.07111427187919617,116.92815136909485,98560,0.9564130902290344,0.07277578115463257,0.0020283397752791643,0.140625,0.00024093702086247504
500.0,,500.0,1588,1763260180.400581,,,,120.44112491607666,100779,,,,,
,0.07432246208190918,,1589,1763260180.6066096,891.0,0.0009243804961442947,-0.0004345700144767761,120.64715361595154,100864,0.039724111557006836,0.00020109489560127258,0.030389728024601936,0.013671875,0.00023955453070811927
,0.2229548692703247,,1597,1763260182.1649888,887.0,0.09816163033246994,-0.06610813736915588,122.20553278923035,101760,0.45277291536331177,0.03286565840244293,0.0021782771218568087,0.1484375,0.00023901689564809203
500.0,,500.0,1607,1763260183.941435,,,,123.98197913169861,102779,,,,,
,0.17544059455394745,,1609,1763260184.3631973,880.0,-0.0032683778554201126,0.03067784011363983,124.4037413597107,102912,0.9885352253913879,0.0036581456661224365,0.00012379768304526806,0.01171875,0.00023832565057091415
,0.22536394000053406,,1610,1763260184.5886703,880.0,0.013026989065110683,0.010778352618217468,124.6292142868042,103040,0.9742812514305115,0.00969495065510273,0.0007366146892309189,0.02734375,0.00023824884556233883
,0.1572384387254715,,1626,1763260187.305697,873.0,0.014935759827494621,-0.02434469759464264,127.34624099731445,104704,-0.08368039131164551,0.004434740170836449,0.0008734511211514473,0.0703125,0.00023725038045085967
,0.20081187784671783,,1638,1763260189.1362863,870.0,0.05548586696386337,-0.027861565351486206,129.17683029174805,105856,0.023620188236236572,0.01052076369524002,12.48104476928711,0.01953125,0.00023655913537368178
,0.21915535628795624,,1687,1763260196.2723691,860.0,0.01391302328556776,-0.005188077688217163,136.31291317939758,110848,0.016033530235290527,0.0022665532305836678,12.598505020141602,0.0078125,0.00023356375459115952
,0.1147313341498375,,1732,1763260202.8078039,853.0,-0.01577085442841053,0.014692384749650955,142.84834790229797,115456,0.9696456789970398,0.011918876320123672,0.0007116696215234697,0.08203125,0.000230798774282448
500.0,,500.0,1745,1763260204.6871738,,,,144.72771787643433,116779,,,,,
,0.16786964237689972,,1753,1763260205.9223614,849.0,0.028797052800655365,-0.03702927753329277,145.9629054069519,117632,0.6972303986549377,0.007576562464237213,0.0014223279431462288,0.0703125,0.00022949308913666755
,0.16009216010570526,,1754,1763260206.1040742,849.0,0.007281330414116383,-0.012699220329523087,146.14461827278137,117760,0.2499668002128601,0.0008839210495352745,0.0016099089989438653,0.0,0.00022941628412809223
,0.244996577501297,,1765,1763260207.6311686,847.0,0.0007156273350119591,-0.0002539530396461487,147.67171263694763,118784,0.002962946891784668,0.0032909726724028587,142.70278930664062,0.001953125,0.00022880184405948967
,0.3197130560874939,,1768,1763260208.1604917,847.0,0.016553044319152832,-0.009161755442619324,148.20103573799133,119168,-0.885745644569397,0.016549205407500267,0.001667342847213149,0.083984375,0.0002285714290337637
,0.21627959609031677,,1777,1763260209.473639,845.0,-0.01718728058040142,0.01633046567440033,149.5141830444336,120064,0.6825083494186401,0.021571988239884377,0.0017688440857455134,0.142578125,0.00022803379397373646
500.0,,500.0,1818,1763260215.432944,,,,155.47348809242249,124279,,,,,
500.0,,500.0,1823,1763260216.160079,,,,156.2006230354309,124779,,,,,
,0.16922469437122345,,1851,1763260220.5390363,833.0,0.011037161573767662,-0.01658976450562477,160.57958030700684,127616,0.9438992142677307,0.0015914887189865112,0.0012020845897495747,0.00390625,0.00022350229846779257
,0.18244415521621704,,1856,1763260221.3062088,833.0,-0.010960164479911327,0.013280728831887245,161.34675288200378,128128,0.7499468326568604,0.002544238232076168,0.002343906322494149,0.0390625,0.0002231950784334913
,0.26803046464920044,,1868,1763260222.9954042,831.0,0.050395287573337555,-0.05547557771205902,163.03594827651978,129280,0.0025871992111206055,0.015452295541763306,0.029710954055190086,0.130859375,0.0002225038333563134
,0.2552851438522339,,1873,1763260223.7404938,830.0,0.019990216940641403,0.0018291380256414413,163.7810378074646,129792,0.024577558040618896,0.0053520193323493,1.1234068870544434,0.0546875,0.00022219661332201213
500.0,,500.0,1877,1763260224.3182735,,,,164.35881757736206,130279,,,,,
,0.25565266609191895,,1886,1763260225.746422,829.0,-0.00783790647983551,0.010066680610179901,165.78696608543396,131200,0.1824197769165039,0.004545861855149269,0.0016518558841198683,0.052734375,0.00022135177277959883
,0.205147385597229,,1903,1763260228.1394763,827.0,0.0034976257011294365,-0.0022564325481653214,168.18002033233643,132864,0.11279696226119995,9.695533663034439e-05,0.008802123367786407,0.0,0.00022035330766811967
,0.28573015332221985,,1906,1763260228.653144,826.0,0.14369317889213562,-0.07482495903968811,168.693687915802,133248,0.984808623790741,0.03043590486049652,0.002766562160104513,0.09375,0.0002201228926423937
,0.21323832869529724,,1918,1763260230.3168206,825.0,0.010065654292702675,0.014040354639291763,170.35736465454102,134400,0.14269030094146729,0.0012022368609905243,11.441229820251465,0.001953125,0.00021943164756521583
,0.19291196763515472,,1920,1763260230.651922,825.0,0.12839064002037048,-0.053109243512153625,170.6924660205841,134656,0.7343448400497437,0.05208814889192581,0.005020017735660076,0.1354166716337204,0.00021927803754806519
,0.2507658898830414,,1945,1763260234.254649,822.0,0.08423211425542831,-0.03799554333090782,174.29519295692444,137216,0.3169481158256531,0.0306878462433815,0.001181172439828515,0.1223958358168602,0.00021774193737655878
,0.190655916929245,,1959,1763260236.2256117,821.0,0.06982998549938202,-0.050246868282556534,176.26615571975708,138624,0.9720361828804016,0.04567902535200119,0.0016633529448881745,0.1302083283662796,0.00021689708228223026
,0.23782598972320557,,1973,1763260238.1938674,820.0,0.0911034494638443,-0.07021398097276688,178.2344114780426,140032,0.9950909614562988,0.02774609811604023,0.0008027615258470178,0.076171875,0.00021605222718790174
500.0,,500.0,1985,1763260239.8353667,,,,179.87591075897217,141279,,,,,
,0.31099262833595276,,1991,1763260240.6549854,819.0,0.0035116104409098625,0.007504608482122421,180.69552946090698,141824,0.06921929121017456,0.008416014723479748,0.005993925966322422,0.021484375,0.00021497695706784725
,0.21644100546836853,,2002,1763260242.1884208,818.0,0.015878217294812202,-0.03433786705136299,182.22896480560303,142976,0.9993987083435059,0.01943339593708515,0.0001372621045447886,0.08984375,0.00021428571199066937
,0.29821154475212097,,2007,1763260242.8694444,818.0,0.021821124479174614,-0.06631448119878769,182.9099884033203,143488,0.9949564933776855,0.0462707094848156,0.0017757242312654853,0.1302083283662796,0.0002139784919563681
,0.11661441624164581,,2016,1763260244.0823562,817.0,0.01704508438706398,0.002452544867992401,184.12290024757385,144384,0.06274646520614624,0.0022952109575271606,1.0480223894119263,0.01171875,0.00021344085689634085
,0.18198786675930023,,2019,1763260244.5855408,817.0,0.012381096370518208,-0.011766545474529266,184.6260848045349,144768,0.9577345848083496,0.005025737918913364,0.00046147475950419903,0.06640625,0.00021321044187061489
500.0,,500.0,2024,1763260245.1904826,,,,185.2310266494751,145279,,,,,
,0.23869244754314423,,2027,1763260245.6537657,816.0,0.0016808398067951202,-0.0026704929769039154,185.6943097114563,145536,0.9872614145278931,0.0006540268659591675,0.0005273359711281955,0.0,0.00021274961181916296
500.0,,500.0,2029,1763260245.8592088,,,,185.8997528553009,145779,,,,,
500.0,,500.0,2034,1763260246.5262914,,,,186.56683540344238,146279,,,,,
,0.21797135472297668,,2045,1763260248.0263278,816.0,-0.00674672145396471,-0.03591044247150421,188.06687188148499,147328,0.13408374786376953,0.004614514298737049,11.827829360961914,0.013671875,0.00021167434169910848
,0.1526176631450653,,2051,1763260248.8604372,815.0,0.00693171750754118,-0.010753226466476917,188.90098118782043,147968,0.9979129433631897,0.0006870729848742485,0.0003714161866810173,0.0078125,0.00021129031665623188
,0.1066424772143364,,2052,1763260249.0240614,815.0,-0.0010092463344335556,-0.008558772504329681,189.06460547447205,148096,0.9907495379447937,0.00042283348739147186,0.00033522763988003135,0.0234375,0.00021121351164765656
,0.17466895282268524,,2070,1763260251.4593163,814.0,-0.0021728752180933952,-0.00017967075109481812,191.49986028671265,149888,0.07717001438140869,0.0021209316328167915,12.220484733581543,0.005859375,0.0002101382560795173
,0.24789264798164368,,2076,1763260252.2816725,814.0,0.0015572207048535347,-0.00039036013185977936,192.3222165107727,150528,0.9949426651000977,0.0005578910931944847,0.0002605415938887745,0.0,0.0002097542310366407
500.0,,500.0,2093,1763260254.5114403,,,,194.55198431015015,152279,,,,,
,0.17422570288181305,,2094,1763260254.6500156,813.0,0.007269592024385929,0.003895128145813942,194.6905596256256,152320,0.027131617069244385,0.006352818571031094,12.59730339050293,0.06640625,0.00020867896091658622
,0.22457262873649597,,2117,1763260257.7569232,813.0,0.019198404625058174,-0.015397652983665466,197.7974672317505,154752,0.6824365258216858,0.00378543883562088,0.00046497321454808116,0.00390625,0.00020721966575365514
