_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,6.944434881210327,0,1763260067.179014,,,,,,,,,,,
7,7.893099308013916,162,1763260068.1276784,34.0,34.0,,,,,,,,,
33,8.403944730758667,649,1763260068.6385238,9.0,9.0,,,,,,,,,
41,8.532294511795044,768,1763260068.7668736,,,0.000445815734565258,0.6712168455123901,-0.0028724661096930504,0.0,-0.014380782842636108,0.6855036020278931,0.0002996159892063588,985.0,0.7443265914916992
47,8.657524347305298,896,1763260068.8921034,,,0.0011817216873168945,0.4825155735015869,0.017331309616565704,0.0,-0.019387422129511833,0.6816521883010864,0.00029953918419778347,990.0,0.6752215623855591
64,8.930408954620361,1190,1763260069.164988,21.0,21.0,,,,,,,,,
74,9.091158628463745,1407,1763260069.3257377,16.0,16.0,,,,,,,,,
77,9.204741716384888,1526,1763260069.4393208,93.0,93.0,,,,,,,,,
88,9.466203927993774,1731,1763260069.700783,32.0,32.0,,,,,,,,,
102,9.70922589302063,1974,1763260069.943805,23.0,23.0,,,,,,,,,
104,9.72420597076416,2007,1763260069.958785,14.0,14.0,,,,,,,,,
133,10.211615085601807,2491,1763260070.4461942,27.0,27.0,,,,,,,,,
147,10.508098125457764,2784,1763260070.7426772,21.0,21.0,,,,,,,,,
149,10.590158700942993,2816,1763260070.8247378,,,0.0024591414257884026,0.035900235176086426,0.023966241627931595,0.0,0.01509135216474533,0.5844302177429199,0.00029838710906915367,992.0,1.1016442775726318
150,10.59250807762146,2819,1763260070.8270872,16.0,16.0,,,,,,,,,
155,10.63857650756836,2931,1763260070.8731556,34.0,34.0,,,,,,,,,
157,10.718827724456787,2956,1763260070.9534068,25.0,25.0,,,,,,,,,
195,11.622334480285645,3911,1763260071.8569136,26.0,26.0,,,,,,,,,
203,11.875736713409424,4223,1763260072.1103158,50.0,50.0,,,,,,,,,
213,12.225198745727539,4596,1763260072.4597778,59.0,59.0,,,,,,,,,
217,12.42966079711914,4778,1763260072.66424,83.0,83.0,,,,,,,,,
228,12.925767183303833,5322,1763260073.1603463,49.0,49.0,,,,,,,,,
233,13.058988571166992,5492,1763260073.2935677,50.0,50.0,,,,,,,,,
251,13.762720346450806,6221,1763260073.9972994,57.0,57.0,,,,,,,,,
259,14.00117540359497,6487,1763260074.2357545,66.0,66.0,,,,,,,,,
265,14.210763931274414,6672,1763260074.445343,67.0,67.0,,,,,,,,,
273,14.45846700668335,6941,1763260074.693046,40.0,40.0,,,,,,,,,
274,14.480666637420654,6999,1763260074.7152457,58.0,58.0,,,,,,,,,
292,15.121511220932007,7552,1763260075.3560903,,,9.47713851928711e-06,0.20788997411727905,-0.00018756091594696045,0.0,0.00019636750221252441,0.45386970043182373,0.0002955453237518668,1024.0,4.005483627319336
327,16.095219135284424,8584,1763260076.3297982,31.0,31.0,,,,,,,,,
330,16.20709753036499,8704,1763260076.4416766,,,0.00040289945900440216,0.8726787567138672,-0.009265970438718796,0.0,-0.010277459397912025,0.4859013855457306,0.00029485407867468894,1029.0,0.6686563491821289
332,16.24292302131653,8797,1763260076.477502,54.0,54.0,,,,,,,,,
337,16.451805114746094,8981,1763260076.6863842,71.0,71.0,,,,,,,,,
340,16.55958366394043,9088,1763260076.7941628,,,0.004113044589757919,0.9082019329071045,-0.010511120781302452,0.015625,-0.010747984051704407,0.4132564067840576,0.000294623663648963,1031.0,0.23780545592308044
370,18.07000184059143,10279,1763260078.304581,57.0,57.0,,,,,,,,,
396,19.30263900756836,11399,1763260079.537218,57.0,57.0,,,,,,,,,
425,20.39331293106079,12397,1763260080.627892,51.0,51.0,,,,,,,,,
441,21.011945009231567,13001,1763260081.246524,49.0,49.0,,,,,,,,,
450,21.26977300643921,13311,1763260081.504352,45.0,45.0,,,,,,,,,
471,22.114604949951172,14080,1763260082.349184,,,5.7091936469078064e-05,0.982302725315094,-0.0015717651695013046,0.0,0.0030187442898750305,0.2923732399940491,0.0002916282683145255,980.0,0.2772800922393799
481,22.518067598342896,14464,1763260082.7526467,,,0.0002146819606423378,0.9855233430862427,0.0018004616722464561,0.0,-0.005864281207323074,0.36377978324890137,0.0002913978532887995,979.0,0.49746978282928467
490,22.810307025909424,14840,1763260083.044886,74.0,74.0,,,,,,,,,
504,23.356071710586548,15382,1763260083.5906508,50.0,50.0,,,,,,,,,
515,23.872042179107666,15872,1763260084.1066213,,,0.00016870535910129547,0.9891786575317383,-0.001140408217906952,0.0,-0.004549473524093628,0.41191500425338745,0.000290552998194471,984.0,0.4342111349105835
530,24.382437705993652,16496,1763260084.6170168,52.0,52.0,,,,,,,,,
