charts/SPS,_runtime,charts/episodic_return,_timestamp,losses/old_approx_kl,charts/episodic_length,losses/explained_variance,losses/approx_kl,losses/entropy,charts/learning_rate,losses/policy_loss,global_step,_step,losses/value_loss,losses/clipfrac
,51.80123257637024,196.0,1763260072.9774106,,196.0,,,,,,23740,396,,
,54.257447719573975,162.0,1763260075.4336257,,162.0,,,,,,26032,425,,
,55.592164754867554,258.0,1763260076.7683427,,258.0,,,,,,27353,441,,
910.0,56.31066417694092,,1763260077.4868422,0.0035190116614103317,,0.1875389814376831,0.0043014222756028175,0.5703139305114746,0.0002832565223798156,-0.001560170203447342,28032,450,71.84149932861328,0.01171875
,57.99234485626221,186.0,1763260079.1685228,,186.0,,,,,,29512,471,,
907.0,58.812846422195435,,1763260079.9890244,0.0005620662122964859,,0.9039353728294373,6.871297955513e-05,0.5191023945808411,0.00028195083723403513,0.0011367760598659515,30208,481,10.747126579284668,0.0
907.0,59.654035568237305,,1763260080.8302135,0.006877186708152294,,0.9952534437179565,0.0012536002323031425,0.6037377715110779,0.0002814900071825832,0.0055939145386219025,30976,490,2.3602850437164307,0.0
,60.985825061798096,239.0,1763260082.162003,,239.0,,,,,,31945,504,,
893.0,62.05280780792236,,1763260083.2289858,-0.00063275545835495,,0.9818375110626221,0.00026841089129447937,0.5813165307044983,0.00028049154207110405,-0.004939708858728409,32640,515,4.348255634307861,0.0
,63.4474995136261,183.0,1763260084.6236775,,183.0,,,,,,33735,530,,
,64.43309378623962,268.0,1763260085.6092718,,268.0,,,,,,34519,539,,
879.0,65.56887698173523,,1763260086.745055,0.000505826435983181,,0.42024266719818115,4.5942142605781555e-06,0.6235470175743103,0.00027895544189959764,0.0002378895878791809,35200,547,5.459224700927734,0.0
870.0,66.69850516319275,,1763260087.8746831,-0.0013363147154450417,,0.29901790618896484,2.0497478544712067e-05,0.5686091780662537,0.00027857141685672104,4.9211084842681885e-06,35840,555,3.352846384048462,0.0
,67.18623065948486,308.0,1763260088.3624086,,308.0,,,,,,36165,559,,
858.0,68.64424252510071,,1763260089.8204205,-0.0007748883217573166,,0.4340876340866089,0.0001909211277961731,0.5919604301452637,0.00027788017177954316,-0.0032031089067459106,36992,568,2.642498731613159,0.0
830.0,72.53945279121399,,1763260093.7156308,-0.0010640965774655342,,-0.09318852424621582,5.273427814245224e-05,0.618222713470459,0.00027665129164233804,-0.0006267726421356201,39040,595,2.2315587997436523,0.0
815.0,75.15443778038025,,1763260096.3306158,0.0018333299085497856,,0.6667128801345825,0.0009309323504567146,0.5763638615608215,0.00027580646565183997,0.011399518698453903,40448,612,35.44957733154297,0.0
,75.46922755241394,221.0,1763260096.6454055,,221.0,,,,,,40665,614,,
,78.52139472961426,130.0,1763260099.6975727,,130.0,,,,,,41734,630,,
,79.53053069114685,177.0,1763260100.7067087,,177.0,,,,,,42160,636,,
775.0,80.13579368591309,,1763260101.3119717,0.002446874976158142,,0.3225588798522949,1.0835006833076477e-05,0.5090079307556152,0.00027465439052321017,0.0002061072736978531,42368,640,184.6890869140625,0.0
769.0,81.44910192489624,,1763260102.62528,0.0031170593574643135,,0.46237170696258545,0.0010140435770154,0.5199377536773682,0.00027427036548033357,-0.00318070687353611,43008,650,61.359397888183594,0.0
759.0,83.34687638282776,,1763260104.5230544,0.001180059276521206,,0.9914634823799133,0.0005088308826088905,0.5389806032180786,0.0002737327304203063,0.001586906611919403,43904,664,0.2591192424297333,0.0
747.0,86.70211982727051,,1763260107.8782978,-0.0040518129244446754,,0.3276318907737732,0.0004459293559193611,0.5738915205001831,0.00027265746030025184,-0.009922653436660767,45696,684,66.85853576660156,0.0
744.0,87.58903288841248,,1763260108.7652109,0.004734642803668976,,0.8993191123008728,0.0001729615032672882,0.5594311952590942,0.00027235024026595056,-0.0026365406811237335,46208,689,3.0851330757141113,0.0
739.0,89.20099091529846,,1763260110.377169,0.013353867456316948,,0.7535515427589417,0.002223352901637554,0.5725306272506714,0.0002718126052059233,-0.0059542544186115265,47104,698,6.159481525421143,0.0
737.0,89.88428974151611,,1763260111.0604677,-0.004761744290590286,,0.7062494158744812,0.0003160964697599411,0.5563579797744751,0.00027158219018019736,-0.00332670658826828,47488,702,3.5999042987823486,0.0
