losses/old_approx_kl,global_step,charts/learning_rate,losses/clipfrac,_timestamp,losses/policy_loss,_step,charts/SPS,charts/episodic_return,_runtime,losses/value_loss,charts/episodic_length,losses/explained_variance,losses/entropy,losses/approx_kl
0.004422017373144627,162688,0.00020245775522198528,0.009765625,1763260306.9913409,-0.0038549453020095825,1856,626.0,,285.85141587257385,4.129617445869371e-05,,0.3048206567764282,0.45489710569381714,0.003449118696153164
,163894,,,1763260308.3079207,,1868,,500.0,287.16799569129944,,500.0,,,
,164394,,,1763260308.8885758,,1873,,500.0,287.74865078926086,,500.0,,,
-0.0076386891305446625,164864,0.00020115207007620484,0.0,1763260309.4329436,-0.002779267728328705,1877,628.0,,288.29301857948303,0.0002485326840542257,,-0.48973846435546875,0.475923091173172,0.000228123739361763
0.0015286114066839218,165760,0.0002006144350161776,0.0,1763260310.525284,-0.0031026452779769897,1886,629.0,,289.3853590488434,0.0004432271234691143,,-0.07080233097076416,0.4459710419178009,9.276159107685089e-05
0.001840502955019474,166656,0.00020007679995615035,0.0,1763260311.634687,0.004442282021045685,1895,630.0,,290.49476194381714,0.0001423632784280926,,0.447493314743042,0.488683819770813,0.0002884203568100929
0.008896701969206333,167424,0.00019961596990469843,0.0,1763260312.5129826,-0.0007790327072143555,1903,631.0,,291.37305760383606,250.01031494140625,,0.00043129920959472656,0.4637901782989502,0.0007158396765589714
0.005203867331147194,167808,0.00019938555487897247,0.0,1763260312.896363,-0.006388962268829346,1906,631.0,,291.7564380168915,7.653818465769291e-05,,0.11518621444702148,0.42424333095550537,0.0012297406792640686
0.00036964844912290573,168960,0.0001986943098017946,0.0,1763260314.2636552,-0.008716244250535965,1918,632.0,,293.1237301826477,62.608154296875,,0.00010651350021362305,0.5128215551376343,0.0007827179506421089
0.010341010056436062,169216,0.00019854069978464395,0.0,1763260314.5225716,-0.0046944450587034225,1920,632.0,,293.38264656066895,4.055574754602276e-05,,0.1726694107055664,0.48544424772262573,0.00018741656094789505
0.0009668711572885513,171776,0.00019700461416505277,0.0,1763260317.7891643,0.00046017207205295563,1945,634.0,,296.6492393016815,9.680762013886124e-05,,0.0018633604049682617,0.5032000541687012,1.7860904335975647e-05
-0.0094757080078125,173184,0.00019615975907072425,0.015625,1763260320.0678868,-0.020247209817171097,1959,634.0,,298.92796182632446,0.0002394567709416151,,-0.03433525562286377,0.5072427988052368,0.006588487885892391
-0.003786974586546421,174592,0.00019531490397639573,0.0,1763260322.3214507,-0.00033561140298843384,1973,634.0,,301.1815257072449,0.006146755535155535,,0.3154788017272949,0.5174592137336731,0.0013437150046229362
-0.010402520187199116,175872,0.00019454685389064252,0.0078125,1763260324.373306,-0.016647517681121826,1985,634.0,,303.2333810329437,0.00011315460869809613,,-1.112455129623413,0.5214243531227112,0.005078927613794804
,176394,,,1763260325.218113,,1991,,500.0,304.0781879425049,,500.0,,,
0.000730668194591999,177536,0.00019354838877916336,0.0,1763260326.8841002,-0.002084992825984955,2002,634.0,,305.74417519569397,0.005686766002327204,,-2.614593744277954,0.4885229468345642,8.322764188051224e-05
-0.0008367914706468582,178048,0.00019324116874486208,0.0,1763260327.4123878,5.995389074087143e-05,2007,635.0,,306.27246284484863,0.005205430090427399,,-0.4144352674484253,0.542482316493988,3.709085285663605e-05
0.004533759318292141,178944,0.00019270353368483484,0.0,1763260328.5049012,0.0037685278803110123,2016,636.0,,307.36497616767883,138.41647338867188,,5.733966827392578e-05,0.48708024621009827,0.0011314181610941887
-0.016112051904201508,179328,0.00019247311865910888,0.00390625,1763260329.091944,-0.004112333059310913,2019,636.0,,307.95201897621155,0.00016624518320895731,,0.015974581241607666,0.5336561799049377,0.0023919669911265373
-0.009460791945457458,179840,0.0001921658986248076,0.015625,1763260329.8624766,-0.010954845696687698,2024,636.0,,308.7225515842438,0.0001924695388879627,,-0.2942456007003784,0.4619957208633423,0.0027595721185207367
-0.004007953219115734,180096,0.00019201228860765696,0.0,1763260330.2650063,0.005686711519956589,2027,636.0,,309.1250813007355,0.0031855732668191195,,-0.31000566482543945,0.5620928406715393,0.00033446867018938065
,180347,,,1763260330.5049849,,2029,,500.0,309.3650598526001,,500.0,,,
,180847,,,1763260331.2252135,,2034,,500.0,310.0852885246277,,500.0,,,
-0.006771928630769253,181888,0.00019093701848760247,0.0,1763260332.7504642,0.0011748056858778,2045,636.0,,311.61053919792175,132.5184326171875,,0.0001913309097290039,0.5436693429946899,0.0012362757697701454
-0.005534762516617775,182528,0.00019055299344472587,0.0,1763260333.3745415,-0.0020577386021614075,2051,637.0,,312.23461651802063,0.004662124905735254,,-0.6663167476654053,0.49491649866104126,0.00031120143830776215
0.003343125805258751,182656,0.00019047618843615055,0.0,1763260333.4857018,-0.0015541855245828629,2052,637.0,,312.34577679634094,0.00022722633730154485,,-0.206396222114563,0.5653213858604431,4.606880247592926e-05
-0.002476154826581478,184448,0.00018940091831609607,0.0,1763260335.3973246,-0.0002937912940979004,2070,639.0,,314.257399559021,159.55552673339844,,-0.0001436471939086914,0.5294848084449768,0.0002621738240122795
0.0009857192635536194,185088,0.00018901689327321947,0.0,1763260336.082611,-0.0004058666527271271,2076,640.0,,314.9426860809326,0.0046852934174239635,,-0.08451223373413086,0.48418793082237244,0.00014188885688781738
,186847,,,1763260337.864183,,2093,,500.0,316.7242579460144,,500.0,,,
0.0006201267242431641,186880,0.00018794162315316498,0.0,1763260337.9498575,0.0004563741385936737,2094,642.0,,316.80993247032166,87.95504760742188,,-0.00023686885833740234,0.5192620754241943,5.339272320270538e-05
-0.003116055391728878,189312,0.0001864823279902339,0.0,1763260341.1249635,0.009495474398136139,2117,644.0,,319.98503851890564,0.00016379787120968103,,-1.3172519207000732,0.478415310382843,0.004137766547501087
0.005361706949770451,191744,0.00018502304737921804,0.0,1763260344.7069888,-0.0030134329572319984,2141,644.0,,323.56706380844116,0.0001795872231014073,,-0.3670099973678589,0.5006745457649231,0.0010631149634718895
0.006543765775859356,192256,0.00018471582734491676,0.0,1763260345.5343225,-0.00328895915299654,2146,644.0,,324.3943974971771,8.499697287334129e-05,,0.03466320037841797,0.5500035285949707,0.00035242456942796707
,192347,,,1763260345.5852869,,2147,,500.0,324.4453618526459,,500.0,,,
0.0014192229136824608,192384,0.00018463902233634144,0.0,1763260345.7718737,-0.0004497244954109192,2148,644.0,,324.6319487094879,92.75182342529297,,9.912252426147461e-05,0.5412461161613464,4.882644861936569e-05
0.019329890608787537,193152,0.00018417819228488952,0.0,1763260346.9453502,-0.029635941609740257,2155,644.0,,325.80542516708374,9.71684348769486e-05,,-0.39750051498413086,0.5451987981796265,0.0017014853656291962
,194847,,,1763260348.7566373,,2172,,500.0,327.61671233177185,,500.0,,,
0.00966064166277647,196224,0.00018233487207908183,0.0,1763260350.2424817,-0.009879030287265778,2185,647.0,,329.10255670547485,0.00022006715880706906,,-2.001577377319336,0.5558500289916992,0.0006099427118897438
0.0006542084738612175,196864,0.00018195084703620523,0.0,1763260350.9576628,-0.0025484710931777954,2192,648.0,,329.8177378177643,242.40811157226562,,-9.119510650634766e-05,0.5199205875396729,6.957631558179855e-05
0.003927123732864857,197504,0.00018156682199332863,0.0,1763260351.936254,0.0019076615571975708,2198,648.0,,330.79632902145386,0.006185951642692089,,-0.1779937744140625,0.4403018057346344,0.0023094257339835167
0.00625282246619463,197632,0.0001814900169847533,0.0,1763260352.1296885,-0.004387073218822479,2199,648.0,,330.9897634983063,0.0002741684438660741,,-0.14748001098632812,0.4457482397556305,0.0012552542611956596
,198847,,,1763260353.9380043,,2211,,500.0,332.79807925224304,,500.0,,,
0.0036511989310383797,199168,0.00018056835688184947,0.01171875,1763260354.509754,-0.016538646072149277,2214,648.0,,333.36982893943787,0.0001593988563399762,,-0.4093984365463257,0.5081321597099304,0.006248637102544308
0.00981412548571825,199808,0.00018018433183897287,0.0,1763260355.459337,-0.005693487823009491,2220,648.0,,334.31941199302673,0.00014158207341097295,,-0.1438223123550415,0.5107876658439636,0.00045001599937677383
0.002158673480153084,200064,0.00018003072182182223,0.00390625,1763260355.835062,-0.005188204348087311,2223,648.0,,334.6951370239258,0.0037983402144163847,,-0.011597871780395508,0.48441702127456665,0.0011609401553869247
0.007185215130448341,200320,0.00017987711180467159,0.0,1763260356.2557156,-0.0031196586787700653,2225,648.0,,335.11579060554504,0.00014151711366139352,,-0.11809897422790527,0.5324850082397461,0.0005829669535160065
,200347,,,1763260356.297799,,2226,,500.0,335.15787410736084,,500.0,,,
-0.0032654693350195885,200448,0.00017980030679609627,0.0,1763260356.4830163,-0.002175666391849518,2227,648.0,,335.34309124946594,151.2208251953125,,0.00047713518142700195,0.512713611125946,9.263213723897934e-05
,200847,,,1763260356.9387984,,2231,,500.0,335.79887342453003,,500.0,,,
-0.004328317940235138,201344,0.00017926267173606902,0.001953125,1763260357.4488144,0.0075827352702617645,2235,648.0,,336.3088893890381,0.00018070104124490172,,-0.28754091262817383,0.4520343542098999,0.002398855984210968
-0.0005920557305216789,201856,0.00017895545170176774,0.0,1763260358.0652976,0.0014543235301971436,2241,649.0,,336.9253726005554,109.00393676757812,,-0.00013208389282226562,0.5029667019844055,0.00020029675215482712
0.003426860086619854,202624,0.00017849462165031582,0.001953125,1763260358.9158738,-0.0002528354525566101,2248,650.0,,337.7759487628937,4.706377876573242e-05,,-0.19639801979064941,0.4811696410179138,0.0019320817664265633
,202847,,,1763260359.0981154,,2250,,500.0,337.9581904411316,,500.0,,,
0.01000576838850975,203136,0.00017818740161601454,0.0,1763260359.4940681,0.01195923238992691,2253,650.0,,338.3541431427002,0.00011514072684803978,,-0.08387637138366699,0.4348148703575134,0.0042994217947125435
-0.0017843116074800491,205056,0.00017703532648738474,0.0,1763260361.6039758,-0.003818824887275696,2272,652.0,,340.4640507698059,0.005590812303125858,,-0.09109032154083252,0.47386401891708374,0.0009779427200555801
,205847,,,1763260362.407241,,2280,,500.0,341.26731610298157,,500.0,,,
0.005690924823284149,207360,0.00017565283633302897,0.0,1763260364.0950758,0.00038851797580718994,2295,654.0,,342.9551508426666,123.7875747680664,,-0.00016164779663085938,0.4706077575683594,0.0006884913891553879
0.00035904720425605774,207744,0.000175422421307303,0.0,1763260364.467309,-0.0031252726912498474,2298,654.0,,343.32738399505615,0.00015375153452623636,,0.30153822898864746,0.5165951251983643,0.0013890210539102554
-0.0011031115427613258,208896,0.00017473117623012513,0.0,1763260366.051844,-0.013557225465774536,2310,655.0,,344.9119188785553,99.8965072631836,,0.00028526782989501953,0.49881476163864136,0.0009675519540905952
0.005868466570973396,209152,0.0001745775662129745,0.0,1763260366.3839686,-0.015364164486527443,2312,655.0,,345.2440435886383,0.00016075378516688943,,0.04741936922073364,0.5196435451507568,0.001478312537074089
0.010012187995016575,209792,0.0001741935411700979,0.0,1763260367.2835567,0.018847405910491943,2318,655.0,,346.14363169670105,0.00017527429736219347,,0.09338921308517456,0.5379337072372437,0.002105128951370716
0.004167045466601849,210176,0.00017396314069628716,0.001953125,1763260367.837258,-0.00241214781999588,2322,655.0,,346.6973330974579,9.983910422306508e-05,,-0.3472263813018799,0.5465648174285889,0.004962398670613766
,210347,,,1763260368.0259078,,2324,,500.0,346.8859827518463,,500.0,,,
,210847,,,1763260368.5368996,,2329,,500.0,347.39697456359863,,500.0,,,
,211847,,,1763260369.760511,,2339,,500.0,348.6205859184265,,500.0,,,
,212347,,,1763260370.181303,,2343,,500.0,349.04137802124023,,500.0,,,
,212847,,,1763260370.711976,,2348,,500.0,349.5720510482788,,500.0,,,
-0.0003952495753765106,213376,0.00017204301548190415,0.0,1763260371.366569,-0.0005967095494270325,2354,658.0,,350.22664403915405,278.91168212890625,,0.00047785043716430664,0.4885687828063965,1.7797574400901794e-05
,214347,,,1763260372.8291085,,2363,,500.0,351.68918347358704,,500.0,,,
-0.00011194497346878052,216960,0.00016989247524179518,0.0,1763260376.9020464,-0.00038919597864151,2389,658.0,,355.7621214389801,235.72390747070312,,2.8967857360839844e-05,0.5037580132484436,0.0002459622919559479
-0.010420256294310093,220800,0.00016758832498453557,0.0,1763260381.4116452,0.0002515465021133423,2426,660.0,,360.27172017097473,7.685980381211266e-05,,0.162969708442688,0.5331665873527527,0.001239256002008915
0.0005838088691234589,221184,0.00016735790995880961,0.00390625,1763260381.8265371,0.0012916456907987595,2430,660.0,,360.6866121292114,0.0001552603644086048,,-0.08513247966766357,0.4778675436973572,0.0009813010692596436
0.00925693940371275,223104,0.0001662058348301798,0.0,1763260384.5459113,-0.005396798253059387,2449,661.0,,363.4059863090515,0.00022844794148113579,,-0.44104480743408203,0.46362319588661194,0.0033357637003064156
0.009481153450906277,224768,0.00016520736971870065,0.0,1763260386.4107141,0.00012664496898651123,2465,662.0,,365.27078914642334,3.617287438828498e-05,,-0.25058746337890625,0.5222706198692322,0.0017957845702767372
-0.005859375931322575,227456,0.00016359446453861892,0.0,1763260389.2156682,-0.004144433885812759,2493,665.0,,368.0757431983948,118.30742645263672,,9.775161743164062e-05,0.4704623222351074,0.0006523402407765388
0.001625383272767067,228864,0.0001627496094442904,0.0,1763260390.69482,0.0008239168673753738,2506,666.0,,369.5548949241638,0.00011018921941285953,,-0.23352432250976562,0.4409139156341553,7.443316280841827e-05
0.0020333724096417427,229632,0.00016228877939283848,0.0,1763260391.5053122,-0.0015959367156028748,2514,666.0,,370.3653872013092,0.003994796425104141,,0.185727059841156,0.43426674604415894,9.26656648516655e-05
-0.0074609676375985146,229760,0.00016221197438426316,0.0,1763260391.6381757,-0.00016855448484420776,2515,667.0,,370.49825072288513,0.000120492150017526,,-0.02960216999053955,0.45291146636009216,0.00017409119755029678
-0.0008393898606300354,230272,0.0001619047689018771,0.0,1763260392.1774669,-0.0019965916872024536,2520,667.0,,371.0375418663025,0.00011248276859987527,,0.3125917911529541,0.4292804002761841,2.46390700340271e-05
-0.005269337445497513,231552,0.0001611367188161239,0.0,1763260393.5311117,-0.0049684178084135056,2533,668.0,,372.39118671417236,56.76144790649414,,0.000453948974609375,0.40567415952682495,0.000779375433921814
0.0007590427994728088,232320,0.00016067588876467198,0.0,1763260394.3486986,0.0016070958226919174,2540,669.0,,373.2087736129761,2.9100092433509417e-05,,-0.5738041400909424,0.48547667264938354,0.0006572604179382324
-0.0018775444477796555,233088,0.00016021505871322006,0.0,1763260395.2277727,-0.0011357292532920837,2547,669.0,,374.08784770965576,0.004801678471267223,,0.021970033645629883,0.46115386486053467,0.00039457716047763824
,235448,,,1763260398.9526768,,2570,,500.0,377.81275177001953,,500.0,,,
-0.0007984321564435959,235520,0.00015875576355028898,0.0,1763260399.138855,-0.0006941147148609161,2571,669.0,,377.998929977417,26.547719955444336,,0.00017845630645751953,0.4187512993812561,0.00026997923851013184
-0.001102975569665432,236032,0.0001584485435159877,0.0,1763260399.990605,0.0007054880261421204,2576,669.0,,378.85068011283875,277.69171142578125,,0.000244140625,0.5282028913497925,1.6557984054088593e-05
-0.005906294099986553,236160,0.00015837173850741237,0.0,1763260400.18814,-0.012483445927500725,2577,669.0,,379.04821491241455,0.004901377484202385,,-0.1937958002090454,0.4785364866256714,0.0007943054661154747
0.00020587164908647537,239360,0.00015645161329302937,0.0,1763260405.4437358,-0.0006096158176660538,2608,668.0,,384.30381083488464,8.974344382295385e-05,,0.23633694648742676,0.5770002007484436,0.0003044707700610161
-0.00021106470376253128,239488,0.00015637480828445405,0.0,1763260405.6775312,0.007330272346735001,2610,668.0,,384.53760623931885,151.32479858398438,,0.00011789798736572266,0.4745233356952667,0.00029647815972566605
0.0036767153069376945,241536,0.00015514592814724892,0.0,1763260407.9419057,-0.001471344381570816,2630,669.0,,386.80198073387146,41.1022834777832,,0.0005970001220703125,0.5339096784591675,0.0015978692099452019
-0.0005315262824296951,242176,0.00015476190310437232,0.0,1763260408.605236,-0.003257250413298607,2636,670.0,,387.46531105041504,0.0041305930353701115,,0.0766400694847107,0.5512993335723877,8.268468081951141e-05
-0.00532577745616436,243200,0.00015414746303576976,0.0,1763260409.641793,0.0003604395315051079,2646,670.0,,388.50186800956726,0.002505452139303088,,-0.1282747983932495,0.5045910477638245,0.00042497552931308746
0.0021702200174331665,243328,0.00015407065802719444,0.0,1763260409.7638144,-0.00010902062058448792,2647,671.0,,388.62388944625854,2.4477634724462405e-05,,-0.09912383556365967,0.4861472249031067,4.4362619519233704e-05
,243448,,,1763260409.806369,,2648,,500.0,388.66644406318665,,500.0,,,
,245448,,,1763260412.359772,,2668,,500.0,391.21984696388245,,500.0,,,
,245948,,,1763260413.2269483,,2673,,500.0,392.08702325820923,,500.0,,,
,246948,,,1763260414.9599,,2683,,500.0,393.819974899292,,500.0,,,
-0.013162684626877308,247424,0.0001516128977527842,0.0,1763260415.8227477,-0.011884566396474838,2687,671.0,,394.6828227043152,0.00010484966333024204,,0.19195717573165894,0.450533926486969,0.0011738119646906853
-0.0031181517988443375,247552,0.00015153609274420887,0.0,1763260416.0669746,-0.000616610050201416,2689,671.0,,394.9270496368408,110.05300903320312,,0.00020128488540649414,0.4749634563922882,0.00018059276044368744
0.001545572653412819,247936,0.0001513056777184829,0.0,1763260416.7052548,0.0006302949041128159,2692,670.0,,395.56532979011536,0.00012448000779841095,,-0.4201158285140991,0.43406885862350464,2.6382505893707275e-05
0.006485302001237869,252032,0.0001488479319959879,0.0,1763260423.7985368,-0.002580588683485985,2732,669.0,,402.6586117744446,16.09644889831543,,0.00027507543563842773,0.48419633507728577,0.0004781559109687805
0.0032964516431093216,254080,0.00014761905185878277,0.0,1763260427.4707735,0.00012903660535812378,2752,668.0,,406.3308484554291,0.003771036397665739,,0.23852288722991943,0.5789002180099487,3.036297857761383e-05
-1.3328157365322113e-05,254592,0.0001473118318244815,0.0,1763260428.3987265,-0.0010541491210460663,2757,667.0,,407.2588014602661,0.0038634121883660555,,-0.01688063144683838,0.5527721643447876,0.0006238827481865883
0.00733022578060627,256128,0.00014639017172157764,0.0,1763260430.5041583,-0.007485103793442249,2772,668.0,,409.36423325538635,0.004221102222800255,,0.33744627237319946,0.5547397136688232,0.000709138810634613
0.001239268109202385,257152,0.00014577573165297508,0.0,1763260431.6100862,-0.0027003511786460876,2782,668.0,,410.4701611995697,0.004240803420543671,,0.046255648136138916,0.5680330395698547,0.00013665854930877686
8.476246148347855e-05,257280,0.00014569892664439976,0.0,1763260431.766521,-0.010051915422081947,2783,668.0,,410.6265959739685,8.515101944794878e-05,,-0.1018218994140625,0.5275457501411438,0.0004222756251692772
-0.002710200846195221,258304,0.0001450844865757972,0.0,1763260432.8866696,-0.004870310425758362,2793,669.0,,411.74674463272095,0.00010888139513554052,,0.31705325841903687,0.5232061147689819,0.002354161813855171
,261448,,,1763260436.2611678,,2824,,500.0,415.12124276161194,,500.0,,,
-0.004466760903596878,263424,0.0001420122862327844,0.001953125,1763260438.4778094,0.005585506558418274,2843,673.0,,417.33788442611694,0.00013916852185502648,,0.13761037588119507,0.5430187582969666,0.0018354374915361404
,264948,,,1763260440.0316489,,2857,,500.0,418.8917238712311,,500.0,,,
,267448,,,1763260442.6773531,,2882,,500.0,421.53742814064026,,500.0,,,
-0.0022538211196660995,268288,0.00013909369590692222,0.0,1763260443.614658,-0.010775979608297348,2890,676.0,,422.47473311424255,0.00013248594768811017,,0.013943791389465332,0.5511020421981812,0.00045975111424922943
,270448,,,1763260445.829066,,2911,,500.0,424.68914103507996,,500.0,,,
0.0076972199603915215,272896,0.00013632873015012592,0.0,1763260448.4426003,-0.01832028105854988,2935,680.0,,427.3026752471924,0.00019292891374789178,,0.2485174536705017,0.5595993995666504,0.001697012223303318
-0.006415822543203831,274304,0.0001354838750557974,0.0,1763260449.919218,-0.006246145814657211,2949,681.0,,428.77929306030273,0.00015427367179654539,,0.10333096981048584,0.5102903842926025,0.0004979195073246956
,275448,,,1763260451.111856,,2960,,500.0,429.9719309806824,,500.0,,,
,276948,,,1763260452.6661415,,2975,,500.0,431.526216506958,,500.0,,,
,278380,,,1763260454.188275,,2989,,500.0,433.0483500957489,,500.0,,,
0.0011696740984916687,279168,0.00013256528472993523,0.0,1763260455.0482025,0.0001149885356426239,2997,684.0,,433.9082775115967,0.0001680562854744494,,-0.2548302412033081,0.4757390320301056,0.0001704636961221695
-0.005306770093739033,280576,0.0001317204296356067,0.0,1763260456.689045,-0.0027821511030197144,3011,685.0,,435.5491199493408,0.0036550730001181364,,0.004563271999359131,0.5117252469062805,0.00023980159312486649
0.004255848005414009,284800,0.00012918586435262114,0.001953125,1763260461.2753782,0.0010970011353492737,3051,687.0,,440.13545322418213,0.0001531076995888725,,0.08337080478668213,0.4854757785797119,9.319372475147247e-05
-0.0011960146948695183,284928,0.00012910905934404582,0.0,1763260461.5391707,0.0026197098195552826,3053,687.0,,440.39924573898315,248.9622039794922,,0.00028699636459350586,0.5177570581436157,1.3957731425762177e-05
0.0017329966649413109,286336,0.0001282642042497173,0.0,1763260463.8018358,-0.005157537758350372,3066,687.0,,442.6619107723236,0.0001055179163813591,,0.2398126721382141,0.5283180475234985,0.00032279733568429947
0.007149980403482914,286720,0.00012803378922399133,0.005859375,1763260464.2554963,-0.004785168915987015,3070,687.0,,443.11557126045227,0.00022633100161328912,,-0.4752887487411499,0.4973447918891907,0.0023361826315522194
0.00022744014859199524,288000,0.00012726573913823813,0.0,1763260465.8688204,0.008377257734537125,3083,687.0,,444.7288954257965,250.54115295410156,,0.00013059377670288086,0.47724878787994385,0.00035636499524116516
0.0006389254704117775,289408,0.0001264208840439096,0.0,1763260468.2655206,0.006334573030471802,3098,687.0,,447.1255955696106,0.004673757590353489,,-0.12567877769470215,0.5191831588745117,0.000819559209048748
-0.0015493622049689293,289920,0.00012611366400960833,0.0,1763260469.1312194,-0.002002481371164322,3103,687.0,,447.9912943840027,0.004739993717521429,,-0.2079983949661255,0.4971923530101776,0.00018690060824155807
0.0010851211845874786,292352,0.00012465438339859247,0.0,1763260471.8114228,0.005167622119188309,3127,688.0,,450.67149782180786,0.00030730845173820853,,-0.7287226915359497,0.5587102770805359,0.0031738504767417908
-0.0009295111522078514,292480,0.00012457757839001715,0.0,1763260471.9461837,-0.005968496203422546,3129,688.0,,450.8062586784363,0.003041766118258238,,0.0001786947250366211,0.4784105122089386,0.0005128690972924232
-0.004529404453933239,293760,0.00012380952830426395,0.0,1763260473.2745616,0.00016771256923675537,3141,689.0,,452.1346366405487,0.0003652743762359023,,0.2002115249633789,0.43032991886138916,7.406342774629593e-05
-0.0012336643412709236,293888,0.00012373272329568863,0.0,1763260473.4360065,0.0026604682207107544,3143,689.0,,452.29608154296875,313.19781494140625,,0.0016680359840393066,0.45890313386917114,0.0002693207934498787
-0.000573422759771347,294272,0.00012350230826996267,0.0,1763260473.822295,-1.860596239566803e-05,3146,689.0,,452.6823699474335,0.00030517345294356346,,-0.976560115814209,0.31698134541511536,4.492327570915222e-05
-0.001168103888630867,296704,0.00012204301310703158,0.0,1763260476.3867846,-0.003986835479736328,3170,691.0,,455.2468595504761,0.0002548457414377481,,-0.4143120050430298,0.39913010597229004,0.00030236877501010895
-0.000780484639108181,297984,0.00012127496302127838,0.0,1763260477.6796162,6.876140832901001e-05,3183,692.0,,456.5396912097931,0.00036994655965827405,,0.14973366260528564,0.3954868018627167,5.645398050546646e-05
0.0053095147013664246,298496,0.0001209677429869771,0.0,1763260478.2095263,-0.00824385229498148,3188,692.0,,457.06960129737854,0.0003543274651747197,,-0.28865039348602295,0.4457007050514221,0.000666620209813118
-0.003377338871359825,301440,0.00011920122778974473,0.0,1763260481.1773322,-0.0024414323270320892,3217,694.0,,460.0374071598053,0.004042667802423239,,-0.06860435009002686,0.4745386838912964,0.0004114639014005661
7.57826492190361e-05,302208,0.00011874039773829281,0.0,1763260481.945265,0.0022385306656360626,3224,695.0,,460.805340051651,0.00018568879750091583,,0.09868037700653076,0.5178756713867188,7.323455065488815e-05
0.04097883403301239,304512,0.00011735790758393705,0.005859375,1763260484.320441,-0.023673206567764282,3247,696.0,,463.1805160045624,0.0002085357700707391,,-0.08641541004180908,0.4895936846733093,0.005066585727035999
0.0016910228878259659,304768,0.00011720429756678641,0.0,1763260484.5955815,0.0024177245795726776,3250,696.0,,463.4556565284729,311.41326904296875,,0.0003198385238647461,0.4474306106567383,0.0001685693860054016
0.00263072457164526,305024,0.00011705069482559338,0.0,1763260484.852286,-0.0010110251605510712,3252,696.0,,463.7123610973358,0.000225508920266293,,-0.0601654052734375,0.45968422293663025,0.00020293612033128738
0.004416538402438164,305280,0.00011689708480844274,0.0,1763260485.1723585,6.118789315223694e-06,3255,697.0,,464.03243350982666,146.9316864013672,,0.0005356669425964355,0.483711302280426,0.00012265145778656006
,305710,,,1763260485.6622047,,3259,,500.0,464.5222797393799,,500.0,,,
0.004568697884678841,306944,0.00011589861969696358,0.0,1763260487.0364995,-0.0012031346559524536,3272,697.0,,465.8965744972229,0.0032762917689979076,,0.47502797842025757,0.4475632607936859,0.00010653212666511536
,307273,,,1763260487.3578405,,3275,,500.0,466.21791553497314,,500.0,,,
0.0003049839287996292,307328,0.00011566820467123762,0.0,1763260487.4511685,0.0009957877919077873,3276,698.0,,466.31124353408813,109.53802490234375,,0.00020325183868408203,0.49592679738998413,8.035451173782349e-05
-0.004137611016631126,309376,0.0001144393245340325,0.0,1763260489.625946,-0.0026329420506954193,3296,699.0,,468.4860210418701,171.0713653564453,,0.00046443939208984375,0.46344223618507385,9.525194764137268e-05
-0.007267529144883156,309760,0.00011420890950830653,0.0,1763260490.0150185,-0.005354057997465134,3299,699.0,,468.875093460083,0.00019685625738929957,,-0.22031760215759277,0.417470246553421,0.0015696454793214798
0.0035048313438892365,313728,0.0001118279542424716,0.0,1763260494.0150769,-0.001416962593793869,3338,702.0,,472.8751518726349,0.0003101384500041604,,0.17460745573043823,0.4310353100299835,0.00022076629102230072
-0.01656152680516243,315008,0.00011105991143267602,0.01171875,1763260495.312592,0.01320764422416687,3351,702.0,,474.1726670265198,0.004404466599225998,,0.48460638523101807,0.41856706142425537,0.005424858070909977
,315526,,,1763260495.8575113,,3357,,500.0,474.7175862789154,,500.0,,,
-0.002093043178319931,315904,0.00011052227637264878,0.0,1763260496.2262087,-0.005388051271438599,3360,703.0,,475.08628368377686,0.00037070762482471764,,-1.222740650177002,0.443391889333725,0.0009964387863874435
0.0017895866185426712,319744,0.00010821812611538917,0.0,1763260500.3060026,-0.001707024872303009,3398,705.0,,479.16607761383057,0.003916569985449314,,-0.20308959484100342,0.44994038343429565,0.00021251291036605835
,320026,,,1763260500.5823138,,3401,,500.0,479.4423887729645,,500.0,,,
,320526,,,1763260501.1713378,,3406,,500.0,480.0314128398895,,500.0,,,
-0.00046666525304317474,320640,0.00010768049105536193,0.0,1763260501.3075383,-5.856901407241821e-05,3407,706.0,,480.16761326789856,97.20174407958984,,0.00027358531951904297,0.4769836962223053,0.00019704364240169525
0.0016520479694008827,321920,0.00010691244096960872,0.0,1763260502.627238,0.0009310580790042877,3419,706.0,,481.48731303215027,0.00020189379574730992,,-0.002962470054626465,0.3728903532028198,8.916202932596207e-05
0.011628863401710987,322560,0.00010652841592673212,0.0,1763260503.3327098,-0.0021924711763858795,3426,707.0,,482.19278478622437,143.458984375,,0.000988006591796875,0.4470547139644623,0.0007367851212620735
0.004925668239593506,322816,0.00010637480590958148,0.0,1763260503.5882425,0.002495747059583664,3428,707.0,,482.448317527771,0.00019196001812815666,,0.4861706495285034,0.3871804475784302,0.0007149446755647659
,323526,,,1763260504.305492,,3435,,500.0,483.16556692123413,,500.0,,,
-0.00021688640117645264,324992,0.00010506912803975865,0.0,1763260505.9879205,-0.005473303608596325,3450,708.0,,484.84799551963806,0.0003434469399508089,,0.48777496814727783,0.4000855088233948,0.00039422139525413513
,325100,,,1763260506.06277,,3451,,500.0,484.9228448867798,,500.0,,,
