losses/old_approx_kl,_runtime,_step,_timestamp,charts/SPS,losses/policy_loss,losses/value_loss,losses/entropy,losses/approx_kl,charts/episodic_return,losses/clipfrac,charts/learning_rate,charts/episodic_length,losses/explained_variance,global_step
0.0005232701078057289,169.73726606369019,1687,1763260224.919465,1055.0,-0.004259094595909119,0.00473357830196619,0.4770539104938507,0.00013449136167764664,,0.0,0.0002089861809508875,,-0.03003835678100586,151808
0.010230284184217453,174.04440236091614,1732,1763260229.2266014,1055.0,0.0013196580111980438,0.004959952086210251,0.5099596381187439,0.0009781941771507263,,0.0,0.00020622120064217597,,0.1925399899482727,156416
-0.016759129241108894,175.2411150932312,1745,1763260230.423314,1055.0,0.01853909343481064,709.8750610351562,0.4526030123233795,0.0007615294307470322,,0.0,0.00020545315055642277,,2.181529998779297e-05,157696
-0.008342431858181953,176.0904359817505,1753,1763260231.272635,1055.0,-0.035262856632471085,0.00019221084949094802,0.48201853036880493,0.0060018934309482574,,0.005859375,0.00020491551549639553,,-0.4324723482131958,158592
,176.12310147285461,1754,1763260231.3053005,,,,,,500.0,,,500.0,,158680
-0.0005976762622594833,177.17624306678772,1765,1763260232.358442,1055.0,0.005260013043880463,1006.4343872070312,0.5138831734657288,0.00018079392611980438,,0.0,0.00020422427041921765,,0.001912832260131836,159744
-0.0031977230682969093,177.5213484764099,1768,1763260232.7035475,1055.0,-0.0051842499524354935,0.002841976471245289,0.4880264103412628,0.028505492955446243,,0.12890625,0.00020399385539349169,,0.3646059036254883,160128
0.016104083508253098,178.37031054496765,1777,1763260233.5525095,1055.0,0.014567676931619644,0.00042520262650214136,0.5465562343597412,0.003733527846634388,,0.001953125,0.00020345622033346444,,-0.3127477169036865,161024
0.009784635156393051,182.22239089012146,1818,1763260237.40459,1055.0,0.009334500879049301,839.388671875,0.5074699521064758,0.0009180400520563126,,0.0,0.0002009984600590542,,0.0008344650268554688,165120
-0.005623244680464268,182.5728940963745,1823,1763260237.755093,1056.0,-0.0456671416759491,0.05175923928618431,0.5463672876358032,0.007499442435801029,,0.0234375,0.00020076804503332824,,-14.616548538208008,165504
-0.0022644177079200745,185.23211669921875,1851,1763260240.4143157,1056.0,-0.005117869935929775,0.004025076515972614,0.5689667463302612,0.0005262400954961777,,0.0,0.0001990783348446712,,-0.030053377151489258,168320
-0.002895261161029339,185.69549560546875,1856,1763260240.8776946,1056.0,-0.0017811879515647888,0.005497469566762447,0.5298455953598022,0.0002746814861893654,,0.0,0.0001987711148103699,,-0.5042383670806885,168832
-0.0013287654146552086,186.8789849281311,1868,1763260242.061184,1056.0,0.0009911060333251953,0.00014719812315888703,0.5423344373703003,0.0003764582797884941,,0.0,0.00019800307927653193,,-0.09972381591796875,170112
,187.3074049949646,1873,1763260242.489604,,,,,,500.0,,,500.0,,170616
0.001954738050699234,187.72942805290222,1877,1763260242.911627,1056.0,-0.005690265446901321,0.00035016456968151033,0.4696885645389557,0.00024683400988578796,,0.0,0.0001974654442165047,,-0.20569264888763428,171008
-0.024827634915709496,188.5792636871338,1886,1763260243.7614627,1056.0,-0.006995862349867821,0.0004327372298575938,0.5369367599487305,0.0063972147181630135,,0.021484375,0.00019692780915647745,,0.1861369013786316,171904
0.0003255261108279228,189.42585134506226,1895,1763260244.6080503,1056.0,-0.009242862462997437,0.005313614383339882,0.5315762162208557,0.0017434312030673027,,0.0,0.0001963901740964502,,0.0793921947479248,172800
,190.1350440979004,1903,1763260245.317243,,,,,,500.0,,,500.0,,173616
-0.0003164224326610565,190.50134325027466,1906,1763260245.6835423,1056.0,-0.0002336166799068451,0.0007654913351871073,0.5271542072296143,5.867332220077515e-06,,0.0,0.00019569892901927233,,-0.14545297622680664,173952
,191.58488655090332,1918,1763260246.7670856,,,,,,500.0,,,500.0,,175116
-0.006354827433824539,191.81074810028076,1920,1763260246.992947,1056.0,-0.002736893482506275,0.005920968949794769,0.42059242725372314,0.0007425770163536072,,0.0,0.0001948540739249438,,0.5041055083274841,175360
0.003468068316578865,194.34156847000122,1945,1763260249.5237675,1056.0,-0.0038239993155002594,0.0002301664208061993,0.4397202730178833,0.0003438945859670639,,0.0,0.00019324116874486208,,-0.5538852214813232,178048
-0.0007610730826854706,195.66256499290466,1959,1763260250.844764,1056.0,-0.013208074495196342,0.0005094102816656232,0.4792182743549347,0.0018135327845811844,,0.0,0.00019239631365053356,,0.08723515272140503,179456
0.0030292002484202385,196.9739124774933,1973,1763260252.1561115,1056.0,0.002698959782719612,0.0020829569548368454,0.5012304782867432,0.0004334142431616783,,0.0,0.00019155145855620503,,0.2320936918258667,180864
,198.0888876914978,1985,1763260253.2710867,,,,,,500.0,,,500.0,,182116
-0.0021344413980841637,198.66773128509521,1991,1763260253.8499303,1056.0,0.0003929324448108673,915.746826171875,0.48184892535209656,9.586941450834274e-05,,0.0,0.00019047618843615055,,-2.0265579223632812e-06,182656
0.019571175798773766,199.7505123615265,2002,1763260254.9327114,1056.0,-0.013556381687521935,0.0038301709573715925,0.42482417821884155,0.0010330379009246826,,0.0,0.00018978494335897267,,0.11018228530883789,183808
0.00016738753765821457,200.21245694160461,2007,1763260255.394656,1057.0,-0.007966816425323486,0.006572190672159195,0.4543749690055847,0.0009425347670912743,,0.0,0.0001894777233246714,,-0.23375952243804932,184320
-0.0031341053545475006,201.06475257873535,2016,1763260256.2469516,1057.0,-0.0035165101289749146,517.3246459960938,0.45491769909858704,0.0003145933151245117,,0.0,0.00018894008826464415,,-7.212162017822266e-05,185216
0.003004157915711403,201.41197633743286,2019,1763260256.5941753,1057.0,-0.002439728006720543,0.00015086036000866443,0.48079943656921387,0.00033309683203697205,,0.0,0.00018870967323891819,,-0.0730586051940918,185600
-0.0076297130435705185,201.90709376335144,2024,1763260257.0892928,1057.0,0.0011839494109153748,0.00022793610696680844,0.4078129827976227,0.0012355130165815353,,0.001953125,0.0001884024532046169,,0.21822816133499146,186112
0.0064246151596307755,202.14012241363525,2027,1763260257.3223214,1057.0,-0.0043644048273563385,0.005714234430342913,0.420685350894928,0.0011444631963968277,,0.0,0.00018824884318746626,,-0.496610164642334,186368
0.0026734983548521996,202.25735807418823,2029,1763260257.439557,1057.0,0.00036528706550598145,302.6653137207031,0.5129281282424927,0.00022391881793737411,,0.0,0.00018817203817889094,,0.004230678081512451,186496
0.00783146359026432,202.76045632362366,2034,1763260257.9426553,1057.0,-0.0027860254049301147,0.0010928679257631302,0.5000468492507935,0.00039960816502571106,,0.0,0.00018786481814458966,,0.001996636390686035,187008
0.010557709261775017,203.83903551101685,2045,1763260259.0212345,1057.0,3.431364893913269e-05,0.0006085395580157638,0.4800374209880829,0.00028214044868946075,,0.0,0.00018717357306741178,,0.22670596837997437,188160
-0.0030721668154001236,204.4154407978058,2051,1763260259.5976398,1057.0,0.00346189271658659,0.0002267251256853342,0.4225016236305237,7.735379040241241e-05,,0.0,0.00018678954802453518,,-0.1867276430130005,188800
,204.44727110862732,2052,1763260259.62947,,,,,,500.0,,,500.0,,188881
0.004119486548006535,206.2187476158142,2070,1763260261.4009466,1057.0,0.0009381286799907684,0.000632554292678833,0.49413228034973145,0.0016578258946537971,,0.0,0.0001856374874478206,,-0.17585742473602295,190720
0.0009572776034474373,206.8164985179901,2076,1763260261.9986975,1057.0,0.014803137630224228,0.00018393577192910016,0.4730665683746338,0.0003978302702307701,,0.0,0.000185253462404944,,-0.22731292247772217,191360
0.01137666404247284,208.36892676353455,2093,1763260263.5511258,1057.0,-0.009095832705497742,0.006069304887205362,0.4732775092124939,0.0020824652165174484,,0.0,0.00018425499729346484,,0.3909626603126526,193024
-0.0027662934735417366,208.4855785369873,2094,1763260263.6677775,1057.0,0.007718279957771301,0.00030500697903335094,0.42754656076431274,0.0008029108867049217,,0.0,0.00018417819228488952,,0.11023658514022827,193152
-0.004100575111806393,210.69346523284912,2117,1763260265.8756642,1057.0,0.00121389701962471,1022.8914184570312,0.4498334527015686,0.00016783829778432846,,0.0,0.00018279570213053375,,0.00011479854583740234,195456
-3.103446215391159e-05,212.96404027938843,2141,1763260268.1462393,1057.0,-0.002581879496574402,1128.26953125,0.4336201548576355,1.6993843019008636e-05,,0.0,0.00018133640696760267,,-0.00023949146270751953,197888
0.011103188619017601,213.46608567237854,2146,1763260268.6482847,1057.0,-0.007622560486197472,677.4312744140625,0.4451325535774231,0.0005459506064653397,,0.0,0.0001810291869333014,,0.0001410841941833496,198400
0.0005489597097039223,213.58193826675415,2147,1763260268.7641373,1057.0,0.005067691206932068,0.00623870175331831,0.42671820521354675,0.0002773730084300041,,0.0,0.00018095238192472607,,-0.129144549369812,198528
-0.002393740229308605,213.69662022590637,2148,1763260268.8788192,1057.0,-0.0078396275639534,0.0004187366575933993,0.4190703332424164,0.0015803845599293709,,0.0,0.00018087557691615075,,-0.254457950592041,198656
,214.3436713218689,2155,1763260269.5258703,,,,,,500.0,,,500.0,,199381
-0.0028918618336319923,215.97406268119812,2172,1763260271.1562617,1057.0,-0.0005891919136047363,0.004396876320242882,0.4491775333881378,0.0002378830686211586,,0.0,0.00017941628175321966,,0.014456510543823242,201088
,217.17504572868347,2185,1763260272.3572447,,,,,,500.0,,,500.0,,202381
-0.0020772479474544525,217.91060709953308,2192,1763260273.092806,1057.0,-0.008822314441204071,0.00016782281454652548,0.4857352674007416,0.0012014973908662796,,0.001953125,0.00017818740161601454,,-0.07699096202850342,203136
-0.004164437763392925,218.52153372764587,2198,1763260273.7037327,1057.0,-0.005037276074290276,0.0001620950788492337,0.475567102432251,0.0003651818260550499,,0.0,0.00017780337657313794,,-0.0017418861389160156,203776
,218.5594973564148,2199,1763260273.7416964,,,,,,500.0,,,500.0,,203881
-0.008249633945524693,219.71963047981262,2211,1763260274.9018295,1057.0,-0.013389099389314651,0.005381773691624403,0.456875205039978,0.0010977638885378838,,0.0,0.00017703532648738474,,-0.034230589866638184,205056
,219.9716510772705,2214,1763260275.15385,,,,,,500.0,,,500.0,,205381
0.0017092712223529816,220.56529784202576,2220,1763260275.7474968,1057.0,0.00029959529638290405,945.4544677734375,0.49176329374313354,1.414865255355835e-05,,0.0,0.0001764976914273575,,0.00010585784912109375,205952
-0.006284824572503567,220.91136002540588,2223,1763260276.093559,1057.0,-0.00786919891834259,0.00028824462788179517,0.4814950227737427,0.00034858379513025284,,0.0,0.00017626727640163153,,-0.058441758155822754,206336
0.0029255077242851257,221.029723405838,2225,1763260276.2119224,1057.0,0.0008517876267433167,778.923583984375,0.5588588714599609,0.000293513759970665,,0.0,0.00017619047139305621,,3.230571746826172e-05,206464
-0.0017971768975257874,221.14749193191528,2226,1763260276.329691,1057.0,-0.00032969191670417786,0.004564831964671612,0.5126880407333374,7.700920104980469e-05,,0.0,0.0001761136663844809,,0.04864925146102905,206592
-0.005946002900600433,221.2627396583557,2227,1763260276.4449387,1057.0,-0.0035553202033042908,0.0005605758051387966,0.5443156957626343,0.00039511919021606445,,0.0,0.00017603686137590557,,0.02379554510116577,206720
-0.00057966448366642,221.64737558364868,2231,1763260276.8295746,1057.0,5.130469799041748e-05,0.00454333983361721,0.5264751315116882,2.257898449897766e-05,,0.0,0.0001758064463501796,,0.02716219425201416,207104
0.007895209826529026,221.9956192970276,2235,1763260277.1778183,1057.0,-0.004321925342082977,775.1712646484375,0.5034767985343933,0.0004881070926785469,,0.0,0.00017557603132445365,,4.1484832763671875e-05,207488
0.0018312018364667892,222.6079454421997,2241,1763260277.7901444,1057.0,-0.000729978084564209,0.003921691793948412,0.5349527597427368,4.926323890686035e-05,,0.0,0.00017519200628157705,,-0.1826162338256836,208128
,223.23024344444275,2248,1763260278.4124424,,,,,,500.0,,,500.0,,208881
0.003992038778960705,223.42115378379822,2250,1763260278.6033528,1057.0,-0.005120906978845596,0.004395477008074522,0.47764986753463745,0.0001364024356007576,,0.0,0.0001746543712215498,,0.09208893775939941,209024
,223.7279760837555,2253,1763260278.910175,,,,,,500.0,,,500.0,,209381
-0.0038063041865825653,225.57663536071777,2272,1763260280.7588344,1058.0,-0.010419018566608429,0.0001673199876677245,0.5386723279953003,0.002368692308664322,,0.0,0.00017327189561910927,,-0.02344954013824463,211328
-0.0011162739247083664,226.30880880355835,2280,1763260281.4910078,1058.0,0.00025140494108200073,0.004390545189380646,0.511716902256012,5.587190389633179e-05,,0.0,0.00017281106556765735,,-0.04688286781311035,212096
0.00493739265948534,227.7836172580719,2295,1763260282.9658163,1057.0,-0.00641840323805809,0.00046118503087200224,0.5787925124168396,0.0005273493006825447,,0.0,0.0001718894054647535,,-0.004058718681335449,213632
0.002137470059096813,228.01732897758484,2298,1763260283.199528,1057.0,-0.005925122648477554,1080.9796142578125,0.5188440084457397,0.00014522019773721695,,0.0,0.00017173579544760287,,0.00014191865921020508,213888
-0.002353072166442871,229.2129626274109,2310,1763260284.3951616,1058.0,-0.003564774990081787,0.0005038866074755788,0.5756900906562805,7.073581218719482e-05,,0.0,0.00017096774536184967,,-0.04117631912231445,215168
,229.34379363059998,2312,1763260284.5259926,,,,,,500.0,,,500.0,,215332
0.011549006216228008,229.94988703727722,2318,1763260285.132086,1058.0,6.572902202606201e-05,558.2537841796875,0.6402656435966492,0.0004588300362229347,,0.0,0.00017050691531039774,,2.1457672119140625e-06,215936
0.00027409568428993225,230.1845622062683,2322,1763260285.3667612,1058.0,0.001331377774477005,925.3765869140625,0.5091356039047241,2.210959792137146e-05,,0.0,0.0001703533052932471,,0.0032028555870056152,216192
0.018290139734745026,230.41419076919556,2324,1763260285.5963898,1058.0,0.023131394758820534,0.004641176667064428,0.5666171312332153,0.0031416332349181175,,0.00390625,0.00017019969527609646,,-0.4310774803161621,216448
-0.004131903871893883,230.90424346923828,2329,1763260286.0864425,1058.0,-0.0035311318933963776,0.0010764147154986858,0.5117082595825195,0.0011709239333868027,,0.0,0.00016989247524179518,,-0.06399154663085938,216960
0.0012335171923041344,231.83519411087036,2339,1763260287.017393,1058.0,-0.0011298973113298416,0.00030069611966609955,0.5592471957206726,3.56258824467659e-05,,0.0,0.00016927803517319262,,-0.146509051322937,217984
0.0004172166809439659,232.22069144248962,2343,1763260287.4028904,1058.0,0.0006652884185314178,0.0005212844698689878,0.5286310315132141,0.00012251082807779312,,0.0,0.00016904762014746666,,-0.23778855800628662,218368
0.03290669247508049,232.6825840473175,2348,1763260287.864783,1058.0,0.0010678721591830254,0.0006130179390311241,0.4920632541179657,0.005172477103769779,,0.0078125,0.00016874040011316538,,-0.02818751335144043,218880
0.01772771216928959,233.2975172996521,2354,1763260288.4797163,1058.0,0.015562884509563446,0.0003831807989627123,0.5891605615615845,0.003206532448530197,,0.0,0.00016835637507028878,,-0.7079912424087524,219520
0.011658241972327232,234.13341808319092,2363,1763260289.315617,1058.0,-0.03565455228090286,0.0005342636140994728,0.5592138767242432,0.0062186457216739655,,0.005859375,0.00016781874001026154,,-0.01803755760192871,220416
,236.56317591667175,2389,1763260291.745375,,,,,,500.0,,,500.0,,223083
,237.02345252037048,2394,1763260292.2056515,,,,,,500.0,,,500.0,,223583
,238.4709849357605,2409,1763260293.653184,,,,,,500.0,,,500.0,,225083
-0.001736651174724102,240.11688590049744,2426,1763260295.299085,1058.0,-0.004707746207714081,0.0035976767539978027,0.5664184093475342,0.000317172147333622,,0.0,0.00016397848958149552,,0.025334477424621582,226816
0.002192906104028225,240.49345183372498,2430,1763260295.6756508,1058.0,0.004173398017883301,473.125244140625,0.4915585517883301,0.00023191329091787338,,0.0,0.00016374807455576956,,1.811981201171875e-05,227200
-0.0017805639654397964,242.30366849899292,2449,1763260297.4858675,1058.0,0.004483893513679504,883.0830688476562,0.5338308811187744,0.00022469088435173035,,0.0,0.00016259599942713976,,0.00024580955505371094,229120
0.00630551390349865,243.85858631134033,2465,1763260299.0407853,1058.0,-0.0017184056341648102,0.0036230389960110188,0.5890467762947083,0.00029432401061058044,,0.0,0.00016159754886757582,,-0.15649867057800293,230784
0.0038324519991874695,246.36844658851624,2491,1763260301.5506456,1058.0,0.003310069441795349,0.0002033484197454527,0.5273327231407166,0.0005123764276504517,,0.0,0.0001599846436874941,,-0.07055032253265381,233472
0.0037228399887681007,246.51942896842957,2493,1763260301.701628,1058.0,0.0009037181735038757,1211.214599609375,0.5747802257537842,5.94528391957283e-05,,0.0,0.00015990783867891878,,7.426738739013672e-05,233600
-0.003086722455918789,247.830570936203,2506,1763260303.01277,1058.0,0.0006740987300872803,0.0002634293050505221,0.5766611695289612,0.0004311399534344673,,0.0,0.00015906298358459026,,-0.2663097381591797,235008
0.0016102027148008347,248.56083512306213,2514,1763260303.7430341,1058.0,0.0018212385475635529,0.0036803337279707193,0.552849292755127,9.031593799591064e-05,,0.0,0.00015860215353313833,,-0.025985360145568848,235776
-0.003616461530327797,248.67582058906555,2515,1763260303.8580196,1058.0,0.0020576268434524536,0.0004325224435888231,0.5027701258659363,7.210858166217804e-05,,0.0,0.00015852534852456301,,0.09146320819854736,235904
0.0018149157986044884,249.14132499694824,2520,1763260304.323524,1058.0,0.008251778781414032,0.00036630016984418035,0.5904417634010315,0.00030902493745088577,,0.0,0.00015821812849026173,,0.0019013285636901855,236416
-0.006099832244217396,250.33581471443176,2533,1763260305.5180137,1058.0,-0.006511688232421875,725.242431640625,0.6314089894294739,0.0005219904705882072,,0.0,0.00015745007840450853,,3.254413604736328e-05,237696
-0.019990278407931328,251.0644552707672,2540,1763260306.2466543,1058.0,-0.02738996595144272,0.00024221344210673124,0.48871779441833496,0.0046832505613565445,,0.009765625,0.0001569892483530566,,-2.226928234100342,238464
0.0008261809125542641,251.67555689811707,2547,1763260306.857756,1058.0,-0.0026356838643550873,941.928466796875,0.5743045210838318,0.0003376556560397148,,0.0,0.00015660522331018,,-2.2292137145996094e-05,239104
,253.92010354995728,2570,1763260309.1023026,,,,,,500.0,,,500.0,,241529
0.0029149893671274185,253.99383020401,2571,1763260309.1760292,1058.0,0.004073016345500946,877.4188842773438,0.5258121490478516,0.00014647282660007477,,0.0,0.00015514592814724892,,-1.8596649169921875e-05,241536
0.0024285996332764626,254.4552764892578,2576,1763260309.6374755,1058.0,0.0005109384655952454,1020.2923583984375,0.5311920642852783,0.00011207256466150284,,0.0,0.00015483870811294764,,5.310773849487305e-05,242048
0.0021945200860500336,254.5709376335144,2577,1763260309.7531366,1058.0,-0.00014287792146205902,0.0050782146863639355,0.5212780237197876,2.3812055587768555e-05,,0.0,0.00015476190310437232,,0.01900172233581543,242176
-0.00016489624977111816,257.58777141571045,2608,1763260312.7699704,1058.0,0.0013080276548862457,0.0005395245971158147,0.5539680123329163,0.00020561926066875458,,0.0,0.00015284177788998932,,0.09700804948806763,245376
,257.71461272239685,2610,1763260312.8968117,,,,,,500.0,,,500.0,,245529
,259.5183024406433,2630,1763260314.7005014,,,,,,361.0,,,361.0,,247426
0.005647160112857819,260.1329650878906,2636,1763260315.315164,1058.0,-0.0030593574047088623,0.0044939108192920685,0.5837826728820801,0.0006489921361207962,,0.0,0.0001512288727099076,,0.20620840787887573,248064
0.005525624379515648,261.0585210323334,2646,1763260316.24072,1059.0,0.0015442408621311188,0.005654086358845234,0.5654439330101013,0.00017238594591617584,,0.0,0.00015061443264130503,,0.0772661566734314,249088
0.002170305699110031,261.2126667499542,2647,1763260316.3948658,1058.0,-0.0098551195114851,0.0005160685977898538,0.5326830148696899,0.0003923587501049042,,0.0,0.0001505376276327297,,-0.12327027320861816,249216
7.887929677963257e-05,261.32723903656006,2648,1763260316.509438,1058.0,0.0007824227213859558,0.0002507020253688097,0.4988604485988617,0.0001848749816417694,,0.0,0.0001504608226241544,,-0.05094730854034424,249344
-0.00044815707951784134,263.2545790672302,2668,1763260318.436778,1058.0,-0.0005442127585411072,0.0001673489314271137,0.6422872543334961,1.394655555486679e-05,,0.0,0.0001492319570388645,,-0.039673566818237305,251392
0.009539258666336536,263.60718631744385,2673,1763260318.7893853,1058.0,-0.0046426672488451,815.5224609375,0.5327894687652588,0.0004044556990265846,,0.0,0.00014900154201313853,,0.001516878604888916,251776
0.002704331651329994,264.57008147239685,2683,1763260319.7522805,1058.0,0.0025264564901590347,761.1808471679688,0.5893825888633728,4.25092875957489e-05,,0.0,0.00014838710194453597,,4.982948303222656e-05,252800
,264.94567584991455,2687,1763260320.1278749,,,,,,500.0,,,500.0,,253260
0.0010070307180285454,265.1520326137543,2689,1763260320.3342316,1059.0,-0.0015568286180496216,0.0030860011465847492,0.5336742997169495,0.00017422903329133987,,0.0,0.00014800307690165937,,0.006600320339202881,253440
,265.44373297691345,2692,1763260320.625932,,,,,,500.0,,,500.0,,253760
-0.0008033402264118195,269.2390673160553,2732,1763260324.4212663,1059.0,-0.018156183883547783,773.9132080078125,0.5385395288467407,0.0008150115609169006,,0.0,0.00014539170661009848,,-0.00013577938079833984,257792
-0.006176764145493507,271.17268991470337,2752,1763260326.354889,1059.0,0.0065818605944514275,992.9921875,0.5601816773414612,0.0007958896458148956,,0.0,0.00014416282647289336,,0.00013488531112670898,259840
0.013103668577969074,271.66848611831665,2757,1763260326.8506851,1059.0,-0.009807627648115158,896.116943359375,0.5274338722229004,0.0006056362763047218,,0.0,0.00014385560643859208,,0.0002300739288330078,260352
-0.00145629420876503,273.21393370628357,2772,1763260328.3961327,1059.0,0.0010076910257339478,0.0005448845913633704,0.6021718382835388,0.000853516161441803,,0.0,0.0001428571413271129,,-0.01001119613647461,262016
0.005285237915813923,274.1760308742523,2782,1763260329.3582299,1059.0,-0.010486513376235962,0.0006059723673388362,0.536784291267395,0.0008464930579066277,,0.0,0.00014224270125851035,,0.06522268056869507,263040
-0.0006686393171548843,274.2903895378113,2783,1763260329.4725885,1059.0,-0.028447100892663002,0.00023282249458134174,0.5857950448989868,0.0035266485065221786,,0.00390625,0.00014216589624993503,,-0.21552729606628418,263168
-0.012617971748113632,275.25584411621094,2793,1763260330.438043,1059.0,-0.020808374509215355,0.00020761937776114792,0.5258567333221436,0.0013209488242864609,,0.0,0.00014155145618133247,,0.037983715534210205,264192
-0.008220824413001537,278.1492054462433,2824,1763260333.3314044,1059.0,-0.003197118639945984,826.9671630859375,0.5408562421798706,0.0003523407503962517,,0.0,0.00013970813597552478,,1.33514404296875e-05,267264
,279.9847848415375,2843,1763260335.1669838,,,,,,500.0,,,500.0,,269260
0.007304267957806587,281.3841018676758,2857,1763260336.5663009,1059.0,-0.00021715043112635612,0.0002459250681567937,0.5242568850517273,0.0005449410527944565,,0.001953125,0.00013763441529590636,,0.07531923055648804,270720
,283.6867308616638,2882,1763260338.8689299,,,,,,500.0,,,500.0,,273260
0.0029077325016260147,284.4979076385498,2890,1763260339.6801066,1059.0,0.001635909080505371,0.0005282424972392619,0.5388128757476807,9.614229202270508e-05,,0.0,0.00013563748507294804,,0.07750773429870605,274048
1.372024416923523e-05,286.54608941078186,2911,1763260341.7282884,1059.0,0.00020053982734680176,0.00021851164638064802,0.5170435905456543,1.1129304766654968e-05,,0.0,0.0001343317999271676,,0.05681753158569336,276224
,288.8728437423706,2935,1763260344.0550427,,,,,,500.0,,,500.0,,278760
-0.0032951720058918,290.25782203674316,2949,1763260345.440021,1059.0,-0.004030020907521248,0.00014844859833829105,0.5294722318649292,0.0006936769932508469,,0.0,0.00013195084466133267,,-0.1587158441543579,280192
,291.2466199398041,2960,1763260346.428819,,,,,,500.0,,,500.0,,281260
,292.6944785118103,2975,1763260347.8766775,,,,,,500.0,,,500.0,,282760
,294.0400366783142,2989,1763260349.2222357,,,,,,500.0,,,500.0,,284260
0.011583948507905006,294.85471630096436,2997,1763260350.0369153,1059.0,0.009965233504772186,0.00044917131890542805,0.5285463929176331,0.0005817431956529617,,0.0,0.0001290322543354705,,-0.36185431480407715,285056
0.0018397662788629532,296.1643171310425,3011,1763260351.3465161,1059.0,-0.0011450499296188354,0.00039534264942631125,0.5906090140342712,2.582743763923645e-05,,0.0,0.00012818739924114197,,-0.04573667049407959,286464
0.01016014814376831,299.9656720161438,3051,1763260355.147871,1059.0,0.001879565417766571,0.00039322039810940623,0.5111430883407593,0.00038951076567173004,,0.0,0.00012580645852722228,,0.22461384534835815,290432
,300.1041781902313,3053,1763260355.2863772,,,,,,500.0,,,500.0,,290623
-0.00017065927386283875,301.3923194408417,3066,1763260356.5745184,1059.0,0.0006309375166893005,0.0004496147157624364,0.556031346321106,1.4992430806159973e-05,,0.0,0.00012488479842431843,,0.0005237460136413574,291968
-0.004620442166924477,301.73900628089905,3070,1763260356.9212053,1059.0,0.007031187415122986,0.0032270520459860563,0.5350048542022705,0.0006181541830301285,,0.0,0.00012465438339859247,,0.05977517366409302,292352
0.0032258275896310806,302.93956184387207,3083,1763260358.1217608,1059.0,0.01778225600719452,991.4098510742188,0.4973415434360504,0.001024726778268814,,0.0,0.00012388633331283927,,-0.0004488229751586914,293632
-0.0009386558085680008,304.39676332473755,3098,1763260359.5789623,1059.0,-0.0035575702786445618,1006.2199096679688,0.5706833004951477,0.0003752857446670532,,0.0,0.00012296467320993543,,7.88569450378418e-05,295168
0.0018845396116375923,304.85984563827515,3103,1763260360.0420446,1059.0,0.0025862306356430054,717.4271240234375,0.5665441155433655,6.29061833024025e-05,,0.0,0.00012265745317563415,,6.204843521118164e-05,295680
0.0019146045669913292,307.1626205444336,3127,1763260362.3448195,1059.0,-9.24617052078247e-06,962.8741455078125,0.5688815116882324,7.352326065301895e-05,,0.0,0.00012119815801270306,,5.900859832763672e-05,298112
-0.0034301448613405228,307.39320731163025,3129,1763260362.5754063,1059.0,-0.002180635929107666,0.0003626868419814855,0.568651556968689,0.00011852197349071503,,0.0,0.00012104454799555242,,-0.16111469268798828,298368
,308.48498916625977,3141,1763260363.6671882,,,,,,500.0,,,500.0,,299550
-0.0027861036360263824,308.7046287059784,3143,1763260363.8868277,1059.0,0.0036536380648612976,0.0035985312424600124,0.5938676595687866,6.766431033611298e-05,,0.0,0.0001201996929012239,,-0.03515636920928955,299776
,308.94481658935547,3146,1763260364.1270156,,,,,,500.0,,,500.0,,300050
0.002895972691476345,310.39601254463196,3161,1763260365.5782115,1059.0,-0.005932655185461044,946.219482421875,0.5610987544059753,0.00018614251166582108,,0.0,0.00011912442278116941,,4.571676254272461e-05,301568
,311.23866176605225,3170,1763260366.4208608,,,,,,500.0,,,500.0,,302550
0.0015939883887767792,312.5491580963135,3183,1763260367.731357,1059.0,-0.0014543160796165466,0.00044090684968978167,0.5624548196792603,0.0003038942813873291,,0.0,0.00011774193262681365,,0.11665993928909302,303872
-0.003214760683476925,313.01086497306824,3188,1763260368.193064,1059.0,-0.020019426941871643,0.0003627076803240925,0.5703699588775635,0.001176067627966404,,0.0,0.00011743471259251237,,-0.05094337463378906,304384
-0.001227295957505703,315.7752890586853,3217,1763260370.957488,1060.0,-0.0012307167053222656,0.0003469791845418513,0.5128252506256104,1.8407590687274933e-05,,0.0,0.00011566820467123762,,0.024257957935333252,307328
,316.38458037376404,3224,1763260371.5667794,,,,,,500.0,,,500.0,,308050
0.0007206834852695465,318.6664035320282,3247,1763260373.8486025,1060.0,-0.0009141489863395691,0.00038881335058249533,0.5114647150039673,3.0346214771270752e-05,,0.0,0.00011382488446542993,,-0.022252321243286133,310400
-5.681905895471573e-05,318.89929366111755,3250,1763260374.0814927,1060.0,3.0741095542907715e-05,73.89796447753906,0.4610685408115387,0.0002048676833510399,,0.0,0.00011367127444827929,,3.2186508178710938e-06,310656
0.002678138203918934,319.13005232810974,3252,1763260374.3122513,1060.0,-0.0008553005754947662,0.0004465880920179188,0.568618893623352,7.963273674249649e-05,,0.0,0.00011351766443112865,,-0.0033141374588012695,310912
0.0015609543770551682,319.3682699203491,3255,1763260374.550469,1060.0,-0.0001386106014251709,251.2711639404297,0.48317453265190125,0.00012424401938915253,,0.0,0.00011336405441397801,,2.682209014892578e-06,311168
