losses/old_approx_kl,_runtime,_step,_timestamp,charts/SPS,losses/policy_loss,losses/value_loss,losses/entropy,losses/approx_kl,charts/episodic_return,losses/clipfrac,charts/learning_rate,charts/episodic_length,losses/explained_variance,global_step
0.0014378037303686142,58.15632939338684,481,1763260113.3385284,1026.0,-0.00011348724365234375,82.24496459960938,0.5276683568954468,7.591769099235535e-05,,0.0,0.00028018432203680277,,-0.09752917289733887,33152
0.004446067847311497,59.00563430786133,490,1763260114.1878333,1026.0,0.0055127814412117004,67.76250457763672,0.5403385162353516,0.0001886049285531044,,0.0,0.0002796466869767755,,0.1274663209915161,34048
,60.221436738967896,504,1763260115.4036357,,,,,,500.0,,,500.0,,35383
0.00013329368084669113,61.285820960998535,515,1763260116.46802,1029.0,8.195638656616211e-06,63.66612243652344,0.573023796081543,1.0420568287372589e-05,,0.0,0.00027818739181384444,,0.03639644384384155,36480
0.0004964917898178101,62.59152841567993,530,1763260117.7737274,1031.0,-0.0022715404629707336,343.83984375,0.48899105191230774,1.8185004591941833e-05,,0.0,0.0002773425367195159,,-0.006713509559631348,37888
0.0007232017815113068,63.43922185897827,539,1763260118.6214209,1031.0,7.493607699871063e-05,53.724464416503906,0.5320496559143066,2.8517097234725952e-06,,0.0,0.0002768049016594887,,0.009344935417175293,38784
0.006126130931079388,64.17273163795471,547,1763260119.3549306,1032.0,-0.006310842931270599,450.72039794921875,0.5429213643074036,0.0008428050205111504,,0.0,0.00027634407160803676,,0.005278468132019043,39552
-0.0012242207303643227,64.8698377609253,555,1763260120.0520368,1033.0,-0.0002419799566268921,46.12260055541992,0.5676729679107666,9.347684681415558e-06,,0.0,0.0002758832706604153,,-0.17587637901306152,40320
0.013058209791779518,65.25356221199036,559,1763260120.4357612,1033.0,-0.00474320724606514,654.8134155273438,0.5629631280899048,0.0024785976856946945,,0.0,0.00027565285563468933,,0.00821077823638916,40704
-0.00015026330947875977,65.95285415649414,568,1763260121.1350532,1034.0,-0.00055726058781147,49.20275115966797,0.5623302459716797,3.6247074604034424e-06,,0.0,0.0002751920255832374,,-0.14724385738372803,41472
-0.0003684498369693756,68.12616777420044,595,1763260123.3083668,1035.0,0.0004066154360771179,451.523193359375,0.5793623924255371,1.3560056686401367e-06,,0.0,0.00027380953542888165,,0.15177077054977417,43776
-0.0006775716319680214,69.42990231513977,612,1763260124.6121013,1036.0,-0.0007206574082374573,29.92229652404785,0.5864124298095703,1.891050487756729e-05,,0.0,0.0002729646803345531,,0.0272524356842041,45184
0.0027809981256723404,69.54787111282349,614,1763260124.73007,1036.0,0.003135092556476593,369.9806213378906,0.5446668863296509,0.00015953555703163147,,0.0,0.0002728878753259778,,0.3381723165512085,45312
-2.635270357131958e-05,70.84879636764526,630,1763260126.0309954,1038.0,3.2141804695129395e-05,156.61685180664062,0.5889852046966553,4.76837158203125e-07,,0.0,0.0002720430202316493,,0.35650378465652466,46720
,71.37547755241394,636,1763260126.5576766,,,,,,393.0,,,393.0,,47326
-0.0002865660935640335,71.69019842147827,640,1763260126.8723974,1038.0,0.0005384013056755066,149.193115234375,0.5430448651313782,3.4812837839126587e-06,,0.0,0.00027150538517162204,,0.19659143686294556,47616
-0.0009600576013326645,72.419606924057,650,1763260127.601806,1038.0,-0.0009128376841545105,23.50217628479004,0.542164146900177,3.506802022457123e-05,,0.0,0.0002710445551201701,,0.04338550567626953,48384
0.0065576378256082535,73.61162281036377,664,1763260128.7938218,1039.0,0.0016870573163032532,316.1839599609375,0.4663924276828766,0.0018020961433649063,,0.0,0.0002702765050344169,,0.48047858476638794,49664
-0.003445790149271488,75.32458138465881,684,1763260130.5067804,1040.0,-0.006170971319079399,637.010498046875,0.48282769322395325,0.0008980529382824898,,0.0,0.00026920123491436243,,0.0007837414741516113,51456
,75.7461519241333,689,1763260130.928351,,,,,,141.0,,,141.0,,51961
0.0033228080719709396,76.61907911300659,698,1763260131.801278,1038.0,0.001674756407737732,17.566247940063477,0.4217526316642761,0.000735478475689888,,0.0,0.00026843318482860923,,-0.10199904441833496,52736
,76.90120887756348,702,1763260132.0834079,,,,,,232.0,,,232.0,,53070
-0.007048986852169037,77.37562894821167,707,1763260132.557828,1038.0,-0.0009407959878444672,8.255334854125977,0.5067469477653503,0.0016896054148674011,,0.0,0.0002679723547771573,,0.9792264699935913,53504
0.013122458010911942,79.05006647109985,729,1763260134.2322655,1037.0,-0.0009479764848947525,86.371337890625,0.4951362609863281,0.013952352106571198,,0.0703125,0.00026697388966567814,,0.8545812368392944,55168
0.0005482705309987068,81.56839895248413,757,1763260136.750598,1038.0,-0.005232103168964386,12.435684204101562,0.5113832354545593,0.0006973380222916603,,0.0,0.0002653609844855964,,0.05673336982727051,57856
0.004691487178206444,82.06638860702515,762,1763260137.2485876,1038.0,-0.011504299938678741,14.244163513183594,0.5259745717048645,0.0007093511521816254,,0.0,0.00026505376445129514,,-0.19546246528625488,58368
0.002547426149249077,82.52529120445251,767,1763260137.7074902,1038.0,0.00039784982800483704,18.237985610961914,0.562346339225769,0.0003403071314096451,,0.0,0.00026474654441699386,,-0.7574057579040527,58880
-0.00023163855075836182,83.25992608070374,775,1763260138.442125,1039.0,0.0013445056974887848,10.501368522644043,0.5513198971748352,1.0959804058074951e-05,,0.0,0.00026428571436554193,,-0.043792724609375,59648
,84.4615831375122,788,1763260139.6437821,,,,,,500.0,,,500.0,,60969
-0.003362848423421383,84.56238842010498,789,1763260139.7445874,1039.0,-0.008491672575473785,746.9403686523438,0.5642921924591064,0.0013817111030220985,,0.001953125,0.0002634408592712134,,0.0015410184860229492,61056
0.0008457563817501068,85.18552660942078,797,1763260140.3677256,1039.0,-0.0035808533430099487,877.4920654296875,0.5680369734764099,0.00014487095177173615,,0.0,0.0002630568342283368,,-0.001432180404663086,61696
0.002345825545489788,86.03635215759277,806,1763260141.2185512,1039.0,-0.002334033139050007,10.246230125427246,0.600443959236145,0.00010253395885229111,,0.0,0.00026251919916830957,,-0.03563797473907471,62592
,86.74303436279297,815,1763260141.9252334,,,,,,500.0,,,500.0,,63377
-0.00160197913646698,91.22143411636353,863,1763260146.403633,1041.0,-0.0013929624110460281,3.097978115081787,0.5197798609733582,4.943273961544037e-05,,0.0,0.0002592165837995708,,-0.020151138305664062,68096
0.008976489305496216,92.03037452697754,872,1763260147.2125735,1042.0,-0.013197004795074463,807.3384399414062,0.49758264422416687,0.0005402490496635437,,0.0,0.00025867894873954356,,-0.0023429393768310547,68992
,92.42173933982849,876,1763260147.6039383,,,,,,500.0,,,500.0,,69399
0.018918491899967194,96.21449494361877,916,1763260151.396694,1044.0,-0.019678540527820587,0.1506994068622589,0.538482666015625,0.0014703860506415367,,0.0,0.00025599077343940735,,0.47792714834213257,73472
,96.75183463096619,922,1763260151.9340336,,,,,,500.0,,,500.0,,74098
0.012103399261832237,97.559166431427,930,1763260152.7413654,1044.0,0.01345759630203247,7.772289752960205,0.5038608312606812,0.004028601571917534,,0.001953125,0.0002551459183450788,,-1.0610952377319336,74880
0.011572284623980522,98.25483989715576,938,1763260153.437039,1044.0,-0.01650332100689411,0.02189161255955696,0.5437676310539246,0.0020012781023979187,,0.0,0.0002546850882936269,,0.3669101595878601,75648
0.00610837247222662,98.5181086063385,941,1763260153.7003076,1044.0,-0.0006185248494148254,823.537353515625,0.5624622702598572,0.0005822079256176949,,0.0,0.00025453147827647626,,-0.0027009248733520508,75904
0.00921268668025732,98.63162779808044,942,1763260153.8138268,1044.0,-0.006911352276802063,0.0342700332403183,0.5098190307617188,0.001249772496521473,,0.0,0.00025445467326790094,,-0.041509270668029785,76032
-0.008194051682949066,99.20953607559204,948,1763260154.391735,1045.0,0.011288043111562729,0.0025452980771660805,0.5170419216156006,0.002082647755742073,,0.00390625,0.00025407064822502434,,-0.34291279315948486,76672
-0.00189116969704628,101.73759579658508,974,1763260156.9197948,1045.0,0.0013630464673042297,0.00018837445531971753,0.5066866874694824,0.0019493550062179565,,0.005859375,0.0002524577430449426,,-7.573563575744629,79360
0.008299236185848713,102.20213580131531,980,1763260157.3843348,1046.0,-0.00046403706073760986,772.6591796875,0.4859149158000946,0.001642121933400631,,0.00390625,0.0002521505521144718,,0.14185655117034912,79872
-0.005289332941174507,102.70324206352234,985,1763260157.885441,1045.0,-0.011440340429544449,0.003186270594596863,0.5391486287117004,0.00609042402356863,,0.009765625,0.0002518433320801705,,0.8481778502464294,80384
-0.01278572715818882,103.66202092170715,995,1763260158.84422,1046.0,-0.00605253130197525,0.005839110352098942,0.4440996050834656,0.0015217438340187073,,0.0,0.00025122889201156795,,-1.3561668395996094,81408
,103.81972169876099,997,1763260159.0019207,,,,,,500.0,,,500.0,,81658
0.00030046142637729645,105.54019045829773,1015,1763260160.7223895,1047.0,-0.0010480284690856934,0.0020203343592584133,0.4910529553890228,0.00010178051888942719,,0.0,0.0002500000118743628,,-3.9706759452819824,83456
-0.003961648792028427,106.04031944274902,1020,1763260161.2225184,1047.0,-0.014900676906108856,0.0021427662577480078,0.47942018508911133,0.0015025623142719269,,0.0,0.00024969279184006155,,-38.83854675292969,83968
-0.026059502735733986,107.13284063339233,1031,1763260162.3150396,1047.0,-0.017861880362033844,0.0022202683612704277,0.41953423619270325,0.0016121109947562218,,0.0,0.00024900154676288366,,-5.7815752029418945,85120
0.002335653640329838,108.92876434326172,1050,1763260164.1109633,1047.0,0.007287599146366119,0.0002420321834506467,0.479187548160553,0.002253844402730465,,0.0,0.00024784947163425386,,0.2797432541847229,87040
-0.005909856408834457,109.16257095336914,1053,1763260164.34477,1047.0,0.005166836082935333,0.003966339863836765,0.4467069208621979,0.0002516750246286392,,0.0,0.0002476958616171032,,-0.10054397583007812,87296
-0.003264298662543297,109.62268853187561,1058,1763260164.8048875,1048.0,0.004087463021278381,0.005050664767622948,0.4592846930027008,0.0007735341787338257,,0.0,0.00024738864158280194,,-0.7171635627746582,87808
-0.0024039624258875847,111.92576384544373,1082,1763260167.1079628,1048.0,-0.003047546371817589,833.370849609375,0.4770745635032654,3.3964402973651886e-05,,0.0,0.00024592934641987085,,-0.0005116462707519531,90240
-0.028027212247252464,112.0471887588501,1083,1763260167.2293878,1048.0,-0.010151434689760208,0.006745862774550915,0.4768432676792145,0.006177704781293869,,0.01953125,0.00024585254141129553,,-0.37264740467071533,90368
,112.74936056137085,1091,1763260167.9315596,,,,,,500.0,,,500.0,,91158
0.0010661110281944275,114.25687408447266,1106,1763260169.439073,1048.0,-0.00042003951966762543,1025.59521484375,0.5140214562416077,1.4295801520347595e-05,,0.0,0.00024447005125693977,,0.0006099939346313477,92672
-0.021510686725378036,115.4533703327179,1118,1763260170.6355693,1048.0,-0.04627927765250206,0.00040605347021482885,0.46149611473083496,0.010313840582966805,,0.03125,0.00024370200117118657,,-0.0005737543106079102,93952
0.0029419222846627235,116.03134894371033,1125,1763260171.213548,1048.0,0.0006242245435714722,0.00456951092928648,0.5564685463905334,0.00018570106476545334,,0.0,0.00024331797612830997,,-0.1567230224609375,94592
0.015535031445324421,116.7610239982605,1133,1763260171.943223,1048.0,-0.03165024518966675,0.00872065406292677,0.48916828632354736,0.002993703819811344,,0.001953125,0.00024285714607685804,,0.056317031383514404,95360
0.008920660242438316,117.950936794281,1145,1763260173.1331358,1049.0,1.8669292330741882e-05,0.0002357925259275362,0.5469452142715454,0.00014923885464668274,,0.0,0.00024208909599110484,,-0.8721460103988647,96640
-0.004540630616247654,119.75632548332214,1164,1763260174.9385245,1049.0,0.0012255162000656128,0.00019758792768698186,0.4977847635746002,0.0010599931702017784,,0.0,0.00024093702086247504,,-2.8948309421539307,98560
,119.79776120185852,1165,1763260174.9799602,,,,,,500.0,,,500.0,,98678
0.003841513767838478,120.49121022224426,1172,1763260175.6734092,1049.0,-0.0047106146812438965,0.003650249680504203,0.4915938377380371,0.00022212974727153778,,0.0,0.00024047619081102312,,0.025801479816436768,99328
-0.003299475647509098,121.30211782455444,1181,1763260176.4843168,1050.0,0.0060911476612091064,1028.1663818359375,0.4493401050567627,0.0006839511916041374,,0.0,0.00023993855575099587,,-0.0003676414489746094,100224
0.0040772296488285065,121.79644703865051,1186,1763260176.978646,1049.0,-0.002024233341217041,964.6079711914062,0.5053934454917908,0.00017623044550418854,,0.0,0.0002396313357166946,,0.00015723705291748047,100736
0.0005426416173577309,122.87065649032593,1197,1763260178.0528555,1050.0,-0.005560951307415962,0.006778282579034567,0.5176060199737549,0.00016099680215120316,,0.0,0.0002389400906395167,,-0.6023685932159424,101888
0.0014915987849235535,124.40348982810974,1213,1763260179.5856888,1050.0,0.0058507174253463745,0.0007333159446716309,0.5314334034919739,0.0003301948308944702,,0.0,0.00023794162552803755,,-0.3290776014328003,103552
9.337253868579865e-05,124.5557291507721,1215,1763260179.7379282,1050.0,0.005176037549972534,982.7142944335938,0.5745916366577148,0.00011072307825088501,,0.0,0.00023786482051946223,,-0.0001214742660522461,103680
0.0022418415173888206,125.63484597206116,1226,1763260180.817045,1050.0,-0.002080753445625305,0.004047701600939035,0.5827639698982239,0.00015942472964525223,,0.0,0.00023717357544228435,,0.042220115661621094,104832
0.012846585363149643,125.9808714389801,1230,1763260181.1630704,1050.0,-0.008250555023550987,790.706787109375,0.5590289831161499,0.0010126829147338867,,0.0,0.00023694316041655838,,-1.2278556823730469e-05,105216
,126.35640931129456,1234,1763260181.5386083,,,,,,500.0,,,500.0,,105678
-0.0011916393414139748,127.41107439994812,1245,1763260182.5932734,1051.0,-0.0013213865458965302,599.0345458984375,0.5337225198745728,0.00019510183483362198,,0.0,0.00023602150031365454,,-0.00015056133270263672,106752
,128.26136803627014,1254,1763260183.443567,,,,,,500.0,,,500.0,,107678
0.006641342304646969,129.9387755393982,1271,1763260185.1209745,1051.0,-0.009251609444618225,0.0009650798165239394,0.5263933539390564,0.0009011616930365562,,0.0,0.00023440859513357282,,0.25870752334594727,109440
-0.0017917454242706299,132.55814409255981,1299,1763260187.740343,1052.0,-0.0024473071098327637,898.5497436523438,0.483794629573822,6.677582859992981e-05,,0.0,0.000232718899496831,,0.0001856088638305664,112256
-0.004209274426102638,136.40610599517822,1339,1763260191.588305,1052.0,-0.008097946643829346,0.006529379636049271,0.522951602935791,0.000390591099858284,,0.0,0.00023026113922242075,,-0.0030803680419921875,116352
-0.004522955045104027,136.5223662853241,1340,1763260191.7045653,1052.0,0.002604590728878975,0.0008820256334729493,0.5255584716796875,0.00013877451419830322,,0.0,0.00023018433421384543,,0.06637793779373169,116480
-0.0005605639889836311,137.36911845207214,1349,1763260192.5513175,1052.0,-0.0198105126619339,0.004755891859531403,0.4593801200389862,0.0010681720450520515,,0.0,0.0002296466991538182,,-0.04344964027404785,117376
-0.001617593690752983,138.6771900653839,1363,1763260193.859389,1052.0,0.006177261471748352,645.7387084960938,0.49308866262435913,0.00030797533690929413,,0.0,0.00022880184405948967,,0.00012606382369995117,118784
0.0022932738065719604,138.90760445594788,1365,1763260194.0898035,1052.0,-0.0012584254145622253,0.0006061791791580617,0.48600533604621887,0.00042070262134075165,,0.00390625,0.00022864823404233903,,0.04065757989883423,119040
0.002364467829465866,139.4120488166809,1370,1763260194.5942478,1052.0,-0.01311764121055603,0.0016098113264888525,0.4326615035533905,0.0021767988801002502,,0.0078125,0.00022834101400803775,,0.08479249477386475,119552
0.0011820252984762192,140.37128829956055,1380,1763260195.5534873,1052.0,-0.0009076688438653946,0.0003300379612483084,0.4597485661506653,6.966292858123779e-05,,0.0,0.00022772657393943518,,0.18216967582702637,120576
,140.40797400474548,1381,1763260195.590173,,,,,,500.0,,,500.0,,120678
0.0008866488933563232,141.0684151649475,1388,1763260196.2506142,1053.0,-0.001422010362148285,0.005160252097994089,0.4377393126487732,0.00010624527931213379,,0.0,0.00022726574388798326,,-0.004380583763122559,121344
0.00029821693897247314,141.79491925239563,1395,1763260196.9771183,1053.0,0.0068213604390621185,0.0002790538710542023,0.4489455819129944,0.0001429375261068344,,0.0,0.00022680491383653134,,-0.14121723175048828,122112
0.01234207022935152,142.14328527450562,1399,1763260197.3254843,1053.0,-0.0006575062870979309,0.00039406243013218045,0.43649548292160034,0.0012111952528357506,,0.0,0.00022657449881080538,,0.014470100402832031,122496
0.015248866751790047,142.7593388557434,1405,1763260197.9415379,1053.0,0.0020614266395568848,0.0003341483243275434,0.4293806552886963,0.002216339111328125,,0.0,0.00022619047376792878,,-1.6965999603271484,123136
0.007291230373084545,145.26771092414856,1432,1763260200.44991,1053.0,-0.006070069968700409,0.0051018730737268925,0.4097692370414734,0.0005633002147078514,,0.0,0.00022457756858784705,,-0.09428727626800537,125824
0.002896437421441078,145.42067980766296,1433,1763260200.6028788,1053.0,0.0012579187750816345,0.0007671972853131592,0.45189884305000305,0.00019903667271137238,,0.0,0.00022450076357927173,,-0.41939306259155273,125952
,147.47623443603516,1455,1763260202.6584334,,,,,,500.0,,,500.0,,128178
-7.201172411441803e-05,147.57345008850098,1456,1763260202.755649,1053.0,-0.00010831654071807861,639.7587890625,0.3994520604610443,3.6753714084625244e-05,,0.0,0.00022311827342491597,,-0.00010728836059570312,128256
0.0034675197675824165,147.69095587730408,1457,1763260202.8731549,1053.0,-0.0018169581890106201,0.003748584073036909,0.4424861967563629,3.130827099084854e-05,,0.0,0.00022304146841634065,,-0.0001404285430908203,128384
,153.09423089027405,1514,1763260208.27643,,,,,,500.0,,,500.0,,134178
-0.013401824980974197,153.81642293930054,1521,1763260208.998622,1054.0,-0.007354326546192169,0.006319200154393911,0.4927976727485657,0.0010146154090762138,,0.001953125,0.00021912442753091455,,0.05897808074951172,134912
0.013060763478279114,154.1632673740387,1525,1763260209.3454664,1054.0,0.0010163448750972748,365.7516784667969,0.5711983442306519,0.0007096994668245316,,0.0,0.00021889401250518858,,3.635883331298828e-06,135296
0.0013047726824879646,154.39411997795105,1527,1763260209.576319,1054.0,-0.005669832229614258,0.0008916264632716775,0.5005387663841248,0.00040348153561353683,,0.0,0.00021874040248803794,,-0.009205460548400879,135552
0.0034366855397820473,154.5095911026001,1529,1763260209.69179,1054.0,-0.0009860806167125702,943.6709594726562,0.5411079525947571,9.152386337518692e-05,,0.0,0.00021866359747946262,,-1.728534698486328e-05,135680
-0.000972566194832325,155.00288844108582,1534,1763260210.1850874,1054.0,-0.0021707937121391296,831.3215942382812,0.5559581518173218,0.0001509459689259529,,0.0,0.00021835637744516134,,-1.7881393432617188e-06,136192
-0.01037190668284893,155.2368347644806,1536,1763260210.4190338,1054.0,-0.005177034065127373,0.0009809623006731272,0.5336501598358154,0.003925267606973648,,0.017578125,0.0002182027674280107,,0.020049452781677246,136448
,155.87524390220642,1543,1763260211.057443,,,,,,480.0,,,480.0,,137158
,155.99537301063538,1545,1763260211.177572,,,,,,131.0,,,131.0,,137289
0.00025212205946445465,156.085764169693,1546,1763260211.2679632,1054.0,-0.002139747142791748,1392.28076171875,0.5137812495231628,2.3106113076210022e-05,,0.0,0.00021766513236798346,,0.0006387829780578613,137344
0.004745105281472206,157.28878903388977,1558,1763260212.470988,1054.0,-0.01329164206981659,0.0009674684260971844,0.5603720545768738,0.003414684906601906,,0.00390625,0.00021689708228223026,,0.0029948949813842773,138624
,157.31132292747498,1559,1763260212.493522,,,,,,391.0,,,391.0,,138680
0.034053437411785126,157.77830243110657,1563,1763260212.9605014,1054.0,-0.02613171562552452,0.0010789454681798816,0.44013988971710205,0.0069795334711670876,,0.013671875,0.00021658986224792898,,-2.3962759971618652,139136
-0.002183763310313225,158.07500958442688,1566,1763260213.2572086,1054.0,-0.0021936073899269104,0.006052420474588871,0.530041515827179,0.00014225952327251434,,0.0,0.00021643625223077834,,-0.19115304946899414,139392
,160.15461993217468,1588,1763260215.336819,,,,,,500.0,,,500.0,,141680
-0.007865716703236103,160.2317132949829,1589,1763260215.4139123,1054.0,-0.0029946845024824142,784.2172241210938,0.5503343939781189,0.00037720706313848495,,0.0,0.00021505376207642257,,1.817941665649414e-05,141696
0.004299434833228588,161.07647681236267,1597,1763260216.2586758,1054.0,-0.01420353353023529,0.00015328718291129917,0.5213349461555481,0.0014735395088791847,,0.0,0.00021451612701639533,,0.13586771488189697,142592
0.00281701423227787,162.01580786705017,1607,1763260217.1980069,1054.0,-0.005457203835248947,0.00024350275634787977,0.4478568136692047,0.0009316038340330124,,0.0,0.00021390168694779277,,0.05357617139816284,143616
-0.005077444948256016,162.16129612922668,1609,1763260217.3434951,1054.0,0.00012734904885292053,693.8612060546875,0.44888705015182495,0.0008974159136414528,,0.0,0.00021382488193921745,,-0.00022912025451660156,143744
0.007990166544914246,162.2787311077118,1610,1763260217.46093,1054.0,-0.00905892625451088,0.00648407731205225,0.43763116002082825,0.0013255681842565536,,0.0,0.00021374807693064213,,-0.14983618259429932,143872
-0.008938517421483994,162.50878882408142,1612,1763260217.6909878,1054.0,4.633888602256775e-05,0.0002621941384859383,0.49610430002212524,0.0003027506172657013,,0.0,0.0002135944669134915,,0.00047075748443603516,144128
-0.002862652763724327,163.824688911438,1626,1763260219.006888,1054.0,-0.0015919730067253113,0.0005295029259286821,0.5343729257583618,0.0002577975392341614,,0.0,0.00021274961181916296,,-0.022679924964904785,145536
0.0017024492844939232,164.90759587287903,1638,1763260220.0897949,1054.0,-0.0009903647005558014,1203.51806640625,0.5091301202774048,5.666259676218033e-05,,0.0,0.00021205836674198508,,2.2411346435546875e-05,146688
