losses/entropy,_step,_timestamp,charts/episodic_return,losses/explained_variance,losses/policy_loss,global_step,losses/value_loss,_runtime,charts/SPS,losses/clipfrac,charts/learning_rate,charts/episodic_length,losses/old_approx_kl,losses/approx_kl
0.5249189138412476,1851,1763260233.389572,,0.0032911300659179688,0.011204564943909645,164736,1027.158203125,178.2389178276062,1082.0,0.0,0.00020122887508478016,,-0.009124834090471268,0.00023200362920761108
0.536673903465271,1856,1763260233.8700244,,0.003355085849761963,-0.0015438422560691833,165248,674.5725708007812,178.71937036514282,1082.0,0.0,0.00020092165505047888,,-0.0027182362973690033,0.00025014765560626984
0.5330028533935547,1868,1763260235.0321848,,-2.01425838470459,-0.0043313167989254,166528,0.0007508868002332747,179.88153076171875,1082.0,0.0,0.00020015360496472567,,-3.663264214992523e-05,0.00019132718443870544
0.48002880811691284,1873,1763260235.4793408,,-12.291266441345215,0.00043830275535583496,167040,0.002089251996949315,180.32868671417236,1083.0,0.001953125,0.0001998463849304244,,0.017285192385315895,0.002373115159571171
0.4858682155609131,1877,1763260235.8181138,,-7.2330780029296875,-0.0031711533665657043,167424,0.0021939766593277454,180.66745972633362,1083.0,0.0,0.00019961596990469843,,0.011900565586984158,0.0012720292434096336
0.4681203365325928,1886,1763260236.641686,,-0.05810356140136719,-0.005439605563879013,168320,0.005597162991762161,181.4910318851471,1083.0,0.0,0.0001990783348446712,,0.002474249340593815,0.00060309749096632
0.4628507196903229,1895,1763260237.4644916,,0.0007106661796569824,0.004860155284404755,169216,595.14501953125,182.31383752822876,1083.0,0.0,0.00019854069978464395,,0.0015894966199994087,0.0001696636900305748
0.5507161021232605,1903,1763260238.2796807,,-1.19148588180542,-0.006673688068985939,170112,0.00032286628265865147,183.12902665138245,1083.0,0.001953125,0.00019800307927653193,,-0.0009626448154449463,0.0018907375633716583
0.46647360920906067,1906,1763260238.5069458,,-1.256706953048706,-0.003735009580850601,170368,0.0073301480151712894,183.35629177093506,1083.0,0.0,0.0001978494692593813,,0.006753865629434586,0.00032375194132328033
,1918,1763260239.593218,500.0,,,171642,,184.44256401062012,,,,500.0,,
0.5430388450622559,1920,1763260239.7782245,,0.4421905279159546,-0.0036060363054275513,171776,0.005741998553276062,184.6275703907013,1083.0,0.0,0.00019700461416505277,,0.010383844375610352,0.0017307279631495476
0.5541979670524597,1945,1763260242.0950236,,0.027434349060058594,0.001015838235616684,174336,0.005569265224039555,186.94436955451965,1083.0,0.0,0.00019546851399354637,,0.01277029886841774,0.0006862524896860123
0.5370375514030457,1959,1763260243.3979113,,-0.0005006790161132812,0.00045054033398628235,175744,789.6578369140625,188.24725723266602,1083.0,0.0,0.00019462365889921784,,0.00040885619819164276,0.0004356764256954193
0.5393080711364746,1973,1763260244.6778355,,-4.76837158203125e-06,-0.007080173119902611,177152,729.114990234375,189.52718138694763,1083.0,0.0,0.00019377880380488932,,-0.004418767988681793,0.00010912679135799408
0.5140795707702637,1985,1763260245.8331451,,0.012326657772064209,0.0009104162454605103,178432,0.0008473615162074566,190.68249106407166,1084.0,0.0,0.00019301075371913612,,0.0024479804560542107,0.00022277329117059708
0.48832911252975464,1991,1763260246.4293854,,0.13045936822891235,-0.0032625682651996613,179072,0.0003535835421644151,191.27873134613037,1084.0,0.0,0.00019262672867625952,,-0.0030658701434731483,0.00048809777945280075
,2002,1763260247.374496,500.0,,,180142,,192.22384190559387,,,,500.0,,
,2007,1763260247.8413546,500.0,,,180642,,192.69070053100586,,,,500.0,,
0.5397109985351562,2016,1763260248.7607155,,0.05135411024093628,-0.00562451034784317,181632,0.00030211321427486837,193.61006140708923,1084.0,0.0,0.0001910906285047531,,-0.004626763053238392,0.00029440876096487045
0.5715146064758301,2019,1763260248.986573,,0.24645709991455078,-0.003727152943611145,181888,0.004605927038937807,193.83591890335083,1084.0,0.0,0.00019093701848760247,,-0.00046026986092329025,0.00043767597526311874
0.5363113284111023,2024,1763260249.4367473,,0.08985191583633423,-0.004986396059393883,182400,0.0007511732983402908,194.28609323501587,1084.0,0.0,0.0001906297984533012,,-0.003938708454370499,0.0008945558220148087
0.5313352346420288,2027,1763260249.699163,,0.00028067827224731445,0.002537935972213745,182656,981.56787109375,194.54850888252258,1084.0,0.0,0.00019047618843615055,,0.009044627659022808,0.0009445371106266975
0.5021058320999146,2029,1763260249.9215772,,0.08912050724029541,-0.009216338396072388,182912,0.000798183202277869,194.7709231376648,1084.0,0.0,0.0001903225784189999,,0.025429366156458855,0.00415149237960577
0.5946128964424133,2034,1763260250.3756866,,0.0813174843788147,-0.013590104877948761,183424,0.0006924117915332317,195.2250325679779,1084.0,0.00390625,0.00019001535838469863,,-0.02303847298026085,0.002082294784486294
0.5965333580970764,2045,1763260251.427068,,-0.02918827533721924,-0.0037728697061538696,184576,0.00030297753983177245,196.2764139175415,1084.0,0.01171875,0.00018932411330752075,,0.03317024186253548,0.004055841825902462
,2051,1763260251.9355445,500.0,,,185142,,196.7848904132843,,,,500.0,,
0.5460084676742554,2052,1763260252.0296307,,0.0006330013275146484,0.008882824331521988,185216,885.0859375,196.87897658348083,1084.0,0.0,0.00018894008826464415,,0.003294113092124462,0.0006843814626336098
0.4942435622215271,2070,1763260253.8383257,,0.5007423162460327,-0.0032478272914886475,187136,0.00020476416102610528,198.68767166137695,1084.0,0.001953125,0.00018778801313601434,,0.0011754725128412247,0.0014949049800634384
0.4950181245803833,2076,1763260254.2872407,,0.0005043148994445801,0.00231185182929039,187648,570.3607177734375,199.13658666610718,1084.0,0.0,0.00018748079310171306,,0.0034131910651922226,0.000222792848944664
0.5865123867988586,2093,1763260255.9317417,,-0.10330688953399658,-0.006062783300876617,189440,0.001047475729137659,200.78108763694763,1084.0,0.0,0.00018640552298165858,,0.004187263548374176,0.0006439201533794403
0.5881327390670776,2094,1763260256.043812,,0.3550238013267517,-0.0004640929400920868,189568,0.0002242556365672499,200.89315795898438,1084.0,0.0,0.00018632871797308326,,0.004411341622471809,0.00018579140305519104
0.44046956300735474,2117,1763260258.1405547,,-0.19942891597747803,-0.0009246692061424255,191872,0.005615081172436476,202.98990058898926,1084.0,0.0,0.00018494624237064272,,-0.0013734325766563416,8.886493742465973e-05
0.44617995619773865,2141,1763260260.3471966,,0.3366197347640991,-0.006007492542266846,194304,0.004856687504798174,205.19654250144958,1084.0,0.0,0.00018348694720771164,,-0.007455705665051937,0.0003503700718283653
0.5229361057281494,2146,1763260260.8061829,,0.28273075819015503,-0.007530834525823593,194816,0.004966275300830603,205.65552878379822,1084.0,0.0,0.00018317972717341036,,0.005784213542938232,0.00019705668091773987
0.5111615657806396,2147,1763260260.9157014,,-0.6110178232192993,-0.006819166708737612,194944,0.0006016054539941251,205.76504731178284,1085.0,0.00390625,0.00018310292216483504,,-0.006867031566798687,0.000918862409889698
0.5153636336326599,2148,1763260261.0259478,,-0.8517582416534424,0.009082257747650146,195072,0.0004468390834517777,205.87529373168945,1085.0,0.0,0.00018302611715625972,,-0.00022812839597463608,0.00028522592037916183
0.5619794726371765,2155,1763260261.6292224,,-0.00033867359161376953,-6.299465894699097e-05,195712,960.7734375,206.47856831550598,1084.0,0.0,0.00018264209211338311,,0.0004976699128746986,1.9995495676994324e-06
0.496267169713974,2172,1763260263.2972295,,-0.8084733486175537,0.0008282437920570374,197504,0.0007007573149167001,208.14657545089722,1084.0,0.0,0.00018156682199332863,,0.003895317204296589,0.0008067237213253975
0.4291282892227173,2185,1763260264.4542744,,0.4390736222267151,-0.0009162724018096924,198784,0.004507808014750481,209.30362033843994,1085.0,0.0,0.00018079877190757543,,0.0005488581955432892,3.520399332046509e-06
0.44538813829421997,2192,1763260265.12943,,0.32647109031677246,-0.013001415878534317,199552,0.00019453944696579129,209.97877597808838,1085.0,0.015625,0.0001803379418561235,,-0.0016767606139183044,0.0021453816443681717
,2198,1763260265.6457927,500.0,,,200142,,210.49513864517212,,,,500.0,,
0.46123045682907104,2199,1763260265.7306788,,0.0002676248550415039,0.010745801031589508,200192,1141.8427734375,210.58002471923828,1085.0,0.0,0.0001799539168132469,,0.0095752514898777,0.00086979940533638
0.4489734172821045,2211,1763260266.8914902,,0.012975811958312988,-0.0015816837549209595,201472,0.0008832036983221769,211.74083614349365,1085.0,0.0,0.0001791858667274937,,0.006809343583881855,0.0005130013450980186
0.507035493850708,2214,1763260267.1173642,,0.0007807016372680664,0.000925157219171524,201728,970.032958984375,211.9667100906372,1085.0,0.0,0.00017903225671034306,,-0.0002559041604399681,2.3358501493930817e-05
0.5397894382476807,2220,1763260267.715204,,-0.11209237575531006,-0.013869103044271469,202368,0.004816845059394836,212.56454992294312,1085.0,0.001953125,0.00017864823166746646,,-0.002320215106010437,0.0024651680141687393
,2223,1763260267.9469173,500.0,,,202642,,212.79626321792603,,,,500.0,,
0.5320883989334106,2225,1763260268.1635473,,-0.20649898052215576,-0.0026690661907196045,202880,0.00596761517226696,213.01289319992065,1085.0,0.0,0.00017834101163316518,,-0.0033919215202331543,0.0010030362755060196
0.48257115483283997,2226,1763260268.2750962,,-0.08384895324707031,-0.009535690769553185,203008,0.0006807044264860451,213.1244421005249,1085.0,0.00390625,0.00017826420662458986,,-0.014092312194406986,0.002693437971174717
0.5762033462524414,2227,1763260268.422176,,-0.12973999977111816,0.002928026020526886,203136,0.00020381757349241525,213.27152180671692,1085.0,0.0,0.00017818740161601454,,-0.006916486658155918,0.0003151381388306618
0.5348201990127563,2231,1763260268.7600617,,-0.06866705417633057,0.007703132927417755,203520,0.0005950923659838736,213.60940766334534,1085.0,0.0078125,0.00017795698659028858,,-0.015364759601652622,0.002791830338537693
0.5784350037574768,2235,1763260269.0966237,,-0.00397038459777832,0.0013779886066913605,203904,0.000659300887491554,213.945969581604,1085.0,0.0,0.00017772657156456262,,0.0008494453504681587,3.624986857175827e-05
0.5500178337097168,2241,1763260269.6943672,,0.3094833493232727,-5.2638351917266846e-06,204544,0.000470612954813987,214.54371309280396,1085.0,0.0,0.00017734254652168602,,-0.0017271963879466057,0.00030583422631025314
0.5995346903800964,2248,1763260270.2556682,,0.0007961392402648926,0.0021675750613212585,205184,801.3463745117188,215.10501408576965,1085.0,0.0,0.00017695852147880942,,-0.0033202413469552994,0.00028240494430065155
0.440579354763031,2250,1763260270.5176466,,-0.352237343788147,0.006921879947185516,205440,0.0006634652381762862,215.3669924736023,1085.0,0.0078125,0.00017680491146165878,,0.005871296860277653,0.0003723064437508583
0.5468012094497681,2253,1763260270.7435436,,0.0010930895805358887,-0.0014710836112499237,205696,1005.2647705078125,215.59288954734802,1085.0,0.0,0.00017665130144450814,,0.0009466726332902908,1.8922612071037292e-05
0.5090741515159607,2272,1763260272.358974,,0.0026131272315979004,1.2237578630447388e-05,207488,93.37438201904297,217.20831990242004,1085.0,0.0,0.00017557603132445365,,0.00024471990764141083,1.8494203686714172e-05
,2280,1763260273.1180854,497.0,,,208374,,217.967431306839,,,,497.0,,
0.5790556073188782,2295,1763260274.4691074,,-0.09932029247283936,-0.01620277762413025,209792,0.002305088797584176,219.31845331192017,1085.0,0.0,0.0001741935411700979,,-0.026200290769338608,0.0017845714464783669
0.500593364238739,2298,1763260274.7306123,,0.00038909912109375,0.003593210130929947,210048,915.2398681640625,219.5799582004547,1085.0,0.0,0.00017403994570486248,,-0.0016188453882932663,4.485622048377991e-05
0.5146084427833557,2310,1763260275.8857112,,-0.21952199935913086,-0.018384858965873718,211328,0.0009820711566135287,220.7350571155548,1085.0,0.0,0.00017327189561910927,,-0.01437272410839796,0.002511098049581051
,2312,1763260276.0086439,500.0,,,211486,,220.85798978805542,,,,500.0,,
0.5613836646080017,2318,1763260276.5614095,,0.00019931793212890625,-0.002551726996898651,212096,666.1837158203125,221.41075539588928,1085.0,0.0,0.00017281106556765735,,0.008622394874691963,0.0006101187318563461
,2322,1763260276.9322946,500.0,,,212486,,221.78164052963257,,,,500.0,,
0.49483993649482727,2324,1763260277.1538184,,-0.20072364807128906,-0.0005462132394313812,212736,0.002832312136888504,222.00316429138184,1085.0,0.0,0.00017242704052478075,,-0.002610377036035061,4.4514425098896027e-05
0.5047966241836548,2329,1763260277.5986974,,-0.09792828559875488,-0.007398933172225952,213248,0.0008163162274286151,222.44804334640503,1086.0,0.0,0.00017211982049047947,,0.007853936403989792,0.0010239053517580032
0.5363736748695374,2339,1763260278.5392005,,0.09716153144836426,-0.009587801992893219,214272,0.0006797296809963882,223.3885464668274,1086.0,0.001953125,0.0001715053804218769,,0.006118091754615307,0.003088603727519512
0.5116332173347473,2343,1763260278.9122684,,0.2962804436683655,-0.00033078715205192566,214656,0.006735841743648052,223.76161432266235,1085.0,0.0,0.00017127496539615095,,0.003863144665956497,0.00041440874338150024
0.5759587287902832,2348,1763260279.3600934,,0.12167161703109741,-0.0011878013610839844,215168,0.005334692541509867,224.20943927764893,1086.0,0.0,0.00017096774536184967,,-0.001154041849076748,2.1192245185375214e-05
0.49744880199432373,2354,1763260279.9533606,,-0.11380088329315186,-0.00365276075899601,215808,0.0007287862244993448,224.80270648002625,1086.0,0.001953125,0.00017058372031897306,,-0.0007913727313280106,0.0007867496460676193
0.5454220175743103,2363,1763260280.7384956,,0.13784635066986084,6.232410669326782e-06,216704,0.006793999578803778,225.5878415107727,1086.0,0.0,0.00017004608525894582,,7.677264511585236e-05,0.00016082078218460083
0.4857851564884186,2389,1763260283.2171774,,-0.47067928314208984,-0.0022210851311683655,219392,0.00023756708833388984,228.06652331352234,1086.0,0.0,0.0001684331800788641,,-0.005359688773751259,0.00023489072918891907
0.5546991229057312,2394,1763260283.663201,,-0.2269500494003296,0.0006211409345269203,219904,0.00019843070185743272,228.5125470161438,1086.0,0.0,0.00016812596004456282,,-0.0018840162083506584,0.00017423462122678757
0.5500797033309937,2409,1763260284.9416583,,0.23624390363693237,-0.015703529119491577,221312,0.011750400066375732,229.7910041809082,1086.0,0.0,0.0001672811049502343,,-0.0025057801976799965,0.001241038553416729
0.549625039100647,2426,1763260286.5812023,,0.35284608602523804,-0.01806899905204773,223104,0.00012833825894631445,231.43054819107056,1086.0,0.001953125,0.0001662058348301798,,0.008913862518966198,0.0030656522139906883
0.49272894859313965,2430,1763260286.915711,,0.035325586795806885,-0.002465575933456421,223488,0.000658997509162873,231.765056848526,1086.0,0.0,0.00016597541980445385,,-0.003722863271832466,0.0001868177205324173
0.543423593044281,2449,1763260288.7791207,,0.3348711133003235,0.0006884671747684479,225536,0.0004862109781242907,233.62846660614014,1086.0,0.0,0.00016474653966724873,,0.0018477784469723701,6.127636879682541e-05
,2465,1763260290.1789083,500.0,,,227128,,235.0282542705536,,,,500.0,,
0.47989997267723083,2491,1763260292.6223981,,-0.051783204078674316,-0.001591607928276062,229760,0.006387980189174414,237.47174406051636,1086.0,0.0,0.00016221197438426316,,0.0012300880625844002,0.0001300303265452385
0.5037386417388916,2493,1763260292.8456306,,-1.292173147201538,-0.0024177059531211853,230016,0.0005897911614738405,237.69497656822205,1087.0,0.0,0.00016205837891902775,,0.005163855850696564,0.0003159325569868088
0.5188552141189575,2506,1763260294.0040507,,0.02325814962387085,-0.012040510773658752,231296,0.005866896826773882,238.85339665412903,1087.0,0.0,0.00016129032883327454,,0.001330542378127575,0.0006526606157422066
,2514,1763260294.7379024,500.0,,,232128,,239.5872483253479,,,,500.0,,
0.48775777220726013,2515,1763260294.828991,,-2.9802322387695312e-05,-0.0013360008597373962,232192,1074.83984375,239.6783368587494,1087.0,0.0,0.0001607526937732473,,-0.0035529863089323044,8.235126733779907e-05
0.5133434534072876,2520,1763260295.2805042,,-6.73532485961914e-05,0.0006128139793872833,232704,589.9468994140625,240.12985014915466,1087.0,0.0,0.00016044547373894602,,0.004782622680068016,0.00019108876585960388
0.43250030279159546,2533,1763260296.584105,,-0.06343221664428711,-0.001973852515220642,234112,0.00020617491099983454,241.43345093727112,1087.0,0.005859375,0.0001596006186446175,,-0.0117507828399539,0.0033539840951561928
0.4867860972881317,2540,1763260297.146824,,-6.54458999633789e-05,4.278309643268585e-05,234752,146.65028381347656,241.99616980552673,1087.0,0.0,0.0001592165936017409,,-0.002263919450342655,6.882939487695694e-05
0.5029968023300171,2547,1763260297.8619099,,-0.22219228744506836,-0.0011759847402572632,235520,0.0003597310569602996,242.7112557888031,1087.0,0.0,0.00015875576355028898,,0.0029273657128214836,8.350703865289688e-05
0.5269009470939636,2570,1763260299.9551167,,-0.0562974214553833,-0.006926245987415314,237824,0.00550730200484395,244.8044626712799,1087.0,0.0,0.0001573732733959332,,0.00354139506816864,0.0003326199948787689
0.44941508769989014,2571,1763260300.0649447,,-0.10977458953857422,-0.008361401036381721,237952,0.0005811270093545318,244.9142906665802,1087.0,0.0,0.0001572964683873579,,-0.004984140396118164,0.0008619260042905807
0.5314164161682129,2576,1763260300.5142453,,-0.008411765098571777,0.002789735794067383,238464,0.0005298014148138463,245.36359119415283,1087.0,0.0,0.0001569892483530566,,0.0052643222734332085,0.00035439152270555496
0.5226094722747803,2577,1763260300.6247373,,0.03151506185531616,-0.005862466990947723,238592,0.00020522384147625417,245.47408318519592,1087.0,0.0,0.0001569124433444813,,0.007009648717939854,0.001102556474506855
0.452919602394104,2608,1763260303.5554214,,-0.08115100860595703,-0.0022897236049175262,241792,0.0044050319120287895,248.40476727485657,1087.0,0.0,0.00015499231813009828,,-0.0011272681877017021,0.00021632853895425797
0.44769230484962463,2610,1763260303.775688,,0.02807295322418213,-0.004662003368139267,242048,0.00018178625032305717,248.62503385543823,1087.0,0.0,0.00015483870811294764,,0.002550923265516758,0.0003726677969098091
0.40358808636665344,2630,1763260305.6336758,,-0.262518048286438,-7.823854684829712e-05,244096,0.0005389756406657398,250.48302173614502,1087.0,0.0,0.00015360982797574252,,-0.0003277258947491646,0.0002491166815161705
,2636,1763260306.1248167,500.0,,,244628,,250.97416257858276,,,,500.0,,
0.5278183221817017,2646,1763260307.095344,,0.0001837015151977539,1.7523765563964844e-05,245632,767.195556640625,251.94468998908997,1087.0,0.0,0.00015268816787283868,,0.0009662993252277374,3.5103410482406616e-05
0.41680052876472473,2647,1763260307.205726,,0.1279938817024231,-0.01357463002204895,245760,0.005375253036618233,252.0550718307495,1087.0,0.0,0.00015261136286426336,,-0.0005531469359993935,0.0007681390270590782
0.40275540947914124,2648,1763260307.31467,,0.18726611137390137,1.222267746925354e-05,245888,0.0005083507276140153,252.16401600837708,1087.0,0.0,0.00015253455785568804,,0.00021923519670963287,7.040798664093018e-06
0.4768686294555664,2668,1763260309.1596544,,-0.01471090316772461,-0.0008839070796966553,247936,0.0007178815430961549,254.00900030136108,1087.0,0.0,0.0001513056777184829,,-0.002450495958328247,7.584132254123688e-05
0.43073609471321106,2673,1763260309.602527,,0.04976004362106323,-0.0006452985107898712,248448,0.00032180489506572485,254.45187282562256,1087.0,0.0,0.00015099845768418163,,0.011485470458865166,0.0011051874607801437
0.44772544503211975,2683,1763260310.5409179,,0.010557413101196289,0.0023673847317695618,249472,0.00048398037324659526,255.39026379585266,1087.0,0.0,0.00015038401761557907,,-0.0011070435866713524,8.044857531785965e-05
0.3922225534915924,2687,1763260310.8732028,,-0.7519434690475464,-0.0008034370839595795,249856,0.004804250784218311,255.72254872322083,1088.0,0.0,0.0001501536025898531,,0.0029051722958683968,0.00013182591646909714
0.46468663215637207,2689,1763260311.0958474,,-4.508062839508057,-0.00913439691066742,250112,0.0003221769002266228,255.94519329071045,1088.0,0.0,0.0001500000071246177,,0.015970837324857712,0.0015308968722820282
0.4414615035057068,2692,1763260311.3562663,,-0.012067437171936035,-0.018134653568267822,250368,0.003794038202613592,256.2056121826172,1088.0,0.0,0.00014984639710746706,,-0.0057524144649505615,0.0016442220658063889
,2732,1763260314.9345975,500.0,,,254406,,259.7839434146881,,,,500.0,,
,2752,1763260316.7731347,500.0,,,256406,,261.62248063087463,,,,500.0,,
,2757,1763260317.217254,500.0,,,256906,,262.06659984588623,,,,500.0,,
0.37715184688568115,2772,1763260318.6325488,,-0.00010395050048828125,9.745359420776367e-06,258432,880.9871215820312,263.4818947315216,1088.0,0.0,0.00014500768156722188,,-0.0016936790198087692,3.141351044178009e-05
0.4035552740097046,2782,1763260319.5272117,,0.00041484832763671875,0.0025618597865104675,259456,912.1552734375,264.37655758857727,1088.0,0.0,0.00014439324149861932,,-0.00028779543936252594,0.00010222755372524261
0.34549441933631897,2783,1763260319.6756566,,-0.24300885200500488,-0.0009784642606973648,259584,0.004845624323934317,264.5250024795532,1088.0,0.0,0.000144316436490044,,0.0030696624889969826,0.00024067144840955734
0.3823114037513733,2793,1763260320.5722754,,-0.38867783546447754,-0.001844305545091629,260608,0.0038859411142766476,265.42162132263184,1088.0,0.0,0.00014370199642144144,,-0.0006521539762616158,9.791646152734756e-05
0.41899073123931885,2824,1763260323.490218,,-0.27866148948669434,0.0018184259533882141,263808,0.00036347692366689444,268.33956384658813,1089.0,0.0,0.00014178187120705843,,0.011648058891296387,0.0004884768277406693
0.3729580342769623,2843,1763260325.2353787,,0.0093764066696167,-0.004349507391452789,265728,0.00033346834243275225,270.0847246646881,1089.0,0.0,0.00014062979607842863,,-0.0028602927923202515,0.00011276267468929291
0.36886605620384216,2857,1763260326.5045376,,-0.22725307941436768,0.0001531541347503662,267136,0.004503308795392513,271.35388350486755,1089.0,0.0,0.0001397849409841001,,0.0007127439603209496,1.6720034182071686e-05
0.4308697283267975,2882,1763260328.8078444,,-3.924438953399658,5.0302594900131226e-05,269696,0.002622428582981229,273.657190322876,1089.0,0.0,0.0001382488408125937,,0.001823599450290203,5.149003118276596e-05
0.45618531107902527,2890,1763260329.518311,,4.7326087951660156e-05,-0.0019434541463851929,270464,1041.0413818359375,274.36765694618225,1089.0,0.0,0.000137788025313057,,0.0008902521803975105,2.6742927730083466e-05
0.3462523818016052,2911,1763260331.4859538,,0.03630685806274414,-0.0011387765407562256,272640,0.004008534364402294,276.3352997303009,1089.0,0.0,0.00013648234016727656,,0.00017807446420192719,2.0481646060943604e-05
0.45282700657844543,2935,1763260333.684762,,-0.10948288440704346,-0.002340152859687805,275072,0.003978889435529709,278.5341079235077,1089.0,0.0,0.00013502304500434548,,-0.0014850180596113205,8.665025234222412e-05
0.45904654264450073,2949,1763260334.9412289,,0.0017818808555603027,0.0026839114725589752,276480,940.2410888671875,279.79057478904724,1089.0,0.00390625,0.00013417818991001695,,0.013417590409517288,0.0008125156164169312
0.4226893186569214,2960,1763260335.9774249,,0.24189293384552002,-0.0030598044395446777,277632,0.003527148626744747,280.8267707824707,1089.0,0.0,0.00013348694483283907,,0.0068139247596263885,0.0010181572288274765
0.49137580394744873,2975,1763260337.3744092,,-0.008865833282470703,-0.004906361922621727,279168,0.00034382191370241344,282.2237551212311,1089.0,0.0,0.00013256528472993523,,0.0025522513315081596,9.496230632066727e-05
0.46657899022102356,2989,1763260338.6361103,,-0.13463807106018066,0.003281906247138977,280576,0.004769591148942709,283.4854562282562,1090.0,0.0,0.0001317204296356067,,0.001430974341928959,0.0011436184868216515
,2997,1763260339.3273103,500.0,,,281406,,284.1766562461853,,,,500.0,,
0.4488999545574188,3011,1763260340.7221098,,-0.179207444190979,0.0006937850266695023,282880,0.00023783215146977454,285.5714557170868,1090.0,0.0,0.00013033793948125094,,-0.002794806845486164,0.00011912267655134201
,3051,1763260344.3514326,500.0,,,286906,,289.2007784843445,,,,500.0,,
0.5211829543113708,3053,1763260344.5575995,,0.09336048364639282,-0.007968144491314888,287104,0.005105562973767519,289.40694546699524,1090.0,0.0,0.00012780337419826537,,0.001725933514535427,0.0015852851793169975
,3066,1763260345.7543287,500.0,,,288406,,290.60367465019226,,,,500.0,,
0.4193548858165741,3070,1763260346.1933591,,-0.5942997932434082,0.0016791254747658968,288896,0.0003502720210235566,291.0427050590515,1090.0,0.0,0.0001267281040782109,,0.01093390304595232,0.0009524645283818245
0.528082013130188,3083,1763260347.351793,,0.1531965732574463,-0.011783711612224579,290176,0.0004544508410617709,292.2011389732361,1090.0,0.001953125,0.00012596006854437292,,0.004118120297789574,0.0018890611827373505
0.5598614811897278,3098,1763260348.7275686,,-0.08760476112365723,0.004953391849994659,291712,0.000521993963047862,293.5769145488739,1090.0,0.0,0.00012503840844146907,,-0.0023081637918949127,0.0004363078624010086
0.5234398245811462,3103,1763260349.2104707,,0.14173388481140137,-0.001583736389875412,292224,0.00046104175271466374,294.0598165988922,1090.0,0.0,0.0001247311884071678,,-0.006073613651096821,0.00025579798966646194
0.5786097049713135,3127,1763260351.4141154,,-0.01828944683074951,0.0024199113249778748,294656,0.0023281790781766176,296.26346135139465,1090.0,0.0,0.0001232718932442367,,0.0037467526271939278,8.09328630566597e-05
,3129,1763260351.5664551,500.0,,,294906,,296.4158010482788,,,,500.0,,
0.5674342513084412,3141,1763260352.6800308,,0.058893561363220215,-0.0010503735393285751,296064,0.0029984309803694487,297.529376745224,1090.0,0.0,0.00012242703814990819,,-0.0017938017845153809,9.932182729244232e-05
0.5123523473739624,3143,1763260352.9022255,,-0.9398412704467773,-0.00017449818551540375,296320,0.0003087841614615172,297.75157141685486,1090.0,0.0,0.00012227342813275754,,6.96815550327301e-05,0.000787859782576561
0.5315699577331543,3146,1763260353.2129748,,-0.026476502418518066,-0.0023756735026836395,296576,0.003960836678743362,298.0623207092285,1090.0,0.0,0.0001221198181156069,,0.001764046959578991,0.0002855313941836357
0.5488153100013733,3161,1763260354.588378,,0.005353093147277832,-0.007007542997598648,298112,0.004594066645950079,299.4377238750458,1090.0,0.0,0.00012119815801270306,,0.004230348393321037,0.0003497134894132614
0.5780804753303528,3170,1763260355.4102008,,4.0531158447265625e-05,-0.002696339040994644,299008,603.01416015625,300.2595467567444,1090.0,0.0,0.00012066052295267582,,-0.0033507980406284332,0.00024806149303913116
0.5485818386077881,3183,1763260356.5712888,,0.10416412353515625,-0.0005282014608383179,300288,0.0006028972566127777,301.4206347465515,1090.0,0.0,0.00011989247286692262,,0.0001382743939757347,9.004678577184677e-05
0.5815426707267761,3188,1763260357.0182252,,-0.02503490447998047,0.004944797605276108,300800,0.000597062986344099,301.8675711154938,1090.0,0.005859375,0.00011958525283262134,,0.0029744161292910576,0.0009367214515805244
0.5041652917861938,3217,1763260359.6879933,,0.08809834718704224,-0.005300574935972691,303744,0.00021096915588714182,304.53733921051025,1090.0,0.0,0.00011781873763538897,,0.004062425345182419,0.0006288792937994003
0.6002686023712158,3224,1763260360.2459323,,-0.2758913040161133,0.0018161684274673462,304384,0.006366445682942867,305.09527826309204,1090.0,0.0,0.00011743471259251237,,-0.004234530031681061,0.00038889236748218536
0.5652269124984741,3247,1763260362.3263369,,0.09977096319198608,0.002143487334251404,306688,0.0036272313445806503,307.17568278312683,1091.0,0.0,0.00011605222971411422,,-0.003115873783826828,6.964802742004395e-05
,3250,1763260362.6060412,500.0,,,306995,,307.4553871154785,,,,500.0,,
0.5035731792449951,3252,1763260362.809519,,-0.09595263004302979,0.00034475140273571014,307200,0.003537045791745186,307.6588649749756,1091.0,0.0,0.00011574500967981294,,-1.4693476259708405e-05,2.4600885808467865e-05
,3255,1763260363.0481179,500.0,,,307495,,307.89746379852295,,,,500.0,,
0.5170221924781799,3259,1763260363.509794,,-0.1938331127166748,-0.003395169973373413,307968,0.00023715983843430877,308.359139919281,1091.0,0.0,0.00011528417962836102,,-0.0036500785499811172,0.00026247650384902954
0.5381518006324768,3272,1763260364.6576498,,-1.724196434020996,-0.0019718408584594727,309248,0.0009303574915975332,309.506995677948,1091.0,0.0,0.00011451612954260781,,-0.0005967896431684494,1.0047107934951782e-05
0.5228356719017029,3275,1763260364.8823733,,6.121397018432617e-05,9.039416909217834e-05,309504,1186.915283203125,309.7317192554474,1091.0,0.0,0.00011436251952545717,,0.0005931882187724113,3.547687083482742e-05
