losses/entropy,_step,_timestamp,charts/episodic_return,losses/explained_variance,losses/policy_loss,global_step,losses/value_loss,_runtime,charts/SPS,losses/clipfrac,charts/learning_rate,charts/episodic_length,losses/old_approx_kl,losses/approx_kl
0.5801750421524048,555,1763260116.5061946,,0.12853097915649414,-0.0007365606725215912,36864,66.46112060546875,61.35554051399231,1045.0,0.0,0.0002779569767881185,,0.0007499465718865395,3.698281943798065e-06
0.5962274074554443,559,1763260116.8907814,,0.7160561084747314,-0.017407160252332687,37248,88.27861022949219,61.74012732505798,1044.0,0.0,0.0002777265617623925,,0.006382104940712452,0.002912561409175396
0.5432462096214294,568,1763260117.5660663,,0.6796759366989136,-0.0027245469391345978,38016,89.00456237792969,62.415412187576294,1046.0,0.0,0.0002772657317109406,,-0.0038588624447584152,0.00040099769830703735
,595,1763260119.7704465,500.0,,,40441,,64.61979246139526,,,,500.0,,
0.5565416812896729,612,1763260121.3405058,,0.25697553157806396,0.0010394640266895294,42112,43.439056396484375,66.18985176086426,1050.0,0.0,0.0002748080005403608,,9.822659194469452e-05,2.736225724220276e-05
,614,1763260121.47122,352.0,,,42293,,66.32056593894958,,,,352.0,,
0.5622459053993225,630,1763260122.9669213,,0.10267192125320435,-0.0014181695878505707,43904,43.15111541748047,67.81626725196838,1052.0,0.0,0.0002737327304203063,,0.005011375993490219,0.001680675894021988
,636,1763260123.4228597,500.0,,,44441,,68.27220559120178,,,,500.0,,
0.5488113760948181,640,1763260123.858509,,0.030250489711761475,0.0037320517003536224,44928,40.86163330078125,68.7078549861908,1054.0,0.0,0.00027311829035170376,,-0.010150761343538761,0.00029948819428682327
0.5599406361579895,650,1763260124.6736367,,0.6263289451599121,0.037991464138031006,45824,125.82569885253906,69.52298259735107,1055.0,0.06640625,0.0002725806552916765,,-0.0187516026198864,0.009154188446700573
,664,1763260125.8193946,383.0,,,47105,,70.66874051094055,,,,383.0,,
0.6196317672729492,684,1763260127.6192427,,0.5399529337882996,0.00922795757651329,49024,26.8179931640625,72.46858859062195,1057.0,0.0,0.0002706605300772935,,0.005826516076922417,0.0020361486822366714
0.5414403080940247,689,1763260127.9588804,,0.004526317119598389,-0.001996554434299469,49408,25.65290641784668,72.8082263469696,1057.0,0.0,0.00027043011505156755,,0.00047407206147909164,1.7189420759677887e-05
,698,1763260128.7044094,325.0,,,50297,,73.55375528335571,,,,325.0,,
0.5501993298530579,702,1763260129.1100156,,0.2581954002380371,-0.005274349823594093,50688,24.746822357177734,73.95936155319214,1058.0,0.0,0.00026966206496581435,,-0.0012456094846129417,0.00017209071666002274
0.5918220281600952,707,1763260129.5873885,,0.019142329692840576,0.006095767021179199,51200,23.108301162719727,74.4367344379425,1059.0,0.0,0.00026935484493151307,,0.002806209959089756,0.0003892732784152031
,729,1763260131.497772,242.0,,,53318,,76.34711790084839,,,,242.0,,
0.5331130027770996,757,1763260134.0394557,,0.6140720844268799,-0.0030754143372178078,55808,7.896859645843506,78.88880157470703,1057.0,0.0,0.00026658986462280154,,0.0013458756729960442,0.0015577813610434532
0.5691205263137817,762,1763260134.4896314,,0.5045442581176758,-0.00857151672244072,56320,6.13539457321167,79.33897733688354,1057.0,0.0,0.00026628264458850026,,0.0030078617855906487,0.0001606801524758339
0.5578974485397339,767,1763260134.974466,,0.9331955909729004,0.0030523091554641724,56832,2.2163071632385254,79.82381200790405,1057.0,0.0,0.000265975424554199,,-0.009281646460294724,0.0011732261627912521
0.5082051753997803,775,1763260135.6865027,,0.04987150430679321,0.05941662937402725,57600,202.63735961914062,80.53584861755371,1058.0,0.009765625,0.00026551459450274706,,-0.018082594498991966,0.0029643401503562927
0.5405996441841125,788,1763260136.8449874,,-0.060051560401916504,0.00036223605275154114,58880,6.772550582885742,81.69433331489563,1058.0,0.0,0.00026474654441699386,,-0.0019119884818792343,4.040077328681946e-05
,797,1763260137.5267243,500.0,,,59661,,82.37607026100159,,,,500.0,,
0.5440123081207275,806,1763260138.3641129,,-0.5791600942611694,-1.780688762664795e-05,60544,7.228828430175781,83.213458776474,1059.0,0.0,0.0002637480793055147,,0.000653422437608242,1.3117678463459015e-05
0.5598085522651672,815,1763260139.1975465,,0.014784455299377441,0.0011071637272834778,61440,556.3544921875,84.04689240455627,1060.0,0.0,0.00026321044424548745,,0.000630534254014492,0.0008287699893116951
0.505351185798645,863,1763260143.6156986,,-27.20462989807129,-0.007768694311380386,66304,2.3867838382720947,88.4650444984436,1063.0,0.0,0.0002602918539196253,,0.019401028752326965,0.0018444973975419998
,872,1763260144.342422,500.0,,,67112,,89.1917679309845,,,,500.0,,
0.5456699132919312,876,1763260144.7747676,,-0.15134704113006592,0.004279788583517075,67584,0.4975501596927643,89.6241135597229,1063.0,0.0,0.0002595238038338721,,-0.0008602570742368698,0.0003924276679754257
0.4846244156360626,922,1763260148.8485656,,-0.1527801752090454,-0.006441891193389893,72064,0.010907917283475399,93.69791150093079,1065.0,0.0,0.00025683562853373587,,0.013985514640808105,0.0012313686311244965
,930,1763260149.5858927,500.0,,,72839,,94.43523859977722,,,,500.0,,
0.4282192885875702,938,1763260150.397928,,0.6103290319442749,-0.01253693550825119,73728,0.00012936427083332092,95.24727392196655,1066.0,0.0,0.0002558371634222567,,0.012882095761597157,0.002739391289651394
0.44793790578842163,941,1763260150.6230533,,0.1421838402748108,-0.003622308373451233,73984,0.004306705668568611,95.47239923477173,1066.0,0.001953125,0.00025568355340510607,,0.00046819262206554413,0.0005661733448505402
0.41943031549453735,942,1763260150.7347407,,-4.161482334136963,0.011464368551969528,74112,0.0010640511754900217,95.58408665657043,1066.0,0.005859375,0.00025560674839653075,,0.0021034227684140205,0.0011076601222157478
0.4653730094432831,948,1763260151.191325,,0.24651706218719482,-0.011083494871854782,74624,0.003036437090486288,96.04067087173462,1066.0,0.0,0.00025529952836222947,,-0.004373887553811073,0.0008833203464746475
,974,1763260153.3008249,237.0,,,76931,,98.15017080307007,,,,237.0,,
0.5329732298851013,980,1763260153.797419,,0.1096954345703125,-0.000505492091178894,77440,0.06803357601165771,98.6467649936676,1067.0,0.0,0.0002536098181735724,,-0.0014829980209469795,3.9869919419288635e-06
0.4789000451564789,985,1763260154.2437778,,-1.8061017990112305,-0.00012730807065963745,77952,0.027112334966659546,99.0931236743927,1067.0,0.0,0.00025330259813927114,,0.0014902949333190918,0.00044653937220573425
0.5065380930900574,995,1763260154.9631624,,0.8021727800369263,-0.008423365652561188,78720,256.1610107421875,99.81250834465027,1067.0,0.0,0.0002528417680878192,,0.006017293781042099,0.00020411424338817596
,997,1763260155.102868,273.0,,,78924,,99.95221400260925,,,,273.0,,
0.47890743613243103,1015,1763260156.502959,,0.41869932413101196,-0.0031166598200798035,80384,0.24060645699501038,101.35230493545532,1068.0,0.0,0.0002518433320801705,,-0.002330952323973179,0.0001716790720820427
,1020,1763260156.8748243,358.0,,,80854,,101.7241702079773,,,,358.0,,
0.4058303236961365,1031,1763260157.8507493,,0.28703659772872925,-0.020300930365920067,81792,422.162109375,102.70009517669678,1067.0,0.0,0.000250998476985842,,0.011593876406550407,0.0006002970039844513
0.4787476360797882,1050,1763260159.3574595,,0.2331702709197998,0.010815460234880447,83456,458.0954895019531,104.20680546760559,1068.0,0.00390625,0.0002500000118743628,,0.010298030450940132,0.0027127712965011597
0.49053317308425903,1053,1763260159.5978825,,0.6307375431060791,0.0003117173910140991,83712,0.13736720383167267,104.44722843170166,1068.0,0.0,0.0002498464018572122,,-0.0030648764222860336,5.733966827392578e-05
0.45971858501434326,1058,1763260160.086303,,-7.062061309814453,0.0016685575246810913,84224,14.931354522705078,104.93564891815186,1068.0,0.0,0.0002495391818229109,,-0.00514509342610836,0.000361880287528038
,1083,1763260162.3273723,500.0,,,86664,,107.17671823501587,,,,500.0,,
0.49006327986717224,1091,1763260163.146508,,-5.170952320098877,0.008445125073194504,87552,0.23939041793346405,107.99585390090942,1068.0,0.0,0.0002475422515999526,,-0.00012094341218471527,0.0006934590637683868
0.5732299089431763,1106,1763260164.5398173,,-1.2405056953430176,-0.008218614384531975,89088,0.007977251894772053,109.38916325569153,1069.0,0.0,0.00024662059149704874,,0.0029872050508856773,0.0007798550650477409
0.4828203320503235,1118,1763260165.5837128,,-0.0010396242141723633,-0.0005864500999450684,90240,792.38427734375,110.4330587387085,1069.0,0.0,0.00024592934641987085,,-0.0034200865775346756,0.0006214175373315811
0.5078926682472229,1125,1763260166.2906141,,0.3188789486885071,-0.002657998353242874,91008,0.0027431922499090433,111.13996005058289,1070.0,0.017578125,0.00024546851636841893,,-0.006484740413725376,0.0061709145084023476
0.46523457765579224,1133,1763260166.9665139,,-0.0018720626831054688,-0.010131221264600754,91776,598.8302001953125,111.8158597946167,1070.0,0.0,0.000245007686316967,,0.007668438367545605,0.0003721797838807106
0.4037843346595764,1145,1763260168.1539974,,-12.378314018249512,-0.014694847166538239,93056,0.0006325070862658322,113.00334334373474,1070.0,0.05859375,0.0002442396362312138,,0.05079536512494087,0.00975430104881525
0.4586564600467682,1164,1763260169.8777812,,0.024927258491516113,-0.0023851394653320312,94976,0.0007463801302947104,114.72712707519531,1071.0,0.0,0.000243087561102584,,-0.0006136959418654442,0.00016237329691648483
0.43522554636001587,1165,1763260169.9886074,,-0.00576937198638916,0.001205161213874817,95104,0.00010320855653844774,114.8379533290863,1071.0,0.0,0.00024301075609400868,,-0.00356115959584713,0.0006573069840669632
0.4651692807674408,1172,1763260170.5919666,,-0.0006920099258422852,-0.016002357006072998,95744,907.779541015625,115.44131255149841,1071.0,0.0,0.00024262673105113208,,-0.0026136739179491997,0.001103297807276249
,1181,1763260171.4220004,500.0,,,96664,,116.2713463306427,,,,500.0,,
,1186,1763260171.8663833,500.0,,,97164,,116.71572923660278,,,,500.0,,
0.4165465235710144,1197,1763260173.0168333,,-0.2616225481033325,-0.0019175857305526733,98432,0.0007196341175585985,117.86617922782898,1072.0,0.0,0.00024101382587105036,,-0.0005933307111263275,0.0006908755749464035
0.41385847330093384,1213,1763260174.5466325,,0.4670225977897644,-0.007348671555519104,100096,0.00012269901344552636,119.39597845077515,1072.0,0.001953125,0.0002400153607595712,,-0.010831831954419613,0.0002745380625128746
0.3424812853336334,1215,1763260174.6634395,,-0.002997875213623047,0.0006826845929026604,100224,773.4360961914062,119.5127854347229,1072.0,0.005859375,0.00023993855575099587,,-0.000716768205165863,0.0007300861179828644
0.3352549076080322,1226,1763260175.7047079,,-1.07224440574646,-0.009093202650547028,101376,0.005178533028811216,120.55405378341675,1073.0,0.0,0.000239247310673818,,0.0021162638440728188,0.0014909962192177773
0.4151916205883026,1230,1763260176.0403335,,-0.0007574558258056641,-0.0157812237739563,101760,849.7898559570312,120.88967943191528,1073.0,0.009765625,0.00023901689564809203,,0.010332899168133736,0.003065291792154312
,1234,1763260176.3826306,500.0,,,102164,,121.23197650909424,,,,500.0,,
0.42812690138816833,1245,1763260177.4257588,,-1.9908223152160645,-0.011925976723432541,103296,0.009822860360145569,122.27510476112366,1073.0,0.00390625,0.0002380952355451882,,0.015429164282977581,0.001412220299243927
0.4841833710670471,1254,1763260178.2454536,,-0.0010864734649658203,0.003883466124534607,104192,817.548828125,123.0947995185852,1074.0,0.0,0.00023755760048516095,,0.0027473894879221916,0.0010590096935629845
0.39688754081726074,1271,1763260179.8946564,,0.0007739663124084473,-0.014920489862561226,105984,0.0010754584800451994,124.74400234222412,1074.0,0.0,0.00023648233036510646,,-0.007759971544146538,0.0018120873719453812
0.5570017099380493,1299,1763260182.4383955,,-0.5018125772476196,-0.0018890798091888428,108800,0.003961628302931786,127.2877414226532,1075.0,0.0,0.00023479262017644942,,-0.00238659605383873,0.0005690902471542358
0.5762290954589844,1339,1763260186.1763003,,0.10702651739120483,-0.012797167524695396,112896,0.004746389575302601,131.0256462097168,1075.0,0.015625,0.0002323348744539544,,0.042681507766246796,0.010216138325631618
0.5153396725654602,1340,1763260186.2877302,,-0.046460747718811035,-0.0013351291418075562,113024,0.000668390654027462,131.13707613945007,1075.0,0.0,0.00023225806944537908,,-0.001435374841094017,8.87308269739151e-05
0.5186400413513184,1349,1763260187.222736,,-0.05007433891296387,0.003377392888069153,114048,0.00034446819336153567,132.0720818042755,1076.0,0.0,0.00023164362937677652,,0.0006542708724737167,9.990483522415161e-05
0.5458804965019226,1363,1763260188.4931262,,-0.3396371603012085,0.0059693679213523865,115456,0.0013959617353975773,133.34247207641602,1076.0,0.0,0.000230798774282448,,0.001964719034731388,0.000638921745121479
,1365,1763260188.6323402,500.0,,,115664,,133.4816861152649,,,,500.0,,
,1370,1763260189.1136265,500.0,,,116164,,133.96297240257263,,,,500.0,,
,1380,1763260190.0339568,500.0,,,117164,,134.88330268859863,,,,500.0,,
0.5173192620277405,1381,1763260190.13098,,-0.0005105733871459961,0.0045488327741622925,117248,611.3146362304688,134.98032593727112,1076.0,0.0,0.0002297235041623935,,0.007776306942105293,0.0003832262009382248
0.4804908037185669,1388,1763260190.8054924,,0.04142272472381592,0.0014582350850105286,118016,0.0015305186389014125,135.65483832359314,1077.0,0.0,0.0002292626741109416,,0.002231176011264324,0.00045129936188459396
,1395,1763260191.4048522,500.0,,,118664,,136.25419807434082,,,,500.0,,
,1399,1763260191.7809434,500.0,,,119164,,136.63028931617737,,,,500.0,,
0.5346507430076599,1405,1763260192.33366,,-0.00030934810638427734,-0.0033835694193840027,119680,1019.2828369140625,137.18300580978394,1077.0,0.001953125,0.00022826420899946243,,0.00794300902634859,0.0007194718345999718
0.5136558413505554,1432,1763260194.8710067,,0.06633555889129639,0.0026987260207533836,122496,0.000947553024161607,139.72035264968872,1078.0,0.0,0.00022657449881080538,,-0.0029667438939213753,0.0021330593153834343
0.5646793842315674,1433,1763260194.982906,,-0.3171740770339966,0.0010706540197134018,122624,0.00023385266831610352,139.83225202560425,1078.0,0.0,0.00022649769380223006,,-0.008549020625650883,0.00033328961580991745
0.5259011387825012,1455,1763260196.961218,,-0.24192214012145996,-0.0004088953137397766,124800,0.004787052050232887,141.8105640411377,1078.0,0.0,0.00022519200865644962,,0.0010842857882380486,0.00011271331459283829
0.47584855556488037,1456,1763260197.0723135,,0.08049601316452026,-0.00021376460790634155,124928,0.0010075048776343465,141.9216594696045,1078.0,0.0,0.0002251152036478743,,0.002830478362739086,0.00013835635036230087
0.5312104225158691,1457,1763260197.1839724,,0.06761270761489868,-0.0009402800351381302,125056,0.00016416353173553944,142.0333182811737,1078.0,0.0,0.00022503839863929898,,0.0013176510110497475,0.00013384316116571426
0.5753145217895508,1514,1763260202.5815153,,-0.11044168472290039,-0.0014516711235046387,130944,0.0009378721006214619,147.43086123466492,1079.0,0.0,0.00022150538279674947,,0.004493465647101402,0.000716816633939743
,1521,1763260203.1708176,500.0,,,131664,,148.02016353607178,,,,500.0,,
0.6156289577484131,1525,1763260203.627233,,0.03598695993423462,-0.00392962247133255,132096,0.00018581488984636962,148.47657895088196,1079.0,0.00390625,0.0002208141377195716,,0.010634953156113625,0.0010969769209623337
0.5930260419845581,1527,1763260203.7407048,,-8.428096771240234e-05,-0.0024489164352416992,132224,424.6927795410156,148.59005069732666,1079.0,0.0,0.00022073733271099627,,0.0014861095696687698,0.00012151151895523071
0.5786999464035034,1529,1763260203.962999,,-0.23620223999023438,0.00018375366926193237,132480,0.000500004505738616,148.81234502792358,1079.0,0.0,0.00022058372269384563,,0.0009869718924164772,1.2650154531002045e-05
0.4853140115737915,1534,1763260204.4117827,,0.01927846670150757,-0.0066074952483177185,132992,0.0005980243440717459,149.26112866401672,1079.0,0.0,0.00022027650265954435,,0.0015897369012236595,0.0004772869870066643
,1536,1763260204.5519612,500.0,,,133164,,149.40130710601807,,,,500.0,,
,1543,1763260205.0570164,274.0,,,133747,,149.90636229515076,,,,274.0,,
0.5539055466651917,1545,1763260205.2417028,,-0.07455945014953613,-0.0010929331183433533,133888,0.011192957870662212,150.09104871749878,1079.0,0.0,0.0002197388675995171,,0.007262833416461945,0.00018523819744586945
,1546,1763260205.2693868,216.0,,,133963,,150.11873269081116,,,,216.0,,
0.5500818490982056,1558,1763260206.2473931,,-14.920623779296875,-0.0006743147969245911,134912,0.15199747681617737,151.0967390537262,1079.0,0.0,0.00021912442753091455,,-0.001699402928352356,0.00015703588724136353
0.5384028553962708,1559,1763260206.3576255,,-1.8733677864074707,-0.022838782519102097,135040,0.064080610871315,151.20697140693665,1079.0,0.00390625,0.00021904762252233922,,-0.016206171363592148,0.0028265444561839104
0.5381538271903992,1563,1763260206.6992564,,-1.2342824935913086,0.003466278314590454,135424,0.021675005555152893,151.5486023426056,1079.0,0.0,0.00021881720749661326,,-0.0034447694197297096,0.000828833319246769
0.5653876066207886,1566,1763260206.9695776,,-5.4001808166503906e-05,0.0035274699330329895,135680,976.6551513671875,151.81892347335815,1079.0,0.0,0.00021866359747946262,,-0.008775664493441582,0.0005102865397930145
0.5501618981361389,1588,1763260209.0659378,,0.011751353740692139,0.01755695790052414,137984,0.0005741027998737991,153.91528367996216,1079.0,0.0,0.00021728110732510686,,-0.007575138472020626,0.0017481306567788124
0.46996915340423584,1589,1763260209.1763382,,-0.26088857650756836,-0.014089059084653854,138112,0.0005087507306598127,154.02568411827087,1079.0,0.0,0.00021720430231653154,,0.014295630156993866,0.0020534032955765724
0.5104842185974121,1597,1763260209.8501458,,-0.18638873100280762,-0.00888977199792862,138880,0.004759076051414013,154.69949173927307,1079.0,0.0,0.00021674347226507962,,0.0027120979502797127,0.001216222532093525
0.48948487639427185,1607,1763260210.7825031,,-1.0481886863708496,0.00104416161775589,139904,0.001635266817174852,155.63184905052185,1080.0,0.0,0.00021612903219647706,,0.0008326303213834763,0.0010175835341215134
,1609,1763260210.9625247,500.0,,,140142,,155.81187057495117,,,,500.0,,
0.5464336276054382,1610,1763260211.0447078,,0.0005014538764953613,-0.0009976266883313656,140160,1065.863525390625,155.89405369758606,1079.0,0.001953125,0.00021597542217932642,,0.0004345513880252838,0.0009124875068664551
0.5054247975349426,1612,1763260211.268727,,-0.25225818157196045,-0.001555413007736206,140416,0.0020552186761051416,156.11807298660278,1079.0,0.0,0.00021582181216217577,,0.015538303181529045,0.0022876253351569176
0.5236977338790894,1626,1763260212.5470488,,-0.18266582489013672,-0.0015115058049559593,141824,0.004233942832797766,157.39639472961426,1080.0,0.0,0.00021497695706784725,,-0.0037655094638466835,0.00013443361967802048
0.5352438688278198,1638,1763260213.707656,,0.05634284019470215,-0.001994296908378601,143104,0.0001529144064988941,158.55700182914734,1080.0,0.001953125,0.00021420890698209405,,-0.003871820867061615,0.0014327634125947952
0.5182470083236694,1687,1763260218.2668126,,-8.818168640136719,-0.014540676027536392,148096,0.0004979627556167543,163.1161584854126,1080.0,0.0,0.00021121351164765656,,0.0011184606701135635,0.0018328763544559479
,1732,1763260222.3430414,500.0,,,152642,,167.192387342453,,,,500.0,,
0.48299646377563477,1745,1763260223.6314807,,0.532430112361908,0.0019823312759399414,153984,0.0004436712188180536,168.48082661628723,1081.0,0.0,0.00020768049580510706,,0.0017520785331726074,0.00027924031019210815
0.5513744950294495,1753,1763260224.3026605,,0.001434922218322754,0.0038110539317131042,154752,305.3333435058594,169.15200638771057,1081.0,0.0,0.00020721966575365514,,-5.588773638010025e-05,0.0001621553674340248
0.5511406660079956,1754,1763260224.4149234,,0.40130430459976196,-0.0013829190284013748,154880,0.004891106393188238,169.26426935195923,1081.0,0.0,0.00020714286074507982,,0.005749714560806751,0.0003682253882288933
0.4128763675689697,1765,1763260225.4600303,,0.06396549940109253,-0.011446569114923477,156032,0.0018037054687738419,170.3093762397766,1081.0,0.001953125,0.00020645161566790193,,0.015682268887758255,0.002799435518682003
0.49234017729759216,1768,1763260225.7206612,,0.4410223364830017,-0.0014655515551567078,156288,0.0052803270518779755,170.57000708580017,1081.0,0.0,0.0002062980056507513,,0.0005127256736159325,0.0004835529252886772
0.5280493497848511,1777,1763260226.5083432,,0.005302488803863525,-0.0024440065026283264,157184,669.8670043945312,171.35768914222717,1082.0,0.0,0.00020576037059072405,,0.00202059093862772,0.0002699410542845726
0.5016944408416748,1818,1763260230.359071,,-0.37607574462890625,-0.006981389597058296,161408,0.001146429916843772,175.20841693878174,1082.0,0.0,0.00020322580530773848,,-0.0036530159413814545,0.0005199350416660309
0.5354294776916504,1823,1763260230.8450322,,0.13691049814224243,0.0015304405242204666,161920,0.00101552065461874,175.6943781375885,1082.0,0.0,0.0002029185852734372,,0.0024523474276065826,0.0002150125801563263
