charts/episodic_return,charts/learning_rate,_step,losses/policy_loss,global_step,losses/approx_kl,losses/old_approx_kl,_timestamp,losses/entropy,_runtime,charts/SPS,charts/episodic_length,losses/explained_variance,losses/value_loss,losses/clipfrac
,0.00027311829035170376,698,0.0040800366550683975,44928,0.0005048168823122978,0.0013709096238017082,1763260123.136361,0.5817939043045044,67.97032880783081,1055.0,,-1.1973633766174316,132.18634033203125,0.0
,0.0002728878753259778,702,-0.0005471613258123398,45312,5.7999975979328156e-05,-0.002583506517112255,1763260123.4985383,0.5035979151725769,68.33250617980957,1055.0,,0.04330301284790039,54.23209762573242,0.0
,0.0002725806552916765,707,0.0007343515753746033,45824,0.001071118749678135,-0.003474500961601734,1763260123.9433177,0.5443156361579895,68.7772855758667,1056.0,,0.7808541655540466,46.19628143310547,0.0
,0.0002712749701458961,729,0.001277431845664978,48000,3.454834222793579e-05,0.00018137693405151367,1763260125.8876488,0.5222637057304382,70.72161674499512,1058.0,,0.7348887324333191,30.319671630859375,0.0
500.0,,757,,50700,,,1763260128.3343334,,73.16830134391785,,500.0,,,
,0.00026927803992293775,762,-0.0005175508558750153,51328,3.018416464328766e-06,0.00027085188776254654,1763260128.913112,0.5289767980575562,73.74707984924316,1061.0,,0.013659060001373291,20.103219985961914,0.0
,0.00026897081988863647,767,0.001991577446460724,51840,0.001363609917461872,-0.005874945782124996,1763260129.3563318,0.569100022315979,74.19029974937439,1062.0,,-0.44817566871643066,28.62963104248047,0.001953125
,0.00026850998983718455,775,0.0006580092012882233,52608,1.5058554708957672e-05,-0.002426859922707081,1763260130.0520284,0.5549556612968445,74.88599634170532,1062.0,,-0.07839477062225342,18.01944351196289,0.0
,0.00026781874476000667,788,0.003329068422317505,53760,0.0003439299762248993,-5.766935646533966e-05,1763260131.1442368,0.5729759931564331,75.97820472717285,1062.0,,0.0012134909629821777,17.83737564086914,0.0
,0.0002672811096999794,797,-0.0017152875661849976,54656,2.511683851480484e-05,-2.912338823080063e-05,1763260131.9955075,0.5561665296554565,76.82947540283203,1062.0,,-0.017502546310424805,16.708370208740234,0.0
,0.0002667434746399522,806,-0.0006185993552207947,55552,2.043694257736206e-05,-0.00010018423199653625,1763260132.8521166,0.5240204334259033,77.68608450889587,1062.0,,0.6766839027404785,12.416023254394531,0.0
,0.00026620583957992494,815,-0.0014920253306627274,56448,8.260924369096756e-05,0.001820768229663372,1763260133.6518939,0.5645406246185303,78.48586177825928,1063.0,,0.08336639404296875,709.6058349609375,0.0
,0.00026328724925406277,863,-0.006717875599861145,61312,0.0009978748857975006,0.010886944830417633,1763260138.0555246,0.5131351947784424,82.88949251174927,1066.0,,0.3135645389556885,4.868737697601318,0.0
,0.00026274961419403553,872,0.0001637674868106842,62208,1.4181248843669891e-05,0.0013435808941721916,1763260138.8423188,0.536088764667511,83.6762866973877,1067.0,,-0.012261152267456055,5.112728595733643,0.0
,0.00026251919916830957,876,-0.002349346876144409,62592,7.09090381860733e-05,-0.001641860231757164,1763260139.2137773,0.5543603897094727,84.04774522781372,1067.0,,0.0008019804954528809,958.4267578125,0.0
,0.00025975421885959804,922,0.00015646964311599731,67200,9.804032742977142e-06,0.0007313480600714684,1763260143.360467,0.5449343919754028,88.19443488121033,1070.0,,0.05211818218231201,1.1963330507278442,0.0
,0.0002592933888081461,930,-0.0005088075995445251,67968,7.432512938976288e-05,-0.00022357888519763947,1763260144.0300243,0.5882431268692017,88.86399221420288,1070.0,,0.005636036396026611,0.8564795851707458,0.0
,0.0002588325587566942,938,-0.003748662769794464,68736,8.214637637138367e-05,-0.003040723502635956,1763260144.7316,0.5433921217918396,89.56556797027588,1071.0,,0.060634076595306396,0.654955267906189,0.0
,0.00025867894873954356,941,0.007619503885507584,68992,0.0021156324073672295,-0.00643476378172636,1763260144.9546676,0.5858820080757141,89.78863549232483,1071.0,,0.0022707581520080566,708.2420043945312,0.001953125
,0.00025860214373096824,942,-0.001715201884508133,69120,0.00010524969547986984,0.0006034290418028831,1763260145.063513,0.6061724424362183,89.89748096466064,1071.0,,0.0010014176368713379,0.621688187122345,0.0
,0.00025821811868809164,948,-0.013276062905788422,69760,0.0029023289680480957,0.021664682775735855,1763260145.6530619,0.5429912209510803,90.4870297908783,1071.0,,0.14966344833374023,0.21655920147895813,0.00390625
,0.00025668201851658523,974,-0.0032835863530635834,72320,0.0002692984417080879,0.0038502058014273643,1763260147.951997,0.558185338973999,92.78596496582031,1073.0,,0.0005558133125305176,179.99314880371094,0.0
500.0,,980,,72956,,,1763260148.4361799,,93.27014780044556,,500.0,,,
,0.00025606757844798267,985,-0.0033579133450984955,73344,0.00040051620453596115,0.0024399077519774437,1763260148.8790188,0.5207412838935852,93.71298670768738,1073.0,,0.0005543828010559082,807.7951049804688,0.0
,0.0002554531383793801,995,0.002338225021958351,74368,0.0001692911610007286,-0.002034674398601055,1763260149.8035123,0.5555150508880615,94.63748025894165,1074.0,,0.00043451786041259766,665.4651489257812,0.0
,0.00025529952836222947,997,-0.014237087219953537,74624,0.01461575087159872,0.009544847533106804,1763260150.0259156,0.6143929362297058,94.85988354682922,1074.0,,0.14215415716171265,0.0007340578595176339,0.04296875
,0.000254224258242175,1015,-0.022275282070040703,76416,0.0009796880185604095,0.0038040541112422943,1763260151.6381257,0.539247453212738,96.47209358215332,1075.0,,0.0018336772918701172,146.33786010742188,0.0
,0.0002539170382078737,1020,-0.0009196624159812927,76928,0.000380457378923893,0.006620653904974461,1763260152.0902078,0.4907894730567932,96.92417573928833,1075.0,,-0.04024481773376465,0.0037780245766043663,0.0
,0.0002532257931306958,1031,0.004622623324394226,78080,0.0017618415877223015,-0.003360302187502384,1763260153.1254015,0.5322394967079163,97.95936942100525,1076.0,,0.1321614384651184,0.001046266290359199,0.0
,0.0002520737471058965,1050,0.004188023507595062,80000,0.00043093226850032806,0.0007849708199501038,1763260154.8724444,0.474844366312027,99.70641231536865,1076.0,,-1.2122302055358887,0.005084390286356211,0.0
500.0,,1053,,80290,,,1763260155.1069589,,99.94092679023743,,500.0,,,
500.0,,1058,,80790,,,1763260155.5444047,,100.37837266921997,,500.0,,,
,0.00025007681688293815,1083,0.0005671903491020203,83328,0.00013423152267932892,-0.002032902091741562,1763260157.861087,0.53111732006073,102.69505500793457,1077.0,,-0.00022602081298828125,978.7849731445312,0.0
,0.0002495391818229109,1091,-0.029077395796775818,84224,0.0028386572375893593,0.010252529755234718,1763260158.6405585,0.47810041904449463,103.47452640533447,1078.0,,0.0033434033393859863,0.0005909496685490012,0.0
500.0,,1106,,85727,,,1763260160.0201802,,104.85414814949036,,500.0,,,
,0.0002479262766428292,1118,-0.00859588012099266,86912,0.002007516101002693,-0.011970456689596176,1763260161.1383374,0.57204270362854,105.97230529785156,1078.0,,-0.2842515707015991,0.007489044219255447,0.001953125
,0.00024746544659137726,1125,-0.027418680489063263,87680,0.005742911249399185,-0.036305151879787445,1763260161.8042185,0.5272829532623291,106.63818645477295,1079.0,,-1.1776554584503174,0.00043116783490404487,0.013671875
,0.00024700461653992534,1133,-0.012543343007564545,88448,0.001454174518585205,-0.007803469896316528,1763260162.5070608,0.5332898497581482,107.34102869033813,1079.0,,0.2177301049232483,0.006804788485169411,0.001953125
,0.00024631337146274745,1145,-0.015745140612125397,89600,0.0011422531679272652,0.0019143233075737953,1763260163.5541217,0.5554265975952148,108.38808965682983,1079.0,,0.020511269569396973,0.005416824948042631,0.0
,0.00024516129633411765,1164,-0.025219904258847237,91520,0.004248250275850296,0.030587133020162582,1763260165.2898312,0.535817563533783,110.12379908561707,1080.0,,-5.0187110900878906e-05,152.84312438964844,0.00390625
,0.00024508449132554233,1165,-0.005750812590122223,91648,0.00025401171296834946,-0.0030905967578291893,1763260165.4050875,0.5721608400344849,110.23905539512634,1080.0,,-0.009625911712646484,0.00011859207006637007,0.0
482.0,,1172,,92375,,,1763260165.9935355,,110.82750344276428,,482.0,,,
,0.00024431644123978913,1181,-0.020414747297763824,92928,0.0045396797358989716,-0.006347207352519035,1763260166.5609362,0.4992031455039978,111.39490413665771,1080.0,,0.0015478730201721191,1718.550537109375,0.01171875
252.0,,1186,,93369,,,1763260166.9146318,,111.74859976768494,,252.0,,,
,0.00024354839115403593,1197,-0.00016522035002708435,94208,0.001215049996972084,0.009961804375052452,1763260167.7214656,0.4766558110713959,112.55543351173401,1080.0,,0.0006998777389526367,968.627197265625,0.0
500.0,,1213,,95864,,,1763260169.1337576,,113.9677255153656,,500.0,,,
,0.00024247312103398144,1215,0.0009474009275436401,96000,0.0003513125702738762,0.003081616945564747,1763260169.3143725,0.5212468504905701,114.1483404636383,1081.0,,-0.016443848609924316,0.007128572557121515,0.0
,0.00024178187595680356,1226,0.011056540533900261,97152,0.0042043160647153854,0.015047501772642136,1763260170.3515801,0.5101277828216553,115.1855480670929,1081.0,,-0.8179961442947388,0.0009725274285301566,0.0234375
,0.0002415514609310776,1230,-0.009790178388357162,97536,0.0023796595633029938,-0.005729272961616516,1763260170.726824,0.5743796229362488,115.56079196929932,1081.0,,-0.10917842388153076,0.006509692873805761,0.0
,0.00024132104590535164,1234,0.009772557765245438,97920,0.0005450742319226265,0.004408775828778744,1763260171.062294,0.5557953119277954,115.8962619304657,1081.0,,0.000249326229095459,1335.2176513671875,0.0
,0.0002407834108453244,1245,-0.004843506962060928,98816,0.0009772349148988724,0.00495435856282711,1763260171.8913186,0.4975989758968353,116.72528648376465,1081.0,,0.003203749656677246,900.0774536132812,0.001953125
500.0,,1254,,99739,,,1763260172.715578,,117.54954600334167,,500.0,,,
,0.00023917050566524267,1271,-0.03143481910228729,101504,0.001981048844754696,-0.004575788043439388,1763260174.2957292,0.4689362347126007,119.12969708442688,1082.0,,-19.226665496826172,0.003436263184994459,0.009765625
,0.00023748079547658563,1299,-0.002900354564189911,104320,0.0003674440085887909,-0.0007571578025817871,1763260176.8436131,0.5684676766395569,121.67758107185364,1083.0,,4.57763671875e-05,612.5841064453125,0.0
,0.00023502303520217538,1339,-0.0028964895755052567,108416,0.0008724769577383995,-0.003285127691924572,1763260180.5076118,0.5344433784484863,125.34157967567444,1084.0,,-0.003184795379638672,0.006223758216947317,0.001953125
,0.00023494623019360006,1340,-0.008425742387771606,108544,0.0017023030668497086,0.0021962542086839676,1763260180.61664,0.48771196603775024,125.45060801506042,1084.0,,-0.042185068130493164,0.0012039898429065943,0.001953125
,0.00023440859513357282,1349,-0.009850986301898956,109440,0.0011749248951673508,-0.0074594467878341675,1763260181.428599,0.5851089358329773,126.26256704330444,1084.0,,-0.1214529275894165,0.00587992649525404,0.0
,0.00023356375459115952,1363,-0.006657544523477554,110848,0.0003322632983326912,0.0025776876136660576,1763260182.6919165,0.518801212310791,127.52588438987732,1085.0,,-0.00014984607696533203,486.289306640625,0.0
,0.00023341014457400888,1365,-0.009966401383280754,111104,0.0050271060317754745,-0.009041259065270424,1763260182.9417353,0.5527188777923584,127.7757031917572,1085.0,,-0.30689704418182373,0.0009150711703114212,0.017578125
325.0,,1370,,111564,,,1763260183.3084028,,128.14237070083618,,325.0,,,
500.0,,1380,,112564,,,1763260184.2296078,,129.0635757446289,,500.0,,,
35.0,,1381,,112599,,,1763260184.2427585,,129.076726436615,,35.0,,,
,0.00023210445942822844,1388,-0.0010881125926971436,113280,0.0005240142345428467,-0.006615586578845978,1763260184.8809283,0.6228024363517761,129.7148962020874,1085.0,,0.005389034748077393,0.004957880824804306,0.0
,0.00023164362937677652,1395,-0.0180574469268322,114048,0.003013164736330509,0.015238200314342976,1763260185.5836709,0.5825372934341431,130.41763877868652,1085.0,,-0.014244437217712402,0.00019371203961782157,0.001953125
,0.00023141321435105056,1399,0.020135890692472458,114432,0.008281196467578411,0.031108735129237175,1763260185.919543,0.5165790915489197,130.75351095199585,1086.0,,-5.268828392028809,0.0018144403584301472,0.037109375
,0.00023102918930817395,1405,0.00999068096280098,115072,0.0017080307006835938,-0.014173921197652817,1763260186.5081513,0.5619447827339172,131.34211921691895,1086.0,,0.03873378038406372,0.00022498935868497938,0.0
,0.00022941628412809223,1432,0.009117677807807922,117760,0.00025032926350831985,0.0012386972084641457,1763260188.9094582,0.5426077842712402,133.74342608451843,1086.0,,0.06451678276062012,0.006329082418233156,0.0
,0.0002293394791195169,1433,-0.005535174161195755,117888,0.00040653347969055176,-0.0006300453096628189,1763260189.020353,0.5566009283065796,133.8543210029602,1086.0,,-0.1116417646408081,0.0011206864146515727,0.0
500.0,,1455,,120099,,,1763260190.997753,,135.83172082901,,500.0,,,
,0.00022795698896516114,1456,-0.021285120397806168,120192,0.0023079048842191696,0.010522592812776566,1763260191.0970094,0.5578254461288452,135.93097734451294,1087.0,,6.937980651855469e-05,947.791259765625,0.0
,0.00022788018395658582,1457,-0.0029081888496875763,120320,0.0013300171121954918,0.002187431789934635,1763260191.2324915,0.5447406768798828,136.06645941734314,1087.0,,0.3675309419631958,0.005987471900880337,0.0
500.0,,1514,,126099,,,1763260196.4204257,,141.25439357757568,,500.0,,,
,0.0002239631285192445,1521,-0.00976058840751648,126848,0.0009668823331594467,-0.003540709614753723,1763260197.0894756,0.5203200578689575,141.9234435558319,1088.0,,-0.10611128807067871,0.003181153442710638,0.001953125
,0.00022373271349351853,1525,-0.0031677335500717163,127232,0.00021912716329097748,0.0006071105599403381,1763260197.4503372,0.4980548322200775,142.2843050956726,1088.0,,0.0404166579246521,0.0077046784572303295,0.0
,0.0002235791034763679,1527,0.0026878900825977325,127488,0.001234385184943676,-0.014709300361573696,1763260197.6796386,0.5412594079971313,142.51360654830933,1088.0,,-0.01027679443359375,0.0002618873550090939,0.0
,0.00022350229846779257,1529,0.00910818763077259,127616,0.0004712548106908798,-0.00012915953993797302,1763260197.794909,0.5775423645973206,142.62887692451477,1088.0,,5.990266799926758e-05,940.2845458984375,0.0
,0.0002231950784334913,1534,-0.0006852410733699799,128128,0.00039688125252723694,-0.00022841989994049072,1763260198.240477,0.5324056148529053,143.07444500923157,1088.0,,0.00025898218154907227,919.3422241210938,0.0
,0.00022304146841634065,1536,0.0008843597024679184,128384,0.0022624200209975243,-0.004684732295572758,1763260198.4843128,0.5902564525604248,143.3182806968689,1088.0,,-0.01390528678894043,0.0008306011441163719,0.00390625
500.0,,1543,,129099,,,1763260199.081738,,143.91570591926575,,500.0,,,
,0.0002225038333563134,1545,-0.006274603307247162,129280,0.0010998006910085678,-0.012834109365940094,1763260199.2777777,0.5374793410301208,144.111745595932,1088.0,,0.027731776237487793,0.006335285492241383,0.0
,0.0002224270283477381,1546,-0.005281984806060791,129408,0.0005362387746572495,0.001964133232831955,1763260199.3888295,0.5699347257614136,144.22279739379883,1089.0,,0.02073007822036743,0.0007842509658075869,0.0
500.0,,1558,,130599,,,1763260200.439293,,145.27326083183289,,500.0,,,
,0.0002216589928139001,1559,0.00757879763841629,130688,0.00019666831940412521,-0.0031263669952750206,1763260200.5627818,0.5104294419288635,145.39674973487854,1089.0,,-9.143352508544922e-05,631.8980712890625,0.0
500.0,,1563,,131099,,,1763260200.9180667,,145.75203466415405,,500.0,,,
,0.0002211981627624482,1566,-0.00880635716021061,131456,0.0012060534209012985,0.016149964183568954,1763260201.2396858,0.532856822013855,146.07365369796753,1089.0,,0.44873160123825073,0.001280551077798009,0.0
,0.00021989247761666775,1588,0.0024989284574985504,133632,0.00010660942643880844,-0.0024575749412178993,1763260203.2086487,0.5137321352958679,148.04261660575867,1089.0,,2.6226043701171875e-05,1002.6484375,0.0
,0.00021981567260809243,1589,-0.007245607674121857,133760,0.0007653385400772095,-0.0014658477157354355,1763260203.3189366,0.49515795707702637,148.15290451049805,1089.0,,0.0006400942802429199,0.005448213778436184,0.0
500.0,,1597,,134599,,,1763260204.0465136,,148.88048148155212,,500.0,,,
500.0,,1607,,135599,,,1763260204.9678118,,149.80177974700928,,500.0,,,
,0.0002185867924708873,1609,0.0021243728697299957,135808,0.00041275471448898315,-0.0038228370249271393,1763260205.1712797,0.5446041226387024,150.00524759292603,1089.0,,-0.052440524101257324,0.008009640499949455,0.0
,0.00021850998746231198,1610,-0.014618955552577972,135936,0.002079768106341362,-0.015111109241843224,1763260205.2824597,0.5324480533599854,150.1164276599884,1089.0,,-0.11419045925140381,0.0005770417046733201,0.001953125
500.0,,1612,,136099,,,1763260205.40639,,150.24035787582397,,500.0,,,
500.0,,1626,,137599,,,1763260206.7500203,,151.58398818969727,,500.0,,,
,0.00021682027727365494,1638,0.009901449084281921,138752,0.001515209674835205,-0.0012706592679023743,1763260207.8594286,0.4223606586456299,152.69339656829834,1089.0,,0.04506707191467285,0.0058288248255848885,0.005859375
,0.00021382488193921745,1687,-3.1657516956329346e-05,143744,4.169251769781113e-05,0.000805155374109745,1763260212.368248,0.5299232602119446,157.20221590995789,1090.0,,-0.07573473453521729,0.005208916030824184,0.0
,0.00021105990163050592,1732,0.0014786859974265099,148352,0.0011241650208830833,-0.00855876225978136,1763260216.517114,0.5580072402954102,161.35108184814453,1091.0,,-0.03153371810913086,0.0005673427949659526,0.0
,0.00021029185154475272,1745,-0.0033592283725738525,149632,0.00017597898840904236,0.002817893400788307,1763260217.6702363,0.47498106956481934,162.50420427322388,1091.0,,0.00020766258239746094,812.6185302734375,0.0
,0.0002097542310366407,1753,-0.0032504182308912277,150528,0.0008528828620910645,-0.0038803275674581528,1763260218.4851751,0.5507829189300537,163.3191430568695,1091.0,,-0.0024025440216064453,0.0002706680679693818,0.0
500.0,,1754,,150599,,,1763260218.5115225,,163.34549045562744,,500.0,,,
,0.00020906298595946282,1765,0.0035121291875839233,151680,0.0006410256028175354,-0.0048900023102760315,1763260219.5214047,0.5849399566650391,164.35537266731262,1091.0,,2.4139881134033203e-05,852.15966796875,0.0
,0.00020883257093373686,1768,-0.00029131118208169937,152064,0.0001128287985920906,0.008409240283071995,1763260219.8577309,0.6304569840431213,164.69169878959656,1091.0,,0.00016450881958007812,0.00020450619922485203,0.0
,0.00020829493587370962,1777,-3.4378841519355774e-05,152960,0.000682697631418705,0.006661607883870602,1763260220.6699934,0.6165661811828613,165.50396132469177,1091.0,,0.004798591136932373,0.0006299330270849168,0.0
,0.00020583717559929937,1818,0.0009830771014094353,157056,0.00025537796318531036,0.0014786329120397568,1763260224.3467607,0.5861728191375732,169.18072867393494,1092.0,,0.025234580039978027,0.007413235027343035,0.0
92.0,,1823,,157450,,,1763260224.7211003,,169.55506825447083,,92.0,,,
500.0,,1851,,160303,,,1763260227.256883,,172.09085083007812,,500.0,,,
500.0,,1856,,160803,,,1763260227.6971152,,172.53108310699463,,500.0,,,
,0.00020284178026486188,1868,-0.003828190267086029,162048,0.00022302940487861633,-0.0004992615431547165,1763260228.8658242,0.5810858011245728,173.69979214668274,1092.0,,-0.030553579330444336,0.0040038651786744595,0.0
,0.00020261136523913592,1873,-0.0029637347906827927,162432,9.923242032527924e-05,0.00349285826086998,1763260229.206058,0.5186862945556641,174.04002594947815,1092.0,,0.0005035400390625,1170.6466064453125,0.0
,0.00020238095021340996,1877,0.003828376531600952,162816,0.00014397595077753067,0.0011450769379734993,1763260229.5396311,0.5650579333305359,174.3735990524292,1092.0,,0.0012642741203308105,774.7891845703125,0.0
