charts/episodic_return,charts/learning_rate,_step,losses/policy_loss,global_step,losses/approx_kl,losses/old_approx_kl,_timestamp,losses/entropy,_runtime,charts/SPS,charts/episodic_length,losses/explained_variance,losses/value_loss,losses/clipfrac
500.0,,1886,,163783,,,1763260230.3815813,,175.21554923057556,,500.0,,,
76.0,,1895,,164531,,,1763260231.087023,,175.9209909439087,,76.0,,,
,0.00020084485004190356,1903,-0.004946872591972351,165376,0.0010334271937608719,-0.0023543555289506912,1763260231.848417,0.5810145735740662,176.68238496780396,1093.0,,-0.09575438499450684,0.0015130419051274657,0.0
,0.00020069124002475291,1906,0.0007571056485176086,165632,3.381725400686264e-05,-0.0027929721400141716,1763260232.109469,0.5915577411651611,176.9434368610382,1092.0,,-2.300739288330078e-05,702.4948120117188,0.0
,0.0001999231899389997,1918,0.0018706228584051132,166912,0.0005040550604462624,-0.0032233120873570442,1763260233.2541912,0.5659568309783936,178.08815908432007,1093.0,,-0.15989232063293457,0.00041515694465488195,0.0
,0.0001998463849304244,1920,-0.004012769088149071,167040,4.3244101107120514e-05,0.0018443064764142036,1763260233.3678403,0.5100798606872559,178.20180821418762,1093.0,,-0.0004038810729980469,1304.9755859375,0.0
,0.000198310284758918,1945,-0.003351021558046341,169600,0.00019982550293207169,0.0038925735279917717,1763260235.6596217,0.5361583232879639,180.4935896396637,1093.0,,-0.0004194974899291992,1036.7286376953125,0.0
500.0,,1959,,171031,,,1763260236.9287472,,181.76271510124207,,500.0,,,
,0.00019662058912217617,1973,-0.007506456226110458,172416,0.0019447244703769684,0.006533367559313774,1763260238.2142875,0.4872411787509918,183.048255443573,1093.0,,0.024934768676757812,0.003119291504845023,0.001953125
,0.0001959293440449983,1985,-0.01921948790550232,173568,0.0024714451283216476,0.020456377416849136,1763260239.2547348,0.5314680337905884,184.08870267868042,1093.0,,0.3497445583343506,0.005953197367489338,0.0
,0.0001955453190021217,1991,0.00259360671043396,174208,0.0002256203442811966,-0.004433346912264824,1763260239.8206398,0.6009905934333801,184.65460777282715,1093.0,,-0.0024489164352416992,0.000588848430197686,0.0
,0.0001948540739249438,2002,-0.02345939166843891,175360,0.0019206935539841652,0.00796798150986433,1763260240.8583064,0.5864723920822144,185.6922743320465,1093.0,,-0.09272074699401855,0.00021589848620351404,0.001953125
,0.00019454685389064252,2007,0.0011219903826713562,175872,0.0005049565806984901,0.011428012512624264,1763260241.3192608,0.5532777905464172,186.15322875976562,1094.0,,-0.29348576068878174,0.00036424421705305576,0.001953125
,0.00019400921883061528,2016,-0.009029582142829895,176768,0.0015541864559054375,-0.0026071136817336082,1763260242.1213548,0.553529679775238,186.95532274246216,1094.0,,-0.1404207944869995,0.0008227166836149991,0.001953125
,0.00019385560881346464,2019,-0.003183990716934204,177024,0.0003821318969130516,0.00978208240121603,1763260242.358225,0.6071194410324097,187.19219303131104,1094.0,,-1.2874603271484375e-05,573.88623046875,0.0
,0.00019354838877916336,2024,0.006068147718906403,177536,0.0006260387599468231,0.006944319233298302,1763260242.8252516,0.5396690964698792,187.6592195034027,1094.0,,3.5762786865234375e-07,329.7199401855469,0.0
,0.0001933179737534374,2027,-0.0028245970606803894,177920,3.4681521356105804e-05,-0.0005917781963944435,1763260243.1588285,0.6264342069625854,187.99279642105103,1094.0,,-0.16282343864440918,0.0002217196743004024,0.0
,0.00019324116874486208,2029,-0.006356008350849152,178048,0.0005444241687655449,0.007398555986583233,1763260243.2713661,0.5781770944595337,188.1053340435028,1094.0,,-3.9458274841308594e-05,0.0032688898500055075,0.0
56.0,,2034,,178478,,,1763260243.6590524,,188.4930202960968,,56.0,,,
,0.00019231950864195824,2045,-0.0036999545991420746,179584,0.00030087586492300034,0.004711517132818699,1763260244.6835504,0.5667649507522583,189.51751828193665,1094.0,,-9.131431579589844e-05,476.0084228515625,0.0
,0.00019193548359908164,2051,-0.006552286446094513,180224,0.0007194913923740387,-0.0008953362703323364,1763260245.2372978,0.5603323578834534,190.07126569747925,1094.0,,-0.28808414936065674,0.0026890228036791086,0.0
,0.00019185867859050632,2052,-0.007688725367188454,180352,0.00031866133213043213,-0.0020799878984689713,1763260245.3476615,0.5922866463661194,190.18162941932678,1094.0,,-0.03934311866760254,0.00036092771915718913,0.0
,0.00019086021347902715,2070,0.00043080374598503113,182016,0.0012821098789572716,-0.004086942411959171,1763260246.8729582,0.6154680848121643,191.70692610740662,1094.0,,0.04611659049987793,0.0019034452270716429,0.0
,0.00019047618843615055,2076,-0.004541363567113876,182656,0.00029605720192193985,0.00010941457003355026,1763260247.4276364,0.577445924282074,192.26160430908203,1094.0,,-0.4550943374633789,0.0005524674197658896,0.0
,0.0001894777233246714,2093,2.9044225811958313e-05,184320,5.544070154428482e-05,0.0016011232510209084,1763260248.9965963,0.5921773910522461,193.8305642604828,1094.0,,-0.058228135108947754,0.004502603318542242,0.0
,0.00018940091831609607,2094,-0.00024477019906044006,184448,0.0003094524145126343,0.006804130971431732,1763260249.1062617,0.5590530037879944,193.94022965431213,1094.0,,0.0212557315826416,0.0008981579449027777,0.0
,0.0001880184281617403,2117,0.0002963617444038391,186752,0.0003703581169247627,0.007661149837076664,1763260251.1838481,0.5215317606925964,196.01781606674194,1094.0,,-5.7578086853027344e-05,976.3978271484375,0.0
500.0,,2141,,189188,,,1763260253.3662236,,198.20019149780273,,500.0,,,
,0.00018625191296450794,2146,-4.161708056926727e-05,189696,0.0012105191126465797,0.020091477781534195,1763260253.8114598,0.5025447607040405,198.64542770385742,1094.0,,-0.009279251098632812,0.001208230503834784,0.0
,0.00018617510795593262,2147,0.0012314803898334503,189824,0.0003510424867272377,-0.003207736648619175,1763260253.9215643,0.5547176599502563,198.75553226470947,1094.0,,0.04243826866149902,0.0007096023764461279,0.0
500.0,,2148,,189851,,,1763260253.9325728,,198.76654076576233,,500.0,,,
,0.00018571429245639592,2155,0.0020236391574144363,190592,4.3429434299468994e-05,-0.004684822633862495,1763260254.62713,0.5854822397232056,199.46109795570374,1094.0,,-0.004628777503967285,0.0036330174189060926,0.0
,0.00018471582734491676,2172,0.0009477101266384125,192256,1.9762665033340454e-05,-0.0001230034977197647,1763260256.1402578,0.6137802600860596,200.97422575950623,1094.0,,0.00019377470016479492,0.0005994877428747714,0.0
,0.00018394777725916356,2185,0.0038661882281303406,193536,0.00037992559373378754,-0.0048712510615587234,1763260257.2883325,0.6008203029632568,202.12230038642883,1095.0,,-2.4080276489257812e-05,503.2641296386719,0.0
,0.00018348694720771164,2192,0.0014772005379199982,194304,0.00027513131499290466,0.0039039570838212967,1763260257.9539254,0.5893964171409607,202.7878932952881,1095.0,,-0.03381836414337158,0.00036129611544311047,0.0
500.0,,2198,,194937,,,1763260258.4760728,,203.31004071235657,,500.0,,,
,0.00018310292216483504,2199,-0.0030920784920454025,194944,0.0005722707137465477,0.007734331302344799,1763260258.547149,0.60154789686203,203.38111686706543,1095.0,,-4.470348358154297e-05,1103.7520751953125,0.0
,0.00018233487207908183,2211,-0.0003473535180091858,196224,0.0003600204363465309,-0.002010253258049488,1763260259.6944013,0.5792537331581116,204.52836918830872,1095.0,,0.021678805351257324,0.0003955625288654119,0.0
,0.0001821812620619312,2214,-0.0030765309929847717,196480,0.00010236445814371109,0.001826220192015171,1763260259.920494,0.5424734354019165,204.75446200370789,1095.0,,-2.384185791015625e-05,943.7205810546875,0.0
,0.0001817972370190546,2220,-0.004376968368887901,197120,0.0007087774574756622,-0.0005529467016458511,1763260260.5096538,0.6057327389717102,205.34362173080444,1095.0,,-0.052988648414611816,0.0051948633044958115,0.0
500.0,,2223,,197437,,,1763260260.7534354,,205.58740329742432,,500.0,,,
,0.0001814900169847533,2225,-0.02229803055524826,197632,0.0027038976550102234,-0.00735064223408699,1763260260.952992,0.5745351314544678,205.7869598865509,1095.0,,-0.1252223253250122,0.004944188054651022,0.0
,0.000181413211976178,2226,-0.015461474657058716,197760,0.0009094756096601486,0.00026147812604904175,1763260261.0641227,0.5384070873260498,205.8980906009674,1095.0,,-0.13530504703521729,0.0005364753887988627,0.0
,0.00018133640696760267,2227,0.005726829171180725,197888,0.0013409573584794998,0.00886744074523449,1763260261.1741562,0.5318917036056519,206.00812411308289,1095.0,,-0.05014908313751221,0.00028708993340842426,0.0
,0.0001811059919418767,2231,-0.006766468286514282,198272,0.005852141417562962,-0.01814465969800949,1763260261.5393994,0.551748514175415,206.3733673095703,1095.0,,0.010784029960632324,0.0005439065862447023,0.017578125
,0.00018087557691615075,2235,0.005896691232919693,198656,0.0003636237233877182,0.003829328343272209,1763260261.874341,0.5793566703796387,206.7083089351654,1095.0,,-0.07050693035125732,0.005277229472994804,0.0
,0.00018049155187327415,2241,-0.0012694643810391426,199296,0.0023984666913747787,-0.016705866903066635,1763260262.4610255,0.5210514664649963,207.29499340057373,1095.0,,-0.009116291999816895,0.0005373834865167737,0.001953125
500.0,,2248,,199937,,,1763260263.016409,,207.85037684440613,,500.0,,,
,0.0001799539168132469,2250,-0.0022711902856826782,200192,0.0003446284681558609,-0.004617476835846901,1763260263.2396843,0.5535169839859009,208.07365226745605,1095.0,,0.22238940000534058,0.000237663509324193,0.0
,0.00017980030679609627,2253,-0.004693828523159027,200448,5.2541494369506836e-05,0.0014543496072292328,1763260263.4987512,0.5657408237457275,208.3327190876007,1095.0,,1.9311904907226562e-05,690.919677734375,0.0
500.0,,2272,,202437,,,1763260265.2272112,,210.06117916107178,,500.0,,,
,0.00017811059660743922,2280,-0.0065142009407281876,203264,0.0010667918249964714,0.010659378953278065,1763260266.020073,0.5768173336982727,210.85404086112976,1096.0,,-0.009400367736816406,0.0005379272624850273,0.0
,0.00017718893650453538,2295,-0.0035261139273643494,204800,0.001613818109035492,0.010923374444246292,1763260267.3898494,0.5440176725387573,212.22381734848022,1096.0,,0.020766854286193848,0.0005901752738282084,0.0
,0.00017703532648738474,2298,-0.012656472623348236,205056,0.0004454907029867172,-0.00135008804500103,1763260267.6473846,0.5899574756622314,212.48135256767273,1096.0,,2.950429916381836e-05,371.7884826660156,0.0
,0.00017626727640163153,2310,0.0003994107246398926,206336,0.0013976609334349632,-0.007743210531771183,1763260268.7929034,0.5337284207344055,213.62687134742737,1096.0,,-0.07824718952178955,0.00023038277868181467,0.001953125
,0.00017619047139305621,2312,-0.0005107298493385315,206464,0.0005408832803368568,-0.0038017136976122856,1763260268.9071217,0.6305169463157654,213.74108958244324,1096.0,,9.5367431640625e-07,881.2813110351562,0.0
,0.0001758064463501796,2318,-0.011349037289619446,207104,0.001154247671365738,-0.005280572921037674,1763260269.461668,0.5819756388664246,214.2956359386444,1096.0,,0.0025263428688049316,0.006014077924191952,0.0
,0.00017557603132445365,2322,-0.0005240403115749359,207488,0.00012873206287622452,0.0016514966264367104,1763260269.833477,0.5333952903747559,214.6674449443817,1096.0,,-3.2067298889160156e-05,955.7251586914062,0.0
,0.00017549922631587833,2324,-0.0017064623534679413,207616,2.3515895009040833e-05,0.0013100635260343552,1763260269.9453394,0.6114499568939209,214.77930736541748,1096.0,,1.6689300537109375e-06,737.5699462890625,0.0
,0.00017519200628157705,2329,0.0024602413177490234,208128,0.0008433554321527481,-0.001488659530878067,1763260270.3879032,0.5773265957832336,215.22187113761902,1096.0,,-0.00012409687042236328,501.9521789550781,0.0
500.0,,2339,,209091,,,1763260271.2312808,,216.06524872779846,,500.0,,,
,0.00017434715118724853,2343,0.004530191421508789,209536,0.0008668368682265282,0.005886767990887165,1763260271.6485453,0.5534192323684692,216.4825131893158,1096.0,,-0.005767941474914551,0.00031975432648323476,0.0
,0.00017403994570486248,2348,-0.004829498007893562,210048,0.00027937162667512894,0.007177635096013546,1763260272.1290731,0.6173298358917236,216.9630410671234,1096.0,,-0.015342354774475098,0.00020703817426692694,0.0
500.0,,2354,,210591,,,1763260272.5854862,,217.4194540977478,,500.0,,,
500.0,,2363,,211518,,,1763260273.4086113,,218.24257922172546,,500.0,,,
,0.00017165899043902755,2389,-0.0035488326102495193,214016,6.862170994281769e-05,0.0025719143450260162,1763260275.6745331,0.5304445624351501,220.50850105285645,1096.0,,-0.04924905300140381,0.004499881528317928,0.0
,0.00017135177040472627,2394,-0.0014470256865024567,214528,0.00011226441711187363,-0.0009578121826052666,1763260276.1558154,0.5466688275337219,220.98978328704834,1096.0,,0.12501317262649536,0.00353254028595984,0.0
500.0,,2426,,217757,,,1763260279.0490236,,223.8829915523529,,500.0,,,
,0.0001692012301646173,2430,-0.000124417245388031,218112,4.56981360912323e-05,0.0005625933408737183,1763260279.375295,0.6027568578720093,224.2092628479004,1097.0,,-0.09026455879211426,0.007918458431959152,0.0
,0.0001680491550359875,2449,-0.00025988370180130005,220032,9.014364331960678e-05,0.0016171010211110115,1763260281.1170592,0.5884103178977966,225.95102715492249,1097.0,,0.024451136589050293,0.004273431841284037,0.0
,0.00016712749493308365,2465,0.00047525763511657715,221568,0.00012194551527500153,0.0019981060177087784,1763260282.494024,0.5778608322143555,227.32799196243286,1097.0,,-0.00014770030975341797,958.953125,0.0
136.0,,2491,,223857,,,1763260284.5167732,,229.350741147995,,136.0,,,
,0.00016566819977015257,2493,-0.01043061912059784,224000,0.00044583994895219803,-0.0011203279718756676,1763260284.700497,0.570263683795929,229.5344648361206,1097.0,,-7.538959503173828,0.018003568053245544,0.0
500.0,,2506,,225357,,,1763260285.8738356,,230.7078034877777,,500.0,,,
,0.00016436251462437212,2514,-0.0011762827634811401,226176,0.0006271610036492348,-0.0013840431347489357,1763260286.6553102,0.5847105979919434,231.48927807807922,1097.0,,-0.04475808143615723,0.00033176742726936936,0.0
,0.0001642857096157968,2515,-0.009352929890155792,226304,0.0011392636224627495,0.012075929902493954,1763260286.7652602,0.5593485236167908,231.59922814369202,1097.0,,-0.3433753252029419,0.0001503198582213372,0.0
,0.00016397848958149552,2520,-0.009927954524755478,226816,0.0003280090168118477,-0.006844640709459782,1763260287.2067246,0.5106115937232971,232.04069256782532,1097.0,,-9.737671852111816,0.0006623165681958199,0.0
,0.00016321043949574232,2533,-0.0003863796591758728,228096,0.0003902530297636986,0.011847970075905323,1763260288.3959029,0.5780475735664368,233.2298707962036,1097.0,,-0.01144552230834961,0.004353249445557594,0.0
500.0,,2540,,228809,,,1763260289.0147843,,233.84875226020813,,500.0,,,
500.0,,2547,,229397,,,1763260289.587096,,234.4210638999939,,500.0,,,
,0.0001611367188161239,2570,-0.0035047605633735657,231552,0.0001464085653424263,0.0007430547848343849,1763260291.515562,0.6088934540748596,236.34952998161316,1097.0,,-3.361701965332031e-05,1281.46728515625,0.0
,0.00016105991380754858,2571,-0.005461689084768295,231680,0.00012383796274662018,0.00033260881900787354,1763260291.6618726,0.4753533601760864,236.495840549469,1097.0,,-0.007870912551879883,0.006130604073405266,0.0
,0.0001607526937732473,2576,0.0003789719194173813,232192,0.0007897848263382912,-0.001208924688398838,1763260292.1078594,0.5417290329933167,236.9418272972107,1097.0,,0.05644845962524414,0.006423338782042265,0.001953125
,0.00016067588876467198,2577,-0.0028037354350090027,232320,7.853936403989792e-05,0.0013293130323290825,1763260292.2180328,0.613452136516571,237.0520007610321,1097.0,,-0.013772726058959961,0.0006363654974848032,0.0
,0.0001588325685588643,2608,-0.01570810377597809,235392,0.0007464857771992683,-0.004635305143892765,1763260294.9981244,0.610974907875061,239.83209228515625,1097.0,,-0.0018949508666992188,0.0024335952475667,0.0
,0.00015867895854171365,2610,-0.005157157778739929,235648,0.000272347591817379,-0.004811207763850689,1763260295.2193189,0.5774229764938354,240.05328679084778,1097.0,,-0.054847002029418945,0.00035020289942622185,0.0
500.0,,2630,,237601,,,1763260296.9721177,,241.80608558654785,,500.0,,,
,0.00015714285837020725,2636,-0.006726279854774475,238208,0.0001741880550980568,-0.00145623367279768,1763260297.5150151,0.5435283184051514,242.3489830493927,1097.0,,0.011398494243621826,294.4078674316406,0.0
,0.0001565284183016047,2646,-0.010260678827762604,239232,0.0010321158915758133,-0.003551160916686058,1763260298.4448576,0.5470327734947205,243.27882552146912,1097.0,,0.011645853519439697,0.005385604687035084,0.0
,0.00015645161329302937,2647,0.0013071075081825256,239360,0.0007567079737782478,0.0035295048728585243,1763260298.5565438,0.5452541708946228,243.39051175117493,1098.0,,-0.08979880809783936,0.00037562576471827924,0.0
,0.00015637480828445405,2648,0.004320023115724325,239488,0.0007472792640328407,-0.0024212943390011787,1763260298.6662593,0.5649008750915527,243.50022721290588,1098.0,,0.31941139698028564,0.0001677723921602592,0.0
,0.00015514592814724892,2668,-0.00031422078609466553,241536,0.00027547217905521393,0.0017474424093961716,1763260300.5196173,0.48028263449668884,245.3535852432251,1098.0,,-0.4422260522842407,0.00028979411581531167,0.0
,0.00015483870811294764,2673,-0.014933975413441658,242048,0.0016457661986351013,0.007182503119111061,1763260300.9664104,0.45031487941741943,245.80037832260132,1098.0,,-2.431187152862549,0.0017368115950375795,0.0
,0.00015422426804434508,2683,-0.0025912877172231674,243072,0.00016073044389486313,0.006682313047349453,1763260301.8891158,0.5025731921195984,246.72308373451233,1098.0,,-5.945500373840332,0.0005814569885842502,0.0
,0.00015399385301861912,2687,-0.011626716703176498,243456,0.00035569723695516586,0.005126361735165119,1763260302.260427,0.4780256450176239,247.09439492225647,1098.0,,-0.013001084327697754,0.00046561192721128464,0.0
,0.0001539170480100438,2689,0.004760317504405975,243584,9.478069841861725e-05,0.00248057022690773,1763260302.3725567,0.523295521736145,247.2065246105194,1098.0,,-0.0007569789886474609,964.6535034179688,0.0
,0.00015368663298431784,2692,-0.004447445273399353,243968,0.0006577102467417717,-0.0038347644731402397,1763260302.7011013,0.4929060935974121,247.53506922721863,1098.0,,0.04067176580429077,0.0002553920494392514,0.0
,0.0001512288727099076,2732,0.0017753690481185913,248064,0.0003219554200768471,0.006208016537129879,1763260306.3792427,0.5592822432518005,251.21321058273315,1098.0,,-0.26035475730895996,0.0002327457768842578,0.0
500.0,,2752,,250082,,,1763260308.10831,,252.9422779083252,,500.0,,,
500.0,,2757,,250582,,,1763260308.5781825,,253.4121503829956,,500.0,,,
500.0,,2772,,252082,,,1763260309.9307735,,254.76474142074585,,500.0,,,
500.0,,2782,,253082,,,1763260310.8457084,,255.67967629432678,,500.0,,,
,0.00014815668691881,2783,-0.00016866251826286316,253184,4.2197294533252716e-05,0.00042049679905176163,1763260310.9469497,0.5494763255119324,255.78091764450073,1098.0,,3.6597251892089844e-05,156.91366577148438,0.0
,0.00014754224685020745,2793,0.0010795388370752335,254208,0.0006605535745620728,-0.0055354926735162735,1763260311.8685293,0.5216667652130127,256.7024972438812,1099.0,,-3.5762786865234375e-06,146.78834533691406,0.0
,0.00014562212163582444,2824,-0.0034251846373081207,257408,0.0005787257105112076,-0.009476453065872192,1763260314.7414935,0.45675644278526306,259.5754613876343,1099.0,,0.007885515689849854,0.00033581172465346754,0.0
,0.00014447004650719464,2843,-0.010697644203901291,259328,0.0009178696200251579,0.002453952096402645,1763260316.4463074,0.5153704881668091,261.28027534484863,1099.0,,0.1347147822380066,0.003997123334556818,0.0
,0.00014362519141286612,2857,-0.0058904290199279785,260736,0.0006378721445798874,0.006036996841430664,1763260317.7506487,0.5102515816688538,262.5846166610718,1099.0,,0.295097291469574,0.003691665129736066,0.0
,0.0001420890912413597,2882,-0.0024215560406446457,263296,0.0001433994621038437,0.0019616279751062393,1763260320.052948,0.5158935189247131,264.8869159221649,1099.0,,-8.106231689453125e-05,0.0039201644249260426,0.0
500.0,,2890,,264082,,,1763260320.7379699,,265.57193779945374,,500.0,,,
,0.00014032257604412735,2911,3.435462713241577e-05,266240,8.229166269302368e-06,-0.0005054343491792679,1763260322.695767,0.5771210789680481,267.5297348499298,1099.0,,0.03651374578475952,0.0040117064490914345,0.0
,0.00013886328088119626,2935,0.0004330705851316452,268672,8.72928649187088e-06,0.0004626614972949028,1763260324.8759797,0.5682257413864136,269.70994758605957,1099.0,,-4.684925079345703e-05,584.6663208007812,0.0
500.0,,2949,,270082,,,1763260326.1695304,,271.00349831581116,,500.0,,,
,0.00013732719526160508,2960,-0.008279707282781601,271232,0.00036284420639276505,-0.00779892411082983,1763260327.1984637,0.5657054781913757,272.032431602478,1099.0,,0.017778873443603516,0.0032067704014480114,0.0
,0.00013640553515870124,2975,0.003387593664228916,272768,9.047612547874451e-05,0.0014183726161718369,1763260328.5639975,0.4769904613494873,273.3979654312134,1099.0,,-0.06572425365447998,0.0034308158792555332,0.0
,0.00013556068006437272,2989,0.0036989692598581314,274176,0.000260327011346817,0.005675174295902252,1763260329.8193922,0.5283288359642029,274.6533601284027,1099.0,,0.0005230307579040527,1068.696533203125,0.0
,0.00013502304500434548,2997,-0.011028390377759933,275072,0.000452936626970768,0.005233430303633213,1763260330.6291046,0.555677056312561,275.46307253837585,1099.0,,0.04894763231277466,0.00020056229550391436,0.0
,0.00013417818991001695,3011,0.0038183853030204773,276480,0.00030010100454092026,-0.003057134337723255,1763260331.8840904,0.564297080039978,276.718058347702,1100.0,,-0.003559589385986328,0.00019400111341383308,0.0
,0.0001317204296356067,3051,-0.0031806454062461853,280576,0.00040070153772830963,0.006174234673380852,1763260335.5597255,0.6194648742675781,280.39369344711304,1100.0,,-0.022101163864135742,0.00020971997582819313,0.0
,0.00013164362462703139,3053,-0.0017032697796821594,280704,0.00015840493142604828,-0.0031667035073041916,1763260335.6712825,0.5341904163360596,280.505250453949,1100.0,,-1.4662742614746094e-05,277.3861389160156,0.0
500.0,,3066,,282082,,,1763260336.9068599,,281.7408277988434,,500.0,,,
,0.0001305683545069769,3070,-0.007332231849431992,282496,0.000774492509663105,0.0003948090597987175,1763260337.3158123,0.5681207776069641,282.1497802734375,1100.0,,0.06282651424407959,0.0002386007981840521,0.0
,0.0001298003044212237,3083,-0.0003545619547367096,283776,9.251479059457779e-05,-0.0011242935433983803,1763260338.463465,0.6125407218933105,283.2974328994751,1100.0,,-0.032005906105041504,0.00482260063290596,0.0
,0.00012887864431831986,3098,-0.0005609467625617981,285312,1.255422830581665e-05,-0.002070445567369461,1763260339.8637435,0.5106694102287292,284.6977114677429,1100.0,,-0.0181734561920166,0.0040415204130113125,0.0
,0.00012857142428401858,3103,-0.002698652446269989,285824,0.0005409093573689461,-0.006094685755670071,1763260340.3076982,0.5435582399368286,285.14166617393494,1100.0,,-0.08417463302612305,0.004305734299123287,0.0
,0.0001271121291210875,3127,-0.009573806077241898,288256,0.0004534916952252388,-0.0024089189246296883,1763260342.4920099,0.5789130926132202,287.3259778022766,1100.0,,-0.04087257385253906,0.004763392731547356,0.0
415.0,,3129,,288497,,,1763260342.6418478,,287.47581577301025,,415.0,,,
,0.00012626727402675897,3141,-0.004119064658880234,289664,0.000466272234916687,-0.005827846005558968,1763260343.7967846,0.6309404969215393,288.63075256347656,1100.0,,-0.045827627182006836,0.0007754785474389791,0.0
500.0,,3143,,289869,,,1763260343.9385414,,288.77250933647156,,500.0,,,
,0.00012596006854437292,3146,-0.006176642142236233,290176,0.0002290802076458931,7.82134011387825e-05,1763260344.2448742,0.5882336497306824,289.07884216308594,1100.0,,-0.07183945178985596,0.0005275066359899938,0.0
,0.00012450077338144183,3170,-0.0005575831746682525,292608,0.00010275468230247498,0.0034488849341869354,1763260346.4278722,0.5841554403305054,291.26184010505676,1100.0,,-0.020683765411376953,0.003683524439111352,0.0
,0.00012373272329568863,3183,-0.00465942919254303,293888,6.980262696743011e-05,-0.00020260736346244812,1763260347.5736663,0.5824079513549805,292.40763425827026,1100.0,,-0.39290034770965576,0.00029545489815063775,0.0
,0.00012342550326138735,3188,-0.00862102210521698,294400,0.0006781136617064476,6.084796041250229e-05,1763260348.0558712,0.5959771275520325,292.8898391723633,1100.0,,0.02704000473022461,0.0002402060927124694,0.0
,0.00012165898806415498,3217,-0.005095750093460083,297344,0.00028043240308761597,0.0008494723588228226,1763260350.6842856,0.5773921012878418,295.5182535648346,1100.0,,-0.13039255142211914,0.0005290597910061479,0.0
500.0,,3224,,298005,,,1763260351.2806695,,296.11463737487793,,500.0,,,
,0.0001198156678583473,3247,0.003234061412513256,300416,0.0007907906547188759,0.013917540200054646,1763260353.452343,0.532776951789856,298.2863109111786,1100.0,,-0.10648441314697266,0.00022710430494043976,0.0
,0.00011966205784119666,3250,0.006965339183807373,300672,0.0006484659388661385,0.012073579244315624,1763260353.6771219,0.530426025390625,298.51108980178833,1100.0,,0.030533313751220703,0.004068166483193636,0.0
,0.00011950844782404602,3252,-0.01810823380947113,300928,0.002269263379275799,-0.020593984052538872,1763260353.8991327,0.4349565804004669,298.7331006526947,1100.0,,-10.91625690460205,0.0022453011479228735,0.00390625
,0.00011935483780689538,3255,-0.0004680100828409195,301184,0.00043792277574539185,0.001556919887661934,1763260354.1569154,0.5868812203407288,298.9908833503723,1100.0,,-1.7205452919006348,0.00513116642832756,0.0
,0.00011912442278116941,3259,-0.0026481859385967255,301568,0.00011451356112957001,0.0010342355817556381,1763260354.491925,0.49126967787742615,299.32589292526245,1100.0,,0.00025409460067749023,1237.3656005859375,0.0
,0.00011827956768684089,3272,0.002134110778570175,302976,0.0003176005557179451,0.005688837729394436,1763260355.7480989,0.5421541929244995,300.5820667743683,1100.0,,0.008815467357635498,0.00019416639406699687,0.0
,0.00011812595766969025,3275,-0.006102610379457474,303232,0.0002593696117401123,0.0005549360066652298,1763260355.9735682,0.5647996664047241,300.8075361251831,1101.0,,-0.3343689441680908,0.0038195231463760138,0.0
,0.00011804915266111493,3276,-0.0028175711631774902,303360,0.0003797300159931183,-0.00536000169813633,1763260356.0830142,0.551173746585846,300.9169821739197,1101.0,,-7.166507720947266,0.0017692240653559566,0.0
,0.00011682027979986742,3296,0.0006707794964313507,305408,2.357643097639084e-05,-0.0002860603854060173,1763260357.926055,0.550703763961792,302.76002287864685,1101.0,,0.22816824913024902,0.00018174295837525278,0.0
,0.00011666666978271678,3299,-0.008358852006494999,305664,0.00023069698363542557,0.007103298790752888,1763260358.149319,0.45848944783210754,302.983286857605,1101.0,,-0.17616498470306396,0.004926055204123259,0.0
,0.00011428571451688185,3338,0.0019116736948490143,309632,4.521384835243225e-05,-0.0015989653766155243,1763260361.7127964,0.5138388872146606,306.5467643737793,1101.0,,-3.62396240234375e-05,0.0006688767462037504,0.0
500.0,,3351,,311005,,,1763260362.8853211,,307.71928906440735,,500.0,,,
,0.00011313363938825205,3357,0.0031976066529750824,311552,0.00011363532394170761,0.00010043103247880936,1763260363.42876,0.5905671119689941,308.26272797584534,1101.0,,3.9458274841308594e-05,963.4620971679688,0.0
,0.00011290322436252609,3360,-0.006854549050331116,311936,0.0003473851829767227,0.0006621479988098145,1763260363.7762551,0.5608772039413452,308.61022305488586,1101.0,,-0.11393892765045166,0.00023452064488083124,0.0
,0.0001105990813812241,3398,-0.003170974552631378,315776,0.00031392183154821396,-0.005282755009829998,1763260367.2279124,0.4929601550102234,312.0618803501129,1101.0,,-0.05541419982910156,0.0010450328700244427,0.0
,0.00011044547136407346,3401,0.00016982853412628174,316032,4.90434467792511e-06,-0.00012231618165969849,1763260367.4504092,0.5734086036682129,312.2843770980835,1101.0,,2.1159648895263672e-05,1026.660888671875,0.0
,0.00011013825132977217,3406,0.0018542930483818054,316544,1.5188939869403839e-05,-0.0010114433243870735,1763260367.9370065,0.5112113952636719,312.7709743976593,1101.0,,3.528594970703125e-05,990.2227172851562,0.0
,0.00011006144632119685,3407,-0.0030141323804855347,316672,9.406544268131256e-05,0.002222524955868721,1763260368.048282,0.5030142068862915,312.8822498321533,1101.0,,-0.08987641334533691,0.0037363041192293167,0.0
,0.00010937020124401897,3419,-0.004228435456752777,317824,0.0012418655678629875,0.01583201438188553,1763260369.0828643,0.5166887640953064,313.9168322086334,1101.0,,-0.042139291763305664,0.007159203756600618,0.0
500.0,,3426,,318521,,,1763260369.6584725,,314.4924404621124,,500.0,,,
