charts/episodic_length,losses/entropy,charts/episodic_return,_runtime,global_step,charts/learning_rate,losses/clipfrac,losses/explained_variance,_timestamp,losses/old_approx_kl,_step,losses/value_loss,losses/policy_loss,losses/approx_kl,charts/SPS
,0.18875297904014587,,473.76887345314026,332288,0.0001006912425509654,0.0,-0.026447176933288574,1763260515.9083874,0.0004321429878473282,4105,5.941140261711553e-05,2.753734588623047e-05,0.00029775314033031464,705.0
,0.24046164751052856,,474.18756198883057,332672,0.00010046082752523944,0.005859375,0.04229635000228882,1763260516.327076,-0.007868419401347637,4109,0.0002096520474879071,0.007224284112453461,0.001936289481818676,705.0
,0.1775600165128708,,474.88108944892883,333312,0.00010007680248236284,0.0078125,-0.02384030818939209,1763260517.0206034,-0.0018536671996116638,4115,4.8139023419935256e-05,0.010805394500494003,0.0014460831880569458,705.0
,0.1437120884656906,,475.31129145622253,333696,9.984638745663688e-05,0.0078125,0.05473148822784424,1763260517.4508054,0.011574127711355686,4119,9.746477735461667e-05,-0.00724605331197381,0.0016738874837756157,706.0
500.0,,500.0,478.8327898979187,336864,,,,1763260520.9723039,,4150,,,,
,0.1469072550535202,,480.8584039211273,338688,9.6850999398157e-05,0.0,-0.0279998779296875,1763260522.997918,-0.0024763960391283035,4168,7.784728950355202e-06,0.00013365782797336578,0.001197170466184616,708.0
,0.12859465181827545,,482.68799448013306,340352,9.585253428667784e-05,0.07421875,-0.030234217643737793,1763260524.8275084,0.016465788707137108,4184,6.190266867633909e-05,0.00186958909034729,0.009737735614180565,709.0
,0.21067216992378235,,483.83032417297363,341376,9.523809421807528e-05,0.00390625,-1.0132789611816406e-05,1763260525.9698381,0.01878553442656994,4194,0.003378292080014944,-0.025064770132303238,0.0021328581497073174,709.0
,0.24020300805568695,,484.41848063468933,341888,9.4930874183774e-05,0.001953125,-2.9802322387695312e-05,1763260526.5579946,-0.012227797880768776,4199,0.21502062678337097,-0.0023573637008666992,0.0015351474285125732,709.0
,0.156453475356102,,487.26326084136963,344448,9.339477401226759e-05,0.001953125,-4.029273986816406e-05,1763260529.4027748,0.0016512777656316757,4224,149.70660400390625,-0.0005080457776784897,0.0003682281821966171,710.0
,0.12611249089241028,,487.80121397972107,344960,9.308755397796631e-05,0.005859375,-9.453296661376953e-05,1763260529.940728,0.02423984743654728,4229,149.5614013671875,-0.002582984045147896,0.002499692142009735,711.0
,0.21716448664665222,,489.38832330703735,346368,9.22427061595954e-05,0.015625,-7.152557373046875e-06,1763260531.5278373,0.0005718544125556946,4243,143.97549438476562,0.0001211315393447876,0.0034447647631168365,711.0
,0.14497651159763336,,489.8163802623749,346752,9.201229113386944e-05,0.0,-0.0195387601852417,1763260531.9558942,0.0008497219532728195,4246,0.00010945094982162118,0.001838691532611847,0.00036182068288326263,711.0
500.0,,500.0,490.4230647087097,347364,,,,1763260532.5625787,,4252,,,,
,0.2504649758338928,,490.6743793487549,347520,9.155146108241752e-05,0.0,0.10847479104995728,1763260532.8138933,-0.00616151187568903,4254,0.0020750476978719234,-0.000512588769197464,0.0015825731679797173,712.0
,0.2599935233592987,,492.7438213825226,349440,9.039938595378771e-05,0.001953125,-2.872943878173828e-05,1763260534.8833354,-0.012021301314234734,4273,0.2152843028306961,-0.0025608688592910767,0.0034801699221134186,713.0
,0.22287613153457642,,493.1506869792938,349824,9.016897092806175e-05,0.00390625,-0.02391231060028076,1763260535.290201,0.019465148448944092,4276,0.00015330317546613514,-0.010092150419950485,0.003382463939487934,713.0
500.0,,500.0,493.18049931526184,349864,,,,1763260535.3200133,,4277,,,,
,0.21969068050384521,,493.31695199012756,349952,9.009216591948643e-05,0.025390625,-5.543231964111328e-05,1763260535.456466,0.037946783006191254,4278,143.864990234375,0.00593075156211853,0.0035901200026273727,713.0
,0.19121982157230377,,494.81580209732056,351232,8.932411583373323e-05,0.0,-0.03439760208129883,1763260536.955316,-0.0017100553959608078,4290,8.62637534737587e-06,0.0011415742337703705,7.544457912445068e-05,713.0
500.0,,500.0,494.9776475429535,351364,,,,1763260537.1171615,,4292,,,,
,0.3303864598274231,,497.6141004562378,353664,8.786482067080215e-05,0.0,-0.018792271614074707,1763260539.7536144,0.008646300062537193,4314,0.00013311818474903703,0.001313304528594017,0.0004998445510864258,714.0
,0.21789661049842834,,498.06397318840027,354048,8.763440564507619e-05,0.0,0.026820600032806396,1763260540.2034872,-0.005660654045641422,4318,0.0008650062372907996,-0.001364104449748993,0.0002835197374224663,714.0
,0.15352888405323029,,501.42897772789,356992,8.586789772380143e-05,0.00390625,0.001842200756072998,1763260543.5684917,0.01564544253051281,4346,0.00122920295689255,0.00228876993060112,0.0016002040356397629,715.0
,0.30247050523757935,,503.7682611942291,359040,8.463901758659631e-05,0.0,0.0047155022621154785,1763260545.9077752,-0.00025345664471387863,4366,0.0006127777160145342,0.002802204340696335,3.261398524045944e-05,716.0
,0.15449689328670502,,504.4987440109253,359680,8.425499254371971e-05,0.0078125,-0.029962658882141113,1763260546.638258,0.00209101103246212,4372,0.00010543278767727315,0.0006182342767715454,0.0025119446218013763,716.0
,0.18176361918449402,,505.0871641635895,360192,8.394777250941843e-05,0.001953125,-0.0345919132232666,1763260547.2266781,0.01675672084093094,4377,0.00015903773601166904,-0.02243088185787201,0.0022065630182623863,716.0
,0.1916351020336151,,505.2139480113983,360320,8.387096750084311e-05,0.029296875,-0.025688886642456055,1763260547.353462,0.008398192934691906,4378,0.00010840070171980187,-0.02305389940738678,0.00693052913993597,716.0
,0.17133678495883942,,506.2629625797272,361216,8.333333244081587e-05,0.0,-0.025303006172180176,1763260548.4024765,-0.005825553089380264,4387,0.00014168540656100959,0.0006486885249614716,0.0002504102885723114,717.0
,0.22738760709762573,,507.29620480537415,362112,8.279569738078862e-05,0.0,-0.02338576316833496,1763260549.4357188,0.0007307305932044983,4396,0.0012009668862447143,-0.010961785912513733,0.0003372766077518463,717.0
,0.21167227625846863,,509.48840713500977,364032,8.164362225215882e-05,0.0,-0.02285468578338623,1763260551.627921,-0.0006077392026782036,4415,0.0010329307988286018,-0.00012064911425113678,5.769822746515274e-05,718.0
,0.14520913362503052,,514.3552684783936,368256,7.910906424513087e-05,0.0,-0.024414777755737305,1763260556.4947824,-0.00023142900317907333,4456,0.00016502616927027702,-0.004137054085731506,2.4597160518169403e-05,719.0
,0.23105818033218384,,515.9890303611755,369664,7.826420915080234e-05,0.021484375,-0.021257400512695312,1763260558.1285443,0.0006866957992315292,4470,0.00019722463912330568,-0.01305941492319107,0.005551669746637344,720.0
,0.17431405186653137,,516.9119255542755,370432,7.780337909935042e-05,0.0,-1.9669532775878906e-05,1763260559.0514395,0.018364055082201958,4478,144.44381713867188,0.003191256895661354,0.0010011093690991402,720.0
,0.07977253943681717,,517.2041981220245,370688,7.764976908219978e-05,0.0,-0.02923572063446045,1763260559.343712,-0.0012672021985054016,4480,5.0728689529933035e-05,0.0061599574983119965,2.313964068889618e-05,720.0
500.0,,500.0,518.5361392498016,371864,,,,1763260560.6756532,,4492,,,,
,0.16750633716583252,,519.2648153305054,372480,7.65744989621453e-05,0.005859375,-3.635883331298828e-05,1763260561.4043293,0.007806878536939621,4498,0.002335086464881897,0.0012443400919437408,0.001044098287820816,721.0
500.0,,500.0,521.9516806602478,374864,,,,1763260564.0911946,,4520,,,,
,0.17268428206443787,,522.2241401672363,375040,7.503840606659651e-05,0.017578125,-0.02072012424468994,1763260564.3636541,0.00569620355963707,4522,0.0007248790352605283,-0.007784705609083176,0.004500105977058411,721.0
,0.25339797139167786,,522.5127184391022,375296,7.488479604944587e-05,0.017578125,-0.016727685928344727,1763260564.6522324,0.0016244752332568169,4524,0.00013052299618721008,0.034589216113090515,0.004560431465506554,721.0
500.0,,500.0,522.5426602363586,375364,,,,1763260564.6821742,,4525,,,,
,0.17615678906440735,,522.790141582489,375552,7.473118603229523e-05,0.0,-0.031131863594055176,1763260564.9296556,0.003500821068882942,4527,0.0008986123721115291,-0.0033532902598381042,5.229376256465912e-05,722.0
,0.1750904619693756,,523.2107298374176,375936,7.450077100656927e-05,0.0,-2.110004425048828e-05,1763260565.3502438,-0.0037634260952472687,4531,0.002651676069945097,0.008662348613142967,0.0002026967704296112,722.0
,0.09492906928062439,,523.4852707386017,376192,7.434716098941863e-05,0.021484375,-0.023474454879760742,1763260565.6247847,0.012252802029252052,4533,8.163100574165583e-05,-0.02866845577955246,0.002978481352329254,722.0
,0.21363964676856995,,523.6424803733826,376320,7.42703559808433e-05,0.0390625,-0.014841318130493164,1763260565.7819943,-0.028738534078001976,4534,6.715095514664426e-05,-0.004053669050335884,0.00656731054186821,722.0
,0.24026599526405334,,526.0491983890533,378368,7.304147584363818e-05,0.0,-1.7881393432617188e-06,1763260568.1887124,0.0012199301272630692,4555,0.002775134053081274,-0.006746971979737282,0.0013641491532325745,722.0
,0.21486660838127136,,526.8876836299896,379136,7.258064579218626e-05,0.015625,-0.02591097354888916,1763260569.0271976,-0.0071577103808522224,4562,0.00016866246005520225,-0.0018165819346904755,0.003498655743896961,723.0
,0.32562410831451416,,528.3963067531586,380544,7.173579069785774e-05,0.0,-0.030350923538208008,1763260570.5358207,-0.0005404641851782799,4576,0.0010266589233651757,0.0006242003291845322,4.936940968036652e-06,723.0
500.0,,500.0,532.4739990234375,384364,,,,1763260574.613513,,4613,,,,
,0.21045558154582977,,533.9037895202637,385664,6.866359763080254e-05,0.01171875,-0.014304399490356445,1763260576.0433035,-0.004880143329501152,4626,0.00019155540212523192,0.02364259585738182,0.003910548985004425,725.0
,0.2631150782108307,,534.8665235042572,386560,6.81259625707753e-05,0.0,-0.030927419662475586,1763260577.0060375,0.0038485750555992126,4635,0.0005251470720395446,0.0012359991669654846,0.0002279132604598999,726.0
,0.20233702659606934,,535.5613012313843,387200,6.77419375278987e-05,0.00390625,-0.01448047161102295,1763260577.7008152,0.008978109806776047,4641,8.795116445980966e-05,-0.0013087615370750427,0.0030842311680316925,726.0
,0.1685362160205841,,535.8514232635498,387456,6.758832751074806e-05,0.005859375,-9.5367431640625e-06,1763260577.9909372,0.015858668833971024,4644,0.21670867502689362,0.002412043511867523,0.0022356966510415077,726.0
500.0,,500.0,537.9551687240601,389364,,,,1763260580.0946827,,4661,,,,
,0.16561749577522278,,540.1890532970428,390784,6.559139728778973e-05,0.005859375,-0.018739819526672363,1763260582.3285673,-0.009378628805279732,4675,8.588913624407724e-05,-0.0005551706999540329,0.0012485235929489136,726.0
500.0,,500.0,542.6723766326904,392364,,,,1763260584.8118906,,4691,,,,
,0.19394154846668243,,545.5995373725891,394240,6.351766205625609e-05,0.013671875,-0.018415451049804688,1763260587.7390513,0.0006843861192464828,4709,0.0001492804876761511,0.00835295207798481,0.005428159609436989,726.0
,0.19898223876953125,,546.1550302505493,394624,6.328724703053012e-05,0.0,-0.017194747924804688,1763260588.2945442,0.007902915589511395,4713,8.157530101016164e-05,-0.0034680254757404327,0.0010339384898543358,726.0
,0.1755490005016327,,550.1880540847778,397184,6.175115413498133e-05,0.009765625,-0.006254315376281738,1763260592.327568,0.006412073969841003,4738,0.00015957129653543234,-0.007299145683646202,0.004127859137952328,725.0
,0.1272960901260376,,550.3751544952393,397312,6.167434912640601e-05,0.04296875,0.0006670951843261719,1763260592.5146685,0.002414992079138756,4739,0.0001566289138281718,0.0003879368305206299,0.004278073087334633,725.0
,0.2139894664287567,,550.6079375743866,397440,6.15975441178307e-05,0.0,-2.2649765014648438e-06,1763260592.7474515,-0.0006704479455947876,4741,0.217436283826828,-0.00021591782569885254,0.0005568899214267731,725.0
,0.20032529532909393,,551.0141973495483,397696,6.144393410068005e-05,0.0,-0.00915837287902832,1763260593.1537113,0.004738692194223404,4743,0.00013808533549308777,-0.011656185612082481,0.0004539191722869873,725.0
,0.24578909575939178,,556.0698041915894,400640,5.967741890344769e-05,0.0,-0.010493755340576172,1763260598.2093182,0.0002532368525862694,4772,0.00016987643903121352,-0.0005085263401269913,1.8635764718055725e-06,723.0
,0.13597092032432556,,558.1159386634827,402048,5.8832563809119165e-05,0.0,-0.010697603225708008,1763260600.2554526,-0.00489757489413023,4786,0.0008896603249013424,-0.00027017295360565186,0.0009094467386603355,723.0
,0.18587467074394226,,558.2736096382141,402176,5.8755758800543845e-05,0.0,-0.004702568054199219,1763260600.4131236,-0.0009567476809024811,4787,8.172150410246104e-05,-0.0108938068151474,0.0013981368392705917,723.0
,0.20844343304634094,,558.4002869129181,402304,5.8678953791968524e-05,0.0,-0.00039899349212646484,1763260600.539801,-0.005313480272889137,4788,6.76635027048178e-05,-0.0008256901055574417,0.0010477304458618164,723.0
,0.17170342803001404,,559.2524969577789,403072,5.821812737849541e-05,0.0,-0.006924748420715332,1763260601.392011,0.004433952271938324,4796,0.0008780215284787118,-0.006137613207101822,0.00047203898429870605,724.0
500.0,,500.0,559.5596435070038,403364,,,,1763260601.6991575,,4799,,,,
,0.26752057671546936,,560.4195818901062,404096,5.760368730989285e-05,0.0,-0.021398425102233887,1763260602.5590959,0.004809153266251087,4806,0.0008100509876385331,-0.01150941476225853,0.0028969040140509605,724.0
500.0,,500.0,560.7129044532776,404364,,,,1763260602.8524184,,4809,,,,
500.0,0.20679663121700287,500.0,561.2752373218536,404864,5.714285725844093e-05,0.0,-7.152557373046875e-07,1763260603.4147513,0.0016359491273760796,4813,5.650797367095947,-0.0027535147964954376,5.2061863243579865e-05,724.0
,0.2281530648469925,,565.1989719867706,408832,5.4761905630584806e-05,0.0,-0.0005199909210205078,1763260607.338486,-0.0019415123388171196,4851,0.00022295935195870697,0.00022707879543304443,2.628657966852188e-05,726.0
,0.25654298067092896,,567.5562019348145,411136,5.337941547622904e-05,0.0,-0.011710047721862793,1763260609.695716,0.01056727860122919,4874,0.0002556221734266728,0.0003382917493581772,0.0014260904863476753,727.0
,0.1624171882867813,,567.9685046672821,411520,5.314900045050308e-05,0.001953125,-0.018146157264709473,1763260610.1080186,-0.010183431208133698,4878,0.0011874873889610171,0.014803864061832428,0.0017918562516570091,727.0
,0.1614624559879303,,568.3427774906158,411904,5.291858542477712e-05,0.013671875,-2.2649765014648438e-06,1763260610.4822915,0.006843718700110912,4882,144.70413208007812,0.0010341554880142212,0.002655244432389736,728.0
500.0,,500.0,572.266196012497,415864,,,,1763260614.40571,,4920,,,,
,0.19341979920864105,,573.5540933609009,417024,4.984638871974312e-05,0.0,-0.004452347755432129,1763260615.6936073,-0.006504688411951065,4932,0.00109656632412225,0.005747713148593903,0.00020631961524486542,730.0
,0.19556020200252533,,573.6720049381256,417152,4.97695837111678e-05,0.0,-0.0015227794647216797,1763260615.811519,-0.0018208520486950874,4933,0.0002697462623473257,0.0031503289937973022,0.00031146127730607986,730.0
,0.18793195486068726,,574.2848014831543,417792,4.938556230627e-05,0.0,-0.01923537254333496,1763260616.4243155,2.8996728360652924e-05,4939,0.0001856112212408334,1.7415732145309448e-06,1.8533319234848022e-07,730.0
,0.14717072248458862,,574.9826853275299,418432,4.90015372633934e-05,0.0,-8.225440979003906e-06,1763260617.1221993,-0.0009693345054984093,4946,0.0015120500465855002,0.0008282400667667389,0.0014551365748047829,731.0
,0.14310255646705627,,575.7955152988434,419200,4.854070721194148e-05,0.0,-0.017337918281555176,1763260617.9350293,-0.0002541402354836464,4953,0.0002877409278880805,-0.00033430755138397217,5.059782415628433e-05,731.0
,0.2052956223487854,,576.2893676757812,419712,4.82334871776402e-05,0.0,-0.005491733551025391,1763260618.4288816,0.003174874000251293,4958,0.00016878453607205302,0.0003177560865879059,0.001053215004503727,731.0
,0.20495204627513885,,576.8538372516632,420224,4.792626714333892e-05,0.0,-0.005339622497558594,1763260618.9933512,-0.0008556870743632317,4963,0.00024657807080075145,-0.0018567927181720734,7.970165461301804e-05,731.0
,0.29435837268829346,,577.7611527442932,421120,4.738863208331168e-05,0.0,-0.01276540756225586,1763260619.9006667,0.0024503804743289948,4971,0.00024155265418812633,0.00039831362664699554,3.4360215067863464e-05,732.0
,0.25237447023391724,,577.917807340622,421248,4.731182707473636e-05,0.0,-0.013517975807189941,1763260620.0573213,-0.003062935546040535,4972,0.0002934201911557466,-0.01096048392355442,0.0006827637553215027,732.0
500.0,,500.0,578.4802565574646,421864,,,,1763260620.6197705,,4978,,,,
,0.22562779486179352,,578.8653953075409,422144,4.6774192014709115e-05,0.0,-0.0023709535598754883,1763260621.0049093,-0.0003106826916337013,4981,0.00019737171533051878,-5.401484668254852e-05,1.5543773770332336e-06,732.0
,0.2101002335548401,,579.6857376098633,422912,4.6313365601236e-05,0.0,-2.6226043701171875e-06,1763260621.8252516,0.0007296167314052582,4989,0.21760055422782898,0.0001452956348657608,4.184991121292114e-05,732.0
,0.14091023802757263,,580.2039320468903,423424,4.600614556693472e-05,0.0,-4.410743713378906e-06,1763260622.343446,0.0021761655807495117,4994,144.6112823486328,0.00037871114909648895,2.73045152425766e-05,733.0
500.0,,500.0,581.6548271179199,424864,,,,1763260623.794341,,5008,,,,
500.0,,500.0,582.1908600330353,425364,,,,1763260624.330374,,5013,,,,
,0.2577916085720062,,582.4450883865356,425600,4.4700460421154276e-05,0.0,-0.02715885639190674,1763260624.5846024,0.000736696645617485,5015,0.0004977818462066352,-0.0017917156219482422,2.09808349609375e-05,734.0
,0.23878198862075806,,585.0411994457245,428032,4.3241168896202e-05,0.015625,-0.01058971881866455,1763260627.1807134,0.004252486862242222,5039,0.0009695464977994561,-0.021713025867938995,0.005099921487271786,734.0
,0.19323885440826416,,588.6791667938232,431360,4.124423867324367e-05,0.0,-0.003970146179199219,1763260630.8186808,0.003674362786114216,5071,0.00014853051106911153,0.0007587391883134842,9.26116481423378e-05,736.0
,0.17882385849952698,,593.5141010284424,435968,3.847926200251095e-05,0.0,-2.86102294921875e-06,1763260635.653615,-0.009991883300244808,5117,150.4152374267578,-0.0033558346331119537,0.0007200697436928749,737.0
,0.2685375511646271,,593.9713082313538,436480,3.817204196820967e-05,0.0,-9.179115295410156e-06,1763260636.1108222,0.0002903621643781662,5122,150.64523315429688,-0.0005610641092061996,4.8177316784858704e-05,738.0
,0.20066924393177032,,594.5735981464386,437120,3.778801692533307e-05,0.0,-0.012496590614318848,1763260636.713112,-0.010083483532071114,5127,0.00029421094222925603,5.7656317949295044e-05,0.0009268708527088165,738.0
,0.13920152187347412,,594.6866352558136,437248,3.771121191675775e-05,0.0,-0.012284636497497559,1763260636.8261492,0.005364013835787773,5128,0.0002130281791323796,-0.00020719505846500397,0.00010930001735687256,738.0
,0.1802486628293991,,595.8198137283325,438400,3.701997047755867e-05,0.0,-3.933906555175781e-06,1763260637.9593277,0.0007013091817498207,5140,0.0011163025628775358,-1.7996877431869507e-05,0.0001594414934515953,739.0
,0.15916481614112854,,596.4688379764557,439040,3.663594543468207e-05,0.0,-0.023751020431518555,1763260638.608352,0.00059480220079422,5146,0.0008399382932111621,0.00011886656284332275,2.8574839234352112e-05,739.0
,0.11208893358707428,,596.8763740062714,439424,3.640553040895611e-05,0.0,-3.814697265625e-06,1763260639.015888,0.005159705877304077,5150,0.21853747963905334,0.0007926635444164276,0.0006755553185939789,739.0
,0.049405183643102646,,597.0038435459137,439552,3.632872540038079e-05,0.0,-0.027148127555847168,1763260639.1433575,0.0009392108768224716,5151,0.0005053940112702549,0.0001664441078901291,9.717419743537903e-06,739.0
,0.21540220081806183,,598.342526435852,440832,3.556067531462759e-05,0.0,-0.0033947229385375977,1763260640.4820404,0.0008834842592477798,5163,0.00020622237934730947,-0.0014231950044631958,0.0002911686897277832,740.0
,0.22227181494235992,,598.4774777889252,440960,3.548387030605227e-05,0.0,-9.179115295410156e-06,1763260640.6169918,0.001804647035896778,5165,144.8184814453125,0.00030896440148353577,5.688238888978958e-05,740.0
,0.16738489270210266,,601.6893990039825,444160,3.356374872964807e-05,0.0,-0.02034461498260498,1763260643.828913,-0.0010304544121026993,5196,0.0003367681638337672,0.0011868774890899658,1.8481165170669556e-05,741.0
,0.20004795491695404,,601.8028748035431,444288,3.348694372107275e-05,0.0,-0.014504432678222656,1763260643.9423888,-0.0001554517075419426,5197,0.0002966210595332086,0.002281269058585167,4.505272954702377e-05,741.0
,0.1825418621301651,,605.9838576316833,448384,3.102918708464131e-05,0.0,-2.384185791015625e-06,1763260648.1233716,0.0012212861329317093,5238,5.658939361572266,-0.004014566540718079,0.00016997754573822021,743.0
,0.14044108986854553,,606.1093037128448,448512,3.095238207606599e-05,0.0,-0.017235875129699707,1763260648.2488177,0.0038881152868270874,5239,0.0005788244307041168,-0.0018478408455848694,0.0003373734652996063,743.0
,0.0614762157201767,,606.6310429573059,449024,3.0645162041764706e-05,0.0,-0.015432953834533691,1763260648.770557,0.000774795189499855,5244,0.0008262910996563733,0.00013002566993236542,7.651746273040771e-06,743.0
,0.2835630774497986,,607.4371480941772,449792,3.0184331990312785e-05,0.0,-0.005842447280883789,1763260649.576662,-0.01167764887213707,5251,0.0002964083687402308,-0.001863306388258934,0.001843160018324852,743.0
,0.22848759591579437,,607.8509213924408,450176,2.9953916964586824e-05,0.0,-0.012424111366271973,1763260649.9904354,0.0011075688526034355,5255,0.0002927556342910975,-0.0016388744115829468,4.189927130937576e-05,743.0
,0.22380071878433228,,608.1353967189789,450432,2.9800306947436184e-05,0.0,-5.125999450683594e-06,1763260650.2749107,0.0008228709921240807,5258,145.09429931640625,0.00014251284301280975,5.199853330850601e-05,743.0
500.0,,500.0,609.0701460838318,451364,,,,1763260651.20966,,5267,,,,
500.0,0.2015329897403717,500.0,610.7360551357269,452864,2.8341013603494503e-05,0.0,-3.5762786865234375e-07,1763260652.875569,-0.013431183062493801,5281,150.4573516845703,-0.0034676287323236465,0.0010313251987099648,744.0
500.0,,500.0,612.7887554168701,454864,,,,1763260654.9282694,,5300,,,,
,0.22672118246555328,,615.4384763240814,457088,2.580645195848774e-05,0.0,-0.017184972763061523,1763260657.5779903,0.0023245597258210182,5322,0.0006945912027731538,-0.007126078009605408,0.0005150763317942619,745.0
,0.18784716725349426,,616.2537002563477,457728,2.542242691561114e-05,0.0,-0.008957624435424805,1763260658.3932142,0.0003308970481157303,5328,0.0004302029556129128,0.00011068396270275116,2.577155828475952e-05,745.0
,0.2155454158782959,,619.7921042442322,460928,2.3502303520217538e-05,0.0,-1.9073486328125e-06,1763260661.9316182,-0.005739791318774223,5360,0.00096993672195822,-0.0010670386254787445,0.00047553330659866333,746.0
,0.21650418639183044,,620.0689022541046,461184,2.3348693503066897e-05,0.0,-0.009000062942504883,1763260662.2084162,0.0013894615694880486,5362,0.0003889849758706987,-0.0026374906301498413,5.6498683989048004e-05,746.0
,0.17905734479427338,,622.9830510616302,463872,2.173579196096398e-05,0.0,-5.960464477539062e-07,1763260665.122565,-0.001717831939458847,5389,0.21850784122943878,-0.0003259647637605667,4.753097891807556e-05,747.0
,0.20720414817333221,,627.2356927394867,468096,1.9201228496967815e-05,0.0,-0.014165282249450684,1763260669.3752067,0.002612117677927017,5430,0.0007401620969176292,0.0004279743880033493,4.593841731548309e-05,749.0
,0.2970206141471863,,628.3082950115204,469248,1.8509985238779336e-05,0.0,-0.00830078125,1763260670.447809,-0.000591939315199852,5440,0.00039491342613473535,-0.0015732161700725555,7.988885045051575e-06,750.0
500.0,,500.0,628.3592438697815,469364,,,,1763260670.4987578,,5441,,,,
,0.26324668526649475,,628.4622285366058,469376,1.8433180230204016e-05,0.0,-8.344650268554688e-07,1763260670.6017425,-0.0004364587366580963,5442,150.46060180664062,-0.00022190622985363007,3.9674341678619385e-06,750.0
,0.27809885144233704,,628.5896570682526,469504,1.8356375221628696e-05,0.0,-0.0167086124420166,1763260670.729171,-0.0008903257548809052,5443,0.0006377692334353924,0.00010977126657962799,0.00013914331793785095,750.0
,0.06845230609178543,,629.590083360672,470528,1.7741935153026134e-05,0.0,-0.02533590793609619,1763260671.7295973,0.002152262255549431,5453,0.0006778109236620367,-0.00131174735724926,3.671087324619293e-05,750.0
,0.14754295349121094,,629.7365128993988,470656,1.7665130144450814e-05,0.0,-0.02507758140563965,1763260671.8760269,-0.0005219820886850357,5454,0.00038586664595641196,-0.0001736469566822052,2.0276755094528198e-05,750.0
,0.2490137368440628,,631.2432541847229,472320,1.6666666851961054e-05,0.0,-0.007056832313537598,1763260673.3827682,0.0008898982778191566,5470,0.0004100776568520814,-0.0008985884487628937,2.1578744053840637e-06,751.0
,0.26770496368408203,,633.5064537525177,474752,1.5207373508019373e-05,0.0,-0.00542902946472168,1763260675.6459677,-0.0005076313391327858,5494,0.00037181025254540145,-0.00045669637620449066,5.349237471818924e-05,752.0
,0.10857009887695312,,634.9629342556,476288,1.4285714314610232e-05,0.0,-0.007070183753967285,1763260677.1024482,-1.8320977687835693e-05,5509,0.00045311328722164035,-2.9802322387695312e-06,1.7434358596801758e-06,753.0
,0.10699690133333206,,635.7954261302948,477184,1.3748080164077692e-05,0.0,-0.008228063583374023,1763260677.93494,-0.00024485401809215546,5518,0.0004497641639318317,-4.07882034778595e-05,6.580725312232971e-06,753.0
,0.20598115026950836,,636.7584981918335,478208,1.3133641004969832e-05,0.0,-0.00829625129699707,1763260678.8980122,0.00017531495541334152,5528,0.00045158842112869024,-0.00047170696780085564,6.630737334489822e-05,754.0
,0.28086596727371216,,636.8705790042877,478336,1.3056835996394511e-05,0.0,-0.0010988712310791016,1763260679.010093,0.0005302820354700089,5529,0.000419818505179137,9.278953075408936e-05,4.019588232040405e-06,754.0
,0.27835211157798767,,637.0182495117188,478464,1.2980030987819191e-05,0.0,-4.410743713378906e-06,1763260679.1577635,-0.003169243223965168,5531,0.0007163643604144454,0.0026663746684789658,2.5940127670764923e-05,754.0
,0.2075367569923401,,639.7287213802338,481280,1.129032261815155e-05,0.0,-0.005879044532775879,1763260681.8682353,-0.0004685111343860626,5558,0.0004593290213961154,0.0003165304660797119,8.948147296905518e-06,755.0
,0.2150413990020752,,639.9924538135529,481536,1.1136712601000909e-05,0.0,-0.017684221267700195,1763260682.1319678,0.00019461475312709808,5561,0.0006594231817871332,3.295205533504486e-05,4.991888999938965e-07,755.0
,0.13588319718837738,,641.0082907676697,482560,1.0522273441893049e-05,0.0,-0.01922476291656494,1763260683.1478047,0.00027586519718170166,5571,0.0006134188733994961,4.6661123633384705e-05,2.93925404548645e-06,755.0
,0.12581759691238403,,642.0918564796448,483712,9.831029274209868e-06,0.0,-0.010289549827575684,1763260684.2313704,-0.00011845491826534271,5582,0.000483485113363713,-0.0001645013689994812,2.1047890186309814e-07,756.0
,0.12749852240085602,,642.5744028091431,484224,9.523809239908587e-06,0.0,-0.01444554328918457,1763260684.7139168,-5.057081580162048e-06,5587,0.00046949629904702306,-0.0004018135368824005,2.201646566390991e-06,756.0
,0.20376721024513245,,642.9160242080688,484608,9.293395123677328e-06,0.0,-0.008654475212097168,1763260685.0555382,-1.4940276741981506e-05,5591,0.000659992394503206,-7.871538400650024e-06,3.214925527572632e-06,756.0
,0.19397763907909393,,643.8747510910034,485632,8.678955055074766e-06,0.0,-0.010729432106018066,1763260686.014265,-0.00226798839867115,5600,0.0004867910174652934,-0.0004007536917924881,3.604777157306671e-05,757.0
500.0,,500.0,646.590297460556,488364,,,,1763260688.7298114,,5627,,,,
,0.25429868698120117,,646.8327586650848,488576,6.912442586326506e-06,0.0,-0.019552230834960938,1763260688.9722726,-0.00047120824456214905,5629,0.0005930642946623266,-7.685832679271698e-05,5.677342414855957e-05,758.0
500.0,,500.0,648.1270804405212,489864,,,,1763260690.2665944,,5642,,,,
,0.2488240897655487,,649.1501631736755,490880,5.529953796212794e-06,0.0,-1.3113021850585938e-06,1763260691.2896771,-0.00013722386211156845,5652,150.5293426513672,-2.917461097240448e-05,4.0046870708465576e-08,759.0
