_step,_runtime,global_step,_timestamp,charts/episodic_length,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,charts/episodic_return,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,1.9209351539611816,0,1763260044.0948272,,,,,,,,,,,
7,3.0554018020629883,128,1763260045.2292938,29.0,0.000982377678155899,0.6542123556137085,0.0016341730952262878,29.0,0.0,-0.017291579395532608,0.6922686696052551,0.0003000000142492354,973.0,0.6363756656646729
33,3.5648581981658936,644,1763260045.7387502,11.0,,,,11.0,,,,,,
41,3.7180609703063965,851,1763260045.891953,31.0,,,,31.0,,,,,,
47,3.836068868637085,949,1763260046.009961,15.0,,,,15.0,,,,,,
64,4.201488018035889,1329,1763260046.37538,87.0,,,,87.0,,,,,,
74,4.491380214691162,1627,1763260046.6652722,24.0,,,,24.0,,,,,,
77,4.5917627811431885,1704,1763260046.7656548,24.0,,,,24.0,,,,,,
88,4.743909597396851,1894,1763260046.9178016,15.0,,,,15.0,,,,,,
102,4.980222225189209,2092,1763260047.1541142,13.0,,,,13.0,,,,,,
104,4.995659351348877,2128,1763260047.1695514,21.0,,,,21.0,,,,,,
133,5.386424541473389,2478,1763260047.5603166,14.0,,,,14.0,,,,,,
147,5.699400424957275,2688,1763260047.8732924,,0.001646009273827076,-0.016486167907714844,0.0027650808915495872,,0.0,0.011506862938404083,0.6269697546958923,0.000298463914077729,968.0,0.9808536171913147
149,5.714932203292847,2719,1763260047.8888242,21.0,,,,21.0,,,,,,
150,5.72049617767334,2728,1763260047.8943882,9.0,,,,9.0,,,,,,
155,5.756335496902466,2808,1763260047.9302275,12.0,,,,12.0,,,,,,
157,5.836000919342041,2828,1763260048.009893,20.0,,,,20.0,,,,,,
195,6.423351526260376,3448,1763260048.5972435,17.0,,,,17.0,,,,,,
203,6.66024374961853,3584,1763260048.8341358,,0.0011728666722774506,0.12327057123184204,0.0020900312811136246,,0.0,0.002039799466729164,0.6372759342193604,0.00029792627901770175,959.0,1.9204305410385132
213,6.821726083755493,3774,1763260048.995618,34.0,,,,34.0,,,,,,
217,6.916704416275024,3840,1763260049.0905964,,0.0022095609456300735,0.1822921633720398,-0.017877740785479546,,0.0,-0.0006300034001469612,0.5766159296035767,0.0002977726690005511,961.0,0.9413154125213623
228,7.08401346206665,4048,1763260049.2579055,17.0,,,,17.0,,,,,,
233,7.200536251068115,4166,1763260049.3744283,26.0,,,,26.0,,,,,,
251,7.6862945556640625,4608,1763260049.8601866,,0.0016835350543260574,0.4135127067565918,0.0013555772602558136,,0.0,-0.02328774333000183,0.5543825626373291,0.0002973118389490992,967.0,0.37400269508361816
259,7.929600477218628,4881,1763260050.1034925,33.0,,,,33.0,,,,,,
265,8.156141996383667,5130,1763260050.330034,86.0,,,,86.0,,,,,,
