losses/clipfrac,losses/old_approx_kl,charts/SPS,losses/approx_kl,losses/value_loss,losses/policy_loss,charts/learning_rate,global_step,losses/entropy,charts/episodic_length,_runtime,_timestamp,_step,losses/explained_variance,charts/episodic_return
0.033203125,0.004246320575475693,1073.0,0.005581354722380638,1.8312723113922402e-05,-0.0035691577941179276,0.00025599077343940735,73472,0.2792431116104126,,71.91930413246155,1763260114.1006832,1271,-0.010507941246032715,
0.009765625,-0.0014188159257173538,1074.0,0.0033433903008699417,0.003046404104679823,-0.021434107795357704,0.00025445467326790094,76032,0.20828646421432495,,74.24151706695557,1763260116.4228961,1299,-5.352497100830078e-05,
0.0,0.000918043777346611,1076.0,6.0053542256355286e-05,0.011110224761068821,-0.0008165910840034485,0.0002521505521144718,79872,0.22464437782764435,,77.67608904838562,1763260119.8574681,1339,-9.453296661376953e-05,
0.041015625,-0.01278679445385933,1076.0,0.007446197792887688,0.0009583393111824989,0.010223444551229477,0.0002520737471058965,80000,0.23140013217926025,,77.78524613380432,1763260119.9666252,1340,-0.012337446212768555,
0.037109375,-0.004621585831046104,1070.0,0.005625015124678612,7.79627516749315e-05,-0.01807408034801483,0.00025076806196011603,82176,0.2801085412502289,,80.21005415916443,1763260122.3914332,1363,-0.012389063835144043,
0.0,0.0031171711161732674,1070.0,9.181257337331772e-05,0.007402895949780941,-0.0019038692116737366,0.0002506912569515407,82304,0.22689692676067352,,80.36924743652344,1763260122.5506265,1365,-6.127357482910156e-05,
0.123046875,0.05168680474162102,1067.0,0.019607271999120712,3.021666270797141e-05,-0.0054331012070178986,0.00025038403691723943,82816,0.38760119676589966,,81.01568484306335,1763260123.197064,1370,-0.02081286907196045,
0.0,0.0007674768567085266,1062.0,8.589401841163635e-05,140.11813354492188,4.6467408537864685e-05,0.00024976959684863687,83840,0.08283422142267227,,82.33987355232239,1763260124.5212526,1381,-5.340576171875e-05,
,,,,,,,84492,,452.0,83.23327994346619,1763260125.414659,1388,,452.0
0.044921875,0.0016086660325527191,1052.0,0.0037024226039648056,0.0001627826422918588,0.006047362461686134,0.00024892474175430834,85248,0.2430313527584076,,84.44772839546204,1763260126.6291075,1395,-0.027046561241149902,
0.001953125,-0.006867546588182449,1047.0,0.001408744603395462,0.0011577840195968747,0.000246221199631691,0.0002486943267285824,85632,0.1373755931854248,,85.19497966766357,1763260127.3763587,1399,-0.029121994972229004,
,,,,,,,88838,,420.0,92.98532271385193,1763260135.1667018,1432,,420.0
0.00390625,-0.0028758402913808823,990.0,0.0015107020735740662,0.21130691468715668,0.024318352341651917,0.00024669739650562406,88960,0.1959451287984848,,93.2430648803711,1763260135.424444,1433,-4.38690185546875e-05,
0.00390625,-0.00996372103691101,968.0,0.0031951572746038437,141.99774169921875,-0.015865882858633995,0.0002453917113598436,91136,0.32003453373908997,,97.60548853874207,1763260139.7868676,1455,-3.6716461181640625e-05,
0.0,-0.006109518930315971,967.0,0.0005576461553573608,1.5413694200105965e-05,-0.0009343624114990234,0.0002453149063512683,91264,0.09392885118722916,,97.83408975601196,1763260140.0154688,1456,0.7004925608634949,
0.0,0.0060229916125535965,915.0,0.00022629089653491974,0.00041594123467803,-0.007470566779375076,0.0002419354859739542,96896,0.18660134077072144,,109.28027653694153,1763260151.4616556,1514,0.0533716082572937,
,,,,,,,98221,,500.0,111.76098251342773,1763260153.9423616,1527,,500.0
0.009765625,0.02023218385875225,905.0,0.0030460860580205917,0.0002206017670687288,0.002281470224261284,0.00024101382587105036,98432,0.10499673336744308,,112.21409583091736,1763260154.395475,1529,-0.030210494995117188,
0.015625,0.014653349295258522,902.0,0.005659257061779499,0.00038134364876896143,-0.0091685950756073,0.00024070660583674908,98944,0.1891610324382782,,113.11870193481445,1763260155.300081,1534,0.2859140634536743,
0.0390625,-8.520297706127167e-05,900.0,0.008152738213539124,9.538372069073375e-06,0.02655450813472271,0.00024055299581959844,99200,0.2721903324127197,,113.56380605697632,1763260155.7451851,1536,7.802248001098633e-05,
0.0,0.002375224605202675,896.0,4.4753775000572205e-05,5.575904846191406,0.0006077736616134644,0.00024016897077672184,99840,0.2174607217311859,,114.84268641471863,1763260157.0240655,1543,-3.349781036376953e-05,
0.00390625,0.0210089273750782,895.0,0.0038369130343198776,0.00017137074610218406,-0.008895277976989746,0.0002400153607595712,100096,0.2051055133342743,,115.26432347297668,1763260157.4457026,1545,-0.0036510229110717773,
,,,,,,,100221,,500.0,115.34388422966003,1763260157.5252633,1546,,500.0
0.01171875,0.007231941446661949,888.0,0.0025405166670680046,0.00012441043509170413,-0.0018184799700975418,0.000239247310673818,101376,0.1768800914287567,,117.56194257736206,1763260159.7433217,1558,0.18124711513519287,
0.00390625,0.004745100624859333,888.0,0.0015491163358092308,0.0001466092508053407,-0.011486558243632317,0.00023917050566524267,101504,0.15721487998962402,,117.76423048973083,1763260159.9456096,1559,-0.018281221389770508,
0.021484375,0.0284598246216774,886.0,0.006632436998188496,0.00014736695447936654,-0.03223714232444763,0.0002389400906395167,101888,0.11330243200063705,,118.40875053405762,1763260160.5901296,1563,-0.027538657188415527,
0.0,0.002581140026450157,884.0,0.0013713408261537552,0.2203497290611267,-0.0036125010810792446,0.00023878648062236607,102144,0.22411198914051056,,118.886714220047,1763260161.0680933,1566,-6.103515625e-05,
0.0,0.005296057090163231,867.0,0.00044252909719944,7.133978942874819e-05,-0.007935591042041779,0.00023732718545943499,104576,0.13436807692050934,,124.01727366447449,1763260166.1986527,1589,0.9514552354812622,
,,,,,,,105407,,500.0,125.60479879379272,1763260167.7861779,1597,,500.0
,,,,,,,106407,,500.0,127.72827959060669,1763260169.9096587,1607,,500.0
0.0078125,0.019721029326319695,854.0,0.0020100008696317673,2.890880568884313e-05,-0.019516896456480026,0.00023609830532222986,106624,0.09614173322916031,,128.27543258666992,1763260170.4568117,1609,0.9762338399887085,
0.1328125,0.0238401647657156,853.0,0.04368364065885544,0.0023849448189139366,0.02385399490594864,0.00023602150031365454,106752,0.3122839331626892,,128.58135533332825,1763260170.7627344,1610,0.9956114292144775,
0.0,-0.001002272590994835,835.0,0.0010086651891469955,6.536820364999585e-07,-0.0007509086281061172,0.0002343317901249975,109568,0.2444768249988556,,134.6001660823822,1763260176.7815452,1638,0.13747572898864746,
0.0,0.0006690872833132744,813.0,0.0002725748345255852,5.840775966644287,-0.001938672736287117,0.00023141321435105056,114432,0.3654159605503082,,144.11314797401428,1763260186.294527,1687,-4.410743713378906e-06,
0.0,0.0018677860498428345,795.0,0.0002009160816669464,0.00014025546261109412,-0.004162278026342392,0.0002285714290337637,119168,0.31667330861091614,,153.2517204284668,1763260195.4330995,1732,-0.011675596237182617,
0.02734375,0.03598526865243912,790.0,0.0031171245500445366,1.3121435586072039e-05,-0.016859693452715874,0.0002278033789480105,120448,0.16576817631721497,,155.78541159629822,1763260197.9667907,1745,0.11478352546691895,
0.0,-0.002690950408577919,787.0,0.0001779366284608841,145.03208923339844,-0.0005951672792434692,0.00022734254889655858,121216,0.3576102554798126,,157.342205286026,1763260199.5235844,1753,-1.633167266845703e-05,
0.00390625,-0.0021652504801750183,787.0,0.0026943981647491455,0.00012317215441726148,-0.009895114228129387,0.00022726574388798326,121344,0.2270042896270752,,157.59039855003357,1763260199.7717776,1754,-0.021874189376831055,
0.005859375,0.004377489909529686,782.0,0.0003214925527572632,2.7946796762989834e-05,-0.012635461986064911,0.00022642088879365474,122752,0.09784305095672607,,160.36951971054077,1763260202.5508988,1768,0.322417676448822,
0.0,-0.0037522967904806137,779.0,0.00027221813797950745,0.00037186022382229567,-0.015017757192254066,0.0002258832537336275,123648,0.24337738752365112,,162.18149423599243,1763260204.3628733,1777,0.1957564353942871,
0.0,0.003341037780046463,765.0,0.0007344968616962433,5.575366497039795,0.007881037890911102,0.0002235791034763679,127488,0.3447946012020111,,169.99667191505432,1763260212.178051,1818,-4.6253204345703125e-05,
0.0,0.0028546471148729324,763.0,0.00015189498662948608,6.18313715676777e-05,-0.0011035352945327759,0.0002232718834420666,128000,0.11574388295412064,,171.02343273162842,1763260213.2048118,1823,0.6566700339317322,
,,,,,,,130871,,500.0,176.5966100692749,1763260218.7779891,1851,,500.0
0.015625,-0.007684372365474701,750.0,0.0036722607910633087,7.565459964098409e-05,-0.025364909321069717,0.0002205069176852703,132608,0.2731448709964752,,180.08982276916504,1763260222.2712018,1868,-0.009474992752075195,
0.001953125,0.002484993077814579,749.0,0.0029921894893050194,1.7345748346997425e-05,0.015078932046890259,0.00022019969765096903,133120,0.4463460445404053,,181.13401103019714,1763260223.31539,1873,-0.0027751922607421875,
0.0,-0.0009199799969792366,748.0,0.0015945984050631523,0.0002049438626272604,0.01448415219783783,0.00021996928262524307,133504,0.30053240060806274,,181.90176796913147,1763260224.083147,1877,-0.00938570499420166,
0.001953125,0.014236196875572205,745.0,0.001186072826385498,9.657583723310381e-05,-0.0021241996437311172,0.00021943164756521583,134400,0.13004206120967865,,183.71808457374573,1763260225.8994637,1886,-0.007661938667297363,
0.0,-0.003575298935174942,740.0,0.0003224089741706848,144.42005920410156,-0.004407411441206932,0.00021843318245373666,136064,0.4698602557182312,,187.09158062934875,1763260229.2729597,1903,-1.0132789611816406e-05,
0.029296875,0.007397035136818886,740.0,0.005019050091505051,2.4397568267886527e-06,0.01374967023730278,0.0002182027674280107,136448,0.3270414173603058,,187.81717729568481,1763260229.9985564,1906,0.0003212094306945801,
0.0,0.00951815489679575,736.0,0.0008950354531407356,5.621867656707764,0.003650575876235962,0.00021751152235083282,137600,0.3281082212924957,,190.19595551490784,1763260232.3773346,1918,-2.181529998779297e-05,
0.0,-0.0025796350091695786,736.0,0.0012905038893222809,0.00019349329522810876,0.005432732403278351,0.00021735791233368218,137856,0.3350275456905365,,190.69532322883606,1763260232.8767023,1920,-0.01847660541534424,
0.0,-0.0018664738163352013,729.0,0.0001392839476466179,6.014031532686204e-05,0.00034803152084350586,0.00021582181216217577,140416,0.14663872122764587,,195.90584301948547,1763260238.087222,1945,0.5065472722053528,
0.0,-0.010016103275120258,726.0,0.0013725468888878822,1.1504653230076656e-07,-0.02307029254734516,0.00021497695706784725,141824,0.45844021439552307,,198.7023069858551,1763260240.883686,1959,-0.009010553359985352,
0.001953125,-0.0010319128632545471,723.0,0.0012010429054498672,1.7688347725197673e-05,-0.004432756453752518,0.00021413210197351873,143232,0.5275837182998657,,201.44171714782715,1763260243.6230962,1973,0.0029104948043823242,
0.0,-0.0006144344806671143,721.0,1.2721866369247437e-06,0.0002243064809590578,0.0005757585167884827,0.00021344085689634085,144384,0.12923108041286469,,203.68578910827637,1763260245.8671682,1985,0.12855392694473267,
0.0,0.003662608563899994,717.0,0.00036787427961826324,0.015773508697748184,0.001414760947227478,0.00021244239178486168,146048,0.20290955901145935,,206.9761199951172,1763260249.157499,2002,-2.86102294921875e-05,
0.01171875,-0.0018988391384482384,715.0,0.00471710879355669,9.481957931711804e-06,-0.002850733697414398,0.00021159753669053316,147456,0.20985248684883118,,209.6877453327179,1763260251.8691244,2016,0.010507404804229736,
0.00390625,-0.005278785713016987,713.0,0.0011562230065464973,144.50733947753906,-0.008809160441160202,0.00021113670663908124,148224,0.24493861198425293,,211.21898221969604,1763260253.4003613,2024,-1.5974044799804688e-05,
0.0,0.0083968760445714,712.0,0.0010937759652733803,1.610602339496836e-05,-0.0014593973755836487,0.00021090629161335528,148608,0.4651030898094177,,211.91286301612854,1763260254.094242,2027,-0.0054264068603515625,
0.0,-0.00033163558691740036,711.0,0.0004056347534060478,0.00018498477584216744,-0.0004757046699523926,0.00021052226657047868,149248,0.23100575804710388,,213.19363737106323,1763260255.3750165,2034,0.11066603660583496,
0.0,0.0018226392567157745,709.0,0.0001636836677789688,9.699372458271682e-05,-0.002377498894929886,0.00020983103604521602,150400,0.5393988490104675,,215.45836663246155,1763260257.6397457,2045,-0.0057337284088134766,
0.0,0.004370586946606636,708.0,0.0005303584039211273,144.63446044921875,0.007021278142929077,0.00020952381601091474,150912,0.22633765637874603,,216.51510906219482,1763260258.6964881,2051,-3.6597251892089844e-05,
0.0,0.009236638434231281,704.0,0.001204521395266056,2.383537321293261e-05,0.0015186909586191177,0.00020837174088228494,152832,0.23064783215522766,,220.359379529953,1763260262.5407586,2070,-0.022435903549194336,
0.0,0.0006182342767715454,703.0,4.404038190841675e-05,0.00013603056140709668,0.0007183551788330078,0.00020798771583940834,153472,0.4237692356109619,,221.6062834262848,1763260263.7876625,2076,-0.011034727096557617,
0.001953125,0.01566275581717491,700.0,0.003231625072658062,0.0001671889185672626,0.002424348145723343,0.00020698925072792917,155136,0.3144811689853668,,224.9152548313141,1763260267.096634,2093,-0.00901949405670166,
0.0,-0.001071671023964882,700.0,1.4306977391242981e-05,6.309801392490044e-08,0.0018950589001178741,0.00020691244571935385,155264,0.3530593514442444,,225.15767240524292,1763260267.3390515,2094,-0.018498897552490234,
0.0,0.002087060362100601,696.0,8.420459926128387e-05,0.00023211872030515224,-0.0008886456489562988,0.0002055299555649981,157568,0.19242240488529205,,229.74215936660767,1763260271.9235384,2117,-0.01897430419921875,
,,,,,,,160411,,406.0,235.3363938331604,1763260277.517773,2146,,406.0
0.0,-0.00034898892045021057,691.0,4.180334508419037e-05,8.51314871397335e-06,0.00018613040447235107,0.0002036866353591904,160640,0.15638074278831482,,235.80480027198792,1763260277.9861794,2148,0.11359351873397827,
0.00390625,-0.0020486414432525635,690.0,0.0019846539944410324,5.658336704073008e-06,-0.019057497382164,0.00020322580530773848,161408,0.3757256269454956,,237.27325463294983,1763260279.4546337,2155,-0.005135178565979004,
0.0,0.00014757737517356873,687.0,1.6167759895324707e-06,0.0006126959342509508,-5.71422278881073e-05,0.00020222734019625932,163072,0.2005724310874939,,240.5859854221344,1763260282.7673645,2172,-0.015035390853881836,
0.0,0.004988454282283783,685.0,0.0018535051494836807,0.010055073536932468,0.0017315130680799484,0.00020145929011050612,164352,0.20460069179534912,,243.1582636833191,1763260285.3396428,2185,-2.6941299438476562e-05,
0.06640625,0.006870608776807785,684.0,0.014555505476891994,8.567258191760629e-07,-0.029550068080425262,0.0002009984600590542,165120,0.4179704785346985,,244.71585702896118,1763260286.897236,2192,-0.00324404239654541,
0.0,0.0024412162601947784,683.0,0.0002339836210012436,0.0001336216664640233,8.830428123474121e-05,0.0002006144350161776,165760,0.12019190937280655,,246.04846858978271,1763260288.2298477,2199,0.2452145218849182,
0.0,-0.0038930121809244156,681.0,0.0014903172850608826,2.689864231797401e-06,8.052587509155273e-05,0.0001998463849304244,167040,0.445271760225296,,248.50447511672974,1763260290.6858542,2211,-0.0047550201416015625,
0.0,0.0018787691369652748,681.0,0.0001150546595454216,0.00037923589115962386,0.0003475900739431381,0.00019969277491327375,167296,0.1614200621843338,,249.04150938987732,1763260291.2228885,2214,0.05550593137741089,
0.0,-0.004699139855802059,680.0,0.0006894851103425026,0.00012763457198161632,-0.0007191970944404602,0.00019930874987039715,167936,0.21128728985786438,,250.272114276886,1763260292.4534934,2220,0.00711214542388916,
0.0,0.0019466737285256386,679.0,0.0005178255960345268,8.472037734463811e-05,0.003949042409658432,0.00019900152983609587,168448,0.34840789437294006,,251.31457352638245,1763260293.4959526,2225,-0.005759119987487793,
0.0,-0.004751748405396938,679.0,0.0015645986422896385,2.798332388920244e-06,-0.011866463348269463,0.00019892472482752055,168576,0.49058106541633606,,251.54419469833374,1763260293.7255738,2226,-0.0003587007522583008,
,,,,,,,168580,,496.0,251.5870463848114,1763260293.7684255,2227,,496.0
0.00390625,0.007089391350746155,679.0,0.0014898572117090225,1.1322317732265219e-05,-0.006639391183853149,0.0001983870897674933,169472,0.11777940392494202,,252.7916271686554,1763260294.9730062,2235,0.10731536149978638,
,,,,,,,170080,,500.0,253.4783968925476,1763260295.659776,2241,,500.0
