_timestamp,_runtime,charts/SPS,losses/clipfrac,_step,losses/explained_variance,losses/value_loss,losses/policy_loss,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/old_approx_kl,global_step,losses/entropy,charts/learning_rate
1763260063.1377792,20.98147416114807,1003.0,0.0,568,0.2668370008468628,0.18731793761253357,-0.0017541572451591492,,,0.0005280990153551102,8.134543895721436e-05,18304,0.3487153947353363,0.0002890937030315399
1763260064.7216277,22.565322637557983,,,595,,,,162.0,162.0,,,20046,,
1763260065.8628597,23.706554651260376,1013.0,0.0,614,0.8988061547279358,0.10278527438640594,-0.004747726023197174,,,0.000872408039867878,0.0018956298008561134,21248,0.4308601915836334,0.00028732718783430755
1763260066.8062508,24.649945735931396,1016.0,0.0,630,0.39917469024658203,0.9351162314414978,-0.01889575459063053,,,0.0006666053086519241,0.006488636136054993,22272,0.4002169370651245,0.000286712747765705
1763260067.145049,24.988744020462036,1018.0,0.0,636,0.9533782005310059,0.10737904161214828,0.008036628365516663,,,0.00037568435072898865,-0.0029845423996448517,22656,0.468442440032959,0.00028648233273997903
1763260067.3012261,25.14492106437683,,,640,,,,129.0,129.0,,,22910,,
1763260068.551483,26.395177841186523,1022.0,0.001953125,664,0.3005813956260681,0.1253567934036255,-0.019043587148189545,,,0.0006163753569126129,0.0060387663543224335,24192,0.3421434760093689,0.0002855606726370752
1763260069.5121381,27.355833053588867,1024.0,0.00390625,684,0.8519319891929626,0.8723695874214172,-0.025114651769399643,,,0.0026194537058472633,0.006399705074727535,25216,0.36190250515937805,0.0002849462325684726
1763260069.766245,27.60993981361389,,,689,,,,104.0,104.0,,,25548,,
1763260070.1653893,28.009084224700928,,,698,,,,54.0,54.0,,,25930,,
1763260070.595147,28.438841819763184,1026.0,0.0,707,0.6745200157165527,35.07204818725586,0.0031831171363592148,,,0.0010748263448476791,-0.008529158309102058,26368,0.46881791949272156,0.00028425498749129474
1763260071.5628333,29.40652823448181,1027.0,0.0,729,0.7821715474128723,1.6500674486160278,-0.00855189561843872,,,0.00012847967445850372,-0.0010357536375522614,27392,0.3501760959625244,0.0002836405474226922
1763260073.0318472,30.875542163848877,,,767,,,,65.0,65.0,,,28968,,
1763260073.4073358,31.251030683517456,,,775,,,,48.0,48.0,,,29328,,
1763260073.9016058,31.745300769805908,,,788,,,,61.0,61.0,,,29926,,
1763260074.3568816,32.20057654380798,1029.0,0.0,797,0.9224926233291626,0.5707850456237793,-0.006390443071722984,,,0.00010164827108383179,-0.0020624790340662003,30336,0.36093151569366455,0.0002818740322254598
1763260074.7038682,32.54756307601929,1030.0,0.025390625,806,0.9975072145462036,0.4663447141647339,0.01950526237487793,,,0.00980727095156908,0.024690665304660797,30720,0.45801204442977905,0.00028164361719973385
1763260076.5954666,34.43916153907776,1029.0,0.0,863,0.6799232959747314,22.493633270263672,-0.005346233956515789,,,0.0006659151986241341,0.005132921971380711,32640,0.3248478174209595,0.00028049154207110405
1763260076.8318794,34.67557430267334,1030.0,0.0,872,0.7462819814682007,17.87762451171875,0.007155716419219971,,,0.0007721148431301117,-0.008830327540636063,32896,0.4106896221637726,0.0002803379320539534
1763260076.8794825,34.723177433013916,,,876,,,,36.0,36.0,,,33018,,
1763260078.0992625,35.942957401275635,,,922,,,,32.0,32.0,,,34239,,
1763260078.311849,36.15554404258728,,,930,,,,31.0,31.0,,,34435,,
1763260078.5219986,36.36569356918335,,,938,,,,31.0,31.0,,,34661,,
1763260078.6199741,36.46366906166077,,,941,,,,26.0,26.0,,,34721,,
1763260078.629588,36.47328281402588,,,942,,,,22.0,22.0,,,34743,,
1763260078.7638674,36.60756230354309,,,948,,,,42.0,42.0,,,34914,,
1763260079.5896068,37.4333016872406,,,974,,,,35.0,35.0,,,35735,,
1763260079.748543,37.59223794937134,,,980,,,,40.0,40.0,,,35921,,
1763260079.8788824,37.72257733345032,,,985,,,,48.0,48.0,,,36081,,
1763260080.1898637,38.03355860710144,,,995,,,,29.0,29.0,,,36355,,
1763260080.8223484,38.666043281555176,,,1015,,,,42.0,42.0,,,36993,,
1763260081.1940813,39.03777623176575,,,1031,,,,29.0,29.0,,,37410,,
1763260081.6699786,39.513673543930054,,,1050,,,,46.0,46.0,,,37924,,
1763260081.8293855,39.67308044433594,1029.0,0.001953125,1053,0.9898734092712402,5.259334564208984,0.0006496906280517578,,,0.003174223005771637,0.0016293581575155258,38016,0.4010394513607025,0.0002772657317109406
1763260081.95373,39.79742503166199,,,1058,,,,52.0,52.0,,,38156,,
1763260082.8772511,40.720946073532104,1027.0,0.0,1083,0.9950776100158691,2.1967406272888184,0.003112412989139557,,,0.00016016885638237,-0.0005229990929365158,39040,0.38924986124038696,0.00027665129164233804
1763260083.137583,40.98127794265747,,,1091,,,,54.0,54.0,,,39352,,
1763260083.6327066,41.476401567459106,,,1106,,,,48.0,48.0,,,39888,,
1763260084.1248376,41.96853256225586,1027.0,0.0,1118,0.9982592463493347,0.46864789724349976,-0.0002362311352044344,,,0.0004610354080796242,-0.0006770836189389229,40320,0.36169713735580444,0.0002758832706604153
1763260084.7415347,42.58522963523865,,,1133,,,,109.0,109.0,,,41064,,
1763260085.351587,43.195281982421875,,,1145,,,,78.0,78.0,,,41694,,
1763260086.361759,44.205453872680664,,,1164,,,,76.0,76.0,,,42671,,
1763260086.6934953,44.537190198898315,,,1172,,,,100.0,100.0,,,43014,,
1763260087.0848844,44.928579330444336,,,1181,,,,44.0,44.0,,,43507,,
1763260087.3289015,45.17259645462036,,,1186,,,,41.0,41.0,,,43674,,
1763260087.779769,45.62346386909485,1029.0,0.00390625,1197,-0.0004062652587890625,73.08311462402344,-0.03620143234729767,,,0.0020654555410146713,0.003315713256597519,44160,0.43461427092552185,0.0002735791204031557
1763260088.4076731,46.251368045806885,1029.0,0.025390625,1213,0.055255770683288574,2.6262810230255127,-0.033874399960041046,,,0.007316596806049347,0.03098541684448719,44800,0.3721243143081665,0.0002731950953602791
1763260088.4411218,46.28481674194336,,,1215,,,,54.0,54.0,,,44879,,
1763260088.930463,46.774158000946045,,,1226,,,,99.0,99.0,,,45433,,
1763260089.2047572,47.04845213890076,1031.0,0.15234375,1230,0.9938185811042786,0.0555620938539505,-0.12688174843788147,,,0.034031208604574203,0.03512422367930412,45696,0.436399906873703,0.00027265746030025184
1763260089.4145308,47.25822567939758,1032.0,0.16015625,1234,0.20378214120864868,0.1211579367518425,0.0010645538568496704,,,0.037924788892269135,0.023719221353530884,45952,0.5210727453231812,0.0002725038502831012
1763260090.2779627,48.121657609939575,,,1245,,,,105.0,105.0,,,46994,,
1763260093.0625172,50.90621209144592,1031.0,0.046875,1271,0.8422232866287231,0.004323887173086405,-0.08393405377864838,,,0.02363917976617813,0.06936080753803253,49664,0.4579738974571228,0.0002702765050344169
1763260095.572074,53.41576886177063,1035.0,0.0,1299,-0.0014454126358032227,0.01962236315011978,-0.00844157487154007,,,0.00035360176116228104,0.005315418355166912,52480,0.46727806329727173,0.00026858679484575987
1763260099.24765,57.09134483337402,1040.0,0.0,1339,0.8783395290374756,0.006865091156214476,0.010241899639368057,,,0.001842680387198925,-0.0010537197813391685,56576,0.3603922426700592,0.0002661290345713496
1763260099.3572505,57.20094537734985,1041.0,0.09375,1340,-0.018306970596313477,0.0012052018428221345,-0.030183609575033188,,,0.014718988910317421,0.0009400593116879463,56704,0.2991929352283478,0.0002660522295627743
1763260101.424093,59.26778793334961,1043.0,0.0,1363,-0.0011230707168579102,0.17124725878238678,-0.0034918002784252167,,,0.000947142019867897,0.005478775128722191,59008,0.2548680603504181,0.00026466973940841854
1763260101.6425738,59.486268758773804,1044.0,0.0,1365,-0.18700826168060303,0.0010574710322543979,-0.004027070477604866,,,0.0001419205218553543,-0.002817368134856224,59264,0.2521402835845947,0.0002645161293912679
1763260102.1286123,59.972307205200195,1044.0,0.111328125,1370,0.7709569931030273,5.8062785683432594e-05,-0.039463117718696594,,,0.022845545783638954,0.01956063136458397,59776,0.26980510354042053,0.0002642089093569666
1763260103.0592046,60.902899503707886,1045.0,0.013671875,1380,0.32197535037994385,0.0006541223265230656,-0.0016622403636574745,,,0.0012926328927278519,0.006969168782234192,60800,0.3169279992580414,0.00026359446928836405
1763260103.0951653,60.938860177993774,,,1381,,,,500.0,500.0,,,60899,,
1763260103.727925,61.57161998748779,1046.0,0.046875,1388,0.92813640832901,0.006156986579298973,-0.04314100742340088,,,0.00991150550544262,0.029397165402770042,61568,0.36161133646965027,0.00026313363923691213
1763260104.4359448,62.27963972091675,1047.0,0.033203125,1395,0.24704116582870483,0.0008801961084827781,-0.007043972611427307,,,0.0038185976445674896,0.01638929359614849,62336,0.3764347434043884,0.0002626728091854602
1763260104.7733681,62.61706304550171,1047.0,0.0,1399,0.3632611632347107,4.401568730827421e-06,0.0034303367137908936,,,0.0011832145974040031,-0.002026245929300785,62720,0.2779761850833893,0.00026244239415973425
1763260105.3656585,63.20935344696045,1047.0,0.099609375,1405,0.5942237377166748,0.0006615662714466453,-0.04197309538722038,,,0.013044950552284718,0.07720137387514114,63360,0.2781359851360321,0.00026205836911685765
1763260107.7744436,65.61813855171204,1050.0,0.0703125,1432,0.9089474081993103,0.0038051516748964787,-0.02152513526380062,,,0.011912697926163673,0.03851814568042755,66048,0.2182920128107071,0.0002604454639367759
1763260107.886908,65.73060297966003,1050.0,0.029296875,1433,0.0255662202835083,4.383242776384577e-05,0.018337074667215347,,,0.0025730226188898087,-0.010967377573251724,66176,0.308218389749527,0.0002603686589282006
1763260109.8536568,67.69735169410706,,,1455,,,,500.0,500.0,,,68399,,
1763260109.9483392,67.79203414916992,1052.0,0.009765625,1456,-0.0009596347808837891,0.19787447154521942,0.001197129487991333,,,0.0028121527284383774,0.019383689388632774,68480,0.21687522530555725,0.00025898616877384484
1763260110.0573258,67.90102076530457,1052.0,0.0546875,1457,0.7010044455528259,0.0017952373018488288,-0.035114191472530365,,,0.008936544880270958,0.04943851754069328,68608,0.3285331726074219,0.0002589093637652695
1763260115.2976985,73.14139342308044,,,1514,,,,500.0,500.0,,,74399,,
1763260115.9848943,73.82858920097351,1056.0,0.013671875,1521,0.19283127784729004,0.0010865542571991682,-0.01491180807352066,,,0.004037158563733101,0.0058233365416526794,75136,0.3234003484249115,0.0002549923083279282
1763260116.5339813,74.37767624855042,1057.0,0.056640625,1527,-0.02272772789001465,0.00017457448120694607,-0.016288429498672485,,,0.013923545368015766,0.05295068025588989,75776,0.2433795928955078,0.0002546082832850516
1763260116.6832757,74.5269706249237,1057.0,0.0,1529,-0.0004134178161621094,135.18580627441406,0.01030203327536583,,,5.9505924582481384e-05,-0.0010589268058538437,75904,0.25982874631881714,0.00025453147827647626
1763260117.1266332,74.97032809257507,1057.0,0.05078125,1534,-0.00016224384307861328,135.44754028320312,-0.001630101352930069,,,0.004308025352656841,-0.005234573036432266,76416,0.20430442690849304,0.000254224258242175
1763260117.345743,75.18943786621094,1058.0,0.025390625,1536,0.08412450551986694,9.775764920050278e-05,0.03900536149740219,,,0.0026305699720978737,-0.015163952484726906,76672,0.18856759369373322,0.00025407064822502434
1763260117.9677103,75.81140518188477,,,1543,,,,500.0,500.0,,,77399,,
1763260118.1593006,76.00299549102783,1058.0,0.046875,1545,0.8141376972198486,0.0012550550745800138,-0.00404052808880806,,,0.005979571491479874,0.006425928324460983,77568,0.26738306879997253,0.0002535330131649971
1763260118.267842,76.1115369796753,1058.0,0.001953125,1546,0.2932060956954956,8.088158938335255e-05,-0.000674055889248848,,,0.00010764412581920624,0.003290228545665741,77696,0.24231413006782532,0.0002534562081564218
1763260119.319669,77.16336393356323,,,1558,,,,500.0,500.0,,,78899,,
1763260119.4144742,77.25816917419434,1059.0,0.021484375,1559,-0.00029158592224121094,142.29055786132812,-0.00026951171457767487,,,0.002218937501311302,0.007800585590302944,78976,0.2324465662240982,0.0002526881580706686
1763260119.7887027,77.63239765167236,,,1563,,,,500.0,500.0,,,79399,,
1763260120.114445,77.95813989639282,1060.0,0.109375,1566,-0.20416665077209473,1.1855318007292226e-05,0.028539540246129036,,,0.01759560965001583,0.0031346604228019714,79744,0.17921340465545654,0.00025222732801921666
1763260122.6420224,80.48571729660034,1055.0,0.052734375,1589,0.9031407237052917,0.002418004907667637,-0.022327225655317307,,,0.006397937424480915,0.003725244663655758,82048,0.19933301210403442,0.00025084486696869135
1763260123.6173732,81.46106815338135,,,1597,,,,500.0,500.0,,,82899,,
1763260124.8283892,82.67208409309387,,,1607,,,,500.0,500.0,,,83899,,
1763260125.130221,82.9739158153534,1048.0,0.009765625,1609,0.4776831865310669,0.0023176786489784718,0.020103953778743744,,,0.0005344422534108162,-0.014286312274634838,84096,0.17949356138706207,0.0002496159868314862
1763260125.321769,83.16546392440796,1047.0,0.015625,1610,0.1011689305305481,3.2198340704781003e-06,0.0026561208069324493,,,0.00046575628221035004,-0.004734894260764122,84224,0.2115938663482666,0.0002495391818229109
1763260130.916742,88.76043701171875,1011.0,0.044921875,1638,0.897159218788147,0.00025212805485352874,-0.004492299631237984,,,0.0030205687507987022,0.005053767003118992,87040,0.2096623182296753,0.00024784947163425386
1763260141.6994517,99.54314661026001,950.0,0.05859375,1687,0.9368677139282227,0.003443953115493059,-0.025726288557052612,,,0.0055478718131780624,0.009220326319336891,92032,0.21512512862682343,0.00024485407629981637
1763260150.8025737,108.64626860618591,912.0,0.03515625,1732,0.12220513820648193,0.00371106737293303,-0.02722902223467827,,,0.011295647360384464,-0.004728018306195736,96640,0.2121376097202301,0.00024208909599110484
1763260153.3054678,111.14916276931763,903.0,0.037109375,1745,-0.0002300739288330078,5.476548671722412,-0.03461418300867081,,,0.0025921184569597244,0.006947502493858337,97920,0.1684018224477768,0.00024132104590535164
1763260154.9144158,112.75811076164246,898.0,0.0390625,1753,-0.06118011474609375,4.317444108892232e-05,-0.0024751052260398865,,,0.003280586563050747,0.007928713224828243,98816,0.1596372425556183,0.0002407834108453244
1763260154.963561,112.80725598335266,,,1754,,,,500.0,500.0,,,98899,,
1763260157.6850834,115.52877831459045,889.0,0.083984375,1768,-0.2304166555404663,2.561846486059949e-07,-0.01683015003800392,,,0.007239482365548611,0.022839555516839027,100352,0.2017969936132431,0.00023986175074242055
1763260159.194451,117.03814601898193,885.0,0.044921875,1777,-0.10686790943145752,1.6355996194761246e-05,-0.006473677232861519,,,0.0031950771808624268,0.016507893800735474,101248,0.11008433252573013,0.0002393241156823933
1763260167.0707452,124.9144401550293,,,1818,,,,500.0,500.0,,,105399,,
1763260168.0976384,125.9413332939148,,,1823,,,,500.0,500.0,,,105899,,
1763260174.5329194,132.3766143321991,839.0,0.013671875,1851,-0.031481266021728516,5.78886283619795e-05,-0.001785543281584978,,,0.0018368512392044067,0.009805746376514435,108800,0.13856351375579834,0.00023479262017644942
1763260177.7107654,135.55446028709412,831.0,0.01953125,1868,-0.00012826919555664062,5.518762111663818,-0.0279143787920475,,,0.0034559518098831177,0.014785761013627052,110464,0.17889784276485443,0.00023379416961688548
1763260178.6962733,136.539968252182,829.0,0.03515625,1873,-0.00017464160919189453,141.68382263183594,0.0024154633283615112,,,0.010164444334805012,0.02134525403380394,110976,0.14666618406772614,0.0002334869495825842
1763260179.4014826,137.2451775074005,,,1877,,,,500.0,500.0,,,111399,,
1763260181.232807,139.07650184631348,824.0,0.0625,1886,-0.19292759895324707,0.0001632071944186464,-0.02911214530467987,,,0.0048951636999845505,0.02374148741364479,112384,0.19745099544525146,0.00023264209448825568
1763260184.441179,142.28487396240234,817.0,0.080078125,1903,0.3981351852416992,0.00018878269474953413,-0.026658061891794205,,,0.009878326207399368,0.039280153810977936,114048,0.14899331331253052,0.00023164362937677652
1763260184.9249823,142.76867723464966,,,1906,,,,500.0,500.0,,,114399,,
1763260187.3101277,145.15382266044617,811.0,0.07421875,1918,0.39181292057037354,0.000670292298309505,-0.006299268454313278,,,0.010272705927491188,0.04336515814065933,115584,0.26861292123794556,0.00023072196927387267
1763260187.8079748,145.65166974067688,810.0,0.001953125,1920,-0.32029545307159424,8.775871538091451e-05,-0.005408434197306633,,,0.0012690098956227303,0.008384059183299541,115840,0.23495601117610931,0.00023056835925672203
1763260192.5124314,150.35612630844116,,,1945,,,,500.0,500.0,,,118399,,
1763260195.3071477,153.15084266662598,796.0,0.02734375,1959,-0.28768348693847656,6.662838131887838e-05,-0.017122119665145874,,,0.01405060663819313,0.023947637528181076,119808,0.2357446849346161,0.0002281874039908871
1763260198.030131,155.8738260269165,791.0,0.044921875,1973,-0.2536247968673706,4.883531801169738e-05,-0.02832331880927086,,,0.005050169304013252,0.010522477328777313,121216,0.19621965289115906,0.00022734254889655858
1763260200.2654035,158.10909843444824,,,1985,,,,500.0,500.0,,,122399,,
1763260201.5138242,159.35751914978027,785.0,0.060546875,1991,-5.650520324707031e-05,146.75355529785156,-0.0008271019905805588,,,0.006960486061871052,0.0381661020219326,123008,0.11350740492343903,0.0002262672787765041
1763260203.6922433,161.53593826293945,781.0,0.029296875,2002,-0.1813652515411377,2.6712918042903766e-05,-0.015491422265768051,,,0.007388233207166195,0.013649527914822102,124160,0.2045748084783554,0.00022557603369932622
1763260204.6857927,162.52948760986328,780.0,0.0,2007,-0.32730305194854736,1.7129523257608525e-06,-0.005926508456468582,,,0.000144103541970253,0.004174049943685532,124672,0.2513328790664673,0.00022526881366502494
1763260206.490904,164.33459901809692,777.0,0.0,2016,0.23034125566482544,0.0005202397587709129,-0.009272396564483643,,,0.00014540459960699081,0.005721251480281353,125568,0.10984477400779724,0.0002247311786049977
1763260207.9965281,165.84022307395935,,,2024,,,,500.0,500.0,,,126399,,
1763260208.7197182,166.56341314315796,773.0,0.06640625,2027,-0.14580559730529785,3.7602323573082685e-05,0.006005050614476204,,,0.0120907723903656,0.024190012365579605,126720,0.2059604376554489,0.0002240399335278198
1763260210.008406,167.8521008491516,,,2034,,,,500.0,500.0,,,127399,,
1763260212.22948,170.0731749534607,768.0,0.0,2045,-5.0187110900878906e-05,0.0060731032863259315,-0.004938635975122452,,,0.0006796205416321754,-0.0009701186791062355,128512,0.1973549872636795,0.00022296466340776533
1763260213.4987166,171.34241151809692,766.0,0.04296875,2051,0.004538834095001221,0.0025142752565443516,-0.001690068282186985,,,0.012375516816973686,0.03034587763249874,129152,0.1951158344745636,0.00022258063836488873
1763260213.7507203,171.5944151878357,765.0,0.0546875,2052,-0.13736486434936523,0.00011939954856643453,-0.02760767564177513,,,0.022224362939596176,0.04659988731145859,129280,0.11451849341392517,0.0002225038333563134
1763260217.2845466,175.12824153900146,760.0,0.048828125,2070,0.4179028868675232,0.0009309229208156466,0.0070056673139333725,,,0.03682760149240494,0.0703706294298172,131072,0.19963160157203674,0.00022142857778817415
1763260218.4508731,176.2945680618286,758.0,0.017578125,2076,0.007627904415130615,9.071068234334234e-06,-0.003262355923652649,,,0.0015617143362760544,-0.0015605557709932327,131712,0.10582610219717026,0.00022104455274529755
1763260221.6728265,179.51652145385742,,,2093,,,,500.0,500.0,,,133399,,
1763260221.8933957,179.73709058761597,754.0,0.060546875,2094,-2.396106719970703e-05,0.2167593389749527,-0.008917219936847687,,,0.0035298289731144905,-0.009118002839386463,133504,0.13700813055038452,0.00021996928262524307
1763260226.473248,184.31694293022156,,,2117,,,,500.0,500.0,,,135899,,
1763260232.471712,190.31540703773499,740.0,0.0,2146,-0.3839552402496338,0.0003482363827060908,-0.005674537271261215,,,0.0004967283457517624,0.0029065217822790146,138880,0.20448826253414154,0.00021674347226507962
1763260232.7579286,190.60162353515625,739.0,0.0234375,2148,8.702278137207031e-06,0.007214359939098358,-0.0007494855672121048,,,0.002601858228445053,-0.01284344308078289,139008,0.12491650134325027,0.0002166666672565043
1763260234.2157052,192.05940008163452,738.0,0.01171875,2155,-0.35479211807250977,2.2694974177284166e-05,0.000641312450170517,,,4.507601261138916e-05,-0.000584697350859642,139776,0.15259495377540588,0.00021620583720505238
1763260237.5220146,195.36570954322815,734.0,0.021484375,2172,-1.6450881958007812e-05,5.693732738494873,-0.0014199204742908478,,,0.0023780502378940582,-0.0011720340698957443,141440,0.13511668145656586,0.0002152073720935732
1763260240.2526386,198.09633350372314,731.0,0.0078125,2185,-1.0434346199035645,8.759211777942255e-05,0.047972582280635834,,,0.0024109333753585815,-0.02740231715142727,142848,0.11548316478729248,0.0002143625169992447
1763260241.5257232,199.36941814422607,729.0,0.0078125,2192,-3.7789344787597656e-05,0.00940400268882513,0.0004529505968093872,,,0.00045378319919109344,0.002996545284986496,143488,0.116032175719738,0.0002139784919563681
1763260242.9789066,200.82260155677795,728.0,0.0,2199,0.2092081904411316,5.563836566579994e-06,-0.002874903380870819,,,9.084120392799377e-05,0.003816777840256691,144256,0.07158682495355606,0.00021351766190491617
1763260245.2451959,203.08889079093933,725.0,0.009765625,2211,9.5367431640625e-07,141.1797637939453,0.002822563052177429,,,0.003672819584608078,0.016055582091212273,145408,0.17986392974853516,0.00021282641682773829
1763260245.9824922,203.82618713378906,725.0,0.037109375,2214,-1.304887056350708,0.00011407306737964973,-0.04142569750547409,,,0.005585961043834686,0.04038869962096214,145792,0.119198739528656,0.00021259600180201232
1763260247.0235622,204.8672571182251,,,2220,,,,500.0,500.0,,,146399,,
1763260247.6697557,205.5134506225586,723.0,0.03125,2223,-0.5470975637435913,1.8049402569886297e-05,-0.006796315312385559,,,0.0030410150066018105,0.01044794823974371,146688,0.1484987735748291,0.00021205836674198508
1763260247.982501,205.8261959552765,,,2225,,,,500.0,500.0,,,146899,,
1763260248.2142947,206.05798959732056,722.0,0.009765625,2226,0.00013637542724609375,0.009186513721942902,0.01933133602142334,,,0.004282645881175995,-0.005510019138455391,146944,0.15707524120807648,0.00021190475672483444
1763260248.4435763,206.2872712612152,722.0,0.05078125,2227,0.19076234102249146,0.002449040999636054,0.004422847181558609,,,0.004509948194026947,-0.00028793327510356903,147072,0.13936316967010498,0.00021182795171625912
1763260249.926591,207.77028584480286,,,2235,,,,500.0,500.0,,,147899,,
1763260251.1428905,208.98658537864685,719.0,0.001953125,2241,0.0004715919494628906,0.010032448917627335,-0.0005137380212545395,,,0.0013905540108680725,0.003043871372938156,148480,0.1255584955215454,0.0002109830966219306
1763260252.6058073,210.44950222969055,718.0,0.203125,2248,-1.9749586582183838,0.000568630697671324,-0.02260909602046013,,,0.07420913130044937,0.08325556665658951,149248,0.1920355260372162,0.00021052226657047868
1763260252.8662233,210.70991826057434,,,2250,,,,500.0,500.0,,,149399,,
1763260253.579673,211.42336797714233,717.0,0.05078125,2253,-0.14856362342834473,0.0004112750175409019,-0.005657650530338287,,,0.00403220672160387,0.005888747982680798,149760,0.2739948034286499,0.0002102150465361774
1763260257.2459648,215.08965969085693,714.0,0.076171875,2272,0.9004607200622559,0.0006807605968788266,-0.01095603033900261,,,0.004425106570124626,0.0014512911438941956,151680,0.19476953148841858,0.00020906298595946282
1763260258.7853627,216.62905764579773,712.0,0.09375,2280,0.01503819227218628,0.19420920312404633,-0.0003008190542459488,,,0.01360923983156681,0.058772169053554535,152448,0.1749817281961441,0.0002086021559080109
