_runtime,_timestamp,losses/policy_loss,charts/SPS,global_step,charts/learning_rate,losses/value_loss,charts/episodic_length,losses/entropy,losses/explained_variance,losses/old_approx_kl,losses/approx_kl,charts/episodic_return,losses/clipfrac,_step
1.445401906967163,1763260043.6279988,,,0,,,,,,,,,,0
2.584383010864258,1763260044.76698,,,152,,,25.0,,,,,25.0,,7
3.0909910202026367,1763260045.273588,,,657,,,12.0,,,,,12.0,,33
3.219017744064331,1763260045.4016147,,,790,,,19.0,,,,,19.0,,41
3.2609105110168457,1763260045.4435074,,,881,,,18.0,,,,,18.0,,47
3.5161025524139404,1763260045.6986995,,,1109,,,10.0,,,,,10.0,,64
3.6477956771850586,1763260045.8303926,,,1239,,,17.0,,,,,17.0,,74
3.666034698486328,1763260045.8486316,,,1278,,,12.0,,,,,12.0,,77
3.9017553329467773,1763260046.0843523,-0.015405306592583656,968.0,1408,0.0002992319641634822,0.5753657817840576,,0.5676342844963074,0.05325597524642944,-0.0020793862640857697,0.0012211669236421585,,0.0,88
4.064702987670898,1763260046.2473,,,1588,,,14.0,,,,,14.0,,102
4.076700687408447,1763260046.2592976,,,1614,,,15.0,,,,,15.0,,104
4.4469544887542725,1763260046.6295514,,,1950,,,11.0,,,,,11.0,,133
4.608052968978882,1763260046.79065,,,2126,,,11.0,,,,,11.0,,147
4.623787879943848,1763260046.8063848,,,2164,,,9.0,,,,,9.0,,149
4.6289167404174805,1763260046.8115137,,,2174,,,10.0,,,,,10.0,,150
4.72478985786438,1763260046.9073868,,,2229,,,19.0,,,,,19.0,,155
4.735030651092529,1763260046.9176276,,,2248,,,10.0,,,,,10.0,,157
5.329223155975342,1763260047.51182,,,2703,,,16.0,,,,,16.0,,195
5.3832550048828125,1763260047.565852,,,2806,,,9.0,,,,,9.0,,203
5.516932487487793,1763260047.6995294,,,2932,,,11.0,,,,,11.0,,213
5.609109163284302,1763260047.791706,,,2980,,,12.0,,,,,12.0,,217
5.750854015350342,1763260047.933451,,,3139,,,14.0,,,,,14.0,,228
5.851961374282837,1763260048.0345583,,,3210,,,25.0,,,,,25.0,,233
6.209496259689331,1763260048.3920932,,,3580,,,20.0,,,,,20.0,,251
6.447315216064453,1763260048.6299121,,,3837,,,36.0,,,,,36.0,,259
6.680032014846802,1763260048.862629,,,4028,,,32.0,,,,,32.0,,265
6.916597366333008,1763260049.0991943,,,4255,,,45.0,,,,,45.0,,273
6.937417268753052,1763260049.1200142,,,4312,,,57.0,,,,,57.0,,274
7.548990249633789,1763260049.7315872,,,4933,,,29.0,,,,,29.0,,292
8.511209487915039,1763260050.6938064,,,5922,,,31.0,,,,,31.0,,327
8.611831188201904,1763260050.794428,0.010747073218226433,976.0,6016,0.00029646698385477066,2.950678586959839,,0.5353878140449524,0.09372836351394653,-0.0022176746279001236,0.0006407648324966431,,0.0,330
8.638074398040771,1763260050.8206713,,,6077,,,34.0,,,,,34.0,,332
8.757653713226318,1763260050.9402506,,,6210,,,39.0,,,,,39.0,,337
8.85188889503479,1763260051.0344858,,,6277,,,26.0,,,,,26.0,,340
9.870405673980713,1763260052.0530026,-0.020216356962919235,982.0,7296,0.00029569893376901746,0.302895188331604,,0.4995545446872711,0.6533482670783997,0.007325676269829273,0.0012191301211714745,,0.0,370
10.937963247299194,1763260053.1205602,,,8474,,,109.0,,,,,109.0,,396
12.432286739349365,1763260054.6148837,3.7590041756629944e-05,974.0,9728,0.0002942396386060864,2.4758920669555664,,0.4400309920310974,0.7386459112167358,0.0007089301943778992,9.495764970779419e-05,,0.0,425
13.103577852249146,1763260055.2861748,-0.006663631647825241,973.0,10368,0.00029385561356320977,0.5984673500061035,,0.4162166714668274,0.497450053691864,-0.005384170450270176,0.00015815254300832748,,0.0,441
13.40659499168396,1763260055.589192,,,10746,,,51.0,,,,,51.0,,450
14.41531229019165,1763260056.5979092,0.008072160184383392,973.0,11648,0.00029308756347745657,0.21285058557987213,,0.41284117102622986,0.9510936737060547,-0.0199374221265316,0.0010870685800909996,,0.0,471
14.884397745132446,1763260057.0669947,,,12149,,,57.0,,,,,57.0,,481
15.263143062591553,1763260057.44574,,,12488,,,56.0,,,,,56.0,,490
15.775618076324463,1763260057.958215,,,13013,,,58.0,,,,,58.0,,504
16.3291494846344,1763260058.5117464,,,13443,,,39.0,,,,,39.0,,515
16.830862283706665,1763260059.0134592,,,14037,,,59.0,,,,,59.0,,530
17.199366331100464,1763260059.3819633,-0.002353932708501816,971.0,14336,0.00029147465829737484,0.32009488344192505,,0.39569151401519775,0.9618757963180542,-0.005431676283478737,0.0003495849668979645,,0.0,539
17.475316047668457,1763260059.657913,,,14646,,,95.0,,,,,95.0,,547
17.723073720932007,1763260059.9056706,,,14939,,,50.0,,,,,50.0,,555
17.838684558868408,1763260060.0212815,,,15058,,,31.0,,,,,31.0,,559
18.1642165184021,1763260060.3468134,,,15375,,,45.0,,,,,45.0,,568
19.04989194869995,1763260061.2324889,-0.0007538869976997375,979.0,16256,0.00029032258316874504,0.9779379963874817,,0.4017789363861084,0.9846301674842834,-0.000644599087536335,0.00045975763350725174,,0.0,595
19.705699682235718,1763260061.8882966,-0.0034568123519420624,979.0,16896,0.00028993855812586844,0.7355700135231018,,0.36713629961013794,0.9900825619697571,-0.00962931290268898,0.0005264542996883392,,0.0,614
20.104362726211548,1763260062.2869596,,,17391,,,48.0,,,,,48.0,,630
20.333837270736694,1763260062.5164342,,,17647,,,76.0,,,,,76.0,,636
20.509544610977173,1763260062.6921415,,,17732,,,31.0,,,,,31.0,,640
21.305222749710083,1763260063.4878197,-0.004308486357331276,984.0,18560,0.0002889400930143893,0.3374142348766327,,0.36829766631126404,0.9907898902893066,0.0008591078221797943,8.922815322875977e-05,,0.0,664
22.073833227157593,1763260064.2564301,-0.011668398976325989,984.0,19328,0.00028847926296293736,0.8297792673110962,,0.40649375319480896,0.9933316111564636,0.013415179215371609,0.0018409928306937218,,0.0,684
22.21950054168701,1763260064.4020975,,,19526,,,47.0,,,,,47.0,,689
22.612162828445435,1763260064.7947598,,,19882,,,55.0,,,,,55.0,,698
22.873082637786865,1763260065.0556796,,,20216,,,40.0,,,,,40.0,,707
23.84582829475403,1763260066.0284252,,,21199,,,43.0,,,,,43.0,,729
25.278112411499023,1763260067.4607093,,,22685,,,58.0,,,,,58.0,,767
25.64206075668335,1763260067.8246577,,,23132,,,53.0,,,,,53.0,,775
26.16140127182007,1763260068.3439982,,,23614,,,65.0,,,,,65.0,,788
26.40872621536255,1763260068.5913231,,,23880,,,31.0,,,,,31.0,,797
26.65079355239868,1763260068.8333905,,,24143,,,59.0,,,,,59.0,,806
28.527433395385742,1763260070.7100303,0.0008461177349090576,996.0,25984,0.0002844854025170207,0.3122313320636749,,0.3753250241279602,-0.0029244422912597656,-0.002776607871055603,0.00036380626261234283,,0.0,863
28.77254366874695,1763260070.9551406,,,26251,,,47.0,,,,,47.0,,872
28.93096947669983,1763260071.1135664,,,26426,,,82.0,,,,,82.0,,876
30.454288721084595,1763260072.6368856,,,28004,,,38.0,,,,,38.0,,922
30.779951095581055,1763260072.962548,,,28330,,,50.0,,,,,50.0,,930
31.03638243675232,1763260073.2189794,,,28659,,,46.0,,,,,46.0,,938
31.185840368270874,1763260073.3684373,,,28744,,,44.0,,,,,44.0,,941
31.271244525909424,1763260073.4538414,0.004648037254810333,999.0,28800,0.00028279569232836366,0.2407456934452057,,0.3969639539718628,-0.00312650203704834,0.010959525592625141,0.0004504481330513954,,0.0,942
31.504595279693604,1763260073.6871922,-0.0011651348322629929,999.0,29056,0.000282642082311213,0.2482759952545166,,0.376613050699234,-0.0046950578689575195,-0.007925585843622684,0.0004874086007475853,,0.0,948
32.53156900405884,1763260074.714166,,,30089,,,45.0,,,,,45.0,,974
32.769474267959595,1763260074.9520712,,,30366,,,53.0,,,,,53.0,,980
32.98794102668762,1763260075.170538,,,30600,,,103.0,,,,,103.0,,985
33.59652018547058,1763260075.779117,,,31270,,,159.0,,,,,159.0,,995
34.767582654953,1763260076.9501796,,,32608,,,80.0,,,,,80.0,,1015
35.58670473098755,1763260077.7693017,,,33478,,,100.0,,,,,100.0,,1031
36.470845222473145,1763260078.6534421,-0.0052520595490932465,1012.0,34432,0.00027941627195104957,1.403774380683899,,0.4744913578033447,0.027217328548431396,0.018475431948900223,0.002044977620244026,,0.015625,1050
36.62056374549866,1763260078.8031607,-0.023684456944465637,1011.0,34560,0.00027933946694247425,31.99136734008789,,0.47645774483680725,0.03373056650161743,-0.005221572704613209,0.0019173482432961464,,0.0,1053
36.774900913238525,1763260078.9574978,,,34793,,,66.0,,,,,66.0,,1058
38.00826930999756,1763260080.1908662,-0.015559636056423187,1015.0,36096,0.0002784178068395704,31.740995407104492,,0.4324702024459839,0.16347748041152954,0.11568858474493027,0.0467650480568409,,0.173828125,1083
38.26470446586609,1763260080.4473014,,,36416,,,70.0,,,,,70.0,,1091
38.950302600860596,1763260081.1328995,,,37128,,,47.0,,,,,47.0,,1106
39.431347131729126,1763260081.613944,,,37699,,,48.0,,,,,48.0,,1118
40.157761573791504,1763260082.3403585,,,38479,,,83.0,,,,,83.0,,1133
40.74892997741699,1763260082.931527,,,39100,,,110.0,,,,,110.0,,1145
