losses/explained_variance,charts/episodic_length,losses/entropy,losses/approx_kl,charts/SPS,losses/policy_loss,losses/old_approx_kl,losses/value_loss,charts/learning_rate,charts/episodic_return,_runtime,_timestamp,_step,losses/clipfrac,global_step
0.42101824283599854,,0.6007536053657532,0.0004469947889447212,888.0,0.0066554248332977295,-0.0007431572303175926,23.287137985229492,0.00029370200354605913,,39.15323233604431,1763260072.7348914,195,0.0,10624
0.15870875120162964,202.0,0.5935956239700317,0.00014079269021749496,858.0,-0.01273900642991066,0.002798628993332386,36.30292510986328,0.00029339478351175785,202.0,40.16450810432434,1763260073.7461672,203,0.0,11136
0.04540073871612549,,0.5749973058700562,0.00030022207647562027,844.0,-0.010748617351055145,-0.0013666199520230293,24.994281768798828,0.0002928571484517306,,41.43465852737427,1763260075.0163176,213,0.0,12032
0.1555057168006897,,0.5791990160942078,0.0006173104047775269,845.0,0.00117439404129982,0.007476987317204475,16.27586555480957,0.00029262673342600465,,41.88747477531433,1763260075.4691339,217,0.0,12416
,289.0,,,,,,,,289.0,42.66427159309387,1763260076.2459307,228,,13226
0.004883527755737305,,0.5180342793464661,2.715829759836197e-05,859.0,-0.00023242831230163574,0.00040749553591012955,37.6277961730957,0.00029193548834882677,,42.989150047302246,1763260076.5708091,233,0.0,13568
,197.0,,,,,,,,197.0,44.492425203323364,1763260078.0740843,251,,15163
0.49203014373779297,,0.5982067584991455,6.328709423542023e-05,882.0,0.003426462411880493,-0.00016390345990657806,22.8232479095459,0.0002906298032030463,,45.0386598110199,1763260078.620319,259,0.0,15744
0.39071208238601685,,0.6117271184921265,0.00024626124650239944,884.0,0.0018138065934181213,-0.0001279124990105629,18.07122039794922,0.00029039938817732036,,45.42227220535278,1763260079.0039313,265,0.0,16128
,153.0,,,,,,,,153.0,45.8975133895874,1763260079.4791725,273,,16682
0.0836261510848999,,0.5557961463928223,5.597248673439026e-05,891.0,-0.005979299545288086,0.0020574964582920074,32.116004943847656,0.00029001536313444376,,45.99666166305542,1763260079.5783207,274,0.0,16768
,189.0,,,,,,,,189.0,47.20252180099487,1763260080.7841809,292,,18142
0.6579867601394653,,0.6084364652633667,0.0006674472242593765,923.0,0.009924810379743576,0.003910904750227928,10.123133659362793,0.00028763440786860883,,49.65922498703003,1763260083.240884,321,0.0,20736
0.09963297843933105,,0.5089994668960571,0.0008662864565849304,925.0,0.00427910964936018,0.00640249066054821,105.02383422851562,0.00028740399284288287,,50.00279188156128,1763260083.584451,327,0.0,21120
0.08602654933929443,,0.5934603214263916,3.6240555346012115e-05,928.0,-0.0002630390226840973,0.0030998894944787025,55.628414154052734,0.00028725038282573223,,50.22577500343323,1763260083.807434,330,0.0,21376
0.6651415228843689,,0.567664623260498,4.332512617111206e-05,928.0,-0.001644715666770935,-0.0009694900363683701,13.926203727722168,0.0002871735778171569,,50.35780096054077,1763260083.93946,332,0.0,21504
0.14696717262268066,,0.5437577962875366,0.00019883271306753159,927.0,0.0014161542057991028,-0.0032433783635497093,42.95318603515625,0.00028694316279143095,,50.78708100318909,1763260084.36874,337,0.0,21888
0.5372840166091919,,0.5702884793281555,0.002518291585147381,929.0,-0.0023286938667297363,0.0043942974880337715,27.675983428955078,0.0002867895527742803,,51.023258447647095,1763260084.6049175,340,0.0,22144
0.8376762866973877,,0.5959406495094299,0.004109703935682774,935.0,-0.028056461364030838,0.023718945682048798,21.261232376098633,0.00028548386762849987,,53.19188356399536,1763260086.7735426,370,0.009765625,24320
0.13872164487838745,,0.5224494934082031,0.00024044886231422424,937.0,-0.001559339463710785,0.00298449769616127,12.733977317810059,0.0002852534526027739,,53.55215334892273,1763260087.1338124,375,0.0,24704
,154.0,,,,,,,,154.0,55.152456521987915,1763260088.7341156,396,,26246
0.8995915651321411,,0.5542634725570679,7.430650293827057e-05,933.0,0.0007154867053031921,-0.0008442644029855728,5.510058403015137,0.00028310291236266494,,57.50803470611572,1763260091.0896938,425,0.0,28288
0.1531880497932434,,0.569867730140686,1.322571188211441e-05,934.0,-0.00010445713996887207,-0.002611602656543255,96.72712707519531,0.00028233486227691174,,58.820109128952026,1763260092.4017682,441,0.0,29568
,215.0,,,,,,,,215.0,59.696757078170776,1763260093.2784162,450,,30398
,165.0,,,,,,,,165.0,61.942564487457275,1763260095.5242236,471,,32227
,458.0,,,,,,,,458.0,63.08940029144287,1763260096.6710594,481,,33182
0.08031988143920898,,0.585981011390686,0.0010685473680496216,924.0,-0.01516525074839592,0.012147165834903717,135.74949645996094,0.0002796466869767755,,64.01416110992432,1763260097.5958202,490,0.0,34048
0.02877962589263916,,0.5004918575286865,1.7632730305194855e-05,912.0,0.0005992799997329712,0.00046713370829820633,120.0650863647461,0.0002788786368910223,,65.91221594810486,1763260099.493875,504,0.0,35328
-0.23416852951049805,,0.5385891199111938,1.2613832950592041e-05,896.0,-0.00011912360787391663,-0.00040992535650730133,3.3730592727661133,0.00027818739181384444,,67.88183879852295,1763260101.4634979,515,0.0,36480
,118.0,,,,,,,,118.0,70.29104566574097,1763260103.8727047,530,,37793
0.6401869058609009,,0.5201411843299866,6.841588765382767e-05,864.0,-0.005669750273227692,0.000977090559899807,90.07030487060547,0.00027703531668521464,,71.62935590744019,1763260105.211015,539,0.0,38400
,166.0,,,,,,,,166.0,72.7335262298584,1763260106.3151853,547,,39007
0.9044170379638672,,0.5679470300674438,0.0007535479962825775,845.0,-0.014156704768538475,0.009383713826537132,1.866236686706543,0.00027634407160803676,,73.99486947059631,1763260107.5765285,555,0.0,39552
,303.0,,,,,,,,303.0,74.58602833747864,1763260108.1676874,559,,39881
,147.0,,,,,,,,147.0,76.19493103027344,1763260109.77659,568,,40490
,384.0,,,,,,,,384.0,81.5667781829834,1763260115.1484373,595,,42794
-0.008033037185668945,,0.5417280197143555,7.808487862348557e-05,772.0,0.0031926073133945465,0.0006359061226248741,0.955062985420227,0.0002733487053774297,,84.87470650672913,1763260118.4563656,612,0.0,44544
,500.0,,,,,,,,500.0,85.15599060058594,1763260118.7376497,614,,44714
0.47090405225753784,,0.5316259860992432,0.0021002385765314102,758.0,-0.013095540925860405,0.0028228573501110077,1.2068098783493042,0.00027227343525737524,,88.30382204055786,1763260121.885481,630,0.0,46336
0.02848130464553833,,0.5004338026046753,0.00012807082384824753,753.0,-0.004996307194232941,0.005062284879386425,99.11529541015625,0.00027196621522307396,,89.34061312675476,1763260122.9222722,636,0.0,46848
0.005624592304229736,,0.535895586013794,0.00014326907694339752,751.0,0.0011267103254795074,-0.005148163065314293,182.78822326660156,0.000271735800197348,,90.06738257408142,1763260123.6490417,640,0.0,47232
0.00379335880279541,,0.5740213394165039,0.000257234089076519,744.0,0.00941542536020279,-0.004065816290676594,118.38624572753906,0.00027112136012874544,,91.97072124481201,1763260125.5523803,650,0.0,48256
,119.0,,,,,,,,119.0,94.61058187484741,1763260128.192241,664,,49747
0.722030758857727,,0.5824199318885803,0.00019393861293792725,726.0,-0.005633462220430374,-0.003392387181520462,1.0502549409866333,0.0002691244299057871,,98.15668272972107,1763260131.7383418,684,0.0,51584
,218.0,,,,,,,,218.0,98.89234972000122,1763260132.4740088,689,,52028
0.8579762578010559,,0.5734841227531433,0.0001514749601483345,722.0,0.0016462132334709167,0.004047009162604809,4.9655961990356445,0.0002682795748114586,,100.55816984176636,1763260134.139829,698,0.0,52992
0.6960077285766602,,0.5710828304290771,0.0002279980108141899,720.0,-0.001423075795173645,0.0011700605973601341,2.1367452144622803,0.0002680491597857326,,101.28943610191345,1763260134.8710952,702,0.0,53376
0.7623386383056641,,0.5311145782470703,0.00023760274052619934,718.0,-3.091990947723389e-05,0.002613082528114319,0.12909527122974396,0.00026774193975143135,,102.15494704246521,1763260135.7366061,707,0.0,53888
-0.0008219480514526367,,0.47085773944854736,0.00015870854258537292,712.0,0.0013749860227108002,0.00578124076128006,0.15567144751548767,0.0002663594495970756,,106.01281237602234,1763260139.5944715,729,0.0,56192
,500.0,,,,,,,,500.0,111.50115466117859,1763260145.0828137,757,,59028
,500.0,,,,,,,,500.0,112.61617136001587,1763260146.1978304,762,,59528
,305.0,,,,,,,,305.0,113.50037574768066,1763260147.0820348,767,,59971
0.7007765769958496,,0.5615667700767517,0.003098767250776291,690.0,-0.015001561492681503,0.021026380360126495,0.002052335999906063,0.00026359446928836405,,115.2780249118805,1763260148.859684,775,0.0,60800
0.0020207762718200684,,0.5608073472976685,0.00015126541256904602,684.0,-0.009705085307359695,0.0048354268074035645,330.66998291015625,0.00026282641920261085,,117.90196084976196,1763260151.48362,788,0.0,62080
0.7926751375198364,,0.541020393371582,0.003072400577366352,684.0,-0.03249501809477806,0.030803699046373367,0.008399272337555885,0.00026274961419403553,,118.12715578079224,1763260151.7088149,789,0.0,62208
-0.00027120113372802734,,0.5640891194343567,0.00044676288962364197,681.0,-0.003923691809177399,-0.005019757896661758,161.85362243652344,0.0002622887841425836,,119.64839386940002,1763260153.230053,797,0.0,62976
-0.2156367301940918,,0.5817437767982483,0.0004719169810414314,678.0,0.002576477825641632,-1.2201257050037384e-05,0.004909117706120014,0.00026175114908255637,,121.40030717849731,1763260154.9819663,806,0.0,63872
0.20473521947860718,,0.5838577747344971,0.001526959240436554,674.0,-0.020102079957723618,0.01730765961110592,176.6321258544922,0.0002612135140225291,,123.15763831138611,1763260156.7392974,815,0.0,64768
0.09452837705612183,,0.49103108048439026,0.0010525928810238838,659.0,-0.00596986711025238,-0.005216733552515507,5.4769901908002794e-05,0.00025829492369666696,,132.7467176914215,1763260166.3283768,863,0.0,69632
0.0026987195014953613,,0.3926038146018982,0.0006537241861224174,657.0,-0.006484810262918472,0.005614501424133778,164.45172119140625,0.00025783409364521503,,134.34110689163208,1763260167.922766,872,0.0,70400
,500.0,,,,,,,,500.0,135.13968992233276,1763260168.721349,876,,70860
-0.0003145933151245117,,0.3828529119491577,0.0015587247908115387,644.0,-0.0031911805272102356,-0.005317443981766701,211.66317749023438,0.0002551459183450788,,143.29894757270813,1763260176.8806067,916,0.001953125,74880
-0.2793440818786621,,0.43108832836151123,0.0003969212993979454,643.0,-0.003712904639542103,0.0014001009985804558,0.0027502200100570917,0.0002547618933022022,,144.60260200500488,1763260178.184261,922,0.0,75520
,500.0,,,,,,,,500.0,146.16528010368347,1763260179.7469392,930,,76360
0.8108947277069092,,0.5347458720207214,0.0017461339011788368,638.0,-0.005298401229083538,-0.01779497042298317,0.0005402041133493185,0.00025376342819072306,,147.9963414669037,1763260181.5780005,938,0.001953125,77184
0.002070784568786621,,0.5027325749397278,0.001941446214914322,638.0,-0.003634575754404068,0.011757884174585342,152.51815795898438,0.0002536098181735724,,148.56051921844482,1763260182.1421783,941,0.0,77440
0.8165162801742554,,0.5110433101654053,6.634276360273361e-05,637.0,0.0004852414131164551,0.0014097681269049644,0.0029681017622351646,0.0002535330131649971,,148.8084533214569,1763260182.3901124,942,0.0,77568
-0.08296382427215576,,0.44629040360450745,0.0004924768581986427,636.0,-0.002302609384059906,-0.0032484466210007668,0.00044742904719896615,0.0002531489881221205,,150.13110256195068,1763260183.7127616,948,0.0,78208
-0.00010824203491210938,,0.5736446380615234,0.0006605368107557297,630.0,-0.005922488868236542,0.0028255395591259003,440.8875732421875,0.00025153611204586923,,155.59389472007751,1763260189.1755538,974,0.0,80896
0.2913769483566284,,0.5628649592399597,0.0020357640460133553,628.0,0.025998979806900024,8.714664727449417e-05,0.0006057157297618687,0.00025115208700299263,,156.85940313339233,1763260190.4410622,980,0.001953125,81536
-0.3017086982727051,,0.5345051884651184,0.0013283360749483109,627.0,-0.0027934256941080093,0.010146252810955048,0.0008487186278216541,0.00025084486696869135,,157.8853588104248,1763260191.467018,985,0.0,82048
0.07844269275665283,,0.5548266768455505,0.005479136481881142,626.0,0.022160246968269348,0.044341541826725006,0.00018656032625585794,0.0002502304269000888,,159.83698081970215,1763260193.41864,995,0.013671875,83072
1.7464160919189453e-05,,0.547042727470398,0.0005438681691884995,625.0,0.0008245185017585754,-0.0016203634440898895,258.3854064941406,0.00025015362189151347,,160.10891366004944,1763260193.6905727,997,0.0078125,83200
0.06282484531402588,,0.5409166216850281,0.005386097356677055,623.0,-0.010162027552723885,0.010203621350228786,0.00021476566325873137,0.00024900154676288366,,163.78466415405273,1763260197.3663232,1015,0.0078125,85120
-0.13775932788848877,,0.5154975056648254,0.00019681453704833984,622.0,-0.00035981088876724243,0.0005426332354545593,0.00011434155749157071,0.0002486943267285824,,164.79090356826782,1763260198.3725626,1020,0.0,85632
,500.0,,,,,,,,500.0,166.84878301620483,1763260200.430442,1031,,86674
,500.0,,,,,,,,500.0,170.5422899723053,1763260204.123949,1050,,88674
0.10022282600402832,,0.5272760987281799,0.0011441828683018684,617.0,-0.0018643103539943695,-0.0034955469891428947,0.0006618977058678865,0.00024669739650562406,,171.18520593643188,1763260204.766865,1053,0.0,88960
0.04179352521896362,,0.5401183366775513,0.0005689654499292374,616.0,-0.0005736947059631348,-0.007440404966473579,0.0003569171531125903,0.0002463901764713228,,172.20768475532532,1763260205.7893438,1058,0.0,89472
-0.17397892475128174,,0.5230746865272522,0.0001508016139268875,613.0,0.0022808127105236053,-0.0068571195006370544,0.004384318832308054,0.0002449308813083917,,176.9534068107605,1763260210.535066,1082,0.0,91904
-0.12831687927246094,,0.47168493270874023,0.00044477544724941254,613.0,0.004640102386474609,0.0021336842328310013,0.0005209908122196794,0.00024485407629981637,,177.19769048690796,1763260210.7793496,1083,0.0,92032
0.000347137451171875,,0.51226806640625,5.261227488517761e-05,612.0,0.0023708026856184006,-0.0002021491527557373,0.003691875608637929,0.00024439324624836445,,178.74682521820068,1763260212.3284843,1091,0.0,92800
0.16728532314300537,,0.5120342373847961,8.541811257600784e-05,610.0,0.001340135931968689,0.004679727368056774,0.004022809211164713,0.0002434715861454606,,181.81933999061584,1763260215.400999,1106,0.0,94336
-0.5537686347961426,,0.4806746542453766,0.0057989489287137985,608.0,-0.005079153925180435,-0.007947934791445732,6.935722922207788e-05,0.0002427035360597074,,184.29427766799927,1763260217.8759367,1118,0.0078125,95616
0.00020998716354370117,,0.5318090915679932,0.0007764063775539398,607.0,0.009182017296552658,-0.00779811292886734,108.88323211669922,0.0002423195110168308,,185.6044478416443,1763260219.186107,1125,0.0,96256
0.019613444805145264,,0.49985116720199585,0.0033999839797616005,606.0,-0.013545537367463112,-0.0071603963151574135,0.00012132717529311776,0.00024178187595680356,,187.36384057998657,1763260220.9454997,1133,0.0,97152
0.2842622995376587,,0.48186248540878296,0.00027174316346645355,604.0,-0.003404662013053894,-0.0008761491626501083,0.004071337170898914,0.00024109063087962568,,189.72794699668884,1763260223.309606,1145,0.0,98304
0.00023615360260009766,,0.48842450976371765,6.497837603092194e-05,602.0,0.00047869980335235596,0.002583766356110573,182.9196014404297,0.00023993855575099587,,193.6213824748993,1763260227.2030416,1164,0.0,100224
0.13476651906967163,,0.5175681710243225,0.001554383896291256,602.0,-0.005171205848455429,-0.00040466058999300003,0.0034326810855418444,0.00023986175074242055,,193.8377594947815,1763260227.4194186,1165,0.001953125,100352
-0.3123356103897095,,0.46238264441490173,0.00047681014984846115,601.0,0.0014511719346046448,9.541865438222885e-05,5.060350667918101e-05,0.00023940092069096863,,195.35811257362366,1763260228.9397717,1172,0.0,101120
0.04188662767410278,,0.4932257831096649,0.0035523921251296997,600.0,-0.012906834483146667,0.017030788585543633,0.0004746137128677219,0.0002388632856309414,,197.1936092376709,1763260230.7752683,1181,0.001953125,102016
-0.941550612449646,,0.47138407826423645,0.00011497456580400467,599.0,-0.0022837817668914795,0.0031896373257040977,0.0007682446739636362,0.0002385560655966401,,198.209858417511,1763260231.7915175,1186,0.0,102528
,500.0,,,,,,,,500.0,200.2970061302185,1763260233.8786652,1197,,103674
-0.00011670589447021484,,0.46736136078834534,0.0004191892221570015,596.0,-0.003446841612458229,-0.004700778983533382,318.41754150390625,0.00023694316041655838,,203.7006151676178,1763260237.2822742,1213,0.0,105216
-0.7473853826522827,,0.46246999502182007,0.0006435606628656387,595.0,-0.004329703748226166,0.008845964446663857,0.0009402442956343293,0.00023678955039940774,,204.18364214897156,1763260237.7653012,1215,0.01171875,105472
-0.22942006587982178,,0.5262059569358826,0.003205033950507641,594.0,-0.020541075617074966,-0.006983905099332333,8.717196760699153e-05,0.00023609830532222986,,206.57188606262207,1763260240.1535451,1226,0.00390625,106624
-0.09381771087646484,,0.5190626978874207,0.010135902091860771,593.0,-0.033000536262989044,-0.016218561679124832,0.00029115023789927363,0.0002358678902965039,,207.38150691986084,1763260240.963166,1230,0.02734375,107008
0.558342456817627,,0.5187762379646301,0.003430386073887348,593.0,0.017560914158821106,0.011277495883405209,0.00727600185200572,0.00023563747527077794,,208.1511209011078,1763260241.73278,1234,0.005859375,107392
-0.38054633140563965,,0.5316310524940491,0.0025608735159039497,592.0,-0.00964239239692688,0.011025560088455677,0.0002294066798640415,0.00023494623019360006,,210.40145206451416,1763260243.9831111,1245,0.0,108544
-0.24269723892211914,,0.4802730977535248,0.0024247784167528152,591.0,0.009332261979579926,0.012372979894280434,0.0005448568263091147,0.00023440859513357282,,212.2042510509491,1763260245.7859101,1254,0.0,109440
,500.0,,,,,,,,500.0,215.21891689300537,1763260248.800576,1271,,111174
-0.006146550178527832,,0.5389723777770996,0.00029721856117248535,586.0,0.0004652366042137146,0.0018278025090694427,0.00036974120303057134,0.00023164362937677652,,221.66072010993958,1763260255.2423792,1299,0.0,114048
-0.044825196266174316,,0.4150652289390564,0.0016508093103766441,583.0,-0.004271527752280235,0.017746474593877792,0.00010068131086882204,0.00022918586910236627,,229.49958848953247,1763260263.0812476,1339,0.0,118144
,500.0,,,,,,,,500.0,229.5487859249115,1763260263.130445,1340,,118174
-0.2689392566680908,,0.5740281343460083,0.0035477522760629654,583.0,0.0005158670246601105,0.011534884572029114,0.00020929913443978876,0.0002285714290337637,,231.40284299850464,1763260264.984502,1349,0.005859375,119168
-0.17227864265441895,,0.5300907492637634,0.0023606298491358757,582.0,0.00858001597225666,0.006871017627418041,5.5140317272162065e-05,0.00022772657393943518,,234.0196509361267,1763260267.60131,1363,0.0,120576
0.00015920400619506836,,0.510358989238739,0.00029770378023386,582.0,0.0007122457027435303,-0.0029276637360453606,226.11659240722656,0.00022764976893085986,,234.28868913650513,1763260267.8703482,1365,0.0,120704
7.492303848266602e-05,,0.5203185081481934,0.0013411734253168106,582.0,-0.010731086134910583,0.012407711707055569,218.12460327148438,0.00022734254889655858,,235.23278617858887,1763260268.8144453,1370,0.0,121216
-9.310245513916016e-05,,0.5156661868095398,0.00034451112151145935,582.0,-0.0001393631100654602,-0.002977212890982628,225.40658569335938,0.00022672810882795602,,237.08998584747314,1763260270.671645,1380,0.0,122240
-0.12206089496612549,,0.5672439336776733,0.0010001379996538162,582.0,-0.0085517019033432,0.001134512946009636,0.005538425408303738,0.0002266513038193807,,237.32161235809326,1763260270.9032714,1381,0.0,122368
-0.010353446006774902,,0.5739929676055908,0.0038402117788791656,582.0,-0.010658204555511475,-0.01992759481072426,0.00012732227332890034,0.00022619047376792878,,238.52536916732788,1763260272.1070282,1388,0.0,123136
-0.5816023349761963,,0.544084370136261,0.002192319370806217,583.0,-0.0010020723566412926,0.014702157117426395,0.00033700279891490936,0.00022580644872505218,,239.25572228431702,1763260272.8373814,1395,0.0,123776
-1.2156250476837158,,0.48014479875564575,0.00012491829693317413,584.0,-0.0026864148676395416,0.0025428365916013718,0.00043435877887532115,0.00022557603369932622,,239.6341986656189,1763260273.2158577,1399,0.0,124160
-0.7399353981018066,,0.5194546580314636,0.004041602835059166,585.0,-0.021655958145856857,-0.0014439728111028671,0.00011563456791918725,0.00022519200865644962,,240.26550889015198,1763260273.847168,1405,0.0,124800
0.743850588798523,,0.494803249835968,0.0016789911314845085,587.0,-0.009131915867328644,0.005535419099032879,0.005114162806421518,0.0002235791034763679,,244.20419120788574,1763260277.7858503,1432,0.0078125,127488
-0.8121289014816284,,0.4394826591014862,0.00037501193583011627,587.0,-0.002155505120754242,0.007671058177947998,0.00022909324616193771,0.00022350229846779257,,244.4142861366272,1763260277.9959452,1433,0.0,127616
,500.0,,,,,,,,500.0,248.17475008964539,1763260281.7564092,1455,,129816
0.00015366077423095703,,0.4153846502304077,0.0005626184865832329,587.0,0.0036649778485298157,0.009483936242759228,341.2083740234375,0.00022211982286535203,,248.38933491706848,1763260281.970994,1456,0.0,129920
-0.304923415184021,,0.3854583203792572,0.00025744829326868057,587.0,0.0019148066639900208,0.005830167792737484,0.0063014342449605465,0.00022204301785677671,,248.6147530078888,1763260282.196412,1457,0.0,130048
2.473592758178711e-05,,0.533149003982544,7.233582437038422e-05,591.0,-0.0011706631630659103,0.00279228575527668,0.018762167543172836,0.00021850998746231198,,257.1134967803955,1763260290.6951559,1514,0.0,135936
0.02838057279586792,,0.5692134499549866,0.0014779726043343544,591.0,0.00017868541181087494,0.011943431571125984,0.0001170424948213622,0.00021804915741086006,,258.3872375488281,1763260291.9688966,1521,0.0,136704
-0.015382051467895508,,0.512505292892456,0.00036376621574163437,591.0,0.0098680779337883,0.007681426592171192,0.00013077039329800755,0.0002178187423851341,,259.06321001052856,1763260292.644869,1525,0.001953125,137088
,500.0,,,,,,,,500.0,259.33866024017334,1763260292.9203193,1527,,137316
-0.03883159160614014,,0.550719678401947,0.0005044359713792801,591.0,-0.0041672103106975555,-0.008809557184576988,0.005919424816966057,0.00021758832735940814,,259.7114062309265,1763260293.2930653,1529,0.0,137472
0.056464970111846924,,0.5337734222412109,0.0002426477149128914,591.0,0.00021919980645179749,-0.0016506733372807503,0.008268235251307487,0.00021728110732510686,,260.59741258621216,1763260294.1790717,1534,0.0,137984
-0.03193211555480957,,0.5611944198608398,0.001982559449970722,591.0,-0.01053185760974884,-0.018265152350068092,6.831384962424636e-05,0.00021712749730795622,,260.99839305877686,1763260294.5800521,1536,0.0,138240
0.00019973516464233398,,0.4936662018299103,0.00024176668375730515,591.0,0.007316302508115768,-0.003562488593161106,56.10588073730469,0.00021674347226507962,,262.10905408859253,1763260295.6907132,1543,0.0,138880
-0.11643397808074951,,0.5608078241348267,0.000315115787088871,591.0,-0.00107555091381073,0.008282051421701908,0.0004844653303734958,0.00021658986224792898,,262.35166931152344,1763260295.9333284,1545,0.0,139136
-0.018738269805908203,,0.5488693714141846,0.0020589837804436684,591.0,0.0015093795955181122,0.0004602717235684395,0.00015338248340412974,0.00021651305723935366,,262.4891550540924,1763260296.0708141,1546,0.005859375,139264
,500.0,,,,,,,,500.0,263.60841059684753,1763260297.1900697,1558,,140377
0.00011175870895385742,,0.527575671672821,0.0025718193501234055,593.0,0.0036506205797195435,0.0140248853713274,226.29031372070312,0.00021582181216217577,,263.70399284362793,1763260297.285652,1559,0.001953125,140416
,500.0,,,,,,,,500.0,264.1244831085205,1763260297.7061422,1563,,140877
0.0031305551528930664,,0.5066322088241577,0.004294993355870247,594.0,-0.034375887364149094,0.008376451209187508,0.00023867010895628482,0.00021536098211072385,,264.5070118904114,1763260298.088671,1566,0.013671875,141184
,500.0,,,,,,,,500.0,266.8520178794861,1763260300.433677,1588,,143377
0.000133514404296875,,0.5095862150192261,0.0018910719081759453,598.0,-0.0015477798879146576,0.007988064549863338,158.48947143554688,0.0002139784919563681,,266.9890229701996,1763260300.570682,1589,0.0,143488
,500.0,,,,,,,,500.0,267.8185784816742,1763260301.4002376,1597,,144377
,500.0,,,,,,,,500.0,268.8347508907318,1763260302.41641,1607,,145377
-0.03613543510437012,,0.5067396759986877,5.6216493248939514e-05,601.0,-0.0015596449375152588,-0.0002998560667037964,0.004647082649171352,0.00021274961181916296,,269.21634793281555,1763260302.798007,1609,0.0,145536
0.22424554824829102,,0.5078380107879639,0.0007024575024843216,601.0,-0.004483133554458618,-0.003915565088391304,0.00032570757321082056,0.00021267280681058764,,269.4535734653473,1763260303.0352325,1610,0.001953125,145664
,500.0,,,,,,,,500.0,269.74263548851013,1763260303.3242946,1612,,145877
-0.3933936357498169,,0.5081020593643188,0.00376957468688488,600.0,-0.022996462881565094,0.03166836500167847,0.00010960221698042005,0.00021167434169910848,,272.3601851463318,1763260305.9418442,1626,0.0,147328
0.00011479854583740234,,0.487030565738678,0.00016895029693841934,600.0,-0.0014617890119552612,-0.002380914054811001,235.89315795898438,0.0002109830966219306,,274.30717873573303,1763260307.8888378,1638,0.0,148480
-0.00025475025177001953,,0.5761994123458862,0.00026644300669431686,602.0,-0.0040987394750118256,-0.0014481758698821068,272.4710693359375,0.00020806452084798366,,281.8708484172821,1763260315.4525075,1687,0.0,153344
-1.3486101627349854,,0.5063580274581909,0.001525886356830597,608.0,-0.016339896246790886,0.002457994967699051,0.006152511108666658,0.00020537634554784745,,286.64790868759155,1763260320.2295678,1732,0.0,157824
-1.5818438529968262,,0.4697319269180298,0.00037450622767210007,610.0,-0.00661679171025753,0.004088778980076313,0.0010099447099491954,0.00020460829546209425,,288.0200939178467,1763260321.601753,1745,0.0,159104
0.0015327930450439453,,0.5275545716285706,0.0002611856907606125,610.0,0.009393826127052307,-0.007295895367860794,276.0411376953125,0.00020414746541064233,,288.8589196205139,1763260322.4405787,1753,0.0,159872
-1.088275671005249,,0.5654786229133606,0.0004261154681444168,611.0,-0.00379316508769989,-0.0033716578036546707,0.004272933583706617,0.000204070660402067,,289.00196647644043,1763260322.5836256,1754,0.0,160000
