charts/learning_rate,charts/episodic_return,_runtime,losses/old_approx_kl,charts/episodic_length,losses/policy_loss,global_step,losses/explained_variance,losses/value_loss,_step,_timestamp,charts/SPS,losses/clipfrac,losses/entropy,losses/approx_kl
,,25.600387811660767,,,,0,,,0,1763260059.1196759,,,,
,27.0,27.450971126556396,,27.0,,174,,,7,1763260060.9702592,,,,
0.0002996159892063588,,28.13128924369812,-0.0006736991927027702,,0.0010003149509429932,768,-0.060599446296691895,30.544261932373047,33,1763260061.6505773,877.0,0.0,0.6858394742012024,0.0001481408253312111
,13.0,28.31586742401123,,13.0,,974,,,41,1763260061.8351555,,,,
0.00029938557418063283,,28.564099073410034,-0.003138880245387554,,0.006444774568080902,1152,0.00020587444305419922,31.59680938720703,47,1763260062.0833871,881.0,0.0,0.6753523945808411,0.00019091647118330002
,25.0,29.068597555160522,,25.0,,1686,,,64,1763260062.5878856,,,,
,23.0,29.340879917144775,,23.0,,2041,,,74,1763260062.860168,,,,
,36.0,29.44227910041809,,36.0,,2121,,,77,1763260062.9615672,,,,
,90.0,29.77423357963562,,90.0,,2450,,,88,1763260063.2935216,,,,
0.0002981566940434277,,30.473219633102417,0.004376166500151157,,0.0003361701965332031,3200,-0.10847234725952148,32.65987777709961,102,1763260063.9925077,994.0,0.0,0.6315903067588806,0.00026902835816144943
0.0002980798890348524,,30.585943698883057,-0.0016050999984145164,,0.009349681437015533,3328,-0.06626403331756592,27.91707992553711,104,1763260064.1052318,999.0,0.0,0.5800134539604187,0.0017456216737627983
,423.0,32.54622840881348,,423.0,,5530,,,133,1763260066.0655165,,,,
0.0002962365688290447,,33.34488654136658,0.014491056092083454,,-0.0046009039506316185,6400,0.139024019241333,23.974714279174805,147,1763260066.8641746,1051.0,0.0,0.5863586664199829,0.0008050845935940742
0.0002961597638204694,,33.45728540420532,-0.0006672190502285957,,-0.0025436170399188995,6528,0.4150469899177551,25.069419860839844,149,1763260066.9765735,1052.0,0.0,0.6346503496170044,0.0004873080179095268
,112.0,33.458465814590454,,112.0,,6529,,,150,1763260066.9777539,,,,
0.0002959293487947434,,33.80091214179993,0.004348653368651867,,-0.0005438812077045441,6912,0.021911144256591797,27.77167510986328,155,1763260067.3202002,1056.0,0.0,0.5712119340896606,0.0004947884008288383
,98.0,33.83675765991211,,98.0,,7013,,,157,1763260067.3560457,,,,
0.00029523810371756554,,35.07475781440735,-0.0025151921436190605,,0.007199324667453766,8064,0.019916176795959473,23.68791961669922,172,1763260068.5940459,1031.0,0.0,0.5599992871284485,0.001292170025408268
0.00029408602858893573,,38.32788109779358,-0.000615396536886692,,0.0004323013126850128,9984,0.23507440090179443,25.314605712890625,195,1763260071.8471692,901.0,0.0,0.5964745283126831,1.9443221390247345e-05
,95.0,39.33967113494873,,95.0,,10520,,,203,1763260072.8589592,,,,
,160.0,40.589921712875366,,160.0,,11253,,,213,1763260074.1092098,,,,
,303.0,41.17799687385559,,303.0,,11556,,,217,1763260074.697285,,,,
,88.0,42.247674226760864,,88.0,,12331,,,228,1763260075.7669623,,,,
,287.0,42.64367127418518,,287.0,,12788,,,233,1763260076.1629593,,,,
0.00029155146330595016,,44.038562297821045,0.020932728424668312,,-0.003194451332092285,14208,0.5005565285682678,19.14754867553711,251,1763260077.5578504,846.0,0.0,0.5711186528205872,0.002789674326777458
0.00029116743826307356,,44.711880922317505,5.5233947932720184e-05,,0.00037028174847364426,14848,0.027788519859313965,18.194175720214844,259,1763260078.231169,850.0,0.0,0.5876222252845764,2.1035782992839813e-05
0.0002908602182287723,,45.19234848022461,0.013148372992873192,,-0.031795188784599304,15360,0.0414729118347168,58.20212173461914,265,1763260078.7116365,856.0,0.0,0.5536707639694214,0.0011150147765874863
0.00029039938817732036,,45.87432408332825,0.003729427233338356,,0.0020112916827201843,16128,0.13141274452209473,17.057537078857422,273,1763260079.3936121,866.0,0.029296875,0.5673342347145081,0.0039001982659101486
,500.0,45.88886475563049,,500.0,,16167,,,274,1763260079.4081528,,,,
0.00028955453308299184,,47.20236682891846,-0.0001813312992453575,,0.018611960113048553,17536,0.35663163661956787,14.064620018005371,292,1763260080.721655,879.0,0.0,0.5535809397697449,0.00446986872702837
,118.0,49.05870962142944,,118.0,,19573,,,321,1763260082.5779977,,,,
,221.0,49.572885274887085,,221.0,,20050,,,327,1763260083.0921733,,,,
0.0002879416279029101,,49.77205228805542,0.0013780733570456505,,-0.0016555115580558777,20224,0.7605373859405518,12.440625190734863,330,1763260083.2913404,898.0,0.0,0.5684760212898254,2.797972410917282e-05
,132.0,49.88493776321411,,132.0,,20354,,,332,1763260083.4042258,,,,
,124.0,50.25349187850952,,124.0,,20750,,,337,1763260083.77278,,,,
,101.0,50.44766044616699,,101.0,,20957,,,340,1763260083.9669485,,,,
0.00028625191771425307,,52.755045890808105,-0.004670107737183571,,0.006391182541847229,23040,0.5501857995986938,30.834758758544922,370,1763260086.274334,903.0,0.0,0.5599820613861084,0.0002770218998193741
0.0002860215026885271,,53.14982628822327,0.022993681952357292,,-0.0494043305516243,23424,0.4976963400840759,46.94305419921875,375,1763260086.6691144,904.0,0.00390625,0.5910457372665405,0.0029285838827490807
,191.0,54.63123893737793,,191.0,,24880,,,396,1763260088.150527,,,,
0.0002837173524312675,,57.25970435142517,0.0001115947961807251,,-0.0029673799872398376,27264,0.6851538419723511,6.638116359710693,425,1763260090.7789924,908.0,0.0,0.5446568131446838,0.0002779606729745865
0.0002829493023455143,,58.51742601394653,0.010703591629862785,,-0.009183276444673538,28544,0.9163710474967957,19.914165496826172,441,1763260092.036714,913.0,0.00390625,0.5782315135002136,0.004353070631623268
0.0002824884722940624,,59.35689616203308,0.0066262707114219666,,-0.015345245599746704,29312,0.946860671043396,6.026838302612305,450,1763260092.8761842,913.0,0.0,0.5765977501869202,0.0006827134639024734
,201.0,61.60555672645569,,201.0,,31066,,,471,1763260095.1248448,,,,
0.00028095237212255597,,62.682926177978516,0.009587093256413937,,-0.005853503942489624,31872,0.7781605124473572,25.114944458007812,481,1763260096.2022142,899.0,0.0,0.5566610097885132,0.002125733532011509
0.00028049154207110405,,63.55809259414673,-0.00420860480517149,,0.00879068672657013,32640,0.9560527801513672,2.3789820671081543,490,1763260097.0773807,899.0,0.0,0.595209538936615,0.00021076668053865433
0.00027980029699392617,,65.00605201721191,-0.005721278488636017,,0.003815010190010071,33792,0.967496395111084,1.9245142936706543,504,1763260098.52534,895.0,0.0,0.5598709583282471,0.00022003427147865295
0.0002792626619338989,,66.63247966766357,-0.0019427686929702759,,0.0016992781311273575,34688,0.7216687798500061,30.90093421936035,515,1763260100.1517677,880.0,0.0,0.5666725635528564,0.0018639657646417618
0.0002784946118481457,,68.96707797050476,0.016502253711223602,,-0.00955713540315628,35968,0.9789690375328064,1.3760392665863037,530,1763260102.486366,862.0,0.001953125,0.5370100736618042,0.003314289264380932
0.0002780337817966938,,70.42313838005066,0.0035068197175860405,,-0.01537938229739666,36736,0.9255297183990479,1.8619046211242676,539,1763260103.9424264,851.0,0.001953125,0.5355485677719116,0.0015826290473341942
,179.0,71.54134964942932,,179.0,,37333,,,547,1763260105.0606377,,,,
0.0002772657317109406,,73.00947260856628,-0.002994881011545658,,-0.006123252213001251,38016,0.9765557646751404,2.542178153991699,555,1763260106.5287607,830.0,0.0,0.5644037127494812,0.0004091421142220497
0.00027711212169378996,,73.56411528587341,0.011157019063830376,,-0.021857736632227898,38272,0.9201763868331909,35.05817794799805,559,1763260107.0834033,826.0,0.0,0.5430713295936584,0.003019101917743683
,136.0,74.92005729675293,,136.0,,38952,,,568,1763260108.4393454,,,,
0.00027526883059181273,,80.68535470962524,0.005968194454908371,,0.0011162161827087402,41344,-0.03742325305938721,0.9907432198524475,595,1763260114.2046428,773.0,0.0,0.5067471265792847,0.0002641361206769943
0.00027419356047175825,,84.01748895645142,-7.590372115373611e-05,,0.020062724128365517,43136,0.8600212931632996,0.4963068962097168,612,1763260117.536777,759.0,0.009765625,0.46923547983169556,0.004992661066353321
0.0002741167554631829,,84.30776810646057,0.00044240616261959076,,0.0009789150208234787,43264,0.1528065800666809,96.49990844726562,614,1763260117.8270562,758.0,0.0,0.541679322719574,0.0002509281039237976
0.0002731950953602791,,87.22457575798035,-0.006255599670112133,,-0.0012121349573135376,44800,-0.03502845764160156,0.7113259434700012,630,1763260120.7438638,747.0,0.0,0.5482012629508972,0.0002384362742304802
0.0002728110703174025,,88.40868067741394,0.005367551930248737,,-0.007872478105127811,45440,0.3888968229293823,0.6808772683143616,636,1763260121.9279687,743.0,0.0,0.5669350028038025,0.0005692774429917336
,159.0,88.98109245300293,,159.0,,45776,,,640,1763260122.5003805,,,,
0.0002720430202316493,,90.91379451751709,-0.00010979827493429184,,-0.00042772479355335236,46720,-0.06721699237823486,0.380304217338562,650,1763260124.4330826,733.0,0.0,0.5377852916717529,1.2191012501716614e-06
0.0002712749701458961,,93.40627384185791,-0.01239891815930605,,-0.0013235211372375488,48000,0.041944801807403564,0.42558902502059937,664,1763260126.925562,725.0,0.0,0.5652431845664978,0.0005223909392952919
0.00027004609000869095,,97.16737508773804,-0.0010476009920239449,,0.005210358649492264,50048,-0.10459256172180176,0.18287718296051025,684,1763260130.6866632,715.0,0.0,0.5578965544700623,0.0011617029085755348
0.00026973886997438967,,98.04988431930542,-0.0021046753972768784,,-0.0012125028297305107,50560,0.4782555103302002,0.15695302188396454,689,1763260131.5691724,714.0,0.0,0.5729275345802307,0.0002580154687166214
0.00026927803992293775,,99.39219069480896,-0.005553241819143295,,-0.004157191142439842,51328,-0.3001689910888672,0.15801027417182922,698,1763260132.9114788,711.0,0.0,0.5861978530883789,0.00041190534830093384
0.0002690476248972118,,100.05426096916199,-0.0035538608208298683,,-0.000893961638212204,51712,-0.13043534755706787,0.20509657263755798,702,1763260133.573549,710.0,0.0,0.5275511741638184,7.054116576910019e-05
0.0002687404048629105,,101.01387429237366,0.0006692372262477875,,-0.007324753329157829,52224,-0.508063554763794,0.26351675391197205,707,1763260134.5331624,708.0,0.0,0.4918336272239685,0.0003504417836666107
0.00026743471971713006,,104.73026156425476,0.005839199759066105,,-0.009023893624544144,54400,-0.5379655361175537,1.333132028579712,729,1763260138.2495496,702.0,0.0,0.48054543137550354,0.0012471368536353111
0.00026582181453704834,,109.50974726676941,0.006231117062270641,,-0.0002864859998226166,57088,-0.1183786392211914,0.04296393692493439,757,1763260143.0290353,694.0,0.0,0.5552648305892944,0.0005661593750119209
0.00026551459450274706,,110.45115113258362,0.001153159886598587,,-0.0052871257066726685,57600,-0.16597890853881836,0.027372440323233604,762,1763260143.9704392,692.0,0.0,0.5378826260566711,0.0001006443053483963
,283.0,111.26784801483154,,283.0,,57986,,,767,1763260144.787136,,,,
0.0002648233494255692,,112.81869125366211,-0.00028538424521684647,,0.00576525554060936,58752,0.038442909717559814,217.95106506347656,775,1763260146.3379793,686.0,0.0,0.5695962309837341,0.00016082730144262314
,404.0,115.05173254013062,,404.0,,59930,,,788,1763260148.5710206,,,,
0.00026351766427978873,,116.93884062767029,0.01363067515194416,,-4.953145980834961e-05,60928,-0.07168459892272949,0.005235208198428154,797,1763260150.4581287,679.0,0.0,0.5159148573875427,0.0025192443281412125
0.0002629800292197615,,118.56903409957886,-0.03422320634126663,,-0.021477431058883667,61824,0.8135399222373962,0.000179549417225644,806,1763260152.0883222,677.0,0.005859375,0.5461041927337646,0.005687842145562172
0.00026244239415973425,,120.15112447738647,-0.0036306995898485184,,0.0017105787992477417,62720,0.3782871961593628,0.003914573695510626,815,1763260153.6704125,675.0,0.001953125,0.49749019742012024,0.002114158123731613
0.0002595238038338721,,128.7266435623169,0.00012638047337532043,,-0.017763879150152206,67584,0.09060919284820557,0.006328529678285122,863,1763260162.2459316,666.0,0.0,0.4609345495700836,0.0003890395164489746
