charts/learning_rate,charts/episodic_return,_runtime,losses/old_approx_kl,charts/episodic_length,losses/policy_loss,global_step,losses/explained_variance,losses/value_loss,_step,_timestamp,charts/SPS,losses/clipfrac,losses/entropy,losses/approx_kl
0.00025898616877384484,,130.3476254940033,0.0025872699916362762,,-0.00010525435209274292,68480,-0.00019788742065429688,112.16187286376953,872,1763260163.8669136,664.0,0.0,0.4383006989955902,0.0002621300518512726
,500.0,131.03842425346375,,500.0,,68930,,,876,1763260164.5577123,,,,
0.00025591396843083203,,139.4916286468506,0.01770588383078575,,-0.03366547077894211,73600,0.47883403301239014,0.005862005986273289,922,1763260173.0109167,655.0,0.01171875,0.41472893953323364,0.006975275464355946
,500.0,140.84344339370728,,500.0,,74430,,,930,1763260174.3627315,,,,
0.00025491550331935287,,142.43898916244507,0.008042736910283566,,-0.01716284453868866,75264,-1.0120832920074463,0.0003191835421603173,938,1763260175.9582772,653.0,0.01171875,0.4475902020931244,0.0043210433796048164
0.0002547618933022022,,142.9201683998108,-0.018003299832344055,,0.008381824940443039,75520,-0.0006462335586547852,219.34889221191406,941,1763260176.4394565,652.0,0.001953125,0.4509197473526001,0.0025285249575972557
0.0002546850882936269,,143.1325786113739,0.0005934946238994598,,-0.010565463453531265,75648,0.12386929988861084,0.007009519729763269,942,1763260176.6518667,652.0,0.005859375,0.4493297040462494,0.0034612957388162613
0.0002543010632507503,,144.3057427406311,0.007938036695122719,,-0.003463398665189743,76288,-0.08254790306091309,0.0007378732552751899,948,1763260177.8250308,651.0,0.0,0.4329909086227417,0.0010532177984714508
,500.0,149.14521670341492,,500.0,,78930,,,974,1763260182.6645048,,,,
0.0002523809380363673,,150.33607363700867,-0.00021154619753360748,,0.001580171287059784,79488,0.0010504722595214844,29.051128387451172,980,1763260183.8553617,645.0,0.0,0.5273001194000244,0.0004650671035051346
0.0002520737471058965,,151.29489660263062,0.0017694449052214622,,0.0010377466678619385,80000,-0.00012230873107910156,66.77472686767578,985,1763260184.8141847,644.0,0.0,0.5360718369483948,0.00038765277713537216
0.0002514593070372939,,153.15826177597046,-0.021829048171639442,,-0.006078977137804031,81024,-8.487701416015625e-05,153.21038818359375,995,1763260186.6775498,643.0,0.0,0.5362374782562256,0.0013810377568006516
0.00025130569702014327,,153.61103177070618,0.005311295390129089,,-0.005765847861766815,81280,0.16186702251434326,0.0005404447438195348,997,1763260187.1303198,643.0,0.001953125,0.5285931825637817,0.0033484995365142822
0.0002502304269000888,,156.93809390068054,-0.006385328248143196,,-0.02683187462389469,83072,-0.1776491403579712,0.0073839956894516945,1015,1763260190.457382,640.0,0.01171875,0.47267863154411316,0.004061473533511162
0.0002499232068657875,,157.88680863380432,0.00588745903223753,,-0.011335164308547974,83584,-0.1744976043701172,0.0056133149191737175,1020,1763260191.4060967,639.0,0.0,0.48135149478912354,0.0006799427792429924
0.0002492319617886096,,159.98624753952026,0.009858700446784496,,-0.017197176814079285,84736,-0.23205924034118652,0.00039001682307571173,1031,1763260193.5055356,638.0,0.0078125,0.42419198155403137,0.002300378866493702
0.0002480798866599798,,163.454913854599,-0.001175140030682087,,-0.0007769465446472168,86656,0.09382975101470947,0.0048660640604794025,1050,1763260196.974202,636.0,0.0,0.38531431555747986,0.00022584479302167892
,500.0,163.9074251651764,,500.0,,86930,,,1053,1763260197.4267132,,,,
,500.0,164.78477883338928,,500.0,,87430,,,1058,1763260198.304067,,,,
0.0002460829564370215,,169.2387011051178,0.001790202222764492,,-0.004064877517521381,89984,0.00045561790466308594,218.9786834716797,1083,1763260202.7579892,633.0,0.005859375,0.421102911233902,0.0008344510570168495
0.00024554532137699425,,170.74133610725403,0.02035832591354847,,0.00031286850571632385,90880,-0.3713115453720093,9.115118882618845e-05,1091,1763260204.2606242,633.0,0.00390625,0.4736275374889374,0.0048548439517617226
0.0002446236612740904,,173.4907898902893,0.002893933095037937,,-0.012147732079029083,92416,-0.08692681789398193,0.0002839557419065386,1106,1763260207.010078,631.0,0.00390625,0.4367867112159729,0.00040395092219114304
0.00024393241619691253,,175.59567379951477,0.005477327853441238,,0.004089605063199997,93568,-0.056734442710876465,0.0039774165488779545,1118,1763260209.1149619,630.0,0.0,0.4561183750629425,0.00045332498848438263
0.0002434715861454606,,176.98653602600098,0.0016939761117100716,,0.007259339094161987,94336,0.056835711002349854,5.530845373868942e-05,1125,1763260210.505824,630.0,0.001953125,0.5204121470451355,0.0017328476533293724
0.00024301075609400868,,178.39541101455688,-0.0016806172206997871,,-0.0013857781887054443,95104,-0.42870473861694336,0.00674182316288352,1133,1763260211.914699,629.0,0.0,0.4581507444381714,0.0001161741092801094
0.00024224270600825548,,180.6331558227539,-0.0026527466252446175,,-0.004408279433846474,96384,-0.38579678535461426,9.179321205010638e-05,1145,1763260214.152444,628.0,0.0,0.5012896656990051,0.0002421131357550621
0.00024109063087962568,,184.05319499969482,-0.0002530040219426155,,-0.0017396509647369385,98304,-0.014864444732666016,0.00023620942374691367,1164,1763260217.572483,626.0,0.0,0.47771576046943665,0.0002742866054177284
,500.0,184.11707162857056,,500.0,,98430,,,1165,1763260217.6363597,,,,
0.00024062980082817376,,185.4421465396881,0.005736520513892174,,-0.0010564569383859634,99072,-0.016603946685791016,0.006336609832942486,1172,1763260218.9614346,626.0,0.0,0.471890389919281,0.00024022534489631653
0.00024009216576814651,,187.05633902549744,0.014811214059591293,,0.0029782354831695557,99968,-0.00010526180267333984,99.77748107910156,1181,1763260220.575627,625.0,0.0,0.48544538021087646,0.001444181427359581
0.00023978494573384523,,187.98668932914734,0.0018676742911338806,,-0.0028021447360515594,100480,-0.00017213821411132812,277.36724853515625,1186,1763260221.5059774,625.0,0.0,0.5276623368263245,0.0001650545746088028
0.00023909370065666735,,190.10900139808655,0.001123899593949318,,-0.004737602546811104,101632,-0.33115458488464355,0.005192589480429888,1197,1763260223.6282895,624.0,0.0,0.5799145698547363,0.0017558429390192032
0.0002380952355451882,,193.14252495765686,0.008882385678589344,,0.004132898524403572,103296,0.05793130397796631,0.00025992433074861765,1213,1763260226.661813,622.0,0.0,0.511674702167511,0.00047580990940332413
,500.0,193.41596722602844,,500.0,,103430,,,1215,1763260226.9352553,,,,
0.00023732718545943499,,195.46738576889038,0.00809494312852621,,-0.007989391684532166,104576,0.03781670331954956,0.006685370113700628,1226,1763260228.9866738,621.0,0.0,0.4668857157230377,0.0005137091502547264
0.00023709677043370903,,196.1941158771515,-0.006716586649417877,,-0.007823467254638672,104960,-4.7326087951660156e-05,108.41642761230469,1230,1763260229.713404,621.0,0.0,0.443498432636261,0.00010393001139163971
,500.0,196.9102921485901,,500.0,,105430,,,1234,1763260230.4295802,,,,
0.00023617511033080518,,198.94054579734802,-0.0016295351088047028,,-0.011631730943918228,106496,4.470348358154297e-06,187.00076293945312,1245,1763260232.4598339,620.0,0.001953125,0.4970146715641022,0.001959569752216339
,500.0,200.6199049949646,,500.0,,107430,,,1254,1763260234.139193,,,,
0.00023456220515072346,,203.94258952140808,-0.006365475244820118,,0.00538930669426918,109184,-0.6728463172912598,0.001197677687741816,1271,1763260237.4618776,617.0,0.0078125,0.4595927298069,0.002516292966902256
0.00023287250951398164,,209.262348651886,-0.0014653773978352547,,0.00043955445289611816,112000,-5.352497100830078e-05,259.6323547363281,1299,1763260242.7816367,615.0,0.0,0.4734298586845398,0.0001187669113278389
0.0002304147492395714,,216.3866286277771,-0.00012723170220851898,,-0.006481342017650604,116096,0.023180484771728516,0.006311370991170406,1339,1763260249.9059167,613.0,0.0,0.5659129619598389,0.00027321092784404755
0.00023033794423099607,,216.60599946975708,0.0007654158398509026,,-0.011738475412130356,116224,-0.34359681606292725,0.0002834532060660422,1340,1763260250.1252875,613.0,0.001953125,0.5387497544288635,0.002550586126744747
0.00022980030917096883,,218.62885546684265,-0.0024036644026637077,,-0.0017377808690071106,117120,0.18106824159622192,0.006090926472097635,1349,1763260252.1481435,612.0,0.0,0.5539018511772156,0.000470195896923542
0.0002289554540766403,,221.40576481819153,-0.001735832542181015,,-0.0023284107446670532,118528,0.00021082162857055664,95.52951049804688,1363,1763260254.925053,610.0,0.0,0.5592362880706787,0.0005970485508441925
0.00022880184405948967,,221.83240866661072,-0.0188833549618721,,-0.013188637793064117,118784,0.2930005192756653,0.00018056092085316777,1365,1763260255.3516967,610.0,0.00390625,0.5919778347015381,0.0016248803585767746
0.00022849462402518839,,222.69193649291992,-0.025188250467181206,,-0.021438874304294586,119296,-0.4833179712295532,0.0003527327789925039,1370,1763260256.2112246,610.0,0.0078125,0.4706242084503174,0.005876653827726841
0.00022788018395658582,,224.43442225456238,-0.0006293132901191711,,-0.008741958066821098,120320,-0.31340503692626953,0.00026094928034581244,1380,1763260257.9537103,610.0,0.001953125,0.5133829116821289,0.0010246708989143372
,500.0,224.49184679985046,,500.0,,120430,,,1381,1763260258.0111349,,,,
0.0002274193539051339,,225.80357384681702,0.0007438967004418373,,-0.00032425299286842346,121088,0.26951295137405396,0.006509868428111076,1388,1763260259.322862,609.0,0.0,0.5191848278045654,0.0004847599193453789
0.00022695852385368198,,227.1021420955658,-0.006892024539411068,,-0.006903601810336113,121856,0.2330789566040039,8.274899300886318e-05,1395,1763260260.6214302,609.0,0.001953125,0.5031871795654297,0.0013001961633563042
0.00022672810882795602,,227.7863962650299,-0.008236199617385864,,0.0037894845008850098,122240,-0.4891090393066406,0.00038646766915917397,1399,1763260261.3056843,609.0,0.001953125,0.5488871335983276,0.001597728580236435
0.00022634408378507942,,228.8892216682434,-5.0800852477550507e-05,,-0.0031960196793079376,122880,-0.19908618927001953,0.00010491016291780397,1405,1763260262.4085097,609.0,0.0,0.5784155130386353,0.0004208004102110863
0.0002247311786049977,,233.59572434425354,0.01719079166650772,,-0.0059930793941020966,125568,0.11842334270477295,0.0048865643329918385,1432,1763260267.1150124,608.0,0.0,0.5042332410812378,0.0029811011627316475
0.00022465437359642237,,233.80593705177307,0.014323129318654537,,-0.009841091930866241,125696,0.4527292251586914,0.00010903942165896297,1433,1763260267.325225,608.0,0.009765625,0.5358996987342834,0.007546085864305496
,500.0,237.58208894729614,,500.0,,127930,,,1455,1763260271.101377,,,,
0.0002232718834420666,,237.7962203025818,-0.007278374396264553,,-0.0036522597074508667,128000,0.0003656744956970215,292.42523193359375,1456,1763260271.3155084,607.0,0.0,0.5578088164329529,0.0010881973430514336
0.0002231950784334913,,237.98947858810425,-0.004160134121775627,,-0.005969785153865814,128128,-0.12279224395751953,0.005875943228602409,1457,1763260271.5087667,608.0,0.0,0.5774919986724854,0.00035933032631874084
,500.0,246.14130091667175,,500.0,,134004,,,1514,1763260279.660589,,,,
0.00021927803754806519,,247.3709909915924,0.004171459935605526,,-0.006099293008446693,134656,0.10334575176239014,0.004916534759104252,1521,1763260280.890279,611.0,0.0,0.6079120635986328,0.0011606765910983086
0.00021904762252233922,,248.02392172813416,0.00201985239982605,,0.0002585332840681076,135040,6.532669067382812e-05,147.35678100585938,1525,1763260281.5432098,611.0,0.0,0.5328677892684937,0.0005128048360347748
0.00021889401250518858,,248.42212891578674,0.0035587958991527557,,0.0094519704580307,135296,-0.05954301357269287,0.000303029315546155,1527,1763260281.941417,611.0,0.00390625,0.46780115365982056,0.004144182428717613
,500.0,248.6930649280548,,500.0,,135504,,,1529,1763260282.212353,,,,
,500.0,249.5238733291626,,500.0,,136004,,,1534,1763260283.0431614,,,,
0.00021835637744516134,,249.8720850944519,0.001140328124165535,,-0.0002260832116007805,136192,-0.09160387516021729,0.005464518442749977,1536,1763260283.3913732,611.0,0.0,0.5245678424835205,9.554438292980194e-05
0.00021789554739370942,,250.72054743766785,0.018022149801254272,,-0.0023121125996112823,136960,-0.19855642318725586,0.0001417414314346388,1543,1763260284.2398355,612.0,0.0,0.5647143721580505,0.0009747184813022614
0.0002178187423851341,,250.91250038146973,-0.004128005355596542,,0.0024414733052253723,137088,6.079673767089844e-06,141.63278198242188,1545,1763260284.4317884,612.0,0.0,0.5392341613769531,0.00035891495645046234
0.00021774193737655878,,251.0636785030365,-0.004826052114367485,,-0.005865640938282013,137216,-0.0548405647277832,0.0037936463486403227,1546,1763260284.5829666,613.0,0.0,0.5088709592819214,0.0004669465124607086
0.00021697388729080558,,252.45860075950623,0.007538076490163803,,-0.007316410541534424,138496,-0.16031575202941895,0.00018009392078965902,1558,1763260285.9778888,614.0,0.01171875,0.49111559987068176,0.0023952405899763107
,500.0,252.48720264434814,,500.0,,138504,,,1559,1763260286.0064907,,,,
,500.0,252.9348382949829,,500.0,,139004,,,1563,1763260286.4541264,,,,
0.00021651305723935366,,253.574880361557,0.0173066146671772,,-0.021463695913553238,139264,0.2715877294540405,0.00021968662622384727,1566,1763260287.0941684,615.0,0.0,0.5836279988288879,0.0019695693626999855
0.0002152073720935732,,257.36960005760193,-0.016707539558410645,,-0.008464261889457703,141440,-0.1937105655670166,6.862267764518037e-05,1588,1763260290.8888881,614.0,0.0,0.5760273933410645,0.0016586342826485634
,500.0,257.4282648563385,,500.0,,141549,,,1589,1763260290.947553,,,,
0.00021466973703354597,,258.84246611595154,0.00015099160373210907,,-0.0025251172482967377,142336,-0.02152121067047119,0.00017353100702166557,1597,1763260292.3617542,614.0,0.0,0.5779916048049927,0.000318039208650589
0.0002140552969649434,,260.53019976615906,0.0008926838636398315,,0.016282305121421814,143360,-0.10456645488739014,0.0004131058230996132,1607,1763260294.0494878,614.0,0.0,0.5995315313339233,0.0011664722114801407
,500.0,260.7661509513855,,500.0,,143549,,,1609,1763260294.285439,,,,
0.00021390168694779277,,260.960720539093,0.0010485583916306496,,-0.0011957958340644836,143616,0.0002428889274597168,31.715614318847656,1610,1763260294.4800086,614.0,0.0,0.5706948637962341,4.235934466123581e-05
0.00021374807693064213,,261.3391852378845,-0.008723334409296513,,-0.007432315498590469,143872,-0.21153700351715088,0.00039012316847220063,1612,1763260294.8584733,614.0,0.0,0.5958908796310425,0.00023083854466676712
0.0002129032218363136,,263.17270278930664,-0.0011985599994659424,,0.005249532870948315,145280,-0.6720607280731201,0.007236805744469166,1626,1763260296.6919909,615.0,0.0,0.4213145673274994,0.0003502853214740753
,500.0,264.51606917381287,,500.0,,146549,,,1638,1763260298.0353572,,,,
,500.0,270.5297508239746,,500.0,,151549,,,1687,1763260304.049039,,,,
,500.0,277.81247210502625,,500.0,,156049,,,1732,1763260311.3317602,,,,
0.0002056067605735734,,280.0548565387726,0.0026788683608174324,,0.010296814143657684,157440,-0.06948566436767578,9.378478716826066e-05,1745,1763260313.5741446,622.0,0.013671875,0.5258660912513733,0.0018559405580163002
0.0002051459305221215,,281.18396186828613,-0.0016466546803712845,,0.003428678959608078,158208,-0.08139216899871826,0.003460280131548643,1753,1763260314.70325,623.0,0.0,0.5443326830863953,0.00033005140721797943
0.00020506912551354617,,281.299955368042,-0.00935339368879795,,-0.0074908435344696045,158336,-0.06052076816558838,0.00021645212837029248,1754,1763260314.8192434,623.0,0.0,0.566155195236206,0.0017788372933864594
0.0002043778804363683,,282.5143587589264,0.0026180325075984,,-0.006366625428199768,159488,0.014408111572265625,5.4490210459334776e-05,1765,1763260316.0336468,624.0,0.0,0.5965929627418518,0.0009768763557076454
0.00020422427041921765,,282.80198192596436,0.003999672830104828,,-0.011419303715229034,159744,-0.06029176712036133,0.006521449889987707,1768,1763260316.32127,625.0,0.0,0.5763518810272217,0.0010010618716478348
0.00020384024537634104,,283.5832185745239,-0.003186364658176899,,0.019937369972467422,160384,-0.0004801750183105469,284.9087219238281,1777,1763260317.1025066,625.0,0.0,0.5357325077056885,0.0008789403364062309
0.00020184331515338272,,287.5989022254944,-0.0021623745560646057,,-0.0033359192311763763,163712,-0.16788196563720703,0.0006900718435645103,1818,1763260321.1181903,628.0,0.0,0.5078343152999878,0.0003116689622402191
0.00020153609511908144,,288.19284677505493,0.008001971989870071,,-0.008271638303995132,164224,-0.4316868782043457,0.00029006644035689533,1823,1763260321.7121348,629.0,0.0,0.5068066120147705,0.0010549072176218033
