losses/value_loss,charts/learning_rate,losses/explained_variance,losses/clipfrac,losses/old_approx_kl,losses/entropy,losses/policy_loss,losses/approx_kl,global_step,charts/episodic_length,_step,_runtime,_timestamp,charts/episodic_return,charts/SPS
274.19219970703125,0.00010353302786825225,3.516674041748047e-05,0.0,-0.00052617397159338,0.5721299648284912,-0.001418091356754303,5.1829032599925995e-05,327552,,3419,330.29902625083923,1763260415.2418423,,1083.0
0.00024721986846998334,0.00010307219781680033,-0.1972447633743286,0.0,-0.008157643489539623,0.5479238629341125,-0.0024551227688789368,0.0005822079256176949,328320,,3426,330.96820974349976,1763260415.9110258,,1083.0
,,,,,,,,328511,500.0,3428,331.10244941711426,1763260416.0452654,500.0,
0.0033729022834450006,0.00010253456275677308,-0.04669845104217529,0.0,0.0037732739001512527,0.567685604095459,-0.0006471090018749237,7.619522511959076e-05,329216,,3435,331.8071894645691,1763260416.7500055,,1083.0
0.003177855396643281,0.00010161290265386924,0.062354207038879395,0.0,-0.0008887546136975288,0.5737873315811157,0.0019902512431144714,4.920829087495804e-05,330752,,3450,333.26184606552124,1763260418.204662,,1083.0
0.00015883987362030894,0.00010153609764529392,-0.13841259479522705,0.0,-0.000848560594022274,0.6089665293693542,-0.0006252573803067207,1.2810342013835907e-05,330880,,3451,333.4094581604004,1763260418.3522742,,1082.0
,,,,,,,,332011,500.0,3462,334.3436951637268,1763260419.2865112,500.0,
0.0001513604656793177,9.999999747378752e-05,-0.06102561950683594,0.0,-0.0021554818376898766,0.5884757041931152,-0.0009275302290916443,6.996188312768936e-05,333440,,3476,335.7183270454407,1763260420.661143,,1083.0
0.002959474455565214,9.984638745663688e-05,-0.2703779935836792,0.0,-0.0013437988236546516,0.5752825736999512,-0.011334091424942017,0.0005451207980513573,333696,,3479,335.9453468322754,1763260420.8881629,,1083.0
201.69610595703125,9.869431960396469e-05,-2.8252601623535156e-05,0.0,-0.00011710915714502335,0.5671964883804321,-0.0007108645513653755,8.617527782917023e-06,335616,,3498,337.69075655937195,1763260422.6335726,,1083.0
152.11431884765625,9.83870995696634e-05,-4.0650367736816406e-05,0.0,-0.0005347318947315216,0.5879021883010864,0.0012687109410762787,3.8487836718559265e-05,336128,,3503,338.1379792690277,1763260423.0807953,,1083.0
0.0032584299333393574,9.777265950106084e-05,0.018267452716827393,0.0,0.0017788829281926155,0.5397536754608154,-0.005390148609876633,0.0004127388820052147,337152,,3513,339.0699279308319,1763260424.012744,,1083.0
0.00023420389334205538,9.700460941530764e-05,-0.5838863849639893,0.0,0.0008507538586854935,0.5434497594833374,0.0010131560266017914,3.446266055107117e-05,338432,,3525,340.2516279220581,1763260425.194444,,1083.0
254.4298858642578,9.631336433812976e-05,-7.855892181396484e-05,0.0,-0.0019159941002726555,0.5454710721969604,-0.0006149839609861374,9.997840970754623e-05,339584,,3537,341.3214030265808,1763260426.264219,,1083.0
0.0002530945639591664,9.523809421807528e-05,-0.04105484485626221,0.0,-0.0010741911828517914,0.5906079411506653,-0.00803808867931366,0.00041949562728405,341376,,3554,342.9944498538971,1763260427.9372659,,1083.0
0.00026801147032529116,9.516128920949996e-05,-0.42784714698791504,0.0,-0.00041919853538274765,0.5470288991928101,-0.0013298243284225464,1.93743035197258e-05,341504,,3555,343.10987997055054,1763260428.052696,,1083.0
494.5710144042969,9.393240907229483e-05,-5.364418029785156e-06,0.0,-0.0026814788579940796,0.6015086770057678,0.0032722800970077515,4.416331648826599e-05,343552,,3576,344.9885604381561,1763260429.9313765,,1083.0
0.00021071337687317282,9.377879905514419e-05,-0.07553744316101074,0.0,0.0016503864899277687,0.6005598306655884,-0.001217050477862358,0.00012926477938890457,343808,,3578,345.20869994163513,1763260430.151516,,1083.0
69.28150939941406,9.362518903799355e-05,0.00030934810638427734,0.0,0.004276788793504238,0.5510821342468262,-0.01833934150636196,0.0003738934174180031,344064,,3581,345.4365191459656,1763260430.3793352,,1083.0
,,,,,,,,344944,500.0,3589,346.1842987537384,1763260431.1271148,500.0,
0.0001597309747012332,9.162826609099284e-05,-0.17947602272033691,0.0,0.004230759106576443,0.5740174055099487,-0.0011254027485847473,9.430665522813797e-05,347392,,3613,348.4652831554413,1763260433.4080992,,1083.0
0.0009070730884559453,9.116743603954092e-05,-0.35738956928253174,0.0,3.952253609895706e-05,0.5974366068840027,0.0005728881806135178,1.7534010112285614e-05,348160,,3622,349.182737827301,1763260434.1255538,,1083.0
0.00038843986112624407,9.009216591948643e-05,0.184919536113739,0.0,-0.003962812013924122,0.5534932613372803,0.0007114000618457794,2.8352253139019012e-05,349952,,3640,350.7956736087799,1763260435.7384896,,1083.0
496.7982482910156,8.917050581658259e-05,-0.0002588033676147461,0.0,0.0014341147616505623,0.574830949306488,0.0019461996853351593,3.466662019491196e-05,351488,,3656,352.22070240974426,1763260437.1635184,,1083.0
0.00028766499599441886,8.832565072225407e-05,-1.5751724243164062,0.0,-0.0007387101650238037,0.5873112082481384,-0.0027194246649742126,0.00023933686316013336,352896,,3669,353.4900703430176,1763260438.4328864,,1083.0
0.00020748248789459467,8.77112106536515e-05,-0.14436650276184082,0.0,-0.0003622528165578842,0.6125770807266235,-0.005080766975879669,0.00022749416530132294,353920,,3679,354.47021555900574,1763260439.4130316,,1083.0
0.00023416901240125299,8.748079562792554e-05,-0.07597005367279053,0.0,-0.0009660674259066582,0.5863572955131531,6.898865103721619e-05,9.451992809772491e-06,354304,,3683,354.80719351768494,1763260439.7500095,,1083.0
0.00047304696636274457,8.740399061935022e-05,-1.7757863998413086,0.0,0.00031825993210077286,0.5475493669509888,0.0001230686902999878,1.6381964087486267e-06,354432,,3684,354.9186806678772,1763260439.8614967,,1083.0
0.0030419547110795975,8.579109271522611e-05,0.12886667251586914,0.0,-0.00020228605717420578,0.5434010624885559,-0.0025659557431936264,0.0007644845172762871,357120,,3711,357.3531882762909,1763260442.2960043,,1083.0
0.00025021773763000965,8.563748269807547e-05,-0.31404125690460205,0.0,0.0008490737527608871,0.5839489102363586,-0.002700348850339651,5.052052438259125e-05,357376,,3713,357.6130630970001,1763260442.555879,,1083.0
134.71142578125,8.556067768950015e-05,-7.49826431274414e-05,0.0,0.0005452530458569527,0.5708079934120178,0.003360118716955185,4.663597792387009e-05,357504,,3715,357.72738313674927,1763260442.6701992,,1083.0
0.002534896833822131,8.456221257802099e-05,-0.03467071056365967,0.0,0.0006837528198957443,0.5588619709014893,-0.0015276744961738586,1.1427327990531921e-05,359168,,3731,359.22064757347107,1763260444.1634636,,1083.0
,,,,,,,,359473,500.0,3734,359.46601843833923,1763260444.4088345,500.0,
0.0007192470948211849,8.31029174150899e-05,0.00019252300262451172,0.0,0.0012369658797979355,0.5194047093391418,0.00042719580233097076,1.695193350315094e-05,361600,,3755,361.4283034801483,1763260446.3711195,,1084.0
0.002458155620843172,8.187403727788478e-05,-0.04820549488067627,0.0,0.0006658239290118217,0.5701136589050293,0.0005909577012062073,1.1234544217586517e-05,363648,,3775,363.3056800365448,1763260448.248496,,1084.0
341.7054748535156,8.164362225215882e-05,1.2516975402832031e-06,0.0,0.0010536015033721924,0.5248754620552063,-0.0005877688527107239,1.7765909433364868e-05,364032,,3779,363.64475083351135,1763260448.5875669,,1084.0
0.0025634258054196835,8.010752935661003e-05,-0.614059329032898,0.0,-0.00047809816896915436,0.6043035984039307,-0.0006081536412239075,8.365139365196228e-06,366592,,3804,365.9960870742798,1763260450.938903,,1084.0
,,,,,,,,366901,500.0,3807,366.2384638786316,1763260451.18128,500.0,
290.6145935058594,7.749615906504914e-05,-0.00011467933654785156,0.0,-5.3144991397857666e-05,0.6042454838752747,0.00228886678814888,8.079223334789276e-05,370944,,3847,369.9886438846588,1763260454.93146,,1084.0
0.0003298671799711883,7.549922884209082e-05,-0.201568603515625,0.0,0.0028944388031959534,0.5583193302154541,-0.0002804100513458252,8.121877908706665e-05,374272,,3879,372.9866716861725,1763260457.9294877,,1084.0
0.0003463208850007504,7.526881381636485e-05,0.5112584829330444,0.0,0.0005086511373519897,0.527617335319519,-0.004990430548787117,7.9374760389328e-05,374656,,3883,373.3598418235779,1763260458.3026578,,1084.0
0.00020098334061913192,7.519200880778953e-05,-1.4954895973205566,0.0,-0.0014276299625635147,0.5491692423820496,0.0017728246748447418,3.3406540751457214e-05,374784,,3884,373.4719195365906,1763260458.4147356,,1084.0
0.00196462101303041,7.503840606659651e-05,-0.030508995056152344,0.0,-0.0011766823008656502,0.5427259206771851,-0.0006248913705348969,1.5513040125370026e-05,375040,,3887,373.6981899738312,1763260458.641006,,1084.0
121.7360610961914,7.480799104087055e-05,-0.00010716915130615234,0.0,-0.0020245322957634926,0.5411626696586609,-0.0011523813009262085,2.509448677301407e-05,375424,,3891,374.0349111557007,1763260458.9777272,,1084.0
0.0004888487746939063,7.434716098941863e-05,-2.2217280864715576,0.0,-0.0009726677089929581,0.5730313658714294,-0.003437720239162445,9.096227586269379e-05,376192,,3898,374.7449631690979,1763260459.6877792,,1084.0
0.0027356441132724285,7.35023058950901e-05,-0.059352755546569824,0.0,-0.00261797197163105,0.5765079259872437,0.0003018351271748543,0.00017053447663784027,377600,,3912,376.0157434940338,1763260460.9585595,,1084.0
,,,,,,,,377901,500.0,3915,376.29153394699097,1763260461.23435,500.0,
0.00041069576400332153,7.250384078361094e-05,-0.0438990592956543,0.0,-0.0005477685481309891,0.48340117931365967,-0.005380852147936821,0.0001867692917585373,379264,,3928,377.60336899757385,1763260462.546185,,1084.0
,,,,,,,,380901,500.0,3944,379.0374119281769,1763260463.980228,500.0,
467.5567626953125,7.150537567213178e-05,0.00019466876983642578,0.0,-0.0018661106005311012,0.4947397708892822,0.0007274411618709564,6.080884486436844e-05,380928,,3945,379.1159634590149,1763260464.0587795,,1084.0
0.003331254469230771,7.142857066355646e-05,-0.10610032081604004,0.0,-0.0010320432484149933,0.5024324655532837,-8.334685117006302e-05,0.0003077797591686249,381056,,3946,379.2271227836609,1763260464.1699388,,1084.0
,,,,,,,,381901,500.0,3954,379.96572065353394,1763260464.9085367,500.0,
0.00028639734955504537,7.035330054350197e-05,-0.04717755317687988,0.0,0.0017913095653057098,0.5448704957962036,-0.006026566028594971,0.00011311285197734833,382848,,3963,380.86674284935,1763260465.8095589,,1084.0
,,,,,,,,383401,500.0,3969,381.3323075771332,1763260466.2751236,500.0,
0.002612406387925148,6.927803042344749e-05,-1.014045000076294,0.0,0.0009313607588410378,0.5151879191398621,-0.002091694623231888,0.00011000875383615494,384640,,3981,382.54924416542053,1763260467.4920602,,1084.0
0.00027539144502952695,6.912442040629685e-05,0.5044161081314087,0.0,-0.0024433843791484833,0.5363515019416809,-0.0012795180082321167,8.99098813533783e-05,384896,,3983,382.7704610824585,1763260467.713277,,1084.0
0.0002653684059623629,6.827957258792594e-05,-0.41186463832855225,0.0,-0.0002120165154337883,0.5255237221717834,-0.00013759732246398926,4.0656886994838715e-05,386304,,3997,384.0354914665222,1763260468.9783075,,1084.0
0.0021110358648002148,6.689708243357018e-05,0.03284484148025513,0.0,0.0021909931674599648,0.5257158279418945,-0.002830326557159424,7.791724056005478e-05,388608,,4020,386.16824650764465,1763260471.1110625,,1084.0
0.0019700645934790373,6.451612716773525e-05,0.016922056674957275,0.0,0.0014136787503957748,0.576860785484314,-0.0032239332795143127,3.4460797905921936e-05,392576,,4059,389.78038120269775,1763260474.7231972,,1084.0
,,,,,,,,395401,500.0,4087,392.31230425834656,1763260477.2551203,500.0,
,,,,,,,,395901,500.0,4091,392.6870286464691,1763260477.6298447,500.0,
218.48878479003906,6.175115413498133e-05,-2.3365020751953125e-05,0.0,0.00020096171647310257,0.6298481822013855,0.0005369074642658234,2.226792275905609e-06,397184,,4105,393.9529242515564,1763260478.8957403,,1084.0
479.29461669921875,6.152073910925537e-05,1.0609626770019531e-05,0.0,-0.0003432035446166992,0.6044393181800842,-8.490681648254395e-05,3.846362233161926e-06,397568,,4109,394.2865400314331,1763260479.229356,,1084.0
0.0026477554347366095,6.113671406637877e-05,-0.03726351261138916,0.0,0.005828304216265678,0.536165714263916,-0.007986404001712799,0.00030897557735443115,398208,,4115,394.84451842308044,1763260479.7873344,,1085.0
316.5450439453125,6.090629904065281e-05,-2.0623207092285156e-05,0.0,-0.000432036817073822,0.5775388479232788,4.439055919647217e-05,1.7080456018447876e-06,398592,,4119,395.21367931365967,1763260480.1564953,,1085.0
220.7841339111328,5.937019886914641e-05,0.0001926422119140625,0.0,-0.00019142590463161469,0.5285416841506958,-0.0010044388473033905,4.733167588710785e-05,401152,,4144,397.5242397785187,1763260482.4670558,,1085.0
0.0021985452622175217,5.8986173826269805e-05,0.532737135887146,0.0,0.002824852243065834,0.5357341170310974,-0.0006800200790166855,4.999712109565735e-05,401792,,4150,398.11597776412964,1763260483.0587938,,1085.0
440.56036376953125,5.791090734419413e-05,-6.878376007080078e-05,0.0,-0.0002504102885723114,0.5879734754562378,0.00019121170043945312,1.087784767150879e-06,403584,,4168,399.7171046733856,1763260484.6599207,,1085.0
0.0022116699256002903,5.6912442232714966e-05,-0.0019949674606323242,0.0,0.001162261702120304,0.530981183052063,-0.00041880086064338684,9.081326425075531e-06,405248,,4184,401.27870082855225,1763260486.2215168,,1085.0
0.0021296062041074038,5.6298002164112404e-05,0.09587079286575317,0.0,-0.0025612106546759605,0.5702260732650757,-0.00029613450169563293,6.0784630477428436e-05,406272,,4194,402.21527457237244,1763260487.1580906,,1085.0
0.0021179544273763895,5.599078212981112e-05,-0.08428406715393066,0.0,-0.00425847340375185,0.5963236689567566,0.0005596447736024857,0.0001574913039803505,406784,,4199,402.7009561061859,1763260487.6437721,,1085.0
0.0006095911376178265,5.4454685596283525e-05,0.0671384334564209,0.0,-0.0017841309309005737,0.5048747658729553,-0.0016815736889839172,0.0004418604075908661,409344,,4224,405.07638478279114,1763260490.0192008,,1085.0
0.0006025347975082695,5.4147465561982244e-05,-0.14585769176483154,0.0,0.0017922455444931984,0.5411826372146606,-0.0002254098653793335,4.475470632314682e-05,409856,,4229,405.5643832683563,1763260490.5071993,,1085.0
0.002377887722104788,5.330261046765372e-05,-0.16789460182189941,0.0,0.00032949820160865784,0.5402997732162476,-0.00048667192459106445,1.6897916793823242e-05,411264,,4243,406.8331570625305,1763260491.775973,,1085.0
,,,,,,,,411561,500.0,4246,407.0742156505585,1763260492.0170317,500.0,
260.1554870605469,5.276497540762648e-05,-7.62939453125e-05,0.0,-0.0019770413637161255,0.5905530452728271,-0.0007394999265670776,3.173016011714935e-05,412160,,4252,407.659868478775,1763260492.6026845,,1085.0
0.0005696747684851289,5.261136539047584e-05,-0.18574190139770508,0.0,-0.0004232749342918396,0.49990352988243103,0.00028220564126968384,1.3444572687149048e-05,412416,,4254,407.88176941871643,1763260492.8245854,,1085.0
0.0003088583762291819,5.2534564019879326e-05,0.36505764722824097,0.0,0.0032537896186113358,0.548317015171051,-0.0011645331978797913,0.0001243501901626587,412544,,4255,407.993221282959,1763260492.9360373,,1085.0
0.0006184796220622957,5.145929389982484e-05,0.03459817171096802,0.0,-0.0002831369638442993,0.5222967863082886,0.0005872473120689392,4.628673195838928e-06,414336,,4273,409.596839427948,1763260494.5396554,,1085.0
343.7027587890625,5.13056838826742e-05,4.112720489501953e-06,0.0,-0.0010699816048145294,0.5394156575202942,0.001404549926519394,2.3076310753822327e-05,414592,,4276,409.85594725608826,1763260494.7987633,,1085.0
0.0021052141673862934,5.122887887409888e-05,-0.043167829513549805,0.0,-0.00380509439855814,0.5543239116668701,-0.00024309195578098297,8.675362914800644e-05,414720,,4277,409.96830582618713,1763260494.9111218,,1085.0
0.0006435298128053546,5.115207386552356e-05,-0.017569541931152344,0.0,-0.0015159985050559044,0.5248820781707764,0.001264527440071106,2.459343522787094e-05,414848,,4278,410.0789952278137,1763260495.0218112,,1085.0
0.0005916111404076219,5.0537633796921e-05,-0.3065831661224365,0.0,0.0004885131493210793,0.563056230545044,0.0003261864185333252,1.4496035873889923e-05,415872,,4288,411.0165355205536,1763260495.9593515,,1085.0
,,,,,,,,416061,500.0,4290,411.15070152282715,1763260496.0935175,500.0,
0.0020684145856648684,5.030721877119504e-05,-0.08980917930603027,0.0,0.0008587278425693512,0.5756126642227173,5.735084414482117e-06,3.8351863622665405e-06,416256,,4292,411.35543608665466,1763260496.298252,,1085.0
0.0005128150805830956,4.892473225481808e-05,-0.08102047443389893,0.0,0.0014410978183150291,0.5632760524749756,-0.006202608346939087,0.00019178073853254318,418560,,4314,413.4510660171509,1763260498.393882,,1085.0
0.00031563715310767293,4.869431722909212e-05,-0.10473370552062988,0.0,-0.0007430445402860641,0.5579575896263123,-0.0002782493829727173,1.4454126358032227e-06,418944,,4318,413.7886393070221,1763260498.7314553,,1085.0
0.002032394288107753,4.7004607040435076e-05,0.0711565613746643,0.0,-0.0012049032375216484,0.5949264168739319,5.957484245300293e-05,4.709232598543167e-05,421760,,4346,416.37472915649414,1763260501.3175452,,1085.0
0.0019368220819160342,4.577573054120876e-05,0.04553490877151489,0.0,7.217191159725189e-05,0.6046329140663147,0.0016321167349815369,5.081482231616974e-05,423808,,4366,418.23384189605713,1763260503.176658,,1085.0
0.0004991996684111655,4.539170549833216e-05,-0.06856429576873779,0.0,0.002835080958902836,0.5729557871818542,0.00014944560825824738,2.058502286672592e-05,424448,,4372,418.79104137420654,1763260503.7338574,,1085.0
0.0006383100408129394,4.508448546403088e-05,-0.20068788528442383,0.0,-0.0006579998880624771,0.5706764459609985,-0.00039024651050567627,2.452358603477478e-05,424960,,4377,419.27053356170654,1763260504.2133496,,1085.0
,,,,,,,,425061,500.0,4378,419.3078532218933,1763260504.2506692,500.0,
0.0004409323737490922,4.4470045395428315e-05,-0.04017472267150879,0.0,0.0007499270141124725,0.5645647048950195,0.002521853893995285,2.452172338962555e-05,425984,,4387,420.20261120796204,1763260505.1454272,,1085.0
0.0006277174106799066,4.393241033540107e-05,0.030239641666412354,0.0,0.0005298610776662827,0.5825014114379883,0.00018818676471710205,3.7588179111480713e-06,426880,,4396,420.9864354133606,1763260505.9292514,,1085.0
,,,,,,,,428561,500.0,4413,422.51689743995667,1763260507.4597135,500.0,
0.0019724112935364246,4.2780338844750077e-05,-0.02504873275756836,0.0,0.0018264669924974442,0.5705621838569641,-0.003114461898803711,5.6548044085502625e-05,428800,,4415,422.7336859703064,1763260507.676502,,1085.0
0.00045865646097809076,4.0245777199743316e-05,-0.09229707717895508,0.0,-0.0002127690240740776,0.5826645493507385,0.0007905662059783936,6.0265883803367615e-06,433024,,4456,426.6914129257202,1763260511.634229,,1085.0
0.0006280634552240372,3.940092210541479e-05,-0.1334991455078125,0.0,-0.0006018802523612976,0.5866220593452454,-0.00030658021569252014,7.787719368934631e-06,434432,,4470,427.97246170043945,1763260512.9152777,,1085.0
0.0016566361300647259,3.894009205396287e-05,-0.06340467929840088,0.0,0.00021331291645765305,0.5615953803062439,4.07882034778595e-05,4.777684807777405e-07,435200,,4478,428.7036724090576,1763260513.6464884,,1085.0
0.0004185923608019948,3.878648203681223e-05,-0.007522106170654297,0.0,-0.0009341845288872719,0.569969117641449,-0.0002131108194589615,2.6288442313671112e-05,435456,,4480,428.9248902797699,1763260513.8677063,,1085.0
324.9091796875,3.809523695963435e-05,2.0563602447509766e-05,0.0,0.0017536794766783714,0.5116478204727173,0.0015376508235931396,1.1191703379154205e-05,436608,,4492,430.0411870479584,1763260514.984003,,1085.0
,,,,,,,,437061,500.0,4496,430.4033236503601,1763260515.3461397,500.0,
0.0018648344557732344,3.771121191675775e-05,-0.10512351989746094,0.0,-0.0003918493166565895,0.5269566774368286,0.00016109459102153778,2.845190465450287e-06,437248,,4498,430.6382849216461,1763260515.581101,,1085.0
0.0005195658886805177,3.632872540038079e-05,-0.0877913236618042,0.0,-0.00043436791747808456,0.592265248298645,0.001172039657831192,1.3335607945919037e-05,439552,,4520,432.71418714523315,1763260517.6570032,,1085.0
239.0386505126953,3.625192039180547e-05,-6.23464584350586e-05,0.0,-0.0005437182262539864,0.5533373951911926,-0.00024570897221565247,1.671724021434784e-06,439680,,4522,432.826860666275,1763260517.7696767,,1085.0
0.0006475287955254316,3.609831037465483e-05,0.05318450927734375,0.0,-3.411155194044113e-05,0.5431715846061707,0.000317595899105072,1.3445504009723663e-05,439936,,4524,433.048570394516,1763260517.9913864,,1085.0
,,,,,,,,440061,500.0,4525,433.0907678604126,1763260518.0335839,500.0,
0.0020133592188358307,3.594470035750419e-05,-0.15667331218719482,0.0,0.00038589537143707275,0.5682353973388672,0.000648103654384613,4.08664345741272e-06,440192,,4527,433.2704939842224,1763260518.21331,,1085.0
259.2138366699219,3.571428533177823e-05,-3.409385681152344e-05,0.0,5.112960934638977e-05,0.5451549887657166,-8.636992424726486e-05,1.7620623111724854e-06,440576,,4531,433.6457929611206,1763260518.588609,,1085.0
0.0007047945400699973,3.556067531462759e-05,-0.08551883697509766,0.0,0.0021727019920945168,0.5598695278167725,-0.0021796710789203644,2.073962241411209e-05,440832,,4533,433.8659944534302,1763260518.8088105,,1085.0
0.0005657260771840811,3.548387030605227e-05,-0.0062607526779174805,0.0,-0.001134130172431469,0.5612731575965881,-0.0009203068912029266,3.891345113515854e-05,440960,,4534,433.97709131240845,1763260518.9199073,,1085.0
0.0007052061846479774,3.4946235246025026e-05,0.019982755184173584,0.0,-0.003019106574356556,0.566137433052063,-0.0007149428129196167,4.899967461824417e-05,441856,,4543,434.79425263404846,1763260519.7370687,,1085.0
,,,,,,,,443061,500.0,4555,435.85736179351807,1763260520.8001778,500.0,
0.001939155044965446,3.410138378967531e-05,-0.23794245719909668,0.0,-0.0020069358870387077,0.5287015438079834,-0.0008873641490936279,2.754945307970047e-05,443264,,4557,436.0606734752655,1763260521.0034895,,1085.0
0.00195449311286211,3.379416375537403e-05,-0.02402210235595703,0.0,-0.0002221735194325447,0.556962788105011,-0.00028668157756328583,1.2657605111598969e-05,443776,,4562,436.50784063339233,1763260521.4506567,,1085.0
327.4281311035156,3.2949308661045507e-05,1.800060272216797e-05,0.0,-3.5637058317661285e-05,0.6009492874145508,-0.0002942867577075958,1.8319115042686462e-06,445184,,4576,437.87344694137573,1763260522.816263,,1085.0
,,,,,,,,448061,500.0,4604,440.42986726760864,1763260525.3726833,500.0,
0.000489851925522089,3.0645162041764706e-05,0.031167268753051758,0.0,0.0002903928980231285,0.5617326498031616,-0.0008206889033317566,9.97539609670639e-06,449024,,4613,441.3375027179718,1763260526.2803187,,1085.0
0.001525204163044691,2.9877111956011504e-05,-0.06849205493927002,0.0,-4.124641418457031e-05,0.5373449921607971,-0.0021875519305467606,1.2129545211791992e-05,450304,,4626,442.49171686172485,1763260527.4345329,,1086.0
0.0016071450663730502,2.9339476895984262e-05,-0.18184316158294678,0.0,1.750979572534561e-05,0.5407108664512634,0.00011536478996276855,2.802349627017975e-06,451200,,4635,443.32420802116394,1763260528.267024,,1086.0
0.000714208697900176,2.8955453672097065e-05,-0.010314583778381348,0.0,-0.000210469588637352,0.5856969356536865,0.0007584653794765472,2.2221356630325317e-06,451840,,4641,443.92569494247437,1763260528.868511,,1085.0
845.6954345703125,2.8801843654946424e-05,-2.7894973754882812e-05,0.0,0.000232011079788208,0.6160398125648499,-0.00015703216195106506,1.301988959312439e-06,452096,,4644,444.17891359329224,1763260529.1217296,,1085.0
0.0007833498530089855,2.7726575353881344e-05,-0.11980080604553223,0.0,-0.0007346197962760925,0.5887887477874756,-0.00010781362652778625,2.3171305656433105e-05,453888,,4661,445.83890867233276,1763260530.7817247,,1085.0
0.0015939542790874839,2.688172025955282e-05,0.0765114426612854,0.0,-0.00031244102865457535,0.6137811541557312,0.0007686689496040344,1.2582167983055115e-06,455296,,4675,447.1781418323517,1763260532.1209579,,1085.0
0.000698859163094312,2.5883256967063062e-05,0.12410759925842285,0.0,-0.001293041743338108,0.5449376702308655,-0.0006019622087478638,1.5144236385822296e-05,456960,,4691,448.7053973674774,1763260533.6482134,,1085.0
0.0014490126632153988,2.480798684700858e-05,0.08513033390045166,0.0,-0.0001674126833677292,0.6075842380523682,-2.6069581508636475e-05,4.78699803352356e-07,458752,,4709,450.4284870624542,1763260535.371303,,1085.0
105.53549194335938,2.457757364027202e-05,-0.00011491775512695312,0.0,0.00012780353426933289,0.5608298778533936,-1.1000782251358032e-05,7.860362529754639e-07,459136,,4713,450.763302564621,1763260535.7061186,,1085.0
0.0008630694937892258,2.304147528775502e-05,0.4540793299674988,0.0,0.0011650528758764267,0.5381943583488464,0.000767899677157402,1.0969117283821106e-05,461696,,4738,453.0645043849945,1763260538.0073204,,1085.0
,,,,,,,,461776,500.0,4739,453.0944941043854,1763260538.0373101,500.0,
0.001983010210096836,2.288786527060438e-05,0.035659968852996826,0.0,0.000521194189786911,0.6163482069969177,0.0012507513165473938,7.20098614692688e-06,461952,,4741,453.2882311344147,1763260538.2310472,,1085.0
0.000787558383308351,2.273425525345374e-05,-0.3830476999282837,0.0,-0.000363888218998909,0.5946477651596069,0.0001241695135831833,1.7676502466201782e-06,462208,,4743,453.6019606590271,1763260538.5447767,,1085.0
,,,,,,,,463276,500.0,4754,454.52638006210327,1763260539.469196,500.0,
365.0357666015625,2.2043010176275857e-05,-5.519390106201172e-05,0.0,7.555540651082993e-05,0.6066181659698486,5.21540641784668e-07,2.896413207054138e-07,463360,,4755,454.64842081069946,1763260539.5912368,,1085.0
0.0009023673483170569,2.0967741875210777e-05,-0.0341031551361084,0.0,0.0004284325987100601,0.5997068285942078,-0.0007502660155296326,1.5817582607269287e-05,465152,,4772,456.25050497055054,1763260541.193321,,1085.0
0.000996564980596304,2.0122888599871658e-05,-0.014549612998962402,0.0,3.877375274896622e-05,0.5901167392730713,4.242546856403351e-05,3.3443793654441833e-06,466560,,4786,457.5234589576721,1763260542.466275,,1085.0
0.000810314726550132,2.0046083591296338e-05,-0.026289820671081543,0.0,0.00044392049312591553,0.5809985399246216,0.0005234405398368835,3.03611159324646e-06,466688,,4787,457.6361849308014,1763260542.579001,,1085.0
,,,,,,,,466776,500.0,4788,457.7049241065979,1763260542.6477401,500.0,
0.0009475185070186853,1.9508448531269096e-05,-0.19951260089874268,0.0,2.4763867259025574e-05,0.5911561250686646,-0.0003247782588005066,6.148591637611389e-06,467584,,4796,458.4555082321167,1763260543.3983243,,1085.0
332.99249267578125,1.9354838514118455e-05,-4.5418739318847656e-05,0.0,-0.00039574410766363144,0.5292946100234985,-0.0004368685185909271,1.9622966647148132e-06,467840,,4799,458.68217754364014,1763260543.6249936,,1085.0
0.0010805653873831034,1.8894008462666534e-05,0.22660791873931885,0.0,-0.0009554615244269371,0.6097779273986816,-0.0017746202647686005,5.553476512432098e-06,468608,,4806,459.4103682041168,1763260544.3531842,,1085.0
342.03619384765625,1.8740400264505297e-05,-4.088878631591797e-05,0.0,0.0003400491550564766,0.5902327299118042,5.245208740234375e-06,2.9793009161949158e-06,468864,,4809,459.63504815101624,1763260544.5778642,,1085.0
,,,,,,,,469276,500.0,4813,460.01630997657776,1763260544.959126,500.0,
0.0008252551197074354,1.6129031791933812e-05,0.20658743381500244,0.0,5.182158201932907e-05,0.5843120217323303,-0.00018659234046936035,4.7655776143074036e-06,473216,,4851,463.6721453666687,1763260548.6149614,,1085.0
,,,,,,,,473276,500.0,4852,463.69473671913147,1763260548.6375527,500.0,
0.001440216787159443,1.5668203559471294e-05,-0.1336597204208374,0.0,-0.0004979828372597694,0.5617616176605225,0.0004997588694095612,1.5525147318840027e-06,473984,,4859,464.3917005062103,1763260549.3345165,,1085.0
,,,,,,,,474776,500.0,4867,465.10913348197937,1763260550.0519495,500.0,
379.28997802734375,1.5130568499444053e-05,-4.887580871582031e-05,0.0,0.00043585337698459625,0.6179312467575073,0.00020717084407806396,6.854534149169922e-07,474880,,4868,465.2119288444519,1763260550.1547449,,1085.0
