losses/entropy,losses/approx_kl,losses/old_approx_kl,global_step,charts/learning_rate,charts/episodic_return,_runtime,_timestamp,charts/SPS,charts/episodic_length,losses/clipfrac,losses/value_loss,_step,losses/policy_loss,losses/explained_variance
0.5546445250511169,1.3991259038448334e-05,0.0013505583629012108,75136,0.0002549923083279282,,180.69999980926514,1763260239.1725078,486.0,,0.0,1.720073938369751,938,-0.000914156436920166,0.9576594829559326
,,,75469,,455.0,181.2051739692688,1763260239.677682,,455.0,,,941,,
0.5319753289222717,0.00021247845143079758,0.001175914891064167,75520,0.0002547618933022022,,181.4316132068634,1763260239.9041212,486.0,,0.0,247.15032958984375,942,-0.003141440451145172,0.04362207651138306
0.5440312027931213,0.0005414765328168869,-0.004956228658556938,75904,0.00025453147827647626,,182.32274651527405,1763260240.7952545,486.0,,0.0,326.3631286621094,948,0.001800384372472763,0.0052689313888549805
0.5667503476142883,0.005673889070749283,0.01254608016461134,78336,0.0002530721831135452,,187.25190019607544,1763260245.7244081,486.0,,0.01953125,0.09912731498479843,974,-0.018781237304210663,0.496881365776062
0.5907043218612671,0.0014993175864219666,0.005620468407869339,78848,0.0002527649630792439,,188.29626941680908,1763260246.7687774,486.0,,0.0,0.012580414302647114,980,0.0001380331814289093,-0.8208751678466797
0.5622602105140686,0.0024673184379935265,0.03263097256422043,79360,0.0002524577430449426,,189.32673263549805,1763260247.7992406,486.0,,0.0,0.007069929037243128,985,0.01825789362192154,-0.8071132898330688
,,,80285,,289.0,191.23388147354126,1763260249.7063894,,289.0,,,995,,
0.5971230268478394,0.0008851019665598869,0.00319885928183794,80512,0.0002517665270715952,,191.7052230834961,1763260250.177731,486.0,,0.0,0.010161218233406544,997,0.0026501938700675964,-1.1423416137695312
0.516751766204834,0.0014817090705037117,0.008022095076739788,82304,0.0002506912569515407,,195.3198583126068,1763260253.7923663,487.0,,0.001953125,0.005183893255889416,1015,-0.009633917361497879,-0.9778960943222046
0.5735981464385986,0.004013265483081341,-0.014094504527747631,82816,0.00025038403691723943,,196.24963283538818,1763260254.7221408,487.0,,0.015625,0.0008274768479168415,1020,-0.03533196449279785,-1.4658117294311523
0.5504786372184753,0.001404421404004097,-0.014966188929975033,83968,0.00024969279184006155,,198.53537726402283,1763260257.0078852,487.0,,0.0,0.0001879631745396182,1031,-0.016124403104186058,-0.43099474906921387
0.48394545912742615,0.009342768229544163,0.009948493912816048,85888,0.00024854071671143174,,201.88762998580933,1763260260.360138,489.0,,0.048828125,0.00035556175862438977,1050,0.026026727631688118,-0.1511847972869873
0.4742845594882965,0.0022320281714200974,0.008498555049300194,86144,0.0002483871066942811,,202.1951549053192,1763260260.6676629,489.0,,0.001953125,0.007414771243929863,1053,-0.010112419724464417,0.6331148147583008
0.5297423601150513,0.007619651034474373,0.0013370029628276825,86656,0.0002480798866599798,,202.7853033542633,1763260261.2578113,491.0,,0.009765625,0.0077870008535683155,1058,-0.0511893630027771,0.4930875897407532
0.5037358999252319,0.0024604108184576035,0.00648348405957222,89216,0.0002465437864884734,,206.65063571929932,1763260265.1231437,494.0,,0.0,0.005769824143499136,1083,-0.007680758833885193,0.06751728057861328
0.46774065494537354,0.0005379077047109604,0.006194140762090683,89984,0.0002460829564370215,,208.0157811641693,1763260266.488289,495.0,,0.0,492.21551513671875,1091,-0.004125609993934631,-4.887580871582031e-05
0.4176225960254669,0.00027635693550109863,-0.00314527191221714,91520,0.00024516129633411765,,210.68292832374573,1763260269.1554363,496.0,,0.0,209.3271942138672,1106,0.004527777433395386,-7.390975952148438e-05
0.43115341663360596,2.865120768547058e-05,-0.0012946594506502151,92800,0.00024439324624836445,,212.78220796585083,1763260271.254716,497.0,,0.0,0.0009171642013825476,1118,0.0003778412938117981,0.7601324915885925
,,,93477,,500.0,213.55846452713013,1763260272.0309725,,500.0,,,1125,,
0.38676050305366516,0.0009853653609752655,-0.012236246839165688,94336,0.0002434715861454606,,214.5573868751526,1763260273.0298948,501.0,,0.001953125,0.000388730491977185,1133,-0.0066208615899086,-0.18098342418670654
0.4111565947532654,0.001110786572098732,0.0024554412811994553,95488,0.00024278034106828272,,216.00694489479065,1763260274.4794528,503.0,,0.0,474.2386474609375,1145,-0.001520007848739624,9.322166442871094e-05
,,,97477,,500.0,219.62657856941223,1763260278.0990865,,500.0,,,1164,,
0.4324263036251068,0.0012306030839681625,0.006517544388771057,97536,0.0002415514609310776,,219.8436348438263,1763260278.3161428,504.0,,0.0,395.0744934082031,1165,0.01756318099796772,-0.0005178451538085938
0.4255901575088501,0.0049040960147976875,0.04144376888871193,98304,0.00024109063087962568,,221.19688868522644,1763260279.6693966,504.0,,0.029296875,0.0007672832580283284,1172,-0.020139992237091064,-0.7688896656036377
0.42971962690353394,0.001582680270075798,-0.0037591494619846344,99200,0.00024055299581959844,,223.41701006889343,1763260281.889518,503.0,,0.001953125,0.00753670884296298,1181,-0.019647032022476196,-0.026375651359558105
0.4401245415210724,0.0038979891687631607,0.03580079227685928,99712,0.00024024577578529716,,224.32329487800598,1763260282.7958028,503.0,,0.00390625,0.009467513300478458,1186,-0.02986159175634384,0.024247169494628906
0.5064444541931152,0.001291380263864994,0.009407269768416882,100864,0.00023955453070811927,,225.8361542224884,1763260284.3086622,505.0,,0.0,0.0004747556522488594,1197,-0.009921781718730927,-0.2609689235687256
,,,102477,,500.0,227.65910243988037,1763260286.1316104,,500.0,,,1213,,
0.48145291209220886,0.0005059922114014626,-0.0027075642719864845,102656,0.0002384792605880648,,227.93737769126892,1763260286.4098856,509.0,,0.0,0.00814802572131157,1215,-0.014446983113884926,0.15066075325012207
0.5117066502571106,0.0015648230910301208,-0.004477826878428459,103808,0.0002377880155108869,,229.32998156547546,1763260287.8024895,511.0,,0.0,0.00039005011785775423,1226,-0.0022977814078330994,-0.02979886531829834
0.45891791582107544,0.00045419856905937195,-0.004743959754705429,104192,0.00023755760048516095,,229.77342796325684,1763260288.245936,512.0,,0.0,0.0050480724312365055,1230,-0.002034030854701996,0.1273753046989441
0.46199995279312134,0.000883098691701889,-0.0035927072167396545,104576,0.00023732718545943499,,230.25280904769897,1763260288.725317,512.0,,0.001953125,393.5448303222656,1234,-0.0055809468030929565,0.0004506707191467285
0.5426542162895203,0.00044262781739234924,-0.005828656256198883,105728,0.0002366359403822571,,231.59040236473083,1763260290.0629103,515.0,,0.0,0.0015905416803434491,1245,0.004948016256093979,0.11097019910812378
0.5512334108352661,0.0003812545910477638,-0.012894160114228725,106624,0.00023609830532222986,,233.18923544883728,1763260291.6617434,515.0,,0.0,0.007331407628953457,1254,-0.0018225982785224915,-0.16821086406707764
0.5005404353141785,0.001083260402083397,0.005361104384064674,108416,0.00023502303520217538,,236.41814136505127,1763260294.8906493,516.0,,0.0,0.00020640212460421026,1271,-0.00999414548277855,-0.3641394376754761
0.5270436406135559,0.00036114268004894257,-0.0027464311569929123,111232,0.00023333333956543356,,241.54678678512573,1763260300.0192947,516.0,,0.0,0.00013814213161822408,1299,-0.0004240944981575012,-0.1294804811477661
0.486787885427475,0.003231656737625599,0.007173446007072926,115328,0.00023087557929102331,,247.325852394104,1763260305.7983603,521.0,,0.0078125,0.00039665488293394446,1339,-0.0009396467357873917,-0.17296278476715088
0.4694706201553345,0.0037080012261867523,0.013221999630331993,115456,0.000230798774282448,,247.49147510528564,1763260305.963983,522.0,,0.01171875,0.00027528201462700963,1340,-0.010737048462033272,0.2567203640937805
0.5218726396560669,0.006680339574813843,0.03367253392934799,116352,0.00023026113922242075,,248.62635922431946,1763260307.0988672,523.0,,0.001953125,0.00026489346055313945,1349,-0.01976645365357399,0.2437785267829895
0.5329724550247192,0.0012088362127542496,0.026800695806741714,117760,0.00022941628412809223,,250.2582986354828,1763260308.7308066,525.0,,0.005859375,0.0005958194378763437,1363,-0.010096974670886993,0.01054537296295166
,,,117977,,500.0,250.42653512954712,1763260308.899043,,500.0,,,1365,,
,,,118477,,500.0,250.96969652175903,1763260309.4422045,,500.0,,,1370,,
,,,119477,,500.0,252.09417390823364,1763260310.5666819,,500.0,,,1380,,
0.5262027382850647,0.0007021604105830193,0.0018528727814555168,119552,0.00022834101400803775,,252.22496914863586,1763260310.697477,529.0,,0.0,415.8456726074219,1381,-0.00845375657081604,-0.0005108118057250977
0.44495630264282227,0.004495854489505291,-0.024795835837721825,120320,0.00022788018395658582,,253.142924785614,1763260311.6154327,530.0,,0.021484375,0.0005082716234028339,1388,-0.008575718849897385,-0.03402912616729736
,,,120977,,500.0,253.8748927116394,1763260312.3474007,,500.0,,,1395,,
0.515891432762146,0.0008195368573069572,-0.005648736841976643,121472,0.00022718893887940794,,254.38609385490417,1763260312.8586018,532.0,,0.0,0.00028193555772304535,1399,-0.007865795865654945,-0.11854934692382812
0.46868062019348145,0.0019839396700263023,0.023596681654453278,121984,0.00022688171884510666,,254.98536658287048,1763260313.4578745,533.0,,0.0,379.760009765625,1405,0.01037241518497467,2.1457672119140625e-05
0.5293360948562622,0.0011366819962859154,0.009402974508702755,124800,0.00022519200865644962,,257.9842367172241,1763260316.4567447,538.0,,0.00390625,0.00022891879780218005,1432,0.010615531355142593,-0.09080827236175537
0.5608576536178589,0.01347893476486206,0.020367618650197983,124928,0.0002251152036478743,,258.17412757873535,1763260316.6466355,538.0,,0.0390625,0.0005285939550958574,1433,-0.016300704330205917,0.23111790418624878
0.4889107942581177,6.968807429075241e-05,-0.0007172999903559685,127104,0.00022380951850209385,,261.8968286514282,1763260320.3693366,539.0,,0.0,0.001222115126438439,1455,-0.0013473033905029297,-0.0001556873321533203
0.47427454590797424,0.0025303587317466736,0.021280093118548393,127232,0.00022373271349351853,,262.103045463562,1763260320.5755534,539.0,,0.0,0.00018422423454467207,1456,-0.0022575496695935726,0.1490955352783203
0.544970691204071,0.004381420090794563,0.00012613274157047272,127360,0.0002236559084849432,,262.31674432754517,1763260320.7892523,539.0,,0.01953125,0.00015610134869348258,1457,0.009217383340001106,-0.6415582895278931
0.5391387939453125,0.0003524981439113617,0.0018679816275835037,133120,0.00022019969765096903,,271.5163640975952,1763260329.988872,542.0,,0.0,0.0076983594335615635,1514,-0.00171627476811409,0.028674662113189697
0.4855579733848572,0.0009342078119516373,-0.0032775327563285828,133888,0.0002197388675995171,,272.7343966960907,1763260331.2069046,543.0,,0.0,0.00014254506095312536,1521,0.004904663190245628,-0.06396782398223877
0.5196999907493591,0.0012340173125267029,0.0010283757001161575,134272,0.00021950845257379115,,273.36786222457886,1763260331.8403702,543.0,,0.00390625,0.0004933406598865986,1525,0.004186898469924927,-0.10627114772796631
,,,134477,,500.0,273.61663246154785,1763260332.0891404,,500.0,,,1527,,
0.5363494753837585,0.0004078727215528488,0.004391394555568695,134656,0.00021927803754806519,,274.01328206062317,1763260332.48579,543.0,,0.0,0.005167155060917139,1529,-0.0052934810519218445,-0.0612872838973999
0.5595961213111877,0.0009003151208162308,-0.00955677218735218,135168,0.0002189708175137639,,274.5735743045807,1763260333.0460823,544.0,,0.0,0.005482152104377747,1534,-0.008784037083387375,-0.11738967895507812
0.4570431709289551,0.0012673139572143555,0.003581024706363678,135424,0.00021881720749661326,,274.83866834640503,1763260333.3111763,544.0,,0.0,0.00024023649166338146,1536,-0.006997890770435333,-0.07250356674194336
0.5225551724433899,0.00022982899099588394,0.00433505792170763,136064,0.00021843318245373666,,275.6355860233307,1763260334.108094,545.0,,0.0,273.45361328125,1543,0.0018472038209438324,-0.0005631446838378906
0.4852905869483948,0.01337366085499525,0.014770516194403172,136320,0.00021827957243658602,,275.88812828063965,1763260334.3606362,546.0,,0.029296875,0.0003650458820629865,1545,-0.004694104194641113,0.03974992036819458
0.44320055842399597,0.00031933095306158066,0.00983849074691534,136448,0.0002182027674280107,,276.0283839702606,1763260334.500892,546.0,,0.0,0.0001071841106750071,1546,-0.0056502679362893105,0.06330156326293945
0.46804118156433105,0.0007138466462492943,0.006257439963519573,137600,0.00021751152235083282,,277.4251358509064,1763260335.8976438,548.0,,0.0,108.2587890625,1558,0.003774220123887062,-0.00011754035949707031
0.45554816722869873,0.0002124430611729622,-0.0006945254281163216,137728,0.0002174347173422575,,277.5425660610199,1763260336.015074,548.0,,0.0,0.0036051031202077866,1559,-0.004466090351343155,-0.1618955135345459
0.4721001088619232,0.0008527068421244621,-0.0022193947806954384,138112,0.00021720430231653154,,277.99687933921814,1763260336.4693873,548.0,,0.0,0.0063932668417692184,1563,0.0037551075220108032,-0.23418653011322021
,,,138477,,500.0,278.31193256378174,1763260336.7844405,,500.0,,,1566,,
0.48682457208633423,0.0007593724876642227,-0.0016262587159872055,140672,0.00021566820214502513,,280.93744683265686,1763260339.4099548,552.0,,0.0,0.006241398397833109,1588,0.0071868859231472015,0.1338232159614563
0.47618934512138367,0.0036844881251454353,-0.015385034494102001,140800,0.00021559139713644981,,281.1614866256714,1763260339.6339946,552.0,,0.0078125,0.00038223169394768775,1589,-0.031198222190141678,0.07966500520706177
0.4715094566345215,4.9651600420475006e-05,0.0010895943269133568,141568,0.0002151305670849979,,282.4835169315338,1763260340.956025,552.0,,0.0,557.2594604492188,1597,-0.0011966750025749207,-0.00015294551849365234
0.432258665561676,0.000976703129708767,0.014027767814695835,142592,0.00021451612701639533,,284.2136318683624,1763260342.6861398,552.0,,0.0,154.5936279296875,1607,0.00847872719168663,-1.633167266845703e-05
0.4332839548587799,0.00022411346435546875,-0.0071577634662389755,142848,0.0002143625169992447,,284.6298990249634,1763260343.102407,553.0,,0.0,0.0002685415674932301,1609,-0.0005347207188606262,-0.475551962852478
0.45848923921585083,0.0008398639038205147,-0.003100111149251461,142976,0.00021428571199066937,,284.83211517333984,1763260343.3046231,553.0,,0.0,0.00019632182375062257,1610,-0.011879310011863708,0.0780150294303894
0.43544042110443115,0.000982043333351612,0.012647987343370914,143104,0.00021420890698209405,,285.0894753932953,1763260343.5619833,553.0,,0.005859375,0.0010162018006667495,1612,-0.0031925663352012634,2.568960189819336e-05
0.4855974316596985,0.0010714512318372726,0.0013759620487689972,144512,0.00021336405188776553,,287.51233887672424,1763260345.9848468,553.0,,0.0,418.83892822265625,1626,-0.003679141402244568,-6.842613220214844e-05
0.56635981798172,0.0009578671306371689,0.014141416177153587,145792,0.00021259600180201232,,289.26977491378784,1763260347.7422829,554.0,,0.005859375,0.00038395723095163703,1638,-0.0015150010585784912,-0.19715678691864014
0.5186130404472351,0.005441540852189064,0.007374990731477737,150784,0.00020960062101949006,,296.13359212875366,1763260354.6061,558.0,,0.0,0.0005046182195656002,1687,-0.025476694107055664,-0.08982133865356445
0.47969359159469604,0.003168008290231228,-0.007768870331346989,155264,0.00020691244571935385,,301.773725271225,1763260360.2462332,563.0,,0.00390625,0.0006572052952833474,1732,-0.017568040639162064,0.5292962789535522
0.43540507555007935,0.0001390613615512848,-0.0011216867715120316,156544,0.00020614439563360065,,303.07271003723145,1763260361.545218,565.0,,0.0,500.9757080078125,1745,-0.0005291774868965149,-1.1920928955078125e-05
