_step,global_step,charts/episodic_length,charts/learning_rate,_timestamp,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,charts/SPS,losses/clipfrac,losses/value_loss,_runtime,losses/explained_variance,losses/entropy,charts/episodic_return
1083,87680,,0.00024746544659137726,1763260266.698103,0.0005369661375880241,-0.0110253244638443,0.004429141990840435,482.0,0.0,0.000830946140922606,208.26211190223694,-0.5111805200576782,0.5390868186950684,
1091,88448,,0.00024700461653992534,1763260268.1062582,0.0007409714162349701,-0.006576286628842354,0.0026184003800153732,482.0,0.0,291.90057373046875,209.67026710510254,-3.62396240234375e-05,0.5399209260940552,
1106,89984,,0.0002460829564370215,1763260270.8695734,0.00011994503438472748,0.00045746564865112305,0.0010245442390441895,483.0,0.0,412.53973388671875,212.4335823059082,-0.00022995471954345703,0.5650604963302612,
1118,91264,,0.0002453149063512683,1763260272.459947,0.0017770389094948769,0.004912540316581726,0.026800423860549927,486.0,0.015625,0.00015087651263456792,214.02395606040955,-0.17697811126708984,0.5198705196380615,
1125,91904,,0.0002449308813083917,1763260273.2163873,0.0002983212471008301,-0.0019950680434703827,0.0027030445635318756,487.0,0.0,414.1997985839844,214.78039622306824,9.304285049438477e-05,0.5440515875816345,
1133,92800,,0.00024439324624836445,1763260274.3281672,0.0004471810534596443,0.0008000656962394714,-0.002201641909778118,489.0,0.0,0.00017116467643063515,215.89217615127563,-0.6064000129699707,0.5051060318946838,
1145,93952,,0.00024370200117118657,1763260276.4739022,0.00024098530411720276,-0.002764679491519928,0.003414452075958252,490.0,0.0,473.2972106933594,218.03791117668152,0.000494539737701416,0.506131649017334,
1164,95877,500.0,,1763260279.949594,,,,,,,221.51360297203064,,,500.0
1165,96000,,0.00024247312103398144,1763260280.1713834,0.0005521504208445549,-0.004039175808429718,-0.005257260985672474,491.0,0.00390625,256.87359619140625,221.73539233207703,-2.47955322265625e-05,0.4949609637260437,
1172,96768,,0.00024201229098252952,1763260282.1722317,0.0005578361451625824,0.004259826615452766,0.006280167028307915,490.0,0.0,0.00019230596080888063,223.73624062538147,0.15578263998031616,0.4376388490200043,
1181,97664,,0.00024147465592250228,1763260283.6791737,0.002101893536746502,0.0012747645378112793,0.00760332215577364,491.0,0.00390625,0.0003029568470083177,225.24318265914917,0.2178090214729309,0.4565950632095337,
1186,98176,,0.000241167435888201,1763260284.2585626,0.00034594908356666565,0.004796653985977173,-0.0007666889578104019,492.0,0.0,0.0007847245433367789,225.822571516037,0.39062583446502686,0.44176650047302246,
1197,99328,,0.00024047619081102312,1763260285.6843104,0.000179278664290905,-0.0033698230981826782,0.0034158052876591682,494.0,0.0,0.00011406611156417057,227.2483193874359,0.4777459502220154,0.43560171127319336,
1213,100877,500.0,,1763260287.6123955,,,,,,,229.17640447616577,,,500.0
1215,101120,,0.00023940092069096863,1763260287.9095967,0.00019312184303998947,-0.001903146505355835,0.0013052495196461678,497.0,0.0,0.0037813696544617414,229.47360563278198,0.011508643627166748,0.4317888021469116,
1226,102272,,0.00023870967561379075,1763260289.3189752,0.00017768889665603638,0.0029144585132598877,-0.001425446942448616,500.0,0.0,7.779963925713673e-05,230.88298416137695,-0.07228231430053711,0.5671902298927307,
1230,102656,,0.0002384792605880648,1763260289.7518878,0.0010057371109724045,-0.0046173748560249805,0.0023062173277139664,500.0,0.0,0.00030784416594542563,231.31589674949646,0.3355764150619507,0.5416176319122314,
1234,103040,,0.00023824884556233883,1763260290.2328584,0.0009823329746723175,-0.012806206941604614,-0.0014366302639245987,501.0,0.0,0.005911574698984623,231.79686737060547,-0.23056519031524658,0.48924267292022705,
1245,104192,,0.00023755760048516095,1763260292.413647,0.0005841730162501335,0.006283089518547058,0.0029527200385928154,501.0,0.0,0.0004064172971993685,233.97765588760376,-0.7214438915252686,0.5690439343452454,
1254,105088,,0.0002370199654251337,1763260294.1247208,9.201560169458389e-05,-0.0007813200354576111,0.002934877760708332,502.0,0.0,0.004644234199076891,235.688729763031,0.012861013412475586,0.5018177032470703,
1271,106877,500.0,,1763260297.1629248,,,,,,,238.72693371772766,,,500.0
1299,109696,,0.00023425498511642218,1763260302.3836582,7.907114923000336e-05,-0.00012400001287460327,0.0029956065118312836,504.0,0.0,0.0008048228337429464,243.9476671218872,0.05130934715270996,0.5279027223587036,
1339,113792,,0.00023179723939392716,1763260307.55796,0.0010845605283975601,0.007227722555398941,-0.0053810495883226395,510.0,0.00390625,0.00025767702027224004,249.12196898460388,-0.4183671474456787,0.470551997423172,
1340,113877,500.0,,1763260307.6001956,,,,,,,249.16420459747314,,,500.0
1349,114816,,0.0002311827993253246,1763260308.8417199,0.001228327862918377,0.0028290264308452606,0.0008072303608059883,512.0,0.001953125,0.00018605754303280264,250.40572881698608,0.06738007068634033,0.5178850293159485,
1363,116224,,0.00023033794423099607,1763260310.6386063,0.0011512339115142822,-0.012579619884490967,0.008728394284844398,514.0,0.0,0.0005658147856593132,252.20261526107788,-0.2177731990814209,0.42031264305114746,
1365,116377,500.0,,1763260310.8355477,,,,,,,252.3995566368103,,,500.0
1370,116877,500.0,,1763260311.5099857,,,,,,,253.07399463653564,,,500.0
1380,117888,,0.0002293394791195169,1763260312.6816041,0.0009072683751583099,0.0029262080788612366,-0.0026588011533021927,517.0,0.0,310.7598876953125,254.24561309814453,-0.00029540061950683594,0.4372231960296631,
1381,118016,,0.0002292626741109416,1763260312.8079705,0.00021683331578969955,0.0002530217170715332,-0.001138114370405674,517.0,0.0,0.005639192648231983,254.37197947502136,-0.5096012353897095,0.5090453624725342,
1388,118784,,0.00022880184405948967,1763260313.6916676,0.0003970889374613762,-0.003140803426504135,0.0009097931906580925,518.0,0.0,0.00022500340128317475,255.25567650794983,0.10097086429595947,0.5157873630523682,
1395,119424,,0.00022841781901661307,1763260314.4205205,0.0003948453813791275,0.0019550658762454987,-0.0014938246458768845,520.0,0.0,297.5720520019531,255.98452949523926,-0.00012540817260742188,0.5493865609169006,
1399,119877,500.0,,1763260314.8856716,,,,,,,256.4496805667877,,,500.0
1405,120448,,0.0002278033789480105,1763260315.5921214,0.000982155092060566,-0.009905099868774414,0.010684368200600147,521.0,0.0,383.46728515625,257.1561303138733,-0.00021028518676757812,0.5368573069572449,
1432,123264,,0.00022611366875935346,1763260320.0092533,0.0011050207540392876,-0.004245400428771973,0.005823641084134579,524.0,0.0,0.00025282238493673503,261.57326221466064,0.02570974826812744,0.5115905404090881,
1433,123377,500.0,,1763260320.067756,,,,,,,261.6317648887634,,,500.0
1455,125568,,0.0002247311786049977,1763260324.077882,0.0030966708436608315,-0.0012513361871242523,-0.012883213348686695,524.0,0.00390625,0.004919363185763359,265.64189100265503,0.04121452569961548,0.49213892221450806,
1456,125696,,0.00022465437359642237,1763260324.2915065,0.0011118445545434952,0.013674959540367126,-0.006995620205998421,524.0,0.0,0.0004033867735415697,265.8555154800415,-0.7086567878723145,0.4975399374961853,
1457,125824,,0.00022457756858784705,1763260324.5023565,0.000632530078291893,-0.004188647493720055,0.00742173008620739,524.0,0.0,0.00011463469127193093,266.066365480423,0.022759556770324707,0.528049886226654,
1514,131348,500.0,,1763260333.1100068,,,,,,,274.67401576042175,,,500.0
1521,132096,,0.0002208141377195716,1763260334.0593886,0.0006679771468043327,-0.004555005580186844,0.005215390585362911,529.0,0.0,0.0009110409300774336,275.62339758872986,-0.06083261966705322,0.5340988636016846,
1525,132480,,0.00022058372269384563,1763260334.5174189,0.001715916208922863,-0.005542069673538208,0.0023221904411911964,530.0,0.0,0.006669873837381601,276.0814278125763,-0.15138781070709229,0.4566654562950134,
1527,132736,,0.000220430112676695,1763260334.8222656,0.002430167980492115,-0.005073042586445808,-0.02755776047706604,530.0,0.005859375,0.0003995737642981112,276.38627457618713,-0.8507338762283325,0.4518982172012329,
1529,132864,,0.00022035330766811967,1763260335.010176,0.0010330826044082642,-0.008330043405294418,0.018024882301688194,531.0,0.0,83.20902252197266,276.57418489456177,-0.0004551410675048828,0.45395269989967346,
1534,133376,,0.0002200460876338184,1763260335.6220062,0.0006673811003565788,0.007957912981510162,0.00035237427800893784,531.0,0.0,0.0007128430879674852,277.18601512908936,0.00013077259063720703,0.4588594436645508,
1536,133632,,0.00021989247761666775,1763260335.9204624,0.0002872589975595474,-0.004773907363414764,0.003455817699432373,532.0,0.0,0.00011891371832462028,277.48447132110596,0.35494935512542725,0.36787673830986023,
1543,134272,,0.00021950845257379115,1763260336.7045906,8.608214557170868e-05,-0.0010758116841316223,-0.0018675792962312698,533.0,0.0,254.8836669921875,278.26859951019287,-0.00012874603271484375,0.4706619381904602,
1545,134528,,0.0002193548425566405,1763260337.0139415,0.0016285320743918419,-0.0176943838596344,-0.006873917765915394,533.0,0.00390625,0.00024858411052264273,278.5779504776001,0.0028777718544006348,0.43405798077583313,
1546,134656,,0.00021927803754806519,1763260337.1569118,0.001297147013247013,-0.006856340914964676,0.012407203204929829,533.0,0.0,9.734082414070144e-05,278.7209208011627,-0.236211895942688,0.39877575635910034,
1558,135808,,0.0002185867924708873,1763260338.4283192,7.947906851768494e-06,0.0020297542214393616,0.00014933012425899506,535.0,0.0,391.3393249511719,279.99232816696167,0.00013124942779541016,0.3547079563140869,
1559,135936,,0.00021850998746231198,1763260338.554332,0.00023871846497058868,-0.00564730167388916,0.007218845188617706,535.0,0.0,0.004334108904004097,280.1183409690857,-1.0787575244903564,0.4189869463443756,
1563,136320,,0.00021827957243658602,1763260339.0150657,0.0011504236608743668,-0.004604727029800415,0.011119447648525238,536.0,0.0,284.94580078125,280.57907462120056,0.0010505914688110352,0.43394288420677185,
1566,136704,,0.00021804915741086006,1763260339.6160123,0.0008231792598962784,-0.017146527767181396,0.002530967816710472,536.0,0.0,0.00012427812907844782,281.18002128601074,0.45293861627578735,0.47953253984451294,
1588,138880,,0.00021674347226507962,1763260343.3572764,0.00037790369242429733,-0.0018613636493682861,-0.0018703090026974678,537.0,0.0,0.004422788508236408,284.9212853908539,0.0552065372467041,0.43196815252304077,
1589,139008,,0.0002166666672565043,1763260343.564953,0.0005442490801215172,0.006262015551328659,0.0008929288014769554,537.0,0.001953125,0.0007879093172959983,285.1289620399475,-0.35146963596343994,0.5142732858657837,
1597,139776,,0.00021620583720505238,1763260344.9469583,0.00027875136584043503,0.007368333637714386,6.551388651132584e-05,537.0,0.0,189.2872772216797,286.5109672546387,-0.00042116641998291016,0.4499000906944275,
1607,140800,,0.00021559139713644981,1763260346.7309513,0.0001820586621761322,0.0005353875458240509,0.001101817935705185,537.0,0.0,370.9350280761719,288.29496026039124,-0.00019097328186035156,0.47727444767951965,
1609,141056,,0.00021543778711929917,1763260347.1424103,0.0005005877465009689,0.002224929630756378,0.01349310576915741,537.0,0.0,0.0004076117475051433,288.70641922950745,0.12631100416183472,0.5440800189971924,
1610,141184,,0.00021536098211072385,1763260347.2850947,0.0008204076439142227,-0.01432158425450325,0.010222546756267548,537.0,0.0,0.00023478249204345047,288.8491036891937,0.2043115496635437,0.48723098635673523,
1612,141312,,0.00021528417710214853,1763260347.4508784,0.00032558292150497437,0.0032696425914764404,0.0044662486761808395,538.0,0.0,119.0303726196289,289.01488733291626,-0.0005773305892944336,0.4837731719017029,
1626,142749,500.0,,1763260349.130309,,,,,,,290.69431805610657,,,500.0
1638,144000,,0.0002136712719220668,1763260350.6794963,0.0016037588939070702,-0.00883864052593708,0.0030985279008746147,541.0,0.0,0.001675927545875311,292.2435052394867,-0.09127581119537354,0.5074841380119324,
1687,148992,,0.00021067587658762932,1763260358.3562446,0.0017688479274511337,0.002307482063770294,0.009011054411530495,544.0,0.001953125,0.005496642552316189,299.92025351524353,0.13611871004104614,0.4872720539569855,
1732,153600,,0.00020791091083083302,1763260363.5260613,0.00031342264264822006,0.001893751323223114,0.007537593133747578,551.0,0.0,0.0004422867204993963,305.09007024765015,-0.21555829048156738,0.5532392263412476,
1745,154880,,0.00020714286074507982,1763260364.9761531,0.00010320916771888733,-0.0009093787521123886,0.0010593365877866745,552.0,0.0,0.004891823045909405,306.5401620864868,0.060376763343811035,0.5745391845703125,
1753,155749,500.0,,1763260366.3524573,,,,,,,307.9164662361145,,,500.0
1754,155776,,0.00020660522568505257,1763260366.5356987,3.0403025448322296e-05,-0.0005776658654212952,-0.0033837007358670235,552.0,0.0,593.8670654296875,308.0997076034546,1.811981201171875e-05,0.5565745234489441,
1765,156928,,0.0002059139806078747,1763260368.2435691,0.0009648418053984642,-0.003697045147418976,0.0024397773668169975,553.0,0.0,0.003995065577328205,309.807578086853,-0.23472583293914795,0.5544264912605286,
1768,157249,500.0,,1763260368.647893,,,,,,,310.21190190315247,,,500.0
1777,158208,,0.0002051459305221215,1763260369.945082,0.00015502795577049255,0.0011315317824482918,-0.0071974508464336395,554.0,0.0,0.00012165850057499483,311.50909090042114,0.017723679542541504,0.5167421698570251,
1818,162304,,0.00020268817024771124,1763260376.603258,2.6734545826911926e-05,0.0003927573561668396,0.00016651488840579987,556.0,0.0,298.69769287109375,318.1672668457031,-8.952617645263672e-05,0.570395827293396,
