_step,global_step,charts/episodic_length,charts/learning_rate,_timestamp,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,charts/SPS,losses/clipfrac,losses/value_loss,_runtime,losses/explained_variance,losses/entropy,charts/episodic_return
1823,162816,,0.00020238095021340996,1763260377.4537666,0.0002138633280992508,-0.01106499508023262,-0.0018837079405784607,556.0,0.0,176.37782287597656,319.0177755355835,-1.704692840576172e-05,0.5342828631401062,
1851,165632,,0.00020069124002475291,1763260381.1403418,0.0021805539727211,-0.020118046551942825,0.0062407031655311584,558.0,0.0,0.00024276867043226957,322.70435070991516,-0.1181495189666748,0.5859532356262207,
1856,166144,,0.00020038401999045163,1763260381.7362704,0.003023979254066944,0.014679774641990662,0.020108914002776146,559.0,0.001953125,0.00011940152762690559,323.300279378891,-0.014505505561828613,0.5647618174552917,
1868,167296,,0.00019969277491327375,1763260383.6091223,0.0015023387968540192,0.0010430961847305298,0.013826051726937294,559.0,0.0,365.9924011230469,325.1731312274933,-0.00015425682067871094,0.5260342955589294,
1873,167808,,0.00019938555487897247,1763260384.4410574,0.00017686747014522552,-0.003146253526210785,-0.004354659467935562,560.0,0.0,162.90916442871094,326.0050663948059,-7.700920104980469e-05,0.5388015508651733,
1877,168254,500.0,,1763260385.0994775,,,,,,,326.6634864807129,,,500.0
1886,169216,,0.00019854069978464395,1763260386.2648184,9.985268115997314e-05,-0.0011753477156162262,0.004889782518148422,561.0,0.0,0.00019625204731710255,327.82882738113403,-0.6201225519180298,0.5333757996559143,
1895,170112,,0.00019800307927653193,1763260387.3364503,0.0005200784653425217,0.00823410227894783,-0.0025728754699230194,562.0,0.0,0.0003614668676164001,328.9004592895508,0.17813241481781006,0.5678070783615112,
1903,170880,,0.00019754224922508,1763260388.240626,0.0010501574724912643,-0.006362823769450188,0.0016358736902475357,563.0,0.0,0.0025546206161379814,329.8046350479126,-5.1975250244140625e-05,0.5509934425354004,
1906,171254,500.0,,1763260388.5548725,,,,,,,330.1188814640045,,,500.0
1918,172416,,0.00019662058912217617,1763260389.9732945,5.5301934480667114e-05,-0.0034767165780067444,0.003979278728365898,564.0,0.0,0.0032658663112670183,331.5373034477234,-0.13845312595367432,0.5424424409866333,
1920,172672,,0.00019646697910502553,1763260390.2473092,0.0032900357618927956,-0.004029270261526108,0.01801157370209694,565.0,0.001953125,0.00019141023221891373,331.8113181591034,-0.18724489212036133,0.5550691485404968,
1945,175121,500.0,,1763260393.0559309,,,,,,,334.61993980407715,,,500.0
1959,176621,500.0,,1763260394.7443774,,,,,,,336.3083863258362,,,500.0
1973,178048,,0.00019324116874486208,1763260397.2180197,0.001754051074385643,-0.008286315947771072,0.004908939823508263,569.0,0.0,0.00012120996689191088,338.78202867507935,-0.21517038345336914,0.5136001110076904,
1985,179200,,0.0001925499236676842,1763260399.3278053,0.001172555610537529,-0.013268575072288513,-0.011215874925255775,569.0,0.0,561.8065795898438,340.89181423187256,1.2993812561035156e-05,0.5272603034973145,
1991,179840,,0.0001921658986248076,1763260400.5064862,0.0003200368955731392,-0.003802157938480377,-0.0008542509749531746,569.0,0.0,0.0035378732718527317,342.0704951286316,0.04760020971298218,0.5979231595993042,
2002,180992,,0.00019147465354762971,1763260402.592695,0.00014626234769821167,-0.004110947251319885,-0.005961371585726738,569.0,0.0,0.0002591390802990645,344.1567039489746,0.415626585483551,0.5622740983963013,
2007,181504,,0.00019116743351332843,1763260403.6073382,0.0020875846967101097,-0.019116509705781937,-0.007494262419641018,569.0,0.001953125,6.269389268709347e-05,345.17134714126587,0.28161001205444336,0.5610578060150146,
2016,182400,,0.0001906297984533012,1763260405.2974105,0.0007375534623861313,-0.0066550299525260925,-0.005430104210972786,569.0,0.0,0.00035727431531995535,346.8614194393158,-0.0046918392181396484,0.5121732950210571,
2019,182656,,0.00019047618843615055,1763260405.7692068,0.0013650460168719292,0.011461436748504639,-0.0011855820193886757,569.0,0.0,701.5195922851562,347.333215713501,9.083747863769531e-05,0.5089000463485718,
2024,183168,,0.00019016896840184927,1763260406.4145396,0.00026555731892585754,-0.0016510337591171265,-0.0054800063371658325,569.0,0.0,467.7496337890625,347.9785485267639,8.058547973632812e-05,0.5168799757957458,
2027,183552,,0.0001899385533761233,1763260406.84341,0.001513567753136158,0.0045537203550338745,0.00992701854556799,569.0,0.0,0.0001570481399539858,348.40741896629333,-0.18648087978363037,0.5151558518409729,
2029,183680,,0.000189861748367548,1763260407.0178301,3.7779100239276886e-05,0.001296214759349823,-0.0004275096580386162,570.0,0.0,463.4352111816406,348.58183908462524,-4.410743713378906e-05,0.5586936473846436,
2034,184192,,0.0001895545283332467,1763260407.6105614,0.00010459031909704208,0.001104608178138733,-0.0008939215913414955,570.0,0.0,214.5249481201172,349.17457032203674,1.341104507446289e-05,0.5498169660568237,
2045,185344,,0.00018886328325606883,1763260408.9229574,0.00010479427874088287,-0.0018739961087703705,-0.0009016208350658417,571.0,0.0,0.0037011324893683195,350.48696637153625,-0.05454599857330322,0.5792058110237122,
2051,185984,,0.00018847925821319222,1763260409.6623724,0.00011589936912059784,-0.0027542635798454285,0.0016315337270498276,572.0,0.0,8.563684241380543e-05,351.2263813018799,-0.12626564502716064,0.45116549730300903,
2052,186112,,0.0001884024532046169,1763260409.8117146,0.0008746795356273651,-0.006819672882556915,-0.0011252406984567642,572.0,0.0,0.0001997088111238554,351.3757236003876,0.11848634481430054,0.5109528303146362,
2070,187904,,0.00018732718308456242,1763260412.4629428,0.00043353065848350525,-0.005322638899087906,-0.0056864116340875626,573.0,0.0,0.00016842572949826717,354.02695178985596,-0.008695006370544434,0.5423744916915894,
2076,188544,,0.00018694315804168582,1763260413.6875982,0.0011414289474487305,-0.0022540390491485596,0.016553696244955063,573.0,0.0,6.590231350855902e-05,355.2516071796417,-0.06389522552490234,0.5294597744941711,
2093,190208,,0.00018594470748212188,1763260416.7990956,0.00011216849088668823,-0.0026858001947402954,-0.0010849107056856155,572.0,0.0,311.6783447265625,358.3631045818329,-2.6226043701171875e-06,0.5347993969917297,
2094,190336,,0.00018586790247354656,1763260417.0266733,0.00010851956903934479,0.0003773123025894165,0.000189267098903656,572.0,0.0,0.0035961454268544912,358.5906822681427,-0.0012307167053222656,0.542965829372406,
2117,192640,,0.0001844854123191908,1763260421.5098963,0.000313587486743927,-0.0017434768378734589,0.005935922265052795,572.0,0.0,296.4784240722656,363.0739052295685,-0.00011718273162841797,0.5346086621284485,
2141,195072,,0.00018302611715625972,1763260426.2214427,0.00029560644179582596,0.0008202791213989258,0.0018142582848668098,571.0,0.0,415.6357421875,367.7854516506195,1.913309097290039e-05,0.5326701998710632,
2146,195584,,0.00018271889712195843,1763260427.2725384,0.0001482916995882988,0.001798868179321289,0.0049771470949053764,571.0,0.0,261.0158386230469,368.83654737472534,1.1146068572998047e-05,0.5537301898002625,
2147,195712,,0.00018264209211338311,1763260427.5258622,0.0005751820281147957,-0.007558990269899368,0.00020522158592939377,571.0,0.0,0.005655765533447266,369.0898711681366,-0.21398019790649414,0.5300621390342712,
2148,195840,,0.0001825652871048078,1763260427.7496543,0.0006348229944705963,-0.006700994446873665,-0.010139703750610352,571.0,0.0,0.00024064912577159703,369.31366324424744,-0.12050437927246094,0.5265016555786133,
2155,196542,500.0,,1763260428.9870129,,,,,,,370.5510218143463,,,500.0
2172,198226,500.0,,1763260431.2101758,,,,,,,372.7741847038269,,,500.0
2185,199552,,0.0001803379418561235,1763260432.8776712,0.0002510836347937584,0.0012830859050154686,0.007973180152475834,573.0,0.0,0.00020633589883800596,374.4416801929474,-0.023151516914367676,0.5400336384773254,
2192,200300,108.0,,1763260433.6955755,,,,,,,375.2595844268799,,,108.0
2198,200832,,0.0001795698917703703,1763260434.41918,3.103632479906082e-05,0.0023867525160312653,-0.001454644836485386,574.0,0.0,342.5577697753906,375.98318886756897,0.0005377531051635742,0.5205773711204529,
2199,200960,,0.00017949308676179498,1763260434.567911,0.0002311859279870987,-0.00751456618309021,-0.003562847152352333,574.0,0.0,0.006144548300653696,376.13191986083984,-0.7205570936203003,0.6121540069580078,
2211,202240,,0.00017872503667604178,1763260436.086825,0.0006037931889295578,-0.0022319406270980835,0.0015452001243829727,575.0,0.0,0.00017557883984409273,377.65083384513855,-0.18677997589111328,0.5262149572372437,
2214,202496,,0.00017857142665889114,1763260436.398308,0.00034330785274505615,0.004841949790716171,0.0035354960709810257,575.0,0.0,0.003267792286351323,377.9623169898987,-0.011164546012878418,0.5779640674591064,
2220,203136,,0.00017818740161601454,1763260437.1648834,0.0009898124262690544,-0.016684867441654205,0.004253699444234371,576.0,0.0,0.0003329156606923789,378.728892326355,-0.07275569438934326,0.49684464931488037,
2223,203392,,0.0001780337915988639,1763260437.4992979,0.0006450535729527473,0.013278424739837646,-0.010390856303274632,576.0,0.0,455.478271484375,379.0633068084717,-9.632110595703125e-05,0.5571916103363037,
2225,203648,,0.00017788018158171326,1763260437.773163,6.926245987415314e-06,-0.0010471642017364502,0.0007082996889948845,576.0,0.0,0.000144406410981901,379.3371720314026,0.07717984914779663,0.5894787907600403,
2226,203776,,0.00017780337657313794,1763260437.9080207,0.0018299827352166176,-0.01639535278081894,-0.011603073216974735,577.0,0.001953125,0.00013507854600902647,379.4720296859741,0.3352164030075073,0.4934796988964081,
2227,203800,500.0,,1763260437.9393551,,,,,,,379.5033640861511,,,500.0
2231,204288,,0.00017749615653883666,1763260438.5079684,0.00021305028349161148,0.0016869418323040009,0.006261733360588551,577.0,0.0,0.00013489897537510842,380.07197737693787,-0.2334665060043335,0.5749996900558472,
2235,204672,,0.0001772657415131107,1763260438.9619565,0.00010070484131574631,-0.0037447214126586914,0.0018332870677113533,577.0,0.0,7.572109461762011e-05,380.5259654521942,0.21051859855651855,0.5409595966339111,
2241,205247,500.0,,1763260439.610609,,,,,,,381.17461800575256,,,500.0
2248,205952,,0.0001764976914273575,1763260440.4789367,0.0004994338378310204,-0.004805609583854675,0.0027528023347258568,579.0,0.0,0.0033239033073186874,382.0429456233978,-0.08489954471588135,0.5215476751327515,
2250,206208,,0.00017634408141020685,1763260440.7727184,0.00022795889526605606,-0.001078084111213684,0.003975548781454563,579.0,0.0,0.00018186081433668733,382.33672738075256,-0.1818305253982544,0.5105286836624146,
2253,206464,,0.00017619047139305621,1763260441.0774686,0.00011947657912969589,-0.001551775261759758,-0.0006786631420254707,579.0,0.0,0.003592192893847823,382.64147758483887,0.0006262063980102539,0.566557765007019,
2272,208384,,0.0001750383962644264,1763260443.280663,0.000283106230199337,-0.005118085071444511,-0.007269120775163174,581.0,0.0,0.0003333109198138118,384.8446719646454,-0.9960619211196899,0.5729507803916931,
2280,209152,,0.0001745775662129745,1763260444.139511,0.00013080984354019165,0.0012438148260116577,0.0008736196905374527,582.0,0.0,286.80169677734375,385.70352005958557,-0.0002690553665161133,0.4890349507331848,
2295,210688,,0.00017365592066198587,1763260445.7795007,8.530542254447937e-05,0.0022165467962622643,0.001643933355808258,583.0,0.0,337.21148681640625,387.34350967407227,-8.940696716308594e-06,0.559183657169342,
2298,211072,,0.0001734255056362599,1763260446.1510594,0.0008505862206220627,-0.00720573216676712,0.00011204555630683899,584.0,0.0,0.00010030759585788473,387.7150683403015,-0.4973675012588501,0.6068663001060486,
2310,212224,,0.00017273426055908203,1763260447.4509022,0.00011827424168586731,0.002841360867023468,0.0022350680083036423,585.0,0.0,337.3976745605469,389.01491117477417,-7.271766662597656e-06,0.5504273176193237,
2312,212480,,0.0001725806505419314,1763260447.7123656,0.00034328270703554153,-0.004509344696998596,0.005621367134153843,585.0,0.0,0.00017942418344318867,389.27637457847595,-0.23559129238128662,0.568535327911377,
2318,213116,500.0,,1763260448.3589606,,,,,,,389.92296957969666,,,500.0
2322,213504,,0.00017196621047332883,1763260448.85962,0.0007765516638755798,0.001435995101928711,0.001200193539261818,586.0,0.0,9.063934703590348e-05,390.42362904548645,-0.36865735054016113,0.5482944250106812,
2324,213632,,0.0001718894054647535,1763260449.0297441,0.00011960882693529129,-0.002577032893896103,-0.0025452589616179466,586.0,0.0,658.1944580078125,390.5937530994415,3.147125244140625e-05,0.5904313325881958,
2329,214144,,0.00017158218543045223,1763260449.586382,1.2762844562530518e-05,6.13182783126831e-05,-0.000176209956407547,587.0,0.0,231.29190063476562,391.1503908634186,2.562999725341797e-05,0.5290679931640625,
2339,215168,,0.00017096774536184967,1763260450.7235782,0.00018207542598247528,0.001304909586906433,0.004917839542031288,588.0,0.0,209.955810546875,392.2875871658325,3.594160079956055e-05,0.5583935379981995,
2343,215616,500.0,,1763260451.1544425,,,,,,,392.71845149993896,,,500.0
2348,216064,,0.00017043011030182242,1763260451.731365,0.0003740573301911354,0.0015473291277885437,0.0027310429140925407,588.0,0.0,0.0004569417214952409,393.295373916626,-0.032067179679870605,0.5313732028007507,
2354,216704,,0.00017004608525894582,1763260452.470789,0.00016040075570344925,-0.004047945141792297,-0.001846608705818653,589.0,0.0,0.0001467466208850965,394.0347979068756,0.10971122980117798,0.6001089811325073,
2363,217600,,0.00016950845019891858,1763260453.4723237,0.0006640003994107246,-0.0023648738861083984,0.005562680773437023,590.0,0.0,0.00014895549975335598,395.0363326072693,-0.0506664514541626,0.5814193487167358,
2389,220283,500.0,,1763260456.676902,,,,,,,398.2409110069275,,,500.0
2394,220783,500.0,,1763260457.25327,,,,,,,398.8172788619995,,,500.0
2409,222208,,0.00016674346989020705,1763260458.9952846,0.0002615731209516525,-0.001416083425283432,-0.003240184858441353,593.0,0.0,311.7262268066406,400.55929350852966,-1.2040138244628906e-05,0.616717517375946,
2426,224000,,0.00016566819977015257,1763260461.1551692,0.00015236902981996536,-0.0013411231338977814,0.0027848267927765846,595.0,0.0,0.0002993972157128155,402.71917819976807,-0.07099652290344238,0.6167232990264893,
2430,224384,,0.0001654377847444266,1763260461.8653247,9.147822856903076e-05,0.001283295452594757,0.0017665904015302658,595.0,0.0,0.004392322152853012,403.4293336868286,-0.24831831455230713,0.5242382287979126,
2449,226304,,0.0001642857096157968,1763260464.7856803,0.0003683362156152725,0.0002453923225402832,-0.009319689124822617,595.0,0.0,603.6800537109375,406.349689245224,0.0001609325408935547,0.5317177772521973,
2465,227968,,0.00016328724450431764,1763260467.5225189,0.00016376376152038574,0.0010633841156959534,0.005203748121857643,595.0,0.0,0.00023499173403251916,409.08652782440186,-0.11441326141357422,0.6231412291526794,
2491,230400,,0.00016182796389330178,1763260471.065037,0.0010401252657175064,-0.00868115946650505,-0.003321398049592972,596.0,0.0,0.00042275674059055746,412.62904596328735,-0.03078460693359375,0.571469783782959,
2493,230595,500.0,,1763260471.247498,,,,,,,412.81150698661804,,,500.0
2506,231936,,0.00016090630379039794,1763260472.8019307,0.0009011104702949524,-0.007631439715623856,0.00029231421649456024,597.0,0.0,0.00018855510279536247,414.365939617157,-0.28883910179138184,0.6077370643615723,
2514,232704,,0.00016044547373894602,1763260473.7069438,1.1051073670387268e-05,-0.0002017449587583542,-0.0006097052246332169,598.0,0.0,777.5921630859375,415.2709527015686,0.00019979476928710938,0.5823650360107422,
2515,232832,,0.0001603686687303707,1763260473.8433132,0.0006583938375115395,-0.0018897280097007751,0.005045478232204914,598.0,0.0,0.0033854632638394833,415.4073221683502,-0.814252495765686,0.5605109333992004,
2520,233344,,0.00016006144869606942,1763260474.4042447,0.0002576783299446106,-0.006392195820808411,0.0001688152551651001,598.0,0.0,0.0026886751875281334,415.9682536125183,-0.1818253993988037,0.535144031047821,
2533,234624,,0.00015929339861031622,1763260475.8410447,4.94709238409996e-05,-0.0007349960505962372,0.0012313714250922203,600.0,0.0,420.5022888183594,417.40505361557007,-0.00013685226440429688,0.5129325985908508,
2540,235392,,0.0001588325685588643,1763260476.6910555,0.000944959931075573,-0.0033393055200576782,0.016890013590455055,600.0,0.0,0.00029838885529898107,418.2550644874573,-0.02749788761138916,0.49045994877815247,
2547,236095,500.0,,1763260477.4290085,,,,,,,418.99301743507385,,,500.0
2570,238464,,0.0001569892483530566,1763260480.0303192,0.0010325005277991295,0.0014120005071163177,0.01709074154496193,603.0,0.0,0.00018935285334009677,421.5943281650543,-0.4554075002670288,0.5478910207748413,
2571,238592,,0.0001569124433444813,1763260480.1644905,0.00011231191456317902,0.001982487738132477,-0.0007636994123458862,603.0,0.0,0.00021711949375458062,421.7284994125366,-1.5581529140472412,0.5943060517311096,
2576,239095,500.0,,1763260480.594866,,,,,,,422.1588749885559,,,500.0
2577,239104,,0.00015660522331018,1763260480.6942,1.8309801816940308e-05,0.0002319924533367157,-0.0007601678371429443,603.0,0.0,137.29888916015625,422.25820899009705,-7.593631744384766e-05,0.5693407654762268,
2608,242304,,0.000154685098095797,1763260484.0678854,1.0579824447631836e-05,-0.0004737153649330139,-0.0002442598342895508,606.0,0.0,0.0035789005924016237,425.6318943500519,-0.15195119380950928,0.5482572317123413,
2610,242560,,0.00015453148807864636,1763260484.3320246,0.0006461916491389275,-0.003714781254529953,-0.0024971747770905495,607.0,0.0,0.0001386303483741358,425.8960335254669,-0.04924201965332031,0.5980120897293091,
2630,244480,,0.00015337941295001656,1763260486.6175876,0.00020950939506292343,-0.0002672150731086731,0.001658485271036625,608.0,0.0,0.004420996177941561,428.18159651756287,-0.13041043281555176,0.5949321389198303,
2636,245120,,0.00015299538790713996,1763260487.2919583,0.00017665047198534012,0.0002377144992351532,-0.001652655191719532,609.0,0.0,0.00010242342250421643,428.8559672832489,-0.04310107231140137,0.5818638801574707,
2646,246144,,0.0001523809478385374,1763260488.3985953,0.00013118702918291092,0.001986950635910034,-0.006534465588629246,609.0,0.0,0.0001133398327510804,429.9626042842865,-0.01354372501373291,0.636014997959137,
2647,246238,500.0,,1763260488.4424706,,,,,,,430.00647950172424,,,500.0
2648,246272,,0.00015230414282996207,1763260488.5566554,0.0001008063554763794,0.0006098141893744469,-0.0016440730541944504,609.0,0.0,379.44830322265625,430.12066435813904,0.00012636184692382812,0.5954958200454712,
2668,248320,,0.00015107526269275695,1763260490.7921221,4.248041659593582e-05,0.0008022785186767578,0.0017372509464621544,611.0,0.0,0.00011516155791468918,432.35613107681274,0.030072391033172607,0.5779497623443604,
2673,248832,,0.00015076804265845567,1763260491.3860312,0.0009185001254081726,-0.0036596842110157013,-0.0013625714927911758,612.0,0.0,0.00017019837105181068,432.950040102005,0.04034930467605591,0.5577554702758789,
2683,249600,,0.00015030721260700375,1763260492.2491786,0.00029934942722320557,0.013088244944810867,0.0031003467738628387,612.0,0.0,260.9772033691406,433.81318759918213,0.0001423358917236328,0.636741042137146,
2687,249941,98.0,,1763260492.579715,,,,,,,434.14372396469116,,,98.0
2689,250022,81.0,,1763260492.7251813,,,,,,,434.2891902923584,,,81.0
2692,250219,148.0,,1763260492.945057,,,,,,,434.50906586647034,,,148.0
2732,254208,,0.00014754224685020745,1763260497.361641,0.0005951309576630592,-0.001782439649105072,0.0004944400861859322,616.0,0.0,0.00027933038654737175,438.9256498813629,-0.5835447311401367,0.5435230731964111,
2752,256256,,0.00014631336671300232,1763260499.5732386,0.00023911893367767334,-0.001880480907857418,-0.002460816875100136,617.0,0.0,0.00010819867020472884,441.13724756240845,-0.03244423866271973,0.5456156134605408,
2757,256768,,0.00014600614667870104,1763260500.4410512,0.0005022799596190453,-0.0048021599650382996,0.004925518296658993,617.0,0.0,0.00013161200331524014,442.00506019592285,0.04177415370941162,0.49260491132736206,
2772,258294,500.0,,1763260502.0578375,,,,,,,443.6218464374542,,,500.0
2782,259294,500.0,,1763260503.2097626,,,,,,,444.7737715244293,,,500.0
2783,259328,,0.00014447004650719464,1763260503.313049,0.00016870815306901932,0.0005026999861001968,0.007265766151249409,619.0,0.0,384.4815673828125,444.8770580291748,2.7120113372802734e-05,0.5721100568771362,
2793,260352,,0.00014385560643859208,1763260504.4855907,0.0001456020399928093,0.0008406192064285278,-0.004410124383866787,620.0,0.0,521.0482788085938,446.049599647522,2.2530555725097656e-05,0.6119499206542969,
2824,263552,,0.00014193548122420907,1763260507.9430213,0.0008749179542064667,-0.018128663301467896,0.007876606658101082,622.0,0.0,0.00012642229557968676,449.50703024864197,0.07949793338775635,0.5977808833122253,
2843,265472,,0.00014078340609557927,1763260510.028285,8.663348853588104e-05,8.589774370193481e-05,-0.0018485989421606064,624.0,0.0,0.00024575163843110204,451.5922939777374,-0.07452619075775146,0.5354923009872437,
2857,266880,,0.00013993855100125074,1763260511.597664,0.00019452162086963654,-0.007694918662309647,0.0003066379576921463,625.0,0.0,0.0028914341237396,453.16167306900024,-0.18806791305541992,0.5868092179298401,
2882,269312,,0.00013847925583831966,1763260514.2988882,4.7944486141204834e-05,0.001287505030632019,-0.003218267112970352,627.0,0.0,180.74656677246094,455.86289715766907,0.00010609626770019531,0.5572379231452942,
2890,270208,,0.00013794163533020765,1763260515.2555277,0.00012826919555664062,-0.0006928406655788422,0.0016763713210821152,627.0,0.0,0.00033317742054350674,456.8195366859436,-0.8802525997161865,0.5511589050292969,
2911,272256,,0.00013671275519300252,1763260517.4330015,5.7017430663108826e-05,0.0005751848220825195,-0.0006773937493562698,629.0,0.0,513.0057373046875,458.99701046943665,0.00010389089584350586,0.591435968875885,
2935,274726,500.0,,1763260520.0542123,,,,,,,461.618221282959,,,500.0
2949,276224,,0.0001343317999271676,1763260521.6723163,4.4065527617931366e-05,-0.0001725517213344574,-0.0037357406690716743,632.0,0.0,8.560408605262637e-05,463.23632526397705,-0.05624866485595703,0.5519128441810608,
2960,277248,,0.00013371735985856503,1763260522.810849,9.556766599416733e-05,0.0019449461251497269,-0.005076763220131397,632.0,0.0,191.45059204101562,464.37485790252686,4.3511390686035156e-05,0.5257899761199951,
2975,278784,,0.0001327956997556612,1763260524.4999194,3.197230398654938e-05,0.002069626934826374,0.0014785900712013245,634.0,0.0,413.1154479980469,466.0639283657074,-6.413459777832031e-05,0.5439212322235107,
2989,280226,500.0,,1763260526.0523345,,,,,,,467.61634349823,,,500.0
2997,281088,,0.00013141320960130543,1763260526.998037,0.00020937342196702957,-0.005006089806556702,0.0005454802885651588,635.0,0.0,0.00013672350905835629,468.5620460510254,0.05343735218048096,0.5862210392951965,
3011,282392,500.0,,1763260528.476807,,,,,,,470.0408160686493,,,500.0
3051,286464,,0.00012818739924114197,1763260533.0700977,0.00015705544501543045,-0.007296750321984291,0.002659154124557972,639.0,0.0,6.623216177104041e-05,474.63410663604736,-0.13684368133544922,0.56839519739151,
3053,286592,,0.00012811059423256665,1763260533.25222,4.7157518565654755e-05,0.0012381896376609802,7.75698572397232e-06,639.0,0.0,477.06365966796875,474.81622886657715,-3.802776336669922e-05,0.5948171615600586,
3066,288000,,0.00012726573913823813,1763260534.7667978,0.0002594524994492531,-0.0009515359997749329,0.005828036926686764,640.0,0.0,0.0001773012918420136,476.33080673217773,-0.16422951221466064,0.5035549998283386,
3070,288384,,0.00012703532411251217,1763260535.1862893,0.0003959238529205322,-0.0030454620718955994,-0.00693923607468605,640.0,0.0,0.00010925150127150118,476.75029826164246,-0.01726841926574707,0.5849055647850037,
3083,289664,,0.00012626727402675897,1763260536.6053994,7.193814963102341e-05,-0.0013308599591255188,-7.82376155257225e-05,641.0,0.0,298.677001953125,478.1694083213806,0.00038552284240722656,0.5872927308082581,
3098,291200,,0.00012534562847577035,1763260538.2768896,0.0004995055496692657,-0.006021734327077866,-0.002586355432868004,642.0,0.0,203.22274780273438,479.84089851379395,-0.0002340078353881836,0.49379992485046387,
3103,291712,,0.00012503840844146907,1763260538.8179238,0.0003001084551215172,0.002506176009774208,0.0034215888008475304,642.0,0.0,152.22157287597656,480.3819327354431,5.7220458984375e-06,0.4743409752845764,
3127,294144,,0.000123579113278538,1763260541.3013697,8.139945566654205e-05,-0.0003146529197692871,-0.00032623112201690674,644.0,0.0,467.4353942871094,482.86537861824036,8.374452590942383e-05,0.5672502517700195,
3129,294400,,0.00012342550326138735,1763260541.5357475,0.0005142251029610634,-0.006512835621833801,-0.00974027719348669,644.0,0.0,0.00010196812218055129,483.0997564792633,-0.3304086923599243,0.5381389260292053,
3141,295586,500.0,,1763260542.7584548,,,,,,,484.32246375083923,,,500.0
3143,295808,,0.00012258064816705883,1763260543.0268676,0.0002777557820081711,-0.0007358565926551819,0.004615737125277519,645.0,0.0,0.0033946861512959003,484.59087657928467,-0.26140356063842773,0.4985836148262024,
3146,296086,500.0,,1763260543.2951918,,,,,,,484.8592007160187,,,500.0
3161,297600,,0.00012150537804700434,1763260544.9119647,2.8689391911029816e-05,-0.0014629662036895752,-0.00013000983744859695,646.0,0.0,176.8899688720703,486.4759736061096,-2.7060508728027344e-05,0.5648449659347534,
3170,298586,500.0,,1763260545.78948,,,,,,,487.35348892211914,,,500.0
3183,299904,,0.00012012288789264858,1763260547.015915,0.0001371605321764946,-0.0014080218970775604,-0.00014269817620515823,648.0,0.0,0.0001817372685763985,488.5799238681793,-0.19898009300231934,0.5763518214225769,
3188,300416,,0.0001198156678583473,1763260547.4981737,0.0004740031436085701,0.001494482159614563,0.0028962818905711174,649.0,0.0,0.00025323458248749375,489.0621826648712,0.28044235706329346,0.554163932800293,
3217,303360,,0.00011804915266111493,1763260550.1255527,0.0008622705936431885,-0.004798278212547302,-0.006589075550436974,651.0,0.001953125,0.0004303862224332988,491.6895616054535,-1.7799651622772217,0.5460551977157593,
3224,304086,500.0,,1763260550.7459657,,,,,,,492.30997467041016,,,500.0
3247,306432,,0.00011620583973126486,1763260552.9009695,7.846951484680176e-05,-0.0007112473249435425,-0.0015223566442728043,654.0,0.0,0.00013911473797634244,494.4649784564972,-0.12876784801483154,0.5828332901000977,
3250,306688,,0.00011605222971411422,1763260553.1247787,1.524854451417923e-05,-0.0008090808987617493,0.0009333817288279533,654.0,0.0,412.78924560546875,494.6887876987457,1.0728836059570312e-06,0.6030033230781555,
3252,306819,233.0,,1763260553.236275,,,,,,,494.800283908844,,,233.0
3255,307200,,0.00011574500967981294,1763260553.6033373,5.104579031467438e-05,-0.005637206137180328,0.00021345354616641998,655.0,0.0,0.000174629531102255,495.16734623908997,-0.12698817253112793,0.5528655052185059,
3259,307546,227.0,,1763260553.856901,,,,,,,495.4209098815918,,,227.0
3272,308864,,0.00011474654456833377,1763260555.0861843,0.00040668994188308716,-0.002621166408061981,-0.0034976713359355927,656.0,0.0,0.000219031295273453,496.6501932144165,0.12510305643081665,0.5673693418502808,
3275,309120,,0.00011459293455118313,1763260555.3118277,3.970600664615631e-05,-3.192387521266937e-05,-0.0007250700145959854,656.0,0.0,490.13629150390625,496.87583661079407,7.200241088867188e-05,0.5821529626846313,
3276,309248,,0.00011451612954260781,1763260555.4400907,3.3387914299964905e-05,-0.002651914954185486,0.0008966643363237381,657.0,0.0,0.0030050354544073343,497.00409960746765,0.25287926197052,0.5300986766815186,
3296,311296,,0.00011328724940540269,1763260557.281194,0.0003388701006770134,-0.0026405509561300278,0.0008371984586119652,658.0,0.0,0.00016365123155992478,498.84520292282104,-0.08129119873046875,0.5577024221420288,
3299,311552,,0.00011313363938825205,1763260557.5024612,2.8759241104125977e-06,-0.0001697968691587448,-1.6199424862861633e-05,659.0,0.0,307.5463562011719,499.0664701461792,-2.288818359375e-05,0.591821014881134,
3338,315520,,0.00011075269139837474,1763260561.0764077,3.3620744943618774e-06,2.1263957023620605e-05,0.0007903017103672028,662.0,0.0,623.7450561523438,502.64041662216187,3.49879264831543e-05,0.5368912816047668,
3351,316928,,0.00010990783630404621,1763260562.3284361,0.00017148815095424652,-0.004196770489215851,-0.00030549243092536926,663.0,0.0,0.00013497659529093653,503.89244508743286,0.05685490369796753,0.5890713334083557,
3357,317458,500.0,,1763260562.8055215,,,,,,,504.36953043937683,,,500.0
3360,317824,,0.00010937020124401897,1763260563.1372347,0.000995352864265442,-0.0028557032346725464,0.00021872296929359436,664.0,0.0,0.00011858301877509803,504.7012436389923,-0.013951778411865234,0.5782591700553894,
