losses/clipfrac,charts/episodic_return,_timestamp,charts/learning_rate,losses/old_approx_kl,_runtime,global_step,_step,losses/value_loss,losses/explained_variance,charts/SPS,losses/entropy,losses/approx_kl,losses/policy_loss,charts/episodic_length
0.0,,1763260455.6254508,0.00016705068992450833,-0.0007745949551463127,397.14489579200745,221696,2430,0.0017472541658207774,-1.7512853145599365,597.0,0.47845199704170227,0.0008991407230496407,0.0022252649068832397,
0.0,,1763260457.8458009,0.00016589861479587853,0.0001604640856385231,399.3652458190918,223616,2449,0.004540969617664814,-0.22945916652679443,599.0,0.4569475054740906,0.0003746757283806801,-0.004294140264391899,
,293.0,1763260459.6411679,,,401.160612821579,225181,2465,,,,,,,293.0
0.0,,1763260463.4480016,0.00016344085452146828,0.0039908792823553085,404.96744656562805,227712,2491,367.3140869140625,-0.007119417190551758,601.0,0.5213518738746643,0.0013583879917860031,-0.0015558712184429169,
0.0,,1763260463.8300767,0.00016328724450431764,-0.0024124309420585632,405.3495216369629,227968,2493,0.0006152308778837323,0.15534478425979614,601.0,0.4012312591075897,0.0004438776522874832,0.0020718425512313843,
0.0,,1763260465.411948,0.00016251919441856444,7.375236600637436e-05,406.9313929080963,229248,2506,232.8263397216797,0.002974867820739746,602.0,0.4040933847427368,3.549549728631973e-05,0.0007043853402137756,
0.001953125,,1763260466.8956943,0.00016198157391045243,-0.00440682377666235,408.4151391983032,230144,2514,0.0047134277410805225,-1.3729102611541748,602.0,0.4479607939720154,0.0029149381443858147,-0.006037760525941849,
,500.0,1763260466.9463549,,,408.4657998085022,230156,2515,,,,,,,500.0
0.0,,1763260467.9800832,0.00016159754886757582,0.002246069721877575,409.49952816963196,230784,2520,0.00557645782828331,-2.7816224098205566,602.0,0.34468236565589905,0.00016355421394109726,0.005152411758899689,
,500.0,1763260469.9335752,,,411.4530200958252,232156,2533,,,,,,,500.0
0.0,,1763260470.8173673,0.0001603686687303707,-0.0013248268514871597,412.3368122577667,232832,2540,0.004781877622008324,-1.672581434249878,603.0,0.4596616327762604,0.00012735463678836823,-0.00034199655055999756,
0.0,,1763260471.681087,0.00015990783867891878,-0.005174173042178154,413.2005319595337,233600,2547,0.0001883125805761665,0.08013159036636353,603.0,0.4185723066329956,0.0013289786875247955,-0.00946085900068283,
0.0,,1763260474.3369722,0.00015852534852456301,0.0008639972656965256,415.85641717910767,235904,2570,0.0024240973871201277,0.09349483251571655,605.0,0.4388240575790405,2.463720738887787e-05,-0.00033279508352279663,
0.0,,1763260474.4727237,0.0001584485435159877,0.0022183284163475037,415.99216866493225,236032,2571,0.0001736231497488916,0.032753586769104004,605.0,0.5289960503578186,0.00025121867656707764,-0.0022681746631860733,
0.0,,1763260475.0772898,0.0001581413234816864,0.00811763759702444,416.5967347621918,236544,2576,0.00020037109788972884,-0.19324815273284912,606.0,0.48498937487602234,0.0005577420815825462,0.004658263176679611,
,500.0,1763260475.1279874,,,416.6474323272705,236656,2577,,,,,,,500.0
0.0,,1763260478.5410147,0.0001562211982673034,0.0007111383602023125,420.06045961380005,239744,2608,203.1647186279297,0.00013172626495361328,608.0,0.5302369594573975,4.936289042234421e-05,0.000585407018661499,
0.0,,1763260478.7956605,0.00015606758825015277,0.010948904789984226,420.3151054382324,240000,2610,0.00017762342758942395,-0.6038049459457397,609.0,0.5645785331726074,0.001248314045369625,0.0031070858240127563,
0.0,,1763260481.048007,0.00015483870811294764,6.29723072052002e-05,422.56745195388794,242048,2630,0.0001808667730074376,0.007897913455963135,610.0,0.537830114364624,1.4644116163253784e-05,0.0006229057908058167,
,500.0,1763260481.661982,,,423.1814270019531,242656,2636,,,,,,,500.0
,500.0,1763260482.7660894,,,424.28553438186646,243656,2646,,,,,,,500.0
0.0,,1763260482.8885407,0.00015384024300146848,0.015488527715206146,424.40798568725586,243712,2647,209.33880615234375,0.0004528164863586426,612.0,0.5026395916938782,0.0009703580290079117,0.001452222466468811,
0.0,,1763260483.0164692,0.00015376343799289316,0.0009363051503896713,424.53591418266296,243840,2648,0.005522454157471657,-0.6370398998260498,612.0,0.5507628321647644,0.00013529881834983826,-0.000822119414806366,
0.0,,1763260485.3225439,0.00015253455785568804,-0.005499747581779957,426.8419888019562,245888,2668,0.0039849309250712395,-0.1120070219039917,613.0,0.5161769390106201,0.0005748560652136803,-0.007886350154876709,
0.0,,1763260485.931363,0.00015222733782138675,0.01429994311183691,427.4508080482483,246400,2673,0.004351150244474411,0.2105688452720642,614.0,0.5704020857810974,0.0011625299230217934,-0.009283860214054585,
0.0,,1763260487.201888,0.00015153609274420887,0.0009374376386404037,428.721333026886,247552,2683,0.00027334518381394446,-0.3922600746154785,615.0,0.5259068608283997,0.001713041216135025,-0.018851742148399353,
0.0,,1763260487.627603,0.0001513056777184829,-0.0030809463933110237,429.147047996521,247936,2687,0.00027844609576277435,-0.004845857620239258,615.0,0.503491222858429,0.0005732784047722816,-0.0056770071387290955,
,500.0,1763260487.811066,,,429.33051085472107,248156,2689,,,,,,,500.0
0.0,,1763260488.1954746,0.00015099845768418163,-0.0045472970232367516,429.71491956710815,248448,2692,0.00032311026006937027,-1.0261991024017334,615.0,0.5173089504241943,0.0007386775687336922,-0.016419487074017525,
0.0,,1763260492.75902,0.0001485407119616866,-0.00298127718269825,434.2784650325775,252544,2732,0.00017987204773817211,0.06920033693313599,619.0,0.4722963869571686,0.0008596926927566528,0.0027741938829421997,
0.0,,1763260495.037417,0.0001473118318244815,-0.002482515759766102,436.5568618774414,254592,2752,0.0001596512011019513,-0.2889556884765625,620.0,0.5112954378128052,4.447903484106064e-05,0.0009269788861274719,
0.0,,1763260495.618214,0.0001470046117901802,-0.021903490647673607,437.1376588344574,255104,2757,0.0001948568387888372,-0.07602763175964355,620.0,0.4933161735534668,0.00195927731692791,-0.003977365791797638,
0.0,,1763260497.3050704,0.00014608295168727636,0.00246642529964447,438.8245153427124,256640,2772,0.0001587054575793445,0.14907759428024292,622.0,0.5096755027770996,0.0008614230901002884,0.0057069528847932816,
,500.0,1763260498.378782,,,439.89822697639465,257656,2782,,,,,,,500.0
0.0,,1763260498.4958441,0.0001454685116186738,0.005385668948292732,440.01528906822205,257664,2783,201.45298767089844,-1.1205673217773438e-05,622.0,0.5377367734909058,0.00016049668192863464,0.0029531940817832947,
0.0,,1763260499.6798763,0.00014485407155007124,0.0005544815212488174,441.199321269989,258688,2793,279.2680358886719,-7.557868957519531e-05,623.0,0.5144081711769104,5.2148476243019104e-05,0.0013231374323368073,
0.0,,1763260503.610682,0.00014293394633568823,0.004341335967183113,445.130126953125,261888,2824,0.004507497884333134,-0.24336445331573486,625.0,0.4933672845363617,0.00039124488830566406,0.0022699683904647827,
0.0,,1763260505.9487777,0.0001417050661984831,-0.005825267173349857,447.468222618103,263936,2843,0.00033303649979643524,-0.01968562602996826,626.0,0.5075235962867737,0.0005884738638997078,-0.007072430104017258,
0.0,,1763260507.5457542,0.0001408602111041546,-0.0009959004819393158,449.065199136734,265344,2857,0.004149735439568758,-0.055901408195495605,627.0,0.5077753067016602,7.590092718601227e-05,0.0015005357563495636,
0.0,,1763260510.4358356,0.00013932411093264818,-0.0016251113265752792,451.95528054237366,267904,2882,0.00402313144877553,0.338809609413147,629.0,0.5379183292388916,0.0018516480922698975,-0.0001835981383919716,
0.0,,1763260511.2900116,0.00013886328088119626,0.00011780951172113419,452.80945658683777,268672,2890,328.14495849609375,-6.759166717529297e-05,629.0,0.5346289277076721,3.9031729102134705e-06,0.000784166157245636,
0.0,,1763260513.6306782,0.00013755761028733104,0.00123586505651474,455.15012311935425,270848,2911,0.004526395350694656,-0.23836946487426758,631.0,0.5139524340629578,0.00023247115314006805,0.00014795362949371338,
0.0,,1763260516.3150978,0.00013609831512439996,-0.004893151111900806,457.83454275131226,273280,2935,135.80377197265625,-9.310245513916016e-05,633.0,0.48015034198760986,0.000311962328851223,-0.0028776079416275024,
0.0,,1763260517.8488932,0.00013525346003007144,-0.0009130928665399551,459.36833810806274,274688,2949,185.7294921875,-7.987022399902344e-06,634.0,0.6190565228462219,5.1120296120643616e-05,0.0016825869679450989,
0.0,,1763260519.1103487,0.00013456221495289356,-0.0019132746383547783,460.6297936439514,275840,2960,0.003650479484349489,-0.07006716728210449,635.0,0.5869813561439514,0.00026762019842863083,0.0006611719727516174,
0.0,,1763260520.845855,0.0001336405548499897,0.000758008100092411,462.36529994010925,277376,2975,0.004316231701523066,0.46022355556488037,636.0,0.5292838215827942,0.0010599466040730476,-0.027679527178406715,
0.0,,1763260522.581325,0.00013271889474708587,0.008837927132844925,464.10076999664307,278912,2989,0.00030261449865065515,0.0825575590133667,637.0,0.5674350261688232,0.0004835575819015503,-0.009566538035869598,
0.0,,1763260523.4296968,0.00013225806469563395,-0.003920692950487137,464.94914174079895,279680,2997,327.02197265625,-2.944469451904297e-05,637.0,0.6259601712226868,0.00016386434435844421,1.2926757335662842e-05,
,500.0,1763260525.0088193,,,466.5282642841339,281156,3011,,,,,,,500.0
0.0,,1763260529.510607,0.0001290322543354705,-0.007593502290546894,471.03005194664,285056,3051,302.6385498046875,2.7000904083251953e-05,640.0,0.5158487558364868,0.0006979154422879219,-0.014469675719738007,
0.0,,1763260529.8000998,0.00012887864431831986,-0.0003187572583556175,471.3195447921753,285312,3053,0.0004091628943569958,-0.09733355045318604,641.0,0.5873798131942749,0.00013648439198732376,-0.004422185942530632,
0.0,,1763260531.2451286,0.00012811059423256665,0.0008328063413500786,472.76457357406616,286592,3066,108.3648910522461,-7.522106170654297e-05,641.0,0.5696567893028259,0.0002461755648255348,0.005533128976821899,
0.0,,1763260531.6850953,0.0001278801792068407,-0.0005310643464326859,473.20454025268555,286976,3070,267.51763916015625,-9.393692016601562e-05,642.0,0.5473900437355042,2.641230821609497e-06,0.0005782358348369598,
0.0,,1763260533.2395878,0.00012703532411251217,0.019927851855754852,474.75903272628784,288384,3083,0.00030257427715696394,0.16000103950500488,643.0,0.6032171845436096,0.0011339392513036728,-0.024425484240055084,
0.0,,1763260534.966345,0.00012611366400960833,-0.000768234021961689,476.48579001426697,289920,3098,0.0002484997094143182,-0.08814692497253418,644.0,0.583830714225769,0.000295090489089489,-0.0035062485840171576,
0.0,,1763260535.545565,0.00012580645852722228,0.005174821242690086,477.0650098323822,290432,3103,0.00023739646712783724,-0.0007079839706420898,644.0,0.5426995754241943,0.00035678036510944366,-0.005832755006849766,
0.0,,1763260538.2449827,0.0001243471633642912,0.0012766113504767418,479.76442766189575,292864,3127,0.00017193297389894724,-0.4573463201522827,645.0,0.5224606394767761,1.7861835658550262e-05,0.0015573948621749878,
0.0,,1763260538.422988,0.00012427035835571587,-0.0035247420892119408,479.9424328804016,292992,3129,678.0596313476562,6.276369094848633e-05,645.0,0.557299017906189,1.9445084035396576e-05,0.001749381422996521,
0.0,,1763260539.816773,0.00012350230826996267,-0.002985776402056217,481.336217880249,294272,3141,0.00011395728506613523,-0.09013950824737549,646.0,0.5935317873954773,0.001147453673183918,0.004469610750675201,
,500.0,1763260539.9749568,,,481.4944016933441,294469,3143,,,,,,,500.0
0.0,,1763260540.3423238,0.0001231950882356614,-0.0012972867116332054,481.8617687225342,294784,3146,0.0001535874471301213,0.022008955478668213,647.0,0.6020129919052124,0.00013172347098588943,0.001154821366071701,
0.0,,1763260543.025223,0.0001217357930727303,0.0007218047976493835,484.54466795921326,297216,3170,0.0033151600509881973,-0.28121209144592285,648.0,0.5996702909469604,5.924515426158905e-05,-0.001282963901758194,
0.0,,1763260544.4300263,0.0001209677429869771,0.0019676201045513153,485.94947123527527,298496,3183,386.31744384765625,3.2961368560791016e-05,649.0,0.5663373470306396,0.00020452775061130524,-0.0030680038034915924,
0.0,,1763260544.9820642,0.00012066052295267582,-0.001462806947529316,486.5015091896057,299008,3188,391.09613037109375,1.1742115020751953e-05,649.0,0.5673169493675232,2.159085124731064e-05,-0.00033460836857557297,
,500.0,1763260547.6761236,,,489.19556856155396,301969,3217,,,,,,,500.0
0.0,,1763260548.373666,0.00011843317770399153,0.0031709447503089905,489.8931109905243,302720,3224,0.002892673946917057,0.04422658681869507,653.0,0.5471404790878296,7.354840636253357e-05,-0.0031465627253055573,
0.0,,1763260550.4483984,0.00011705069482559338,0.004829501733183861,491.9678432941437,305024,3247,140.53701782226562,0.00023895502090454102,655.0,0.5328033566474915,0.00028911419212818146,0.0064317286014556885,
0.0,,1763260550.7803218,0.00011682027979986742,-0.01100649032741785,492.2997667789459,305408,3250,0.00022279631230048835,-0.036924004554748535,655.0,0.5571022033691406,0.0007231524214148521,-0.00917140394449234,
0.0,,1763260550.8926625,0.0001167434747912921,0.0015659071505069733,492.41210746765137,305536,3252,110.32413482666016,-9.02414321899414e-05,655.0,0.5442126989364624,0.0002766381949186325,-0.0005037635564804077,
0.0,,1763260551.2663414,0.00011651305976556614,0.0007687881588935852,492.78578639030457,305920,3255,0.00012054412218276411,0.071785569190979,655.0,0.5917279124259949,2.9457733035087585e-05,1.586414873600006e-05,
0.0,,1763260551.6009893,0.00011628264473984018,0.0011137491092085838,493.1204342842102,306304,3259,0.00023316506121773273,-0.03238785266876221,656.0,0.5847759246826172,0.001038472168147564,-0.0074338242411613464,
0.0,,1763260552.752181,0.00011551459465408698,0.00044998619705438614,494.271625995636,307584,3272,322.2469787597656,1.1563301086425781e-05,657.0,0.5667492151260376,1.3449229300022125e-05,-0.0010630320757627487,
0.0,,1763260553.0824819,0.00011528417962836102,-0.002066626213490963,494.60192680358887,307968,3275,0.00022997923952061683,-0.058135390281677246,657.0,0.5601440668106079,7.849093526601791e-05,-0.0014974363148212433,
,500.0,1763260553.083733,,,494.603178024292,307969,3276,,,,,,,500.0
0.0,,1763260554.9399772,0.00011405529949115589,-6.07585534453392e-05,496.45942211151123,310016,3296,0.00022506446111947298,-0.022447943687438965,659.0,0.5120173096656799,0.0008859438821673393,-0.012417152523994446,
0.0,,1763260555.1643844,0.00011390168947400525,-0.0030501605942845345,496.68382930755615,310272,3299,0.0021519926376640797,-0.8025054931640625,659.0,0.5170153379440308,0.0001859636977314949,0.002387434244155884,
0.0,,1763260558.7757494,0.00011152073420817032,0.00104467011988163,500.2951943874359,314240,3338,0.000123434147099033,-2.2917754650115967,662.0,0.46962374448776245,0.0005301926285028458,-0.008126810193061829,
0.0,,1763260559.9187903,0.00011075269139837474,0.004510773345828056,501.43823528289795,315520,3351,0.0003890571533702314,-0.25424206256866455,664.0,0.4815296530723572,0.0002722162753343582,-0.0026607513427734375,
0.0,,1763260560.5029056,0.00011036866635549814,0.016199760138988495,502.0223505496979,316160,3357,0.00019976700423285365,-0.29735004901885986,664.0,0.5394300222396851,0.001721598207950592,-0.009008839726448059,
0.0,,1763260560.732355,0.0001102150563383475,0.0029056528583168983,502.2518000602722,316416,3360,0.002738978946581483,-0.020708322525024414,664.0,0.4909990429878235,0.0001607527956366539,0.0014583170413970947,
,500.0,1763260564.1748621,,,505.69430708885193,320265,3398,,,,,,,500.0
0.0,,1763260564.5021095,0.00010768049105536193,-0.012783652171492577,506.02155447006226,320640,3401,0.0002481194387655705,-0.5314735174179077,668.0,0.5882758498191833,0.00036770477890968323,-0.0035497788339853287,
0.0,,1763260564.982192,0.00010737327102106065,-0.004243370145559311,506.5016369819641,321152,3406,0.000292182550765574,-0.20354843139648438,668.0,0.5417696237564087,0.00017595477402210236,-0.00018981844186782837,
,500.0,1763260565.020691,,,506.5401358604431,321265,3407,,,,,,,500.0
0.0,,1763260566.2479367,0.00010660522093530744,0.00576923880726099,507.7673816680908,322432,3419,0.0036388845182955265,-0.0961540937423706,669.0,0.5780258774757385,0.00036891456693410873,-0.002893204800784588,
0.0,,1763260566.9872196,0.00010614439088385552,0.00028443243354558945,508.5066645145416,323200,3426,0.00025807073689065874,-0.12870895862579346,670.0,0.5127208232879639,3.3029355108737946e-05,-0.0013885851949453354,
0.0,,1763260567.1464772,0.0001060675858752802,0.000988788902759552,508.665922164917,323328,3428,188.1130828857422,0.0002180337905883789,670.0,0.5395679473876953,4.288181662559509e-05,-0.0014384090900421143,
0.0,,1763260567.9484215,0.00010560675582382828,0.0025600306689739227,509.46786642074585,324096,3435,0.0003407297481317073,-0.24347198009490967,670.0,0.5705990791320801,0.0002779792994260788,-0.004239246249198914,
0.0,,1763260569.5461514,0.00010468510299688205,0.003168908879160881,511.0655963420868,325632,3450,0.0003291045140940696,0.10349535942077637,671.0,0.594485878944397,0.0003468059003353119,-0.009445017203688622,
0.0,,1763260569.6696074,0.00010460829798830673,0.002363983541727066,511.18905234336853,325760,3451,0.0002182729367632419,-0.2865852117538452,671.0,0.5876624584197998,0.0002640392631292343,-0.005018336698412895,
0.0,,1763260570.7513168,0.00010399385791970417,-0.0015014512464404106,512.2707617282867,326784,3462,486.2107849121094,-6.115436553955078e-05,672.0,0.49918773770332336,0.0004058321937918663,0.0027882233262062073,
,500.0,1763260572.2177424,,,513.7371873855591,328265,3476,,,,,,,500.0
0.0,,1763260572.5892942,0.00010291858779964969,-0.0007430417463183403,514.1087391376495,328576,3479,0.00029214791720733047,-0.046225666999816895,673.0,0.5588114261627197,5.670730024576187e-05,0.0011913366615772247,
0.0,,1763260574.4634075,0.0001018433176795952,0.0007372545078396797,515.9828524589539,330368,3498,336.9375915527344,-0.00022840499877929688,674.0,0.5583304762840271,6.915070116519928e-06,-0.00011177361011505127,
0.0,,1763260574.9805999,0.00010153609764529392,0.0022321585565805435,516.5000448226929,330880,3503,0.0007010941626504064,-0.6475470066070557,675.0,0.5533646941184998,0.00045645423233509064,-0.009442832320928574,
0.0,,1763260576.014461,0.00010092165757669136,0.002561315894126892,517.5339059829712,331904,3513,0.0002887226000893861,-0.13606679439544678,675.0,0.6001076698303223,0.00023618899285793304,-0.0060485415160655975,
,500.0,1763260577.217663,,,518.7371079921722,333064,3525,,,,,,,500.0
0.0,,1763260578.4697967,9.946236241376027e-05,-0.00220673531293869,519.9892416000366,334336,3537,0.0002928144240286201,-0.25502610206604004,677.0,0.5830289721488953,5.994737148284912e-05,-0.0009631793946027756,
,500.0,1763260580.1861515,,,521.705596446991,336064,3554,,,,,,,500.0
0.0,,1763260580.3078442,9.83870995696634e-05,-0.0018335552886128426,521.8272891044617,336128,3555,507.3684997558594,-7.37905502319336e-05,678.0,0.48863616585731506,9.908434003591537e-05,0.0011785030364990234,
0.0,,1763260582.4776244,9.708141442388296e-05,-0.0011212965473532677,523.9970693588257,338304,3576,0.0028747234027832747,-0.2969151735305786,679.0,0.5352921485900879,0.0002106567844748497,-0.004633881151676178,
0.0,,1763260582.7234747,9.692780440673232e-05,-0.003031405620276928,524.2429196834564,338560,3578,0.00036997784627601504,-0.08185255527496338,679.0,0.5224651098251343,5.7027675211429596e-05,-0.0008123479783535004,
0.0,,1763260583.016894,9.677419438958168e-05,-0.0002527134492993355,524.5363390445709,338816,3581,0.0016459687612950802,-0.7030560970306396,680.0,0.5580576062202454,1.0353513062000275e-05,0.0010181255638599396,
0.0,,1763260583.7708447,9.631336433812976e-05,0.002827485091984272,525.2902896404266,339584,3589,421.03515625,0.0004118680953979492,680.0,0.4715385437011719,0.0002227267250418663,-0.0038679316639900208,
,500.0,1763260586.2464168,,,527.765861749649,342064,3613,,,,,,,500.0
0.0,,1763260587.2964766,9.423962910659611e-05,-0.000609738752245903,528.8159215450287,343040,3622,0.00018931766680907458,-0.39964520931243896,682.0,0.511964738368988,5.563721060752869e-06,-0.00012602657079696655,
0.0,,1763260589.278746,9.308755397796631e-05,0.0013630790635943413,530.7981908321381,344960,3640,0.0003239141369704157,-0.1355123519897461,683.0,0.5646001696586609,8.434988558292389e-06,2.3826956748962402e-05,
,500.0,1763260590.9603822,,,532.4798271656036,346564,3656,,,,,,,500.0
0.0,,1763260592.4002059,9.132104605669156e-05,-0.0014356477186083794,533.9196507930756,347904,3669,0.00035441434010863304,0.015292882919311523,685.0,0.5770667195320129,0.00048797111958265305,0.006666149944067001,
0.0,,1763260593.5178497,9.0706605988089e-05,-0.0006224224343895912,535.037294626236,348928,3679,0.00045959794078953564,-0.4534209966659546,685.0,0.5253282189369202,0.00029348302632570267,-0.003171157091856003,
0.0,,1763260593.942688,9.047619096236303e-05,0.009245418943464756,535.4621329307556,349312,3683,0.002837137086316943,0.15748482942581177,686.0,0.4806363880634308,0.00031252484768629074,0.001825546845793724,
0.0,,1763260594.0815783,9.039938595378771e-05,-0.0007214667275547981,535.6010231971741,349440,3684,0.00034559937193989754,-0.184157133102417,686.0,0.5734310746192932,7.545109838247299e-05,-0.00042446888983249664,
0.0,,1763260596.911991,8.878648077370599e-05,0.006339123472571373,538.4314358234406,352128,3711,334.9172058105469,0.0001760721206665039,687.0,0.5116536617279053,0.0001798439770936966,-0.0013465285301208496,
0.0,,1763260597.1747096,8.863287075655535e-05,-0.00039695855230093,538.6941545009613,352384,3713,0.0004818054148927331,-0.19014489650726318,687.0,0.538070797920227,4.654843360185623e-05,-0.0023525208234786987,
,500.0,1763260597.3399518,,,538.8593966960907,352564,3715,,,,,,,500.0
0.0,,1763260599.095419,8.755760063650087e-05,0.0025506634265184402,540.6148638725281,354176,3731,185.27975463867188,6.67572021484375e-06,688.0,0.5604993104934692,5.4638832807540894e-05,0.0018339436501264572,
0.0,,1763260599.458838,8.73271856107749e-05,0.0044493842869997025,540.9782829284668,354560,3734,0.00035418436164036393,-0.9184449911117554,688.0,0.527685284614563,2.600066363811493e-05,-0.00032391399145126343,
0.0,,1763260602.1413152,8.60983127495274e-05,0.0009825387969613075,543.6607601642609,356608,3755,480.3324890136719,0.00025069713592529297,689.0,0.5425398945808411,0.00013444479554891586,0.0010108649730682373,
0.0,,1763260604.4883382,8.486943261232227e-05,-0.004915368743240833,546.0077831745148,358656,3775,347.3736877441406,-0.00010132789611816406,690.0,0.500163197517395,0.00013659242540597916,-0.004554880782961845,
,500.0,1763260604.9020436,,,546.4214885234833,359064,3779,,,,,,,500.0
0.0,,1763260607.6432946,8.302611240651459e-05,-0.004765549674630165,549.1627395153046,361728,3804,0.003281165612861514,-0.24639225006103516,691.0,0.5430161356925964,8.795782923698425e-05,-0.0008749291300773621,
,500.0,1763260607.9174392,,,549.4368841648102,362064,3807,,,,,,,500.0
0.0,,1763260612.0393722,8.041474939091131e-05,-0.0010219914838671684,553.5588171482086,366080,3847,581.848388671875,-4.494190216064453e-05,694.0,0.5600289702415466,6.281770765781403e-06,-0.0004453137516975403,
0.0,,1763260615.4554389,7.841781916795298e-05,-0.0007307324558496475,556.9748837947845,369408,3879,0.0003605312085710466,-0.21888577938079834,696.0,0.5792940855026245,1.0455027222633362e-05,0.0009483750909566879,
0.0,,1763260615.8780012,7.818740414222702e-05,-0.00181508157402277,557.3974461555481,369792,3883,0.002695281757041812,-0.09094274044036865,696.0,0.5500055551528931,0.00023760367184877396,-0.004430241882801056,
0.0,,1763260616.0015671,7.81105991336517e-05,0.004886055365204811,557.5210120677948,369920,3884,0.00035629916237667203,-0.06842470169067383,696.0,0.5198500752449036,0.00017339549958705902,0.0017737410962581635,
0.0,,1763260616.2878153,7.795698911650106e-05,0.0006200931966304779,557.8072602748871,370176,3887,205.12269592285156,7.867813110351562e-06,696.0,0.5404360294342041,2.3152679204940796e-06,0.00027038902044296265,
,500.0,1763260616.6901886,,,558.2096335887909,370564,3891,,,,,,,500.0
0.0,,1763260617.485925,7.726574403932318e-05,0.00026522669941186905,559.0053699016571,371328,3898,0.00043712236220017076,0.25689613819122314,697.0,0.5077652931213379,4.1155144572257996e-06,0.00036615878343582153,
0.0,,1763260618.9969175,7.642088894499466e-05,-0.001246156170964241,560.5163624286652,372736,3912,0.0025365918409079313,0.09201675653457642,697.0,0.5966185331344604,5.2576884627342224e-05,-0.0005398839712142944,
0.0,,1763260619.2770388,7.626727892784402e-05,-0.001144183799624443,560.7964837551117,372992,3915,396.36981201171875,-0.0001347064971923828,697.0,0.5133194923400879,0.00013399869203567505,0.003072800114750862,
0.0,,1763260620.7269282,7.54224238335155e-05,-0.000723622739315033,562.2463731765747,374400,3928,0.00031203858088701963,0.053667664527893066,698.0,0.5189977884292603,0.00013503991067409515,-0.00037250109016895294,
,500.0,1763260622.2886329,,,563.8080778121948,375962,3944,,,,,,,500.0
0.0,,1763260622.4297485,7.442396599799395e-05,-0.002569361589848995,563.9491934776306,376064,3945,332.59423828125,-6.4373016357421875e-06,699.0,0.5498447418212891,7.4789859354496e-05,0.0013599619269371033,
0.0,,1763260622.5587492,7.434716098941863e-05,0.0014020716771483421,564.0781941413879,376192,3946,0.0030108317732810974,-0.09385168552398682,699.0,0.5734766721725464,0.00015767384320497513,0.0039052236825227737,
,500.0,1763260623.2774272,,,564.796872138977,376962,3954,,,,,,,500.0
,500.0,1763260624.2232118,,,565.7426567077637,377962,3963,,,,,,,500.0
0.0,,1763260624.8805246,7.296467083506286e-05,0.00011780392378568649,566.3999695777893,378496,3969,216.4842529296875,-0.0001157522201538086,700.0,0.5867669582366943,2.3341737687587738e-05,0.0006162002682685852,
0.0,,1763260626.1598792,7.227342575788498e-05,0.0005078567191958427,567.6793241500854,379648,3981,274.7879638671875,0.0006302595138549805,701.0,0.49011069536209106,4.050321877002716e-06,4.9717724323272705e-05,
0.0,,1763260626.4274826,7.211981574073434e-05,-0.0026406487450003624,567.9469275474548,379904,3983,0.0005856048665009439,-0.19375872611999512,701.0,0.6015275120735168,2.778042107820511e-05,0.00013647973537445068,
,500.0,1763260627.8899918,,,569.4094367027283,381249,3997,,,,,,,500.0
0.0,,1763260630.333854,6.996927550062537e-05,0.004500990733504295,571.8532989025116,383488,4020,0.007078063208609819,-5.979418754577637,702.0,0.5178062319755554,0.0003595743328332901,-0.004448043182492256,
0.0,,1763260634.4905431,6.758832751074806e-05,0.0015765335410833359,576.0099880695343,387456,4059,0.002437196671962738,-0.3616366386413574,704.0,0.5613914728164673,3.70759516954422e-05,-0.0006620064377784729,
0.0,,1763260637.4223242,6.589861732209101e-05,-0.00042171869426965714,578.9417691230774,390272,4087,273.0481262207031,-0.00010800361633300781,706.0,0.6012670397758484,2.390798181295395e-05,-0.0016239173710346222,
,500.0,1763260637.8362284,,,579.3556733131409,390745,4091,,,,,,,500.0
0.0,,1763260639.305183,6.474654219346121e-05,-0.0022489968687295914,580.8246278762817,392192,4105,0.0004278300912119448,0.08861672878265381,707.0,0.5074526071548462,0.00031256116926670074,-0.00158725306391716,
0.0,,1763260639.6708784,6.451612716773525e-05,-0.0016729654744267464,581.1903233528137,392576,4109,0.00043451329111121595,0.39863669872283936,707.0,0.5132319927215576,0.00030278507620096207,-0.0009196624159812927,
0.0,,1763260640.2575266,6.413210212485865e-05,-0.004003182984888554,581.776971578598,393216,4115,0.0003882711462210864,-0.1208411455154419,707.0,0.5503643155097961,7.866416126489639e-05,5.708634853363037e-05,
0.0,,1763260640.6208453,6.390168709913269e-05,0.0001247292384505272,582.1402902603149,393600,4119,0.0005530081689357758,-0.058095455169677734,708.0,0.574931800365448,5.465932190418243e-06,-0.0004907194525003433,
0.0,,1763260643.0933015,6.23655942035839e-05,0.00033235829323530197,584.6127464771271,396160,4144,0.0003272404137533158,0.0606081485748291,709.0,0.5592025518417358,1.8055550754070282e-05,-0.002289414405822754,
,500.0,1763260643.5615587,,,585.0810036659241,396745,4150,,,,,,,500.0
0.0,,1763260645.3564305,6.090629904065281e-05,-0.0024040406569838524,586.8758754730225,398592,4168,0.0005328736733645201,-0.04377579689025879,711.0,0.492167592048645,0.000225885771214962,0.0020908229053020477,
,500.0,1763260646.8409421,,,588.3603870868683,400245,4184,,,,,,,500.0
,500.0,1763260647.7921085,,,589.311553478241,401245,4194,,,,,,,500.0
,500.0,1763260648.2751753,,,589.7946202754974,401745,4199,,,,,,,500.0
,500.0,1763260650.7226477,,,592.2420926094055,404245,4224,,,,,,,500.0
