charts/episodic_return,losses/old_approx_kl,_step,charts/learning_rate,global_step,losses/approx_kl,charts/SPS,_timestamp,charts/episodic_length,losses/explained_variance,_runtime,losses/clipfrac,losses/policy_loss,losses/entropy,losses/value_loss
,-0.00538299884647131,1765,0.0002043778804363683,159488,0.0002708742395043373,565.0,1763260366.7396355,,0.00015741586685180664,308.30367946624756,0.0,0.0032011494040489197,0.5227044224739075,243.24111938476562
,0.012649426236748695,1768,0.00020414746541064233,159872,0.0012858305126428604,565.0,1763260367.3622746,,-0.06173384189605713,308.9263186454773,0.0,-0.017690859735012054,0.6375850439071655,0.00018881629512179643
,-0.0008658990263938904,1777,0.00020360983035061508,160768,0.00025794096291065216,566.0,1763260368.5703537,,-0.22332632541656494,310.13439774513245,0.0,-0.00176180899143219,0.5928837656974792,0.0002980545104946941
,-0.0015287194401025772,1818,0.00020122887508478016,164736,7.308833301067352e-05,568.0,1763260374.5321286,,0.0017705559730529785,316.09617257118225,0.0,-0.003020748496055603,0.5086146593093872,362.8280029296875
,0.0004614265635609627,1823,0.0002009984600590542,165120,0.000282791443169117,568.0,1763260375.2071064,,0.0028263330459594727,316.7711503505707,0.0,-0.011753164231777191,0.5233204364776611,436.16229248046875
,0.01716543175280094,1851,0.00019923194486182183,168064,0.00966397114098072,570.0,1763260379.5955217,,-0.4644371271133423,321.15956568717957,0.01171875,-0.018823523074388504,0.48625972867012024,0.0002899688552133739
,-0.0007747253403067589,1856,0.00019892472482752055,168576,2.784188836812973e-05,570.0,1763260380.201677,,0.0690838098526001,321.7657210826874,0.0,-0.0018917843699455261,0.5314984917640686,0.00014760140038561076
,0.007002511061728001,1868,0.00019823347975034267,169728,0.0005227969959378242,571.0,1763260381.586976,,-0.2723562717437744,323.1510200500488,0.0,0.0016818828880786896,0.5435335636138916,0.005225934088230133
,-0.006200050935149193,1873,0.00019792627426795661,170240,0.0005100071430206299,572.0,1763260382.215269,,-0.06276595592498779,323.7793130874634,0.0,-0.003650575876235962,0.5613031983375549,0.004963729064911604
,0.002063615247607231,1877,0.00019769585924223065,170624,0.000965513288974762,572.0,1763260382.9171298,,-0.1528325080871582,324.4811737537384,0.0,-0.021309159696102142,0.5143256187438965,0.005422522313892841
,0.015907470136880875,1886,0.0001971582241822034,171520,0.0008072089403867722,572.0,1763260384.4026895,,0.0006025433540344238,325.96673345565796,0.0,0.005721293389797211,0.5218195915222168,363.82098388671875
500.0,,1895,,172459,,,1763260385.6332543,500.0,,327.19729828834534,,,,
,-0.03420295566320419,1903,0.00019608295406214893,173312,0.002927767112851143,574.0,1763260386.6749713,,-0.21077144145965576,328.23901534080505,0.0,-0.0027049370110034943,0.5333185195922852,0.0004101849626749754
,-0.00602624099701643,1906,0.0001959293440449983,173568,4.539173096418381e-05,574.0,1763260386.9825616,,-0.00019085407257080078,328.5466055870056,0.0,0.0005043596029281616,0.5430006384849548,635.6506958007812
,0.0004835519939661026,1918,0.00019516129395924509,174848,0.0004930123686790466,575.0,1763260388.4583547,,-0.04262864589691162,330.02239871025085,0.0,-0.0038060806691646576,0.43973565101623535,0.00017326140368822962
,0.0018189018592238426,1920,0.00019508448895066977,174976,7.222313433885574e-05,575.0,1763260388.6307518,,-2.288818359375e-05,330.1947958469391,0.0,0.0005488023161888123,0.5354675054550171,552.7012939453125
,0.0027366196736693382,1945,0.00019354838877916336,177536,0.0002814223989844322,578.0,1763260391.589562,,-1.3113021850585938e-06,333.15360593795776,0.0,4.6426430344581604e-05,0.5396156311035156,372.44287109375
500.0,,1959,,178959,,,1763260393.1957607,500.0,,334.759804725647,,,,
500.0,,1973,,180459,,,1763260394.7973213,500.0,,336.36136531829834,,,,
,-0.0020847925916314125,1985,0.0001910906285047531,181632,0.0004736492410302162,582.0,1763260396.738824,,0.21547377109527588,338.3028678894043,0.0,-0.00469735823571682,0.46971940994262695,0.003540574572980404
,-0.00122893787920475,1991,0.0001907066034618765,182272,0.00016723014414310455,582.0,1763260397.7582963,,-1.0910453796386719,339.32234025001526,0.0,-0.0004153214395046234,0.5271854400634766,0.0002216270222561434
,6.233900785446167e-05,2002,0.00019001535838469863,183424,0.0010187365114688873,582.0,1763260399.681321,,-0.013739466667175293,341.2453649044037,0.0,-0.0007410347461700439,0.5297849774360657,0.00014198353164829314
,0.0015699006617069244,2007,0.00018970813835039735,183936,0.0008977428078651428,582.0,1763260400.5552955,,-0.03450357913970947,342.11933946609497,0.001953125,-0.00021250545978546143,0.4566953182220459,0.00010010640107793733
,0.013748656958341599,2016,0.0001891705032903701,184832,0.0037182942032814026,582.0,1763260402.0298235,,-0.11623311042785645,343.5938675403595,0.00390625,-0.02442491054534912,0.53155517578125,0.00035687966737896204
,-0.004738498479127884,2019,0.00018901689327321947,185088,9.67755913734436e-05,582.0,1763260402.4314437,,0.15280842781066895,343.9954876899719,0.0,0.0020219488069415092,0.46951472759246826,0.0061472514644265175
,-0.0006866361945867538,2024,0.00018870967323891819,185600,0.0009327922016382217,582.0,1763260403.3029578,,-0.11251354217529297,344.8670017719269,0.0,-0.0032240822911262512,0.5153869390487671,0.005225470755249262
500.0,,2027,,185959,,,1763260403.7668178,500.0,,345.3308618068695,,,,
,-0.000710509717464447,2029,0.0001884024532046169,186112,0.001435302197933197,582.0,1763260404.1421385,,-0.04811203479766846,345.7061824798584,0.001953125,-0.011557068675756454,0.5342721939086914,0.004375716205686331
,-0.0017472989857196808,2034,0.00018809523317031562,186624,0.00030452944338321686,582.0,1763260405.044754,,0.06267893314361572,346.6087980270386,0.0,-0.0008468180894851685,0.5255692601203918,0.003995090257376432
,0.00016029831022024155,2045,0.00018740398809313774,187776,7.913913577795029e-05,583.0,1763260406.6112585,,-0.007625579833984375,348.17530250549316,0.0,0.0012532062828540802,0.5801135301589966,0.0002063251449726522
,0.0026517603546380997,2051,0.00018701996305026114,188416,0.0030524954199790955,584.0,1763260407.3877125,,-0.06020045280456543,348.95175647735596,0.01171875,0.0005927365273237228,0.6060562133789062,0.00017092358029913157
500.0,,2052,,188459,,,1763260407.418473,500.0,,348.98251700401306,,,,
,-0.010162826627492905,2070,0.00018586790247354656,190336,0.0021473318338394165,586.0,1763260409.5897799,,0.41612035036087036,351.15382385253906,0.0,-0.013816699385643005,0.5261010527610779,0.00015333382179960608
500.0,,2076,,190959,,,1763260410.2332642,500.0,,351.7973082065582,,,,
,-0.0017670495435595512,2093,0.0001844854123191908,192640,0.0004312889650464058,587.0,1763260412.9333248,,-0.07675504684448242,354.49736881256104,0.0,0.007781628519296646,0.5724557042121887,0.0043052202090620995
,-0.010754022747278214,2094,0.00018440860731061548,192768,0.0003548804670572281,587.0,1763260413.154295,,-0.21257567405700684,354.71833896636963,0.0,-0.0007547140121459961,0.5796909332275391,0.0001687999174464494
111.0,,2117,,195070,,,1763260417.0731776,111.0,,358.6372215747833,,,,
,0.009926657192409039,2141,0.00018156682199332863,197504,0.003069407306611538,586.0,1763260421.4727588,,0.0009948015213012695,363.0368027687073,0.005859375,-0.029368598014116287,0.5251188278198242,0.0001687854964984581
,0.005466775968670845,2146,0.00018125960195902735,198016,8.86227935552597e-05,586.0,1763260422.4530451,,0.007120490074157715,364.01708912849426,0.0,0.0034995954483747482,0.5348010063171387,0.00019616122881416231
500.0,,2147,,198070,,,1763260422.5030906,500.0,,364.06713461875916,,,,
,-0.0022735483944416046,2148,0.00018118279695045203,198144,7.298216223716736e-05,586.0,1763260422.7301042,,5.435943603515625e-05,364.2941482067108,0.0,-0.0012857615947723389,0.5482537150382996,372.2696533203125
,0.0007860027253627777,2155,0.0001807219668990001,198912,7.886998355388641e-05,586.0,1763260424.0318315,,-0.13371670246124268,365.5958755016327,0.0,-0.0014116466045379639,0.5236803293228149,0.00025808022473938763
,0.005037803202867508,2172,0.00017972350178752095,200576,0.00012297555804252625,585.0,1763260427.1020005,,-9.083747863769531e-05,368.66604447364807,0.0,0.003473978489637375,0.5031008720397949,514.3533325195312
,0.01659124530851841,2185,0.00017887864669319242,201984,0.000696670264005661,586.0,1763260429.4500046,,0.08761054277420044,371.014048576355,0.00390625,0.008450556546449661,0.5252292156219482,8.107227768050507e-05
,-8.24974849820137e-05,2192,0.00017849462165031582,202624,9.244214743375778e-05,586.0,1763260430.3225324,,5.4895877838134766e-05,371.8865764141083,0.0,0.003210298717021942,0.5101568698883057,532.6444702148438
,0.005180292762815952,2198,0.00017811059660743922,203264,0.0006333040073513985,587.0,1763260431.0543191,,-3.9075822830200195,372.61836314201355,0.0,0.006753543391823769,0.5330991744995117,0.004061772953718901
,0.0018575610592961311,2199,0.0001780337915988639,203392,0.0004245927557349205,587.0,1763260431.2102442,,0.1530998945236206,372.77428817749023,0.0,-0.0107826367020607,0.49768587946891785,0.00010081721848109737
500.0,,2211,,204570,,,1763260432.6196423,500.0,,374.1836862564087,,,,
,-0.0045867785811424255,2214,0.00017711213149596006,204928,0.0008044149726629257,588.0,1763260433.0638332,,0.14250892400741577,374.6278772354126,0.0,-0.014927085489034653,0.4797687828540802,0.00023338176833931357
,0.0013925442472100258,2220,0.00017672810645308346,205568,0.00013403315097093582,588.0,1763260433.8240411,,0.03853803873062134,375.38808512687683,0.0,-0.001166604459285736,0.4799184203147888,9.51394613366574e-05
,-0.000459928996860981,2223,0.00017657449643593282,205824,3.971066325902939e-05,589.0,1763260434.1568913,,-0.05186820030212402,375.72093534469604,0.0,-0.0019001029431819916,0.5606433749198914,0.00025893529527820647
500.0,,2225,,206070,,,1763260434.3509958,500.0,,375.91503977775574,,,,
,0.0016169585287570953,2226,0.00017642088641878217,206080,0.00013966672122478485,589.0,1763260434.473499,,2.9146671295166016e-05,376.0375430583954,0.0,-0.0037010014057159424,0.5719265937805176,602.2708740234375
,0.0016906922683119774,2227,0.00017634408141020685,206208,0.00016104336827993393,589.0,1763260434.621728,,0.007612109184265137,376.1857719421387,0.0,0.0007291361689567566,0.5589886903762817,0.0022307243198156357
,0.0012991540133953094,2231,0.0001761136663844809,206592,4.3995678424835205e-06,589.0,1763260435.1143007,,1.424551010131836e-05,376.6783447265625,0.0,-4.899129271507263e-05,0.5608702301979065,374.9682312011719
500.0,,2235,,207070,,,1763260435.6080878,500.0,,377.1721317768097,,,,
,0.003304341807961464,2241,0.00017549922631587833,207616,5.7717785239219666e-05,590.0,1763260436.3360415,,0.00011020898818969727,377.90008544921875,0.0,0.0019893422722816467,0.5261898636817932,685.4150390625
,0.007929536513984203,2248,0.0001750383962644264,208384,0.00040460843592882156,591.0,1763260437.2496605,,-0.5620757341384888,378.8137044906616,0.0,-0.002878718078136444,0.5250157117843628,0.00036865234142169356
500.0,,2250,,208570,,,1763260437.438431,500.0,,379.00247502326965,,,,
,0.011790460906922817,2253,0.00017473117623012513,208896,0.0008084708824753761,591.0,1763260437.8759549,,-0.34462976455688477,379.43999886512756,0.0,-0.0001145191490650177,0.5289604067802429,9.502262400928885e-05
,-0.0009312406182289124,2272,0.00017357911565341055,210816,0.0006268229335546494,593.0,1763260440.0278227,,0.00511854887008667,381.5918667316437,0.0,-0.0030571408569812775,0.49958667159080505,0.0041291313245892525
,0.008383658714592457,2280,0.00017311828560195863,211584,0.00041751284152269363,594.0,1763260440.9178429,,-1.5139579772949219e-05,382.4818868637085,0.0,0.000902833417057991,0.542026698589325,214.34304809570312
,0.0008452469483017921,2295,0.0001721966254990548,213120,2.087559551000595e-05,595.0,1763260442.6657915,,0.00016564130783081055,384.2298355102539,0.0,-0.00010265782475471497,0.5360616445541382,499.1343078613281
,0.008452369831502438,2298,0.00017196621047332883,213504,0.0004545031115412712,595.0,1763260443.0697262,,-0.13610684871673584,384.63377022743225,0.00390625,-0.007388930767774582,0.5441180467605591,0.00021739750809501857
,-0.0012379167601466179,2310,0.00017127496539615095,214656,7.798243314027786e-05,596.0,1763260444.4056678,,7.748603820800781e-07,385.9697117805481,0.0,-0.0014377981424331665,0.5415778160095215,244.45054626464844
,0.0027492372319102287,2312,0.0001711213553790003,214912,0.00041890982538461685,597.0,1763260444.6903129,,-0.10205209255218506,386.2543568611145,0.0,-0.005017999559640884,0.5316374897956848,0.00027458358090370893
,-0.001886657439172268,2318,0.0001707373303361237,215552,7.453653961420059e-05,597.0,1763260445.3796403,,-0.022412419319152832,386.9436843395233,0.0,-0.0002449285238981247,0.5605372786521912,8.925001748139039e-05
,-0.001458735205233097,2322,0.00017050691531039774,215936,0.00029507558792829514,598.0,1763260445.8299475,,-0.018001675605773926,387.3939914703369,0.0,0.0010352730751037598,0.6050010323524475,0.00020363926887512207
500.0,,2324,,216070,,,1763260445.9967673,500.0,,387.5608112812042,,,,
,0.0005686832591891289,2329,0.00017012289026752114,216576,0.0007103933021426201,598.0,1763260446.5487347,,7.432699203491211e-05,388.11277866363525,0.0,0.013777457177639008,0.5181036591529846,162.23641967773438
,-0.0019180858507752419,2339,0.00016950845019891858,217600,0.00020203273743391037,599.0,1763260447.69281,,-0.00021505355834960938,389.256854057312,0.0,-0.0008384324610233307,0.5190308094024658,363.9062805175781
500.0,,2343,,218070,,,1763260448.1476326,500.0,,389.7116765975952,,,,
500.0,,2348,,218570,,,1763260448.711109,500.0,,390.27515292167664,,,,
,-0.0005235336720943451,2354,0.00016858679009601474,219136,0.0004416871815919876,600.0,1763260449.444551,,7.683038711547852e-05,391.0085949897766,0.0,-0.008772917091846466,0.5692042112350464,343.20513916015625
500.0,,2363,,220070,,,1763260450.4635763,500.0,,392.02762031555176,,,,
,0.0001911986619234085,2389,0.00016643624985590577,222720,9.590387344360352e-05,603.0,1763260453.5606754,,0.04908090829849243,395.1247193813324,0.0,-0.0011556148529052734,0.5290544033050537,0.0032809688709676266
,0.013410363346338272,2394,0.0001661290298216045,223232,0.0008513564243912697,604.0,1763260454.176426,,-0.011900186538696289,395.74046993255615,0.0,-0.018683336675167084,0.5902602672576904,0.003625115379691124
,0.01501140370965004,2409,0.00016520736971870065,224768,0.0027685556560754776,605.0,1763260456.0837853,,0.12001818418502808,397.6478292942047,0.0,-0.01915544643998146,0.5595139861106873,0.004867175128310919
,-0.000516827218234539,2426,0.00016413209959864616,226560,0.0009791096672415733,606.0,1763260458.1197777,,-0.10945868492126465,399.6838216781616,0.0,-0.011734604835510254,0.5063613057136536,0.00010834896966116503
,-0.0007119514048099518,2430,0.0001639016845729202,226944,0.0012763254344463348,607.0,1763260458.5831604,,-0.0462651252746582,400.1472043991089,0.0,-0.00784972496330738,0.5500844717025757,6.527927325805649e-05
,-0.016132697463035583,2449,0.0001627496094442904,228864,0.0007398584857583046,608.0,1763260460.816708,,-0.0830298662185669,402.3807520866394,0.0,0.0011417698115110397,0.5509229898452759,0.00016939194756560028
,-0.0051727136597037315,2465,0.00016175115888472646,230528,0.0013680914416909218,608.0,1763260463.531989,,-0.049898386001586914,405.0960330963135,0.0,0.007845509797334671,0.5930904746055603,0.00010678581747924909
,-5.1966868340969086e-05,2491,0.00016021505871322006,233088,0.0004641292616724968,609.0,1763260467.270181,,0.03858768939971924,408.8342249393463,0.0,0.0003908425569534302,0.5049442648887634,0.0002308343828190118
,-0.002062615007162094,2493,0.00016013825370464474,233216,4.6117231249809265e-05,609.0,1763260467.4752588,,2.9206275939941406e-06,409.03930282592773,0.0,0.0006193220615386963,0.5975498557090759,429.7644958496094
,0.0029159532859921455,2506,0.00015929339861031622,234624,0.0005264608189463615,609.0,1763260469.6526346,,-0.17917025089263916,411.21667861938477,0.0,0.008615396916866302,0.5857607126235962,8.247938239946961e-05
,0.004167864099144936,2514,0.0001588325685588643,235392,0.00016836263239383698,610.0,1763260470.5457757,,0.04857295751571655,412.10981965065,0.0,0.00016993843019008636,0.5979647636413574,0.003282749792560935
,0.002890186384320259,2515,0.00015875576355028898,235520,9.304285049438477e-05,610.0,1763260470.6925614,,0.008336782455444336,412.256605386734,0.0,0.0020215213298797607,0.5991535186767578,0.00025736796669662
,-0.0019744373857975006,2520,0.0001584485435159877,236032,0.0003857892006635666,610.0,1763260471.2983353,,0.013578414916992188,412.86237931251526,0.0,-0.003043394535779953,0.5650238394737244,0.0002387194981565699
,-0.004845205694437027,2533,0.0001576804934302345,237312,0.00033047422766685486,611.0,1763260472.7921972,,0.0001875758171081543,414.3562412261963,0.0,-0.010931923985481262,0.49225255846977234,412.6776428222656
,0.013408875092864037,2540,0.00015721966337878257,238080,0.003286663442850113,612.0,1763260473.6961,,0.05815708637237549,415.26014399528503,0.00390625,-0.020247992128133774,0.5276948809623718,0.0003411581856198609
,-0.0014180634170770645,2547,0.00015683563833590597,238720,0.0006140414625406265,612.0,1763260474.3865833,,-0.00020694732666015625,415.95062732696533,0.0,-0.0014063045382499695,0.5522476434707642,331.74017333984375
,0.0008962349966168404,2570,0.00015537634317297488,241152,0.0009526228532195091,614.0,1763260477.074738,,-0.0008602142333984375,418.63878202438354,0.0,-0.0137028768658638,0.5840912461280823,5.5802454880904406e-05
500.0,,2571,,241215,,,1763260477.0998461,500.0,,418.6638901233673,,,,
500.0,,2576,,241715,,,1763260477.616062,500.0,,419.1801059246063,,,,
,0.001889985054731369,2577,0.00015499231813009828,241792,2.9286369681358337e-05,615.0,1763260477.7452295,,-0.00029087066650390625,419.309273481369,0.0,-0.0011847689747810364,0.5650357604026794,338.3082275390625
,-0.0030961986631155014,2608,0.00015307219291571528,244992,0.0010864436626434326,618.0,1763260481.105845,,-0.0247422456741333,422.6698889732361,0.0,0.0009823516011238098,0.5772310495376587,0.0002035529469139874
500.0,,2610,,245215,,,1763260481.2909515,500.0,,422.8549954891205,,,,
500.0,,2630,,247284,,,1763260483.4432125,500.0,,425.00725650787354,,,,
,0.001157904975116253,2636,0.00015138248272705823,247808,0.00012263376265764236,620.0,1763260484.0521176,,8.463859558105469e-06,425.6161615848541,0.0,-0.00031022727489471436,0.5707184076309204,238.08416748046875
,0.007528623566031456,2646,0.00015076804265845567,248832,0.0006581954658031464,621.0,1763260485.1977894,,-2.872943878173828e-05,426.76183342933655,0.0,-0.004814028739929199,0.5490849614143372,574.968505859375
,-0.0011011511087417603,2647,0.00015069123764988035,248960,0.000246608629822731,621.0,1763260485.3739185,,0.03181004524230957,426.93796253204346,0.0,-0.006572631187736988,0.6171231269836426,0.0033260653726756573
,0.0013335831463336945,2648,0.00015061443264130503,249088,9.033083915710449e-05,621.0,1763260485.5467322,,-0.026896357536315918,427.1107761859894,0.0,0.0008535087108612061,0.5947442054748535,0.00018062871822621673
,-0.0003405380994081497,2668,0.00014938556705601513,251136,2.7582049369812012e-05,623.0,1763260487.7844648,,-0.07419443130493164,429.34850883483887,0.0,-0.00031227990984916687,0.587360680103302,0.0002483766293153167
,0.00010369531810283661,2673,0.00014915515203028917,251520,2.592429518699646e-05,623.0,1763260488.2377727,,0.0005705356597900391,429.80181670188904,0.0,0.0002141818404197693,0.5407220125198364,466.183349609375
,0.0012858137488365173,2683,0.0001485407119616866,252544,3.361143171787262e-05,624.0,1763260489.3162763,,-7.843971252441406e-05,430.88032031059265,0.0,0.0016128942370414734,0.6037662029266357,504.4399108886719
500.0,,2687,,252994,,,1763260489.750313,500.0,,431.3143570423126,,,,
,-0.0024038711562752724,2689,0.00014815668691881,253184,0.0002606986090540886,624.0,1763260489.990413,,-0.03917396068572998,431.554456949234,0.0,-0.00835418701171875,0.5356829762458801,0.0031787334010004997
500.0,,2692,,253494,,,1763260490.2894695,500.0,,431.8535134792328,,,,
,-0.007084531709551811,2732,0.00014569892664439976,257280,0.0004082676023244858,627.0,1763260494.5335715,,-0.0015619993209838867,436.097615480423,0.0,-0.0024516358971595764,0.6139280796051025,0.0004493765300139785
,-0.0022354265674948692,2752,0.00014447004650719464,259328,4.0193088352680206e-05,629.0,1763260496.735932,,-0.042768001556396484,438.2999761104584,0.0,-0.0011912249028682709,0.5750101804733276,0.00015760881069581956
,0.0010603787377476692,2757,0.00014416282647289336,259840,0.00010911282151937485,629.0,1763260497.3059428,,-0.008830904960632324,438.86998677253723,0.0,-0.0005178190767765045,0.6050175428390503,0.00015204428927972913
,0.0026070205494761467,2772,0.00014324116636998951,261376,0.00012548360973596573,631.0,1763260498.955968,,0.06653141975402832,440.52001190185547,0.0,-0.003008982166647911,0.555312991142273,0.00011277617886662483
,-0.009900390170514584,2782,0.00014262672630138695,262400,0.0009472528472542763,631.0,1763260500.4398103,,-0.12851274013519287,442.00385427474976,0.0,-0.0037708431482315063,0.5162252187728882,0.00016157582285813987
500.0,,2783,,262418,,,1763260500.4746468,500.0,,442.0386908054352,,,,
,-0.00364565197378397,2793,0.0001420122862327844,263424,0.00010335538536310196,631.0,1763260501.616886,,0.17857515811920166,443.1809298992157,0.0,0.0001468658447265625,0.5302828550338745,0.002699431963264942
,-0.0009616976603865623,2824,0.00014009216101840138,266624,0.0001665828749537468,634.0,1763260505.1675143,,-0.06727027893066406,446.7315583229065,0.0,-0.006539538502693176,0.5738632678985596,0.00010278009722242132
,0.0008621886372566223,2843,0.00013894008588977158,268544,0.0004996974021196365,635.0,1763260507.31088,,-0.11173808574676514,448.87492394447327,0.0,-0.003533691167831421,0.5890212059020996,0.00014320662012323737
,0.002293660305440426,2857,0.00013809524534735829,269952,0.00013376865535974503,636.0,1763260508.8093853,,-0.29990220069885254,450.3734292984009,0.0,9.354576468467712e-05,0.47714778780937195,0.00010172957991017029
,-0.002018454484641552,2882,0.00013655914517585188,272512,0.0001910841092467308,638.0,1763260511.511931,,-0.10765230655670166,453.07597494125366,0.0,-0.0021970830857753754,0.5604453682899475,0.00015894083480816334
,-0.0013612369075417519,2890,0.00013609831512439996,273280,6.346311420202255e-05,639.0,1763260512.350921,,4.32133674621582e-05,453.9149649143219,0.0,0.0014298073947429657,0.6002984046936035,105.01459503173828
,-0.00788508728146553,2911,0.00013479262997861952,275456,0.0009280368685722351,640.0,1763260514.662139,,-0.017617106437683105,456.22618293762207,0.0,-0.009153258055448532,0.6125703454017639,5.958981273579411e-05
,-0.0029356442391872406,2935,0.00013333333481568843,277888,0.0004978999495506287,642.0,1763260517.2518847,,0.01854342222213745,458.81592869758606,0.0,-0.010392971336841583,0.5743094682693481,0.0038634343072772026
,0.0045422399416565895,2949,0.0001324884797213599,279296,0.00015238579362630844,643.0,1763260518.7830272,,-3.62396240234375e-05,460.3470711708069,0.0,-0.003013595938682556,0.5139434933662415,69.23278045654297
,0.000540698878467083,2960,0.00013179723464418203,280448,1.5628524124622345e-05,644.0,1763260520.0275273,,0.06265521049499512,461.59157133102417,0.0,0.0006907060742378235,0.5498989820480347,0.00017803501395974308
,-0.0009083496406674385,2975,0.00013087557454127818,281984,0.00012461375445127487,645.0,1763260521.7062786,,-0.03814136981964111,463.27032256126404,0.0,-0.0012994315475225449,0.6050064563751221,0.00014288892270997167
,0.004281929694116116,2989,0.00013003071944694966,283392,0.00037980731576681137,646.0,1763260523.3024998,,-0.03626871109008789,464.8665437698364,0.0,-0.008942002430558205,0.5785229206085205,0.0034618647769093513
500.0,,2997,,284177,,,1763260524.163088,500.0,,465.7271320819855,,,,
,-0.0029880814254283905,3011,0.00012872503430116922,285568,0.00010080449283123016,647.0,1763260525.716238,,0.00021857023239135742,467.28028202056885,0.0,0.004499509930610657,0.5654529333114624,354.3157653808594
,-0.0015267226845026016,3051,0.0001263440790353343,289536,8.03731381893158e-05,650.0,1763260530.074337,,-0.5812301635742188,471.6383810043335,0.0,-0.0004239901900291443,0.5917899012565613,0.00015620532212778926
500.0,,3053,,289714,,,1763260530.238725,500.0,,471.80276894569397,,,,
,0.009162966161966324,3066,0.00012542243348434567,291072,0.00026078149676322937,651.0,1763260531.7998695,,0.15896469354629517,473.3639135360718,0.0,0.002362798899412155,0.6024059653282166,0.00010344984184484929
,0.002018955536186695,3070,0.00012519201845861971,291456,6.334390491247177e-05,651.0,1763260532.2297375,,-0.028920650482177734,473.79378151893616,0.0,-0.0025745630264282227,0.5911213159561157,0.002828356111422181
,0.0020158179104328156,3083,0.0001244239683728665,292736,8.814036846160889e-06,652.0,1763260533.711441,,1.800060272216797e-05,475.2754850387573,0.0,-0.0013572946190834045,0.552793025970459,410.4164733886719
,-0.0008264966309070587,3098,0.00012350230826996267,294272,2.590566873550415e-05,653.0,1763260535.4166474,,-2.205371856689453e-05,476.9806914329529,0.0,0.0005340985953807831,0.596470057964325,299.4732666015625
,-0.0017299829050898552,3103,0.0001231950882356614,294784,2.3593194782733917e-05,653.0,1763260535.9469447,,0.00015842914581298828,477.5109887123108,0.0,0.0008661355823278427,0.550289511680603,184.50286865234375
,-0.0008069928735494614,3127,0.0001217357930727303,297216,2.9014423489570618e-05,654.0,1763260538.6285586,,-3.361701965332031e-05,480.19260263442993,0.0,-0.0010888651013374329,0.5699595808982849,323.15087890625
,0.0018128994852304459,3129,0.00012158218305557966,297472,0.0003138575702905655,655.0,1763260538.8899138,,0.016826629638671875,480.4539577960968,0.0,0.0003112480044364929,0.5915409326553345,0.0001033720764098689
,0.0047617461532354355,3141,0.00012089093797840178,298624,0.0001285150647163391,655.0,1763260540.1261353,,-0.11392033100128174,481.69017934799194,0.0,-0.00407616700977087,0.5483792424201965,0.0033491451758891344
,-9.558163583278656e-05,3143,0.00012073732796125114,298880,2.240389585494995e-05,656.0,1763260540.3978608,,-0.19175434112548828,481.9619047641754,0.0,-0.0009284429252147675,0.5656194686889648,0.00012003540177829564
,0.0018589319661259651,3146,0.0001205837179441005,299136,9.429734200239182e-05,656.0,1763260540.6634467,,0.16117781400680542,482.22749066352844,0.0,0.0007500015199184418,0.5552059412002563,0.0031514193397015333
,-0.001092466525733471,3161,0.00011966205784119666,300672,1.4035962522029877e-05,657.0,1763260542.2390552,,-4.553081035614014,483.803099155426,0.0,-0.0005428232252597809,0.5320690274238586,0.004119889345020056
,0.0012171119451522827,3170,0.00011912442278116941,301568,6.08786940574646e-05,657.0,1763260543.1480234,,2.3305416107177734e-05,484.71206736564636,0.0,0.0026026740670204163,0.47401970624923706,373.6757507324219
,0.004109631292521954,3183,0.00011827956768684089,302976,6.742309778928757e-05,659.0,1763260544.528258,,-0.15646040439605713,486.0923020839691,0.0,-0.00441330298781395,0.5700334310531616,0.00016609231533948332
,0.001474570482969284,3188,0.00011797234765253961,303488,0.00015125609934329987,659.0,1763260545.051974,,0.2264564037322998,486.6160180568695,0.0,-0.00387457013130188,0.6200127601623535,0.00012661595246754587
,-0.0009486321359872818,3217,0.00011620583973126486,306432,0.00021827034652233124,661.0,1763260547.7502694,,-0.02486133575439453,489.31431341171265,0.0,-0.004515077918767929,0.5960795283317566,0.00011072844790760428
,0.00018549710512161255,3224,0.00011582181468838826,307072,9.493343532085419e-05,662.0,1763260548.347001,,-4.76837158203125e-07,489.9110450744629,0.0,0.0015872791409492493,0.5607073307037354,591.671142578125
,0.0022914353758096695,3247,0.00011451612954260781,309248,7.390603423118591e-05,664.0,1763260550.3183668,,-0.13594019412994385,491.8824107646942,0.0,-0.000510048121213913,0.5958637595176697,0.0063141523860394955
500.0,,3250,,309524,,,1763260550.547798,500.0,,492.11184191703796,,,,
,0.00043954141438007355,3252,0.00011420890950830653,309760,6.213225424289703e-05,664.0,1763260550.7628424,,-0.9373327493667603,492.32688641548157,0.0,0.0006915703415870667,0.5041557550430298,0.005357115529477596
,-0.0023285802453756332,3255,0.00011405529949115589,310016,5.202926695346832e-05,665.0,1763260550.9852087,,0.1674913763999939,492.5492527484894,0.0,-0.001032371073961258,0.6057756543159485,0.004167413339018822
,0.00048731081187725067,3259,0.00011382488446542993,310400,8.745118975639343e-05,665.0,1763260551.3557284,,-0.0001385211944580078,492.9197723865509,0.0,0.0031310319900512695,0.5839925408363342,304.0718994140625
,0.003123129718005657,3272,0.00011298002937110141,311808,0.00035031232982873917,666.0,1763260552.6201587,,0.05316472053527832,494.184202671051,0.0,0.01122049055993557,0.5083653330802917,0.00011079707473982126
