charts/episodic_return,losses/old_approx_kl,_step,charts/learning_rate,global_step,losses/approx_kl,charts/SPS,_timestamp,charts/episodic_length,losses/explained_variance,_runtime,losses/clipfrac,losses/policy_loss,losses/entropy,losses/value_loss
,0.0015162862837314606,3275,0.00011282641935395077,312064,5.743652582168579e-05,666.0,1763260552.842855,,-0.23520982265472412,494.4068989753723,0.0,0.00045143812894821167,0.5940380096435547,0.0034174108877778053
,-0.0004444960504770279,3276,0.00011274961434537545,312192,4.6558678150177e-05,666.0,1763260552.952369,,-0.02828514575958252,494.51641297340393,0.0,-2.956390380859375e-05,0.6647976040840149,0.00015696014452259988
500.0,,3296,,314222,,,1763260554.7313988,500.0,,496.29544281959534,,,,
,-0.002261148765683174,3299,0.00011136712419101968,314496,2.6347115635871887e-05,668.0,1763260555.0298924,,0.03838086128234863,496.59393644332886,0.0,-0.0018241293728351593,0.639173150062561,0.00025326100876554847
500.0,,3338,,318423,,,1763260558.549655,500.0,,500.1136989593506,,,,
,0.002365458756685257,3351,0.00010821812611538917,319744,0.0002802778035402298,673.0,1763260559.7848654,,-0.5147891044616699,501.34890937805176,0.0,-0.00276242196559906,0.5142754912376404,0.00022197910584509373
,0.0031410902738571167,3357,0.00010783410107251257,320384,0.00010211393237113953,673.0,1763260560.341131,,-0.0031546354293823242,501.90517497062683,0.0,0.00046434998512268066,0.6311246156692505,0.00016500089259352535
,-0.00010351836681365967,3360,0.00010768049105536193,320640,5.385652184486389e-05,673.0,1763260560.5936437,,0.02435171604156494,502.157687664032,0.0,-0.0008069425821304321,0.5858985185623169,0.0029292863328009844
500.0,,3398,,324443,,,1763260564.001501,500.0,,505.5655450820923,,,,
,-0.001134561374783516,3401,0.00010522273078095168,324736,7.29542225599289e-05,677.0,1763260564.305424,,0.06348484754562378,505.8694679737091,0.0,-0.0014607533812522888,0.5660456418991089,0.00017095348448492587
,-0.005814485251903534,3406,0.00010491551802260801,325248,0.0005456134676933289,677.0,1763260564.7853413,,0.00552213191986084,506.34938526153564,0.0,-0.008164208382368088,0.6059645414352417,0.0001537950010970235
,-0.004971933551132679,3407,0.00010483871301403269,325376,0.0006072288379073143,677.0,1763260564.900829,,0.1853587031364441,506.46487307548523,0.0,-0.014487534761428833,0.5107855796813965,0.00018304228433407843
,-0.002251952886581421,3419,0.00010414746793685481,326528,0.0002144239842891693,678.0,1763260566.0175326,,-6.747245788574219e-05,507.58157658576965,0.0,0.003471672534942627,0.5904130935668945,553.8939819335938
,0.002002231776714325,3426,0.00010368663788540289,327296,5.2537769079208374e-05,678.0,1763260566.8411112,,-0.2874106168746948,508.40515518188477,0.0,-0.0012998664751648903,0.5108597874641418,0.00022739484847988933
500.0,,3428,,327443,,,1763260567.012648,500.0,,508.5766921043396,,,,
,6.77322968840599e-05,3435,0.00010314900282537565,328192,6.525777280330658e-06,679.0,1763260567.823385,,0.0008790493011474609,509.38742899894714,0.0,6.495416164398193e-05,0.5816254615783691,0.0016413929406553507
,-0.0004082387313246727,3450,0.0001022273427224718,329728,0.0003238031640648842,680.0,1763260569.42819,,-0.011024236679077148,510.9922339916229,0.0,-0.0004491657018661499,0.5325925350189209,0.00029125896980986
,0.0006053531542420387,3451,0.00010215053771389648,329856,0.0008762003853917122,680.0,1763260569.5562909,,0.07095712423324585,511.1203348636627,0.0,0.0011165440082550049,0.51418137550354,0.00021855552040506154
500.0,,3462,,330943,,,1763260570.659388,500.0,,512.2234320640564,,,,
,0.004480713978409767,3476,0.00010061443754239008,332416,0.0002864636480808258,682.0,1763260572.175064,,-0.015124917030334473,513.7391080856323,0.0,0.006746707484126091,0.5582983493804932,0.00016403496556449682
,0.007050156593322754,3479,0.00010046082752523944,332672,0.00014280155301094055,682.0,1763260572.4675515,,-0.21213269233703613,514.0315954685211,0.0,-0.004306204617023468,0.55497807264328,0.0030086515471339226
,-0.0028500352054834366,3498,9.930875239660963e-05,334592,0.0001154635101556778,683.0,1763260574.3482573,,0.11582887172698975,515.9123013019562,0.0,0.0004867725074291229,0.5358027815818787,0.0027930904179811478
,0.0014160890132188797,3503,9.900153963826597e-05,335104,7.275491952896118e-06,683.0,1763260574.8698747,,0.0415225625038147,516.4339187145233,0.0,-0.0009670853614807129,0.585546612739563,0.002633748110383749
152.0,,3513,,336095,,,1763260575.7951086,152.0,,517.3591525554657,,,,
,-0.0009555071592330933,3525,9.769585449248552e-05,337280,0.00033233873546123505,685.0,1763260577.0453663,,0.011852264404296875,518.6094102859497,0.0,-0.0037318915128707886,0.6198698282241821,0.0033339504152536392
,-0.00028481893241405487,3537,9.692780440673232e-05,338560,1.788325607776642e-05,686.0,1763260578.3050103,,-0.0739508867263794,519.8690543174744,0.0,-0.0008381940424442291,0.5968995094299316,0.0002335614844923839
,-0.0014378689229488373,3554,9.592933929525316e-05,340224,0.00012245401740074158,687.0,1763260580.0072324,,-0.02492046356201172,521.5712764263153,0.0,-0.0013056304305791855,0.5579847097396851,0.0031581465154886246
,9.343959391117096e-05,3555,9.585253428667784e-05,340352,8.206069469451904e-05,687.0,1763260580.1295044,,-0.041376590728759766,521.6935484409332,0.0,-0.0021788310259580612,0.62898850440979,0.00024008903710637242
,-0.0013566184788942337,3576,9.45468491408974e-05,342528,3.299303352832794e-05,688.0,1763260582.286518,,-0.1498105525970459,523.8505620956421,0.0,-0.0016667619347572327,0.5762991309165955,0.0002118561533279717
,-0.0014643901959061623,3578,9.447004413232207e-05,342656,2.8220005333423615e-05,688.0,1763260582.4348283,,-4.494190216064453e-05,523.9988722801208,0.0,3.7398189306259155e-05,0.5206643342971802,526.7755737304688
,-2.5887973606586456e-05,3581,9.423962910659611e-05,343040,7.716845721006393e-05,688.0,1763260582.7871015,,-0.05966746807098389,524.3511455059052,0.0,-0.005417756736278534,0.5836403965950012,0.00018779341189656407
,0.008469200693070889,3589,9.377879905514419e-05,343808,0.00016620103269815445,689.0,1763260583.5557168,,-0.06934452056884766,525.1197607517242,0.0,-0.0014378353953361511,0.5877271294593811,0.002838523592799902
,0.0006173141300678253,3613,9.239631617674604e-05,346112,2.063252031803131e-05,690.0,1763260585.8976629,,-6.794929504394531e-06,527.4617068767548,0.0,-0.0005168169736862183,0.6259061694145203,337.77056884765625
500.0,,3622,,347108,,,1763260586.8452084,500.0,,528.4092524051666,,,,
,0.006900923326611519,3640,9.0706605988089e-05,348928,8.949823677539825e-05,692.0,1763260588.805734,,-0.039783358573913574,530.3697779178619,0.0,-0.0021185725927352905,0.547783613204956,0.00022887259547133
,0.0027559613808989525,3656,8.970814087660983e-05,350592,0.0002631070092320442,693.0,1763260590.5558608,,-0.030854225158691406,532.119904756546,0.0,0.00022440403699874878,0.602254331111908,0.00020265708735678345
,-0.0010323645547032356,3669,8.901689579943195e-05,351744,1.4639459550380707e-05,693.0,1763260591.7549558,,8.308887481689453e-05,533.3189997673035,0.0,-0.0017633512616157532,0.5560483932495117,366.0893859863281
,0.001005503349006176,3679,8.840245573082939e-05,352768,0.00015803147107362747,694.0,1763260592.7778406,,0.05029362440109253,534.3418846130371,0.0,-0.002341393381357193,0.5545787215232849,0.0027328464202582836
,-0.0007301708683371544,3683,8.817204070510343e-05,353152,2.100784331560135e-05,694.0,1763260593.1874316,,5.27501106262207e-05,534.7514755725861,0.0,-0.0003766454756259918,0.5842066407203674,587.8441772460938
,-0.0003897789865732193,3684,8.809523569652811e-05,353280,2.3137778043746948e-05,694.0,1763260593.3103857,,-0.018609285354614258,534.8744297027588,0.0,0.001152031123638153,0.5845324993133545,0.0025430445093661547
500.0,,3711,,355860,,,1763260596.1384735,500.0,,537.7025175094604,,,,
,0.001698971726000309,3713,8.640553278382868e-05,356096,0.00022796634584665298,696.0,1763260596.4118443,,0.2315002679824829,537.9758882522583,0.0,-0.005742667242884636,0.5472863912582397,0.0031426651403307915
380.0,,3715,,356240,,,1763260596.5479357,380.0,,538.1119797229767,,,,
,-0.0003880029544234276,3731,8.533026266377419e-05,357888,0.00023932289332151413,696.0,1763260598.302184,,0.006181240081787109,539.8662281036377,0.0,-0.002261478453874588,0.5497664213180542,0.0027032135985791683
500.0,,3734,,358240,,,1763260598.6186528,500.0,,540.1826968193054,,,,
,-0.0013886401429772377,3755,8.387096750084311e-05,360320,4.439894109964371e-05,697.0,1763260601.1587248,,-0.00015294551849365234,542.7227687835693,0.0,0.002864573150873184,0.5238149762153625,542.2479858398438
,-0.001130864955484867,3775,8.264208736363798e-05,362368,1.6390345990657806e-05,698.0,1763260603.7398765,,-0.0005910396575927734,545.303920507431,0.0,-0.0016579404473304749,0.5253973603248596,512.9558715820312
500.0,,3779,,362820,,,1763260604.142145,500.0,,545.70618891716,,,,
,0.002402634359896183,3804,8.102918945951387e-05,365056,0.000107557512819767,699.0,1763260606.536195,,0.0026183724403381348,548.1002390384674,0.0,-0.0032613463699817657,0.5575599670410156,0.0005643907934427261
,5.53131103515625e-05,3807,8.087557944236323e-05,365312,1.8544495105743408e-05,699.0,1763260606.815579,,-0.0006737709045410156,548.3796229362488,0.0,-0.0011440664529800415,0.5321446657180786,224.16000366210938
500.0,,3847,,369286,,,1763260610.8507545,500.0,,552.4147984981537,,,,
500.0,,3879,,372553,,,1763260614.1438363,500.0,,555.7078802585602,,,,
,0.0012708045542240143,3883,7.634408393641934e-05,372864,1.4415010809898376e-05,703.0,1763260614.5337436,,-0.0002454519271850586,556.0977876186371,0.0,0.0011197105050086975,0.6308715343475342,220.8426971435547
,9.390991181135178e-05,3884,7.626727892784402e-05,372992,1.0831281542778015e-06,703.0,1763260614.6610143,,0.03210139274597168,556.2250583171844,0.0,0.00041512399911880493,0.558992326259613,0.003528909059241414
500.0,,3887,,373278,,,1763260614.9297,500.0,,556.4937438964844,,,,
,-0.0034900791943073273,3891,7.588325388496742e-05,373632,0.00014732405543327332,704.0,1763260615.3453465,,-0.00032711029052734375,556.9093904495239,0.0,0.0034518688917160034,0.5586919784545898,524.0955200195312
,-0.0003551701083779335,3898,7.54224238335155e-05,374400,0.00010887254029512405,704.0,1763260616.1404595,,0.16508108377456665,557.7045035362244,0.0,-0.0016508009284734726,0.5748346447944641,0.0007407278171740472
12.0,,3912,,375648,,,1763260617.475383,12.0,,559.0394270420074,,,,
,0.006430057808756828,3915,7.457757601514459e-05,375808,0.0006273370236158371,705.0,1763260617.7467654,,-0.01533520221710205,559.3108093738556,0.0,-0.00944560021162033,0.5972616076469421,0.0029414393939077854
500.0,,3928,,377101,,,1763260619.121609,500.0,,560.6856529712677,,,,
,-0.002497585490345955,3944,7.281106081791222e-05,378752,5.9295445680618286e-05,706.0,1763260620.8938184,,-12.609077453613281,562.4578623771667,0.0,-0.007744774222373962,0.5268612504005432,0.015890497714281082
,0.0014065951108932495,3945,7.27342558093369e-05,378880,0.0003830175846815109,706.0,1763260621.0286658,,-0.2359098196029663,562.5927097797394,0.0,-0.0016889702528715134,0.5224165320396423,0.0005014466587454081
,0.0018162569031119347,3946,7.265745080076158e-05,379008,0.00015224982053041458,706.0,1763260621.165006,,-0.5151290893554688,562.7290499210358,0.0,0.003460243344306946,0.6338469386100769,0.00034892099210992455
,-0.0049246689304709435,3954,7.219662074930966e-05,379776,0.0004947343841195107,706.0,1763260621.9971094,,0.0992732048034668,563.5611534118652,0.0,-0.005084102042019367,0.5728051066398621,0.0023733375128358603
,-0.001064821146428585,3963,7.165898568928242e-05,380672,1.4361925423145294e-05,707.0,1763260622.9271944,,-0.00031435489654541016,564.4912383556366,0.0,-0.0008260905742645264,0.6007863879203796,491.05560302734375
,0.0003155656158924103,3969,7.127496064640582e-05,381312,3.520399332046509e-07,707.0,1763260623.5351954,,0.04933488368988037,565.0992393493652,0.0,-8.951127529144287e-05,0.5847427248954773,0.002485798904672265
,0.0024425089359283447,3981,7.050691056065261e-05,382592,0.00010236911475658417,708.0,1763260624.8906996,,-0.1533111333847046,566.4547436237335,0.0,0.0013337358832359314,0.5664435625076294,0.0002648551599122584
14.0,,3983,,382638,,,1763260624.9476693,14.0,,566.5117132663727,,,,
,-0.00018883682787418365,3997,6.958525045774877e-05,384128,0.00022270344197750092,708.0,1763260626.5959206,,-0.4637458324432373,568.1599645614624,0.0,0.0006757378578186035,0.522897481918335,0.0003556158044375479
,-0.0017778687179088593,4020,6.820276757935062e-05,386432,2.4784356355667114e-05,709.0,1763260629.133339,,-1.660637617111206,570.6973829269409,0.0,-0.0009682290256023407,0.5527744889259338,0.0005098525434732437
,0.0017102519050240517,4059,6.589861732209101e-05,390272,5.812384188175201e-06,711.0,1763260633.2645416,,-0.00023603439331054688,574.8285856246948,0.0,-0.0003517568111419678,0.5714513063430786,507.6985778808594
,-0.0008543990552425385,4087,6.413210212485865e-05,393216,6.276927888393402e-05,713.0,1763260636.2645223,,-0.23793458938598633,577.8285663127899,0.0,7.461011409759521e-05,0.5333923101425171,0.0003788746253121644
,7.220543920993805e-06,4091,6.390168709913269e-05,393600,0.00030285585671663284,713.0,1763260636.6393108,,-0.08527266979217529,578.2033548355103,0.0,-0.003722328692674637,0.6077802777290344,0.00042965819011442363
,0.0017449380829930305,4105,6.298003427218646e-05,395136,7.388647645711899e-05,714.0,1763260638.119751,,0.15444493293762207,579.6837949752808,0.0,-0.00033261626958847046,0.5272598266601562,0.00038768359809182584
,-0.006530447863042355,4109,6.27496192464605e-05,395520,0.0003049848601222038,714.0,1763260638.476234,,-0.09266042709350586,580.0402779579163,0.0,-0.0009963586926460266,0.5086243152618408,0.0006298745865933597
,0.00042328517884016037,4115,6.23655942035839e-05,396160,8.608214557170868e-06,714.0,1763260639.1215782,,-0.06867671012878418,580.685622215271,0.0,0.000974602997303009,0.5945447683334351,0.0003665067197289318
,-0.0006070556119084358,4119,6.213517917785794e-05,396544,8.005928248167038e-05,714.0,1763260639.4690776,,-0.27184438705444336,581.033121585846,0.0,-0.0020124725997447968,0.5638924241065979,0.0004794295527972281
,-0.002462366595864296,4144,6.059907900635153e-05,399104,0.00010198168456554413,716.0,1763260641.906723,,0.020775675773620605,583.4707670211792,0.0,-0.003271721303462982,0.6005992889404297,0.00044256483670324087
500.0,,4150,,399728,,,1763260642.4595275,500.0,,584.0235714912415,,,,
,0.0011768853291869164,4168,5.9139783843420446e-05,401536,6.404239684343338e-05,717.0,1763260644.264177,,-0.23358666896820068,585.8282210826874,0.0,-0.0019603297114372253,0.5821822881698608,0.0004912620643153787
,0.0007622251287102699,4184,5.814132236992009e-05,403200,4.990957677364349e-06,718.0,1763260645.8587008,,-0.21112596988677979,587.4227447509766,0.0,0.0005175769329071045,0.5919396281242371,0.00036764878313988447
,-0.00020644348114728928,4194,5.752688230131753e-05,404224,0.00025143008679151535,719.0,1763260646.8419955,,-0.3052414655685425,588.4060394763947,0.0,-0.005538441240787506,0.578336238861084,0.0003581299970392138
500.0,,4199,,404728,,,1763260647.2806275,500.0,,588.8446714878082,,,,
500.0,,4224,,407228,,,1763260649.7985024,500.0,,591.3625464439392,,,,
500.0,,4229,,407728,,,1763260650.283005,500.0,,591.847048997879,,,,
,0.0007609399035573006,4243,5.4685100622009486e-05,408960,3.2714568078517914e-05,721.0,1763260651.6212964,,-0.08621001243591309,593.1853404045105,0.0,-0.0013271607458591461,0.5748504996299744,0.002103441162034869
500.0,,4246,,409270,,,1763260651.9139416,500.0,,593.4779856204987,,,,
,0.00137262511998415,4252,5.4147465561982244e-05,409856,7.554050534963608e-05,721.0,1763260652.5432546,,-4.5418739318847656e-05,594.1072986125946,0.0,0.0002732817083597183,0.5935558676719666,401.1053161621094
,-0.0002756277099251747,4254,5.3993855544831604e-05,410112,5.252566188573837e-05,722.0,1763260652.8022008,,-2.1574058532714844,594.3662447929382,0.0,-0.001689087599515915,0.6029308438301086,0.0010519224451854825
374.0,,4255,,410144,,,1763260652.8414147,374.0,,594.405458688736,,,,
,0.005936463363468647,4273,5.291858542477712e-05,411904,0.00014439690858125687,722.0,1763260654.6171653,,-0.25632309913635254,596.1812093257904,0.0,-0.0009229760617017746,0.5370815396308899,0.0020796130411326885
27.0,,4276,,412187,,,1763260654.9112747,27.0,,596.4753186702728,,,,
,-0.00013178866356611252,4277,5.268817039905116e-05,412288,1.4062970876693726e-07,722.0,1763260655.051585,,0.0031647682189941406,596.6156289577484,0.0,-7.016956806182861e-05,0.5234456658363342,582.92822265625
,0.000782134011387825,4278,5.261136539047584e-05,412416,5.632080137729645e-05,723.0,1763260655.1662667,,-0.03581500053405762,596.730310678482,0.0,-0.0038120076060295105,0.5537065267562866,0.003945408388972282
,-0.0033363280817866325,4288,5.1996928959852085e-05,413440,6.22505322098732e-05,723.0,1763260656.2116172,,0.37352055311203003,597.7756612300873,0.0,6.588175892829895e-06,0.5454778671264648,0.002037166617810726
500.0,,4290,,413687,,,1763260656.3695703,500.0,,597.9336142539978,,,,
,-0.002018127590417862,4292,5.1766513934126124e-05,413824,1.2136995792388916e-05,723.0,1763260656.577831,,-44.92230987548828,598.1418750286102,0.0,-0.0008224360644817352,0.6269203424453735,0.010017787106335163
,0.0005865739658474922,4314,5.038402377977036e-05,416128,0.00020160246640443802,724.0,1763260658.897115,,-0.9524215459823608,600.46115899086,0.0,-0.002783617004752159,0.5375854969024658,0.0006457438576035202
,0.002088635228574276,4318,5.01536087540444e-05,416512,3.743264824151993e-05,725.0,1763260659.2908442,,-0.48296475410461426,600.8548882007599,0.0,-0.0020353570580482483,0.5572566986083984,0.0008710771217010915
,-0.0011303815990686417,4346,4.846390220336616e-05,419328,0.0001424495130777359,726.0,1763260662.1144469,,0.30817580223083496,603.6784908771515,0.0,-0.00276113860309124,0.5447210669517517,0.00197724811732769
,-0.0015740813687443733,4366,4.7235022066161036e-05,421376,6.337743252515793e-05,727.0,1763260664.1160145,,-0.1637665033340454,605.6800584793091,0.0,-0.0033300593495368958,0.5318624973297119,0.0021952942479401827
,0.0007623275741934776,4372,4.6850997023284435e-05,422016,0.00028233323246240616,727.0,1763260664.752283,,-0.1261599063873291,606.3163270950317,0.0,-0.003483109176158905,0.5516669154167175,0.0007669125334359705
,-3.666430711746216e-05,4377,4.6543776988983154e-05,422528,2.566725015640259e-06,727.0,1763260665.2076485,,0.09146630764007568,606.7716925144196,0.0,-2.938881516456604e-05,0.5407713055610657,0.0007815670105628669
,0.004791091196238995,4378,4.646697561838664e-05,422656,3.804359585046768e-05,728.0,1763260665.3195503,,-0.1379624605178833,606.8835942745209,0.0,-0.0028352513909339905,0.5634771585464478,0.0005553591181524098
,-0.0020404886454343796,4387,4.59293405583594e-05,423552,3.837421536445618e-05,728.0,1763260666.177737,,-0.15503525733947754,607.7417809963226,0.0,-0.000454682856798172,0.5704235434532166,0.0006031296215951443
,-0.0046490393579006195,4396,4.539170549833216e-05,424448,6.027519702911377e-05,729.0,1763260666.9955032,,0.4133942723274231,608.5595471858978,0.0,-0.0024922918528318405,0.5835970044136047,0.0006437213160097599
500.0,,4413,,426187,,,1763260668.5239944,500.0,,610.088038444519,,,,
,0.0008186595514416695,4415,4.4239630369702354e-05,426368,2.449285238981247e-05,730.0,1763260668.7211318,,0.012537598609924316,610.2851758003235,0.0,-0.0018841102719306946,0.5399201512336731,0.0022522350773215294
,-0.004615495912730694,4456,4.170506872469559e-05,430592,0.00019267480820417404,732.0,1763260672.5499537,,-0.09378564357757568,614.1139976978302,0.0,0.00038766488432884216,0.5007093548774719,0.000595401506870985
,0.00326494500041008,4470,4.086021363036707e-05,432000,0.0001179669052362442,733.0,1763260673.811157,,0.1657010316848755,615.3752009868622,0.0,0.0012300610542297363,0.6175063252449036,0.0007718135602772236
,9.245984256267548e-05,4478,4.0399387216893956e-05,432768,1.4603137969970703e-06,733.0,1763260674.5250797,,-0.0002837181091308594,616.0891237258911,0.0,9.071081876754761e-05,0.5662713050842285,411.65997314453125
,0.0015877140685915947,4480,4.0245777199743316e-05,433024,2.480205148458481e-05,734.0,1763260674.746001,,-0.22015106678009033,616.310045003891,0.0,0.0005391165614128113,0.6206111311912537,0.0008435584022663534
500.0,,4492,,434187,,,1763260675.7899442,500.0,,617.3539881706238,,,,
500.0,,4496,,434687,,,1763260676.1974537,500.0,,617.7614977359772,,,,
,0.0007033795118331909,4498,3.917050707968883e-05,434816,1.8570572137832642e-06,735.0,1763260676.3770657,,-6.621146202087402,617.9411096572876,0.0,0.00034973304718732834,0.509894609451294,0.0030265124514698982
,0.00031566061079502106,4520,3.778801692533307e-05,437120,3.6971643567085266e-05,736.0,1763260678.456255,,-0.7451956272125244,620.0202989578247,0.0,0.0008337646722793579,0.533085286617279,0.0005679540918208659
,-0.00048635248094797134,4522,3.771121191675775e-05,437248,1.4151446521282196e-05,736.0,1763260678.5686917,,-0.0006726980209350586,620.1327357292175,0.0,-0.00014355778694152832,0.5658187866210938,309.4537658691406
,9.774230420589447e-06,4524,3.755760189960711e-05,437504,1.1185184121131897e-06,736.0,1763260678.7910817,,-0.1432856321334839,620.3551256656647,0.0,-0.0002072751522064209,0.5035998821258545,0.0007210596813820302
,0.0007374351844191551,4525,3.7480800529010594e-05,437632,2.1622516214847565e-05,736.0,1763260678.8996766,,0.09636753797531128,620.4637205600739,0.0,-0.00034829601645469666,0.5426461696624756,0.0006343335844576359
,-0.0006520962342619896,4527,3.7403995520435274e-05,437760,7.5856223702430725e-06,736.0,1763260679.0128663,,-0.0007843971252441406,620.5769102573395,0.0,0.00044938549399375916,0.5193154811859131,327.53131103515625
500.0,,4531,,438187,,,1763260679.397333,500.0,,620.9613769054413,,,,
,-0.0007510902360081673,4533,3.701997047755867e-05,438400,1.2508593499660492e-05,737.0,1763260679.6036527,,-1.0801663398742676,621.1676967144012,0.0,-0.00023767352104187012,0.5262559056282043,0.0017252345569431782
,0.008433904498815536,4534,3.694316546898335e-05,438528,0.0002324804663658142,737.0,1763260679.7127645,,0.05524474382400513,621.2768085002899,0.0,-0.0030854642391204834,0.5329004526138306,0.0006486177444458008
,0.0006094956770539284,4543,3.640553040895611e-05,439424,6.104819476604462e-06,737.0,1763260680.530101,,0.06247091293334961,622.0941450595856,0.0,-0.0005659200251102448,0.5684961080551147,0.0018344284035265446
500.0,,4555,,440687,,,1763260681.6013205,500.0,,623.1653645038605,,,,
,-0.0014233579859137535,4557,3.556067531462759e-05,440832,1.5537254512310028e-05,738.0,1763260681.785662,,0.13825315237045288,623.3497059345245,0.0,-0.000408858060836792,0.5373390913009644,0.001834574155509472
,0.0003731716424226761,4562,3.525345528032631e-05,441344,1.4079734683036804e-05,738.0,1763260682.2310932,,0.05271172523498535,623.7951371669769,0.0,-0.0021892283111810684,0.6048959493637085,0.0019308666232973337
,0.0008785445243120193,4576,3.440860382397659e-05,442752,8.946284651756287e-06,739.0,1763260683.5099533,,-0.00010073184967041016,625.07399725914,0.0,-0.0012043491005897522,0.5402264595031738,64.83362579345703
500.0,,4604,,445687,,,1763260686.0927372,500.0,,627.6567811965942,,,,
,-0.0007901117205619812,4613,3.2104453566716984e-05,446592,1.4463439583778381e-05,741.0,1763260686.9808536,,0.056575775146484375,628.5448975563049,0.0,0.00013193488121032715,0.5528530478477478,0.0006271636229939759
,0.00022873934358358383,4626,3.133640711894259e-05,447872,6.017368286848068e-05,742.0,1763260688.1819987,,0.05328190326690674,629.7460427284241,0.0,-0.002320968545973301,0.5532503128051758,0.0017231431556865573
,0.0011646514758467674,4635,3.079877205891535e-05,448768,3.863777965307236e-05,742.0,1763260688.9976435,,-0.00023031234741210938,630.5616874694824,0.0,-0.0006611831486225128,0.5654124021530151,333.46380615234375
,-0.0002615964040160179,4641,3.0414747016038746e-05,449408,3.308989107608795e-06,743.0,1763260689.5502973,,0.10153615474700928,631.1143412590027,0.0,-0.0002596154808998108,0.5924412608146667,0.0017969222972169518
500.0,,4644,,449687,,,1763260689.7811484,500.0,,631.3451924324036,,,,
,0.00010846275836229324,4661,2.9185868697823025e-05,451456,1.28941610455513e-05,744.0,1763260691.4009783,,0.11765629053115845,632.9650223255157,0.0,0.0007775193080306053,0.5722048878669739,0.000830544566269964
,0.00015430059283971786,4675,2.8341013603494503e-05,452864,4.417262971401215e-06,745.0,1763260692.6593347,,0.09363532066345215,634.2233786582947,0.0,6.733834743499756e-05,0.5914769172668457,0.001890817191451788
,-0.0007607676088809967,4691,2.7342550311004743e-05,454528,5.587935447692871e-05,745.0,1763260694.163799,,-0.22032225131988525,635.7278430461884,0.0,0.0013130269944667816,0.6030611991882324,0.0009746887953951955
,0.002156808041036129,4709,2.6267282009939663e-05,456320,1.569557934999466e-05,746.0,1763260695.7479737,,-0.38022005558013916,637.3120176792145,0.0,-0.0012709051370620728,0.538697361946106,0.002090516034513712
,-0.00032812822610139847,4713,2.6036866984213702e-05,456704,1.1489726603031158e-05,747.0,1763260696.0800915,,-0.00037980079650878906,637.6441354751587,0.0,-0.0011824369430541992,0.5572254061698914,606.5982055664062
,0.001160583458840847,4738,2.45007686316967e-05,459264,2.964399755001068e-06,748.0,1763260698.4103267,,-0.00020110607147216797,639.9743707180023,0.0,0.00021699070930480957,0.5533325672149658,310.13690185546875
,-0.00011553801596164703,4739,2.442396362312138e-05,459392,1.7955899238586426e-06,748.0,1763260698.5195148,,0.03661233186721802,640.0835587978363,0.0,1.6666948795318604e-05,0.6001418828964233,0.0017104378202930093
,0.0001766318455338478,4741,2.427035360597074e-05,459648,9.920541197061539e-05,748.0,1763260698.7398043,,0.19588232040405273,640.3038482666016,0.0,-0.003522038459777832,0.516625702381134,0.0009155308944173157
,-0.0016819089651107788,4743,2.419354859739542e-05,459776,1.4567747712135315e-05,748.0,1763260698.8515584,,5.91278076171875e-05,640.4156024456024,0.0,-0.00024770572781562805,0.5812274813652039,457.23602294921875
,-0.0008767368271946907,4754,2.3502303520217538e-05,460928,2.837739884853363e-06,749.0,1763260699.8847365,,-0.05927908420562744,641.4487805366516,0.0,-0.00017011165618896484,0.5461933016777039,0.0017852692399173975
,0.0018057134002447128,4755,2.3425498511642218e-05,461056,4.332885146141052e-05,749.0,1763260699.9957223,,-0.047432899475097656,641.559766292572,0.0,-0.001890808343887329,0.5595943331718445,0.0009460430010221899
,8.054915815591812e-05,4772,2.2427035219152458e-05,462720,1.629907637834549e-05,750.0,1763260701.5136375,,-0.0002193450927734375,643.0776815414429,0.0,-0.0006707608699798584,0.550662100315094,176.21640014648438
500.0,,4786,,464187,,,1763260702.7899444,500.0,,644.3539884090424,,,,
,1.3556331396102905e-05,4787,2.150537693523802e-05,464256,5.159527063369751e-07,751.0,1763260702.879154,,-5.626678466796875e-05,644.443197965622,0.0,-0.00019892677664756775,0.6043863296508789,441.380615234375
,0.002604524604976177,4788,2.14285719266627e-05,464384,2.402905374765396e-05,751.0,1763260702.9897254,,0.1283908486366272,644.5537693500519,0.0,-0.002689749002456665,0.5503067374229431,0.0015747325960546732
500.0,,4796,,465187,,,1763260703.7002618,500.0,,645.2643058300018,,,,
,-3.4156255424022675e-05,4799,2.0737326849484816e-05,465536,3.5855919122695923e-07,751.0,1763260704.0181365,,-0.033371567726135254,645.5821805000305,0.0,-0.00020873546600341797,0.5876978635787964,0.0010171569883823395
500.0,,4806,,466187,,,1763260704.6148288,500.0,,646.1788728237152,,,,
,0.0002407226711511612,4809,2.0122888599871658e-05,466560,2.4084001779556274e-06,752.0,1763260704.9387136,,-0.04970693588256836,646.5027575492859,0.0,-0.00019288063049316406,0.5840982794761658,0.0010318232234567404
,-0.0003299526870250702,4813,1.9892473574145697e-05,466944,7.189810276031494e-07,752.0,1763260705.2766054,,-0.07795262336730957,646.8406493663788,0.0,-3.0122697353363037e-05,0.5915537476539612,0.0010815674904733896
,-0.0008224314078688622,4851,1.7588325135875493e-05,470784,5.315057933330536e-06,754.0,1763260708.7607129,,7.593631744384766e-05,650.324756860733,0.0,2.376735210418701e-06,0.5741652250289917,286.89556884765625
