losses/value_loss,charts/learning_rate,charts/episodic_return,losses/policy_loss,charts/SPS,losses/old_approx_kl,_runtime,losses/entropy,losses/clipfrac,losses/approx_kl,_step,_timestamp,charts/episodic_length,global_step,losses/explained_variance
0.00013063038932159543,0.00020053763000760227,,0.00187747273594141,569.0,0.003178313374519348,317.8165295124054,0.5696980357170105,0.0,0.0005002152174711227,1918,1763260376.2878594,,165888,-0.0030122995376586914
355.0416259765625,0.00020046082499902695,,0.000692484900355339,569.0,-0.007673717103898525,318.0551996231079,0.5741041898727417,0.0,0.00018795114010572433,1920,1763260376.5265296,,166016,-4.553794860839844e-05
0.007770176511257887,0.00019892472482752055,,-0.027126401662826538,571.0,-0.010025439783930779,321.6277689933777,0.572015106678009,0.0078125,0.004771813750267029,1945,1763260380.099099,,168576,-0.10692334175109863
0.005623956210911274,0.00019807988428510725,,0.0005424171686172485,572.0,-0.0007477235049009323,323.2364230155945,0.4999944567680359,0.0,0.0011473502963781357,1959,1763260381.707753,,169984,-0.4153118133544922
380.16949462890625,0.00019723502919077873,,0.001458674669265747,573.0,0.0008284179493784904,325.44716691970825,0.5217296481132507,0.0,0.0003824876621365547,1973,1763260383.9184968,,171392,-0.0004152059555053711
0.0003023698227480054,0.00019646697910502553,,-0.0005675330758094788,574.0,0.0007363539189100266,327.1891043186188,0.47275540232658386,0.0,1.685507595539093e-05,1985,1763260385.6604342,,172672,0.15940654277801514
,,500.0,,,,327.8077380657196,,,,1991,1763260386.279068,500.0,173297,
470.361328125,0.00019546851399354637,,0.006552007049322128,576.0,0.002356630750000477,329.07800102233887,0.4981466233730316,0.005859375,0.0015583662316203117,2002,1763260387.549331,,174336,-0.00019359588623046875
406.4024353027344,0.00019516129395924509,,0.006328858435153961,576.0,-0.010747566819190979,329.62677240371704,0.4752483069896698,0.0,0.0006686504930257797,2007,1763260388.0981023,,174848,-0.00010633468627929688
,,500.0,,,,330.58212518692017,,,,2016,1763260389.053455,500.0,175797,
0.00019643225823529065,0.00019439324387349188,,-0.008206121623516083,578.0,-0.012840986251831055,330.9898591041565,0.5441195368766785,0.0,0.0020109638571739197,2019,1763260389.461189,,176128,0.07984882593154907
0.0005146320909261703,0.0001940860238391906,,-0.0019520670175552368,578.0,-0.0023304689675569534,331.4977421760559,0.508938729763031,0.0,0.0015082377940416336,2024,1763260389.969072,,176640,-0.07484269142150879
294.7633361816406,0.00019393241382203996,,0.0023106588050723076,579.0,-0.002189347520470619,331.7765233516693,0.5337178707122803,0.0,0.0005681905895471573,2027,1763260390.2478533,,176896,-0.00010979175567626953
0.00023461449018213898,0.00019377880380488932,,-0.019252490252256393,579.0,0.001880507916212082,332.0506327152252,0.531790554523468,0.005859375,0.0022251028567552567,2029,1763260390.5219626,,177152,0.014205992221832275
0.00031371417571790516,0.00019347158377058804,,-0.02311067283153534,580.0,0.05914030969142914,332.6009736061096,0.4783254861831665,0.015625,0.011841447092592716,2034,1763260391.0723035,,177664,-0.02660536766052246
,,500.0,,,,333.7724509239197,,,,2045,1763260392.2437809,500.0,178797,
131.64291381835938,0.00019247311865910888,,0.001923784613609314,582.0,0.002981552854180336,334.42991399765015,0.5695012807846069,0.0,0.0004298947751522064,2051,1763260392.901244,,179328,-0.00010895729064941406
0.006567721255123615,0.00019239631365053356,,0.003103761002421379,582.0,0.004062210209667683,334.5621976852417,0.45034173130989075,0.0,0.00016034673899412155,2052,1763260393.0335276,,179456,-0.340793251991272
,,500.0,,,,336.5048825740814,,,,2070,1763260394.9762125,500.0,181297,
187.8177947998047,0.00019093701848760247,,0.0004000607877969742,584.0,-0.0009082937613129616,337.46121311187744,0.5829635262489319,0.0,6.52829185128212e-05,2076,1763260395.932543,,181888,-9.28640365600586e-05
,,500.0,,,,340.3039972782135,,,,2093,1763260398.7753272,500.0,183631,
459.33551025390625,0.000189861748367548,,-0.000547800213098526,584.0,0.0031440574675798416,340.5307626724243,0.5221248865127563,0.0,9.798631072044373e-05,2094,1763260399.0020926,,183680,-3.0517578125e-05
0.00023302793852053583,0.0001884024532046169,,-0.005488857626914978,584.0,0.0022691525518894196,344.70609641075134,0.5173138380050659,0.0,0.000311877578496933,2117,1763260403.1774263,,186112,-0.050267577171325684
0.00016769592184573412,0.00018694315804168582,,0.002342812716960907,585.0,-0.006791453808546066,348.3528211116791,0.49515798687934875,0.0,0.00035690702497959137,2141,1763260406.824151,,188544,-0.03535044193267822
0.0001204623986268416,0.00018663593800738454,,-0.001585204154253006,586.0,0.001798928715288639,348.93323945999146,0.49077358841896057,0.0,0.0003528790548443794,2146,1763260407.4045694,,189056,-0.04306495189666748
,,500.0,,,,348.97233295440674,,,,2147,1763260407.443663,500.0,189131,
261.31494140625,0.00018655913299880922,,0.00060291588306427,586.0,0.0006190268322825432,349.1013765335083,0.5095093846321106,0.0,1.9262544810771942e-05,2148,1763260407.5727065,,189184,-4.8160552978515625e-05
0.00017287861555814743,0.00018609831749927253,,0.009748416021466255,587.0,0.013525622896850109,349.96260046958923,0.4806746244430542,0.0,0.0012034205719828606,2155,1763260408.4339304,,189952,-0.05451643466949463
,,500.0,,,,351.89277243614197,,,,2172,1763260410.3641024,500.0,191631,
0.00013618840603157878,0.00018425499729346484,,0.010072067379951477,589.0,-0.007228340022265911,353.91068410873413,0.5590109825134277,0.0,0.00039905961602926254,2185,1763260412.382014,,193024,-0.19046032428741455
538.8676147460938,0.00018387097225058824,,-0.007339373230934143,589.0,0.0014457963407039642,355.16850233078003,0.5920807123184204,0.0,0.0005119983106851578,2192,1763260413.6398323,,193664,2.658367156982422e-05
0.0050825076177716255,0.00018348694720771164,,-0.016347236931324005,589.0,0.00015741214156150818,356.22825741767883,0.5152381062507629,0.0,0.0007905159145593643,2198,1763260414.6995873,,194304,-0.0640801191329956
0.0002505493466742337,0.00018341014219913632,,-0.0014339126646518707,589.0,0.002750122919678688,356.4508728981018,0.5541900992393494,0.0,0.0003702063113451004,2199,1763260414.9222028,,194432,0.005465030670166016
,,500.0,,,,358.5427746772766,,,,2211,1763260417.0141046,500.0,195631,
0.00018864969024434686,0.00018248848209623247,,-0.006234191358089447,588.0,0.0005107298493385315,359.2119688987732,0.5632200837135315,0.0,0.0006003044545650482,2214,1763260417.6832988,,195968,0.08196932077407837
0.000126492595882155,0.00018210445705335587,,-0.019387338310480118,588.0,-0.0011580036953091621,360.3027262687683,0.4919993579387665,0.0,0.0016198111698031425,2220,1763260418.7740562,,196608,-0.04939448833465576
0.004976154305040836,0.00018195084703620523,,0.0012421682476997375,588.0,-0.0030240966007113457,360.78418231010437,0.4843257665634155,0.0,0.00022770743817090988,2223,1763260419.2555122,,196864,0.038372159004211426
9.567847882863134e-05,0.0001817972370190546,,-0.006004318594932556,588.0,0.004360280930995941,361.2281062602997,0.5632729530334473,0.0,8.296780288219452e-05,2225,1763260419.6994362,,197120,-0.004657626152038574
,,500.0,,,,361.274222612381,,,,2226,1763260419.7455525,500.0,197131,
408.637451171875,0.00018172043201047927,,0.0014179609715938568,588.0,0.0004595853388309479,361.5104749202728,0.49574679136276245,0.0,8.522532880306244e-05,2227,1763260419.9818048,,197248,-1.3709068298339844e-05
177.7380828857422,0.0001814900169847533,,0.0018560588359832764,588.0,0.0030194269493222237,362.2206907272339,0.4903073012828827,0.0,0.0004606107249855995,2231,1763260420.6920207,,197632,0.00013709068298339844
,,500.0,,,,362.9441363811493,,,,2235,1763260421.4154663,500.0,198131,
452.09173583984375,0.00018087557691615075,,-0.004196785390377045,588.0,0.007893593981862068,364.1603720188141,0.513325035572052,0.0,0.0011502616107463837,2241,1763260422.631702,,198656,0.00013148784637451172
0.00023105052241589874,0.00018041474686469883,,-0.0014179833233356476,588.0,-0.003243955783545971,365.4961483478546,0.5468491911888123,0.0,5.0156377255916595e-05,2248,1763260423.9674783,,199424,0.031019091606140137
,,500.0,,,,365.7795944213867,,,,2250,1763260424.2509243,500.0,199631,
0.000322806736221537,0.00018010752683039755,,-0.0002978667616844177,588.0,-0.0012881560251116753,366.42022609710693,0.5139016509056091,0.0,0.00011157523840665817,2253,1763260424.891556,,199936,0.17217040061950684
0.005070004146546125,0.00017895545170176774,,-0.013955377042293549,587.0,-0.0014337198808789253,369.9538106918335,0.5375571250915527,0.0,0.0009291758760809898,2272,1763260428.4251406,,201856,0.15726041793823242
,,500.0,,,,371.18703842163086,,,,2280,1763260429.6583683,500.0,202631,
318.6860046386719,0.00017757296154741198,,0.0023506879806518555,589.0,0.0001602228730916977,373.02419328689575,0.523176372051239,0.0,2.4963170289993286e-05,2295,1763260431.4955232,,204160,1.9788742065429688e-05
0.000125837090308778,0.00017734254652168602,,-0.021645143628120422,589.0,-0.012046610936522484,373.469482421875,0.44911858439445496,0.001953125,0.0016540735960006714,2298,1763260431.9408123,,204544,-0.31918632984161377
544.99365234375,0.00017665130144450814,,0.0005870386958122253,590.0,0.00019648484885692596,374.77714443206787,0.5218840837478638,0.0,4.164502024650574e-05,2310,1763260433.2484744,,205696,-7.796287536621094e-05
0.00028910330729559064,0.0001764976914273575,,0.00711439922451973,590.0,0.022552289068698883,375.05313634872437,0.49953413009643555,0.001953125,0.002181725576519966,2312,1763260433.5244663,,205952,0.09523403644561768
0.0001310596999246627,0.0001761136663844809,,-0.0002587269991636276,591.0,-0.0018325615674257278,375.80443572998047,0.5409381985664368,0.0,4.015117883682251e-05,2318,1763260434.2757657,,206592,0.0729379653930664
0.00045578397111967206,0.00017588325135875493,,-0.0002757422626018524,591.0,0.0002614026889204979,376.1955358982086,0.5437015891075134,0.0,4.661735147237778e-05,2322,1763260434.6668658,,206976,0.02621746063232422
,,500.0,,,,376.3666548728943,,,,2324,1763260434.8379848,500.0,207131,
,,500.0,,,,376.9773166179657,,,,2329,1763260435.4486465,500.0,207631,
317.2579650878906,0.00017488478624727577,,-0.0027244538068771362,593.0,-0.0035470547154545784,378.11512994766235,0.49370700120925903,0.0,0.0004726024344563484,2339,1763260436.5864599,,208640,0.00031191110610961914
,,500.0,,,,378.51282477378845,,,,2343,1763260436.9841547,500.0,209044,
,,500.0,,,,379.1126608848572,,,,2348,1763260437.5839908,500.0,209544,
0.004292549565434456,0.00017396314069628716,,-0.0011581052094697952,594.0,-0.003516562283039093,379.80882239341736,0.5611146092414856,0.0,0.00012918934226036072,2354,1763260438.2801523,,210176,-0.15079665184020996
433.29541015625,0.0001734255056362599,,-0.0049474649131298065,595.0,0.0002907169982790947,380.74427700042725,0.5645110607147217,0.0,0.000522972084581852,2363,1763260439.215607,,211072,0.00010186433792114258
0.00023683324980083853,0.0001718126004561782,,0.007121071219444275,598.0,0.0003656167536973953,383.712274312973,0.46905261278152466,0.0,0.0001839958131313324,2389,1763260442.1836042,,213760,-0.06409740447998047
0.005102627910673618,0.00017158218543045223,,-0.007942825555801392,598.0,-0.004911455325782299,384.16084694862366,0.5737632513046265,0.0,0.0010060863569378853,2394,1763260442.6321769,,214144,-0.017872929573059082
0.0005682114860974252,0.00016989247524179518,,-0.0016526542603969574,600.0,-0.002917589619755745,387.41934871673584,0.5642106533050537,0.0,0.00029316917061805725,2426,1763260445.8906786,,216960,-0.13484013080596924
0.00040554418228566647,0.00016966206021606922,,0.004457419738173485,601.0,0.0010425448417663574,387.8392131328583,0.5430780649185181,0.0,0.0005990117788314819,2430,1763260446.310543,,217344,-0.10891187191009521
0.004549723584204912,0.00016850998508743942,,-0.0009451042860746384,603.0,0.0014525353908538818,389.91795206069946,0.5518618226051331,0.0,5.592033267021179e-05,2449,1763260448.389282,,219264,-0.13431477546691895
9.524514462100342e-05,0.00016751151997596025,,-0.0013577081263065338,604.0,-0.003145962953567505,391.74036836624146,0.5474941730499268,0.0,0.0001246035099029541,2465,1763260450.2116983,,220928,-0.18612051010131836
,,500.0,,,,394.58517837524414,,,,2491,1763260453.0565083,500.0,223523,
0.0034228279255330563,0.0001658218097873032,,0.0030455738306045532,607.0,-0.0024220915511250496,394.85558462142944,0.5352594256401062,0.0,0.00011486094444990158,2493,1763260453.3269145,,223744,-0.03545689582824707
331.38116455078125,0.00016505375970155,,0.0015798620879650116,608.0,-0.000987078994512558,396.3418445587158,0.5364712476730347,0.0,2.9550865292549133e-05,2506,1763260454.8131745,,225024,5.066394805908203e-05
0.0002643937768880278,0.00016451612464152277,,-0.008182918652892113,608.0,-0.0023164981976151466,397.505743265152,0.5532437562942505,0.0,0.0003660311922430992,2514,1763260455.9770732,,225920,-0.5070610046386719
,,500.0,,,,397.5496828556061,,,,2515,1763260456.0210128,500.0,226023,
,,500.0,,,,398.111492395401,,,,2520,1763260456.5828223,500.0,226523,
0.00021033543453086168,0.00016336404951289296,,-0.0077875591814517975,610.0,0.01483453530818224,399.70015239715576,0.5377558469772339,0.0,0.0012046648189425468,2533,1763260458.1714823,,227840,-0.12596416473388672
,,500.0,,,,400.42850971221924,,,,2540,1763260458.8998396,500.0,228523,
0.003960803151130676,0.00016251919441856444,,-0.0018370747566223145,611.0,0.003046562895178795,401.27302265167236,0.492489218711853,0.0,0.000486176460981369,2547,1763260459.7443526,,229248,-0.024709224700927734
741.1480712890625,0.0001611367188161239,,-0.0027612410485744476,612.0,0.007837732322514057,404.66729760169983,0.48906636238098145,0.0,0.00022498983889818192,2570,1763260463.1386275,,231552,0.00029218196868896484
0.004304933827370405,0.00016105991380754858,,-0.0018963776528835297,612.0,-8.03489238023758e-05,404.8759973049164,0.5009254813194275,0.0,4.7089532017707825e-05,2571,1763260463.3473272,,231680,-0.2940295934677124
0.004398953169584274,0.0001607526937732473,,-0.00017884932458400726,612.0,-0.0005353633314371109,405.6101248264313,0.5354284048080444,0.0,0.0001050848513841629,2576,1763260464.0814548,,232192,-0.3480381965637207
0.00017697014845907688,0.00016067588876467198,,-0.0005432255566120148,612.0,-0.0026092277839779854,405.7312672138214,0.5744413137435913,0.0,0.0001909276470541954,2577,1763260464.2025971,,232320,-0.08520901203155518
0.0001594125642441213,0.00015875576355028898,,-0.012012924998998642,612.0,0.00603364035487175,410.6751039028168,0.5571434497833252,0.0,0.00041423551738262177,2608,1763260469.1464338,,235520,-0.01320946216583252
0.00391268590465188,0.00015867895854171365,,-0.001195557415485382,612.0,0.0008273497223854065,410.90811371803284,0.46676772832870483,0.0,0.00010560266673564911,2610,1763260469.3794436,,235648,-3.135204315185547e-05
0.003489916445687413,0.00015745007840450853,,0.0018540993332862854,614.0,0.0024581216275691986,413.18921852111816,0.4629189968109131,0.0,9.967759251594543e-05,2630,1763260471.6605484,,237696,-0.18832635879516602
0.00021640054183080792,0.00015706605336163193,,-0.00464659184217453,615.0,-0.004942147992551327,413.8578374385834,0.5523502230644226,0.0,0.0031572533771395683,2636,1763260472.3291674,,238336,-0.05733060836791992
0.00016905208758544177,0.00015645161329302937,,-0.002268761396408081,616.0,0.004158111289143562,414.9203884601593,0.5728572010993958,0.0,0.00015697814524173737,2646,1763260473.3917184,,239360,0.12132400274276733
7.099282811395824e-05,0.00015637480828445405,,-0.0050739385187625885,616.0,-0.005875039845705032,415.068971157074,0.5550616979598999,0.0,0.00032135285437107086,2647,1763260473.540301,,239488,0.09352219104766846
,,500.0,,,,415.0969262123108,,,,2648,1763260473.5682561,500.0,239523,
208.25543212890625,0.00015514592814724892,,-0.003188706934452057,618.0,0.0021861987188458443,417.1783609390259,0.5444077849388123,0.0,6.621610373258591e-05,2668,1763260475.6496909,,241536,-4.5299530029296875e-05
257.4353332519531,0.00015483870811294764,,0.0035625919699668884,618.0,-0.003196652978658676,417.7082395553589,0.5795365571975708,0.0,0.00015964172780513763,2673,1763260476.1795695,,242048,-1.1920928955078125e-06
289.5979919433594,0.00015422426804434508,,0.0008186250925064087,619.0,0.002468712627887726,418.76586508750916,0.6235630512237549,0.0,7.139705121517181e-05,2683,1763260477.237195,,243072,-2.2172927856445312e-05
,,500.0,,,,419.1822898387909,,,,2687,1763260477.6536198,500.0,243523,
0.00392768532037735,0.00015384024300146848,,-0.0004343092441558838,620.0,0.0019428236410021782,419.4266278743744,0.5684945583343506,0.0,0.0002819197252392769,2689,1763260477.8979578,,243712,0.05712151527404785
,,500.0,,,,419.71496844291687,,,,2692,1763260478.1862984,500.0,244023,
191.8602294921875,0.0001512288727099076,,0.003393404185771942,624.0,0.004347694106400013,423.917489528656,0.5776664018630981,0.0,0.00010500755161046982,2732,1763260482.3888195,,248064,-2.09808349609375e-05
208.44015502929688,0.0001500000071246177,,0.0002941302955150604,625.0,-0.0066759539768099785,426.03140902519226,0.553634762763977,0.0,0.0001985682174563408,2752,1763260484.502739,,250112,-5.4836273193359375e-06
435.0776672363281,0.00014969278709031641,,-0.0012649893760681152,626.0,-0.00256502628326416,426.56464290618896,0.6059480905532837,0.0,2.097897231578827e-05,2757,1763260485.0359728,,250624,-3.1113624572753906e-05
0.003059098497033119,0.00014877112698741257,,-0.0010737702250480652,627.0,-0.0028628548607230186,428.3116807937622,0.547934353351593,0.0,5.025696009397507e-05,2772,1763260486.7830107,,252160,-0.09475946426391602
0.0038890389259904623,0.00014815668691881,,-0.0010999701917171478,628.0,0.004208923317492008,429.3713300228119,0.5442374348640442,0.0,6.322097033262253e-05,2782,1763260487.84266,,253184,-0.02020430564880371
0.00014180105063132942,0.0001480798819102347,,-0.0014065373688936234,628.0,-0.001083933748304844,429.4887697696686,0.5656116604804993,0.0,0.00013978313654661179,2783,1763260487.9600997,,253312,-0.0292741060256958
0.00019167341815773398,0.00014746544184163213,,0.001862362027168274,629.0,0.0027099093422293663,430.5926904678345,0.5739515423774719,0.0,8.218828588724136e-05,2793,1763260489.0640204,,254336,-0.05552041530609131
,,500.0,,,,433.9015529155731,,,,2824,1763260492.3728828,500.0,257523,
0.0001952087040990591,0.00014439324149861932,,6.422773003578186e-05,633.0,0.0003582211211323738,436.0262303352356,0.5600906014442444,0.0,0.00021008681505918503,2843,1763260494.4975603,,259456,-0.06931376457214355
8.68572315084748e-05,0.0001435483864042908,,-0.003469647839665413,634.0,-0.0010492224246263504,437.545636177063,0.569736123085022,0.0,0.00018259137868881226,2857,1763260496.016966,,260864,-0.24491894245147705
0.00018993558478541672,0.0001420122862327844,,-0.007096495479345322,636.0,0.008355095051229,440.30702447891235,0.549650251865387,0.0,0.0002519385889172554,2882,1763260498.7783544,,263424,-0.08277392387390137
0.003637788351625204,0.00014155145618133247,,-0.0011362582445144653,637.0,-0.0007632207125425339,441.1375150680542,0.5966629385948181,0.0,8.892640471458435e-05,2890,1763260499.608845,,264192,-0.13422858715057373
,,500.0,,,,443.7093560695648,,,,2911,1763260502.180686,500.0,266358,
0.004386948421597481,0.00013886328088119626,,-0.001098419539630413,639.0,-0.0003458559513092041,446.32337474823,0.5354629158973694,0.0,0.0005197320133447647,2935,1763260504.7947047,,268672,-0.047412991523742676
121.427490234375,0.00013801844033878297,,-0.0032225996255874634,640.0,0.0013659680262207985,447.788188457489,0.5661298036575317,0.0,0.0003017773851752281,2949,1763260506.2595184,,270080,5.125999450683594e-06
0.00011054120841436088,0.00013732719526160508,,-0.005213996395468712,641.0,-0.009848172776401043,449.0135407447815,0.5537196397781372,0.0,0.0016211429610848427,2960,1763260507.4848707,,271232,-0.032419562339782715
,,500.0,,,,450.5314826965332,,,,2975,1763260509.0028126,500.0,272746,
5.842343671247363e-05,0.00013556068006437272,,-0.014011479914188385,644.0,0.0007743164896965027,452.09100580215454,0.5464159250259399,0.0,0.00040959008038043976,2989,1763260510.5623357,,274176,0.06916499137878418
0.003319647628813982,0.0001350998500129208,,-8.60951840877533e-05,644.0,-0.0006092563271522522,452.8916232585907,0.6010332107543945,0.0,2.5872141122817993e-06,2997,1763260511.3629532,,274944,0.021057724952697754
317.6722717285156,0.00013425499491859227,,-0.0005798935890197754,645.0,-0.004864470101892948,454.3624804019928,0.5771282911300659,0.0,0.00038162712007761,3011,1763260512.8338103,,276352,-3.802776336669922e-05
190.8818359375,0.00013187403965275735,,-6.202608346939087e-05,648.0,-0.0008306615054607391,458.5453851222992,0.5217779278755188,0.0,9.348616003990173e-05,3051,1763260517.016715,,280320,-6.115436553955078e-05
0.00041497446363791823,0.0001317204296356067,,-0.0027771219611167908,648.0,-0.006243552081286907,458.78924345970154,0.5846742391586304,0.0,0.00035978201776742935,3053,1763260517.2605734,,280576,-0.05573081970214844
0.0030506125185638666,0.0001309523795498535,,-0.0013513341546058655,649.0,-0.0005638562142848969,460.0744140148163,0.5681466460227966,0.0,5.062110722064972e-05,3066,1763260518.545744,,281856,-0.008506536483764648
332.8703918457031,0.00013072196452412754,,0.0007874500006437302,650.0,-0.000984780490398407,460.49302649497986,0.5544917583465576,0.0,1.5385448932647705e-05,3070,1763260518.9643564,,282240,-4.935264587402344e-05
0.00017645148909650743,0.00012987710942979902,,-0.0013431347906589508,651.0,0.0008488306775689125,461.9644856452942,0.5307292938232422,0.0,7.945578545331955e-05,3083,1763260520.4358156,,283648,-0.2385091781616211
0.00010441071935929358,0.00012895544932689518,,-0.0006808862090110779,652.0,0.0006610946729779243,463.60308170318604,0.6029802560806274,0.0,7.118377834558487e-05,3098,1763260522.0744116,,285184,0.02346968650817871
0.0001543829421279952,0.0001286482292925939,,-0.0018504336476325989,652.0,-0.0013358024880290031,464.14208817481995,0.5651835203170776,0.0,0.00032933149486780167,3103,1763260522.613418,,285696,-0.05460941791534424
0.00024314640904776752,0.0001271889341296628,,0.002628922462463379,654.0,-0.007658720947802067,466.74794578552246,0.5376724600791931,0.0,0.0008401693776249886,3127,1763260525.2192757,,288128,0.17363089323043823
346.6998291015625,0.0001271121291210875,,0.005579270422458649,654.0,-0.0006043342873454094,466.91736817359924,0.47854551672935486,0.0,0.0004027141258120537,3129,1763260525.388698,,288256,-0.00012922286987304688
0.00016896682791411877,0.0001263440790353343,,-0.003954531624913216,655.0,-0.007716940715909004,468.24131059646606,0.5672544836997986,0.0,0.00012906640768051147,3141,1763260526.7126405,,289536,-0.006922602653503418
,,500.0,,,,468.401202917099,,,,3143,1763260526.8725328,500.0,289707,
0.00017326099623460323,0.00012603687355294824,,-0.0055527761578559875,655.0,0.0035860510542988777,468.802298784256,0.5581321716308594,0.0,0.0005719168111681938,3146,1763260527.2736287,,290048,-0.03164982795715332
0.0001356228458462283,0.00012457757839001715,,-0.00024238228797912598,657.0,-0.002062680199742317,471.40136790275574,0.5213673114776611,0.0,3.406591713428497e-05,3170,1763260529.8726978,,292480,0.09647321701049805
123.94784545898438,0.00012380952830426395,,-0.00014206767082214355,658.0,-0.0007651587948203087,472.7942941188812,0.4809343218803406,0.0,3.884546458721161e-06,3183,1763260531.265624,,293760,-6.198883056640625e-06
585.861328125,0.00012350230826996267,,-0.0008108597248792648,658.0,-0.0023457398638129234,473.3259983062744,0.5014060735702515,0.0,0.00017082411795854568,3188,1763260531.7973282,,294272,-6.437301635742188e-05
199.08367919921875,0.0001217357930727303,,0.0016191452741622925,660.0,-0.00033801328390836716,476.5407500267029,0.4947337508201599,0.0,3.809761255979538e-05,3217,1763260535.01208,,297216,0.0001100301742553711
0.00010968229616992176,0.00012127496302127838,,0.0008190423250198364,660.0,-0.0001545911654829979,477.34052085876465,0.515223503112793,0.0,4.89410012960434e-06,3224,1763260535.8118508,,297984,0.00902247428894043
377.9297180175781,0.00011989247286692262,,-0.001198645681142807,662.0,-0.0002318369224667549,479.6588318347931,0.5716031789779663,0.0,0.00011768843978643417,3247,1763260538.1301618,,300288,5.3048133850097656e-05
0.00020623113960027695,0.00011966205784119666,,-0.002735055983066559,662.0,0.0029362933710217476,480.0279986858368,0.5319910049438477,0.0,0.00017154309898614883,3250,1763260538.4993286,,300672,-0.573811411857605
397.5278625488281,0.00011958525283262134,,0.0015571340918540955,662.0,-0.0031125666573643684,480.15960121154785,0.6049297451972961,0.0,6.617140024900436e-05,3252,1763260538.6309311,,300800,3.5762786865234375e-05
0.00011477258522063494,0.00011935483780689538,,0.002656150609254837,663.0,-0.0034288596361875534,480.55784916877747,0.5793038010597229,0.0,0.00045228563249111176,3255,1763260539.029179,,301184,-0.04073619842529297
0.0001514627510914579,0.00011912442278116941,,-0.0011408254504203796,663.0,0.0018784208223223686,480.92933678627014,0.5790075659751892,0.0,0.0002202177420258522,3259,1763260539.4006667,,301568,0.03909987211227417
0.002687253523617983,0.00011835637269541621,,-0.00105256587266922,664.0,0.0024034036323428154,482.214072227478,0.5825150609016418,0.0,1.1022202670574188e-05,3272,1763260540.6854022,,302848,-1.1444380283355713
,,500.0,,,,482.49474000930786,,,,3275,1763260540.96607,500.0,303207,
284.279296875,0.00011812595766969025,,0.005752637982368469,664.0,-0.001677878201007843,482.59185910224915,0.559457004070282,0.0,0.00010181032121181488,3276,1763260541.063189,,303232,9.22083854675293e-05
274.6512451171875,0.00011689708480844274,,0.0006906688213348389,666.0,-0.0034032687544822693,484.61222743988037,0.5734376907348633,0.0,6.168894469738007e-05,3296,1763260543.0835574,,305280,-1.2636184692382812e-05
0.00010940793436020613,0.00011666666978271678,,-0.003146223723888397,666.0,-0.002063501626253128,485.00308322906494,0.5737665891647339,0.0,8.494965732097626e-05,3299,1763260543.4744132,,305664,-0.035542964935302734
0.00012323273404035717,0.00011428571451688185,,-0.009167375043034554,669.0,-0.01043467316776514,488.75510263442993,0.5966423749923706,0.0,0.0012886207550764084,3338,1763260547.2264326,,309632,-0.1625044345855713
0.0033793498296290636,0.00011351766443112865,,-0.0006532445549964905,670.0,-0.000685008242726326,489.9144241809845,0.5020450949668884,0.0,1.560710370540619e-05,3351,1763260548.385754,,310912,-0.29583537578582764
0.00020669105288106948,0.00011313363938825205,,0.0012515708804130554,671.0,-1.4435499906539917e-06,490.5081694126129,0.5781534910202026,0.0,4.79184091091156e-05,3357,1763260548.9794993,,311552,0.019491612911224365
364.06182861328125,0.00011298002937110141,,-0.0014739930629730225,671.0,-0.0028495406731963158,490.7324275970459,0.5474783182144165,0.0,0.0007912246510386467,3360,1763260549.2037575,,311808,-6.9141387939453125e-06
,,500.0,,,,494.28137254714966,,,,3398,1763260552.7527025,500.0,315707,
,,309.0,,,,494.56102418899536,,,,3401,1763260553.032354,309.0,316016,
,,500.0,,,,495.00509428977966,,,,3406,1763260553.4764242,500.0,316516,
441.57574462890625,0.00011013825132977217,,0.006416819989681244,675.0,0.004731905646622181,495.0843257904053,0.5678547024726868,0.0,0.00042114872485399246,3407,1763260553.5556557,,316544,0.0002644062042236328
0.00015766687283758074,0.00010937020124401897,,0.0005366727709770203,676.0,-0.004227139987051487,496.24149560928345,0.5648419260978699,0.0,0.00020793545991182327,3419,1763260554.7128255,,317824,-0.37028563022613525
,,500.0,,,,496.8565561771393,,,,3426,1763260555.327886,500.0,318516,
0.002648127730935812,0.00010883256618399173,,-0.0031052399426698685,677.0,0.00015575997531414032,497.06442952156067,0.5463271141052246,0.0,7.921643555164337e-05,3428,1763260555.5357594,,318720,-3.5100040435791016
0.00015353236813098192,0.00010837173613253981,,0.00531359389424324,677.0,-0.0030623674392700195,497.7703516483307,0.5611377358436584,0.0,0.0006410740315914154,3435,1763260556.2416816,,319488,0.011929571628570557
,,500.0,,,,499.07516384124756,,,,3450,1763260557.5464938,500.0,321016,
138.69786071777344,0.00010745007602963597,,-0.000256761210039258,679.0,-0.0013483958318829536,499.1485605239868,0.5096585750579834,0.0,5.008932203054428e-05,3451,1763260557.6198905,,321024,-0.00014019012451171875
0.0027001467533409595,0.00010675883095245808,,-0.0014687441289424896,680.0,0.004028770141303539,500.1932816505432,0.5810008645057678,0.0,8.752662688493729e-05,3462,1763260558.6646116,,322176,-0.1917428970336914
234.881591796875,0.00010591397585812956,,-0.0023613236844539642,681.0,-0.0025079967454075813,501.453125,0.5778114199638367,0.0,9.014364331960678e-05,3476,1763260559.924455,,323584,-0.0002117156982421875
