losses/entropy,global_step,charts/episodic_return,losses/explained_variance,charts/learning_rate,charts/SPS,_timestamp,losses/approx_kl,losses/old_approx_kl,charts/episodic_length,losses/value_loss,_runtime,losses/clipfrac,losses/policy_loss,_step
0.5944012999534607,33280,,-0.08384835720062256,0.00028010751702822745,475.0,1763260154.81885,0.0005104765295982361,0.008788792416453362,,15.599103927612305,96.3857319355011,0.0,-0.00028732791543006897,530
0.5953030586242676,34048,,0.010111212730407715,0.0002796466869767755,475.0,1763260156.3414989,2.1653249859809875e-06,-0.00027167703956365585,,16.433486938476562,97.90838074684143,0.0,-0.0008920878171920776,539
0.5895853042602539,34560,,0.026851892471313477,0.00027933946694247425,475.0,1763260157.458068,0.00019224826246500015,0.001403062604367733,,25.488454818725586,99.02494978904724,0.0,0.00034677982330322266,547
,35375,500.0,,,,1763260158.9449959,,,500.0,,100.51187777519226,,,555
0.5464903116226196,35712,,0.7601522207260132,0.00027864822186529636,477.0,1763260159.669185,4.37367707490921e-05,1.852959394454956e-05,,9.614916801452637,101.2360668182373,0.0,-0.001364007592201233,559
0.5612331628799438,36224,,0.2732633948326111,0.0002783410018309951,476.0,1763260160.8532798,5.6438148021698e-06,3.192201256752014e-05,,330.5523986816406,102.42016172409058,0.0,-0.00022014975547790527,568
,38457,191.0,,,,1763260165.3501868,,,191.0,,106.91706871986389,,,595
0.542255163192749,40064,,0.009019017219543457,0.00027603688067756593,478.0,1763260168.5813437,9.248033165931702e-06,-0.000655120238661766,,9.798545837402344,110.14822554588318,0.0,0.00021702051162719727,612
0.580509603023529,40192,,0.005475878715515137,0.0002759600756689906,478.0,1763260168.8859036,3.1953677535057068e-06,-7.155071943998337e-05,,86.2214126586914,110.45278549194336,0.0,0.0005823448300361633,614
0.5282243490219116,41728,,0.003218233585357666,0.00027503841556608677,478.0,1763260171.9357367,7.5018033385276794e-06,6.388593465089798e-05,,58.07814025878906,113.50261855125427,0.0,0.0011172518134117126,630
,42125,215.0,,,,1763260172.7758756,,,215.0,,114.3427574634552,,,636
,42506,381.0,,,,1763260173.5438716,,,381.0,,115.11075353622437,,,640
0.5699950456619263,43520,,-1.3219175338745117,0.0002739631454460323,479.0,1763260175.498342,9.583216160535812e-05,0.003429367206990719,,8.067611694335938,117.06522393226624,0.0,-0.0007981043308973312,650
,44878,500.0,,,,1763260178.065632,,,500.0,,119.63251399993896,,,664
0.5929481983184814,46720,,0.28025656938552856,0.0002720430202316493,481.0,1763260181.84135,0.0021796394139528275,-0.003705158829689026,,85.24702453613281,123.40823197364807,0.00390625,0.025254104286432266,684
0.5502812266349792,47232,,0.8837301731109619,0.000271735800197348,481.0,1763260182.8052657,0.0022209063172340393,0.016839347779750824,,3.1212308406829834,124.37214756011963,0.0,0.0024355612695217133,689
0.5569857954978943,47872,,0.8482385873794556,0.0002713517751544714,481.0,1763260184.2256863,7.95125961303711e-05,0.0017276015132665634,,3.504854917526245,125.79256820678711,0.0,0.0011302530765533447,698
0.5649863481521606,48256,,0.294347882270813,0.00027112136012874544,481.0,1763260184.9715905,6.398558616638184e-05,-0.0014474354684352875,,227.17929077148438,126.53847241401672,0.0,0.002840999513864517,702
0.5219388008117676,48640,,-0.8471255302429199,0.0002708909451030195,481.0,1763260185.7845716,4.2419880628585815e-05,-0.0011264793574810028,,20.390806198120117,127.35145354270935,0.0,-0.0004013068974018097,707
,50599,296.0,,,,1763260189.753711,,,296.0,,131.32059288024902,,,729
0.5378150939941406,52992,,0.0033239126205444336,0.0002682795748114586,481.0,1763260194.8104534,6.339512765407562e-05,-0.0009730663150548935,,211.86036682128906,136.3773353099823,0.0,-0.0007467065006494522,757
0.6046684980392456,53504,,-0.7982136011123657,0.0002679723547771573,481.0,1763260195.8433871,3.852788358926773e-05,0.00023760925978422165,,3.398482084274292,137.41026902198792,0.0,-0.002335112541913986,762
0.584133505821228,54016,,-0.17841660976409912,0.000267665134742856,482.0,1763260196.8472745,3.9004720747470856e-05,0.0009491415694355965,,2.6738946437835693,138.41415643692017,0.0,0.002135828137397766,767
0.5760183334350586,54784,,-0.9488422870635986,0.0002672043046914041,482.0,1763260198.3811057,6.592832505702972e-06,0.00043032970279455185,,15.50389289855957,139.94798755645752,0.0,0.00016279146075248718,775
,56040,486.0,,,,1763260200.7652469,,,486.0,,142.33212876319885,,,788
,56922,500.0,,,,1763260202.5347836,,,500.0,,144.10166549682617,,,797
0.5596692562103271,57728,,0.47379595041275024,0.00026543778949417174,482.0,1763260204.3803077,0.006844399496912956,0.027027208358049393,,1.264835238456726,145.94718956947327,0.015625,0.03810764104127884,806
0.5290615558624268,58496,,-1.125685691833496,0.0002649769594427198,482.0,1763260205.9460433,0.00018754322081804276,0.0020338213071227074,,1.6656315326690674,147.51292514801025,0.0,-0.0023586004972457886,815
0.5880316495895386,62848,,-0.007398843765258789,0.00026236558915115893,484.0,1763260214.6284268,0.0009692022576928139,-0.0012245876714587212,,472.5538330078125,156.19530868530273,0.0,0.000773601233959198,863
0.6159932613372803,63744,,-0.0005525350570678711,0.0002618279540911317,484.0,1763260216.3351283,0.0005411803722381592,-0.003947703167796135,,0.39625072479248047,157.90201020240784,0.0,-0.005732174962759018,872
0.603522777557373,64128,,0.014939725399017334,0.0002615975390654057,484.0,1763260217.0948265,6.985664367675781e-05,0.0019901078194379807,,244.0975799560547,158.66170835494995,0.0,0.00142761692404747,876
0.5777607560157776,68608,,0.5171196460723877,0.0002589093637652695,486.0,1763260225.9114943,0.001675071194767952,0.025756675750017166,,0.04907608777284622,167.47837615013123,0.0,-0.012496467679738998,922
0.5358741879463196,69376,,-0.9430527687072754,0.0002584485337138176,486.0,1763260227.4209719,0.0013271747156977654,0.01215414609760046,,0.04313055798411369,168.98785376548767,0.0,0.003422684967517853,930
0.5653030276298523,70144,,-0.34095537662506104,0.0002579877036623657,486.0,1763260228.933721,0.0006019193679094315,-0.011962361633777618,,0.03758491575717926,170.50060296058655,0.0,0.005567215383052826,938
,70476,500.0,,,,1763260229.4542549,,,500.0,,171.02113676071167,,,941
0.5443848371505737,70528,,0.0001316666603088379,0.0002577572886366397,486.0,1763260229.6690214,0.00025274045765399933,-0.0090702585875988,,164.76809692382812,171.23590326309204,0.0,-0.0011921599507331848,942
0.5705401301383972,71168,,-0.31339311599731445,0.0002573732635937631,487.0,1763260230.8955312,0.0010723210871219635,0.011171262711286545,,0.003835660172626376,172.46241307258606,0.0,-0.00018960237503051758,948
,73799,500.0,,,,1763260235.9209073,,,500.0,,177.48778915405273,,,974
0.6064639091491699,74368,,8.344650268554688e-07,0.0002554531383793801,488.0,1763260237.1261349,0.0005504172295331955,0.0015510432422161102,,180.55133056640625,178.69301676750183,0.0,-0.006271935999393463,980
0.567322313785553,74880,,0.00010251998901367188,0.0002551459183450788,488.0,1763260238.1180851,0.00015984661877155304,-0.000234285369515419,,141.13433837890625,179.68496704101562,0.0,-0.001579977571964264,985
0.5190572142601013,75904,,-0.0001747608184814453,0.00025453147827647626,489.0,1763260240.0004976,0.00016170833259820938,-0.0001343926414847374,,520.9248046875,181.5673794746399,0.0,0.0013323668390512466,995
0.4899199604988098,76160,,-0.08320677280426025,0.0002543778682593256,489.0,1763260240.4572306,0.010956371203064919,-0.015844475477933884,,0.00020762282656505704,182.02411246299744,0.037109375,-0.008551664650440216,997
0.5443329811096191,77952,,-0.5520651340484619,0.00025330259813927114,489.0,1763260243.9513342,0.00017727818340063095,-0.0017843646928668022,,0.004422071855515242,185.51821613311768,0.0,0.002185620367527008,1015
0.540372908115387,78464,,0.1492864489555359,0.00025299537810496986,489.0,1763260244.9537907,0.004884029738605022,0.033538833260536194,,0.005444360896945,186.52067255973816,0.0078125,-0.0010884124785661697,1020
0.587984025478363,79616,,-0.18433606624603271,0.000252304133027792,490.0,1763260247.0539398,0.00015951693058013916,-0.0003911163657903671,,0.00046145980013534427,188.62082171440125,0.0,0.0009877532720565796,1031
,81344,500.0,,,,1763260250.468013,,,500.0,,192.0348949432373,,,1050
0.4834025800228119,81536,,-0.00011944770812988281,0.00025115208700299263,490.0,1763260251.003492,0.00014543067663908005,0.004683130420744419,,533.098876953125,192.5703740119934,0.0,-0.0037051793187856674,1053
0.5154236555099487,81920,,0.00283890962600708,0.00025092167197726667,490.0,1763260251.8505604,0.00010887905955314636,0.001855241134762764,,558.55029296875,193.41744232177734,0.0,0.002206234261393547,1058
0.585896909236908,84480,,-0.2079315185546875,0.00024938557180576026,491.0,1763260256.8461945,0.003426262177526951,0.019311627373099327,,0.00031399406725540757,198.41307640075684,0.0,-0.011062156409025192,1083
0.5377719402313232,85248,,7.218122482299805e-05,0.00024892474175430834,491.0,1763260258.2836287,0.0004923511296510696,-0.008809573948383331,,379.46148681640625,199.850510597229,0.0,0.0008321385830640793,1091
0.46567967534065247,86784,,-8.165836334228516e-05,0.0002480030816514045,493.0,1763260260.5679982,0.000309172086417675,-0.0025695832446217537,,158.61224365234375,202.13488006591797,0.0,0.0060233473777771,1106
0.4144096374511719,88064,,0.012316703796386719,0.0002472350315656513,497.0,1763260261.9540875,0.0008230442181229591,-0.007002769969403744,,0.00011772601283155382,203.52096939086914,0.0,-0.004645161330699921,1118
,88709,500.0,,,,1763260262.6940165,,,500.0,,204.2608983516693,,,1125
0.5487315654754639,89600,,0.08056390285491943,0.00024631337146274745,499.0,1763260264.286328,0.0034545427188277245,-0.015471975319087505,,0.00010131783346878365,205.8532099723816,0.0,0.008084483444690704,1133
0.5047578811645508,90752,,2.0265579223632812e-05,0.00024562212638556957,500.0,1763260266.266711,0.00016729161143302917,0.0024240221828222275,,269.0881652832031,207.83359289169312,0.0,-0.003376169130206108,1145
,92709,500.0,,,,1763260269.620523,,,500.0,,211.18740487098694,,,1164
0.5295488238334656,92800,,0.0003883242607116699,0.00024439324624836445,501.0,1763260269.8218064,0.001996929757297039,-0.017545577138662338,,393.277587890625,211.38868832588196,0.0,-0.0028939545154571533,1165
0.5323707461357117,93568,,-0.40257441997528076,0.00024393241619691253,502.0,1763260271.1092415,0.00016770977526903152,-0.0005222773179411888,,0.00046230520820245147,212.676123380661,0.0,-0.0050003863871097565,1172
0.5422372221946716,94464,,0.060365259647369385,0.00024339478113688529,504.0,1763260272.1158009,0.002949953079223633,-0.007880078628659248,,0.00013977799972053617,213.68268275260925,0.0,-0.011583033949136734,1181
0.4925186038017273,94976,,0.03905385732650757,0.000243087561102584,505.0,1763260272.6875832,0.0003787921741604805,0.0007302062585949898,,0.0003112435806542635,214.2544651031494,0.0,-0.00555807538330555,1186
0.5647591352462769,96128,,-0.056812286376953125,0.00024239631602540612,508.0,1763260273.9556239,0.005458771251142025,0.016393665224313736,,0.00022989741410128772,215.52250576019287,0.009765625,-0.014827221632003784,1197
,97709,500.0,,,,1763260276.7009618,,,500.0,,218.26784372329712,,,1213
0.47669270634651184,97920,,0.15271103382110596,0.00024132104590535164,509.0,1763260277.1474812,0.0014326674863696098,0.009928527288138866,,0.0047799209132790565,218.71436309814453,0.0,0.002966861240565777,1215
0.547671914100647,99072,,0.09107118844985962,0.00024062980082817376,509.0,1763260279.1453638,0.0012302016839385033,-0.005254448391497135,,0.0004705985193140805,220.71224570274353,0.0,0.007909942418336868,1226
0.5156135559082031,99456,,0.14104586839675903,0.0002403993858024478,510.0,1763260279.8052666,0.00023631006479263306,-0.00182340107858181,,0.004837437067180872,221.37214851379395,0.0,-0.004336714744567871,1230
0.5144355297088623,99840,,0.1879146695137024,0.00024016897077672184,510.0,1763260280.5024827,0.000516081228852272,0.01192222349345684,,0.005062142387032509,222.0693645477295,0.0,0.0011856183409690857,1234
0.5521894097328186,100992,,-0.17260003089904785,0.00023947772569954395,509.0,1763260283.1603262,0.006927021779119968,0.03752850368618965,,0.0005443517584353685,224.7272081375122,0.00390625,-0.03569920361042023,1245
0.5156292915344238,101888,,-0.1259450912475586,0.0002389400906395167,510.0,1763260284.27898,0.002931634895503521,0.012277149595320225,,0.00748237781226635,225.84586191177368,0.005859375,-0.04377561807632446,1254
0.43124300241470337,103680,,-0.250768780708313,0.00023786482051946223,514.0,1763260286.314451,0.0034394338726997375,0.021432768553495407,,0.00012409992632456124,227.8813328742981,0.0,-0.01802227646112442,1271
0.48445624113082886,106496,,0.04782521724700928,0.00023617511033080518,520.0,1763260289.5320299,0.002011070027947426,0.02454998902976513,,0.0006198894698172808,231.09891176223755,0.00390625,-0.011687856167554855,1299
0.5386913418769836,110592,,-0.1662600040435791,0.00023371736460831016,522.0,1763260296.5717897,0.0034634722396731377,-0.005790381692349911,,9.603530634194613e-05,238.13867163658142,0.001953125,-0.00746358186006546,1339
,110709,500.0,,,,1763260296.6349263,,,500.0,,238.20180821418762,,,1340
0.4672276973724365,111616,,-0.505415678024292,0.0002331029245397076,522.0,1763260298.3920352,0.0008089905604720116,0.011220439337193966,,0.00018778226512949914,239.9589171409607,0.0,-0.0013657063245773315,1349
0.4715956449508667,113024,,-0.03773355484008789,0.00023225806944537908,522.0,1763260300.9113896,0.0005285004153847694,0.003217318095266819,,0.0004551326564978808,242.478271484375,0.0,0.001221638172864914,1363
,113209,500.0,,,,1763260301.1764643,,,500.0,,242.74334621429443,,,1365
,113709,500.0,,,,1763260302.0039082,,,500.0,,243.57079005241394,,,1370
,114709,500.0,,,,1763260303.2927513,,,500.0,,244.85963320732117,,,1380
0.47447270154953003,114816,,0.00015980005264282227,0.0002311827993253246,525.0,1763260303.43561,0.0005495939403772354,0.005577171221375465,,363.40771484375,245.00249195098877,0.0,0.005767267197370529,1381
0.5993673801422119,115584,,-0.09510648250579834,0.00023072196927387267,526.0,1763260304.2851696,0.0008815377950668335,0.011657696217298508,,0.00032893320894800127,245.85205149650574,0.0,-0.0005727037787437439,1388
0.5086172819137573,116224,,-8.928775787353516e-05,0.00023033794423099607,527.0,1763260305.1071577,0.0010452596470713615,-0.002216012217104435,,354.3150634765625,246.67403960227966,0.0,0.001878497190773487,1395
,116709,500.0,,,,1763260305.5924764,,,500.0,,247.15935826301575,,,1399
0.568727970123291,117248,,8.881092071533203e-05,0.0002297235041623935,529.0,1763260306.347291,0.00047215819358825684,0.006222933530807495,,334.50787353515625,247.91417288780212,0.0,0.009392552077770233,1405
0.5128876566886902,120064,,-0.015537142753601074,0.00022803379397373646,534.0,1763260309.615659,0.0020289281383156776,-0.020044580101966858,,0.000886880443431437,251.1825408935547,0.0,-0.008674070239067078,1432
0.5526266098022461,120192,,0.023334801197052002,0.00022795698896516114,534.0,1763260309.7456043,0.0014920160174369812,0.00044214725494384766,,0.0001865017256932333,251.3124861717224,0.0,-0.001623205840587616,1433
0.45750945806503296,122368,,-0.12390971183776855,0.0002266513038193807,537.0,1763260312.417074,7.22864642739296e-05,0.00033584143966436386,,0.005233011208474636,253.98395586013794,0.0,0.0007166974246501923,1455
0.44032520055770874,122496,,0.0320659875869751,0.00022657449881080538,537.0,1763260312.554369,0.0004508988931775093,-0.00783547107130289,,0.00027321159723214805,254.12125086784363,0.0,-0.0041286395862698555,1456
0.4117422103881836,122624,,-0.08289706707000732,0.00022649769380223006,538.0,1763260312.6774974,8.670985698699951e-05,0.001439383253455162,,0.00020139147818554193,254.24437928199768,0.0,-0.0016719363629817963,1457
0.6030368208885193,128384,,-0.026071786880493164,0.00022304146841634065,544.0,1763260320.4120972,0.0010967347770929337,0.004774162545800209,,0.004427311476320028,261.9789791107178,0.0,-0.02048821747303009,1514
0.5818060636520386,129152,,-0.19904839992523193,0.00022258063836488873,545.0,1763260321.6788166,0.0012215711176395416,-0.003991149365901947,,0.00019981877994723618,263.24569845199585,0.0,0.002950310707092285,1521
0.5745911598205566,129536,,0.019082307815551758,0.00022235022333916277,545.0,1763260322.3330638,0.0010479912161827087,0.006958078593015671,,0.00036612554686143994,263.8999457359314,0.0,0.0021482445299625397,1525
,129709,500.0,,,,1763260322.598002,,,500.0,,264.164883852005,,,1527
0.5726546049118042,129920,,0.12594223022460938,0.00022211982286535203,545.0,1763260322.9942234,0.002260875888168812,0.01677919551730156,,0.00548072112724185,264.56110525131226,0.0,-0.015979107469320297,1529
0.555655300617218,130432,,-0.03114497661590576,0.00022181260283105075,545.0,1763260323.919147,0.001101057045161724,0.006796990521252155,,0.005568216554820538,265.4860289096832,0.0,-0.002508103847503662,1534
0.5301724672317505,130688,,0.21575820446014404,0.0002216589928139001,545.0,1763260324.336724,0.0037288228049874306,-0.005253019742667675,,0.00030029568006284535,265.90360593795776,0.001953125,0.007094182074069977,1536
,131238,500.0,,,,1763260325.301217,,,500.0,,266.8680989742279,,,1543
0.5060742497444153,131456,,-0.1711568832397461,0.0002211981627624482,545.0,1763260325.706289,0.0011729132384061813,0.008662369102239609,,0.006769764237105846,267.27317094802856,0.0,-0.0034329183399677277,1545
0.5242680311203003,131584,,-0.24709999561309814,0.00022112135775387287,545.0,1763260325.919054,0.0025100242346525192,0.007900360971689224,,0.00024189540999941528,267.4859359264374,0.0,-0.008924856781959534,1546
,132738,500.0,,,,1763260327.4444153,,,500.0,,269.01129722595215,,,1558
0.4854089915752411,132864,,-8.52346420288086e-05,0.00022035330766811967,547.0,1763260327.5656872,0.00353825930505991,0.03191975876688957,,0.004965129774063826,269.13256907463074,0.01171875,0.005102008581161499,1559
0.5304567813873291,133248,,0.0007707476615905762,0.0002201228926423937,547.0,1763260328.04457,0.00254034623503685,-0.02815120667219162,,495.3517150878906,269.61145186424255,0.009765625,0.01911347545683384,1563
0.5335479378700256,133632,,-0.05751168727874756,0.00021989247761666775,548.0,1763260328.6186397,0.00028644129633903503,0.008289910852909088,,0.00016884985961951315,270.1855216026306,0.0,-0.005657866597175598,1566
0.5536004900932312,135808,,-0.00027823448181152344,0.0002185867924708873,548.0,1763260332.2359579,0.0004218965768814087,-0.004361335188150406,,284.3722229003906,273.80283975601196,0.0,-0.0008063018321990967,1588
0.5463722348213196,135936,,-0.10516297817230225,0.00021850998746231198,548.0,1763260332.4507303,0.00041816849261522293,0.0037069031968712807,,0.005913867149502039,274.0176122188568,0.0,0.002490788698196411,1589
,136738,500.0,,,,1763260333.3095992,,,500.0,,274.8764810562134,,,1597
,137738,500.0,,,,1763260334.5463862,,,500.0,,276.11326813697815,,,1607
0.5479059815406799,137984,,-0.17146873474121094,0.00021728110732510686,551.0,1763260334.8357224,0.0006343638524413109,-0.0031577283516526222,,0.005581669509410858,276.40260434150696,0.0,0.0063310228288173676,1609
0.5142269134521484,138112,,0.11670362949371338,0.00021720430231653154,552.0,1763260334.9743679,0.0008023511618375778,0.005851626396179199,,0.00029768270906060934,276.5412497520447,0.0,-0.00742281973361969,1610
0.5706897377967834,138240,,-9.310245513916016e-05,0.00021712749730795622,552.0,1763260335.1281402,0.0009470628574490547,0.004143022932112217,,349.6037292480469,276.69502210617065,0.0,-0.013365276157855988,1612
,139738,500.0,,,,1763260336.8109074,,,500.0,,278.3777892589569,,,1626
0.5673709511756897,140928,,0.07614338397979736,0.0002155145921278745,556.0,1763260338.2034822,0.000477740541100502,-0.012187965214252472,,0.0033784187398850918,279.7703640460968,0.0,-0.012164521962404251,1638
0.4745798110961914,145920,,-0.015836596488952637,0.000212519196793437,558.0,1763260346.0600932,0.00023044832050800323,0.002205193042755127,,0.003693860489875078,287.6269750595093,0.0,-0.007728077471256256,1687
0.5344574451446533,150528,,-0.11600017547607422,0.0002097542310366407,563.0,1763260351.7760859,0.00029871799051761627,0.0035384874790906906,,0.00036161497700959444,293.34296774864197,0.0,0.003289148211479187,1732
0.5396561026573181,151808,,-9.572505950927734e-05,0.0002089861809508875,564.0,1763260353.9265616,0.00012257974594831467,-0.0014936299994587898,,192.93617248535156,295.4934434890747,0.0,-0.003962872549891472,1745
0.5425972938537598,152704,,-0.04561018943786621,0.00020844854589086026,564.0,1763260355.3336408,0.003960558213293552,0.004148642532527447,,6.237157504074275e-05,296.9005227088928,0.009765625,-0.018140152096748352,1753
,152738,500.0,,,,1763260355.3736744,,,500.0,,296.9405562877655,,,1754
0.5262563228607178,153856,,-1.2874603271484375e-05,0.00020775730081368238,565.0,1763260356.993801,0.00020624976605176926,-3.661308437585831e-05,,291.2358093261719,298.56068301200867,0.0,-0.0005427561700344086,1765
,154238,500.0,,,,1763260357.2959743,,,500.0,,298.86285614967346,,,1768
0.5559931397438049,155136,,-0.5709866285324097,0.00020698925072792917,567.0,1763260358.3125367,0.0001375703141093254,0.003252600319683552,,0.00019387259089853615,299.8794186115265,0.0,-0.0028503984212875366,1777
,159238,500.0,,,,1763260362.814416,,,500.0,,304.38129782676697,,,1818
0.5134424567222595,159744,,0.00032824277877807617,0.00020422427041921765,573.0,1763260363.4084885,3.928970545530319e-05,-0.00031757261604070663,,389.6290283203125,304.9753704071045,0.0,-0.00034578144550323486,1823
0.6202254295349121,162688,,-0.005226016044616699,0.00020245775522198528,575.0,1763260367.3296797,0.0011550262570381165,0.010282902047038078,,0.00014129464398138225,308.89656162261963,0.0,0.009476996958255768,1851
0.5659024715423584,163200,,0.11097162961959839,0.000202150535187684,576.0,1763260368.058231,0.0022713514044880867,0.018940970301628113,,0.00016758896526880562,309.6251130104065,0.0,-0.0020290017127990723,1856
0.5673221945762634,164352,,0.00013959407806396484,0.00020145929011050612,577.0,1763260369.607255,0.0017388639971613884,-0.001693875528872013,,373.60455322265625,311.17413687705994,0.0,-0.029768671840429306,1868
