charts/SPS,losses/explained_variance,losses/value_loss,_step,charts/episodic_length,losses/approx_kl,charts/episodic_return,losses/clipfrac,_runtime,global_step,losses/policy_loss,losses/old_approx_kl,losses/entropy,charts/learning_rate,_timestamp
583.0,-0.05848860740661621,0.00024836923694238067,1856,,0.00016035232692956924,,0.0,312.56961369514465,167040,0.001925453543663025,-0.0015406785532832146,0.5793237686157227,0.0001998463849304244,1763260371.0050287
,,,1868,500.0,,500.0,,314.4790315628052,168273,,,,,1763260372.9144466
,,,1873,500.0,,500.0,,315.3604702949524,168773,,,,,1763260373.7958853
583.0,-0.97014319896698,0.0001500947546446696,1877,,0.0017280681058764458,,0.001953125,316.1337306499481,169216,-0.0046526119112968445,-0.009149865247309208,0.43426281213760376,0.00019854069978464395,1763260374.5691457
584.0,-0.208551287651062,0.00011450447345850989,1886,,0.0018554199486970901,,0.0,317.56889367103577,170112,-0.007566719315946102,-0.016741545870900154,0.5627026557922363,0.00019800307927653193,1763260376.0043087
584.0,0.014678716659545898,0.005648695398122072,1895,,0.0023564090952277184,,0.00390625,318.9946689605713,171008,-0.0021465644240379333,0.008794178254902363,0.5366097688674927,0.0001974654442165047,1763260377.430084
584.0,-0.00010669231414794922,224.4336700439453,1903,,0.00025419052690267563,,0.0,320.2268886566162,171776,0.0005681142210960388,0.002689286135137081,0.5574672818183899,0.00019700461416505277,1763260378.6623037
585.0,0.017345070838928223,0.0003153153520543128,1906,,2.381950616836548e-05,,0.0,320.65476059913635,172160,0.0001500006765127182,0.0005395710468292236,0.5389446020126343,0.0001967741991393268,1763260379.0901756
585.0,0.01740396022796631,0.012064088135957718,1918,,0.003780280239880085,,0.017578125,321.9248147010803,173184,-0.02088863030076027,0.014123941771686077,0.5571296811103821,0.00019615975907072425,1763260380.3602297
586.0,-0.02369868755340576,0.0005442912224680185,1920,,0.0007019825279712677,,0.0,322.1757559776306,173440,-0.004995256662368774,0.00030907802283763885,0.5943887233734131,0.0001960061490535736,1763260380.611171
587.0,-4.303455352783203e-05,246.5312042236328,1945,500.0,0.00022850651293992996,500.0,0.0,325.7939610481262,176000,0.0006752163171768188,-0.0013498580083251,0.505875825881958,0.0001944700488820672,1763260384.229376
,,,1959,500.0,,500.0,,327.6561532020569,177500,,,,,1763260386.0915682
,,,1973,500.0,,500.0,,329.2157955169678,178746,,,,,1763260387.6512105
591.0,-0.21639716625213623,0.0040293000638484955,1985,,0.000193033367395401,,0.0,330.5458059310913,179968,0.0038565192371606827,0.0035620741546154022,0.6308234930038452,0.00019208909361623228,1763260388.981221
592.0,-0.28816962242126465,0.0002494505897630006,1991,,0.0011879866942763329,,0.0,331.2357859611511,180608,-0.004683151841163635,-0.006820770911872387,0.5671583414077759,0.00019170506857335567,1763260389.671201
,,,2002,500.0,,500.0,,332.3927836418152,181746,,,,,1763260390.8281987
,,,2007,500.0,,500.0,,332.95595240592957,182246,,,,,1763260391.3913674
595.0,-0.05659806728363037,9.99995754682459e-05,2016,,0.00046173669397830963,,0.0,334.0774655342102,183168,-0.0062451958656311035,-0.009567845612764359,0.5885399580001831,0.00019016896840184927,1763260392.5128806
595.0,-0.09526324272155762,0.003937024623155594,2019,,3.262888640165329e-05,,0.0,334.37732124328613,183424,-0.00021713972091674805,0.003496709279716015,0.5540338754653931,0.00019001535838469863,1763260392.8127363
596.0,-0.04595768451690674,0.003339685034006834,2024,,0.00010354351252317429,,0.0,334.9511001110077,183936,0.0026130154728889465,0.002169406972825527,0.5389010310173035,0.00018970813835039735,1763260393.3865151
,,,2027,500.0,,500.0,,335.25467562675476,184246,,,,,1763260393.6900907
596.0,-0.09793961048126221,0.0036588250659406185,2029,,0.0004324987530708313,,0.0,335.54297161102295,184448,-0.006909162737429142,0.005584472790360451,0.5594385266304016,0.00018940091831609607,1763260393.9783866
597.0,-0.10340845584869385,0.005123971030116081,2034,,0.0002910969778895378,,0.0,336.08110904693604,184960,-0.00761188380420208,-0.0056519536301493645,0.5418948531150818,0.0001890936982817948,1763260394.516524
597.0,-0.09594762325286865,0.0002842681424226612,2045,,0.0014740647748112679,,0.0,337.6182453632355,186112,-0.0016784444451332092,-0.006269901059567928,0.48633480072021484,0.0001884024532046169,1763260396.0536604
,,,2051,500.0,,500.0,,338.50119066238403,186746,,,,,1763260396.9366057
597.0,-0.0001863241195678711,317.66473388671875,2052,,0.0001730751246213913,,0.0,338.68397426605225,186752,-0.0001456812024116516,0.001583622768521309,0.5483678579330444,0.0001880184281617403,1763260397.1193893
598.0,0.00533604621887207,8.884271665010601e-05,2070,,0.00039824098348617554,,0.001953125,341.69875621795654,188672,-0.004597209393978119,-0.0016121231019496918,0.4774927496910095,0.0001868663530331105,1763260400.1341712
,,,2076,500.0,,500.0,,342.58764600753784,189246,,,,,1763260401.023061
598.0,0.042038798332214355,0.005159973166882992,2093,,0.0001322813332080841,,0.0,345.39853262901306,190976,-0.0022240951657295227,0.0037163104861974716,0.4781190752983093,0.00018548387743066996,1763260403.8339477
598.0,-0.3173329830169678,0.0002101796999340877,2094,,0.0008354242891073227,,0.0,345.59250020980835,191104,0.011509060859680176,0.002523597329854965,0.5337258577346802,0.00018540707242209464,1763260404.0279152
599.0,-0.015137672424316406,0.00398394837975502,2117,,0.00017033889889717102,,0.0,348.83713388442993,193408,-0.002717345952987671,-0.003431348130106926,0.5614379048347473,0.00018402458226773888,1763260407.272549
602.0,-1.0251998901367188e-05,406.3966064453125,2141,,0.00025746505707502365,,0.0,351.6172606945038,195840,-0.0006227903068065643,0.0034993765875697136,0.5437352061271667,0.0001825652871048078,1763260410.0526757
602.0,-1.8596649169921875e-05,275.5081787109375,2146,,0.00023338757455348969,,0.0,352.21839022636414,196352,0.005452491343021393,0.002117972820997238,0.5520771741867065,0.0001822580670705065,1763260410.6538053
602.0,-0.21994590759277344,0.004493762273341417,2147,,0.0011416515335440636,,0.001953125,352.35587978363037,196480,-0.00412738136947155,0.00033478159457445145,0.5397329330444336,0.0001821812620619312,1763260410.7912948
602.0,-0.16474378108978271,0.00022879171592649072,2148,,0.00035371817648410797,,0.0,352.49466609954834,196608,-0.00179971382021904,-0.007084039971232414,0.580979585647583,0.00018210445705335587,1763260410.9300811
602.0,5.942583084106445e-05,530.704345703125,2155,,0.0003212112933397293,,0.0,353.4941337108612,197248,-0.0006908178329467773,-0.0023230798542499542,0.5751485824584961,0.00018172043201047927,1763260411.9295487
602.0,0.001009821891784668,0.00012709267321042717,2172,,3.608874976634979e-05,,0.0,356.509405374527,199040,0.0025261342525482178,-0.0013141129165887833,0.5424637198448181,0.0001806451618904248,1763260414.9448204
602.0,0.00015842914581298828,320.4808044433594,2185,,4.727952182292938e-05,,0.0,358.62321639060974,200320,0.0018201060593128204,0.001177435740828514,0.5265952348709106,0.00017987711180467159,1763260417.0586314
602.0,0.27257001399993896,0.00023452960886061192,2192,,0.0005108853802084923,,0.0,359.8812720775604,201088,0.0025246310979127884,0.0029991818591952324,0.591948390007019,0.00017941628175321966,1763260418.316687
602.0,-0.25501322746276855,7.015152368694544e-05,2198,,0.0011355597525835037,,0.001953125,360.922616481781,201728,0.0075833238661289215,0.003318488597869873,0.5549019575119019,0.00017903225671034306,1763260419.3580315
,,,2199,500.0,,500.0,,360.973060131073,201746,,,,,1763260419.4084752
602.0,0.19011759757995605,0.00026952216285280883,2211,,0.004081093706190586,,0.0078125,363.2135045528412,203008,-0.0200539231300354,0.01862296462059021,0.5068742036819458,0.00017826420662458986,1763260421.6489196
602.0,-0.0006948709487915039,357.8856506347656,2214,,0.0005334168672561646,,0.0,363.69086623191833,203264,-0.012269939295947552,-0.0021950360387563705,0.6122776865959167,0.00017811059660743922,1763260422.1262813
602.0,-0.20302557945251465,0.0035333826672285795,2220,,0.00014363601803779602,,0.0,364.7778866291046,203904,-0.003098767250776291,0.00393783301115036,0.4720774292945862,0.00017772657156456262,1763260423.2133017
,,,2223,500.0,,500.0,,365.2487988471985,204246,,,,,1763260423.6842139
602.0,0.030262410640716553,0.0034317171666771173,2225,,0.0003123646602034569,,0.0,365.63884377479553,204416,-0.004638843238353729,0.001076054759323597,0.5488263368606567,0.00017741935153026134,1763260424.0742588
602.0,-0.039198875427246094,0.00020121698617003858,2226,,0.002536231651902199,,0.0,365.84407663345337,204544,-0.010230820626020432,-0.01259035523980856,0.5261767506599426,0.00017734254652168602,1763260424.2794917
602.0,-0.12255144119262695,8.439515659119934e-05,2227,,0.00012180488556623459,,0.0,366.0461616516113,204672,-0.00581832230091095,0.0008510472252964973,0.5412724614143372,0.0001772657415131107,1763260424.4815767
602.0,0.3332146406173706,0.0002259861648781225,2231,,6.765499711036682e-05,,0.0,366.70749831199646,205056,-0.003260405734181404,0.0024825483560562134,0.4937179684638977,0.00017703532648738474,1763260425.1429133
602.0,0.029866158962249756,0.0035420656204223633,2235,,0.0001899171620607376,,0.0,367.35828590393066,205440,-0.0022811926901340485,-0.0034676119685173035,0.5365217924118042,0.00017680491146165878,1763260425.793701
602.0,0.1322183609008789,0.00018277826893609017,2241,,0.0008774297311902046,,0.0,368.49114537239075,206080,-0.011660914868116379,-0.00844907108694315,0.5646702647209167,0.00017642088641878217,1763260426.9265604
,,,2248,500.0,,500.0,,369.62906885147095,206746,,,,,1763260428.064484
602.0,-0.24446189403533936,0.003528041997924447,2250,,0.0002442421391606331,,0.0,370.0221700668335,206976,-0.0023241033777594566,0.0014038579538464546,0.4864480495452881,0.00017588325135875493,1763260428.457585
,,,2253,500.0,,500.0,,370.4453716278076,207246,,,,,1763260428.8807867
,,,2272,500.0,,500.0,,372.93206453323364,209246,,,,,1763260431.3674796
604.0,0.06450921297073364,0.00022526086831931025,2280,,0.0010716486722230911,,0.0,373.93375158309937,210048,-0.006515689194202423,0.007092736661434174,0.5174734592437744,0.00017403994570486248,1763260432.3691666
605.0,0.17470276355743408,0.00026945449644699693,2295,,0.0007191430777311325,,0.0,375.6852385997772,211584,0.00041477009654045105,0.0029054563492536545,0.5027168989181519,0.00017311828560195863,1763260434.1206536
605.0,-0.0003044605255126953,233.10296630859375,2298,,7.229484617710114e-05,,0.0,375.985449552536,211840,-0.00309145450592041,0.0052383169531822205,0.45984911918640137,0.000172964675584808,1763260434.4208646
607.0,-0.2417846918106079,0.00014833938621450216,2310,,0.0007516490295529366,,0.0,377.4458751678467,213120,0.0053591239266097546,0.0035590874031186104,0.5622922778129578,0.0001721966254990548,1763260435.8812902
607.0,-0.00014531612396240234,477.9273376464844,2312,,2.7292408049106598e-05,,0.0,377.61885356903076,213248,0.0004505328834056854,0.001120549626648426,0.5173681378364563,0.00017211982049047947,1763260436.0542686
607.0,0.1304977536201477,0.004509681835770607,2318,,0.0004236847162246704,,0.0,378.3048288822174,213888,-0.0022418312728405,-0.0015194062143564224,0.5652458071708679,0.00017173579544760287,1763260436.740244
608.0,-0.00010192394256591797,215.48606872558594,2322,,0.00022378191351890564,,0.0,378.75967621803284,214272,0.002392146736383438,-0.0002853572368621826,0.4776121973991394,0.0001715053804218769,1763260437.1950912
608.0,0.1432286500930786,0.00019573568715713918,2324,,9.526312351226807e-05,,0.0,379.035847902298,214528,-0.0042875781655311584,0.002223009243607521,0.5007662177085876,0.00017135177040472627,1763260437.471263
608.0,-0.001158595085144043,0.0002397085481788963,2329,,0.00044402945786714554,,0.0,379.5788743495941,215040,-0.006940092891454697,0.0025431523099541664,0.4713056683540344,0.00017104455037042499,1763260438.0142894
609.0,-0.24068355560302734,0.00016988770221360028,2339,,0.0005128625780344009,,0.0,380.7301027774811,216064,0.0007344037294387817,-0.003382224589586258,0.4814223349094391,0.00017043011030182242,1763260439.1655178
610.0,-0.05958878993988037,0.004091660492122173,2343,,0.0003240862861275673,,0.0,381.1833915710449,216448,-0.001538112759590149,-0.007237832061946392,0.4780626893043518,0.00017019969527609646,1763260439.6188066
610.0,0.006769001483917236,0.003609062870964408,2348,,0.0003802059218287468,,0.0,381.7582063674927,216960,-0.0038623064756393433,-0.003736683167517185,0.485967755317688,0.00016989247524179518,1763260440.1936214
611.0,0.04290980100631714,0.00022419716697186232,2354,,0.0006463732570409775,,0.0,382.47172260284424,217600,-0.008846066892147064,-6.372295320034027e-05,0.503381609916687,0.00016950845019891858,1763260440.9071376
611.0,0.09409362077713013,0.0019992778543382883,2363,,0.0003832681104540825,,0.0,383.4840404987335,218496,-0.002194315195083618,-0.0029549458995461464,0.5063746571540833,0.00016897081513889134,1763260441.9194555
614.0,0.030582070350646973,0.00010178056254517287,2389,,7.275957614183426e-05,,0.0,386.4874382019043,221184,0.0011342903599143028,0.00038718339055776596,0.6333451867103577,0.00016735790995880961,1763260444.9228532
614.0,0.0768774151802063,0.00010334931721445173,2394,,0.0005577811971306801,,0.0,387.04965686798096,221696,0.0027741044759750366,0.014094962738454342,0.6259149312973022,0.00016705068992450833,1763260445.485072
615.0,0.08929222822189331,303.7528076171875,2409,,0.0002771243453025818,,0.0,388.3031361103058,222720,-0.007803324609994888,0.004926089197397232,0.5093159675598145,0.00016643624985590577,1763260446.7385511
616.0,-2.9288899898529053,0.0011405580444261432,2426,,2.1384097635746002e-05,,0.0,390.282523393631,224512,0.00029371678829193115,-0.0005701081827282906,0.5429888963699341,0.0001653609797358513,1763260448.7179384
617.0,-0.036305904388427734,0.00591119984164834,2430,,0.0012619579210877419,,0.0,390.74623680114746,224896,-0.009170874953269958,0.007040227763354778,0.5314406752586365,0.00016513056471012533,1763260449.1816518
618.0,-2.7968461513519287,0.0007124982075765729,2449,,0.0005424059927463531,,0.0,393.037859916687,226944,0.00262586772441864,0.006177825853228569,0.48724472522735596,0.0001639016845729202,1763260451.473275
620.0,0.08139169216156006,0.00020759124890901148,2465,,0.00014927703887224197,,0.0,394.87260341644287,228608,-0.004538044333457947,0.003842354752123356,0.5975120663642883,0.00016290321946144104,1763260453.3080184
,,,2491,500.0,,500.0,,398.0102868080139,231176,,,,,1763260456.4457018
622.0,0.02283608913421631,0.0042215269058942795,2493,,1.1368654668331146e-05,,0.0,398.3087537288666,231424,0.00018777325749397278,3.8419850170612335e-05,0.5179381370544434,0.00016121352382469922,1763260456.7441688
623.0,-0.00022327899932861328,401.6248779296875,2506,,6.617605686187744e-05,,0.0,399.7738196849823,232704,-0.0013372451066970825,0.0009751655161380768,0.5605332255363464,0.00016044547373894602,1763260458.2092347
623.0,-0.060918450355529785,0.00015269429422914982,2514,,0.00011717807501554489,,0.0,400.76485991477966,233600,-0.0007114410400390625,0.00462790671736002,0.5933600664138794,0.00015990783867891878,1763260459.200275
,,,2515,500.0,,500.0,,400.8059344291687,233676,,,,,1763260459.2413495
,,,2520,500.0,,500.0,,401.3977954387665,234176,,,,,1763260459.8332105
624.0,-0.1972332000732422,0.00011096292291767895,2533,,0.003107433207333088,,0.00390625,403.2670419216156,235520,0.0015364736318588257,-0.011770397424697876,0.5524195432662964,0.00015875576355028898,1763260461.702457
,,,2540,500.0,,500.0,,404.2922673225403,236176,,,,,1763260462.7276824
624.0,-0.268368124961853,0.002149128122255206,2547,,0.0002017039805650711,,0.0,405.4661729335785,236928,0.002182096242904663,0.0006511006504297256,0.5370368361473083,0.00015791090845596045,1763260463.901588
625.0,4.00543212890625e-05,498.2077331542969,2570,,0.0005379822105169296,,0.0,408.6680426597595,239232,0.010263761505484581,-0.004164332523941994,0.5891755223274231,0.0001565284183016047,1763260467.1034577
625.0,0.1460368037223816,0.003985004965215921,2571,,0.0003155684098601341,,0.0,408.84289026260376,239360,-0.0024158209562301636,-0.0014440575614571571,0.5806580185890198,0.00015645161329302937,1763260467.2783053
625.0,-0.2949388027191162,0.004166149068623781,2576,,0.0009080423042178154,,0.0,409.6327817440033,239872,0.0003566555678844452,-0.01023587491363287,0.536874532699585,0.0001561443932587281,1763260468.0681968
625.0,0.0890311598777771,0.00016663144924677908,2577,,0.0010323049500584602,,0.0,409.8279564380646,240000,0.0014172419905662537,0.008365142159163952,0.5651519298553467,0.00015606758825015277,1763260468.2633715
627.0,-0.009311318397521973,0.00020949933968950063,2608,,0.00014311913400888443,,0.0,413.6751618385315,243200,-0.00037878192961215973,0.0023350147530436516,0.5574175119400024,0.00015414746303576976,1763260472.1105769
628.0,-0.00014543533325195312,572.1898193359375,2610,,3.934931010007858e-05,,0.0,413.81966948509216,243328,-0.0020445138216018677,0.0044142743572592735,0.588009774684906,0.00015407065802719444,1763260472.2550845
629.0,-1.0371208190917969e-05,468.82171630859375,2630,,0.000600774772465229,,0.0,416.0024950504303,245376,0.00070963054895401,0.007600658573210239,0.5631122589111328,0.00015284177788998932,1763260474.43791
630.0,-0.3373974561691284,0.002628468442708254,2636,,0.0004031797870993614,,0.0,416.6850335597992,246016,-0.0014463067054748535,-0.0024196868762373924,0.5816656351089478,0.00015245775284711272,1763260475.1204486
631.0,-0.04469192028045654,0.00015319212980102748,2646,,0.0012416867539286613,,0.0,417.7167613506317,247040,-0.005280584096908569,-0.0124459033831954,0.5700006484985352,0.00015184331277851015,1763260476.1521764
631.0,-0.02906811237335205,0.00015575149154756218,2647,,0.0011300137266516685,,0.0,417.8469021320343,247168,-0.007902072742581367,-0.00413940753787756,0.571988582611084,0.00015176650776993483,1763260476.2823172
,,,2648,500.0,,500.0,,417.8822009563446,247268,,,,,1763260476.317616
,,,2668,500.0,,500.0,,419.91622710227966,249268,,,,,1763260478.3516421
,,,2673,500.0,,500.0,,420.4238564968109,249768,,,,,1763260478.8592715
,,,2683,500.0,,500.0,,421.5081732273102,250768,,,,,1763260479.9435883
635.0,0.04547452926635742,8.701185288373381e-05,2687,,0.001123093068599701,,0.0,422.0355637073517,251264,0.0015203095972537994,-0.0013437718152999878,0.5518639087677002,0.00014930876204743981,1763260480.4709787
635.0,9.775161743164062e-06,121.40523529052734,2689,,0.0002872450277209282,,0.0,422.1645007133484,251392,0.0006381254643201828,-0.006466078571975231,0.5387133955955505,0.0001492319570388645,1763260480.5999157
,,,2692,500.0,,500.0,,422.47022771835327,251768,,,,,1763260480.9056427
638.0,0.1630793809890747,0.00013089111598674208,2732,,0.003882216289639473,,0.00390625,426.5292158126831,255616,-0.02994336187839508,0.02382909692823887,0.5229673385620117,0.00014669739175587893,1763260484.9646308
640.0,-3.3277106285095215,0.0006099310121499002,2752,,0.00019951071590185165,,0.0,428.8508439064026,257664,0.0018833167850971222,0.004261174239218235,0.6142499446868896,0.0001454685116186738,1763260487.286259
640.0,0.012688636779785156,0.000106022234831471,2757,,0.0002467213198542595,,0.0,429.41044521331787,258176,0.005598627030849457,-0.001076965592801571,0.5996259450912476,0.00014516129158437252,1763260487.8458602
641.0,0.3318062424659729,0.0034328035544604063,2772,,0.0003859633579850197,,0.0,430.9487442970276,259584,-0.008108953014016151,0.006563133560121059,0.6059495806694031,0.000144316436490044,1763260489.3841593
642.0,-4.507105827331543,0.0005867861909791827,2782,,0.0002962034195661545,,0.0,432.04125356674194,260608,0.0022333599627017975,0.0073080603033304214,0.5600308179855347,0.00014370199642144144,1763260490.4766686
642.0,-0.42852795124053955,0.00017223881150130183,2783,,8.837319910526276e-06,,0.0,432.1719844341278,260736,0.0006615370512008667,-6.96154311299324e-05,0.5784083604812622,0.00014362519141286612,1763260490.6073995
643.0,-0.5813777446746826,0.0006599711487069726,2793,,0.00025290530174970627,,0.0,433.2550530433655,261760,0.00032848818227648735,0.0011576814576983452,0.6091440320014954,0.00014301075134426355,1763260491.690468
645.0,0.8685230612754822,7.959667682647705,2824,,4.6924687922000885e-05,,0.0,436.3924608230591,264576,-0.0010817497968673706,0.0023634927347302437,0.5688662528991699,0.0001413210411556065,1763260494.8278759
,,,2843,500.0,,500.0,,438.41154193878174,266467,,,,,1763260496.846957
647.0,0.7311258316040039,0.0008430246380157769,2857,,0.003757867030799389,,0.0,439.99484515190125,267904,0.006767068058252335,-0.005033590830862522,0.5579894781112671,0.00013932411093264818,1763260498.4302602
648.0,-0.1450662612915039,0.0002498990797903389,2882,,8.685234934091568e-05,,0.0,442.9504768848419,270336,0.0003438219428062439,0.0021785730496048927,0.613731324672699,0.00013786483032163233,1763260501.385892
649.0,-0.0011478662490844727,642.5147705078125,2890,,0.00028777867555618286,,0.0,443.7842311859131,271104,-0.00477423332631588,-0.0009305886924266815,0.5671346783638,0.0001374040002701804,1763260502.2196462
651.0,-0.3829770088195801,0.00012557808076962829,2911,,0.0010975031182169914,,0.0,446.0545058250427,273280,-0.005761157721281052,-0.005500716157257557,0.533200204372406,0.00013609831512439996,1763260504.4899209
652.0,0.6925033330917358,0.0034292626660317183,2935,,0.0006441213190555573,,0.0,448.59548234939575,275712,0.005828484892845154,-0.00446687825024128,0.5905315279960632,0.00013463901996146888,1763260507.0308974
654.0,-0.00026929378509521484,346.81719970703125,2949,,0.0008390070870518684,,0.0,450.04936480522156,277120,-0.00472799688577652,0.01021519023925066,0.5463643670082092,0.00013379416486714035,1763260508.4847798
654.0,0.15904641151428223,0.0002647838555276394,2960,,0.0009677978232502937,,0.0,451.25498247146606,278272,-0.004681475460529327,0.012940997257828712,0.5834509134292603,0.00013310291978996247,1763260509.6903975
656.0,-0.6120291948318481,0.0002716958406381309,2975,,0.003461962565779686,,0.0,452.8462436199188,279808,-0.004747454077005386,0.005523262545466423,0.5491108298301697,0.00013218125968705863,1763260511.2816586
657.0,-0.01841866970062256,0.004015067592263222,2989,,0.0004103556275367737,,0.0,454.357723236084,281216,-0.0008203238248825073,0.0026826299726963043,0.5331803560256958,0.0001313364045927301,1763260512.7931383
,,,2997,500.0,,500.0,,455.15007495880127,282002,,,,,1763260513.58549
,,,3011,500.0,,500.0,,456.67650032043457,283502,,,,,1763260515.1119153
,,,3051,500.0,,500.0,,461.05917739868164,287502,,,,,1763260519.4945924
661.0,-0.010977029800415039,0.003657368943095207,3053,,7.167458534240723e-06,,0.0,461.3167805671692,287744,-0.00022251158952713013,-0.00015999004244804382,0.5961028337478638,0.00012741934915538877,1763260519.7521956
662.0,-0.0012745857238769531,336.6842346191406,3066,,0.0015858449041843414,,0.0,462.687463760376,289024,0.005949340760707855,0.0013828519731760025,0.616199791431427,0.00012665129906963557,1763260521.1228788
,,,3070,500.0,,500.0,,463.1037049293518,289502,,,,,1763260521.53912
663.0,-0.4514960050582886,9.763301932252944e-05,3083,,0.00034843478351831436,,0.0,464.5740876197815,290816,0.0002555716782808304,-0.008665875531733036,0.6110565662384033,0.00012557604350149632,1763260523.0095026
664.0,0.006492197513580322,0.000252418452873826,3098,,0.0011223210021853447,,0.0,466.2457175254822,292352,0.011692851781845093,0.015481400303542614,0.6051540374755859,0.00012465438339859247,1763260524.6811326
665.0,0.19634079933166504,0.0001994052727241069,3103,,0.000280965119600296,,0.0,466.7509877681732,292864,-0.000737898051738739,0.0015529822558164597,0.5560600161552429,0.0001243471633642912,1763260525.1864028
666.0,-0.46751415729522705,0.00034836746635846794,3127,,0.0001595672219991684,,0.0,469.4058418273926,295296,0.0011986251920461655,0.004376387223601341,0.5100611448287964,0.0001228878682013601,1763260527.8412569
,,,3129,500.0,,500.0,,469.56187915802,295502,,,,,1763260527.9972942
667.0,0.4318629503250122,0.0034039784222841263,3141,,2.1665357053279877e-05,,0.0,470.9059417247772,296704,-0.0007885470986366272,0.0007469682022929192,0.5458655953407288,0.00012204301310703158,1763260529.3413568
667.0,0.2075081467628479,0.00015568519302178174,3143,,0.0007164236158132553,,0.0,471.17055463790894,296960,-0.0020511075854301453,0.00835372693836689,0.5215030312538147,0.00012188940308988094,1763260529.6059697
667.0,0.4973681569099426,0.0046779559925198555,3146,,0.003741544671356678,,0.0,471.4906647205353,297216,-0.029892127960920334,-0.005867148749530315,0.5918678045272827,0.0001217357930727303,1763260529.9260798
668.0,0.05475425720214844,0.0027330992743372917,3161,,0.0009152386337518692,,0.0,473.1317820549011,298752,-0.004074715077877045,0.01995137892663479,0.5662735104560852,0.00012081413296982646,1763260531.567197
669.0,-1.9635417461395264,0.004891293589025736,3170,,0.00013396143913269043,,0.0,474.0586082935333,299648,-0.000766615616157651,0.002682249993085861,0.5616558194160461,0.00012027649790979922,1763260532.4940233
,,,3183,500.0,,500.0,,475.4404408931732,301002,,,,,1763260533.875856
,,,3188,500.0,,500.0,,475.9864044189453,301502,,,,,1763260534.4218194
672.0,0.10979628562927246,0.0002579925931058824,3217,,0.0032104915007948875,,0.0,479.0125958919525,304384,-0.012119293212890625,-0.00874681118875742,0.6125228404998779,0.00011743471259251237,1763260537.448011
672.0,-0.0005642175674438477,391.35302734375,3224,,0.00015335530042648315,,0.0,479.6670866012573,305024,0.000760592520236969,0.001515490934252739,0.5315780639648438,0.00011705069482559338,1763260538.1025016
674.0,0.1346723437309265,0.0001723750465316698,3247,,0.0013734400272369385,,0.0,482.17701482772827,307456,-0.013703491538763046,-0.007157161831855774,0.5956406593322754,0.0001155913996626623,1763260540.6124299
674.0,0.1770368218421936,0.00412547355517745,3250,,0.0013191578909754753,,0.0,482.44169902801514,307712,-0.028974905610084534,0.007895098067820072,0.5864931344985962,0.00011543778964551166,1763260540.877114
674.0,0.02439326047897339,0.0002061363193206489,3252,,0.0007924474775791168,,0.0,482.68766260147095,307968,0.00937187485396862,0.007060077041387558,0.5532797574996948,0.00011528417962836102,1763260541.1230776
675.0,0.17983001470565796,0.003383820177987218,3255,,0.0001017935574054718,,0.0,482.9517149925232,308224,-0.0027012526988983154,0.0030356235802173615,0.5876114368438721,0.00011513056961121038,1763260541.38713
675.0,-0.0006253719329833984,248.1680908203125,3259,,0.00022401288151741028,,0.0,483.3624770641327,308608,-0.0022518932819366455,-0.003934752196073532,0.5835831165313721,0.00011490015458548442,1763260541.797892
676.0,-1.2603771686553955,0.00033990427618846297,3272,,0.0009547742083668709,,0.0,484.796528339386,310016,0.002727750688791275,-0.009956625290215015,0.5031589865684509,0.00011405529949115589,1763260543.2319434
676.0,0.168623149394989,0.00039572108653374016,3275,,0.001266208477318287,,0.0,485.0730040073395,310272,0.016112450510263443,0.012493551708757877,0.5699881315231323,0.00011390168947400525,1763260543.508419
676.0,0.1302168369293213,8.727648673811927e-05,3276,,0.0008482318371534348,,0.0,485.1972486972809,310400,-0.0014955755323171616,-0.006912810727953911,0.6232768893241882,0.00011382488446542993,1763260543.6326637
678.0,-0.025074243545532227,0.000188073783647269,3296,,0.00039116479456424713,,0.0,487.1772406101227,312448,0.0001369193196296692,0.009099951013922691,0.5112430453300476,0.00011259600432822481,1763260545.6126556
678.0,0.1352391242980957,0.0035981470718979836,3299,,6.0022808611392975e-05,,0.0,487.42976212501526,312704,-0.001912686973810196,-0.0008866237476468086,0.5370216369628906,0.00011244239431107417,1763260545.8651772
681.0,0.2705898880958557,0.00352526200003922,3338,,9.085983037948608e-06,,0.0,491.0027871131897,316672,0.0010076537728309631,-0.0013787634670734406,0.5667726993560791,0.00011006144632119685,1763260549.4382021
,,,3351,500.0,,500.0,,492.16300892829895,318018,,,,,1763260550.598424
683.0,-0.00035393238067626953,461.0794677734375,3357,,0.0003001103177666664,,0.0,492.7228181362152,318592,-0.00013414770364761353,-0.0002567889168858528,0.5789812803268433,0.00010890937119256705,1763260551.1582332
683.0,0.06753909587860107,0.000173024192918092,3360,,0.0016364939510822296,,0.0,493.060827255249,318976,0.007439166307449341,-0.008438991382718086,0.5929285883903503,0.00010867895616684109,1763260551.4962423
686.0,-0.4337824583053589,0.0003240988589823246,3398,,0.001062309369444847,,0.0,496.480260848999,322816,-0.0036977436393499374,0.006139213219285011,0.5154998302459717,0.00010637480590958148,1763260554.9156759
686.0,-0.0013935565948486328,263.67083740234375,3401,,0.00028457213193178177,,0.0,496.70224261283875,323072,-0.0009725093841552734,0.006518528796732426,0.5852174758911133,0.00010622119589243084,1763260555.1376576
