_runtime,losses/entropy,losses/clipfrac,losses/policy_loss,losses/old_approx_kl,charts/SPS,losses/value_loss,_step,charts/episodic_return,losses/approx_kl,_timestamp,charts/learning_rate,losses/explained_variance,charts/episodic_length,global_step
24.812082052230835,,,,,,,0,,,1763260083.2831001,,,,0
26.503629446029663,0.6931220293045044,0.0,-0.0010217726230621338,0.0011272095143795013,749.0,36.71091079711914,7,,1.8669292330741882e-05,1763260084.9746475,0.0003000000142492354,0.009701669216156006,,128
26.997697353363037,,,,,,,33,10.0,,1763260085.4687154,,,10.0,643
27.15825581550598,,,,,,,41,13.0,,1763260085.629274,,,13.0,811
27.277382373809814,,,,,,,47,21.0,,1763260085.7484004,,,21.0,927
27.938497304916382,,,,,,,64,62.0,,1763260086.4095154,,,62.0,1541
28.492403030395508,,,,,,,74,49.0,,1763260086.963421,,,49.0,1902
28.797853708267212,0.6206501126289368,0.0,0.005841687321662903,-0.002858594059944153,830.0,87.6374740600586,77,,9.668804705142975e-05,1763260087.2688718,0.0002988479391206056,-0.014903903007507324,,2048
29.5587158203125,0.6252284049987793,0.0,0.0036657005548477173,-0.004720265045762062,793.0,62.54969787597656,88,,0.00013110972940921783,1763260088.029734,0.0002985407190863043,0.02607131004333496,,2560
30.378665685653687,,,,,,,102,22.0,,1763260088.8496838,,,22.0,3014
30.551408052444458,,,,,,,104,71.0,,1763260089.0224261,,,71.0,3085
33.05323553085327,0.6252458095550537,0.0,-0.002741515636444092,-0.0010834140703082085,704.0,82.5001220703125,133,,0.00020824279636144638,1763260091.5242536,0.00029723503394052386,0.08911579847335815,,4736
35.085999965667725,0.6091316938400269,0.0,0.002582106739282608,0.0015136776491999626,643.0,70.18917083740234,147,,0.0002357298508286476,1763260093.557018,0.0002966973988804966,0.11125302314758301,,5632
35.3743679523468,0.6061627864837646,0.0,-0.0013312771916389465,0.0034601930528879166,637.0,58.77449417114258,149,,0.0003896337002515793,1763260093.845386,0.0002966205938719213,0.22816789150238037,,5760
35.41935634613037,,,,,,,150,74.0,,1763260093.8903744,,,74.0,5786
36.32152724266052,0.6160478591918945,0.0,-0.0002453848719596863,0.0007668128237128258,615.0,60.116477966308594,155,,2.6972033083438873e-05,1763260094.7925453,0.00029639017884619534,0.009470105171203613,,6144
36.64059662818909,0.639195442199707,0.0,3.936886787414551e-05,-0.002091621048748493,608.0,82.45718383789062,157,,0.00024959538131952286,1763260095.1116147,0.00029631337383762,-0.12819743156433105,,6272
39.578993797302246,0.5488418340682983,0.0,-0.0022112280130386353,0.0019894372671842575,541.0,69.76399993896484,172,,0.00014590658247470856,1763260098.0500119,0.0002957757387775928,0.03810614347457886,,7168
43.64857339859009,0.6033648252487183,0.0,-0.005536351352930069,-0.00019162893295288086,510.0,76.96752166748047,195,,7.320381700992584e-05,1763260102.1195915,0.0002947772736661136,-0.006665349006652832,,8832
44.7851345539093,0.5729165077209473,0.0,0.0006048409268260002,-0.0013047484681010246,506.0,57.28710174560547,203,,1.042243093252182e-05,1763260103.2561526,0.00029447005363181233,0.33244651556015015,,9344
46.170276403427124,,,,,,,213,116.0,,1763260104.6412945,,,116.0,9972
46.93007969856262,0.5847695469856262,0.0,-0.0007226914167404175,0.002271934412419796,497.0,85.4672622680664,217,,0.0004175780341029167,1763260105.4010978,0.0002939324185717851,0.00638127326965332,,10240
48.634034156799316,0.5674225687980652,0.0,-0.0015816986560821533,-1.2463890016078949e-05,493.0,67.96531677246094,228,,7.646623998880386e-05,1763260107.1050522,0.00029347158852033317,-0.17191767692565918,,11008
49.45677661895752,,,,,,,233,191.0,,1763260107.9277947,,,191.0,11420
52.06223702430725,,,,,,,251,74.0,,1763260110.533255,,,74.0,12613
53.422587633132935,0.5800992250442505,0.0,0.007573850452899933,-0.010249859653413296,486.0,74.97138977050781,259,,0.0007963003590703011,1763260111.8936057,0.0002921659033745527,0.020588815212249756,,13184
54.28019571304321,0.5490338802337646,0.0,-0.003865908831357956,0.008267337456345558,485.0,51.16038513183594,265,,0.00034833140671253204,1763260112.7512138,0.00029193548834882677,0.3263259530067444,,13568
55.66794967651367,0.5723171830177307,0.0,0.006708011031150818,-0.0026991358026862144,484.0,61.137916564941406,273,,8.848961442708969e-05,1763260114.1389678,0.00029155146330595016,0.13187766075134277,,14208
