losses/clipfrac,charts/learning_rate,charts/episodic_length,_timestamp,losses/explained_variance,_step,charts/SPS,charts/episodic_return,global_step,losses/approx_kl,losses/policy_loss,losses/entropy,_runtime,losses/old_approx_kl,losses/value_loss
0.0,0.00010675883095245808,,1763260565.2862048,-0.3550238609313965,3419,670.0,,322176,0.0002033226191997528,-0.0006211642175912857,0.5822285413742065,506.8150317668915,-0.0014363974332809448,0.0003391048521734774
,,500.0,1763260565.9481587,,3426,,500.0,322864,,,,507.4769856929779,,
0.0,0.00010622119589243084,,1763260566.235705,0.1209336519241333,3428,671.0,,323072,3.0057504773139954e-05,-0.001929163932800293,0.5439502596855164,507.7645318508148,-0.0018692687153816223,0.002884316723793745
0.0,0.00010576036584097892,,1763260566.9653084,0.11567878723144531,3435,671.0,,323840,0.0002643754705786705,0.0034246258437633514,0.4936070442199707,508.49413537979126,0.002636912278831005,0.0001832513662520796
0.0,0.00010483871301403269,,1763260568.65028,-0.00011277198791503906,3450,672.0,,325376,5.832873284816742e-06,-0.0004995241761207581,0.5597094893455505,510.1791069507599,-0.00035020243376493454,454.3424987792969
0.0,0.00010476190800545737,,1763260568.7754662,0.296875536441803,3451,672.0,,325504,0.0001303134486079216,-0.0001328401267528534,0.5716110467910767,510.30429315567017,-0.002970305271446705,0.003039342351257801
0.0,0.00010407066292827949,,1763260569.9807227,-0.0643455982208252,3462,673.0,,326656,0.0002687135711312294,-0.003594227135181427,0.6020262241363525,511.50954961776733,0.0017006630077958107,0.00016928985132835805
0.0,0.00010322580783395097,,1763260571.4431734,-0.07584500312805176,3476,674.0,,328064,9.32076945900917e-05,0.0006431741639971733,0.6179036498069763,512.9720003604889,-0.001086547039449215,0.0026821671053767204
,,500.0,1763260571.7477899,,3479,,500.0,328364,,,,513.2766168117523,,
,,500.0,1763260573.780639,,3498,,500.0,330364,,,,515.3094658851624,,
,,500.0,1763260574.2611182,,3503,,500.0,330864,,,,515.7899451255798,,
,,500.0,1763260575.222464,,3513,,500.0,331864,,,,516.7512910366058,,
0.0,0.00010023041249951348,,1763260576.3951492,0.16839861869812012,3525,677.0,,333056,0.00047099217772483826,-0.002964302897453308,0.5669220685958862,517.9239761829376,-0.0024535618722438812,0.00296573294326663
0.0,9.946236241376027e-05,,1763260577.6493366,-0.03230011463165283,3537,678.0,,334336,0.0006385305896401405,0.001024794764816761,0.538607656955719,519.1781635284424,-0.00025304872542619705,0.00021267241390887648
,,500.0,1763260579.197876,,3554,,500.0,335882,,,,520.7267029285431,,
0.0,9.846390457823873e-05,,1763260579.3177364,3.6776065826416016e-05,3555,679.0,,336000,2.843514084815979e-05,0.00025162473320961,0.575743556022644,520.8465633392334,-0.000532250851392746,183.72459411621094
0.0,9.715821943245828e-05,,1763260581.52522,-0.17300987243652344,3576,680.0,,338176,6.300397217273712e-05,-0.0013743974268436432,0.5461506247520447,523.054046869278,-0.0017438232898712158,0.0002324212109670043
,,500.0,1763260581.6861274,,3578,,500.0,338382,,,,523.2149543762207,,
0.0,9.6850999398157e-05,,1763260582.024349,-0.22817480564117432,3581,681.0,,338688,0.0013870708644390106,-0.015307592228055,0.576320469379425,523.5531759262085,-0.0074446555227041245,0.00020568945910781622
0.0,9.639016934670508e-05,,1763260582.7885606,-5.173683166503906e-05,3589,681.0,,339456,0.00014360621571540833,-0.002039555460214615,0.6324268579483032,524.3173875808716,-0.003697352483868599,267.76513671875
0.0,9.4930874183774e-05,,1763260585.2660003,0.00026214122772216797,3613,683.0,,341888,1.5398487448692322e-05,0.0011404454708099365,0.5063215494155884,526.7948272228241,-0.000882275402545929,444.51165771484375
,,500.0,1763260586.2147174,,3622,,500.0,342882,,,,527.7435443401337,,
0.0,9.324116399511695e-05,,1763260588.1244116,0.05722755193710327,3640,684.0,,344704,0.000373154878616333,-0.003519659861922264,0.5873796343803406,529.6532385349274,-0.00845576822757721,0.00025136175099760294
,,500.0,1763260589.680331,,3656,,500.0,346190,,,,531.2091579437256,,
0.0,9.155146108241752e-05,,1763260591.1213024,0.03780621290206909,3669,686.0,,347520,0.0004605250433087349,-0.005072819069027901,0.5350606441497803,532.6501293182373,-0.0031138015910983086,0.0003229388385079801
0.0,9.093702101381496e-05,,1763260592.2331269,-0.8979270458221436,3679,686.0,,348544,0.0011837221682071686,-0.009947354905307293,0.5436592698097229,533.761953830719,0.005907749757170677,0.0008792858570814133
0.0,9.0706605988089e-05,,1763260592.620199,0.008343219757080078,3683,687.0,,348928,3.0780211091041565e-06,-0.00024127960205078125,0.5844113230705261,534.1490259170532,-0.00016651581972837448,0.003258179174736142
0.0,9.062980097951367e-05,,1763260592.7737076,-0.0054045915603637695,3684,687.0,,349056,0.00041601527482271194,-0.001481674611568451,0.5788742303848267,534.3025345802307,-0.0013470379635691643,0.00032820639899000525
0.0,8.901689579943195e-05,,1763260595.6842997,-4.3392181396484375e-05,3711,688.0,,351744,2.4602748453617096e-05,-0.001211758702993393,0.5511097311973572,537.2131266593933,0.0010980358347296715,518.6952514648438
0.0,8.886328578228131e-05,,1763260595.9725199,-0.08522796630859375,3713,688.0,,352000,0.00010872446000576019,0.00137392058968544,0.5798450112342834,537.5013468265533,-0.000562446191906929,0.00025739846751093864
,,500.0,1763260596.1250205,,3715,,500.0,352190,,,,537.6538474559784,,
0.0,8.778801566222683e-05,,1763260597.866205,9.930133819580078e-05,3731,689.0,,353792,6.329640746116638e-05,-0.0008388720452785492,0.5846207737922668,539.3950319290161,0.00015576183795928955,293.9744567871094
0.0,8.755760063650087e-05,,1763260598.2565625,-0.09961199760437012,3734,689.0,,354176,0.0004331562668085098,0.0010140016674995422,0.574628472328186,539.7853894233704,0.005247555673122406,0.00019335576507728547
0.0,8.640553278382868e-05,,1763260600.3223653,-0.06605494022369385,3755,690.0,,356096,2.1103769540786743e-05,-0.0001642182469367981,0.635646402835846,541.8511922359467,0.0004381053149700165,0.00043213675962761045
0.0,8.525345765519887e-05,,1763260603.0366836,-0.14611899852752686,3775,690.0,,358016,6.377790123224258e-05,-0.0009477045387029648,0.5761178731918335,544.5655105113983,0.0022810446098446846,0.0003507593646645546
0.0,8.502304262947291e-05,,1763260603.4499373,0.032930731773376465,3779,691.0,,358400,8.241832256317139e-05,0.0006120968610048294,0.6218504905700684,544.978764295578,-0.0002601500600576401,0.002929582493379712
,,57.0,1763260605.9616325,,3804,,57.0,360783,,,,547.4904594421387,,
0.0,8.341013744939119e-05,,1763260606.330972,-0.007040262222290039,3807,692.0,,361088,5.585327744483948e-05,0.0030267536640167236,0.5804328918457031,547.8597989082336,0.0021121185272932053,0.00035069137811660767
0.0,8.102918945951387e-05,,1763260610.4135725,0.0236549973487854,3847,694.0,,365056,0.00023877713829278946,-0.0007751509547233582,0.6036772727966309,551.9423995018005,-0.0020882198587059975,0.0003459456202108413
0.0,7.910906424513087e-05,,1763260613.83432,-0.01841580867767334,3879,696.0,,368256,0.00014015845954418182,-0.0060243550688028336,0.6163854002952576,555.36314702034,0.0002262592315673828,0.0025512641295790672
0.0,7.88786492194049e-05,,1763260614.2415102,-4.851818084716797e-05,3883,696.0,,368640,3.537070006132126e-05,-0.00020467862486839294,0.6124365925788879,555.7703371047974,0.0007198629900813103,555.7677001953125
0.0,7.880184421082959e-05,,1763260614.374856,-0.1611342430114746,3884,696.0,,368768,4.955660551786423e-05,-0.00027624890208244324,0.5783401727676392,555.9036829471588,-0.0007261196151375771,0.0024492675438523293
,,500.0,1763260614.6613402,,3887,,500.0,369038,,,,556.1901671886444,,
0.0,7.84946241765283e-05,,1763260614.9803488,-0.09243535995483398,3891,696.0,,369280,3.3313408493995667e-06,-0.0007638707756996155,0.5618347525596619,556.5091757774353,1.4444813132286072e-06,0.0027099065482616425
0.0,7.803379412507638e-05,,1763260615.7956352,0.051063358783721924,3898,696.0,,370048,3.0948780477046967e-05,0.0010580308735370636,0.5923407077789307,557.3244621753693,0.0009264731779694557,0.0002617493737488985
0.0,7.726574403932318e-05,,1763260617.2065375,0.3391435742378235,3912,697.0,,371328,0.00010553468018770218,-0.0019284170120954514,0.6013219952583313,558.7353644371033,-0.0012495750561356544,0.002413184614852071
,,500.0,1763260617.5240078,,3915,,500.0,371667,,,,559.0528347492218,,
0.0,7.626727892784402e-05,,1763260618.99128,-1.1336805820465088,3928,698.0,,372992,0.0001810770481824875,0.004220571368932724,0.5909125804901123,560.5201070308685,-0.0004901513457298279,0.00037398337735794485
0.0,7.54224238335155e-05,,1763260620.6051512,0.04405319690704346,3944,698.0,,374400,8.629355579614639e-05,-0.0009967535734176636,0.5949592590332031,562.1339781284332,0.004464372061192989,0.0025525891687721014
0.0,7.534561882494017e-05,,1763260620.7569995,0.11550271511077881,3945,698.0,,374528,0.00011206697672605515,-0.0039047524333000183,0.5891484618186951,562.2858264446259,0.0032244613394141197,0.00031157417106442153
0.0,7.526881381636485e-05,,1763260620.8762324,-0.08996081352233887,3946,698.0,,374656,8.888356387615204e-05,0.0013088062405586243,0.6045432686805725,562.405059337616,0.0023987460881471634,0.00021323698456399143
0.0,7.480799104087055e-05,,1763260621.708585,0.015354514122009277,3954,699.0,,375424,6.2212347984313965e-06,-0.00016895681619644165,0.6324579119682312,563.2374119758606,-0.0003136470913887024,0.0023554053623229265
0.0,7.42703559808433e-05,,1763260622.7003217,3.784894943237305e-05,3963,699.0,,376320,9.765010327100754e-05,0.0003026723861694336,0.6021256446838379,564.2291486263275,-0.0013532591983675957,449.00152587890625
0.0,7.38863309379667e-05,,1763260623.3352249,-0.11940181255340576,3969,699.0,,376960,7.82189890742302e-05,0.000382155179977417,0.6071351766586304,564.8640518188477,-0.0009476272389292717,0.0004901975626125932
0.0,7.319508586078882e-05,,1763260624.579095,-0.28208351135253906,3981,700.0,,378112,0.00024985894560813904,-0.0024279188364744186,0.6183375120162964,566.1079218387604,-0.002987479791045189,0.0004880982742179185
,,500.0,1763260624.7523274,,3983,,500.0,378342,,,,566.2811543941498,,
0.0,7.219662074930966e-05,,1763260626.4011955,-0.18233895301818848,3997,701.0,,379776,2.1383166313171387e-06,-0.00037072598934173584,0.5996227264404297,567.9300224781036,5.9543177485466003e-05,0.00036226585507392883
0.0,7.096774061210454e-05,,1763260628.8028033,-6.377696990966797e-05,4020,701.0,,381824,4.5404769480228424e-05,0.004777133464813232,0.6226441860198975,570.33163022995,-0.004010139964520931,499.8985900878906
0.0,6.874040263937786e-05,,1763260632.9543533,-4.2319297790527344e-05,4059,703.0,,385536,0.00021922867745161057,0.0013637803494930267,0.5963067412376404,574.4831802845001,0.007399820722639561,439.788330078125
0.0,6.705069245072082e-05,,1763260635.960423,-2.9325485229492188e-05,4087,704.0,,388352,1.014862209558487e-05,0.00013382453471422195,0.5791094303131104,577.4892499446869,-0.0007231058552861214,300.73272705078125
,,500.0,1763260636.3869476,,4091,,500.0,388761,,,,577.9157745838165,,
,,423.0,1763260637.847123,,4105,,423.0,390184,,,,579.3759498596191,,
0.0,6.566820229636505e-05,,1763260638.366269,0.008233368396759033,4109,705.0,,390656,3.6180950701236725e-05,-0.0014434754848480225,0.5701589584350586,579.8950960636139,-0.0012256065383553505,0.0002939580590464175
,,500.0,1763260638.8815553,,4115,,500.0,391184,,,,580.410382270813,,
0.0,6.505376222776249e-05,,1763260639.379328,0.00812453031539917,4119,706.0,,391680,5.1363371312618256e-05,-0.0033931266516447067,0.6070654392242432,580.908154964447,-0.0035635819658637047,0.00039183127228170633
0.0,6.35944670648314e-05,,1763260641.6937447,-0.19694828987121582,4144,707.0,,394112,2.0658597350120544e-05,-0.00023583322763442993,0.6045054793357849,583.2225716114044,-0.0001792609691619873,0.0005758418119512498
,,500.0,1763260642.2335484,,4150,,500.0,394708,,,,583.7623753547668,,
0.0,6.213517917785794e-05,,1763260644.1063194,-2.762350559234619,4168,708.0,,396544,1.1613592505455017e-05,0.001345571130514145,0.5348519086837769,585.6351463794708,0.0002605896443128586,0.0010202561970800161
0.0,6.129032408352941e-05,,1763260645.6218631,-1.0273754596710205,4184,709.0,,397952,0.00018280092626810074,-0.0011021420359611511,0.532953143119812,587.1506900787354,-0.005077420733869076,0.0029001757502555847
0.0,6.067588401492685e-05,,1763260646.6297548,-0.0908670425415039,4194,710.0,,398976,8.838344365358353e-05,-0.000418100506067276,0.5756936073303223,588.1585817337036,-0.0014674579724669456,0.0024111527018249035
0.0,6.036866398062557e-05,,1763260647.1100752,-0.21357321739196777,4199,710.0,,399488,0.00037518423050642014,-0.006131783127784729,0.5990793704986572,588.6389021873474,0.003560204990208149,0.0006390379858203232
0.0,5.8909368817694485e-05,,1763260649.5740666,0.2246079444885254,4224,711.0,,401920,0.00021723471581935883,0.0004930049180984497,0.597309410572052,591.1028935909271,-0.002317538484930992,0.0025447194930166006
0.0,5.8602148783393204e-05,,1763260650.0799453,-0.15875482559204102,4229,711.0,,402432,0.0002743946388363838,-0.004266794770956039,0.5139834880828857,591.608772277832,0.0037791328504681587,0.002710189903154969
0.0,5.775729732704349e-05,,1763260651.5402937,-9.572505950927734e-05,4243,712.0,,403840,6.513670086860657e-06,3.42540442943573e-05,0.5771894454956055,593.0691206455231,-0.0011156369000673294,321.8641662597656
0.0,5.752688230131753e-05,,1763260651.9440606,0.08940297365188599,4246,712.0,,404224,0.00013427063822746277,-0.0003260374069213867,0.5939861536026001,593.4728875160217,0.005917269736528397,0.0004356136778369546
,,500.0,1763260652.4879878,,4252,,500.0,404761,,,,594.0168147087097,,
0.0,5.7066052249865606e-05,,1763260652.720199,-0.39200305938720703,4254,713.0,,404992,2.1637417376041412e-05,0.001615826040506363,0.5231028199195862,594.2490260601044,-0.0004936372861266136,0.002180530456826091
0.0,5.6989247241290286e-05,,1763260652.8324485,0.513852059841156,4255,713.0,,405120,4.7449953854084015e-05,-0.004174530506134033,0.5415953397750854,594.361275434494,0.0013135457411408424,0.00048778922064229846
,,500.0,1763260654.6564124,,4273,,500.0,406787,,,,596.185239315033,,
0.0,5.576036710408516e-05,,1763260655.0298178,-0.7684922218322754,4276,714.0,,407168,0.0004181135445833206,0.004959944635629654,0.5924420356750488,596.5586447715759,-0.003530392423272133,0.0005444036796689034
,,500.0,1763260655.0947704,,4277,,500.0,407287,,,,596.6235973834991,,
0.0,5.568356209550984e-05,,1763260655.1903517,-0.00019860267639160156,4278,714.0,,407296,4.8454850912094116e-05,-0.0026340894401073456,0.5539628863334656,596.7191786766052,-0.0009973850101232529,442.1375732421875
0.0,5.506912566488609e-05,,1763260656.2501936,-0.00012004375457763672,4288,714.0,,408320,1.0220333933830261e-05,-0.00031526945531368256,0.5961192846298218,597.7790205478668,0.0004959963262081146,330.18768310546875
0.0,5.491551564773545e-05,,1763260656.4869337,-0.39985668659210205,4290,714.0,,408576,5.778949707746506e-05,-0.002575986087322235,0.582400918006897,598.0157606601715,-0.0025870082899928093,0.0007128720753826201
,,500.0,1763260656.65744,,4292,,500.0,408787,,,,598.1862668991089,,
0.0,5.345622048480436e-05,,1763260658.954133,-0.0945899486541748,4314,715.0,,411008,1.6705133020877838e-05,-0.000270916149020195,0.5618761777877808,600.482959985733,0.00048513803631067276,0.0005239690071903169
0.0,5.32258054590784e-05,,1763260659.3864508,-0.34956347942352295,4318,715.0,,411392,0.0004619704559445381,0.002357110381126404,0.6011496782302856,600.9152777194977,0.009351384826004505,0.0004392154805827886
0.0,5.161290391697548e-05,,1763260662.2037234,-0.00011074542999267578,4346,717.0,,414080,4.061497747898102e-06,0.00020079128444194794,0.5281029939651489,603.7325503826141,-0.0002579120919108391,305.9163513183594
,,500.0,1763260664.1294038,,4366,,500.0,416054,,,,605.6582307815552,,
0.0,5.007680374546908e-05,,1763260664.7628474,-0.00011479854583740234,4372,718.0,,416640,1.424923539161682e-07,-7.237493991851807e-05,0.580873429775238,606.2916743755341,-7.268693298101425e-05,537.7777099609375
0.0,4.97695837111678e-05,,1763260665.2606175,0.00044733285903930664,4377,718.0,,417152,4.2147934436798096e-05,-0.000667668879032135,0.5660624504089355,606.7894444465637,-0.00023425742983818054,323.2231140136719
0.0,4.969277870259248e-05,,1763260665.383816,-0.2793470621109009,4378,718.0,,417280,0.00018209777772426605,-0.00414460152387619,0.5663096904754639,606.91264295578,0.0022455696016550064,0.002068438334390521
0.0,4.915514728054404e-05,,1763260666.2300317,3.647804260253906e-05,4387,719.0,,418176,4.764646291732788e-06,-0.00045533478260040283,0.5589826703071594,607.7588586807251,0.00014291703701019287,0.0019913397263735533
0.0,4.86175122205168e-05,,1763260667.084035,-0.0015996694564819336,4396,719.0,,419072,4.969537258148193e-06,1.3887882232666016e-05,0.518049955368042,608.6128618717194,-0.00041465461254119873,466.68560791015625
0.0,4.761904710903764e-05,,1763260668.575701,0.14769059419631958,4413,720.0,,420736,5.782768130302429e-05,0.0003378242254257202,0.6015596389770508,610.1045279502869,-0.0015054941177368164,0.0019298442639410496
0.0,4.7465437091887e-05,,1763260668.79758,-0.23282039165496826,4415,720.0,,420992,3.115460276603699e-05,-0.0024686194956302643,0.5502617955207825,610.326406955719,0.00030375830829143524,0.0005329148261807859
0.0,4.5007680455455557e-05,,1763260672.5084403,-0.00013577938079833984,4456,723.0,,425088,8.606351912021637e-06,-1.191161572933197e-06,0.5766605138778687,614.0372672080994,-0.0012918254360556602,212.89321899414062
,,500.0,1763260673.797885,,4470,,500.0,426578,,,,615.3267118930817,,
0.0,4.362519030109979e-05,,1763260674.5798595,0.12134307622909546,4478,724.0,,427392,2.616085112094879e-05,-0.00032998621463775635,0.6069153547286987,616.1086864471436,0.00010737404227256775,0.0006231450824998319
,,500.0,1763260674.7121146,,4480,,500.0,427578,,,,616.2409415245056,,
0.0,4.2780338844750077e-05,,1763260675.8379097,0.1006627082824707,4492,725.0,,428800,8.001644164323807e-05,-0.0008141808211803436,0.5697513818740845,617.3667366504669,-0.0002489900216460228,0.0018743148539215326
0.0,4.2549923819024116e-05,,1763260676.2099595,0.00015604496002197266,4496,725.0,,429184,0.00011551752686500549,-0.002179887145757675,0.5768841505050659,617.7387864589691,-5.773268640041351e-05,508.54510498046875
0.0,4.2396313801873475e-05,,1763260676.4321003,-1.4335455894470215,4498,725.0,,429440,0.00015826895833015442,-0.0031127892434597015,0.5577032566070557,617.9609272480011,-0.0011574309319257736,0.0007172506884671748
0.0,4.109062865609303e-05,,1763260678.4101582,-0.00022590160369873047,4520,727.0,,431616,7.379800081253052e-06,8.282065391540527e-05,0.5498256087303162,619.9389851093292,-0.00039692223072052,303.24163818359375
0.0,4.093701863894239e-05,,1763260678.6340823,-3.7450766563415527,4522,727.0,,431872,0.00061000045388937,-0.0063462648540735245,0.5508849620819092,620.1629092693329,0.0012934422120451927,0.0008526489837095141
,,500.0,1763260678.7754965,,4524,,500.0,432078,,,,620.3043234348297,,
0.0,4.078340862179175e-05,,1763260678.8613167,2.8014183044433594e-06,4525,727.0,,432128,6.974674761295319e-06,-0.0006626099348068237,0.5857294797897339,620.3901436328888,0.0011741193011403084,593.8338623046875
0.0,4.062979860464111e-05,,1763260679.0854597,-0.13908112049102783,4527,727.0,,432384,6.494671106338501e-05,-0.0005326494574546814,0.5985673666000366,620.6142866611481,0.0005455091595649719,0.0007826710352674127
0.0,4.0399387216893956e-05,,1763260679.453815,0.5376430749893188,4531,727.0,,432768,0.00011570565402507782,-0.004736911505460739,0.5275248289108276,620.9826419353485,0.003016892820596695,0.0020057649817317724
0.0,4.0245777199743316e-05,,1763260679.6750908,-0.7671955823898315,4533,727.0,,433024,1.6366131603717804e-05,-0.0015300288796424866,0.5804731845855713,621.2039177417755,-0.0026793750002980232,0.0005887830629944801
,,500.0,1763260679.697407,,4534,,500.0,433078,,,,621.226233959198,,
0.0,3.894009205396287e-05,,1763260681.6326785,-2.1338462829589844e-05,4555,729.0,,435200,9.106472134590149e-06,0.0012173168361186981,0.5254541635513306,623.1615054607391,-0.00030619092285633087,152.1692352294922
0.0,3.878648203681223e-05,,1763260681.8530247,0.6042733192443848,4557,729.0,,435456,0.00021716393530368805,-0.0004370361566543579,0.49009713530540466,623.3818516731262,0.0028606392443180084,0.000646820932161063
0.0,3.847926200251095e-05,,1763260682.295984,-0.03545999526977539,4562,729.0,,435968,3.9841048419475555e-05,-0.0022078827023506165,0.5572713613510132,623.8248109817505,0.00010474678128957748,0.0006051573436707258
0.0,3.763440690818243e-05,,1763260683.59061,-0.19059514999389648,4576,730.0,,437376,9.410455822944641e-05,-0.005139185115695,0.5760438442230225,625.1194369792938,-0.004732174798846245,0.0009526967769488692
0.0,3.540706529747695e-05,,1763260686.918308,-0.0003834962844848633,4613,732.0,,441088,6.261654198169708e-05,-0.0030417069792747498,0.5583663582801819,628.4471349716187,-0.001767825335264206,310.6191101074219
0.0,3.4639015211723745e-05,,1763260688.1204996,0.2738494873046875,4626,733.0,,442368,4.866067320108414e-05,-0.0010883808135986328,0.5463898181915283,629.6493265628815,-0.0012430520728230476,0.0023300107568502426
0.0,3.410138378967531e-05,,1763260688.9268734,3.24249267578125e-05,4635,733.0,,443264,2.318061888217926e-06,0.00046090781688690186,0.604947030544281,630.4557003974915,-0.0001552766188979149,78.31463623046875
0.0,3.371735874679871e-05,,1763260689.4826918,0.031086862087249756,4641,734.0,,443904,1.6046687960624695e-06,3.888830542564392e-05,0.5585646629333496,631.0115187168121,0.00014936644583940506,0.0020367333199828863
,,500.0,1763260689.718432,,4644,,500.0,444193,,,,631.2472589015961,,
0.0,3.2488478609593585e-05,,1763260691.3208182,-0.19954025745391846,4661,735.0,,445952,1.0998919606208801e-06,-0.0001374911516904831,0.6179316639900208,632.8496451377869,0.0001282142475247383,0.0010190806351602077
0.0,3.164362351526506e-05,,1763260692.573684,0.12278592586517334,4675,736.0,,447360,8.475035429000854e-05,-0.006964138709008694,0.602217435836792,634.1025109291077,-0.001252470538020134,0.002142312005162239
0.0,3.0645162041764706e-05,,1763260694.090677,-1.1587767601013184,4691,736.0,,449024,0.00011254381388425827,-0.0004421807825565338,0.5710816383361816,635.6195039749146,-0.002827742137014866,0.00110391597263515
0.0,2.9569891921710223e-05,,1763260695.6880562,-0.00010144710540771484,4709,737.0,,450816,1.6763806343078613e-06,-0.00042857974767684937,0.5395486354827881,637.2168831825256,-0.00016292184591293335,366.1644592285156
0.0,2.9339476895984262e-05,,1763260696.0283532,-5.7220458984375e-06,4713,738.0,,451200,7.45430588722229e-06,-4.881247878074646e-05,0.6166961193084717,637.5571801662445,-0.0003183167427778244,602.3203125
0.0,2.780337854346726e-05,,1763260698.3472764,-1.9669532775878906e-05,4738,739.0,,453760,9.502284228801727e-06,-0.0005167890340089798,0.5741429328918457,639.8761034011841,-0.0002435026690363884,158.82762145996094
0.0,2.7726575353881344e-05,,1763260698.4577708,0.46421653032302856,4739,739.0,,453888,4.650093615055084e-06,-7.428228855133057e-06,0.6063322424888611,639.986597776413,-0.00044372398406267166,0.001973572187125683
0.0,2.7572965336730704e-05,,1763260698.6769502,-0.4270681142807007,4741,739.0,,454144,9.906291961669922e-05,-0.001054137945175171,0.5979428291320801,640.2057771682739,0.0009102150797843933,0.0007639678660780191
0.0,2.7496160328155383e-05,,1763260698.7888846,5.602836608886719e-05,4743,739.0,,454272,4.49642539024353e-06,-0.00043955445289611816,0.5207276940345764,640.3177115917206,0.0006464552134275436,365.115234375
0.0,2.68049152509775e-05,,1763260699.852372,-0.043656229972839355,4754,740.0,,455424,0.00019106082618236542,-0.007607089355587959,0.580399215221405,641.3811988830566,-0.004054469987750053,0.001837421557866037
0.0,2.572964694991242e-05,,1763260701.46864,-0.00018274784088134766,4772,741.0,,457216,4.0384940803050995e-05,0.001189693808555603,0.5624856352806091,642.9974670410156,0.0008052373304963112,548.6439819335938
,,500.0,1763260702.751082,,4786,,500.0,458693,,,,644.2799088954926,,
0.0,2.480798684700858e-05,,1763260702.838816,-4.982948303222656e-05,4787,742.0,,458752,1.4156103134155273e-05,0.000409051775932312,0.5704202055931091,644.3676428794861,-0.0018028151243925095,193.44383239746094
0.0,2.4731183657422662e-05,,1763260702.9475958,0.2504611015319824,4788,742.0,,458880,1.0809861123561859e-05,-0.00018585193902254105,0.5820964574813843,644.4764227867126,0.0006834520027041435,0.001752341166138649
,,500.0,1763260703.665238,,4796,,500.0,459693,,,,645.1940648555756,,
0.0,2.403993858024478e-05,,1763260703.980202,-0.24451637268066406,4799,742.0,,460032,1.914799213409424e-06,5.1155686378479004e-05,0.5579752922058105,645.5090289115906,0.0006625168025493622,0.0010787105420604348
,,500.0,1763260704.5781271,,4806,,500.0,460693,,,,646.1069540977478,,
0.0,2.3502303520217538e-05,,1763260704.7932367,0.03626507520675659,4809,743.0,,460928,0.00010035280138254166,-0.004292760044336319,0.5272712111473083,646.3220636844635,-0.0007186280563473701,0.0015991032123565674
0.0,2.3271888494491577e-05,,1763260705.1239135,0.00012344121932983398,4813,743.0,,461312,9.93441790342331e-06,-0.0006567630916833878,0.5208223462104797,646.6527404785156,0.0006832974031567574,127.34896087646484
,,500.0,1763260708.6313245,,4851,,500.0,465214,,,,650.1601514816284,,
0.0,2.0890936866635457e-05,,1763260708.7258627,-0.0001518726348876953,4852,745.0,,465280,1.909211277961731e-07,7.391348481178284e-05,0.6156520247459412,650.2546896934509,8.468981832265854e-05,159.79583740234375
0.0,2.0430106815183535e-05,,1763260709.3846712,-0.6331994533538818,4859,746.0,,466048,2.7449801564216614e-05,-0.001131412573158741,0.5704836845397949,650.9134981632233,-0.000379122793674469,0.0013397736474871635
0.0,1.9892473574145697e-05,,1763260710.2001388,0.058161914348602295,4868,746.0,,466944,1.6918405890464783e-05,-0.0006199143826961517,0.5927994847297668,651.7289657592773,-0.0005866382271051407,0.0016297586262226105
0.0,1.9508448531269096e-05,,1763260710.7831576,-0.08647167682647705,4874,746.0,,467584,4.0481798350811005e-05,5.871988832950592e-05,0.5798709392547607,652.311984539032,0.0009638024494051933,0.0012490716762840748
0.0,1.9278033505543135e-05,,1763260711.1139028,0.1237708330154419,4878,747.0,,467968,3.443099558353424e-06,-0.000779053196310997,0.5960150361061096,652.6427297592163,0.00018656346946954727,0.0011030540335923433
0.0,1.9047618479817174e-05,,1763260711.450911,-0.5266056060791016,4882,747.0,,468352,1.3514421880245209e-05,-0.0008029788732528687,0.5827533006668091,652.979737997055,0.0009202389046549797,0.0015522257890552282
,,500.0,1763260714.4348552,,4915,,500.0,471714,,,,655.9636821746826,,
,,500.0,1763260714.9029784,,4920,,500.0,472214,,,,656.4318053722382,,
0.0,1.5975421774783172e-05,,1763260716.024244,-0.08405113220214844,4932,750.0,,473472,0.00010984111577272415,-0.0008057728409767151,0.5826943516731262,657.5530710220337,0.004403348080813885,0.0010723252780735493
0.0,1.589861676620785e-05,,1763260716.1352613,-0.40277099609375,4933,750.0,,473600,6.82193785905838e-06,-0.0007720198482275009,0.5394604206085205,657.6640882492065,-0.0006503919139504433,0.0009305745479650795
,,500.0,1763260716.6578686,,4939,,500.0,474214,,,,658.1866955757141,,
0.0,1.5130568499444053e-05,,1763260717.3179457,0.2747192978858948,4946,750.0,,474880,1.7764046788215637e-05,-0.0022028330713510513,0.5182020664215088,658.8467726707458,-0.000645022839307785,0.0018040345748886466
0.0,1.4669738447992131e-05,,1763260718.0133214,-0.21692931652069092,4953,751.0,,475648,6.735324859619141e-06,0.0005632974207401276,0.5811195373535156,659.5421483516693,0.0009262096136808395,0.0011587337357923388
0.0,1.4362519323185552e-05,,1763260718.455442,0.25394195318222046,4958,751.0,,476160,1.9203871488571167e-06,-0.0001126602292060852,0.5915911197662354,659.9842689037323,0.00030772387981414795,0.0009659223142080009
0.0,1.4055299288884271e-05,,1763260718.8954504,-0.23671066761016846,4963,751.0,,476672,1.403316855430603e-05,4.423409700393677e-05,0.5734032988548279,660.424277305603,-0.0012440308928489685,0.0010475986637175083
