global_step,charts/SPS,losses/value_loss,_step,losses/clipfrac,charts/learning_rate,_runtime,losses/entropy,charts/episodic_length,losses/approx_kl,losses/policy_loss,losses/explained_variance,_timestamp,losses/old_approx_kl,charts/episodic_return
157824,562.0,0.0005424904520623386,1768,0.0,0.00020537634554784745,306.8401110172272,0.4064638018608093,,0.0010646572336554527,-0.011518312618136406,0.8422559499740601,1763260365.299408,0.012415015138685703,
158720,562.0,0.0019638293888419867,1777,0.0,0.0002048387104878202,308.3580002784729,0.5060693621635437,,0.0015934491530060768,0.0031966250389814377,0.8351929783821106,1763260366.8172972,0.0005368804559111595,
162944,565.0,0.0005184559850022197,1818,0.0,0.00020230414520483464,314.23262667655945,0.42198431491851807,,0.00024812202900648117,-0.007357284426689148,0.08295047283172607,1763260372.6919236,-0.0038329781964421272,
163456,566.0,0.0004046793910674751,1823,0.0,0.00020199692517053336,315.1362578868866,0.4772801399230957,,0.000168653205037117,-0.0003224313259124756,0.8342112898826599,1763260373.5955548,0.0019442904740571976,
166272,566.0,0.0010038150940090418,1851,0.080078125,0.00020030721498187631,319.88635420799255,0.41280195116996765,,0.011462359689176083,-0.03902120143175125,0.9291877746582031,1763260378.3456511,-0.020347557961940765,
166784,566.0,0.0010685388697311282,1856,0.0,0.00019999999494757503,320.5867660045624,0.45055091381073,,0.0004884190857410431,-0.006824664771556854,0.7685155272483826,1763260379.046063,0.0021926146000623703,
167973,,,1868,,,321.9261975288391,,500.0,,,,1763260380.3854945,,500.0
168473,,,1873,,,322.50217604637146,,500.0,,,,1763260380.961473,,500.0
168960,569.0,0.0007317145937122405,1877,0.01171875,0.0001986943098017946,323.0315396785736,0.4913213849067688,,0.0059576863422989845,0.0005242079496383667,-0.2368699312210083,1763260381.4908366,-0.021828193217515945,
169856,570.0,0.0002674322167877108,1886,0.001953125,0.00019815668929368258,324.2661814689636,0.4090704321861267,,0.002408817410469055,-0.005376245826482773,0.8382461071014404,1763260382.7254784,0.021941035985946655,
170752,570.0,0.0022692610509693623,1895,0.0,0.00019761905423365533,325.7584047317505,0.38562798500061035,,0.0030906768515706062,-0.004765694960951805,-0.4951111078262329,1763260384.2177017,-0.006623405031859875,
171520,570.0,109.95057678222656,1903,0.0,0.0001971582241822034,326.9062783718109,0.4032016396522522,,0.0005517853423953056,-0.0009124353528022766,0.007747948169708252,1763260385.3655753,0.0039857784286141396,
171904,571.0,0.0005508546018972993,1906,0.0,0.00019692780915647745,327.31129693984985,0.49745216965675354,,0.0004058675840497017,-0.00315278023481369,0.8902392983436584,1763260385.770594,0.0046502454206347466,
173056,572.0,185.4464111328125,1918,0.0,0.00019623656407929957,328.63287234306335,0.47864556312561035,,0.00017992686480283737,0.001046840101480484,0.008953750133514404,1763260387.0921693,0.009706572629511356,
173312,572.0,0.0016582274110987782,1920,0.0,0.00019608295406214893,328.89426851272583,0.49835681915283203,,0.0006697354838252068,-0.004607632756233215,0.5432002544403076,1763260387.3535655,-0.005398941226303577,
175872,575.0,0.0006326348520815372,1945,0.0,0.00019454685389064252,331.7130160331726,0.40096086263656616,,1.7208047211170197e-05,-0.001710907556116581,0.00291365385055542,1763260390.172313,0.000839809887111187,
177280,577.0,0.0014747506938874722,1959,0.0,0.000193701998796314,333.30238008499146,0.44257044792175293,,5.088746547698975e-06,0.0005388334393501282,-0.4195590019226074,1763260391.761677,-0.0006821509450674057,
178688,579.0,0.004265421535819769,1973,0.0,0.00019285714370198548,334.8476219177246,0.39983803033828735,,3.261864185333252e-05,-0.002698134630918503,0.5664410591125488,1763260393.3069189,0.0030762571841478348,
179968,580.0,0.00043822175939567387,1985,0.0,0.00019208909361623228,336.1410493850708,0.4138891398906708,,0.0007685823366045952,-0.009091340005397797,0.6696774363517761,1763260394.6003463,0.005812869407236576,
180480,581.0,253.55833435058594,1991,0.0,0.000191781873581931,336.8511211872101,0.45956316590309143,,0.0008527515456080437,-0.0028643161058425903,0.00039649009704589844,1763260395.3104181,0.004850090481340885,
181632,581.0,0.008401360362768173,2002,0.001953125,0.0001910906285047531,338.8798191547394,0.42210644483566284,,0.0015927236527204514,-0.009001236408948898,0.4713677763938904,1763260397.339116,0.0060278866440057755,
182144,581.0,0.00389481452293694,2007,0.0,0.00019078340847045183,339.80585837364197,0.4114115536212921,,0.0010831281542778015,-0.001714959740638733,0.8290235996246338,1763260398.2651553,0.0001615528017282486,
183040,580.0,469.4180908203125,2016,0.0,0.0001902457734104246,341.49863839149475,0.3678344488143921,,8.920766413211823e-05,0.0008594542741775513,0.015474021434783936,1763260399.9579353,0.0005378182977437973,
183424,580.0,0.0013206464936956763,2019,0.00390625,0.00019001535838469863,342.1578619480133,0.36695849895477295,,0.002168780192732811,-0.003442026674747467,-0.20752179622650146,1763260400.617159,0.002707306295633316,
183936,580.0,0.0003920610761269927,2024,0.0,0.00018970813835039735,343.1150336265564,0.350635826587677,,0.0008132578805088997,-0.008538886904716492,0.9421553611755371,1763260401.5743306,0.006106392480432987,
184192,580.0,0.00356318149715662,2027,0.0,0.0001895545283332467,343.6326975822449,0.3213174343109131,,5.673803389072418e-05,-0.0008535981178283691,-0.7158416509628296,1763260402.0919945,-0.0005737822502851486,
184448,580.0,0.0003676514606922865,2029,0.0,0.00018940091831609607,344.0032093524933,0.391031414270401,,0.0007195360958576202,0.004178870469331741,0.9514173865318298,1763260402.4625063,-0.008355310186743736,
184960,580.0,0.0016657555243000388,2034,0.0,0.0001890936982817948,344.9919226169586,0.2692984938621521,,0.001852918416261673,-0.0073580071330070496,-0.3528226613998413,1763260403.4512196,0.014243461191654205,
185984,580.0,525.906494140625,2045,0.0,0.00018847925821319222,346.97017073631287,0.2316102236509323,,2.5033950805664062e-06,-9.205937385559082e-05,0.004970848560333252,1763260405.4294677,-0.00027351826429367065,
186624,580.0,0.007398867979645729,2051,0.0,0.00018809523317031562,347.86096453666687,0.27618080377578735,,0.0005630329251289368,-0.005485560745000839,0.8684276342391968,1763260406.3202615,-0.0038370341062545776,
186752,580.0,0.0007443239446729422,2052,0.00390625,0.0001880184281617403,347.9926326274872,0.3711536228656769,,0.0024934038519859314,-0.007288545370101929,-0.23306643962860107,1763260406.4519296,-0.01731843315064907,
188544,582.0,361.97882080078125,2070,0.0,0.00018694315804168582,350.004026889801,0.2980668544769287,,0.0009089652448892593,0.007988132536411285,0.01526421308517456,1763260408.4633238,-0.0035391580313444138,
189184,583.0,0.010820580646395683,2076,0.0,0.00018655913299880922,350.73547554016113,0.26037153601646423,,0.00041605159640312195,0.00462229922413826,-3.375741958618164,1763260409.1947725,-0.0021591205149888992,
190973,,,2093,,,352.685941696167,,500.0,,,,1763260411.1452386,,500.0
190976,584.0,305.82080078125,2094,0.0,0.00018548387743066996,352.8021821975708,0.33363598585128784,,0.00024874787777662277,-0.005732908844947815,0.0011270642280578613,1763260411.2614791,9.993091225624084e-07,
193408,584.0,0.0004866867093369365,2117,0.005859375,0.00018402458226773888,357.48596024513245,0.2825735807418823,,0.004996913485229015,-0.025026671588420868,0.7218831777572632,1763260415.9452572,0.025746621191501617,
195840,583.0,0.0006986426305957139,2141,0.0,0.0001825652871048078,362.1796724796295,0.3532736301422119,,0.00048687588423490524,-0.005911633372306824,-0.8982399702072144,1763260420.6389694,0.005586615763604641,
196352,582.0,0.000355853553628549,2146,0.0,0.0001822580670705065,363.2535617351532,0.314712256193161,,0.0008014924824237823,-0.011922547593712807,0.621379554271698,1763260421.7128587,-0.007739808410406113,
196473,,,2147,,,363.32124304771423,,500.0,,,,1763260421.78054,,500.0
196480,582.0,353.76495361328125,2148,0.0,0.0001821812620619312,363.5731418132782,0.4185289442539215,,7.547065615653992e-05,-0.0003808215260505676,0.0003286600112915039,1763260422.0324388,0.003447156399488449,
197248,582.0,0.0007701352587901056,2155,0.0,0.00018172043201047927,365.0299389362335,0.41715434193611145,,0.0006978772580623627,-0.009849250316619873,-1.2171978950500488,1763260423.4892359,-0.002323487773537636,
198973,,,2172,,,368.29817819595337,,500.0,,,,1763260426.7574751,,500.0
200320,581.0,0.0006631495780311525,2185,0.001953125,0.00017987711180467159,370.9798970222473,0.4478548467159271,,0.0033207470551133156,-0.002598065882921219,-1.468433141708374,1763260429.439194,-0.01716182753443718,
200973,,,2192,,,371.8623447418213,,500.0,,,,1763260430.3216417,,500.0
201600,582.0,151.9311981201172,2198,0.0,0.00017910906171891838,372.5421965122223,0.3846060335636139,,0.0004324326291680336,0.0021810028702020645,0.0006577372550964355,1763260431.0014935,0.011639411561191082,
201728,582.0,0.00013556353223975748,2199,0.0078125,0.00017903225671034306,372.6852581501007,0.4313606321811676,,0.0019213370978832245,-0.021762564778327942,0.749137282371521,1763260431.144555,0.008294407278299332,
202973,,,2211,,,374.0593914985657,,500.0,,,,1763260432.5186884,,500.0
203264,583.0,0.0008848527213558555,2214,0.021484375,0.00017811059660743922,374.4602921009064,0.2721441388130188,,0.00587377417832613,-0.021982494741678238,-0.38156914710998535,1763260432.919589,-0.02408507652580738,
203904,584.0,0.0006321837427094579,2220,0.001953125,0.00017772657156456262,375.1917178630829,0.4196391999721527,,0.002279014326632023,-0.012556806206703186,-1.8615784645080566,1763260433.6510148,0.014055744744837284,
204160,584.0,0.008399369195103645,2223,0.0,0.00017757296154741198,375.50491189956665,0.3327159285545349,,0.001003914512693882,-0.0006844028830528259,0.3041311502456665,1763260433.9642088,0.006138798780739307,
204416,585.0,0.0005550502683036029,2225,0.0,0.00017741935153026134,375.764390707016,0.32282766699790955,,0.00048462022095918655,-0.005311444401741028,-0.3611466884613037,1763260434.2236876,-0.006635366939008236,
204473,,,2226,,,375.7998492717743,,500.0,,,,1763260434.2591462,,500.0
204544,585.0,625.1303100585938,2227,0.0,0.00017734254652168602,375.9283757209778,0.4231240153312683,,0.0004852721467614174,-0.007353499531745911,0.0003708004951477051,1763260434.3876727,-0.0014702873304486275,
204973,,,2231,,,376.38313841819763,,500.0,,,,1763260434.8424354,,500.0
205440,585.0,0.00011176784755662084,2235,0.0,0.00017680491146165878,376.9599828720093,0.34688660502433777,,0.0003484673798084259,-0.0011660289019346237,0.7651380300521851,1763260435.4192798,-0.005752839148044586,
205973,,,2241,,,377.5515766143799,,500.0,,,,1763260436.0108736,,500.0
206720,587.0,0.003085000906139612,2248,0.0,0.00017603686137590557,378.42157101631165,0.39121851325035095,,3.939960151910782e-05,0.0005739815533161163,-0.1256427764892578,1763260436.880868,-0.0015735281631350517,
206973,,,2250,,,378.61406660079956,,500.0,,,,1763260437.0733635,,500.0
207232,587.0,0.0002766549587249756,2253,0.0,0.0001757296413416043,378.9989516735077,0.4240885078907013,,0.00017630308866500854,6.586778908967972e-05,-0.9364364147186279,1763260437.4582486,0.009941626340150833,
209152,589.0,0.007515003904700279,2272,0.0,0.0001745775662129745,381.1261661052704,0.36879783868789673,,0.0019024387001991272,-0.005057379603385925,-0.9478567838668823,1763260439.585463,0.0013552885502576828,
209973,,,2280,,,381.9536566734314,,500.0,,,,1763260440.4129536,,500.0
211473,,,2295,,,383.61601185798645,,500.0,,,,1763260442.0753088,,500.0
211840,592.0,0.0003262027748860419,2298,0.005859375,0.000172964675584808,384.01765036582947,0.39663806557655334,,0.00255591981112957,-0.017129041254520416,0.6432739496231079,1763260442.4769473,-0.017430193722248077,
212992,593.0,387.5120544433594,2310,0.0,0.0001722734305076301,385.2844316959381,0.391086608171463,,0.0010734042152762413,-0.002277001738548279,-0.0003542900085449219,1763260443.7437286,0.0009574396535754204,
213248,593.0,0.00047342461766675115,2312,0.001953125,0.00017211982049047947,385.5366475582123,0.3309858441352844,,0.0032604122534394264,-0.01626904122531414,-2.152439832687378,1763260443.9959445,-0.003784804604947567,
213888,594.0,0.0002444798010401428,2318,0.0,0.00017173579544760287,386.25457215309143,0.4310353398323059,,0.00012277066707611084,-0.001665409654378891,-0.6495441198348999,1763260444.713869,0.004163077101111412,
214272,594.0,0.0002682891208678484,2322,0.001953125,0.0001715053804218769,386.68102622032166,0.4234299957752228,,0.0023902030661702156,0.0017051398754119873,-0.23115277290344238,1763260445.1403232,0.0001809997484087944,
214473,,,2324,,,386.820848941803,,500.0,,,,1763260445.280146,,500.0
214973,,,2329,,,387.3658127784729,,500.0,,,,1763260445.8251097,,500.0
215973,,,2339,,,388.4082682132721,,500.0,,,,1763260446.8675652,,500.0
216448,596.0,0.00015424491721205413,2343,0.0,0.00017019969527609646,388.92597937583923,0.4291771948337555,,0.00015068892389535904,0.0017285048961639404,-1.098219633102417,1763260447.3852763,0.0034451978281140327,
216960,597.0,0.00020982438581995666,2348,0.0,0.00016989247524179518,389.49129271507263,0.39866065979003906,,0.0007663872092962265,0.003371916711330414,-0.054902076721191406,1763260447.9505897,-0.0033751558512449265,
217473,,,2354,,,390.07296085357666,,500.0,,,,1763260448.5322578,,500.0
218473,,,2363,,,391.0998201370239,,500.0,,,,1763260449.559117,,500.0
221056,601.0,412.9275207519531,2389,0.0,0.00016743471496738493,393.9245095252991,0.4097709357738495,,8.995644748210907e-05,-0.0026969388127326965,-0.0009063482284545898,1763260452.3838065,0.00047414563596248627,
221568,601.0,625.35693359375,2394,0.0,0.00016712749493308365,394.50637459754944,0.39973267912864685,,0.00037067290395498276,0.00016553141176700592,-0.0019257068634033203,1763260452.9656715,-0.001099088229238987,
223104,603.0,0.005594054237008095,2409,0.0,0.0001662058348301798,396.26022124290466,0.4149917662143707,,0.00018128752708435059,-0.0032784119248390198,-0.4017874002456665,1763260454.7195182,0.0006535202264785767,
224896,604.0,0.0001406968804076314,2426,0.0,0.00016513056471012533,398.39537811279297,0.39805009961128235,,0.0005641141906380653,0.0003433478996157646,0.1293995976448059,1763260456.854675,-0.003565819002687931,
225280,604.0,0.0003287944127805531,2430,0.009765625,0.00016490014968439937,398.8307366371155,0.35705482959747314,,0.000958283431828022,-0.008242725394666195,-0.547111988067627,1763260457.2900336,-0.002589515410363674,
227200,606.0,0.004974538926035166,2449,0.0,0.00016374807455576956,400.99105405807495,0.46872055530548096,,0.0005529792979359627,-0.011333748698234558,-0.47109901905059814,1763260459.450351,0.014013043604791164,
228864,607.0,0.0001698254345683381,2465,0.0,0.0001627496094442904,403.20480132102966,0.337710440158844,,0.000191468745470047,0.002055332064628601,-0.04103875160217285,1763260461.6640983,-0.001736573874950409,
231473,,,2491,,,406.94587445259094,,500.0,,,,1763260465.4051714,,500.0
231680,607.0,0.005826819222420454,2493,0.0,0.00016105991380754858,407.41513085365295,0.41290831565856934,,4.805251955986023e-05,-0.0024768244475126266,-0.23760950565338135,1763260465.8744278,0.0012412872165441513,
232973,,,2506,,,409.78637170791626,,500.0,,,,1763260468.2456686,,500.0
233856,607.0,8.802580850897357e-05,2514,0.0078125,0.00015975422866176814,411.24352502822876,0.45233848690986633,,0.003834988921880722,-0.01100323349237442,0.15657854080200195,1763260469.702822,-0.01335457805544138,
233973,,,2515,,,411.29454016685486,,500.0,,,,1763260469.753837,,500.0
234473,,,2520,,,411.85257482528687,,500.0,,,,1763260470.3118718,,500.0
235776,609.0,0.0003978284657932818,2533,0.0,0.00015860215353313833,413.344669342041,0.49864882230758667,,0.0001592123880982399,-0.002465713769197464,-0.20697975158691406,1763260471.8039663,0.0006490284577012062,
236473,,,2540,,,414.05646419525146,,500.0,,,,1763260472.5157611,,500.0
237184,610.0,0.005639766808599234,2547,0.0,0.0001577572984388098,414.8978543281555,0.4382925033569336,,0.00028615351766347885,-0.002998135983943939,0.05756425857543945,1763260473.3571513,0.0014069685712456703,
239488,612.0,250.8309326171875,2570,0.001953125,0.00015637480828445405,417.4020493030548,0.5501837730407715,,0.0007559694349765778,-0.006217245012521744,-0.0001634359359741211,1763260475.8613462,-0.00017362087965011597,
239616,612.0,0.005682154092937708,2571,0.01171875,0.00015629800327587873,417.5242033004761,0.4852363169193268,,0.0030732210725545883,-0.021711407229304314,-1.14467453956604,1763260475.9835002,-0.008146995678544044,
240029,,,2576,,,417.9456090927124,,56.0,,,,1763260476.404906,,56.0
240082,,,2577,,,417.9648928642273,,53.0,,,,1763260476.4241898,,53.0
242967,,,2608,,,421.03001141548157,,500.0,,,,1763260479.4893084,,500.0
243200,615.0,0.007721956819295883,2610,0.0,0.00015414746303576976,421.28148436546326,0.542178750038147,,0.0007904935628175735,-0.0010570846498012543,-0.44072389602661133,1763260479.7407813,-0.007596710696816444,
245248,617.0,0.0004882414941675961,2630,0.001953125,0.00015291858289856464,423.33022904396057,0.5633571147918701,,0.004344847984611988,-0.016422847285866737,0.11190223693847656,1763260481.789526,-0.004346498288214207,
245888,618.0,0.00021573253616224974,2636,0.0,0.00015253455785568804,423.9494819641113,0.5684801936149597,,0.00014500506222248077,-0.003481633961200714,0.1367173194885254,1763260482.408779,0.0020624902099370956,
246912,619.0,0.00013251343625597656,2646,0.0,0.00015192011778708547,424.98558735847473,0.5204785466194153,,0.0012462176382541656,0.001738123595714569,0.31690675020217896,1763260483.4448843,0.013923032209277153,
246967,,,2647,,,425.0186140537262,,500.0,,,,1763260483.477911,,500.0
247040,619.0,175.46383666992188,2648,0.0,0.00015184331277851015,425.1276431083679,0.5001050233840942,,3.463774919509888e-05,0.0013970248401165009,0.0002269744873046875,1763260483.58694,-0.001758921891450882,
249088,621.0,0.008861021138727665,2668,0.0,0.00015061443264130503,427.3691759109497,0.4738887548446655,,0.00018079020082950592,0.0009768996387720108,-9.763240814208984e-05,1763260485.8284729,0.0006309486925601959,
249600,621.0,0.006016967818140984,2673,0.0,0.00015030721260700375,427.9591808319092,0.5520808696746826,,0.0003254460170865059,-0.0038235336542129517,-0.33007192611694336,1763260486.4184778,0.005499786697328091,
250624,622.0,0.004880646243691444,2683,0.0,0.00014969278709031641,428.99135279655457,0.5405006408691406,,8.81711021065712e-05,0.0009112786501646042,-1.4094526767730713,1763260487.4506497,-0.0018903324380517006,
251008,622.0,414.76312255859375,2687,0.0,0.00014946237206459045,429.3809447288513,0.5068010091781616,,8.994713425636292e-05,0.001351732760667801,-0.0007899999618530273,1763260487.8402417,0.0033954456448554993,
251264,623.0,0.0001955704647116363,2689,0.0,0.00014930876204743981,429.6348659992218,0.573612630367279,,0.000646849162876606,-0.009121387265622616,-0.02732253074645996,1763260488.094163,0.010116363875567913,
251520,623.0,239.08497619628906,2692,0.0,0.00014915515203028917,429.91404581069946,0.4403280019760132,,2.744607627391815e-06,-0.0005300100892782211,-0.0006351470947265625,1763260488.3733428,0.0006036395207047462,
255616,626.0,0.005624434910714626,2732,0.0,0.00014669739175587893,434.0734293460846,0.5556148886680603,,0.0017185863107442856,-0.01902700960636139,-1.1053557395935059,1763260492.5327263,0.005498174577951431,
257664,628.0,0.005870247259736061,2752,0.0,0.0001454685116186738,436.2144043445587,0.5602459907531738,,0.0008761957287788391,-0.0122438445687294,-0.11449289321899414,1763260494.6737013,0.0010511353611946106,
258176,629.0,0.007870294153690338,2757,0.01171875,0.00014516129158437252,436.7288484573364,0.46402424573898315,,0.005211117677390575,-0.03829500079154968,-0.16311311721801758,1763260495.1881454,0.019463207572698593,
259712,630.0,0.006492985878139734,2772,0.005859375,0.00014423963148146868,438.3472590446472,0.5164545178413391,,0.0028187157586216927,-0.007799852639436722,-0.8875908851623535,1763260496.806556,-0.0006436025723814964,
260736,631.0,0.0004238420515321195,2782,0.0,0.00014362519141286612,439.3850722312927,0.536400556564331,,0.0002977503463625908,-0.0008032098412513733,-0.04576921463012695,1763260497.8443692,-0.0017599789425730705,
260864,631.0,0.0004340889281593263,2783,0.0,0.0001435483864042908,439.5349407196045,0.5768026113510132,,5.141831934452057e-05,-0.0008562542498111725,-0.035962581634521484,1763260497.9942377,-0.00010181032121181488,
261888,632.0,0.00023823478841222823,2793,0.001953125,0.00014293394633568823,440.59822392463684,0.5473748445510864,,0.0011170580983161926,-0.010035380721092224,-0.03266572952270508,1763260499.0575209,-0.0001564323902130127,
264832,633.0,0.0010438550962135196,2824,0.0,0.00014116743113845587,444.1183993816376,0.6023502349853516,,7.496774196624756e-05,-0.00036175549030303955,-0.1372593641281128,1763260502.5776963,0.0030824895948171616,
266752,635.0,0.00022600425290875137,2843,0.0,0.00014001535600982606,446.23573637008667,0.5304151177406311,,0.0007550027221441269,0.0031128786504268646,-0.05946052074432373,1763260504.6950333,0.010320870205760002,
268160,636.0,0.00031606131233274937,2857,0.0,0.00013917050091549754,447.74406266212463,0.5332621335983276,,0.0008631804957985878,-0.006690941751003265,-0.003011465072631836,1763260506.2033596,-0.0016879970207810402,
270720,638.0,0.00022869672102387995,2882,0.0,0.00013763441529590636,450.42355394363403,0.519167423248291,,4.0978193283081055e-06,0.0002222210168838501,0.0659562349319458,1763260508.882851,9.83215868473053e-05,
271488,639.0,0.0049870372749865055,2890,0.0,0.00013717358524445444,451.1975977420807,0.4719701409339905,,0.00038383714854717255,-0.0038707703351974487,-0.7789672613143921,1763260509.6568947,0.0053896792232990265,
273664,640.0,0.0003959971945732832,2911,0.0,0.000135867900098674,453.45724964141846,0.4967844486236572,,0.0002505071461200714,-0.0006165355443954468,-0.0005695819854736328,1763260511.9165466,0.0007010437548160553,
276096,642.0,0.003573003225028515,2935,0.0,0.00013440860493574291,455.9341399669647,0.47255855798721313,,0.00012276694178581238,-0.0007917284965515137,-0.10163819789886475,1763260514.393437,0.0022133532911539078,
277504,643.0,0.00469829048961401,2949,0.0,0.0001335637498414144,457.3936016559601,0.4546368718147278,,0.0003332216292619705,0.001519136130809784,-1.141233205795288,1763260515.8528986,0.0034203603863716125,
278656,644.0,0.00028629839653149247,2960,0.0,0.0001328725047642365,458.5849184989929,0.4177980422973633,,0.0007621608674526215,0.0008992180228233337,-0.1321113109588623,1763260517.0442154,0.0029553230851888657,
280192,645.0,0.00018849372281692922,2975,0.0,0.00013195084466133267,460.17603826522827,0.5005975961685181,,0.00012887921184301376,0.0015220288187265396,0.05044275522232056,1763260518.6353352,0.006056861020624638,
281600,646.0,0.004173195920884609,2989,0.0,0.00013110598956700414,461.6482799053192,0.48014408349990845,,0.001499188132584095,-0.0016685230657458305,0.006738781929016113,1763260520.1075768,0.002284604124724865,
282368,647.0,384.5374755859375,2997,0.0,0.00013064515951555222,462.44857478141785,0.4733615517616272,,0.0006221383810043335,-0.002852514386177063,-0.00012481212615966797,1763260520.9078717,0.0006425622850656509,
283858,,,3011,,,463.9099853038788,,500.0,,,,1763260522.3692822,,500.0
287872,651.0,399.8367919921875,3051,0.0,0.00012734254414681345,468.1699216365814,0.5673317909240723,,0.0002836352214217186,-0.003756515681743622,-3.314018249511719e-05,1763260526.6292186,-0.0049916645511984825,
288128,651.0,0.0002009960444411263,3053,0.0,0.0001271889341296628,468.4351541996002,0.5236708521842957,,8.87485221028328e-05,-0.002050662413239479,0.04514962434768677,1763260526.8944511,-0.0023896927013993263,
289408,652.0,568.9730224609375,3066,0.0,0.0001264208840439096,469.7987217903137,0.5570112466812134,,0.0003442298620939255,0.00745236873626709,-0.0003286600112915039,1763260528.2580187,-0.009815037250518799,
289858,,,3070,,,470.2265257835388,,500.0,,,,1763260528.6858227,,500.0
291200,653.0,0.0001747283386066556,3083,0.0,0.00012534562847577035,471.65146017074585,0.5549119710922241,,0.00013124290853738785,8.038431406021118e-05,0.05160921812057495,1763260530.110757,-0.0008798586204648018,
292736,654.0,0.00010831646068254486,3098,0.0,0.0001244239683728665,473.28926968574524,0.5399031639099121,,0.0002571064978837967,-0.0023397132754325867,-0.05275130271911621,1763260531.7485666,-0.0013699736446142197,
293248,655.0,0.0001724225003272295,3103,0.0,0.00012411674833856523,473.8148431777954,0.5148458480834961,,0.0006955135613679886,-0.001620069146156311,0.0011586546897888184,1763260532.2741401,-0.0020558517426252365,
295680,656.0,0.00019620673265308142,3127,0.0,0.00012265745317563415,476.4097626209259,0.539966344833374,,0.0005530817434191704,-0.010541483759880066,-0.1324326992034912,1763260534.8690596,-0.005720299668610096,
295858,,,3129,,,476.5716829299927,,500.0,,,,1763260535.0309799,,500.0
297088,657.0,0.003594547277316451,3141,0.0,0.00012181259808130562,477.90545177459717,0.5580773949623108,,0.00014843884855508804,0.0006103776395320892,-0.13966429233551025,1763260536.3647487,-6.464216858148575e-05,
297344,658.0,0.00014382839435711503,3143,0.0,0.00012165898806415498,478.15388011932373,0.5042890906333923,,0.00033484119921922684,-0.00463763065636158,-0.2675149440765381,1763260536.613177,-0.00015253107994794846,
297600,658.0,0.0030678226612508297,3146,0.0,0.00012150537804700434,478.45713210105896,0.5512003898620605,,0.00026796944439411163,-0.011387810111045837,0.3430095314979553,1763260536.916429,0.005405353382229805,
299136,659.0,0.00016844227502588183,3161,0.0,0.0001205837179441005,480.01062965393066,0.5312239527702332,,0.0016939742490649223,-0.019700612872838974,-0.16066789627075195,1763260538.4699266,-0.015560979954898357,
300032,660.0,0.0036517868284136057,3170,0.0,0.00012004608288407326,480.9235785007477,0.4692201614379883,,0.00016014650464057922,-0.001061324030160904,-0.33985042572021484,1763260539.3828754,0.003728186711668968,
301358,,,3183,,,482.20117950439453,,500.0,,,,1763260540.6604764,,500.0
301858,,,3188,,,482.70680141448975,,500.0,,,,1763260541.1660984,,500.0
304858,,,3217,,,485.5816824436188,,500.0,,,,1763260544.0409794,,500.0
305536,664.0,0.0034315527882426977,3224,0.0,0.0001167434747912921,486.29142212867737,0.534488320350647,,0.00021636858582496643,-0.0022794893011450768,0.021704137325286865,1763260544.750719,-0.0039245933294296265,
307858,,,3247,,,488.44150710105896,,500.0,,,,1763260546.900804,,500.0
308224,666.0,0.0001531028829049319,3250,0.0,0.00011513056961121038,488.76483154296875,0.5268770456314087,,0.0003680093213915825,0.008642710745334625,0.01393955945968628,1763260547.2241285,0.0027101831510663033,
308358,,,3252,,,488.87964153289795,,500.0,,,,1763260547.3389385,,500.0
308736,666.0,9.73564456216991e-05,3255,0.0,0.0001148233495769091,489.2536880970001,0.5603961944580078,,0.0001908494159579277,0.00461791455745697,-0.015949726104736328,1763260547.712985,0.003282255493104458,
309120,667.0,0.00012417961261235178,3259,0.0,0.00011459293455118313,489.58636808395386,0.5630629062652588,,2.0082108676433563e-05,-0.0018833503127098083,-0.0029697418212890625,1763260548.045665,0.0005407026037573814,
310400,668.0,237.42422485351562,3272,0.0,0.00011382488446542993,490.73118448257446,0.53083735704422,,4.881992936134338e-06,2.7455389499664307e-05,-3.8504600524902344e-05,1763260549.1904814,0.0010748207569122314,
310784,668.0,0.00015370572509709746,3275,0.0,0.00011359446943970397,491.0613148212433,0.5380772352218628,,0.0007068207487463951,-0.006418701261281967,-0.054267048835754395,1763260549.5206118,0.0028412332758307457,
310858,,,3276,,,491.0876274108887,,500.0,,,,1763260549.5469244,,500.0
312858,,,3296,,,492.9151358604431,,500.0,,,,1763260551.3744328,,500.0
313216,670.0,0.0001369442034047097,3299,0.0,0.00011213517427677289,493.26996088027954,0.5491371154785156,,0.00018970761448144913,0.00353376567363739,0.023529529571533203,1763260551.7292578,-0.001887747086584568,
317184,674.0,0.00028931855922564864,3338,0.0,0.00010975422628689557,496.81235551834106,0.5121564865112305,,0.001525850035250187,-0.012910403311252594,0.30330973863601685,1763260555.2716525,-0.006348150782287121,
318438,,,3351,,,497.88601517677307,,500.0,,,,1763260556.345312,,500.0
318976,675.0,147.1553497314453,3357,0.0,0.00010867895616684109,498.42871046066284,0.5281694531440735,,9.221583604812622e-05,0.0021803155541419983,-4.5299530029296875e-05,1763260556.8880074,-0.0022630691528320312,
319360,675.0,0.0001585898717166856,3360,0.0,0.00010844854114111513,498.7774884700775,0.5210760235786438,,6.443727761507034e-05,-0.0011147968471050262,-3.6203527450561523,1763260557.2367854,-0.0018843086436390877,
323200,679.0,0.00019122354569844902,3398,0.0,0.00010614439088385552,502.2011065483093,0.5253393054008484,,0.0006820997223258018,-0.012479033321142197,-0.0678553581237793,1763260560.6604035,-0.008168217726051807,
