global_step,charts/SPS,losses/value_loss,_step,losses/clipfrac,charts/learning_rate,_runtime,losses/entropy,charts/episodic_length,losses/approx_kl,losses/policy_loss,losses/explained_variance,_timestamp,losses/old_approx_kl,charts/episodic_return
5376,585.0,75.85771942138672,157,0.0,0.00029685100889764726,35.52526068687439,0.605011522769928,,0.0003602178767323494,0.0026016011834144592,0.1813867688179016,1763260093.9845576,0.0014287764206528664,
6411,,,172,,,38.489768505096436,,73.0,,,,1763260096.9490654,,73.0
8320,484.0,89.35325622558594,195,0.01953125,0.0002950844937004149,43.50701427459717,0.5948763489723206,,0.00955212116241455,-0.0009306780993938446,-0.04214608669281006,1763260101.9663112,0.016273288056254387,
8832,480.0,62.0703125,203,0.0,0.0002947772736661136,44.72661066055298,0.5962973237037659,,1.3424083590507507e-05,-0.0011611729860305786,0.03248053789138794,1763260103.1859076,0.00017398782074451447,
9600,476.0,65.71317291259766,213,0.0,0.0002943164436146617,46.47488808631897,0.588701605796814,,7.633119821548462e-06,-0.0008995011448860168,0.014364421367645264,1763260104.934185,0.0006798822432756424,
9984,476.0,80.6455078125,217,0.0,0.00029408602858893573,47.28668475151062,0.5806682109832764,,0.00017776153981685638,0.0035234391689300537,0.08350133895874023,1763260105.7459817,-0.00627070851624012,
10752,473.0,56.391143798828125,228,0.0,0.0002936251985374838,49.049129009246826,0.590053141117096,,0.00030318740755319595,-0.010703129693865776,0.2388134002685547,1763260107.508426,0.0065536657348275185,
11258,,,233,,,49.93914175033569,,165.0,,,,1763260108.3984387,,165.0
12396,,,251,,,52.748270750045776,,189.0,,,,1763260111.2075677,,189.0
12928,463.0,58.36252975463867,259,0.0,0.00029231951339170337,54.21241474151611,0.5736829042434692,148.0,0.00016309227794408798,-0.004305161535739899,0.429892897605896,1763260112.6717117,0.0005795331671833992,148.0
13365,,,265,,,55.16796255111694,,253.0,,,,1763260113.6272595,,253.0
14030,,,273,,,56.56508755683899,,210.0,,,,1763260115.0243845,,210.0
14080,461.0,36.30235290527344,274,0.0,0.0002916282683145255,56.82373762130737,0.5865769386291504,,0.0009005917236208916,-0.006697576493024826,0.6093854308128357,1763260115.2830346,0.00019715633243322372,
15488,461.0,41.8017578125,292,0.015625,0.00029078341322019696,59.88598299026489,0.5730369687080383,,0.004756670445203781,-0.005870392546057701,0.021435797214508057,1763260118.34528,-0.006925372406840324,
17408,460.0,110.20614624023438,321,0.0078125,0.00028963133809156716,64.14721393585205,0.4765221178531647,,0.0024862121790647507,-0.02890435978770256,0.040056705474853516,1763260122.6065109,0.012744687497615814,
17792,460.0,43.77964782714844,327,0.0,0.0002894009230658412,65.01214790344238,0.4952344000339508,,2.3898668587207794e-05,0.0013962378725409508,0.27716130018234253,1763260123.4714448,-0.000986381433904171,
18042,,,330,,,65.31980109214783,,142.0,,,,1763260123.779098,,142.0
18146,,,332,,,65.59086680412292,,104.0,,,,1763260124.0501637,,104.0
18422,,,337,,,66.17091774940491,,83.0,,,,1763260124.6302147,,83.0
18560,460.0,46.053382873535156,340,0.0,0.0002889400930143893,66.63564157485962,0.5052930116653442,,0.0009969435632228851,-0.009337760508060455,0.27974647283554077,1763260125.0949385,0.006280208006501198,
20608,463.0,26.35651969909668,370,0.0,0.00028771121287718415,70.82165002822876,0.5309801697731018,,1.040380448102951e-05,-7.279962301254272e-05,0.7032091617584229,1763260129.280947,0.0009122798219323158,
20992,465.0,13.544722557067871,375,0.0,0.0002874807978514582,71.4788601398468,0.5790231227874756,,0.0032310765236616135,-0.008602499961853027,0.9459379315376282,1763260129.938157,0.015238683670759201,
22400,462.0,16.945436477661133,396,0.0,0.00028663594275712967,74.79972648620605,0.5913280248641968,,0.00030591897666454315,-0.0006622672080993652,0.9721739888191223,1763260133.2590234,0.0013127624988555908,
24832,455.0,24.456668853759766,425,0.0,0.0002851766475941986,80.83929300308228,0.4933573007583618,,0.0007460266351699829,-0.0165417343378067,0.6101680994033813,1763260139.29859,0.011398101225495338,
26112,455.0,24.554779052734375,441,0.0,0.0002844085975084454,83.6133120059967,0.5319382548332214,,0.00020886491984128952,-0.0020316243171691895,0.009021997451782227,1763260142.072609,0.0016424460336565971,
26880,456.0,22.696744918823242,450,0.0,0.00028394776745699346,85.2013509273529,0.49158328771591187,,0.00035804416984319687,-0.012138061225414276,-0.010439038276672363,1763260143.6606479,0.005198606289923191,
28416,457.0,84.42550659179688,471,0.0,0.0002830261073540896,88.52141237258911,0.5035316348075867,,0.00048239436000585556,-0.0021731294691562653,0.3753809928894043,1763260146.9807093,0.009326008148491383,
29056,456.0,35.23591613769531,481,0.0,0.000282642082311213,89.99029660224915,0.5550068020820618,,0.0010945145040750504,-0.012469079345464706,0.5377158522605896,1763260148.4495935,0.014853316359221935,
29696,456.0,36.07988357543945,490,0.0,0.0002822580572683364,91.41282224655151,0.5689400434494019,,0.00042935460805892944,-0.0025304649025201797,-0.8936234712600708,1763260149.8721192,-0.0026916861534118652,
31072,,,504,,,94.08871221542358,,488.0,,,,1763260152.5480092,,488.0
32000,458.0,7.9758100509643555,515,0.0,0.00028087556711398065,96.18547940254211,0.5453153848648071,,0.0001827264204621315,-0.0031344667077064514,0.9631693363189697,1763260154.6447763,-0.0003137188032269478,
33536,460.0,14.249184608459473,530,0.0,0.0002799539070110768,99.20347619056702,0.5339353084564209,,5.306955426931381e-05,0.0010020807385444641,-0.006706357002258301,1763260157.6627731,-0.0011369800195097923,
34432,461.0,13.771631240844727,539,0.0,0.00027941627195104957,100.98310470581055,0.5779025554656982,,1.2213364243507385e-05,-0.0006661117076873779,-0.012413620948791504,1763260159.4424016,0.00038964301347732544,
35153,,,547,,,102.31902480125427,,251.0,,,,1763260160.7783217,,251.0
35968,462.0,12.587709426879883,555,0.0,0.0002784946118481457,104.05249238014221,0.602760374546051,,0.00029992032796144485,0.007123298943042755,0.07001274824142456,1763260162.5117893,-0.005984465591609478,
36352,463.0,11.387702941894531,559,0.0,0.00027826419682241976,104.80866599082947,0.5665993690490723,,0.0036361683160066605,-0.020105399191379547,0.0589299201965332,1763260163.267963,0.02635796368122101,
37120,463.0,10.632513046264648,568,0.0,0.00027780336677096784,106.47043418884277,0.5607888698577881,,0.00015946198254823685,0.0009366460144519806,0.12119776010513306,1763260164.9297311,-0.00040222425013780594,
39680,464.0,8.314444541931152,595,0.0,0.00027626726659946144,111.81849551200867,0.5640641450881958,,9.224563837051392e-05,-0.0030913464725017548,0.40704721212387085,1763260170.2777925,0.003927433863282204,
41216,464.0,274.3279113769531,612,0.0,0.00027534563560038805,115.08961653709412,0.5279453992843628,,0.0012406865134835243,-0.0105111263692379,0.014065563678741455,1763260173.5489135,0.0003827279433608055,
41472,464.0,8.237955093383789,614,0.087890625,0.0002751920255832374,115.57927775382996,0.6161419153213501,,0.015673018991947174,-0.0491844080388546,-0.13700997829437256,1763260174.0385747,0.02911674790084362,
42880,465.0,104.35151672363281,630,0.04296875,0.0002743471704889089,118.55855941772461,0.5493637919425964,,0.004833165556192398,0.010396800935268402,-0.00034236907958984375,1763260177.0178564,-0.012967446818947792,
43392,465.0,88.57904052734375,636,0.0,0.0002740399504546076,119.62500333786011,0.5717468857765198,,0.0016840165480971336,0.020035888999700546,0.43476736545562744,1763260178.0843003,0.006135818548500538,
43776,465.0,3.1430749893188477,640,0.0,0.00027380953542888165,120.38268518447876,0.5879412293434143,,1.5468336641788483e-05,-0.0006888136267662048,0.8356883525848389,1763260178.8419821,-0.0006314823403954506,
44672,465.0,3.1596784591674805,650,0.0,0.0002732719003688544,122.2256269454956,0.6115788817405701,,0.00030459649860858917,-0.002883419394493103,0.8598847985267639,1763260180.684924,0.004339257255196571,
45824,465.0,380.06585693359375,664,0.01953125,0.0002725806552916765,124.72642469406128,0.5525742173194885,,0.004632487893104553,-0.0023934319615364075,0.006249904632568359,1763260183.1857216,0.0314825102686882,
47872,466.0,4.231776237487793,684,0.0234375,0.0002713517751544714,128.860586643219,0.6185243129730225,,0.00894087739288807,-0.00967426598072052,0.7257276177406311,1763260187.3198836,-0.02004128322005272,
48256,466.0,227.48121643066406,689,0.0,0.00027112136012874544,129.72190046310425,0.5259230136871338,,0.00039621908217668533,-0.0011439211666584015,-0.07016026973724365,1763260188.1811974,-0.0027902116999030113,
49219,,,698,,,131.57349801063538,,500.0,,,,1763260190.032795,,500.0
49557,,,702,,,132.38317584991455,,338.0,,,,1763260190.8424728,,338.0
50048,467.0,1.438504695892334,707,0.0,0.00027004609000869095,133.45230555534363,0.5855626463890076,,0.0011062994599342346,-0.004463076591491699,-0.054961442947387695,1763260191.9116025,0.008137142285704613,
52019,,,729,,,137.64002871513367,,500.0,,,,1763260196.0993257,,500.0
54784,467.0,0.5817373394966125,757,0.0,0.0002672043046914041,143.43767786026,0.4857250452041626,,4.408787935972214e-05,0.001431209035217762,0.17918545007705688,1763260201.8969748,0.0010447325184941292,
55296,468.0,0.5733615756034851,762,0.0,0.0002668970846571028,144.49737882614136,0.5436625480651855,,2.823770046234131e-06,-0.00024612993001937866,-0.14121103286743164,1763260202.9566758,-0.0004434678703546524,
55732,,,767,,,145.37089657783508,,126.0,,,,1763260203.8301935,,126.0
56576,468.0,0.2951943874359131,775,0.0,0.0002661290345713496,147.140043258667,0.45124924182891846,,0.0003668079152703285,-0.002192452549934387,0.03746229410171509,1763260205.5993402,0.007037992589175701,
57856,469.0,0.26753151416778564,788,0.0,0.0002653609844855964,149.69363975524902,0.5091394186019897,,4.4609420001506805e-05,-0.0017370767891407013,-0.030078768730163574,1763260208.1529367,-0.0015912232920527458,
58752,469.0,0.21344710886478424,797,0.0,0.0002648233494255692,151.50005531311035,0.5206167697906494,,0.00039211753755807877,0.003351837396621704,-0.9427235126495361,1763260209.9593523,-0.006561708636581898,
59520,469.0,285.477294921875,806,0.0,0.00026436251937411726,153.15754461288452,0.5309447646141052,,0.000978630967438221,-0.0032916590571403503,0.02992534637451172,1763260211.6168416,-0.0008501959964632988,
60416,469.0,0.053955357521772385,815,0.0,0.00026382488431409,154.96478581428528,0.49497801065444946,,5.956925451755524e-05,0.001400231383740902,0.06306743621826172,1763260213.4240828,-0.00039064884185791016,
65408,472.0,0.0005098884576000273,863,0.0,0.0002608294889796525,164.87797784805298,0.40308815240859985,,0.0003037853166460991,-0.0053577665239572525,0.4080882668495178,1763260223.3372748,0.0033500613644719124,
66304,472.0,0.005553755443543196,872,0.0,0.0002602918539196253,166.70712876319885,0.5124005675315857,,0.00021266378462314606,-0.0077529363334178925,-0.9543421268463135,1763260225.1664257,0.008113661780953407,
66688,472.0,364.70892333984375,876,0.0,0.0002600614388938993,167.49846863746643,0.48006704449653625,,0.0002277866005897522,-0.008448544889688492,-0.00013828277587890625,1763260225.9577656,0.0029101278632879257,
71424,474.0,0.0003511215909384191,922,0.0,0.00025721965357661247,176.929212808609,0.4160706400871277,,0.0002343030646443367,0.0014867857098579407,0.10239821672439575,1763260235.3885098,-0.003985180519521236,
72192,474.0,151.96490478515625,930,0.0,0.00025675882352516055,178.4344892501831,0.5469340682029724,,0.0002963123843073845,0.001986520364880562,0.000546872615814209,1763260236.8937862,0.004403064958751202,
73068,,,938,,,179.9955735206604,,500.0,,,,1763260238.4548705,,500.0
73344,475.0,0.00013336463598534465,941,0.001953125,0.00025606757844798267,180.74105525016785,0.422988623380661,,0.0026453714817762375,0.009144319221377373,0.38447171449661255,1763260239.2003522,-0.00211525522172451,
73472,475.0,0.00013367946667131037,942,0.0,0.00025599077343940735,180.98692440986633,0.45089399814605713,,0.00030587054789066315,-0.0036645010113716125,0.6250051259994507,1763260239.4462214,-0.005620794370770454,
74068,,,948,,,182.0420114994049,,500.0,,,,1763260240.5013084,,500.0
76672,475.0,158.83837890625,974,0.0,0.00025407064822502434,187.44416761398315,0.43489348888397217,,0.0005533182993531227,-0.0010429993271827698,0.0005974769592285156,1763260245.9034646,0.005638699047267437,
77312,476.0,0.003312221495434642,980,0.0,0.00025368662318214774,188.71447706222534,0.38986244797706604,,0.0003963001072406769,-0.0049455128610134125,0.21346807479858398,1763260247.173774,-0.0050606150180101395,
77952,476.0,0.00017130437481682748,985,0.0,0.00025330259813927114,190.0018801689148,0.43605494499206543,,0.00019818264991044998,-0.0022176355123519897,-0.23426282405853271,1763260248.461177,-0.0007691280916333199,
78976,476.0,0.00019102939404547215,995,0.0,0.0002526881580706686,192.1009452342987,0.40467604994773865,,1.1199153959751129e-05,-0.0003301948308944702,0.11971229314804077,1763260250.5602422,-0.000681229867041111,
79104,476.0,472.1037292480469,997,0.0,0.00025261135306209326,192.41341376304626,0.45909300446510315,,0.00019625108689069748,-0.004821568727493286,3.266334533691406e-05,1763260250.8727107,-0.0025909924879670143,
81024,476.0,0.00014505995204672217,1015,0.0,0.0002514593070372939,196.22353386878967,0.4711487591266632,,0.0024383002892136574,0.016969487071037292,-0.03638172149658203,1763260254.6828308,0.018637344241142273,
81536,477.0,0.00017982319695875049,1020,0.0,0.00025115208700299263,197.24327397346497,0.4520544409751892,,0.00020961463451385498,-0.0012292899191379547,0.05713146924972534,1763260255.702571,0.0029269009828567505,
82568,,,1031,,,199.33902502059937,,500.0,,,,1763260257.798322,,500.0
84568,,,1050,,,202.3909924030304,,500.0,,,,1763260260.8502893,,500.0
84864,480.0,0.0008463567937724292,1053,0.0,0.0002491551567800343,202.79138231277466,0.5236300230026245,,0.0012703808024525642,-0.002808932214975357,0.022579848766326904,1763260261.2506793,-0.0020621074363589287,
85376,482.0,0.0006209994899109006,1058,0.0,0.000248847936745733,203.40743136405945,0.5652873516082764,,0.0016645211726427078,-0.001827377825975418,0.15142488479614258,1763260261.8667283,0.015306688845157623,
87936,485.0,0.0007074912427924573,1083,0.0,0.0002473118365742266,207.64048528671265,0.45677536725997925,,9.494554251432419e-05,-0.00284561887383461,0.08730608224868774,1763260266.0997822,0.0006874082610011101,
88704,485.0,0.003568802960216999,1091,0.0,0.0002468510065227747,209.0431182384491,0.4848537743091583,,0.00015354901552200317,-0.0051512569189071655,0.12204855680465698,1763260267.5024152,0.00037394650280475616,
90240,486.0,0.005304607097059488,1106,0.0,0.00024592934641987085,211.74428725242615,0.5421766638755798,,0.0005797576159238815,-0.01297348365187645,0.27367842197418213,1763260270.2035842,0.004876242950558662,
91520,489.0,0.00015655004244763404,1118,0.009765625,0.00024516129633411765,213.49799132347107,0.5275586247444153,,0.0018317429348826408,-0.007993176579475403,-0.06701207160949707,1763260271.9572883,-0.0019893115386366844,
92160,490.0,379.0764465332031,1125,0.0,0.00024477727129124105,214.2269937992096,0.5630797147750854,,0.0008031995967030525,0.007926583290100098,9.238719940185547e-05,1763260272.6862907,0.0005382923409342766,
93056,492.0,0.00023156858514994383,1133,0.013671875,0.0002442396362312138,215.2059783935547,0.4624386429786682,,0.006599148735404015,-0.0006730752065777779,-0.08830082416534424,1763260273.6652753,0.028396235778927803,
94336,494.0,0.0005066324374638498,1145,0.0,0.0002434715861454606,217.2309215068817,0.525547981262207,,0.00010482128709554672,-0.001123867928981781,-0.26116490364074707,1763260275.6902184,-0.00282877404242754,
96256,495.0,0.0009292747126892209,1164,0.001953125,0.0002423195110168308,220.75632882118225,0.5326331853866577,,0.0002865064889192581,0.005120918154716492,-0.09729087352752686,1763260279.2156258,-0.006973249837756157,
96384,495.0,0.00016636446525808424,1165,0.0078125,0.00024224270600825548,220.97702479362488,0.5388028621673584,,0.004536346532404423,-0.005643303506076336,-0.15321457386016846,1763260279.4363217,-0.03217456489801407,
97024,495.0,139.9965057373047,1172,0.0,0.00024185868096537888,222.17855429649353,0.5292255878448486,,0.0005475245416164398,-0.0048626139760017395,-0.00018358230590820312,1763260280.6378512,-0.00875166803598404,
97973,,,1181,,,224.42391085624695,,500.0,,,,1763260282.8832078,,500.0
98473,,,1186,,,225.20506262779236,,500.0,,,,1763260283.6643596,,500.0
99584,497.0,184.1801300048828,1197,0.0,0.00024032258079387248,226.47653889656067,0.5128195285797119,,3.746151924133301e-05,-0.0003835335373878479,0.00013577938079833984,1763260284.9358358,0.00018774718046188354,
101248,501.0,0.00044004706433042884,1213,0.0,0.0002393241156823933,228.41795754432678,0.5879990458488464,,0.004699465818703175,0.009251408278942108,0.06576061248779297,1763260286.8772545,0.014127320609986782,
101473,,,1215,,,228.58317923545837,,500.0,,,,1763260287.0424762,,500.0
102528,503.0,185.51219177246094,1226,0.0,0.0002385560655966401,229.85640907287598,0.492776483297348,,5.5849552154541016e-05,0.00022274721413850784,-5.340576171875e-05,1763260288.315706,-0.00024305284023284912,
102973,,,1230,,,230.31408143043518,,500.0,,,,1763260288.7733784,,500.0
103424,505.0,4.6291355829453096e-05,1234,0.0,0.00023801843053661287,230.8583104610443,0.5297733545303345,,0.00027826521545648575,-0.002355717122554779,0.1423962116241455,1763260289.3176074,-0.002173907123506069,
104473,,,1245,,,232.23085522651672,,500.0,,,,1763260290.6901522,,500.0
105472,507.0,9.063024481292814e-05,1254,0.0,0.00023678955039940774,234.13514137268066,0.458371102809906,,0.00045085232704877853,-0.0057106949388980865,-0.06394922733306885,1763260292.5944383,-0.00300800334662199,
107136,507.0,0.005237143486738205,1271,0.0,0.00023579108528792858,237.26127862930298,0.49851176142692566,,0.0017368113622069359,-0.019005481153726578,0.026683330535888672,1763260295.7205756,0.010862971656024456,
109973,,,1299,,,242.4440038204193,,500.0,,,,1763260300.9033008,,500.0
114048,514.0,579.7130126953125,1339,0.0,0.00023164362937677652,247.8299102783203,0.5364024043083191,,0.0008630072697997093,-0.00297444686293602,0.00015372037887573242,1763260306.2892072,0.005970382131636143,
114176,515.0,0.005715847481042147,1340,0.0078125,0.0002315668243682012,247.98188710212708,0.5267455577850342,,0.0029801679775118828,-0.01330510526895523,0.09659624099731445,1763260306.441184,0.012612381018698215,
115072,516.0,271.1181640625,1349,0.0,0.00023102918930817395,249.0619261264801,0.5172157883644104,,0.0002136044204235077,-0.0047302767634391785,9.459257125854492e-05,1763260307.521223,0.005834348499774933,
116480,519.0,475.3550720214844,1363,0.0,0.00023018433421384543,250.73521089553833,0.554295539855957,,0.00042114127427339554,0.019385885447263718,0.00028765201568603516,1763260309.1945078,-0.0022005168721079826,
116736,519.0,0.0003699806402437389,1365,0.00390625,0.0002300307241966948,251.03133535385132,0.4882679581642151,,0.0039159031584858894,-0.020629115402698517,0.06474322080612183,1763260309.4906323,-0.008561610244214535,
117248,520.0,0.0003541720216162503,1370,0.005859375,0.0002297235041623935,251.59563183784485,0.497150719165802,,0.0006843702867627144,0.00016154814511537552,-0.07827961444854736,1763260310.0549288,0.008900406770408154,
118272,522.0,0.00026229763170704246,1380,0.0,0.00022910906409379095,252.83729791641235,0.5267382860183716,,0.00019340869039297104,0.008191347122192383,0.06302982568740845,1763260311.2965949,0.0022925985977053642,
118400,522.0,0.00015597348101437092,1381,0.0,0.00022903225908521563,252.98933172225952,0.49659478664398193,,0.0009080991148948669,-0.007150322198867798,0.04050689935684204,1763260311.4486287,-0.014309950172901154,
119040,523.0,408.5164794921875,1388,0.0,0.00022864823404233903,253.74097895622253,0.5196989178657532,,0.0010466072708368301,-0.00413130410015583,-1.5497207641601562e-05,1763260312.200276,-0.011803695932030678,
119808,524.0,0.0005496569792740047,1395,0.0,0.0002281874039908871,254.56625652313232,0.5689031481742859,,2.99699604511261e-05,0.00035912543535232544,-0.0010933876037597656,1763260313.0255535,0.0013036709278821945,
120192,525.0,0.004641207400709391,1399,0.0,0.00022795698896516114,254.96799492835999,0.5070574283599854,,0.0002680951729416847,0.005359858274459839,0.04075700044631958,1763260313.4272919,-0.0026675621047616005,
120832,526.0,0.00025575581821613014,1405,0.0,0.00022757296392228454,255.66342973709106,0.5569489002227783,,0.000133393332362175,-0.0019401032477617264,0.12886935472488403,1763260314.1227267,-0.004843296483159065,
123520,530.0,538.72216796875,1432,0.0,0.00022596005874220282,259.01060700416565,0.49359676241874695,,0.0009852023795247078,0.0011672433465719223,6.079673767089844e-06,1763260317.469904,0.00503410492092371,
123648,530.0,0.0050313579849898815,1433,0.0,0.0002258832537336275,259.22630167007446,0.5438135862350464,,0.0002292962744832039,-0.001725509762763977,-0.0018881559371948242,1763260317.6855986,-0.0009491285309195518,
125952,531.0,7.231541530927643e-05,1455,0.0,0.00022450076357927173,263.107266664505,0.4907466471195221,,0.00019760150462388992,-0.0037084557116031647,0.19448554515838623,1763260321.5665636,-0.0007407879456877708,
125973,,,1456,,,263.1560583114624,,500.0,,,,1763260321.6153553,,500.0
126080,531.0,177.20411682128906,1457,0.0,0.0002244239585706964,263.3831264972687,0.49487927556037903,,0.00036439578980207443,0.0023199915885925293,-5.805492401123047e-05,1763260321.8424234,0.002415747381746769,
131968,535.0,0.0001265557948499918,1514,0.0,0.0002208909427281469,272.65349864959717,0.5141297578811646,,0.001468234695494175,-0.008324790745973587,-0.04715275764465332,1763260331.1127956,0.009559658356010914,
132608,536.0,0.005377482622861862,1521,0.0,0.0002205069176852703,273.7110297679901,0.510400652885437,,0.0010309843346476555,-0.004612511955201626,-0.07725858688354492,1763260332.1703267,0.00518373679369688,
132992,536.0,314.38934326171875,1525,0.0,0.00022027650265954435,274.24232363700867,0.45007312297821045,,3.421120345592499e-05,-0.0009573474526405334,0.0005374550819396973,1763260332.7016206,0.0030094552785158157,
133248,536.0,0.0007058207411319017,1527,0.0,0.0002201228926423937,274.51500415802,0.4635274410247803,,0.0008702883496880531,0.0023242197930812836,-0.042685747146606445,1763260332.974301,0.0011557908728718758,
133473,,,1529,,,274.6933629512787,,500.0,,,,1763260333.15266,,500.0
133973,,,1534,,,275.29632115364075,,500.0,,,,1763260333.755618,,500.0
134144,538.0,0.004117227159440517,1536,0.0,0.00021958525758236647,275.5791428089142,0.5180034637451172,,0.00031146779656410217,-0.0036964118480682373,0.18468284606933594,1763260334.0384398,0.0028575006872415543,
134912,539.0,9.944203338818625e-05,1543,0.0,0.00021912442753091455,276.4537353515625,0.46793854236602783,,0.000638030469417572,-0.0065508075058460236,0.15369129180908203,1763260334.9130323,0.0016849469393491745,
135040,539.0,306.3265380859375,1545,0.0,0.00021904762252233922,276.6121656894684,0.4604557752609253,,0.00043540913611650467,0.0017394684255123138,0.0003865957260131836,1763260335.0714626,-0.00913598109036684,
135168,539.0,0.004482911434024572,1546,0.0,0.0002189708175137639,276.74285650253296,0.5247827768325806,,0.0003019692376255989,-0.0015099644660949707,0.18166249990463257,1763260335.2021534,0.00892093125730753,
136448,541.0,0.00016939567285589874,1558,0.0,0.0002182027674280107,278.20375180244446,0.4891856908798218,,4.337728023529053e-05,-0.00035724788904190063,-0.08097994327545166,1763260336.6630487,0.0019062124192714691,
136473,,,1559,,,278.23153591156006,,500.0,,,,1763260336.6908329,,500.0
136960,542.0,0.00022241531405597925,1563,0.0,0.00021789554739370942,278.78981590270996,0.5244390368461609,,0.0006801048293709755,-0.00013986974954605103,0.09899401664733887,1763260337.2491128,-0.002575480379164219,
137216,542.0,0.004386593587696552,1566,0.0,0.00021774193737655878,279.0765206813812,0.5150318741798401,,0.000376909039914608,-0.002552226185798645,-0.08288836479187012,1763260337.5358176,-0.0011881263926625252,
139473,,,1588,,,281.99250531196594,,500.0,,,,1763260340.4518023,,500.0
139520,545.0,262.0164489746094,1589,0.0,0.00021635944722220302,282.19055700302124,0.5394464135169983,,0.00039502792060375214,-0.004900988191366196,0.0002213120460510254,1763260340.649854,0.0015305690467357635,
140416,545.0,0.00022125319810584188,1597,0.0,0.00021582181216217577,283.6544394493103,0.5346832871437073,,0.0002825520932674408,-0.006057038903236389,-0.8523764610290527,1763260342.1137364,0.008042722940444946,
141440,545.0,0.00021665357053279877,1607,0.0,0.0002152073720935732,285.40165066719055,0.4466996192932129,,0.0009506838396191597,-0.006756298243999481,-3.879181385040283,1763260343.8609476,0.0076857274398207664,
141568,545.0,213.85964965820312,1609,0.0,0.0002151305670849979,285.67102217674255,0.5707439184188843,,0.0008326973766088486,-0.0028024017810821533,0.0003039836883544922,1763260344.130319,0.0026445724070072174,
141696,545.0,0.003871469758450985,1610,0.0,0.00021505376207642257,285.8912308216095,0.5638433694839478,,0.0016781417652964592,0.007782485336065292,-0.05984508991241455,1763260344.3505278,0.007421745918691158,
141952,546.0,0.00010298237612005323,1612,0.001953125,0.00021490015205927193,286.3017575740814,0.5155149102210999,,0.004059419967234135,-0.01852777600288391,0.3799278736114502,1763260344.7610545,0.006110155023634434,
143360,546.0,6.718116492265835e-05,1626,0.0,0.0002140552969649434,288.7495975494385,0.5084486603736877,,1.1881813406944275e-05,-0.0006683170795440674,0.25768792629241943,1763260347.2088945,-0.0021990016102790833,
144512,548.0,275.08807373046875,1638,0.0,0.00021336405188776553,290.0482814311981,0.5489498376846313,,0.0009641461074352264,0.008352115750312805,0.00014144182205200195,1763260348.5075784,0.019423695281147957,
149504,551.0,207.7676239013672,1687,0.0,0.00021036865655332804,297.35314106941223,0.5387853384017944,,4.5307911932468414e-05,0.0027985312044620514,-1.4066696166992188e-05,1763260355.812438,0.0021537942811846733,
154112,557.0,0.004318613559007645,1732,0.00390625,0.00020760369079653174,302.7192120552063,0.44161784648895264,,0.0025905752554535866,-0.004020266234874725,0.8817270398139954,1763260361.178509,-0.0071856556460261345,
155473,,,1745,,,304.0924479961395,,500.0,,,,1763260362.551745,,500.0
156288,560.0,0.0004003401263616979,1753,0.0,0.0002062980056507513,305.05144333839417,0.4395875036716461,,0.0011204993352293968,-0.004464678466320038,0.8172963261604309,1763260363.5107403,-0.0012690601870417595,
156416,560.0,0.00022509599511977285,1754,0.03125,0.00020622120064217597,305.1766219139099,0.4240243434906006,,0.006376365199685097,-0.01613796502351761,0.6488894820213318,1763260363.6359189,0.023582959547638893,
157473,,,1765,,,306.32333874702454,,500.0,,,,1763260364.7826357,,500.0
