charts/episodic_length,losses/explained_variance,losses/clipfrac,_step,charts/SPS,losses/policy_loss,charts/learning_rate,_runtime,losses/approx_kl,global_step,losses/entropy,charts/episodic_return,losses/value_loss,losses/old_approx_kl,_timestamp
,4.32133674621582e-05,0.0,3435,1086.0,0.0019419603049755096,0.00010506912803975865,326.5488471984863,0.0002056751400232315,324992,0.5473949909210205,,0.003318596864119172,0.004858432337641716,1763260411.992072
,-0.6722927093505859,0.0,3450,1086.0,-0.001619681715965271,0.00010414746793685481,327.9161102771759,0.00011061597615480423,326528,0.5416834354400635,,0.0033144508488476276,-0.002566167153418064,1763260413.3593352
,-0.16590428352355957,0.0,3451,1086.0,-0.002510765567421913,0.00010407066292827949,328.02547001838684,6.0156919062137604e-05,326656,0.5601497888565063,,0.0001838183670770377,0.004974673502147198,1763260413.468695
500.0,,,3462,,,,329.0021216869354,,327807,,500.0,,,1763260414.4453466
,-0.060819387435913086,0.0,3476,1086.0,-0.005041942000389099,0.00010253456275677308,330.3613851070404,0.00045294128358364105,329216,0.5074440836906433,,0.00023512772168032825,-0.002858757972717285,1763260415.80461
,-1.5549240112304688,0.0,3479,1086.0,-0.028061341494321823,0.00010238095273962244,330.58614206314087,0.000982280820608139,329472,0.513897180557251,,0.004007136449217796,-0.009619055315852165,1763260416.029367
,4.6372413635253906e-05,0.0,3498,1086.0,-0.0006032884120941162,0.00010122887761099264,332.29656958580017,5.3734518587589264e-05,331392,0.5452231168746948,,319.9577331542969,-0.0008300198242068291,1763260417.7397945
,-3.635883331298828e-05,0.0,3503,1086.0,-0.00012055039405822754,0.00010092165757669136,332.7757887840271,1.399219036102295e-05,331904,0.5391377210617065,,340.85919189453125,-0.0030084680765867233,1763260418.2190137
,-3.981590270996094e-05,0.0,3513,1086.0,0.0013429336249828339,0.0001003072175080888,333.70170068740845,6.769970059394836e-05,332928,0.5176748037338257,,335.9286804199219,0.0017477013170719147,1763260419.1449256
,-0.35194718837738037,0.0,3525,1086.0,0.0005933968350291252,9.95391674223356e-05,334.8965229988098,5.330238491296768e-05,334208,0.5174413919448853,,0.00021032037329860032,-0.003433940000832081,1763260420.339748
,-0.00010824203491210938,0.0,3537,1086.0,-0.000253407284617424,9.884792962111533e-05,335.9556634426117,3.828667104244232e-06,335360,0.49787864089012146,,187.99208068847656,-0.0011332696303725243,1763260421.3988883
,-0.05489301681518555,0.0,3554,1086.0,0.001058034598827362,9.777265950106084e-05,337.5522539615631,0.00014919042587280273,337152,0.5456013083457947,,0.000290517695248127,0.0010907705873250961,1763260422.9954789
,0.06776517629623413,0.0,3555,1086.0,-0.012687228620052338,9.769585449248552e-05,337.697714805603,0.0004544481635093689,337280,0.5171608924865723,,0.0002571424702182412,0.002907685935497284,1763260423.1409397
,-2.8967857360839844e-05,0.0,3576,1087.0,-0.0002093864604830742,9.64669743552804e-05,339.52164936065674,8.14627856016159e-06,339328,0.5308492183685303,,344.9150390625,0.00013708602637052536,1763260424.9648743
,-0.01392817497253418,0.0,3578,1086.0,0.0005792006850242615,9.631336433812976e-05,339.78041648864746,3.126263618469238e-05,339584,0.4816838502883911,,0.00021624610235448927,-0.001990972086787224,1763260425.2236414
,-2.0265579223632812e-05,0.0,3581,1086.0,-0.001890871673822403,9.615975432097912e-05,340.0036680698395,0.00022637657821178436,339840,0.48777052760124207,,236.03567504882812,0.0035119596868753433,1763260425.446893
,-0.03222358226776123,0.0,3589,1087.0,-0.0017748624086380005,9.562211926095188e-05,340.8184504508972,4.4422224164009094e-05,340736,0.5048322677612305,,0.00018767824803944677,-0.0009206198155879974,1763260426.2616754
,-0.16745197772979736,0.0,3613,1087.0,-0.008753366768360138,9.416282409802079e-05,343.0272328853607,0.0012599751353263855,343168,0.5041382908821106,,0.00033616420114412904,-0.003214944154024124,1763260428.4704578
,-0.015868425369262695,0.0,3622,1087.0,0.00015264376997947693,9.362518903799355e-05,343.80728554725647,4.0605664253234863e-07,344064,0.5411008596420288,,0.00031432410469278693,0.00019199587404727936,1763260429.2505105
,6.556510925292969e-06,0.0,3640,1087.0,-4.6368688344955444e-05,9.254992619389668e-05,345.43711614608765,3.188755363225937e-05,345856,0.49095407128334045,,464.4420471191406,0.0016820384189486504,1763260430.880341
,-0.06105339527130127,0.0,3656,1087.0,-0.000948779284954071,9.155146108241752e-05,346.9218351840973,9.778980165719986e-05,347520,0.5432313084602356,,0.002512282459065318,0.0002541756257414818,1763260432.36506
500.0,,,3669,,,,348.1063675880432,,348807,,500.0,,,1763260433.5495925
,-0.00027954578399658203,0.0,3679,1087.0,-0.0013207308948040009,9.016897092806175e-05,348.9977173805237,4.7963112592697144e-05,349824,0.5135388970375061,,463.31182861328125,-0.00036013126373291016,1763260434.4409423
500.0,,,3683,,,,349.40049600601196,,350307,,500.0,,,1763260434.843721
,-3.3736228942871094e-05,0.0,3684,1087.0,6.523355841636658e-05,8.986175089376047e-05,349.4789409637451,1.9203871488571167e-06,350336,0.599575936794281,,114.58145904541016,0.00039811618626117706,1763260434.9221659
,-9.679794311523438e-05,0.0,3711,1087.0,-0.004800736904144287,8.824884571367875e-05,351.9370882511139,0.00026686862111091614,353024,0.5756173729896545,,62.279842376708984,-0.003714578226208687,1763260437.3803132
,0.06909209489822388,0.0,3713,1087.0,-0.0032587479799985886,8.809523569652811e-05,352.1896688938141,0.00018694624304771423,353280,0.620779275894165,,0.0002650839742273092,-0.0006996020674705505,1763260437.6328938
500.0,,,3715,,,,352.3338966369629,,353490,,500.0,,,1763260437.7771215
,-1.6450881958007812e-05,0.0,3731,1087.0,0.00022448599338531494,8.701997285243124e-05,353.7893178462982,1.1625699698925018e-05,355072,0.5628634095191956,,194.38101196289062,-4.857499152421951e-05,1763260439.2325428
,0.09185713529586792,0.0,3734,1087.0,0.0006117746233940125,8.678955782670528e-05,354.13826036453247,7.607229053974152e-05,355456,0.48638007044792175,,0.00027761279488913715,0.0006020590662956238,1763260439.5814853
,1.0013580322265625e-05,0.0,3755,1087.0,-0.0008959099650382996,8.556067768950015e-05,356.0770881175995,4.9501657485961914e-05,357504,0.6016356348991394,,326.4742431640625,-0.0011041276156902313,1763260441.520313
,-7.236003875732422e-05,0.0,3775,1087.0,-0.0016755759716033936,8.433179755229503e-05,357.95892310142517,5.1388517022132874e-05,359552,0.6049714684486389,,360.1969909667969,-0.0014746803790330887,1763260443.402148
500.0,,,3779,,,,358.3072395324707,,359974,,500.0,,,1763260443.7504644
,0.5500587821006775,0.0,3804,1087.0,-0.00021775253117084503,8.256528235506266e-05,360.7125165462494,0.00022464245557785034,362496,0.5720847249031067,,0.0035921477247029543,0.002408260479569435,1763260446.1557415
500.0,,,3807,,,,360.9768900871277,,362827,,500.0,,,1763260446.420115
,0.014202654361724854,0.0,3847,1087.0,-0.0007413886487483978,7.995391933945939e-05,364.7127776145935,4.177354276180267e-05,366848,0.6199933886528015,,0.00032888620626181364,-0.00018142163753509521,1763260450.1560025
,-5.733966827392578e-05,0.0,3879,1087.0,-0.0013587027788162231,7.803379412507638e-05,367.65078711509705,1.774262636899948e-05,370048,0.6046584248542786,,180.71441650390625,-0.0003448678180575371,1763260453.094012
500.0,,,3883,,,,368.0457618236542,,370514,,500.0,,,1763260453.4889867
,-5.1021575927734375e-05,0.0,3884,1087.0,-0.0030522383749485016,7.77265740907751e-05,368.1298358440399,6.006471812725067e-05,370560,0.5407682061195374,,210.80319213867188,-0.0018538851290941238,1763260453.5730608
,-0.1563279628753662,0.0,3887,1087.0,0.0015571806579828262,7.749615906504914e-05,368.46201610565186,0.0002218848094344139,370944,0.5065832138061523,,0.0002487138845026493,0.0017520012333989143,1763260453.905241
,0.008480072021484375,0.0,3891,1087.0,-0.002667926251888275,7.726574403932318e-05,368.8087480068207,0.00031856633722782135,371328,0.5017606616020203,,0.00046342372661456466,-0.004936063662171364,1763260454.251973
500.0,,,3898,,,,369.4622280597687,,372014,,500.0,,,1763260454.905453
,-0.0010597705841064453,0.0,3912,1087.0,-0.0009598061442375183,7.596005889354274e-05,370.8206260204315,6.757676601409912e-05,373504,0.5957207083702087,,0.00027908224728889763,-0.001741243526339531,1763260456.263851
,-0.18989145755767822,0.0,3915,1087.0,-0.005570344626903534,7.58064488763921e-05,371.0807476043701,0.00019881222397089005,373760,0.5350662469863892,,0.002365549560636282,-0.0008169738575816154,1763260456.5239725
,-0.0001062154769897461,0.0,3928,1087.0,-0.0020008571445941925,7.503840606659651e-05,372.2307448387146,8.756108582019806e-05,375040,0.5700027346611023,,247.52088928222656,-0.00038578733801841736,1763260457.6739697
,-0.10877370834350586,0.0,3944,1087.0,-0.0027111750096082687,7.403994095511734e-05,373.71173644065857,0.00011822022497653961,376704,0.5585448741912842,,0.002718971576541662,-0.0012243743985891342,1763260459.1549613
,-0.14442598819732666,0.0,3945,1087.0,0.0029050111770629883,7.396313594654202e-05,373.8241751194,9.935908019542694e-05,376832,0.509336531162262,,0.00043728877790272236,0.00011095032095909119,1763260459.2674
,-0.010886549949645996,0.0,3946,1087.0,-0.0017333030700683594,7.38863309379667e-05,373.9353914260864,2.2852793335914612e-05,376960,0.5955952405929565,,0.0003643062664195895,-0.0007743705064058304,1763260459.3786163
,0.00901120901107788,0.0,3954,1087.0,-0.005285024642944336,7.342550088651478e-05,374.6497850418091,0.0001269746571779251,377728,0.5523215532302856,,0.0024005197919905186,0.000936601310968399,1763260460.09301
,9.98377799987793e-05,0.0,3963,1087.0,0.003301221877336502,7.288786582648754e-05,375.46271538734436,9.95248556137085e-05,378624,0.5716201066970825,,354.3046569824219,-0.0015187300741672516,1763260460.9059403
,-0.38855719566345215,0.0,3969,1087.0,0.0004642494022846222,7.250384078361094e-05,376.0430335998535,3.611575812101364e-05,379264,0.586272656917572,,0.002144659636542201,0.0015873266384005547,1763260461.4862585
,0.0001825094223022461,0.0,3981,1087.0,-1.3131648302078247e-05,7.181259570643306e-05,377.1166582107544,4.844740033149719e-06,380416,0.562279462814331,,334.9034729003906,5.0242990255355835e-05,1763260462.559883
,-0.11843609809875488,0.0,3983,1087.0,-0.001808233791962266,7.165898568928242e-05,377.3710951805115,0.00016451161354780197,380672,0.5584637522697449,,0.0005713505088351667,-0.00012553390115499496,1763260462.81432
,-0.1825554370880127,0.0,3997,1087.0,0.002922091633081436,7.08141305949539e-05,378.6282196044922,0.00011592451483011246,382080,0.5577616691589355,,0.001380303641781211,0.0024908995255827904,1763260464.0714445
,0.00017631053924560547,0.0,4020,1087.0,0.00032357126474380493,6.943164044059813e-05,380.7005262374878,3.101397305727005e-05,384384,0.5363690257072449,,96.87554931640625,0.00032194238156080246,1763260466.1437511
,-0.00015687942504882812,0.0,4059,1088.0,0.0008649006485939026,6.705069245072082e-05,384.27013516426086,4.703085869550705e-05,388352,0.5597341060638428,,336.5050048828125,-0.0019528428092598915,1763260469.71336
,0.2186371088027954,0.0,4087,1088.0,0.00040433555841445923,6.528417725348845e-05,386.95792841911316,1.9281171262264252e-05,391296,0.5733352303504944,,0.0003771170158870518,-0.00031094346195459366,1763260472.4011533
,0.009010553359985352,0.0,4091,1088.0,0.0008307807147502899,6.505376222776249e-05,387.2919497489929,2.109445631504059e-05,391680,0.5068390965461731,,0.00041809160029515624,0.0027338694781064987,1763260472.7351747
,-0.15785551071166992,0.0,4105,1088.0,-0.002847224473953247,6.420890713343397e-05,388.59541034698486,6.449408829212189e-05,393088,0.5369208455085754,,0.0005507867317646742,0.002636285498738289,1763260474.0386353
,-0.04684484004974365,0.0,4109,1088.0,-0.0006477031856775284,6.397849210770801e-05,388.98224663734436,1.7165206372737885e-05,393472,0.5582523941993713,,0.002460467629134655,0.0009451480582356453,1763260474.4254715
,-0.005522608757019043,0.0,4115,1088.0,-0.00023731589317321777,6.35944670648314e-05,389.53668570518494,1.948326826095581e-06,394112,0.54244464635849,,0.000536912411917001,-0.0005389489233493805,1763260474.9799106
,-0.18378722667694092,0.0,4119,1088.0,-0.0007289927452802658,6.336405203910545e-05,389.90701723098755,6.117206066846848e-05,394496,0.5742426514625549,,0.002355688251554966,-1.7023645341396332e-05,1763260475.3502421
,-0.12681710720062256,0.0,4144,1088.0,-8.705258369445801e-05,6.182795914355665e-05,392.203901052475,3.8817524909973145e-06,397056,0.5360192656517029,,0.0021562741603702307,-0.000590810552239418,1763260477.647126
,-0.33459389209747314,0.0,4150,1088.0,0.0014768503606319427,6.144393410068005e-05,392.75826597213745,4.394073039293289e-05,397696,0.5753292441368103,,0.0004823152848985046,0.0002107890322804451,1763260478.2014909
,-0.017362236976623535,0.0,4168,1088.0,-0.0009612590074539185,6.036866398062557e-05,394.39408016204834,6.59329816699028e-05,399488,0.5649188756942749,,0.002044334774836898,-0.0008423523977398872,1763260479.837305
,-0.027107596397399902,0.0,4184,1088.0,8.41282308101654e-05,5.937019886914641e-05,395.8787798881531,8.821487426757812e-06,401152,0.5881006717681885,,0.0005191574455238879,-6.749667227268219e-05,1763260481.3220048
,-0.225028395652771,0.0,4194,1088.0,-0.00033020228147506714,5.8755758800543845e-05,396.8063819408417,4.8053450882434845e-05,402176,0.5975406765937805,,0.0004963603569194674,-0.0023451345041394234,1763260482.2496068
,-0.057967543601989746,0.0,4199,1088.0,0.0006187036633491516,5.844854240422137e-05,397.28708267211914,2.1537765860557556e-05,402688,0.5628481507301331,,0.0004673006769735366,-0.0025959890335798264,1763260482.7303076
,-0.634696364402771,0.0,4224,1088.0,-0.004273146390914917,5.6912442232714966e-05,399.58200669288635,0.00036625657230615616,405248,0.5442779064178467,,0.0004991547320969403,-0.0003751693293452263,1763260485.0252316
,-0.22885966300964355,0.0,4229,1088.0,-0.0012255571782588959,5.6605222198413685e-05,400.04585218429565,0.00012631714344024658,405760,0.6015605330467224,,0.00045066472375765443,-0.0006550159305334091,1763260485.489077
,-0.053503990173339844,0.0,4243,1088.0,-0.0009623616933822632,5.576036710408516e-05,401.35825872421265,0.00010253675282001495,407168,0.6016435027122498,,0.0005918698734603822,-0.00013141892850399017,1763260486.8014836
,-5.733966827392578e-05,0.0,4246,1088.0,0.0009387582540512085,5.560675708693452e-05,401.58447265625,2.8691254556179047e-05,407424,0.5874238610267639,,241.65628051757812,-0.0006372192874550819,1763260487.0276976
,-0.6560146808624268,0.0,4252,1088.0,-0.00042547285556793213,5.522273568203673e-05,402.14231729507446,3.698281943798065e-06,408064,0.5304132699966431,,0.0021065636537969112,-0.0007611522451043129,1763260487.5855422
,-0.03589916229248047,0.0,4254,1088.0,-0.0010586082935333252,5.506912566488609e-05,402.4018473625183,8.45547765493393e-06,408320,0.5853433609008789,,0.00036420757533051074,-0.00019988510757684708,1763260487.8450723
500.0,,,4255,,,,402.40618443489075,,408327,,500.0,,,1763260487.8494093
,-0.47019803524017334,0.0,4273,1088.0,0.0004860362969338894,5.3993855544831604e-05,404.0021402835846,2.0973384380340576e-05,410112,0.519508957862854,,0.0012422368163242936,0.0006551966071128845,1763260489.4453652
,0.00016504526138305664,0.0,4276,1088.0,-0.00014100968837738037,5.384024552768096e-05,404.2271075248718,9.490177035331726e-07,410368,0.5732979774475098,,748.8795166015625,-1.756567507982254e-05,1763260489.6703324
,-0.07736861705780029,0.0,4277,1088.0,0.00011381879448890686,5.376344051910564e-05,404.3746178150177,9.20519232749939e-06,410496,0.5512463450431824,,0.002695242641493678,0.0002954583615064621,1763260489.8178427
,-0.4728955030441284,0.0,4278,1088.0,-0.0019850842654705048,5.368663551053032e-05,404.48466300964355,0.00011815037578344345,410624,0.5983251929283142,,0.0008812388405203819,-0.0062588537111878395,1763260489.927888
,0.060458481311798096,0.0,4288,1088.0,0.00037954747676849365,5.307219544192776e-05,405.40945315361023,3.041699528694153e-06,411648,0.5943759679794312,,0.0008263646741397679,-0.0005377642810344696,1763260490.852678
500.0,,,4290,,,,405.5311059951782,,411797,,500.0,,,1763260490.974331
,0.26636040210723877,0.0,4292,1088.0,-0.00765865296125412,5.28417804162018e-05,405.74266600608826,0.00033087749034166336,412032,0.5789718627929688,,0.002647978952154517,0.005298216827213764,1763260491.185891
500.0,,,4314,,,,407.8257215023041,,414297,,500.0,,,1763260493.2689464
,-0.10348594188690186,0.0,4318,1088.0,-0.00201406329870224,5.122887887409888e-05,408.2409074306488,2.6617199182510376e-05,414720,0.6040217876434326,,0.0004916489124298096,-0.0012849364429712296,1763260493.6841323
,-0.017052531242370605,0.0,4346,1088.0,-0.0005607828497886658,4.9539172323420644e-05,410.7874186038971,3.107357770204544e-05,417536,0.5646214485168457,,0.0024314390029758215,-0.000615428201854229,1763260496.2306435
,0.17795157432556152,0.0,4366,1088.0,0.0004944801330566406,4.831029218621552e-05,412.68478560447693,3.452412784099579e-06,419584,0.5486593246459961,,0.0005175782134756446,0.0001858314499258995,1763260498.1280105
,0.16791373491287231,0.0,4372,1089.0,-0.00017045438289642334,4.792626714333892e-05,413.2422516345978,4.469510167837143e-05,420224,0.5432107448577881,,0.0005181332817301154,-0.0005830796435475349,1763260498.6854765
,-0.07412850856781006,0.0,4377,1088.0,6.718095391988754e-06,4.761904710903764e-05,413.7558400630951,2.3657456040382385e-05,420736,0.5842068791389465,,0.0006083949701860547,0.0017230808734893799,1763260499.199065
500.0,,,4378,,,,413.7827970981598,,420797,,500.0,,,1763260499.226022
,-0.2968529462814331,0.0,4387,1088.0,-0.0025077126920223236,4.7004607040435076e-05,414.6665003299713,2.4248845875263214e-05,421760,0.5358500480651855,,0.0007128600846044719,0.000670318491756916,1763260500.1097252
,-0.32510221004486084,0.0,4396,1089.0,9.634345769882202e-05,4.646697561838664e-05,415.4703516960144,2.6328489184379578e-06,422656,0.5851771831512451,,0.0007501742802560329,-9.248964488506317e-06,1763260500.9135766
,-5.900859832763672e-05,0.0,4413,1088.0,-0.002806704491376877,4.546851050690748e-05,417.04748010635376,8.927471935749054e-05,424320,0.5055990219116211,,342.1805725097656,0.0005989540368318558,1763260502.490705
,-0.026122450828552246,0.0,4415,1088.0,0.00026524439454078674,4.531490048975684e-05,417.26781845092773,2.049654722213745e-05,424576,0.6351355314254761,,0.0006075729033909738,0.0024119913578033447,1763260502.7110434
,0.007263123989105225,0.0,4456,1089.0,-0.0031656958162784576,4.28571438533254e-05,420.9372408390045,4.482921212911606e-05,428672,0.5735126733779907,,0.0007242955034598708,0.0005190065130591393,1763260506.3804657
,-0.05306136608123779,0.0,4470,1089.0,-0.003909602761268616,4.2012288758996874e-05,422.228059053421,0.0001364443451166153,430080,0.573311984539032,,0.0009275024640373886,-0.006579499691724777,1763260507.671284
,-0.00016951560974121094,0.0,4478,1089.0,-0.00019054487347602844,4.155145870754495e-05,422.89825224876404,2.0386651158332825e-06,430848,0.5277964472770691,,180.52052307128906,-0.00023265648633241653,1763260508.3414772
,-0.873271107673645,0.0,4480,1089.0,-0.0013781487941741943,4.139784869039431e-05,423.15318036079407,9.911414235830307e-05,431104,0.5144588947296143,,0.0009665864054113626,0.0016696574166417122,1763260508.5964053
,-1.1920928955078125e-05,0.0,4492,1089.0,-0.0005496665835380554,4.070660361321643e-05,424.2378327846527,7.487833499908447e-06,432256,0.5708791017532349,,315.1781921386719,-0.0011118631809949875,1763260509.6810577
500.0,,,4496,,,,424.607950925827,,432746,,500.0,,,1763260510.0511758
,0.04251164197921753,0.0,4498,1089.0,-0.0005622990429401398,4.0322582208318636e-05,424.79449367523193,3.7029385566711426e-06,432896,0.5382530093193054,,0.00195694575086236,0.0012576710432767868,1763260510.2377186
,0.1453302502632141,0.0,4520,1089.0,0.00012169778347015381,3.894009205396287e-05,426.86786460876465,2.505257725715637e-06,435200,0.5183227062225342,,0.0005831292364746332,0.0005158372223377228,1763260512.3110895
,-7.104873657226562e-05,0.0,4522,1089.0,-0.000486910343170166,3.886328704538755e-05,426.97982001304626,1.2116506695747375e-06,435328,0.5688931345939636,,267.20404052734375,-9.732414036989212e-05,1763260512.423045
,-8.094310760498047e-05,0.0,4524,1089.0,-7.122382521629333e-05,3.878648203681223e-05,427.0946214199066,3.557652235031128e-07,435456,0.5658935904502869,,181.7848663330078,9.138137102127075e-05,1763260512.5378463
,-0.036023616790771484,0.0,4525,1089.0,-0.002123132348060608,3.870967702823691e-05,427.2056157588959,2.050306648015976e-05,435584,0.5957360863685608,,0.0026369355618953705,0.00038554053753614426,1763260512.6488407
,-0.7441668510437012,0.0,4527,1089.0,0.00045545585453510284,3.855606701108627e-05,427.4621162414551,3.152526915073395e-05,435840,0.5796053409576416,,0.0008618308929726481,0.0009222887456417084,1763260512.9053411
,0.09503531455993652,0.0,4531,1089.0,0.00013070181012153625,3.832565198536031e-05,427.8246192932129,7.702037692070007e-06,436224,0.5677177309989929,,0.0008824918186292052,-0.0007171053439378738,1763260513.2678442
,-0.00011980533599853516,0.0,4533,1089.0,3.956630825996399e-05,3.824884697678499e-05,427.93822407722473,7.636845111846924e-08,436352,0.5439613461494446,,497.4384460449219,7.908977568149567e-05,1763260513.381449
,-0.0793074369430542,0.0,4534,1089.0,-0.0007857643067836761,3.817204196820967e-05,428.0495343208313,4.091300070285797e-06,436480,0.5671928524971008,,0.002352507784962654,0.00017013680189847946,1763260513.4927592
,-0.09654295444488525,0.0,4555,1089.0,-0.0003224611282348633,3.686636046040803e-05,430.01476073265076,5.1371753215789795e-06,438656,0.5902402997016907,,0.0008851230377331376,-0.0014229249209165573,1763260515.4579856
500.0,,,4557,,,,430.15170192718506,,438845,,500.0,,,1763260515.5949268
500.0,,,4562,,,,430.629914522171,,439345,,500.0,,,1763260516.0731394
,0.07119804620742798,0.0,4576,1089.0,-0.00043575745075941086,3.556067531462759e-05,431.97962379455566,1.3294629752635956e-05,440832,0.5952126383781433,,0.0006703834515064955,0.001295178197324276,1763260517.4228487
,-0.2991800308227539,0.0,4613,1089.0,0.00043748319149017334,3.333333370392211e-05,435.31811237335205,6.167218089103699e-06,444544,0.5735113620758057,,0.0016405894421041012,-0.00036396458745002747,1763260520.7613373
500.0,,,4626,,,,436.51726818084717,,445845,,500.0,,,1763260521.960493
500.0,,,4635,,,,437.3715901374817,,446845,,500.0,,,1763260522.814815
,-0.00013446807861328125,0.0,4641,1089.0,2.631545066833496e-05,3.164362351526506e-05,437.91986656188965,3.030523657798767e-06,447360,0.5264255404472351,,422.5757141113281,-0.0002901442348957062,1763260523.3630915
,-0.1486823558807373,0.0,4644,1089.0,0.0001423954963684082,3.141321212751791e-05,438.2756311893463,1.0225921869277954e-06,447744,0.5665761828422546,,0.0008502143318764865,5.225278437137604e-05,1763260523.718856
,-7.665157318115234e-05,0.0,4661,1089.0,-0.0012376699596643448,3.0414747016038746e-05,439.8190803527832,1.97654590010643e-05,449408,0.5867842435836792,,514.3632202148438,0.0007071895524859428,1763260525.2623053
500.0,,,4675,,,,441.0888080596924,,450845,,500.0,,,1763260526.532033
,-0.06452476978302002,0.0,4691,1089.0,-0.0005427002906799316,2.8571428629220463e-05,442.5581078529358,1.8738210201263428e-06,452480,0.5866485238075256,,0.0017898669466376305,-0.00018982402980327606,1763260528.0013328
500.0,,,4709,,,,444.23210430145264,,454345,,500.0,,,1763260529.6753292
,-0.08809506893157959,0.0,4713,1089.0,0.0021226778626441956,2.7188940293854102e-05,444.66355633735657,2.5054439902305603e-05,454784,0.5389829277992249,,0.0008242336916737258,-0.00024701468646526337,1763260530.1067812
,0.06276482343673706,0.0,4738,1089.0,0.0013988614082336426,2.56528419413371e-05,446.9735414981842,2.4736858904361725e-05,457344,0.5275900363922119,,0.0007859735051169991,0.0012199385091662407,1763260532.4167664
500.0,,,4739,,,,446.97572684288025,,457345,,500.0,,,1763260532.4189517
,-0.040674805641174316,0.0,4741,1089.0,0.0003314763307571411,2.549923192418646e-05,447.2543523311615,1.1110678315162659e-06,457600,0.6350474953651428,,0.0008511429186910391,-8.020084351301193e-05,1763260532.6975772
500.0,,,4743,,,,447.41584300994873,,457845,,500.0,,,1763260532.859068
,4.845857620239258e-05,0.0,4754,1089.0,-0.0002638623118400574,2.4731183657422662e-05,448.4153985977173,2.57883220911026e-06,458880,0.5473311543464661,,375.5835266113281,0.00039041880518198013,1763260533.8586235
500.0,,,4772,,,,450.01754355430603,,460711,,500.0,,,1763260535.4607685
,-0.046776533126831055,0.0,4786,1090.0,-0.0005341079086065292,2.273425525345374e-05,451.3976924419403,2.823770046234131e-06,462208,0.6067352890968323,,0.0007806605426594615,3.668852150440216e-05,1763260536.8409173
500.0,,,4787,,,,451.39964175224304,,462211,,500.0,,,1763260536.8428667
,-9.524822235107422e-05,0.0,4788,1090.0,8.253008127212524e-05,2.265745024487842e-05,451.51055216789246,7.729977369308472e-07,462336,0.5733216404914856,,0.002057634759694338,-4.328042268753052e-05,1763260536.953777
500.0,,,4796,,,,452.21671509742737,,463211,,500.0,,,1763260537.65994
,0.0019865036010742188,0.0,4799,1090.0,7.866509258747101e-05,2.1966205167700537e-05,452.5477042198181,5.228444933891296e-06,463488,0.5623451471328735,,0.0008186931372620165,-0.00014420226216316223,1763260537.9909291
500.0,,,4806,,,,453.133314371109,,464211,,500.0,,,1763260538.5765393
,-0.09460854530334473,0.0,4809,1090.0,0.00013723596930503845,2.1351766918087378e-05,453.4689927101135,1.5764497220516205e-05,464512,0.5837818384170532,,0.0009458318236283958,0.0013410421088337898,1763260538.9122176
,0.009924232959747314,0.0,4813,1090.0,-7.177144289016724e-05,2.1121351892361417e-05,453.8042879104614,1.6947276890277863e-05,464896,0.5854328870773315,,0.0017065922729671001,-0.0010819407179951668,1763260539.2475128
,-9.179115295410156e-05,0.0,4851,1090.0,7.169879972934723e-05,1.8817203454091214e-05,457.2483911514282,7.770024240016937e-06,468736,0.5440104007720947,,201.2396240234375,0.0004086950793862343,1763260542.691616
,-0.01634526252746582,0.0,4852,1090.0,-0.0006527453660964966,1.8740400264505297e-05,457.35706901550293,4.454515874385834e-06,468864,0.5353758931159973,,0.0016830158419907093,-0.000929580070078373,1763260542.800294
,-0.195060133934021,0.0,4859,1090.0,0.0008098259568214417,1.8279570213053375e-05,458.0568222999573,8.83452594280243e-06,469632,0.6061784029006958,,0.0010418863967061043,0.0008742641657590866,1763260543.5000472
,0.17957252264022827,0.0,4868,1090.0,-0.00012202374637126923,1.7741935153026134e-05,458.87046551704407,2.5257468223571777e-06,470528,0.6361045837402344,,0.0009117268491536379,-7.0892274379730225e-06,1763260544.3136904
,-0.0663442611694336,0.0,4874,1090.0,-0.001023225486278534,1.7357910110149533e-05,459.4237356185913,3.864988684654236e-06,471168,0.5824844241142273,,0.000905142689589411,0.00013162754476070404,1763260544.8669605
,-0.6707754135131836,0.0,4878,1090.0,4.788488149642944e-05,1.7127496903412975e-05,459.78990054130554,2.207234501838684e-07,471552,0.5338042974472046,,0.0011181312147527933,0.00015835557132959366,1763260545.2331254
,-0.1184396743774414,0.0,4882,1090.0,-0.00024810805916786194,1.6897081877687015e-05,460.1260163784027,6.822869181632996e-06,471936,0.5833920836448669,,0.0010930971475318074,-0.00028838030993938446,1763260545.5692413
,-0.14200103282928467,0.0,4915,1090.0,6.200745701789856e-05,1.4900153473718092e-05,463.13067054748535,2.5425106287002563e-07,475264,0.5605301856994629,,0.001695316401310265,5.126837641000748e-05,1763260548.5738955
,-0.8193211555480957,0.0,4920,1090.0,-0.0014390293508768082,1.4592934348911513e-05,463.5738160610199,5.469657480716705e-06,475776,0.531676173210144,,0.0018851145869120955,-0.0005139866843819618,1763260549.017041
,0.003755331039428711,0.0,4932,1090.0,-0.0010940060019493103,1.3824885172653012e-05,464.7473657131195,7.252208888530731e-06,477056,0.5494231581687927,,0.0010447377571836114,0.0014152424409985542,1763260550.1905906
500.0,,,4933,,,,464.7641644477844,,477084,,500.0,,,1763260550.2073894
