charts/episodic_return,global_step,losses/clipfrac,_timestamp,losses/value_loss,losses/explained_variance,charts/learning_rate,losses/policy_loss,losses/approx_kl,_step,_runtime,charts/episodic_length,losses/old_approx_kl,charts/SPS,losses/entropy
500.0,322571,,1763260490.663015,,,,,,3476,462.359356880188,500.0,,,
,322944,0.0,1763260491.1948087,0.0008844772237353027,-0.8892644643783569,0.00010629800090100616,-0.013206759467720985,0.0018052160739898682,3479,462.8911507129669,,-0.0001411493867635727,702.0,0.3292544484138489
,324864,0.00390625,1763260493.8211365,0.0007782271131873131,0.19183963537216187,0.00010514592577237636,-0.0318293534219265,0.0030417274683713913,3498,465.51747846603394,,0.016948111355304718,702.0,0.29946860671043396
,325376,0.0,1763260494.536416,0.0005624325713142753,0.4650222659111023,0.00010483871301403269,-0.008372191339731216,0.00035554636269807816,3503,466.23275804519653,,0.005953761748969555,702.0,0.3222617506980896
,326400,0.0,1763260495.9404316,0.0005714881117455661,0.589436411857605,0.00010422427294543013,0.008200347423553467,0.0010734433308243752,3513,467.6367735862732,,-0.0025529591366648674,703.0,0.27428847551345825
500.0,327571,,1763260497.5330396,,,,,,3525,469.2293815612793,500.0,,,
,328832,0.0,1763260499.2224405,0.0004865109222009778,0.6606466174125671,0.00010276497778249905,-0.006043367087841034,0.0014961063861846924,3537,470.9187824726105,,0.005102086812257767,703.0,0.2934719920158386
500.0,330571,,1763260501.276911,,,,,,3554,472.9732530117035,500.0,,,
,330624,0.0,1763260501.3897061,69.1270523071289,0.0016696453094482422,0.00010168970766244456,-0.001182273030281067,0.00017043109983205795,3555,473.0860481262207,,-0.007627307437360287,703.0,0.27977311611175537
,332800,0.0,1763260504.130655,0.006305469200015068,-0.8435895442962646,0.00010038402251666412,-0.001882202923297882,6.61732628941536e-05,3576,475.82699704170227,,-0.0016320319846272469,704.0,0.31398165225982666
,333056,0.0234375,1763260504.4398363,0.0006887883064337075,-0.6359410285949707,0.00010023041249951348,-0.009484689682722092,0.004345710389316082,3578,476.1361782550812,,0.021867528557777405,704.0,0.22633741796016693
,333312,0.0,1763260504.774477,0.003942208364605904,0.8215126395225525,0.00010007680248236284,-0.015042558312416077,0.001015249639749527,3581,476.47081899642944,,-0.014455676078796387,704.0,0.38604357838630676
,334080,0.0,1763260505.7366624,164.8883819580078,0.0011947154998779297,9.961597243091092e-05,-0.009905584156513214,0.0003724386915564537,3589,477.43300437927246,,0.0013238796964287758,704.0,0.3649192750453949
500.0,336571,,1763260508.7042572,,,,,,3613,480.4005992412567,500.0,,,
,337536,0.0,1763260509.9436734,0.00026001821970567107,-0.04021298885345459,9.754224447533488e-05,-0.00032827258110046387,0.0002879425883293152,3622,481.64001536369324,,0.006364284083247185,705.0,0.31329962611198425
,339328,0.0,1763260512.21146,0.0008095760131254792,-0.9818434715270996,9.64669743552804e-05,-3.812462091445923e-05,2.3655593395233154e-07,3640,483.90780210494995,,-6.833299994468689e-05,706.0,0.30772724747657776
,340992,0.0,1763260514.3138864,0.000442399934399873,0.591739296913147,9.546850924380124e-05,-0.0005370955914258957,5.342997610569e-06,3656,486.01022839546204,,-0.00025347713381052017,706.0,0.4171309471130371
,342272,0.0,1763260515.9203594,0.00815016869455576,-0.014226675033569336,9.470045915804803e-05,-0.012985531240701675,0.0012968061491847038,3669,487.6167013645172,,0.00852962862700224,706.0,0.31909921765327454
,343296,0.0,1763260517.1521,0.005606437101960182,0.7105902433395386,9.408601908944547e-05,-0.0016077682375907898,6.195995956659317e-05,3679,488.8484420776367,,-0.0021782750263810158,707.0,0.3518986105918884
,343680,0.0,1763260517.6321862,317.7142639160156,0.0031533241271972656,9.385560406371951e-05,-0.0032308436930179596,0.0005134288221597672,3683,489.32852816581726,,-0.003104213625192642,707.0,0.3349977731704712
,343808,0.0,1763260517.753158,0.0063968440517783165,0.46180981397628784,9.377879905514419e-05,-0.004992201924324036,0.000833604484796524,3684,489.44950008392334,,0.00844043493270874,707.0,0.27365583181381226
500.0,346571,,1763260521.160667,,,,,,3711,492.857008934021,500.0,,,
,346752,0.0,1763260521.4508288,0.007523233070969582,0.51478111743927,9.201229113386944e-05,-0.0024540498852729797,0.0010503008961677551,3713,493.14717078208923,,0.0009158384054899216,707.0,0.3246467113494873
,347008,0.0,1763260521.7740905,0.0010653502540662885,-0.3128093481063843,9.18586811167188e-05,0.005658779293298721,0.0012368764728307724,3715,493.4704325199127,,-0.01634390652179718,708.0,0.3098791539669037
500.0,348571,,1763260523.8016868,,,,,,3731,495.498028755188,500.0,,,
,348928,0.0,1763260524.1799943,0.0009807598544284701,-0.222977876663208,9.0706605988089e-05,-0.0011726468801498413,0.00019113067537546158,3734,495.87633633613586,,-0.0038974685594439507,708.0,0.34732455015182495
500.0,351071,,1763260526.8023975,,,,,,3755,498.4987394809723,500.0,,,
500.0,353071,,1763260529.518333,,,,,,3775,501.214674949646,500.0,,,
,353536,0.0,1763260530.1132872,0.0012472274247556925,-1.9428882598876953,8.794162567937747e-05,-0.004290718585252762,0.0014837197959423065,3779,501.80962920188904,,0.0008322782814502716,709.0,0.3145567774772644
500.0,356071,,1763260533.2196486,,,,,,3804,504.9159905910492,500.0,,,
,356352,0.0,1763260533.6614046,0.00112778355833143,0.7153338193893433,8.625192276667804e-05,-0.0056223273277282715,0.00041880737990140915,3807,505.35774660110474,,0.004069316200911999,709.0,0.35053491592407227
,360448,0.0,1763260538.803264,0.0009817674290388823,-0.3787118196487427,8.379416249226779e-05,-0.0001905355602502823,0.0008771084249019623,3847,510.49960589408875,,0.00816280022263527,710.0,0.3142241835594177
,363648,0.0,1763260542.8843677,43.00246047973633,0.0017619729042053223,8.187403727788478e-05,0.0011199414730072021,9.597279131412506e-06,3879,514.580709695816,,0.0021077850833535194,711.0,0.2848493158817291
500.0,364071,,1763260543.3541806,,,,,,3883,515.0505225658417,500.0,,,
,364160,0.0,1763260543.4891744,184.60733032226562,0.007478654384613037,8.15668172435835e-05,0.002573583275079727,0.00010827556252479553,3884,515.1855163574219,,0.002043643966317177,711.0,0.3406901955604553
,364544,0.0,1763260543.9584746,0.0012047946220263839,-3.060068130493164,8.133640221785754e-05,-0.0007020607590675354,0.0003190925344824791,3887,515.6548166275024,,0.0030218390747904778,711.0,0.31175699830055237
,364928,0.0,1763260544.4463177,0.0012970964889973402,0.01734304428100586,8.110598719213158e-05,-0.00013048574328422546,1.1827796697616577e-06,3891,516.142659664154,,0.0006303228437900543,711.0,0.330499529838562
500.0,365571,,1763260545.2696455,,,,,,3898,516.965987443924,500.0,,,
500.0,367071,,1763260547.1081421,,,,,,3912,518.804484128952,500.0,,,
,367360,0.0,1763260547.5642447,0.0010446453234180808,0.35895025730133057,7.964669930515811e-05,-0.0007297620177268982,2.998858690261841e-06,3915,519.2605867385864,,0.00036137737333774567,712.0,0.32116156816482544
,368640,0.0,1763260549.2075756,178.4234161376953,0.004815936088562012,7.88786492194049e-05,0.0034542419016361237,0.00028052274137735367,3928,520.9039175510406,,0.004411050118505955,712.0,0.36302000284194946
,370304,0.0,1763260551.2758622,0.006226284895092249,-1.3956258296966553,7.788018410792574e-05,-0.0022753309458494186,1.53370201587677e-05,3944,522.972204208374,,-0.0008818674832582474,712.0,0.2635480761528015
,370432,0.0,1763260551.437793,0.0013825767673552036,0.08652782440185547,7.780337909935042e-05,-0.0006849169731140137,6.686151027679443e-05,3945,523.1341350078583,,0.001497725024819374,712.0,0.30917850136756897
,370560,0.0,1763260551.586833,0.000785214826464653,0.6962220668792725,7.77265740907751e-05,-0.0035541988909244537,6.061047315597534e-05,3946,523.2831749916077,,0.00312742218375206,712.0,0.2350909262895584
,371328,0.0,1763260552.5523796,0.000967425003182143,0.7525667548179626,7.726574403932318e-05,-0.0017129965126514435,0.00027418509125709534,3954,524.2487215995789,,0.005018176510930061,712.0,0.3143841326236725
,372224,0.0,1763260553.6304455,0.004661852493882179,0.8347067832946777,7.672810897929594e-05,-0.00449216365814209,0.0004140045493841171,3963,525.3267874717712,,-0.0021404139697551727,713.0,0.2826285660266876
,372864,0.0,1763260554.3883095,0.0012178670149296522,-0.24576818943023682,7.634408393641934e-05,-0.007629901170730591,0.0002811253070831299,3969,526.0846514701843,,0.011305512860417366,713.0,0.2590589225292206
500.0,374071,,1763260555.8245606,,,,,,3981,527.520902633667,500.0,,,
,374272,0.0,1763260556.1138804,0.004648613277822733,0.4465830326080322,7.549922884209082e-05,-0.002879053121432662,0.00015813764184713364,3983,527.8102223873138,,0.004635839723050594,713.0,0.2925201654434204
,375680,0.0,1763260557.6945918,36.34502029418945,0.005476593971252441,7.465438102371991e-05,-0.0002626553177833557,3.314949572086334e-05,3997,529.3909337520599,,-0.0019648391753435135,714.0,0.2556695342063904
500.0,378071,,1763260560.2241979,,,,,,4020,531.920539855957,500.0,,,
500.0,382071,,1763260564.4032638,,,,,,4059,536.0996057987213,500.0,,,
,384896,0.0,1763260567.3023207,0.0015472578816115856,-2.5128798484802246,6.912442040629685e-05,-7.852166891098022e-05,0.00035184063017368317,4087,538.9986627101898,,-0.005915824323892593,718.0,0.25795701146125793
,385280,0.0,1763260567.726188,0.006102498155087233,-0.5420582294464111,6.88940126565285e-05,0.0020263418555259705,0.00014386698603630066,4091,539.4225299358368,,0.0015969127416610718,718.0,0.2414524406194687
,386688,0.0,1763260569.1976485,204.55511474609375,-0.00025665760040283203,6.804915756219998e-05,-0.005322515964508057,0.00014067161828279495,4105,540.8939905166626,,0.0012549692764878273,719.0,0.32074522972106934
,387072,0.0,1763260569.6072257,45.06363296508789,-0.0015866756439208984,6.781874253647402e-05,0.00012078136205673218,6.130337715148926e-05,4109,541.303567647934,,0.00031381845474243164,719.0,0.28619185090065
,387712,0.0,1763260570.2752297,0.008183849975466728,0.09233200550079346,6.743471749359742e-05,0.006017737090587616,0.0009922301396727562,4115,541.9715716838837,,0.0071862442418932915,719.0,0.278847873210907
,388096,0.0,1763260570.6441636,8.47545337677002,0.0015720725059509277,6.720430246787146e-05,0.00479491800069809,0.0010150345042347908,4119,542.3405055999756,,-0.013831195421516895,720.0,0.347072958946228
,390656,0.0,1763260573.2904222,200.97561645507812,-8.821487426757812e-06,6.566820229636505e-05,-0.0023478753864765167,7.513538002967834e-05,4144,544.9867641925812,,-0.002033928409218788,721.0,0.24563397467136383
,391296,0.0,1763260573.9125693,0.006860110443085432,-2.3005635738372803,6.528417725348845e-05,0.0012653321027755737,0.0001666489988565445,4150,545.6089112758636,,0.0038016512989997864,721.0,0.31251487135887146
,393088,0.0,1763260575.68267,64.08379364013672,-0.0006074905395507812,6.420890713343397e-05,-0.0042562177404761314,0.00043174996972084045,4168,547.3790121078491,,-0.0023334790021181107,722.0,0.2852340340614319
,394752,0.0,1763260577.3910296,0.006097114644944668,0.8407797813415527,6.32104420219548e-05,-0.002487979829311371,7.984135299921036e-05,4184,549.0873715877533,,0.002456194721162319,723.0,0.25564029812812805
,395776,0.0,1763260578.367363,0.005163501016795635,0.8076257109642029,6.259600922930986e-05,-0.0032470673322677612,9.470432996749878e-05,4194,550.0637049674988,,-0.0016634780913591385,723.0,0.319065660238266
,396288,0.0,1763260578.8271399,0.006270079407840967,0.14961647987365723,6.228878919500858e-05,-0.002659875899553299,7.869862020015717e-05,4199,550.5234818458557,,0.0012793522328138351,724.0,0.25900015234947205
,398848,0.0,1763260581.143619,0.001384245348162949,0.13731789588928223,6.075268902350217e-05,-0.0019287485629320145,0.0002965303137898445,4224,552.8399610519409,,-0.0013502081856131554,725.0,0.2802802622318268
,399360,0.0,1763260581.6264586,0.0014244236517697573,0.6014844179153442,6.044546898920089e-05,-0.00032491981983184814,1.2051314115524292e-06,4229,553.3228006362915,,-0.00025369785726070404,726.0,0.28565865755081177
,400768,0.0,1763260582.892357,0.004151393659412861,0.9192460179328918,5.960061389487237e-05,-0.0010436959564685822,0.00012148730456829071,4243,554.5886991024017,,-0.002033473923802376,727.0,0.3080776631832123
500.0,401071,,1763260583.1378465,,,,,,4246,554.8341884613037,500.0,,,
,401664,0.0,1763260583.7345357,91.11717224121094,0.0025056004524230957,5.9062978834845126e-05,0.000837426632642746,7.0035457611083984e-06,4252,555.4308776855469,,0.0013714786618947983,727.0,0.3309919834136963
,401920,0.0,1763260583.95563,0.0016917522298172116,-0.6177936792373657,5.8909368817694485e-05,-0.009516708552837372,0.0009523071348667145,4254,555.6519720554352,,0.01274639181792736,727.0,0.3875492215156555
,402048,0.0,1763260584.0662918,0.0016656287480145693,-0.8904839754104614,5.8832563809119165e-05,-0.004221655428409576,0.0014637187123298645,4255,555.7626338005066,,0.014507636427879333,727.0,0.2934606969356537
,403840,0.0,1763260585.6830058,0.0019186199642717838,0.24570828676223755,5.775729732704349e-05,0.011234920471906662,0.0007181419059634209,4273,557.3793478012085,,-0.004382693208754063,728.0,0.37762340903282166
,404096,0.0,1763260585.946742,138.57907104492188,0.000817418098449707,5.760368730989285e-05,0.0008759982883930206,0.0002438882365822792,4276,557.6430840492249,,-0.006725438870489597,729.0,0.37108978629112244
,404224,0.0,1763260586.0696115,0.003993963822722435,0.771409273147583,5.752688230131753e-05,0.000174693763256073,8.332543075084686e-06,4277,557.765953540802,,0.00031647738069295883,729.0,0.4300267696380615
,404352,0.0,1763260586.1802542,0.0016890057595446706,0.7956724166870117,5.745007729274221e-05,-0.003287971019744873,8.492451161146164e-05,4278,557.8765962123871,,0.0012984750792384148,729.0,0.4153401255607605
,405376,0.0,1763260587.1174653,0.0020250827074050903,-2.7583401203155518,5.6835637224139646e-05,-0.0012833960354328156,4.76837158203125e-06,4288,558.8138072490692,,0.0003435742110013962,729.0,0.3541908860206604
500.0,405571,,1763260587.249075,,,,,,4290,558.9454169273376,500.0,,,
,405760,0.0,1763260587.4510896,0.0067108697257936,-0.6701871156692505,5.6605222198413685e-05,-0.003867633640766144,0.00024155247956514359,4292,559.1474316120148,,-0.0024751750752329826,730.0,0.30570724606513977
,408064,0.0,1763260589.570555,0.001140468055382371,0.2328253984451294,5.522273568203673e-05,-0.00204448401927948,6.771087646484375e-05,4314,561.2668969631195,,-0.00015007518231868744,731.0,0.3858479857444763
,408448,0.0,1763260589.918383,0.0014367627445608377,-0.42437171936035156,5.499232065631077e-05,-0.00044203922152519226,5.041901022195816e-05,4318,561.6147248744965,,0.0017698043957352638,731.0,0.26605919003486633
,411264,0.0,1763260592.475218,0.005682806950062513,-0.9499582052230835,5.330261046765372e-05,-0.001106657087802887,1.606810837984085e-05,4346,564.171560049057,,-0.0009393254294991493,733.0,0.349010169506073
,413312,0.0,1763260594.364376,0.0057962918654084206,0.704003095626831,5.2073733968427405e-05,-0.0004548206925392151,2.9851682484149933e-05,4366,566.0607180595398,,-0.0008221017196774483,734.0,0.2850416600704193
,413952,0.0,1763260594.9453704,0.002499806694686413,-1.0269279479980469,5.1689708925550804e-05,0.0012164227664470673,1.0863877832889557e-05,4372,566.6417124271393,,-0.0016143443062901497,734.0,0.35034751892089844
,414464,0.0,1763260595.450601,0.0013182283146306872,0.4408595561981201,5.138248889124952e-05,-0.003684982657432556,0.0001531718298792839,4377,567.1469430923462,,-0.004793264903128147,735.0,0.431765079498291
500.0,414571,,1763260595.4890382,,,,,,4378,567.1853802204132,500.0,,,
,415488,0.0,1763260596.4212236,0.0017375614261254668,-0.38252103328704834,5.076804882264696e-05,-0.0020629912614822388,6.288383156061172e-05,4387,568.1175656318665,,-0.001453169621527195,735.0,0.32240885496139526
,416384,0.0,1763260597.236913,0.0017633021343499422,-0.18235135078430176,5.023041376261972e-05,-0.005193830467760563,0.00016648601740598679,4396,568.9332549571991,,0.003619804047048092,736.0,0.3671589195728302
500.0,418071,,1763260598.781924,,,,,,4413,570.4782660007477,500.0,,,
,418304,0.0,1763260598.994049,0.006913061253726482,-0.14559948444366455,4.907834227196872e-05,-0.0032750777900218964,0.0003708861768245697,4415,570.6903910636902,,0.00021965429186820984,737.0,0.3945363461971283
,422528,0.0,1763260602.7611344,0.0015209392877295613,0.2439778447151184,4.6543776988983154e-05,-0.001123964786529541,7.55060464143753e-05,4456,574.4574763774872,,0.0007392317056655884,739.0,0.3214455246925354
,423936,0.0,1763260604.048721,0.0024679386988282204,-0.6026570796966553,4.569892553263344e-05,-0.004990851506590843,0.0006258012726902962,4470,575.7450630664825,,0.010641488246619701,740.0,0.33719852566719055
,424704,0.0,1763260604.7140582,0.005685786250978708,-0.6393978595733643,4.523809548118152e-05,-0.0011739395558834076,7.55060464143753e-05,4478,576.4104001522064,,0.0010071713477373123,741.0,0.35232338309288025
,424960,0.0,1763260604.934437,0.0021780498791486025,-0.6881614923477173,4.508448546403088e-05,-0.003187190741300583,0.00029758270829916,4480,576.6307790279388,,0.00015752483159303665,741.0,0.33339208364486694
,426112,0.0,1763260605.9700353,147.55392456054688,0.0003082752227783203,4.4393240386852995e-05,-0.00023715943098068237,0.0005930084735155106,4492,577.6663773059845,,-0.006513165310025215,741.0,0.2456466555595398
500.0,426571,,1763260606.363636,,,,,,4496,578.0599780082703,500.0,,,
,426752,0.0,1763260606.5614939,0.0051526520401239395,-0.9827525615692139,4.400921534397639e-05,-0.000852435827255249,8.881371468305588e-05,4498,578.2578358650208,,0.004522665403783321,742.0,0.2975950837135315
,429056,0.0,1763260608.6475213,0.0019283413421362638,0.5055156946182251,4.2626728827599436e-05,0.0041387006640434265,0.00021999701857566833,4520,580.3438632488251,,-0.0013866052031517029,743.0,0.3169459402561188
,429184,0.0,1763260608.760152,130.96969604492188,0.0036829113960266113,4.2549923819024116e-05,0.00017045065760612488,1.5795230865478516e-06,4522,580.4564940929413,,0.000376332551240921,743.0,0.28690406680107117
,429440,0.0,1763260608.9851897,0.0027111475355923176,0.1418706178665161,4.2396313801873475e-05,-0.005387440323829651,6.961449980735779e-05,4524,580.6815316677094,,-0.0008741803467273712,743.0,0.3119785189628601
,429568,0.0,1763260609.093477,0.0026181910652667284,-0.22625958919525146,4.2319508793298155e-05,-0.006739247590303421,0.00023393891751766205,4525,580.7898190021515,,0.0025372933596372604,743.0,0.25214624404907227
,429696,0.0,1763260609.229593,244.2666473388672,-0.0011696815490722656,4.2242703784722835e-05,0.00024213269352912903,0.0001512765884399414,4527,580.9259350299835,,0.0011538416147232056,743.0,0.2935628890991211
,430080,0.0,1763260609.576614,357.8431396484375,0.0003540515899658203,4.2012288758996874e-05,-8.720904588699341e-05,4.3033622205257416e-05,4531,581.2729558944702,,-0.0019348664209246635,744.0,0.299297034740448
,430336,0.0,1763260609.8066719,0.002764472272247076,0.42891138792037964,4.1858678741846234e-05,-0.001144208014011383,5.353707820177078e-05,4533,581.5030138492584,,-0.001483236439526081,744.0,0.2731945514678955
,430464,0.0,1763260609.9237092,0.002112454967573285,-0.620460033416748,4.178187373327091e-05,0.0010862462222576141,0.00016667228192090988,4534,581.6200511455536,,-0.001461057923734188,744.0,0.2879239320755005
500.0,432571,,1763260611.966917,,,,,,4555,583.6632590293884,500.0,,,
,433280,0.0,1763260612.6794136,0.005378730595111847,-0.043711304664611816,4.0092167182592675e-05,0.0010389164090156555,3.6094337701797485e-05,4562,584.3757555484772,,0.0008498691022396088,745.0,0.267583966255188
,434688,0.0,1763260614.0982387,18.73146629333496,-0.0032907724380493164,3.924731208826415e-05,0.002176934853196144,6.037391722202301e-05,4576,585.7945806980133,,-8.748099207878113e-05,746.0,0.2929518520832062
,438528,0.0,1763260618.092772,0.0032463844399899244,0.057224273681640625,3.694316546898335e-05,-0.0005921721458435059,4.122033715248108e-06,4613,589.7891139984131,,0.00019264593720436096,747.0,0.28887203335762024
,439808,0.0,1763260619.3706915,0.004949782509356737,-0.2855374813079834,3.617511538323015e-05,-0.0008714981377124786,4.934147000312805e-06,4626,591.0670335292816,,-5.4894015192985535e-05,748.0,0.30916082859039307
,440704,0.0,1763260620.2681885,0.006165590137243271,-0.8470970392227173,3.563748032320291e-05,-0.002042829990386963,3.6543235182762146e-05,4635,591.9645304679871,,-0.0039093513041734695,748.0,0.29618752002716064
,441344,0.0,1763260620.903383,0.00291602429933846,-0.5016099214553833,3.525345528032631e-05,-0.0021152272820472717,2.752058207988739e-05,4641,592.5997250080109,,0.0016424059867858887,749.0,0.2704581022262573
,441600,0.0,1763260621.1703234,30.98554801940918,-0.0016336441040039062,3.5099845263175666e-05,-0.00036398880183696747,1.906696707010269e-05,4644,592.8666653633118,,0.00017905887216329575,749.0,0.3262031376361847
,443392,0.0,1763260622.8911474,0.0029098340310156345,0.046527743339538574,3.402457878109999e-05,-0.0017260611057281494,6.728339940309525e-05,4661,594.5874893665314,,0.0014064284041523933,749.0,0.2923548221588135
,444800,0.0,1763260624.3541389,0.005851283203810453,-0.5029127597808838,3.317972368677147e-05,4.745274782180786e-05,2.575106918811798e-05,4675,596.0504808425903,,-7.696636021137238e-05,750.0,0.3105834722518921
,446464,0.0,1763260626.0404992,0.0025324434973299503,0.03490191698074341,3.2181258575292304e-05,0.0012639537453651428,1.2262724339962006e-05,4691,597.7368412017822,,0.0003068717196583748,751.0,0.3967752754688263
,448256,0.0,1763260627.8554494,0.005007799714803696,-0.34132909774780273,3.110599209321663e-05,0.0001683160662651062,3.8174912333488464e-06,4709,599.5517914295197,,-0.0006381915882229805,751.0,0.2918908894062042
,448640,0.0,1763260628.247945,215.79568481445312,-0.002603292465209961,3.087557706749067e-05,-4.3880194425582886e-05,5.741603672504425e-05,4713,599.9442870616913,,0.0003778897225856781,752.0,0.29728323221206665
,451200,0.0,1763260630.8497276,0.0058312732726335526,0.046219706535339355,2.9339476895984262e-05,-0.0007897112518548965,9.41157341003418e-05,4738,602.5460696220398,,0.0015709586441516876,753.0,0.31904545426368713
,451328,0.0,1763260630.9703307,0.0030095248948782682,-0.3603987693786621,2.9262673706398346e-05,0.0020200908184051514,1.4293007552623749e-05,4739,602.666672706604,,-0.00038398709148168564,753.0,0.3482199013233185
500.0,451571,,1763260631.1211705,,,,,,4741,602.817512512207,500.0,,,
,451712,0.0,1763260631.3413837,0.006330174393951893,-0.6347112655639648,2.9032258680672385e-05,0.000288892537355423,3.3620744943618774e-07,4743,603.037725687027,,0.00019489135593175888,753.0,0.2675630748271942
,452864,0.0,1763260632.4874258,0.002479056129232049,-0.32321834564208984,2.8341013603494503e-05,-0.0031153149902820587,0.00013122987002134323,4754,604.1837677955627,,-0.003352048806846142,753.0,0.30039331316947937
,454656,0.0,1763260634.277232,119.36898040771484,-0.0015496015548706055,2.7265745302429423e-05,-0.0009860508143901825,2.3921020328998566e-05,4772,605.973573923111,,0.002345050685107708,754.0,0.2936060428619385
500.0,456071,,1763260635.7234921,,,,,,4786,607.4198341369629,500.0,,,
,456192,0.0,1763260635.8430152,306.4897155761719,0.0004393458366394043,2.634408519952558e-05,-2.779439091682434e-05,1.3090670108795166e-05,4787,607.5393571853638,,-0.0009666234254837036,755.0,0.23708541691303253
,456320,0.0,1763260635.9632077,0.004952187649905682,0.14397215843200684,2.6267282009939663e-05,-0.003451228141784668,3.1342729926109314e-05,4788,607.6595497131348,,0.0005123168230056763,755.0,0.28389111161231995
,457088,0.0,1763260636.75446,274.2920837402344,0.00015097856521606445,2.580645195848774e-05,1.6238540410995483e-05,1.8985942006111145e-05,4796,608.4508020877838,,6.507337093353271e-05,755.0,0.2593412697315216
,457472,0.0,1763260637.2052379,0.0027411181945353746,0.6882900595664978,2.557603693276178e-05,-0.0018294863402843475,0.0004265550523996353,4799,608.9015798568726,,0.009153712540864944,755.0,0.33174949884414673
,458112,0.0,1763260637.7926364,143.53384399414062,-0.0017815828323364258,2.519201188988518e-05,-0.0012435130774974823,7.153954356908798e-05,4806,609.4889783859253,,-0.00445371400564909,755.0,0.31598398089408875
,458496,0.0,1763260638.16849,0.0030622449703514576,0.3517749309539795,2.496159686415922e-05,0.00013221055269241333,8.767470717430115e-06,4809,609.8648319244385,,0.0005360301584005356,755.0,0.3167719542980194
,458880,0.0,1763260638.582496,0.0037352987565100193,-0.1603027582168579,2.4731183657422662e-05,0.000735744833946228,8.563511073589325e-05,4813,610.2788379192352,,-0.0036571230739355087,756.0,0.3135944604873657
,462720,0.0,1763260642.324896,0.005748803727328777,-0.25584089756011963,2.2427035219152458e-05,-0.00031612813472747803,2.38930806517601e-05,4851,614.0212380886078,,0.0007156701758503914,757.0,0.3149544298648834
,462848,0.0,1763260642.4637086,0.003249172121286392,-0.6936019659042358,2.2350230210577138e-05,0.000387825071811676,3.8479454815387726e-05,4852,614.1600506305695,,-0.0006030583754181862,757.0,0.373462975025177
500.0,463571,,1763260643.1220975,,,,,,4859,614.8184394836426,500.0,,,
,464512,0.0,1763260644.1408083,0.002946641994640231,-0.6260875463485718,2.1351766918087378e-05,0.0006799446418881416,3.6131590604782104e-05,4868,615.8371503353119,,0.00017147138714790344,758.0,0.2925928831100464
500.0,465071,,1763260644.6935427,,,,,,4874,616.3898847103119,500.0,,,
,465536,0.0,1763260645.1546588,0.0030047849286347628,-0.5854310989379883,2.0737326849484816e-05,-5.090981721878052e-05,3.7066638469696045e-07,4878,616.8510007858276,,-3.476068377494812e-05,758.0,0.3696781098842621
,465920,0.0,1763260645.5309007,0.0037631045561283827,0.05919671058654785,2.0506911823758855e-05,-0.0012892205268144608,4.518963396549225e-05,4882,617.2272427082062,,-0.0010309405624866486,758.0,0.26607316732406616
,469248,0.0,1763260648.8342838,0.004552428610622883,-1.4800405502319336,1.8509985238779336e-05,-0.0005580633878707886,7.63963907957077e-06,4915,620.5306258201599,,0.00016907881945371628,760.0,0.2952088415622711
,469760,0.0,1763260649.389591,0.00471219839528203,-1.7899885177612305,1.8202765204478055e-05,-0.0007136687636375427,1.0319985449314117e-05,4920,621.085932970047,,-0.0010204194113612175,760.0,0.36710089445114136
,471040,0.0,1763260650.6828654,0.0033842632547020912,-1.0554084777832031,1.7434715118724853e-05,-0.00035917386412620544,5.303695797920227e-05,4932,622.3792073726654,,0.001296738162636757,760.0,0.277798593044281
500.0,471071,,1763260650.6977918,,,,,,4933,622.3941338062286,500.0,,,
,471680,0.0,1763260651.355381,410.99462890625,-0.004352569580078125,1.7050691894837655e-05,2.1677464246749878e-05,9.220093488693237e-08,4939,623.0517230033875,,-5.4185278713703156e-05,761.0,0.2839537560939789
,472448,0.0,1763260652.1704862,0.003362161573022604,-0.36483025550842285,1.6589861843385734e-05,0.0004093833267688751,4.602596163749695e-06,4946,623.8668282032013,,-0.00039483606815338135,761.0,0.31508055329322815
,473088,0.0,1763260652.760017,188.20030212402344,0.0007711052894592285,1.6205836800509132e-05,-0.00021019764244556427,2.0079314708709717e-06,4953,624.4563589096069,,-0.0006052330136299133,761.0,0.32083484530448914
,473600,0.0,1763260653.2759671,176.39321899414062,-0.0004754066467285156,1.589861676620785e-05,-0.0017008185386657715,4.043057560920715e-05,4958,624.9723091125488,,0.00023910216987133026,761.0,0.3638667166233063
,474112,0.0,1763260653.7947114,250.91921997070312,0.0004509091377258301,1.5591398550895974e-05,4.834309220314026e-05,8.568167686462402e-08,4963,625.4910533428192,,-6.89774751663208e-05,762.0,0.3681466579437256
,475008,0.0,1763260654.6742754,0.0034802784211933613,-0.5828427076339722,1.5053763490868732e-05,-0.0010131746530532837,7.304362952709198e-06,4971,626.370617389679,,-0.0005275001749396324,762.0,0.369674414396286
500.0,475071,,1763260654.6975763,,,,,,4972,626.3939182758331,500.0,,,
,475648,0.0,1763260655.3300452,77.55961608886719,0.001954793930053711,1.4669738447992131e-05,1.5895813703536987e-05,1.173466444015503e-06,4978,627.0263872146606,,6.423890590667725e-05,762.0,0.3224045932292938
,476032,0.0,1763260655.6851628,0.0028682444244623184,0.19916272163391113,1.4439324331760872e-05,1.1466443538665771e-05,1.1175870895385742e-08,4981,627.3815047740936,,1.7287209630012512e-05,762.0,0.41377758979797363
