_runtime,_timestamp,charts/SPS,losses/old_approx_kl,_step,losses/clipfrac,charts/learning_rate,global_step,losses/entropy,losses/policy_loss,charts/episodic_return,losses/explained_variance,losses/value_loss,losses/approx_kl,charts/episodic_length
45.11151170730591,1763260066.1841588,874.0,-0.00010713282972574234,292,0.0,0.0002898617531172931,17024,0.5992451906204224,-0.000795409083366394,,0.1327303647994995,49.026145935058594,3.568734973669052e-05,
47.0368275642395,1763260068.1094747,891.0,0.0022363848984241486,321,0.0,0.000288632872980088,19072,0.5686779022216797,-0.009973578155040741,,0.26140451431274414,15.686723709106445,0.00019492954015731812,
47.390178203582764,1763260068.4628253,,,327,,,19493,,,130.0,,,,130.0
47.65073776245117,1763260068.7233849,895.0,-0.0030302386730909348,330,0.0,0.0002882488479372114,19712,0.5347846746444702,0.015689289197325706,,0.15279912948608398,22.757671356201172,0.0003673285245895386,
47.764514446258545,1763260068.8371615,896.0,-0.0013227220624685287,332,0.0,0.0002881720429286361,19840,0.5801344513893127,0.0019100122153759003,,0.4294257164001465,16.330442428588867,0.00017909519374370575,
48.102319955825806,1763260069.174967,900.0,-0.003198309801518917,337,0.0,0.0002879416279029101,20224,0.5714191198348999,0.0028308089822530746,,0.9647627472877502,5.382267951965332,0.0008017746731638908,
48.338425397872925,1763260069.4110725,902.0,0.00021610502153635025,340,0.0,0.00028778801788575947,20480,0.5923610329627991,0.0031288042664527893,,0.8229899406433105,9.277765274047852,0.0002660946920514107,
50.4171028137207,1763260071.48975,909.0,-0.0020373566076159477,370,0.0,0.00028655913774855435,22528,0.5576561689376831,0.001213710755109787,,0.9819183349609375,4.887714385986328,0.00022293347865343094,
50.94420647621155,1763260072.0168536,910.0,-0.0056526996195316315,375,0.00390625,0.00028625191771425307,23040,0.5232363343238831,-0.002640865743160248,,0.0448077917098999,7.367170810699463,0.0014180522412061691,
52.55210518836975,1763260073.6247523,913.0,-0.0037564532831311226,396,0.0,0.0002853302576113492,24576,0.5425779819488525,-0.004777261056005955,,0.432783305644989,41.40122985839844,0.00047336798161268234,
54.89683651924133,1763260075.9694836,,,425,,,26901,,,156.0,,,,156.0
56.44517946243286,1763260077.5178266,918.0,0.0025924062356352806,441,0.0,0.00028310291236266494,28288,0.5561563372612,-2.0522624254226685e-05,,0.6696017980575562,5.059391498565674,1.8580816686153412e-05,
57.262787103652954,1763260078.3354342,918.0,-0.0011295964941382408,450,0.0,0.000282642082311213,29056,0.5870950818061829,-0.007411055266857147,,-0.9028208255767822,4.593845367431641,0.0011321092024445534,
59.19563555717468,1763260080.2682827,919.0,0.001958044245839119,471,0.0,0.00028156681219115853,30848,0.5152511596679688,-0.0019734129309654236,,0.9767417907714844,1.5425699949264526,5.2694231271743774e-05,
60.036139488220215,1763260081.1087866,,,481,,,31600,,,157.0,,,,157.0
61.16046452522278,1763260082.2331116,911.0,0.007990206591784954,490,0.0,0.0002806451520882547,32384,0.5408185124397278,0.004075033590197563,,0.8312196135520935,15.319967269897461,0.0009337915107607841,
62.6711950302124,1763260083.7438421,,,504,,,33637,,,302.0,,,,302.0
63.64772009849548,1763260084.7203672,,,515,,,34317,,,143.0,,,,143.0
65.24514985084534,1763260086.317797,898.0,0.0003761341795325279,530,0.0,0.0002787250268738717,35584,0.5472161769866943,-0.004771880805492401,,0.8269205093383789,10.558368682861328,0.0002332618460059166,
66.64254784584045,1763260087.715195,889.0,0.010507402941584587,539,0.00390625,0.00027818739181384444,36480,0.5964534282684326,0.0064549520611763,,0.7774226069450378,1.6384416818618774,0.004227643832564354,
67.67370557785034,1763260088.7463527,883.0,1.4117918908596039e-05,547,0.0,0.00027780336677096784,37120,0.54148268699646,-0.01310236006975174,,0.2317097783088684,116.15390014648438,0.0010735159739851952,
68.742995262146,1763260089.8156424,,,555,,,37771,,,181.0,,,,181.0
69.4070372581482,1763260090.4796844,,,559,,,38271,,,500.0,,,,500.0
70.82838225364685,1763260091.9010293,863.0,0.0008751042187213898,568,0.0,0.00027665129164233804,39040,0.5564604997634888,0.0038136541843414307,,0.1336582899093628,1.2561568021774292,0.0008030589669942856,
75.19072461128235,1763260096.2633717,,,595,,,41617,,,500.0,,,,500.0
79.02760434150696,1763260100.1002514,810.0,0.00019265618175268173,612,0.0,0.0002741167554631829,43264,0.48699134588241577,-0.007846266031265259,,0.8980130553245544,3.939478874206543,0.0024812789633870125,
79.34482455253601,1763260100.4174716,807.0,-0.01888112723827362,614,0.001953125,0.0002740399504546076,43392,0.5048021674156189,0.018033314496278763,,0.8586341142654419,36.86369323730469,0.003205155022442341,
82.07074308395386,1763260103.1433902,796.0,-0.00011576991528272629,630,0.0,0.00027311829035170376,44928,0.5008566379547119,-0.0008174963295459747,,0.02668285369873047,0.5087331533432007,3.529805690050125e-05,
83.12238717079163,1763260104.1950343,792.0,0.025372935459017754,636,0.01171875,0.00027273426530882716,45568,0.4859166443347931,0.00398336723446846,,0.9105855822563171,0.3502708375453949,0.007355917245149612,
83.65049910545349,1763260104.7231462,,,640,,,45946,,,190.0,,,,190.0
85.37661933898926,1763260106.4492664,784.0,-0.0013365484774112701,650,0.0,0.00027196621522307396,46848,0.5336195230484009,-0.0011626128107309341,,-0.011111855506896973,0.4603310525417328,5.159154534339905e-05,
87.8187460899353,1763260108.8913932,776.0,0.0014503970742225647,664,0.0,0.00027112136012874544,48256,0.5090695023536682,-0.0034895725548267365,,0.04008769989013672,0.2974763512611389,0.0004468075931072235,
91.18304395675659,1763260112.255691,765.0,-0.0013299193233251572,684,0.0,0.00026996928500011563,50176,0.4529085159301758,-0.0007297620177268982,,0.004609346389770508,213.2497100830078,4.9034133553504944e-05,
92.03542685508728,1763260113.108074,763.0,-0.004760382696986198,689,0.005859375,0.00026966206496581435,50688,0.4219132363796234,0.012943442910909653,,0.0008742213249206543,147.5421905517578,0.0010962244123220444,
93.42728471755981,1763260114.4999318,,,698,,,51576,,,186.0,,,,186.0
94.03761339187622,1763260115.1102605,757.0,0.025185642763972282,702,0.0,0.00026897081988863647,51840,0.49594739079475403,-0.0020614471286535263,,0.5555998682975769,58.64427947998047,0.001559210941195488,
94.74690794944763,1763260115.819555,,,707,,,52257,,,181.0,,,,181.0
98.21692371368408,1763260119.2895708,747.0,0.0017673037946224213,729,0.0,0.0002675115247257054,54272,0.5122503638267517,-0.00857473909854889,,0.9692222476005554,0.2602669596672058,0.00047137588262557983,
102.03169322013855,1763260123.1043403,738.0,0.03967254236340523,757,0.013671875,0.00026620583957992494,56448,0.4754086136817932,-0.03212554752826691,,0.9697598218917847,1.6835601329803467,0.00331109669059515,
102.70423436164856,1763260123.7768815,,,762,,,56888,,,403.0,,,,403.0
103.46758723258972,1763260124.5402343,736.0,0.0027401838451623917,767,0.0,0.0002656682045198977,57344,0.4902624785900116,0.0005707107484340668,,0.8007844686508179,120.1172866821289,0.0001918785274028778,
104.58848786354065,1763260125.661135,736.0,-0.004808657802641392,775,0.0,0.0002652073744684458,58112,0.5325303673744202,0.004471287131309509,,0.5773853063583374,0.8183338046073914,0.00022624153643846512,
106.56372857093811,1763260127.6363757,733.0,-0.005730539560317993,788,0.0,0.0002644393243826926,59392,0.5199837684631348,-0.0016276761889457703,,0.9246087670326233,0.013142602518200874,0.001585574820637703,
106.60639762878418,1763260127.6790447,,,789,,,59469,,,500.0,,,,500.0
107.75818061828613,1763260128.8308277,,,797,,,60180,,,500.0,,,,500.0
109.1897702217102,1763260130.2624173,,,806,,,61180,,,500.0,,,,500.0
110.90135383605957,1763260131.974001,728.0,-0.00869426317512989,815,0.017578125,0.00026282641920261085,62080,0.5136839151382446,-0.024028388783335686,,0.6032320261001587,0.0274755097925663,0.004266528412699699,
119.23184490203857,1763260140.304492,715.0,-0.03837144002318382,863,0.12890625,0.0002599078288767487,66944,0.5082740187644958,-0.020139191299676895,,0.4285106062889099,0.000761546369176358,0.014512144960463047,
120.67582726478577,1763260141.7484744,713.0,-0.00733010470867157,872,0.0,0.00025937019381672144,67840,0.5835444927215576,0.0016934499144554138,,0.0062056779861450195,0.0047583500854671,0.00026115216314792633,
121.28806257247925,1763260142.3607097,713.0,-0.00427329633384943,876,0.0,0.0002591397787909955,68224,0.5315849781036377,-0.002715282142162323,,-0.0013109445571899414,269.2975769042969,0.00020573753863573074,
128.1671838760376,1763260149.239831,706.0,0.004838599823415279,916,0.0,0.0002566052135080099,72448,0.4567819833755493,-0.006541930139064789,,0.3627440333366394,0.00040063404594548047,0.0014122137799859047,
129.15948343276978,1763260150.2321305,706.0,0.029145587235689163,922,0.052734375,0.0002562211884651333,73088,0.4316050410270691,-0.03161679953336716,,0.31185728311538696,7.738043495919555e-05,0.009358342736959457,
130.46212077140808,1763260151.5347679,704.0,-0.0068755727261304855,930,0.0,0.0002557603584136814,73856,0.41409704089164734,-0.011984322220087051,,0.5231497287750244,0.008388068526983261,0.0009782090783119202,
131.7488477230072,1763260152.8214948,,,938,,,74680,,,500.0,,,,500.0
132.33651661872864,1763260153.4091637,702.0,0.003744306042790413,941,0.01171875,0.0002550691133365035,75008,0.5063657164573669,0.0020245052874088287,,0.2316996455192566,0.0006397026008926332,0.004314767196774483,
132.54767966270447,1763260153.6203268,702.0,0.034690722823143005,942,0.099609375,0.0002549923083279282,75136,0.48095735907554626,-0.027768149971961975,,0.4133877158164978,0.00022128423734102398,0.025165509432554245,
133.44268536567688,1763260154.5153325,,,948,,,75680,,,500.0,,,,500.0
137.94472813606262,1763260159.0173752,697.0,0.0060796961188316345,974,0.0546875,0.0002530721831135452,78336,0.33024632930755615,-0.05495530366897583,,0.789463460445404,0.012032761238515377,0.013185196556150913,
139.02463579177856,1763260160.097283,696.0,0.012562843039631844,980,0.0,0.0002526881580706686,78976,0.42105212807655334,-0.0004288405179977417,,0.7598439455032349,0.0005477541126310825,0.0005843900144100189,
139.9128646850586,1763260160.9855118,695.0,-0.003459327854216099,985,0.0,0.0002523809380363673,79488,0.4038698375225067,-0.0019033513963222504,,0.21334296464920044,0.00029911400633864105,0.00011880416423082352,
141.598876953125,1763260162.671524,694.0,0.005108986981213093,995,0.0,0.0002517665270715952,80512,0.4570656716823578,0.0011929329484701157,,0.11208367347717285,0.0013849306851625443,0.0004766015335917473,
141.82448744773865,1763260162.8971345,,,997,,,80680,,,500.0,,,,500.0
145.0444142818451,1763260166.1170614,691.0,-0.006389637477695942,1015,0.0,0.00025053764693439007,82560,0.42348140478134155,0.0035630129277706146,,0.42378681898117065,0.00032632617512717843,0.00032998155802488327,
145.8771255016327,1763260166.9497726,690.0,-0.0006510596722364426,1020,0.015625,0.0002502304269000888,83072,0.4935443103313446,-0.012211829423904419,,0.7070522904396057,0.00019423657795414329,0.005702055990695953,
147.65322875976562,1763260168.7258759,,,1031,,,84180,,,500.0,,,,500.0
151.13262748718262,1763260172.2052746,686.0,0.015212330035865307,1050,0.00390625,0.0002483871066942811,86144,0.37218931317329407,-0.006973683834075928,,0.5609097480773926,0.00044153473572805524,0.0030299080535769463,
151.59406518936157,1763260172.6667123,685.0,0.04002181440591812,1053,0.015625,0.00024823349667713046,86400,0.388436496257782,-0.023981904610991478,,0.8191032409667969,0.0026573981158435345,0.003915105946362019,
152.4497356414795,1763260173.5223827,685.0,-0.0009963922202587128,1058,0.0,0.0002479262766428292,86912,0.4618900418281555,-0.001048254780471325,,0.8070967197418213,0.003564481856301427,0.00012315250933170319,
156.6906168460846,1763260177.763264,682.0,0.0012994920834898949,1082,0.0,0.0002463901764713228,89472,0.3881096839904785,-0.0016067358665168285,,0.7232245206832886,0.0005636811256408691,7.819849997758865e-05,
156.86901688575745,1763260177.941664,682.0,0.00363733246922493,1083,0.0078125,0.00024631337146274745,89600,0.43981504440307617,-0.0036713555455207825,,-0.04552721977233887,0.00042756099719554186,0.002352071925997734,
158.17342114448547,1763260179.2460682,681.0,0.0012795068323612213,1091,0.0,0.00024585254141129553,90368,0.3484492003917694,-0.0005906727164983749,,0.8321160078048706,0.0027331120800226927,7.123686373233795e-05,
160.71261739730835,1763260181.7852645,680.0,0.000515512190759182,1106,0.0,0.0002449308813083917,91904,0.40610480308532715,0.0033057578839361668,,0.8391614556312561,0.0012197184842079878,0.00014500226825475693,
162.5855233669281,1763260183.6581705,,,1118,,,93180,,,500.0,,,,500.0
163.7445044517517,1763260184.8171515,679.0,0.00012784823775291443,1125,0.0,0.0002437788061797619,93824,0.3338136672973633,-0.00021416693925857544,,0.9488654136657715,0.0012120588216930628,3.6302953958511353e-06,
164.9902834892273,1763260186.0629306,,,1133,,,94680,,,500.0,,,,500.0
166.99812722206116,1763260188.0707743,678.0,0.001010265201330185,1145,0.0,0.00024254992604255676,95872,0.35239720344543457,0.0022249072790145874,,0.5104367733001709,0.0013789128279313445,0.00011996366083621979,
170.07025861740112,1763260191.1429057,677.0,-0.0005041370168328285,1164,0.0078125,0.00024139785091392696,97792,0.4151541590690613,-0.0024444647133350372,,0.0015305280685424805,153.33348083496094,0.003962763585150242,
170.2672483921051,1763260191.3398955,677.0,0.00384502112865448,1165,0.021484375,0.00024132104590535164,97920,0.3978344798088074,-0.005141794681549072,,0.48614072799682617,0.0027295583859086037,0.0018843766301870346,
171.3041090965271,1763260192.3767562,,,1172,,,98680,,,500.0,,,,500.0
172.86936497688293,1763260193.942012,676.0,-0.004206289537250996,1181,0.001953125,0.00024032258079387248,99584,0.3458549380302429,-0.00643688440322876,,0.26850348711013794,0.0002873695339076221,0.001754104159772396,
173.7157735824585,1763260194.7884207,675.0,0.005819289945065975,1186,0.001953125,0.0002400153607595712,100096,0.3034140169620514,-0.003328673541545868,,-0.6693325042724609,0.0003003556630574167,0.00031587202101945877,
175.4549822807312,1763260196.5276294,,,1197,,,101180,,,500.0,,,,500.0
178.23494672775269,1763260199.3075938,673.0,0.0020215334370732307,1213,0.0,0.00023840245557948947,102784,0.23877684772014618,-0.0002287067472934723,,0.0012623071670532227,371.99017333984375,0.00022162031382322311,
178.63860535621643,1763260199.7112525,673.0,-0.0014728158712387085,1215,0.0,0.00023824884556233883,103040,0.23714713752269745,0.0048179030418396,,0.8024892807006836,0.0007941346848383546,0.0005038436502218246,
180.53282237052917,1763260201.6054695,672.0,-0.006102997809648514,1226,0.0,0.00023755760048516095,104192,0.279341459274292,-0.0014111623167991638,,0.0009088516235351562,68.07884979248047,0.00039583630859851837,
181.18668031692505,1763260202.2593274,,,1230,,,104680,,,500.0,,,,500.0
181.96410655975342,1763260203.0367537,672.0,0.023764196783304214,1234,0.083984375,0.0002370199654251337,105088,0.36815154552459717,-0.015331635251641273,,0.8407235741615295,9.428401972400025e-05,0.012886539101600647,
183.6730182170868,1763260204.7456653,,,1245,,,106180,,,500.0,,,,500.0
185.2818694114685,1763260206.3545165,671.0,0.06472290307283401,1254,0.0390625,0.00023579108528792858,107136,0.4152413010597229,-0.03455697000026703,,0.8915399312973022,4.7086228732950985e-05,0.009888027794659138,
188.04030752182007,1763260209.1129546,669.0,0.00124435406178236,1271,0.0,0.00023479262017644942,108800,0.3036451041698456,0.0002565532922744751,,0.0045874714851379395,47.05372619628906,8.824281394481659e-06,
192.78221988677979,1763260213.854867,,,1299,,,111680,,,500.0,,,,500.0
199.67941212654114,1763260220.7520592,664.0,0.0014033243060112,1339,0.0,0.00023064516426529735,115712,0.19615381956100464,-0.0004665255546569824,,0.0031438469886779785,36.11976623535156,0.00015055760741233826,
199.88667178153992,1763260220.9593189,664.0,0.0002609649673104286,1340,0.0,0.00023056835925672203,115840,0.23856116831302643,-0.0010166056454181671,,0.8809654116630554,0.0005646896315738559,0.00021623913198709488,
201.42503595352173,1763260222.497683,664.0,0.006866525858640671,1349,0.001953125,0.0002300307241966948,116736,0.2726694643497467,-0.00424611009657383,,0.00443875789642334,160.23878479003906,0.0002962946891784668,
203.80479645729065,1763260224.8774436,,,1363,,,118180,,,500.0,,,,500.0
204.22361254692078,1763260225.2962596,662.0,-0.005334135144948959,1365,0.0,0.00022903225908521563,118400,0.2873624563217163,-0.014511670917272568,,-1.7511327266693115,0.0004004928341601044,0.0015152599662542343,
205.08656644821167,1763260226.1592135,662.0,-0.00473632849752903,1370,0.005859375,0.00022872503905091435,118912,0.2880721688270569,-0.011855227872729301,,0.8456811308860779,0.00012146808148827404,0.002991756424307823,
207.06502866744995,1763260228.1376758,661.0,0.009097585454583168,1380,0.015625,0.00022803379397373646,120064,0.23726309835910797,-0.017920173704624176,,0.2708321213722229,0.0003838653501588851,0.006171219050884247,
207.1242640018463,1763260228.196911,,,1381,,,120180,,,500.0,,,,500.0
208.38442158699036,1763260229.4570687,661.0,0.020907172933220863,1388,0.005859375,0.00022757296392228454,120832,0.28980594873428345,-0.0031579844653606415,,0.9906960129737854,0.00028925700462423265,0.004135608673095703,
209.61364483833313,1763260230.686292,660.0,0.0049164779484272,1395,0.0,0.00022711213387083262,121600,0.2813887596130371,-0.010153934359550476,,0.7219218015670776,0.0012239007046446204,0.0013330169022083282,
210.24591445922852,1763260231.3185616,660.0,-0.02700161188840866,1399,0.046875,0.00022688171884510666,121984,0.31187745928764343,-0.014622032642364502,,0.42713844776153564,0.0007794862613081932,0.007707258686423302,
211.2911353111267,1763260232.3637824,660.0,-0.004855114035308361,1405,0.0,0.00022649769380223006,122624,0.23223522305488586,0.0032562613487243652,,0.88291335105896,0.000271166383754462,0.0010832613334059715,
216.52320003509521,1763260237.5958471,656.0,0.004402941092848778,1432,0.0,0.00022488478862214833,125312,0.215394988656044,-0.013403167948126793,,0.8401570916175842,0.0007031104760244489,0.0009873174130916595,
216.7243514060974,1763260237.7969985,656.0,-0.0036577731370925903,1433,0.0,0.00022480798361357301,125440,0.35453352332115173,-0.0037080934271216393,,0.2540498375892639,0.000868156086653471,0.0007865782827138901,
219.8412585258484,1763260240.9139056,,,1455,,,127680,,,500.0,,,,500.0
220.03436660766602,1763260241.1070137,657.0,0.004999915137887001,1456,0.00390625,0.00022342549345921725,127744,0.41491764783859253,-0.00903976522386074,,0.006022989749908447,305.1336364746094,0.0006316341459751129,
220.23189163208008,1763260241.3045387,657.0,0.0059831757098436356,1457,0.01953125,0.00022334868845064193,127872,0.3518195152282715,0.00689450278878212,,0.8636640310287476,0.0016101174987852573,0.002343134954571724,
229.53671312332153,1763260250.6093602,,,1514,,,133680,,,500.0,,,,500.0
230.77536177635193,1763260251.8480089,655.0,0.01352780032902956,1521,0.0,0.00021943164756521583,134400,0.41091203689575195,0.0040826499462127686,,0.4808335304260254,0.002772541018202901,0.000263742171227932,
231.39375257492065,1763260252.4663997,655.0,0.0007818453013896942,1525,0.0,0.00021920123253948987,134784,0.3525622487068176,0.0007134117186069489,,0.004065752029418945,16.44683265686035,3.407895565032959e-05,
231.7772867679596,1763260252.8499339,655.0,0.002425607293844223,1527,0.03125,0.00021904762252233922,135040,0.37784355878829956,-0.0029129870235919952,,-0.8982092142105103,0.0011570919305086136,0.010297739878296852,
232.01375532150269,1763260253.0864024,,,1529,,,135180,,,500.0,,,,500.0
233.03277683258057,1763260254.105424,654.0,-0.012723395600914955,1534,0.001953125,0.0002185867924708873,135808,0.35256823897361755,0.020721174776554108,,0.8197123408317566,0.0016798017313703895,0.00276106595993042,
233.44880151748657,1763260254.5214486,654.0,0.0029119402170181274,1536,0.013671875,0.00021843318245373666,136064,0.4024953842163086,0.008049414493143559,,-1.609379768371582,0.00021982390899211168,0.002689553424715996,
234.46298360824585,1763260255.5356307,654.0,0.008380596525967121,1543,0.0,0.00021804915741086006,136704,0.33795928955078125,-0.03106442466378212,,-0.0001493692398071289,45.829071044921875,0.0014113569632172585,
234.86181378364563,1763260255.9344609,654.0,0.01635713502764702,1545,0.0078125,0.00021789554739370942,136960,0.31522729992866516,-0.018730878829956055,,-0.850951075553894,0.0003548313397914171,0.0037039704620838165,
235.0572545528412,1763260256.1299016,654.0,0.003539951518177986,1546,0.046875,0.0002178187423851341,137088,0.41216766834259033,0.01128387451171875,,0.6203899383544922,0.0001250426284968853,0.012068826705217361,
236.97550797462463,1763260258.048155,654.0,0.005129294469952583,1558,0.0,0.00021712749730795622,138240,0.32653725147247314,-0.0013506561517715454,,0.005973458290100098,91.52568054199219,0.0004706941545009613,
237.15928268432617,1763260258.2319298,654.0,-0.006355946883559227,1559,0.001953125,0.0002170506922993809,138368,0.39597538113594055,0.011526431888341904,,0.7891131639480591,0.0014546503080055118,0.002758832648396492,
237.78548622131348,1763260258.8581333,654.0,-0.002506694756448269,1563,0.0,0.00021682027727365494,138752,0.37369319796562195,0.0006286576390266418,,0.01121532917022705,381.16510009765625,0.00015521328896284103,
238.31483721733093,1763260259.3874843,654.0,-0.011584547348320484,1566,0.0,0.00021658986224792898,139136,0.3579553961753845,-0.008604224771261215,,0.6691927909851074,0.0006200475036166608,0.0005110194906592369,
240.89165139198303,1763260261.9642985,656.0,0.0023378049954771996,1588,0.017578125,0.00021528417710214853,141312,0.34644967317581177,-0.014978349208831787,,0.6190211176872253,0.0017501250840723515,0.007144170813262463,
241.03696155548096,1763260262.1096087,656.0,0.011814570054411888,1589,0.001953125,0.0002152073720935732,141440,0.3032268285751343,0.001635093241930008,,0.45323920249938965,0.00038428022526204586,0.0012118220329284668,
242.0495264530182,1763260263.1221735,657.0,0.009365943260490894,1597,0.0,0.0002147465420421213,142208,0.29818177223205566,-0.0034172534942626953,,0.0009284019470214844,418.2441711425781,0.0018244599923491478,
243.55801582336426,1763260264.630663,657.0,-0.004695911891758442,1607,0.0,0.00021413210197351873,143232,0.23453263938426971,-0.0016855448484420776,,0.0031248927116394043,80.95453643798828,0.00024018529802560806,
243.918359041214,1763260264.9910061,657.0,-0.002696450799703598,1609,0.005859375,0.0002139784919563681,143488,0.3022805452346802,-0.011772450059652328,,-0.15920615196228027,0.00042924805893562734,0.0009593106806278229,
244.104834318161,1763260265.1774814,657.0,0.04284151270985603,1610,0.029296875,0.00021390168694779277,143616,0.32199814915657043,-0.020614052191376686,,-0.7104505300521851,0.00045958111877553165,0.007653876207768917,
244.3340573310852,1763260265.4067044,657.0,0.006208473816514015,1612,0.00390625,0.00021382488193921745,143744,0.24158020317554474,0.002658318728208542,,0.0028093457221984863,328.21942138671875,0.002604823559522629,
246.46994853019714,1763260267.5425956,,,1626,,,145180,,,500.0,,,,500.0
248.40827465057373,1763260269.4809217,657.0,-0.0022069979459047318,1638,0.0,0.00021221197675913572,146432,0.3225157558917999,-0.008668143302202225,,0.5828825235366821,0.0011341649806126952,0.0028595514595508575,
254.93346786499023,1763260276.006115,660.0,0.004481649957597256,1687,0.01953125,0.00020921659597661346,151424,0.30577436089515686,-0.004687085747718811,,-0.5623489618301392,0.006216531619429588,0.001568925566971302,
262.1170060634613,1763260283.1896532,660.0,0.0015127426013350487,1732,0.0,0.0002063748106593266,156160,0.3563302755355835,0.008347317576408386,,0.2969173192977905,0.000610603136010468,0.00038072187453508377,
263.6196174621582,1763260284.6922646,661.0,1.2360513210296631e-05,1745,0.0,0.0002056067605735734,157440,0.3185933232307434,0.0007960237562656403,,-0.0633920431137085,0.0006580582703463733,0.0002976655960083008,
264.4722423553467,1763260285.5448895,662.0,-6.440095603466034e-05,1753,0.0,0.0002051459305221215,158208,0.3647692799568176,-0.0006602182984352112,,-0.0010349750518798828,139.57730102539062,0.00019599683582782745,
264.6254184246063,1763260285.6980655,662.0,0.007257609628140926,1754,0.0,0.00020506912551354617,158336,0.30654236674308777,-0.0031601116061210632,,-0.9717788696289062,0.010219014249742031,0.0004010489210486412,
265.917040348053,1763260286.9896874,663.0,-0.000540892593562603,1765,0.0,0.0002043778804363683,159488,0.39516085386276245,0.0005076378583908081,,0.04370492696762085,0.00046450321679003537,4.17931005358696e-05,
266.24545454978943,1763260287.3181016,663.0,0.0012885797768831253,1768,0.0,0.00020422427041921765,159744,0.30082687735557556,0.0020961761474609375,,-0.003933548927307129,141.3279266357422,0.0006176047027111053,
