losses/explained_variance,_runtime,losses/approx_kl,_timestamp,losses/entropy,charts/learning_rate,losses/clipfrac,_step,charts/episodic_length,charts/SPS,losses/policy_loss,charts/episodic_return,losses/old_approx_kl,global_step,losses/value_loss
0.007939279079437256,36.83372616767883,0.00010894984006881714,1763260057.8978572,0.5316923260688782,0.0002935483935289085,0.0,213,,972.0,0.0013094693422317505,,-0.004264645278453827,10880,33.14772033691406
0.002291083335876465,37.45187044143677,0.008827507495880127,1763260058.5160015,0.5461843013763428,0.00029331797850318253,0.04296875,217,,954.0,-0.017288947477936745,,0.02954675257205963,11264,29.621137619018555
0.22397595643997192,39.281556844711304,0.0001722387969493866,1763260060.3456879,0.5579294562339783,0.0002927803434431553,0.0,228,,891.0,0.001356353983283043,,-0.002391466870903969,12160,15.81993579864502
0.5208361148834229,40.20030736923218,0.006533902138471603,1763260061.2644384,0.5542168617248535,0.000292473123408854,0.0390625,233,,870.0,-0.036347292363643646,,0.0049728285521268845,12672,15.259663581848145
0.47486966848373413,42.43762135505676,0.0013900669291615486,1763260063.5017524,0.5429054498672485,0.0002916282683145255,0.0,251,,838.0,-0.022237448021769524,,0.011030935682356358,14080,18.061613082885742
0.35965532064437866,43.077983379364014,8.495431393384933e-05,1763260064.1421144,0.5175870060920715,0.0002912442432716489,0.0,259,,844.0,-0.0044360049068927765,,0.0006343713030219078,14720,14.770118713378906
0.3712313175201416,43.529858112335205,7.575377821922302e-06,1763260064.5939891,0.5267851948738098,0.0002909370232373476,0.0,265,,851.0,-0.0017217695713043213,,0.0013244077563285828,15232,27.21398162841797
0.14226257801055908,44.061458110809326,3.975164145231247e-05,1763260065.1255891,0.49411311745643616,0.0002906298032030463,0.0,273,,855.0,-0.004632789641618729,,0.00012608524411916733,15744,38.25691223144531
,44.09357953071594,,1763260065.1577106,,,,274,178.0,,,178.0,,15843,
0.7132656574249268,45.36469745635986,0.00014107488095760345,1763260066.4288285,0.4897823929786682,0.0002898617531172931,0.0,292,,863.0,0.0007678866386413574,,-3.162585198879242e-05,17024,22.394332885742188
0.8057451248168945,47.2307231426239,4.47174534201622e-05,1763260068.2948542,0.5247921347618103,0.0002887096779886633,0.0,321,,877.0,0.001952439546585083,,0.0002036290243268013,18944,8.768726348876953
0.8550944328308105,47.57184433937073,1.4271587133407593e-05,1763260068.6359754,0.5585688352584839,0.00028847926296293736,0.0,327,,881.0,0.00154854916036129,,-0.0001890137791633606,19328,9.183892250061035
0.8989785313606262,47.797749280929565,0.0008431300520896912,1763260068.8618803,0.5718070268630981,0.0002883256529457867,0.0,330,,884.0,-0.0026197638362646103,,0.0047617387026548386,19584,7.773340225219727
0.8876253962516785,47.92131018638611,0.00024824123829603195,1763260068.9854412,0.5506769418716431,0.0002882488479372114,0.0,332,,884.0,-0.007354486733675003,,0.00533508975058794,19712,12.220098495483398
,48.236921310424805,,1763260069.3010523,,,,337,104.0,,,104.0,,19982,
,48.41911721229553,,1763260069.4832482,,,,340,89.0,,,89.0,,20197,
0.9795456528663635,50.78009819984436,0.00026295799762010574,1763260071.8442292,0.5377025604248047,0.000286712747765705,0.0,370,,886.0,-0.0051795244216918945,,0.0018444256857037544,22272,4.6427130699157715
,51.11566925048828,,1763260072.1798003,,,,375,116.0,,,116.0,,22545,
0.9749054908752441,52.98755121231079,0.00477988738566637,1763260074.0516822,0.5694876909255981,0.0002855606726370752,0.005859375,396,,884.0,-0.05481348931789398,,0.033565521240234375,24192,4.785336017608643
0.9393316507339478,55.215728521347046,0.0011395765468478203,1763260076.2798595,0.5812573432922363,0.00028433179249987006,0.0,425,,887.0,-0.004905868321657181,,-0.003556489013135433,26240,6.378368854522705
0.5294393301010132,56.82509231567383,0.0014972155913710594,1763260077.8892233,0.5758664608001709,0.0002834101323969662,0.0,441,,890.0,-0.010650156065821648,,0.0093592694029212,27776,8.963434219360352
,57.74794960021973,,1763260078.8120806,,,,450,376.0,,,376.0,,28614,
0.9768010377883911,59.436089277267456,5.177408456802368e-05,1763260080.5002203,0.5244399905204773,0.00028202764224261045,0.0,471,,890.0,-3.725476562976837e-05,,0.0034122802317142487,30080,4.9484477043151855
0.9929817914962769,60.67364048957825,0.00036988407373428345,1763260081.7377715,0.5462841391563416,0.0002814900071825832,0.0,481,,884.0,0.0031376807019114494,,0.003530053421854973,30976,2.5588364601135254
,61.66846060752869,,1763260082.7325916,,,,490,218.0,,,218.0,,31768,
0.5837372541427612,63.36175847053528,0.0018490226939320564,1763260084.4258895,0.5655360817909241,0.0002802611270453781,0.0,504,,875.0,-0.008422955870628357,,0.011426237411797047,33024,5.004076957702637
-0.14829564094543457,64.48981213569641,1.087132841348648e-05,1763260085.5539432,0.5073065161705017,0.00027972349198535085,0.0,515,,873.0,0.0006428584456443787,,3.441330045461655e-05,33920,3.6323699951171875
,66.81950688362122,,1763260087.883638,,,,530,423.0,,,423.0,,35360,
,68.25104022026062,,1763260089.3151712,,,,539,500.0,,,500.0,,36193,
0.108512282371521,69.64925837516785,0.0002469634637236595,1763260090.7133894,0.567706286907196,0.0002779569767881185,0.0,547,,837.0,0.00017754361033439636,,-0.004710785113275051,36864,10.721006393432617
,70.91628170013428,,1763260091.9804127,,,,555,333.0,,,333.0,,37533,
0.7007626295089722,71.65847039222717,5.318783223628998e-06,1763260092.7226014,0.6040854454040527,0.0002773425367195159,0.0,559,,823.0,-0.0025163963437080383,,0.0004425877705216408,37888,17.047107696533203
-0.0040929317474365234,73.40765190124512,4.818663001060486e-06,1763260094.471783,0.5050768852233887,0.0002768049016594887,0.0,568,,812.0,-0.0004784082993865013,,-0.000620577484369278,38784,2.600794792175293
-0.00024127960205078125,79.5423686504364,0.001793009229004383,1763260100.6064997,0.5033496618270874,0.0002751920255832374,0.0,595,,769.0,0.012636803090572357,,-0.012372874654829502,41472,103.56349182128906
8.487701416015625e-05,82.82850909233093,0.0007394244894385338,1763260103.89264,0.512905478477478,0.00027419356047175825,0.0,612,,754.0,0.01466139405965805,,-0.002432950772345066,43136,198.64093017578125
,83.11051321029663,,1763260104.1746442,,,,614,177.0,,,177.0,,43282,
0.009669959545135498,86.30199909210205,0.001773136667907238,1763260107.36613,0.5617261528968811,0.00027311829035170376,0.0,630,,740.0,-0.012302309274673462,,-0.018986741080880165,44928,1.3708347082138062
,87.3498306274414,,1763260108.4139616,,,,636,500.0,,,500.0,,45453,
0.044757187366485596,88.2884247303009,0.0002626478672027588,1763260109.3525558,0.4895932078361511,0.0002725038502831012,0.0,640,,733.0,0.007264208048582077,,-0.0012354683130979538,45952,1.1753380298614502
,90.1018168926239,,1763260111.165948,,,,650,500.0,,,500.0,,46953,
-0.0029566287994384766,92.76899027824402,0.00018448103219270706,1763260113.8331213,0.5080538988113403,0.00027112136012874544,0.0,664,,718.0,0.004028800874948502,,-0.0023746350780129433,48256,0.8449994325637817
0.24018383026123047,96.58956527709961,8.288491517305374e-05,1763260117.6536963,0.5421816110610962,0.0002698924799915403,0.0,684,,709.0,-0.003151722252368927,,-0.004358774982392788,50304,0.7298359870910645
0.5504000186920166,97.34121036529541,0.0009907856583595276,1763260118.4053414,0.5508065223693848,0.00026966206496581435,0.0,689,,707.0,-0.015357747673988342,,-0.011476507410407066,50688,0.639689028263092
0.7784894704818726,98.76172018051147,0.009377297013998032,1763260119.8258512,0.5460060834884644,0.00026920123491436243,0.021484375,698,,703.0,-0.032304488122463226,,0.037124358117580414,51456,0.3712323009967804
0.2820476293563843,99.28335356712341,0.000918838195502758,1763260120.3474846,0.4926731586456299,0.0002690476248972118,0.0,702,,702.0,-0.0049286819994449615,,0.007753520272672176,51712,111.49815368652344
0.3338800072669983,100.01165819168091,0.0015141377225518227,1763260121.0757892,0.5026469230651855,0.00026881720987148583,0.0,707,,700.0,-0.001329120248556137,,0.013238620944321156,52096,106.42349243164062
0.6487187147140503,103.30110502243042,0.007771607488393784,1763260124.365236,0.5330198407173157,0.00026781874476000667,0.015625,729,,692.0,-0.016320768743753433,,0.014132754877209663,53760,106.4242172241211
0.8900110125541687,107.2031786441803,0.009578695520758629,1763260128.2673097,0.6010748147964478,0.0002665130596142262,0.01953125,757,,685.0,0.002778302878141403,,0.0015984084457159042,55936,14.235978126525879
,107.61519289016724,,1763260128.679324,,,,762,37.0,,,37.0,,56148,
0.939891517162323,108.3661367893219,4.376564174890518e-05,1763260129.4302678,0.5351983308792114,0.00026620583957992494,0.0,767,,682.0,0.0019247084856033325,,-0.0018654121086001396,56448,3.447465419769287
,109.42736172676086,,1763260130.4914927,,,,775,168.0,,,168.0,,56984,
0.9906061291694641,111.60190343856812,0.0005477480590343475,1763260132.6660345,0.6139200925827026,0.0002652841794770211,0.0,788,,674.0,-0.003617294132709503,,-0.0011955387890338898,57984,0.6453008651733398
,113.02315354347229,,1763260134.0872846,,,,797,66.0,,,66.0,,58682,
0.6521605253219604,114.66078352928162,0.003944984637200832,1763260135.7249146,0.5741897821426392,0.00026436251937411726,0.00390625,806,,668.0,0.013884259387850761,,-0.00013479497283697128,59520,0.08034785091876984
0.1231313943862915,115.98291611671448,0.003789077512919903,1763260137.0470471,0.5417715311050415,0.00026397849433124065,0.01171875,815,,665.0,-0.03207051008939743,,-0.011152694933116436,60160,80.6158447265625
,124.79704642295837,,1763260145.8611774,,,,863,449.0,,,449.0,,65061,
0.9764395356178284,126.43115305900574,0.0007780417799949646,1763260147.495284,0.4961755871772766,0.00026052226894535124,0.0,872,,654.0,-0.0057960376143455505,,-0.0006114672869443893,65920,1.096899151802063
,126.98239779472351,,1763260148.0465288,,,,876,282.0,,,282.0,,66208,
-9.262561798095703e-05,134.4138720035553,0.0003855666145682335,1763260155.478003,0.43627601861953735,0.00025791089865379035,0.0,916,,646.0,0.0001732558012008667,,-0.0039465101435780525,70272,64.82305908203125
-0.13565731048583984,135.60502338409424,0.00042746495455503464,1763260156.6691544,0.40992671251296997,0.00025752687361091375,0.0,922,,644.0,-0.013025004416704178,,0.007717528380453587,70912,0.003015548223629594
,137.01896452903748,,1763260158.0830956,,,,930,500.0,,,500.0,,71708,
0.8214053511619568,138.61110305786133,0.0002924501895904541,1763260159.675234,0.4344533383846283,0.0002565284084994346,0.0,938,,642.0,0.0002131117507815361,,0.00543622300028801,72576,0.0005531561328098178
0.010195434093475342,139.11701369285583,0.00014959555119276047,1763260160.1811447,0.4271090626716614,0.00025637479848228395,0.0,941,,641.0,-0.008386239409446716,,0.001305534504354,72832,212.2855682373047
0.7721596956253052,139.34953904151917,0.00010230299085378647,1763260160.41367,0.47213050723075867,0.00025629799347370863,0.0,942,,641.0,0.0003591962158679962,,-2.5224871933460236e-05,72960,0.0006174743175506592
0.8189249038696289,140.54673218727112,0.015391787514090538,1763260161.6108632,0.4675065875053406,0.00025591396843083203,0.072265625,948,,640.0,-0.0335482582449913,,0.0008074892684817314,73600,0.0008765212260186672
,145.3635458946228,,1763260166.427677,,,,974,500.0,,,500.0,,76208,
0.003245055675506592,146.58846068382263,0.000675346702337265,1763260167.6525917,0.3614403009414673,0.000253993843216449,0.0,980,,635.0,-0.013149254024028778,,0.01041610911488533,76800,183.30259704589844
0.00033986568450927734,147.57709670066833,0.001309872604906559,1763260168.6412277,0.41277623176574707,0.00025368662318214774,0.0,985,,634.0,-0.010115288197994232,,0.003884858451783657,77312,303.2991027832031
0.3829728364944458,149.77601647377014,0.0017917314544320107,1763260170.8401475,0.4454044699668884,0.00025299537810496986,0.001953125,995,,632.0,-0.005216151475906372,,-0.004237768240272999,78464,0.0010990719310939312
,150.05743885040283,,1763260171.1215699,,,,997,500.0,,,500.0,,78708,
0.05392348766326904,153.63636946678162,2.8594397008419037e-05,1763260174.7005005,0.49195224046707153,0.0002517665270715952,0.0,1015,,629.0,-0.0008660927414894104,,0.005892300046980381,80512,0.0008844340918585658
-0.4289112091064453,154.58944654464722,0.0003284383565187454,1763260175.6535776,0.4706360101699829,0.0002514593070372939,0.0,1020,,628.0,-0.0044701602309942245,,-0.0006342977285385132,81024,0.0007268654298968613
-0.08930659294128418,156.70918941497803,0.0010200701653957367,1763260177.7733204,0.5455664396286011,0.00025076806196011603,0.0,1031,,627.0,-0.0047535523772239685,,0.00847805105149746,82176,8.724545477889478e-05
-0.20029771327972412,160.32508277893066,0.00215032696723938,1763260181.3892138,0.4951481521129608,0.0002496159868314862,0.001953125,1050,,624.0,-0.011693011969327927,,-0.01244398020207882,84096,0.0001229070476256311
0.299904465675354,160.80379629135132,0.0004387013614177704,1763260181.8679273,0.4815620183944702,0.0002494623768143356,0.0,1053,,624.0,-0.005919154733419418,,-0.002427332103252411,84352,0.0030533287208527327
-0.5561468601226807,161.7426586151123,0.0007537528872489929,1763260182.8067896,0.4694376587867737,0.0002491551567800343,0.0,1058,,623.0,-0.007099371403455734,,0.0029214993119239807,84864,0.0055527715012431145
-0.014490485191345215,166.25351977348328,0.0007898556068539619,1763260187.3176508,0.4966902732849121,0.0002476190566085279,0.0,1083,,621.0,0.00195901095867157,,0.001656816340982914,87424,0.0035118600353598595
,167.63746190071106,,1763260188.701593,,,,1091,500.0,,,500.0,,88208,
-1.33514404296875e-05,170.35825181007385,0.0017424589022994041,1763260191.4223828,0.4727984666824341,0.00024623656645417213,0.0,1106,,620.0,0.012792911380529404,,0.0018198015168309212,89728,339.960693359375
-1.0103890895843506,172.5913791656494,0.00032584182918071747,1763260193.6555102,0.47458016872406006,0.00024546851636841893,0.0,1118,,619.0,0.002099793404340744,,-0.0015645790845155716,91008,0.0004017984902020544
,173.76703572273254,,1763260194.8311667,,,,1125,500.0,,,500.0,,91708,
0.7098777294158936,175.34721446037292,0.0019346168264746666,1763260196.4113455,0.4512356221675873,0.0002445468562655151,0.0,1133,,618.0,-0.0002500545233488083,,0.006815425120294094,92544,0.0004015524755232036
,177.529780626297,,1763260198.5939116,,,,1145,500.0,,,500.0,,93708,
0.00011646747589111328,181.26756358146667,0.0002814559265971184,1763260202.3316946,0.4645596146583557,0.00024262673105113208,0.0,1164,,615.0,-0.010241076350212097,,0.0030974512919783592,95744,16.040790557861328
0.5774664878845215,181.49946069717407,0.0007882416248321533,1763260202.5635917,0.44496995210647583,0.00024254992604255676,0.0,1165,,615.0,0.0017683953046798706,,0.0012219958007335663,95872,0.004915087949484587
0.4787333011627197,182.89401149749756,0.003346133977174759,1763260203.9581425,0.43909817934036255,0.00024208909599110484,0.005859375,1172,,614.0,-0.0018347203731536865,,-0.0034472476691007614,96640,0.0002955372037831694
0.08124786615371704,184.54898810386658,0.0016416311264038086,1763260205.6131191,0.4985255002975464,0.0002415514609310776,0.013671875,1181,,613.0,0.0024322867393493652,,0.018993232399225235,97536,0.000907127745449543
0.019430100917816162,185.49850296974182,0.0009461306035518646,1763260206.562634,0.5018311738967896,0.00024124424089677632,0.0,1186,,613.0,-0.0016116909682750702,,-0.009342372417449951,98048,0.0005158722633495927
0.1878224015235901,187.56288361549377,0.004510562866926193,1763260208.6270146,0.489041268825531,0.00024055299581959844,0.009765625,1197,,612.0,-0.008430680260062218,,0.002684740349650383,99200,9.249697177438065e-05
0.0001500844955444336,190.4633400440216,0.00033653806895017624,1763260211.527471,0.5238587260246277,0.0002396313357166946,0.0,1213,,611.0,0.0013197362422943115,,0.0015237974002957344,100736,101.89685821533203
-0.07818186283111572,190.91117668151855,0.0005303723737597466,1763260211.9753077,0.5307108163833618,0.00023947772569954395,0.0,1215,,611.0,0.0077577270567417145,,0.00048248376697301865,100992,0.0004804629134014249
-0.46287548542022705,193.0276701450348,2.6149675250053406e-05,1763260214.0918012,0.524543046951294,0.00023878648062236607,0.0,1226,,610.0,-0.001460157334804535,,0.0014938823878765106,102144,0.00011794355668826029
0.13684064149856567,193.76224422454834,0.005402987822890282,1763260214.8263752,0.5115941166877747,0.0002385560655966401,0.00390625,1230,,609.0,-0.02086360566318035,,0.03860868513584137,102528,0.00039701114292256534
-0.3436983823776245,194.47226285934448,5.451776087284088e-05,1763260215.536394,0.5292088389396667,0.00023832565057091415,0.0,1234,,609.0,-0.0002387017011642456,,0.0008089784532785416,102912,0.004294363781809807
0.41264861822128296,196.60086703300476,0.001197798177599907,1763260217.664998,0.5024473667144775,0.00023763440549373627,0.0,1245,,608.0,0.006173226982355118,,0.0008045826107263565,104064,0.0006670510629191995
-0.2533930540084839,198.2767791748047,0.0002792719751596451,1763260219.3409102,0.3944115936756134,0.00023709677043370903,0.0,1254,,608.0,-0.006043322384357452,,-0.0027039870619773865,104960,0.0009485494811087847
,201.41688871383667,,1763260222.4810197,,,,1271,500.0,,,500.0,,106708,
-1.1592004299163818,207.00473546981812,0.0050287507474422455,1763260228.0688665,0.5550100803375244,0.0002343317901249975,0.0,1299,,604.0,0.0014476552605628967,,0.005820410326123238,109568,0.0007563867839053273
,215.51231980323792,,1763260236.5764508,,,,1339,500.0,,,500.0,,113708,
0.000640571117401123,215.7427384853363,0.00018285401165485382,1763260236.8068695,0.48214152455329895,0.00023179723939392716,0.0,1340,,598.0,0.0009090043604373932,,-0.008747011423110962,113792,67.87939453125
,217.3831033706665,,1763260238.4472344,,,,1349,500.0,,,500.0,,114708,
,219.53011202812195,,1763260240.594243,,,,1363,500.0,,,500.0,,116208,
-0.06752121448516846,219.9457561969757,0.0032632146030664444,1763260241.0098872,0.5088155269622803,0.00023026113922242075,0.00390625,1365,,598.0,-0.008518263697624207,,-2.765469253063202e-05,116352,0.003507708664983511
0.4157356023788452,220.82529878616333,0.0018413104116916656,1763260241.8894298,0.5186253190040588,0.00022995391918811947,0.001953125,1370,,598.0,0.010364115238189697,,-0.01253180205821991,116864,0.00574054941534996
0.5422134399414062,222.64032173156738,6.1034224927425385e-05,1763260243.7044528,0.48390844464302063,0.0002293394791195169,0.0,1380,,598.0,-0.001910574734210968,,-0.0006257640197873116,117888,0.004350192379206419
0.4201292395591736,222.85955953598022,0.0027875173836946487,1763260243.9236906,0.41536909341812134,0.0002292626741109416,0.0,1381,,598.0,-0.012396924197673798,,0.006430597975850105,118016,0.0005499105900526047
,224.00294589996338,,1763260245.067077,,,,1388,500.0,,,500.0,,118708,
0.5182152390480042,225.33021998405457,0.000377546064555645,1763260246.394351,0.5194471478462219,0.00022841781901661307,0.0,1395,,598.0,-0.001122158020734787,,-0.005796610377728939,119424,0.005358410999178886
0.00020706653594970703,226.02160501480103,0.00020189397037029266,1763260247.085736,0.4638896882534027,0.0002281874039908871,0.0,1399,,597.0,-0.0011272663250565529,,-0.003359369933605194,119808,230.98480224609375
0.7203829884529114,227.14251565933228,0.007709936238825321,1763260248.2066467,0.5116678476333618,0.0002278033789480105,0.025390625,1405,,597.0,-0.03349773958325386,,-0.00630574207752943,120448,0.005963453557342291
,231.98103833198547,,1763260253.0451694,,,,1432,489.0,,,489.0,,123197,
0.0010710358619689941,232.17086625099182,0.0002401098608970642,1763260253.2349973,0.43733227252960205,0.00022611366875935346,0.0,1433,,596.0,0.0038128234446048737,,0.007477916777133942,123264,242.42538452148438
,236.05354523658752,,1763260257.1176763,,,,1455,500.0,,,500.0,,125551,
0.0001417398452758789,236.23360753059387,0.0015662843361496925,1763260257.2977386,0.49742987751960754,0.0002247311786049977,0.0,1456,,596.0,-0.007660046219825745,,0.0033398261293768883,125568,19.373945236206055
0.036332905292510986,236.4551281929016,0.0013532303273677826,1763260257.5192592,0.5093283653259277,0.00022465437359642237,0.001953125,1457,,596.0,0.008228443562984467,,0.002792835235595703,125696,0.005652689374983311
,244.94081449508667,,1763260266.0049455,,,,1514,500.0,,,500.0,,131551,
-0.18951177597045898,246.20515632629395,0.0004627862945199013,1763260267.2692873,0.5161365866661072,0.00022073733271099627,0.0,1521,,599.0,0.0030743656679987907,,0.0009277528151869774,132224,0.0042053693905472755
-0.00013494491577148438,246.8157229423523,0.0007858937606215477,1763260267.879854,0.4656877815723419,0.0002205069176852703,0.0,1525,,599.0,-0.005116641521453857,,-0.007023521699011326,132608,184.5043182373047
-0.3668832778930664,247.22067594528198,0.00036763492971658707,1763260268.284807,0.4993952512741089,0.00022035330766811967,0.0,1527,,599.0,0.0008760876953601837,,-0.004126141779124737,132864,0.0001450914132874459
,247.4739067554474,,1763260268.5380378,,,,1529,500.0,,,500.0,,133051,
,248.33531498908997,,1763260269.399446,,,,1534,500.0,,,500.0,,133551,
-0.26835954189300537,248.75357604026794,0.00036070123314857483,1763260269.817707,0.5259870290756226,0.00021981567260809243,0.0,1536,,599.0,0.001976544037461281,,-0.004374006763100624,133760,0.003261884208768606
-0.3756309747695923,250.0153865814209,0.009273229166865349,1763260271.0795176,0.525742769241333,0.0002193548425566405,0.013671875,1543,,599.0,-0.019360806792974472,,0.003627477213740349,134528,0.000171518768183887
1.9848346710205078e-05,250.20747780799866,0.0010785656049847603,1763260271.2716088,0.5769933462142944,0.00021927803754806519,0.001953125,1545,,599.0,-0.007215198129415512,,0.002896430902183056,134656,281.1475830078125
,250.25844049453735,,1763260271.3225715,,,,1546,209.0,,,209.0,,134760,
0.4377050995826721,251.7303659915924,0.0018032249063253403,1763260272.794497,0.4725912809371948,0.00021850998746231198,0.005859375,1558,,601.0,0.0011638328433036804,,0.002628842368721962,135936,0.00762687623500824
-0.07467854022979736,251.86380767822266,0.003191927447915077,1763260272.9279387,0.43482398986816406,0.00021843318245373666,0.005859375,1559,,601.0,-0.0027588680386543274,,0.020448941737413406,136064,0.0006218138732947409
0.269137978553772,252.32698798179626,0.0010106340050697327,1763260273.391119,0.4845064580440521,0.0002182027674280107,0.0,1563,,601.0,0.002117712050676346,,-0.00025882013142108917,136448,0.004330919124186039
,252.63952541351318,,1763260273.7036564,,,,1566,500.0,,,500.0,,136760,
0.11144429445266724,256.4482407569885,0.0004987204447388649,1763260277.5123718,0.4294281601905823,0.0002166666672565043,0.0,1588,,602.0,-0.0006762612611055374,,0.009676522575318813,139008,0.004183376673609018
0.10119390487670898,256.6663718223572,0.00036350078880786896,1763260277.7305028,0.4851641058921814,0.00021658986224792898,0.0,1589,,602.0,-0.010305631905794144,,0.009358134120702744,139136,0.0008363381493836641
0.17676138877868652,257.9694023132324,0.000567292794585228,1763260279.0335333,0.5927040576934814,0.00021612903219647706,0.0,1597,,602.0,0.0015349462628364563,,0.006188904866576195,139904,0.005572604946792126
-0.13873720169067383,259.65951228141785,0.0011630645021796227,1763260280.7236433,0.5043042898178101,0.0002155145921278745,0.0,1607,,602.0,0.0057509467005729675,,0.014587700366973877,140928,0.005535144358873367
-0.17129898071289062,260.0598919391632,0.003243599086999893,1763260281.124023,0.506308913230896,0.00021536098211072385,0.001953125,1609,,602.0,0.01239507831633091,,0.017841748893260956,141184,4.866365634370595e-05
,260.10672783851624,,1763260281.1708589,,,,1610,500.0,,,500.0,,141260,
-0.008542895317077637,260.50081419944763,0.002129153348505497,1763260281.5649452,0.501325249671936,0.0002152073720935732,0.0,1612,,602.0,0.004804758355021477,,0.021327856928110123,141440,0.004396586678922176
0.0001678466796875,262.71055912971497,0.0005200617015361786,1763260283.7746902,0.5420476198196411,0.0002143625169992447,0.0,1626,,602.0,-0.00641295313835144,,0.007441554218530655,142848,477.158203125
-0.023241639137268066,264.1385772228241,0.00024705100804567337,1763260285.2027082,0.526741087436676,0.0002135944669134915,0.0,1638,,604.0,-0.002589266747236252,,-0.0019571008160710335,144128,0.0001627430465305224
-0.00021123886108398438,270.42697405815125,0.00012111850082874298,1763260291.491105,0.505535900592804,0.000210599071579054,0.0,1687,,609.0,0.0018437076359987259,,0.0019258931279182434,149120,208.1949462890625
0.007012009620666504,277.4220161437988,0.000582830049097538,1763260298.4861472,0.4414341449737549,0.00020806452084798366,0.0,1732,,609.0,0.0013104015961289406,,9.327474981546402e-05,153344,219.54541015625
,279.51657128334045,,1763260300.5807023,,,,1745,403.0,,,403.0,,154746,
-0.061884522438049316,280.885630607605,0.00231799203902483,1763260301.9497616,0.4267407953739166,0.00020675883570220321,0.005859375,1753,,609.0,0.004115331918001175,,-0.008668328635394573,155520,411.8949890136719
0.6641862392425537,281.079389333725,6.290990859270096e-05,1763260302.1435204,0.44531580805778503,0.0002066820306936279,0.0,1754,,609.0,-0.0007168836891651154,,0.0007891086861491203,155648,0.006249793339520693
,282.3636853694916,,1763260303.4278164,,,,1765,500.0,,,500.0,,156778,
0.622407853603363,282.77132272720337,0.00010258518159389496,1763260303.8354537,0.30608147382736206,0.00020583717559929937,0.0,1768,,610.0,0.0007688328623771667,,-0.0011395551264286041,157056,0.005621136166155338
0.772990882396698,283.8139305114746,0.0026634754613041878,1763260304.8780615,0.4112669825553894,0.00020529954053927213,0.001953125,1777,,611.0,-0.007378574460744858,,-0.01648268848657608,157952,0.0010345897171646357
-0.5204805135726929,288.9181468486786,0.00016725249588489532,1763260309.9822779,0.392611026763916,0.00020276497525628656,0.0,1818,,616.0,-0.002118229866027832,,0.005868811160326004,162176,0.00016997734201140702
0.5299128890037537,289.55801033973694,0.0005195969715714455,1763260310.6221414,0.4309312701225281,0.00020245775522198528,0.0,1823,,616.0,-0.015452995896339417,,-0.0007554842159152031,162688,4.857134626945481e-05
0.41472166776657104,292.93268966674805,0.00041266530752182007,1763260313.9968207,0.45250746607780457,0.00020076804503332824,0.0,1851,,619.0,-0.0035844743251800537,,0.001360839232802391,165504,0.00015041572623886168
