,lambda_0.0,lambda_0.36,lambda_0.68,lambda_0.84,lambda_0.92,lambda_0.96,lambda_0.98,lambda_0.99,lambda_1.0
lr_0.0001,328.15395739999997,112.80921190000004,103.06681880000008,74.08697289999998,93.13989780000003,57.278251599999976,67.07550774999993,94.86452915000001,78.0116921
lr_0.0003,192.12094064999997,329.1281759,55.09713810000005,19.71415129999997,8.450998800000036,14.050669900000116,15.926757900000041,22.43568024999996,25.409474449999948
lr_0.0006,248.13528874999997,45.74353155,15.695069900000078,13.280006649999905,12.650955199999999,15.008333549999975,19.98570834999998,26.028243199999906,22.058018749999974
lr_0.001,410.87993985,59.504477049999934,17.907670199999984,22.560696600000085,16.540410949999966,11.195469249999917,12.49031094999998,21.43685765000015,21.48195334999997
lr_0.003,385.57159355,47.82930859999999,44.43087124999994,18.378447949999952,11.84635174999994,11.580678499999976,19.676458649999972,23.86238549999996,23.82463345000002
lr_0.006,311.5384409,102.31655729999989,42.44583644999989,18.122365400000035,26.216328399999952,28.09378654999989,27.060332550000055,44.149716850000004,65.9808880999999
lr_1e-05,23.228736500000004,22.376838950000007,97.1027359,40.00386179999998,17.3102576,12.984860999999938,12.995775049999935,16.485331950000017,17.07189189999997
lr_3e-05,227.59965394999986,89.42601854999994,147.6856531,108.42896224999998,93.47017679999993,81.34490605000002,89.12938030000004,65.5103771499999,56.27764905000009
lr_6e-05,310.32120030000004,160.48421140000005,94.93449065000016,104.25195319999995,120.07515009999992,93.46114659999989,60.77764609999991,40.87248544999994,48.73455919999992
