,lambda_0.0,lambda_0.36,lambda_0.68,lambda_0.84,lambda_0.92,lambda_0.96,lambda_0.98,lambda_0.99,lambda_1.0
lr_0.0001,3.614930749999985,4.0058811000000105,3.8284934000000277,7.176651750000033,12.27887739999997,43.02604734999993,206.7165475,116.18938039999993,161.67071555000007
lr_0.0003,2.926608950000059,3.483862899999991,4.14065865000002,3.6921937000000042,7.85303475000002,17.284461849999985,75.12004190000007,183.4816538999999,189.05833459999997
lr_0.0006,4.182989200000037,3.289239749999993,2.774514999999994,3.254634899999999,6.213551149999972,18.10255834999998,311.64872675,123.75304440000002,341.35554
lr_0.001,3.2858682500000214,2.9525043500000265,2.957731999999993,2.840796200000014,323.25471044999995,410.248509,246.79865539999994,305.55094195000004,170.80842715
lr_0.003,5.830784550000004,2.487104999999957,2.76765245,5.765495749999985,379.03469305,407.51309330000004,228.53999770000001,161.91859764999992,299.76294305
lr_0.006,387.51528855000004,368.8083765,20.616359200000005,400.39978475,401.6034928,370.14565504999996,335.90808584999996,326.3732848999998,216.8397070499999
lr_1e-05,21.98370260000003,18.677607150000057,15.58588660000001,16.570014349999894,31.10141930000009,64.51156724999993,193.6654951499999,205.80814225000006,162.69284819999996
lr_3e-05,8.577282400000001,5.766750850000008,12.057515599999988,11.227925799999952,18.18845284999989,41.54859430000002,289.61459959999996,333.5877332,330.77039564999995
lr_6e-05,5.521175900000003,5.687138499999989,4.037888150000015,7.089951299999981,14.386647799999992,29.995166249999954,223.07355979999994,225.02571089999995,275.03488194999994
