losses/explained_variance,charts/SPS,losses/clipfrac,losses/entropy,losses/old_approx_kl,charts/episodic_return,_timestamp,losses/value_loss,losses/policy_loss,global_step,charts/learning_rate,charts/episodic_length,_step,losses/approx_kl,_runtime
0.23213571310043335,1067.0,0.0,0.5171154737472534,0.008646558970212936,,1763260199.2742522,0.007527590729296207,-0.008210930973291397,92288,0.00024470046628266573,,1125,0.0004366859793663025,114.3319091796875
,,,,,500.0,1763260199.9912126,,,93116,,500.0,1133,,115.04886960983276
-0.01565098762512207,1068.0,0.0,0.5307815670967102,0.0022816015407443047,,1763260201.1137595,0.006595588754862547,-0.012639224529266357,94336,0.0002434715861454606,,1145,0.0021972963586449623,116.17141652107239
-0.11921298503875732,1069.0,0.0,0.37367162108421326,0.0029233377426862717,,1763260202.9543068,0.0010083223460242152,-0.00433490052819252,96384,0.00024224270600825548,,1164,0.0002498812973499298,118.01196384429932
-0.10212445259094238,1069.0,0.0,0.450758159160614,-0.0018750224262475967,,1763260203.0644627,0.00025353653472848237,-0.004861789755523205,96512,0.00024216590099968016,,1165,0.000796264037489891,118.12211966514587
0.0001291036605834961,1069.0,0.0,0.4346250891685486,-0.003114377148449421,,1763260203.6172495,608.026611328125,0.0015533361583948135,97152,0.00024178187595680356,,1172,0.00014445651322603226,118.67490649223328
,,,,,500.0,1763260204.4496157,,,98116,,500.0,1181,,119.50727272033691
,,,,,500.0,1763260204.9223137,,,98616,,500.0,1186,,119.97997069358826
8.088350296020508e-05,1070.0,0.0,0.3975535035133362,-0.0016415007412433624,,1763260205.9312875,163.3663330078125,-0.0016893744468688965,99712,0.00024024577578529716,,1197,4.826858639717102e-05,120.98894453048706
0.2252349853515625,1071.0,0.0,0.3405812978744507,0.010054477490484715,,1763260207.405701,0.0005829423316754401,-0.0042944177985191345,101376,0.000239247310673818,,1213,0.0014576679095625877,122.46335792541504
,,,,,500.0,1763260207.5530083,,,101616,,500.0,1215,,122.6106653213501
0.0005622506141662598,1071.0,0.0,0.44106194376945496,-0.009250744245946407,,1763260208.6017313,466.15924072265625,0.018440112471580505,102656,0.0002384792605880648,,1226,0.0017605377361178398,123.65938830375671
,,,,,500.0,1763260208.9565523,,,103116,,500.0,1230,,124.0142092704773
-0.27317094802856445,1071.0,0.0,0.45083796977996826,0.015193440020084381,,1763260209.410903,0.00011818067287094891,0.007331714034080505,103552,0.00023794162552803755,,1234,0.0034759175032377243,124.46855998039246
,,,,,500.0,1763260210.3481667,,,104616,,500.0,1245,,125.40582370758057
-0.017784714698791504,1072.0,0.0,0.5208908319473267,-0.011396373622119427,,1763260211.246499,0.00010353380639571697,0.002843877300620079,105600,0.00023671274539083242,,1254,0.0016044070944190025,126.30415606498718
-0.02237415313720703,1073.0,0.0,0.4564400017261505,-0.0008755708113312721,,1763260212.7198782,0.00782034732401371,0.005037426948547363,107264,0.00023571428027935326,,1271,0.001697293482720852,127.77753520011902
,,,,,500.0,1763260215.2356858,,,110116,,500.0,1299,,130.2933428287506
0.18722552061080933,1076.0,0.0,0.327785849571228,0.009268158115446568,,1763260219.0157688,0.00592022854834795,-0.006305910646915436,114304,0.00023149001935962588,,1339,0.0017025405541062355,134.0734257698059
0.00043326616287231445,1076.0,0.005859375,0.38443729281425476,0.018824856728315353,,1763260219.1256778,0.0003195089811924845,-0.0004783645272254944,114432,0.00023141321435105056,,1340,0.001784326508641243,134.1833348274231
-0.19639790058135986,1076.0,0.0,0.4164905846118927,-0.0016647027805447578,,1763260219.9341774,0.00519164465367794,0.006824396550655365,115328,0.00023087557929102331,,1349,0.00047137681394815445,134.99183440208435
0.0001100301742553711,1077.0,0.0,0.41870027780532837,0.000453396700322628,,1763260221.1918867,263.34356689453125,0.0003127641975879669,116736,0.0002300307241966948,,1363,0.0003855554386973381,136.2495436668396
-0.13798248767852783,1077.0,0.0,0.47097134590148926,0.003739873878657818,,1763260221.4137828,0.0009094193810597062,0.0012251678854227066,116992,0.00022987711417954415,,1365,0.00048144254833459854,136.47143983840942
-0.0704050064086914,1077.0,0.0,0.40586474537849426,-0.01118500530719757,,1763260221.8950331,0.00031209923326969147,0.014649707823991776,117504,0.00022956989414524287,,1370,0.002382798120379448,136.95269012451172
0.07031410932540894,1077.0,0.0,0.3919273614883423,-0.00040590763092041016,,1763260222.8240376,0.0002971245558001101,0.009570799767971039,118528,0.0002289554540766403,,1380,0.000605948269367218,137.8816945552826
,,,,,500.0,1763260222.854114,,,118616,,500.0,1381,,137.91177105903625
-0.06195390224456787,1077.0,0.0,0.49767184257507324,0.0030092429369688034,,1763260223.5095248,0.005149101372808218,-0.006458137184381485,119296,0.00022849462402518839,,1388,0.0009025577455759048,138.56718182563782
0.2969127893447876,1077.0,0.00390625,0.4972080588340759,0.007467465475201607,,1763260224.20827,0.0003675881016533822,0.003721322864294052,120064,0.00022803379397373646,,1395,0.004747240804135799,139.26592707633972
0.0774652361869812,1077.0,0.0078125,0.4621010720729828,0.013796841725707054,,1763260224.541033,0.0005143256857991219,0.006248891353607178,120448,0.0002278033789480105,,1399,0.004610701464116573,139.59869003295898
0.2639232873916626,1078.0,0.0,0.5640349388122559,0.006188550963997841,,1763260225.1309092,0.00032292690593749285,0.003189273178577423,121088,0.0002274193539051339,,1405,0.0004332643002271652,140.18856620788574
0.025075256824493408,1078.0,0.00390625,0.4622074067592621,-0.0018143001943826675,,1763260227.5360837,0.007176700513809919,0.0003181248903274536,123776,0.00022580644872505218,,1432,0.002025192603468895,142.59374070167542
0.07639074325561523,1078.0,0.00390625,0.46015945076942444,0.0012585679069161415,,1763260227.6460085,0.0003452749806456268,9.227171540260315e-05,123904,0.00022572964371647686,,1433,0.00047972146421670914,142.70366549491882
,,,,,500.0,1763260229.6126502,,,126116,,500.0,1455,,144.67030715942383
-0.00011730194091796875,1079.0,0.0,0.44929587841033936,0.004349607974290848,,1763260229.7102926,178.53717041015625,-0.006636861711740494,126208,0.0002243471535621211,,1456,0.0005237814038991928,144.76794958114624
-0.056742191314697266,1079.0,0.0,0.40787065029144287,0.0028725741431117058,,1763260229.8207064,0.008104998618364334,-0.0026198402047157288,126336,0.00022427034855354577,,1457,0.001628250814974308,144.87836337089539
6.008148193359375e-05,1081.0,0.0,0.4861621856689453,-0.0024281134828925133,,1763260235.0865493,266.1907653808594,0.0033160075545310974,132224,0.00022073733271099627,,1514,0.00040931161493062973,150.14420628547668
-0.012743949890136719,1081.0,0.0,0.43793419003486633,0.015196897089481354,,1763260235.783559,0.0002357985795242712,0.009284254163503647,132992,0.00022027650265954435,,1521,0.0012465286999940872,150.8412160873413
0.06728219985961914,1081.0,0.0,0.4465489983558655,-0.006136031821370125,,1763260236.114601,0.00012389924086164683,-0.01091543585062027,133376,0.0002200460876338184,,1525,0.0009694695472717285,151.17225790023804
,,,,,500.0,1763260236.2788053,,,133616,,500.0,1527,,151.3364622592926
0.08103817701339722,1081.0,0.0,0.4515244662761688,0.0202903114259243,,1763260236.4829159,0.008402332663536072,0.0035747215151786804,133760,0.00021981567260809243,,1529,0.001372545026242733,151.5405728816986
-0.05599629878997803,1081.0,0.0,0.40472230315208435,-0.00017995573580265045,,1763260236.9288392,0.006862322334200144,-5.8691948652267456e-05,134272,0.00021950845257379115,,1534,6.269663572311401e-06,151.98649621009827
-0.0009000301361083984,1081.0,0.0,0.43052420020103455,-0.004949885420501232,,1763260237.1471546,9.565144137013704e-05,-0.0032480284571647644,134528,0.0002193548425566405,,1536,0.00015885848551988602,152.20481157302856
-3.612041473388672e-05,1081.0,0.0,0.4733652174472809,-1.8460676074028015e-05,,1763260237.7372909,445.5574951171875,-4.537403583526611e-05,135168,0.0002189708175137639,,1543,6.560422480106354e-05,152.79494786262512
0.005729615688323975,1082.0,0.0,0.4610688090324402,-0.0013087308034300804,,1763260237.956922,0.0002981675788760185,-0.0009043514728546143,135424,0.00021881720749661326,,1545,4.670675843954086e-05,153.01457905769348
0.014679133892059326,1082.0,0.0,0.44033876061439514,-0.014024305157363415,,1763260238.0663006,0.0001831539993872866,-0.0028247088193893433,135552,0.00021874040248803794,,1546,0.0009905071929097176,153.12395763397217
-3.421306610107422e-05,1082.0,0.0,0.5065423250198364,0.0016639698296785355,,1763260239.0990558,370.9477844238281,-0.003805827349424362,136704,0.00021804915741086006,,1558,0.0003122687339782715,154.15671277046204
-0.03470563888549805,1082.0,0.0,0.46694520115852356,0.003493362106382847,,1763260239.208502,0.005256516858935356,-0.002560538239777088,136832,0.00021797235240228474,,1559,6.29061833024025e-05,154.2661590576172
-0.00010156631469726562,1082.0,0.0,0.44621390104293823,0.0019893543794751167,,1763260239.573913,260.9190979003906,0.0028331056237220764,137216,0.00021774193737655878,,1563,0.00013846997171640396,154.6315701007843
0.07035553455352783,1082.0,0.0,0.5309320092201233,0.003848508931696415,,1763260239.903309,0.0002447058795951307,-0.007945537567138672,137600,0.00021751152235083282,,1566,0.00032863859087228775,154.9609661102295
-0.06015002727508545,1083.0,0.00390625,0.487640380859375,-0.005168536677956581,,1763260241.8590791,0.0073110181838274,-0.026762064546346664,139776,0.00021620583720505238,,1588,0.0046547651290893555,156.91673612594604
0.032544851303100586,1083.0,0.0,0.5178459882736206,-0.00918447133153677,,1763260241.9682384,0.0002337700134376064,-0.005188941955566406,139904,0.00021612903219647706,,1589,0.0014733811840415,157.02589535713196
-1.4901161193847656e-05,1083.0,0.0,0.5430392026901245,0.0017596697434782982,,1763260242.6699915,368.8040771484375,-0.00037141144275665283,140672,0.00021566820214502513,,1597,8.826795965433121e-05,157.7276484966278
0.00017815828323364258,1083.0,0.001953125,0.38720324635505676,0.013613773509860039,,1763260243.5679286,563.171142578125,0.007313303649425507,141696,0.00021505376207642257,,1607,0.002220544032752514,158.62558555603027
0.06599152088165283,1083.0,0.0,0.4698368310928345,-0.0020310217514634132,,1763260243.812378,0.0002285587543155998,0.008837148547172546,141952,0.00021490015205927193,,1609,0.002121805213391781,158.8700349330902
-0.030726313591003418,1083.0,0.00390625,0.4536782205104828,0.015357163734734058,,1763260243.9214625,0.0002606486959848553,-0.01266840472817421,142080,0.0002148233470506966,,1610,0.0016373349353671074,158.97911953926086
2.7477741241455078e-05,1083.0,0.001953125,0.49426811933517456,-0.009245127439498901,,1763260244.033313,311.91168212890625,0.0038365349173545837,142208,0.0002147465420421213,,1612,0.0015996415168046951,159.09097003936768
0.04114753007888794,1084.0,0.0,0.4952373504638672,0.006055016070604324,,1763260245.3920536,0.00933348573744297,0.004203904420137405,143744,0.00021382488193921745,,1626,0.0011603329330682755,160.4497106075287
-0.01883220672607422,1084.0,0.001953125,0.42868906259536743,-0.0021864091977477074,,1763260246.5323272,0.0003659898357000202,-0.002010384574532509,145024,0.00021305683185346425,,1638,0.0005768639966845512,161.5899841785431
0.10402601957321167,1085.0,0.0,0.45164403319358826,0.0028023039922118187,,1763260251.0157287,9.176298772217706e-05,-0.0028352253139019012,150016,0.00021006145107094198,,1687,0.0005722278729081154,166.07338571548462
,,,,,500.0,1763260255.0332763,,,154616,,500.0,1732,,170.0909333229065
0.0352439284324646,1086.0,0.017578125,0.5715782046318054,-0.01732371747493744,,1763260256.282037,0.0003391299396753311,-0.024100789800286293,155904,0.00020652842067647725,,1745,0.007385206408798695,171.33969402313232
-0.00022351741790771484,1086.0,0.0,0.5196333527565002,-0.002919333055615425,,1763260256.9446933,266.73095703125,-0.005211107432842255,156672,0.00020606759062502533,,1753,0.00025418028235435486,172.00235033035278
0.0394400954246521,1087.0,0.0,0.5364347100257874,0.0020293351262807846,,1763260257.054326,0.004433759022504091,-0.0017810780555009842,156800,0.00020599078561645,,1754,0.0001930147409439087,172.1119830608368
-0.05241537094116211,1087.0,0.0,0.5824096202850342,0.008654494769871235,,1763260258.0823572,0.0005552718648687005,-0.01872936263680458,157952,0.00020529954053927213,,1765,0.0016929013654589653,173.14001417160034
-0.00010251998901367188,1087.0,0.0,0.5842778086662292,0.0018158964812755585,,1763260258.3452475,197.8260040283203,-0.007393639534711838,158208,0.0002051459305221215,,1768,0.0002139545977115631,173.40290451049805
,,,,,500.0,1763260259.1210914,,,159116,,500.0,1777,,174.17874836921692
-0.0052765607833862305,1088.0,0.0,0.5676767230033875,-0.005172114819288254,,1763260263.0121038,0.0002497692476026714,0.0010778605937957764,163456,0.00020199692517053336,,1818,0.00034511834383010864,178.06976079940796
0.03865456581115723,1088.0,0.001953125,0.5854916572570801,-0.00123651884496212,,1763260263.474902,0.0004860907793045044,-0.0012565907090902328,163968,0.00020168970513623208,,1823,0.0013806074857711792,178.53255891799927
