losses/clipfrac,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,charts/SPS,losses/value_loss,_runtime,charts/learning_rate,charts/episodic_length,charts/episodic_return,_step,global_step,losses/entropy,_timestamp
0.015625,0.0065222326666116714,-0.028154846280813217,-0.005284624174237251,-0.5048425197601318,1089.0,0.0002742652141023427,172.14738869667053,0.00020545315055642277,,,1768,157696,0.5271437764167786,1763260257.5017686
0.01171875,0.0060194870457053185,-0.02311158925294876,0.036386437714099884,-0.44883060455322266,1090.0,0.008744959719479084,172.92187881469727,0.00020491551549639553,,,1777,158592,0.384433388710022,1763260258.2762587
0.005859375,0.006009555421769619,-0.02587731182575226,0.016196899116039276,-0.07437014579772949,1090.0,0.0002254905557492748,176.73558259010315,0.00020238095021340996,,,1818,162816,0.5087810754776001,1763260262.0899625
0.00390625,0.0008618133142590523,-0.0033857119269669056,0.014269751496613026,-0.06463992595672607,1090.0,0.0001455831079510972,177.18027901649475,0.00020207373017910868,,,1823,163328,0.53191739320755,1763260262.534659
0.0,0.00019143614917993546,-4.145689308643341e-05,0.003396528773009777,0.24855709075927734,1090.0,0.00044481793884187937,179.74930143356323,0.00020038401999045163,,,1851,166144,0.5353107452392578,1763260265.1036813
0.0,0.001465102657675743,0.015647411346435547,0.008422017097473145,0.13367778062820435,1091.0,0.00032548559829592705,180.19401168823242,0.00020007679995615035,,,1856,166656,0.46734872460365295,1763260265.5483916
,,,,,,,181.24538612365723,,500.0,500.0,1868,167853,,1763260266.599766
,,,,,,,181.72014546394348,,500.0,500.0,1873,168353,,1763260267.0745254
0.0390625,0.007479146122932434,-0.0049226246774196625,-0.025340411812067032,0.09214651584625244,1091.0,0.0002426035498501733,182.15500950813293,0.0001987711148103699,,,1877,168832,0.50754314661026,1763260267.5093894
0.0,0.002154122106730938,-0.0016351882368326187,0.015410804189741611,-0.2525826692581177,1091.0,0.0003831898211501539,182.97269225120544,0.00019823347975034267,,,1886,169728,0.42690160870552063,1763260268.3270721
0.0,0.0014997925609350204,0.004780124872922897,0.015692055225372314,-0.20032000541687012,1091.0,0.00045880512334406376,183.7890660762787,0.00019769585924223065,,,1895,170624,0.4648344814777374,1763260269.143446
0.0,9.183026850223541e-05,0.0008168425410985947,-0.001253535971045494,0.0001246333122253418,1091.0,629.4423828125,184.46495461463928,0.00019723502919077873,,,1903,171392,0.4624449908733368,1763260269.8193345
0.0,0.0004317518323659897,0.0019904766231775284,0.013654207810759544,0.0033811330795288086,1091.0,0.00026949364109896123,184.8304181098938,0.00019700461416505277,,,1906,171776,0.521739661693573,1763260270.184798
0.001953125,0.000990789383649826,0.012948166579008102,-0.018883995711803436,0.0005145668983459473,1091.0,360.0010681152344,185.86639666557312,0.0001963133690878749,,,1918,172928,0.47481364011764526,1763260271.2207766
0.0,2.7528032660484314e-05,0.0023249760270118713,-0.000844080001115799,-0.17362463474273682,1091.0,0.00043244162225164473,186.08883619308472,0.00019615975907072425,,,1920,173184,0.49254125356674194,1763260271.443216
0.0,0.0012489082291722298,-0.0038547739386558533,0.0004199529066681862,-0.0077980756759643555,1091.0,0.00025242113042622805,188.39031410217285,0.00019462365889921784,,,1945,175744,0.46569427847862244,1763260273.744694
0.001953125,0.003523462451994419,-0.01958920806646347,0.001462194137275219,-0.5025988817214966,1092.0,0.00021440326236188412,189.646422624588,0.00019377880380488932,,,1959,177152,0.4988706111907959,1763260275.0008025
0.0,0.0007531680166721344,-0.0123678520321846,-0.013132840394973755,-0.19656157493591309,1092.0,0.007360703777521849,190.9414520263672,0.0001929339487105608,,,1973,178560,0.5807616114616394,1763260276.295832
0.0,0.0012364462018013,-0.0022938884794712067,-0.0004304647445678711,0.02617323398590088,1092.0,0.00018223444931209087,192.1134068965912,0.0001921658986248076,,,1985,179840,0.5459908246994019,1763260277.4677868
,,,,,,,192.55859327316284,,500.0,500.0,1991,180353,,1763260277.9129732
0.0,0.0001444537192583084,-0.0022609569132328033,-0.0011853482574224472,0.21310287714004517,1092.0,0.00595745537430048,193.58810710906982,0.00019116743351332843,,,2002,181504,0.5321274399757385,1763260278.942487
0.021484375,0.005155318416655064,-0.006233390420675278,-0.02023470774292946,0.11423265933990479,1092.0,0.007078623399138451,194.07115054130554,0.00019086021347902715,,,2007,182016,0.42490455508232117,1763260279.4255304
0.0,0.00024234317243099213,0.002173248678445816,0.006494956091046333,0.0005388259887695312,1092.0,462.42706298828125,194.84915328025818,0.0001903225784189999,,,2016,182912,0.5028581619262695,1763260280.2035332
0.0,0.0003697322681546211,0.008944544941186905,0.004353185184299946,-0.3217329978942871,1092.0,0.00011168666969751939,195.21524953842163,0.00019009216339327395,,,2019,183296,0.5219535827636719,1763260280.5696294
0.0,5.276501178741455e-05,0.0010848026722669601,-0.005132107064127922,0.3500351309776306,1092.0,0.00015144693315960467,195.66132164001465,0.00018978494335897267,,,2024,183808,0.4760492444038391,1763260281.0157015
0.0,0.00145697221159935,-0.004228848963975906,0.009627864696085453,0.21197497844696045,1092.0,0.006355770397931337,195.88422846794128,0.00018963133334182203,,,2027,184064,0.5092385411262512,1763260281.2386084
0.0,0.001289447769522667,0.005121499300003052,0.005800910294055939,-0.2835414409637451,1092.0,0.00026801065541803837,196.14305329322815,0.0001894777233246714,,,2029,184320,0.5100987553596497,1763260281.4974332
0.0,0.00026571936905384064,0.007244821637868881,0.00013857148587703705,-0.26951372623443604,1092.0,0.0001483200176153332,196.5867359638214,0.0001891705032903701,,,2034,184832,0.5031113624572754,1763260281.9411159
0.0,0.0022841868922114372,-0.006398521363735199,-0.011128516867756844,0.00018173456192016602,1092.0,435.0643310546875,197.51772689819336,0.00018855606322176754,,,2045,185856,0.5372573137283325,1763260282.8721068
0.0,0.0006418917328119278,-0.005882231518626213,-0.002858394756913185,0.4245069622993469,1092.0,0.008853006176650524,198.10071802139282,0.00018817203817889094,,,2051,186496,0.46954864263534546,1763260283.455098
0.0,0.0002818787470459938,-0.004929710179567337,0.002321588806807995,-0.19364917278289795,1092.0,0.0004503971722442657,198.2217676639557,0.00018809523317031562,,,2052,186624,0.5552098751068115,1763260283.5761476
0.0,0.0003297077491879463,0.002767365425825119,-0.0040565961971879005,0.000527501106262207,1092.0,351.0133056640625,199.89769530296326,0.00018701996305026114,,,2070,188416,0.5481810569763184,1763260285.2520752
0.005859375,0.004416259005665779,-8.840300142765045e-05,0.0018658265471458435,0.5570536851882935,1092.0,0.007974155247211456,200.48962712287903,0.00018663593800738454,,,2076,189056,0.5357756614685059,1763260285.844007
0.00390625,0.0022655902430415154,-0.0050445981323719025,0.013080737553536892,-0.09551966190338135,1092.0,0.00047257612459361553,201.97369194030762,0.0001856374874478206,,,2093,190720,0.5097287893295288,1763260287.3280718
0.0,0.0005741985514760017,0.001473352313041687,0.003234117291867733,-0.5633797645568848,1092.0,0.00011255715799052268,202.08467197418213,0.00018556068243924528,,,2094,190848,0.5304809212684631,1763260287.4390519
0.0,0.0009002014994621277,-0.004940945655107498,0.004741203039884567,0.03401881456375122,1093.0,0.0015845196321606636,204.15937685966492,0.00018417819228488952,,,2117,193152,0.48632538318634033,1763260289.5137568
0.0,0.000600879080593586,0.005202353000640869,0.008534536696970463,0.00042939186096191406,1093.0,397.32720947265625,206.23518753051758,0.00018279570213053375,,,2141,195456,0.5129909515380859,1763260291.5895674
0.0,0.0010077767074108124,-0.0045594871044158936,-0.0024330243468284607,0.0009459257125854492,1093.0,276.464111328125,206.71045994758606,0.00018248848209623247,,,2146,195968,0.47283726930618286,1763260292.0648398
0.0,0.00017545465379953384,0.0005636811256408691,-0.002079530619084835,0.5862646102905273,1093.0,0.0061310757882893085,206.82132244110107,0.00018241167708765715,,,2147,196096,0.546729326248169,1763260292.1757023
0.0,0.0006833802908658981,0.005781903862953186,-0.009128862991929054,0.012281358242034912,1093.0,0.0002317740290891379,206.93217873573303,0.00018233487207908183,,,2148,196224,0.5452079772949219,1763260292.2865586
,,,,,,,207.50809240341187,,500.0,500.0,2155,196915,,1763260292.8624723
0.0,7.186084985733032e-06,-0.0006169751286506653,-0.000189952552318573,0.589690089225769,1093.0,0.005456083454191685,209.12481212615967,0.00018087557691615075,,,2172,198656,0.4520591199398041,1763260294.479192
0.0,1.2369826436042786e-05,-0.0007300004363059998,0.0012406408786773682,0.0008090734481811523,1093.0,464.9257507324219,210.27719354629517,0.00018010752683039755,,,2185,199936,0.46901047229766846,1763260295.6315734
0.0,0.0007863715291023254,0.012134291231632233,0.004379605874419212,-0.7222384214401245,1093.0,0.0001758066500769928,210.9810128211975,0.00017964669677894562,,,2192,200704,0.47432005405426025,1763260296.3353927
0.0,0.0007676137611269951,-0.004892829805612564,-0.0019360026344656944,-2.1825404167175293,1093.0,0.0004727171326521784,211.53389835357666,0.00017926267173606902,,,2198,201344,0.44213005900382996,1763260296.8882782
,,,,,,,211.55992650985718,,500.0,500.0,2199,201415,,1763260296.9143064
0.0,0.0021848538890480995,-0.011571502313017845,0.021686160936951637,-0.2437835931777954,1093.0,0.004987804219126701,212.68557119369507,0.00017849462165031582,,,2211,202624,0.49245455861091614,1763260298.039951
,,,,,,,212.95645761489868,,500.0,500.0,2214,202915,,1763260298.3108375
0.0,0.00010500755161046982,-0.00490332767367363,-0.0018772585317492485,0.0025824904441833496,1093.0,333.41607666015625,213.50080370903015,0.00017795698659028858,,,2220,203520,0.5046924948692322,1763260298.8551836
0.0,0.000254322774708271,-0.009375497698783875,-0.0018360605463385582,-1.016998529434204,1093.0,0.0006713492330163717,213.86285424232483,0.00017772657156456262,,,2223,203904,0.4857482314109802,1763260299.2172341
0.0,0.00011031702160835266,0.002414695918560028,0.002332642674446106,0.0018250346183776855,1093.0,402.73736572265625,213.985023021698,0.0001776497665559873,,,2225,204032,0.44572168588638306,1763260299.339403
0.0,0.0006140582263469696,-0.0020534098148345947,-0.008848415687680244,0.4543396830558777,1093.0,0.005044185556471348,214.09551358222961,0.00017757296154741198,,,2226,204160,0.45675110816955566,1763260299.4498935
0.0,0.003401287831366062,-0.0002983361482620239,0.009328369051218033,-1.4069194793701172,1093.0,0.0005651513347402215,214.20540499687195,0.00017749615653883666,,,2227,204288,0.5313796401023865,1763260299.559785
0.0,0.004899133928120136,-0.005737341940402985,0.020716197788715363,0.5533109307289124,1093.0,0.0005248476518318057,214.54025554656982,0.0001772657415131107,,,2231,204672,0.48745134472846985,1763260299.8946354
0.0,0.001277661882340908,-0.005983278155326843,-0.004121330566704273,0.7666192054748535,1093.0,0.005473609082400799,214.90774083137512,0.00017703532648738474,,,2235,205056,0.46801862120628357,1763260300.2621207
0.005859375,0.002582922577857971,-0.007863469421863556,0.006135759875178337,0.548176646232605,1094.0,0.00023396476171910763,215.4680655002594,0.00017665130144450814,,,2241,205696,0.4890389144420624,1763260300.8224454
,,,,,,,216.09077858924866,,500.0,500.0,2248,206415,,1763260301.4451585
0.0,0.00030755065381526947,0.010514620691537857,0.004171112552285194,0.8022209405899048,1094.0,0.004528568591922522,216.28542160987854,0.0001761136663844809,,,2250,206592,0.4978276491165161,1763260301.6398015
,,,,,,,216.5322504043579,,500.0,500.0,2253,206915,,1763260301.8866303
0.0625,0.011327358894050121,0.014056358486413956,0.0516485758125782,0.7574094533920288,1094.0,0.0010207494487985969,218.3598551750183,0.00017473117623012513,,,2272,208896,0.4585665762424469,1763260303.714235
0.0,0.0014792876318097115,-0.016684548929333687,0.003514646552503109,0.3778451681137085,1094.0,0.0024835076183080673,219.0415050983429,0.0001742703461786732,,,2280,209664,0.4343723654747009,1763260304.395885
0.0,0.0011537401005625725,-0.018594786524772644,0.00944675225764513,0.7411715984344482,1094.0,0.0015348499873653054,220.438818693161,0.0001733487006276846,,,2295,211200,0.5087475776672363,1763260305.7931986
0.0,0.0003897380083799362,0.0044610872864723206,0.007970619946718216,0.006171822547912598,1094.0,255.7962188720703,220.6623113155365,0.00017319509061053395,,,2298,211456,0.41081368923187256,1763260306.0166912
0.0,0.0012282878160476685,0.005591779947280884,0.009884761646389961,0.6459945440292358,1094.0,0.004052833653986454,221.8087465763092,0.00017242704052478075,,,2310,212736,0.4097486436367035,1763260307.1631265
,,,,,,,221.94532012939453,,500.0,500.0,2312,212915,,1763260307.2997
0.0,9.44826751947403e-06,-0.00017230212688446045,0.0005695922300219536,0.023285329341888428,1094.0,253.8301239013672,222.53399538993835,0.00017196621047332883,,,2318,213504,0.4680652320384979,1763260307.8883753
,,,,,,,222.8791561126709,,500.0,500.0,2322,213915,,1763260308.233536
0.0,2.0077452063560486e-05,-0.0012290775775909424,0.0008705612272024155,0.8719907402992249,1094.0,0.002794596366584301,223.09124445915222,0.00017158218543045223,,,2324,214144,0.4227440655231476,1763260308.4456244
0.0,0.0006254948675632477,-0.0013815490528941154,0.003337020054459572,0.9221384525299072,1094.0,0.0009447141783311963,223.57122111320496,0.00017127496539615095,,,2329,214656,0.4990798234939575,1763260308.925601
0.0,0.0023983996361494064,0.010201551020145416,0.0022562742233276367,0.9668594002723694,1094.0,0.00037136994069442153,224.50009155273438,0.00017066052532754838,,,2339,215680,0.37769532203674316,1763260309.8544714
0.00390625,0.000984453596174717,-0.008290395140647888,-0.0041100578382611275,0.9935611486434937,1094.0,0.0023438443895429373,224.8361783027649,0.00017043011030182242,,,2343,216064,0.3944738507270813,1763260310.1905582
0.0,0.0019128210842609406,-0.011505484580993652,0.004828840494155884,0.9919717907905579,1094.0,0.0013881243066862226,225.28110098838806,0.00017012289026752114,,,2348,216576,0.35791903734207153,1763260310.6354809
0.0,0.0007415404543280602,-0.003463342785835266,0.01450966577976942,0.7797380089759827,1094.0,0.0006953245610930026,225.87387609481812,0.00016973886522464454,,,2354,217216,0.4461846947669983,1763260311.228256
0.0,4.169810563325882e-05,0.00013236701488494873,0.0006072251126170158,0.9642634987831116,1094.0,0.004645528271794319,226.69139122962952,0.0001692012301646173,,,2363,218112,0.4032626748085022,1763260312.0457711
0.0,0.002179141156375408,-0.022952836006879807,-0.005485079251229763,-0.6268060207366943,1094.0,0.0006509236991405487,229.09832501411438,0.00016758832498453557,,,2389,220800,0.46852225065231323,1763260314.452705
0.0,0.00017757900059223175,0.0005411617457866669,-0.0024658069014549255,-1.8642332553863525,1094.0,0.0006272254977375269,229.57461714744568,0.0001672811049502343,,,2394,221312,0.5114853382110596,1763260314.928997
0.0,0.0009455904364585876,-0.0065910108387470245,-0.0018275361508131027,0.49556684494018555,1095.0,0.0005661068134941161,230.9456136226654,0.00016635944484733045,,,2409,222848,0.4323730766773224,1763260316.2999935
0.0,0.00014055240899324417,0.0029678773134946823,0.0012562396004796028,0.01297849416732788,1095.0,522.9720458984375,232.43218517303467,0.0001653609797358513,,,2426,224512,0.42691370844841003,1763260317.786565
,,,,,,,232.80924654006958,,500.0,500.0,2430,224915,,1763260318.1636264
,,,,,,,234.5405077934265,,500.0,500.0,2449,226915,,1763260319.8948877
0.0,0.0002917880192399025,-0.002675943076610565,0.0001205960288643837,0.00791865587234497,1095.0,648.86572265625,236.03006291389465,0.00016298002447001636,,,2465,228480,0.4291599988937378,1763260321.3844428
0.0,0.0006977366283535957,-0.005091249942779541,-0.0034685051068663597,-2.9266388416290283,1095.0,0.0032125774305313826,238.4340169429779,0.00016136713384184986,,,2491,231168,0.43220293521881104,1763260323.7883968
,,,,,,,238.58444142341614,,500.0,500.0,2493,231415,,1763260323.9388213
0.00390625,0.004137735813856125,0.003944814205169678,-0.0006056055426597595,0.8557133674621582,1095.0,0.0003541459736879915,239.79859399795532,0.00016044547373894602,,,2506,232704,0.41370436549186707,1763260325.152974
0.0,0.001255786046385765,0.0028495024889707565,-0.0012079328298568726,0.00592041015625,1095.0,427.271484375,240.50528478622437,0.0001599846436874941,,,2514,233472,0.3693925738334656,1763260325.8596647
0.001953125,0.0011989083141088486,-0.004661353304982185,0.005466418340802193,0.870983362197876,1095.0,0.005371876526623964,240.61622738838196,0.00015990783867891878,,,2515,233600,0.34127506613731384,1763260325.9706073
0.0,0.00017769820988178253,0.0008244514465332031,4.1853636503219604e-05,0.8842233419418335,1095.0,0.0074570924043655396,241.09420490264893,0.0001596006186446175,,,2520,234112,0.38154909014701843,1763260326.4485848
,,,,,,,242.25429439544678,,500.0,500.0,2533,235415,,1763260327.6086743
0.0,0.002115047536790371,-0.0007022395730018616,-0.009538167156279087,0.8762381672859192,1096.0,0.006098276004195213,242.91422581672668,0.00015837173850741237,,,2540,236160,0.41853246092796326,1763260328.2686057
,,,,,,,243.5955822467804,,500.0,500.0,2547,236915,,1763260328.9499621
0.0,0.001453423872590065,0.004863321781158447,-0.006771698594093323,-0.5862364768981934,1095.0,0.0024359896779060364,245.74104404449463,0.0001565284183016047,,,2570,239232,0.4214397370815277,1763260331.095424
0.01171875,0.008666550740599632,0.012920239940285683,0.00786852277815342,0.5822422504425049,1095.0,0.0010127704590559006,245.85205101966858,0.00015645161329302937,,,2571,239360,0.35395485162734985,1763260331.206431
0.0,0.0002746833488345146,-0.0031351223587989807,-0.0020179739221930504,-1.5876209735870361,1096.0,0.0014545760350301862,246.29745435714722,0.0001561443932587281,,,2576,239872,0.38531023263931274,1763260331.6518342
,,,,,,,246.31416988372803,,500.0,500.0,2577,239915,,1763260331.6685498
0.0,0.0006579337641596794,0.002334233373403549,0.00648935791105032,0.6675227880477905,1096.0,0.0046544428914785385,249.1870198249817,0.00015422426804434508,,,2608,243072,0.3675578236579895,1763260334.5413997
0.009765625,0.005442232824862003,-0.007943831384181976,0.02567942440509796,-0.5054388046264648,1096.0,0.0005509548936970532,249.40723085403442,0.00015407065802719444,,,2610,243328,0.3862631916999817,1763260334.7616107
0.0,0.0016200756654143333,-0.01399708166718483,0.01713435724377632,-0.5450929403305054,1096.0,0.0026022838428616524,251.25542616844177,0.00015284177788998932,,,2630,245376,0.4127124845981598,1763260336.609806
,,,,,,,251.74773144721985,,500.0,500.0,2636,245915,,1763260337.1021113
,,,,,,,252.66567134857178,,500.0,500.0,2646,246915,,1763260338.0200512
0.0,4.351325333118439e-05,0.001332595944404602,-0.0007052980363368988,0.017889976501464844,1096.0,0.0016258592950180173,252.77686762809753,0.00015184331277851015,,,2647,247040,0.3024982213973999,1763260338.1312475
0.00390625,0.002794424071907997,-0.011276062577962875,0.025427289307117462,0.9511938095092773,1096.0,0.0015411523636430502,252.88637804985046,0.00015176650776993483,,,2648,247168,0.37282440066337585,1763260338.240758
0.0,0.0009248685091733932,7.644295692443848e-06,-0.009570248425006866,-1.4150211811065674,1096.0,0.0019101772923022509,254.734961271286,0.0001505376276327297,,,2668,249216,0.34407928586006165,1763260340.0893412
0.0,0.00022563710808753967,-0.00021889060735702515,0.004936255514621735,0.3503199815750122,1096.0,0.0009627608815208077,255.18060994148254,0.00015023040759842843,,,2673,249728,0.35840752720832825,1763260340.5349898
0.0,0.0010696537792682648,-0.0017213374376296997,0.003352370113134384,-4.244520664215088,1096.0,0.0010025750380009413,256.1103961467743,0.0001496159820817411,,,2683,250752,0.3838793635368347,1763260341.464776
0.0,2.96151265501976e-05,-0.001782584935426712,0.0015775104984641075,0.7016593813896179,1096.0,0.004090523812919855,256.4440965652466,0.00014938556705601513,,,2687,251136,0.3587951064109802,1763260341.7984765
0.0,0.0008484488353133202,-6.269663572311401e-05,0.010013123042881489,-2.004364252090454,1096.0,0.0012187054380774498,256.66454672813416,0.0001492319570388645,,,2689,251392,0.46589553356170654,1763260342.0189266
0.0,8.639879524707794e-06,-0.0002477318048477173,-0.001231594942510128,0.7802943587303162,1096.0,0.005069159436970949,256.92603874206543,0.00014907834702171385,,,2692,251648,0.3938855826854706,1763260342.2804186
0.001953125,0.0015268130227923393,-0.01584824174642563,0.010024531744420528,0.8017886877059937,1096.0,0.0008601687150076032,260.6142044067383,0.0001466205867473036,,,2732,255744,0.29663679003715515,1763260345.9685843
0.00390625,0.0030903425067663193,-0.003084937110543251,0.019708912819623947,-4.64926290512085,1096.0,0.00038698239950463176,262.46242332458496,0.00014539170661009848,,,2752,257792,0.3389427661895752,1763260347.8168032
0.00390625,0.0040869563817977905,-0.014538072049617767,-0.006040729582309723,-5.2772393226623535,1097.0,0.0012555195717141032,262.90911316871643,0.0001450844865757972,,,2757,258304,0.33337509632110596,1763260348.263493
0.0,9.765848517417908e-06,-0.0005692765116691589,-0.0003980044275522232,-1.5227606296539307,1096.0,0.0005145505419932306,264.3186182975769,0.00014416282647289336,,,2772,259840,0.3247773349285126,1763260349.6729982
0.00390625,0.0015979567542672157,-0.00941651314496994,-0.0013951482251286507,-0.400648832321167,1097.0,0.00108186318539083,265.24329471588135,0.0001435483864042908,,,2782,260864,0.328241765499115,1763260350.5976746
,,,,,,,265.2617962360382,,500.0,500.0,2783,260915,,1763260350.6161761
,,,,,,,266.1836314201355,,500.0,500.0,2793,261915,,1763260351.5380113
0.0,0.0030295029282569885,-0.025578264147043228,-0.005518820136785507,0.4788287878036499,1097.0,0.010174262337386608,269.02813172340393,0.00014101382112130523,,,2824,265088,0.4159543514251709,1763260354.3825116
0.0,0.0006604567170143127,-0.0011462345719337463,-0.0030527543276548386,0.01466679573059082,1097.0,331.5882873535156,270.7770092487335,0.00013986174599267542,,,2843,267008,0.34947723150253296,1763260356.1313891
0.0,0.00042782165110111237,-0.0017772018909454346,-0.005304008722305298,-0.0022965669631958008,1097.0,613.8719482421875,272.035995721817,0.0001390168908983469,,,2857,268416,0.34780657291412354,1763260357.3903756
0.0,0.0009536407887935638,-0.006897658109664917,-0.007542097941040993,0.02445399761199951,1097.0,265.472900390625,274.33148193359375,0.00013748080527875572,,,2882,270976,0.40760883688926697,1763260359.6858618
0.0,0.0004619928076863289,-0.0002848822623491287,0.007487473078072071,0.017598271369934082,1097.0,0.0008353580487892032,275.144243478775,0.00013694317021872848,,,2890,271872,0.3587612509727478,1763260360.4986234
0.0,0.0004014447331428528,-0.0031402017921209335,-0.0030787289142608643,-0.0008718967437744141,1097.0,377.19708251953125,276.99870586395264,0.00013571429008152336,,,2911,273920,0.23275801539421082,1763260362.3530858
,,,,,,,279.2055311203003,,500.0,500.0,2935,276415,,1763260364.559911
0.0,4.352070391178131e-06,-0.00020488351583480835,0.0012289313599467278,-1.338151454925537,1097.0,0.0020386872347444296,280.5496370792389,0.00013333333481568843,,,2949,277888,0.25284597277641296,1763260365.904017
,,,,,,,281.4779257774353,,500.0,500.0,2960,278915,,1763260366.8323057
0.0,0.0002367151901125908,0.004792079329490662,-0.0019196337088942528,0.003274202346801758,1097.0,144.19186401367188,282.87981367111206,0.00013179723464418203,,,2975,280448,0.2263307124376297,1763260368.2341936
,,,,,,,284.1662130355835,,500.0,500.0,2989,281915,,1763260369.520593
0.0,5.687493830919266e-05,0.0003306269645690918,0.0010692393407225609,0.2778164744377136,1098.0,0.0013822251930832863,284.95813369750977,0.00013041474448982626,,,2997,282752,0.34721583127975464,1763260370.3125136
0.0,0.0002380991354584694,0.0018287785351276398,0.0038803769275546074,0.6549344062805176,1098.0,0.005725109949707985,286.2201957702637,0.00012956988939549774,,,3011,284160,0.3560123145580292,1763260371.5745757
0.0,0.00034533068537712097,0.002019725739955902,0.008884090930223465,-0.33509862422943115,1098.0,0.0007707273471169174,289.95230889320374,0.0001271121291210875,,,3051,288256,0.27828580141067505,1763260375.3066888
,,,,,,,290.076785326004,,500.0,500.0,3053,288415,,1763260375.4311652
0.0,0.0015646293759346008,-0.015880554914474487,0.0025124549865722656,-1.2184171676635742,1098.0,0.0007266838802024722,291.3595700263977,0.00012619046901818365,,,3066,289792,0.2808292508125305,1763260376.71395
0.0,0.0006849756464362144,0.001014508306980133,-0.010302661918103695,0.4380314350128174,1098.0,0.00011425231059547514,291.69117879867554,0.00012596006854437292,,,3070,290176,0.29045936465263367,1763260377.0455587
0.0,0.0005554156377911568,-0.00288960337638855,0.008979729376733303,0.0020805001258850098,1098.0,863.1708984375,292.8450632095337,0.00012519201845861971,,,3083,291456,0.3081628084182739,1763260378.199443
0.0,0.00030809640884399414,0.005035175010561943,0.008046267554163933,0.0036820173263549805,1098.0,381.75927734375,294.2478024959564,0.00012427035835571587,,,3098,292992,0.31864845752716064,1763260379.6021824
0.0,0.0002846531569957733,-0.00480271503329277,-0.001068171113729477,0.005188405513763428,1098.0,262.0118713378906,294.751992225647,0.0001239631383214146,,,3103,293504,0.2918785512447357,1763260380.106372
0.0,0.0010514017194509506,-0.013942081481218338,0.0030675921589136124,0.000321805477142334,1098.0,254.84791564941406,296.94499015808105,0.0001225038431584835,,,3127,295936,0.30384746193885803,1763260382.29937
0.00390625,0.0019700685515999794,0.010393653064966202,-0.0038993442431092262,-1.8863048553466797,1098.0,0.0027076127007603645,297.1656641960144,0.00012235023314133286,,,3129,296192,0.24096348881721497,1763260382.520044
,,,,,,,298.22934770584106,,500.0,500.0,3141,297415,,1763260383.5837276
0.0,0.0022791707888245583,0.0011238232254981995,-0.006043546833097935,-2.107232093811035,1098.0,0.009893912822008133,298.4274654388428,0.00012150537804700434,,,3143,297600,0.28565484285354614,1763260383.7818453
,,,,,,,298.7031991481781,,500.0,500.0,3146,297915,,1763260384.057579
,,,,,,,300.0600657463074,,500.0,500.0,3161,299415,,1763260385.4144456
,,,,,,,300.90854382514954,,500.0,500.0,3170,300415,,1763260386.2629237
0.0,0.000833483412861824,4.678219556808472e-05,-0.0013488084077835083,-0.275956392288208,1098.0,0.00023152708308771253,302.1203544139862,0.0001190476177725941,,,3183,301696,0.2660254240036011,1763260387.4747343
0.0,0.0009521255269646645,-0.004326529800891876,-0.005380098707973957,-0.21271085739135742,1098.0,0.0004527728888206184,302.56180024147034,0.00011874039773829281,,,3188,302208,0.26528200507164,1763260387.9161801
0.0,0.0014267517253756523,-0.01029147207736969,-0.0006141597405076027,-0.9508135318756104,1098.0,0.0076713524758815765,305.2218313217163,0.00011697388981701806,,,3217,305152,0.37371310591697693,1763260390.5762112
,,,,,,,305.8512454032898,,500.0,500.0,3224,305915,,1763260391.2056253
0.0,1.1976808309555054e-05,0.0007896274328231812,0.0006798841059207916,0.5875339508056641,1098.0,0.00025139126228168607,307.9918894767761,0.00011513056961121038,,,3247,308224,0.29844778776168823,1763260393.3462694
0.0,6.588082760572433e-05,-0.004200231283903122,-0.003952152095735073,0.0015114545822143555,1098.0,443.27142333984375,308.21590185165405,0.00011497695959405974,,,3250,308480,0.3183077871799469,1763260393.5702817
0.0,5.0018541514873505e-05,-0.002682983875274658,0.0017039189115166664,-0.7125858068466187,1098.0,0.0010235554073005915,308.43523120880127,0.0001148233495769091,,,3252,308736,0.3071804642677307,1763260393.789611
0.0,0.0009104534983634949,0.01171843521296978,0.0021583326160907745,-0.003058791160583496,1098.0,381.64990234375,308.6574969291687,0.00011466973955975845,,,3255,308992,0.2856323719024658,1763260394.0118768
,,,,,,,309.0403800010681,,500.0,500.0,3259,309415,,1763260394.39476
0.0,0.0003269147127866745,-0.0031240563839673996,0.0031424257904291153,0.8716257810592651,1098.0,0.00039366487180814147,310.28444933891296,0.00011359446943970397,,,3272,310784,0.30974191427230835,1763260395.6388292
0.0,4.716217517852783e-06,0.00014513172209262848,0.0001001991331577301,0.0001493692398071289,1098.0,123.89534759521484,310.5086874961853,0.00011344085942255333,,,3275,311040,0.26253440976142883,1763260395.8630674
0.005859375,0.004303903318941593,-0.013442695140838623,-0.007213870994746685,0.45694786310195923,1098.0,0.001945890486240387,310.61928129196167,0.00011336405441397801,,,3276,311168,0.3622295558452606,1763260395.9736612
0.0,5.367305129766464e-05,-0.0029326453804969788,0.0011573201045393944,-2.735236644744873,1098.0,0.000583754968829453,312.48586440086365,0.00011213517427677289,,,3296,313216,0.3640994727611542,1763260397.8402443
