losses/approx_kl,charts/episodic_length,charts/episodic_return,losses/old_approx_kl,global_step,losses/entropy,losses/value_loss,losses/clipfrac,_step,charts/learning_rate,losses/explained_variance,_runtime,_timestamp,losses/policy_loss,charts/SPS
0.0011625569313764572,,,-0.008028948679566383,151040,0.4527152180671692,0.00538624869659543,0.001953125,1687,0.00020944701100233942,0.09462708234786987,165.43056058883667,1763260250.7758915,-0.002819240093231201,1094.0
0.0012960787862539291,,,-0.0035597048699855804,155648,0.4611823856830597,0.0004532949533313513,0.0,1732,0.0002066820306936279,0.04678469896316528,169.65255618095398,1763260254.9978871,-9.045004844665527e-05,1094.0
0.0001025814563035965,,,0.005819056183099747,156928,0.48758092522621155,393.301513671875,0.0,1745,0.0002059139806078747,0.00010293722152709961,170.80707669258118,1763260256.1524076,0.000231962651014328,1094.0
0.00032771751284599304,,,-0.008114926517009735,157824,0.45967724919319153,8.912243356462568e-05,0.0,1753,0.00020537634554784745,0.005220293998718262,171.6174418926239,1763260256.9627728,-0.0003593266010284424,1094.0
,500.0,500.0,,157851,,,,1754,,,171.6290717124939,1763260256.9744027,,
0.0003803921863436699,,,-0.003062884323298931,158976,0.477643221616745,152.01205444335938,0.0,1765,0.00020468510047066957,-4.4226646423339844e-05,172.65918493270874,1763260258.004516,0.0022606756538152695,1094.0
,500.0,500.0,,159351,,,,1768,,,172.92378902435303,1763260258.26912,,
0.00027269497513771057,,,0.002010749652981758,160256,0.4374922513961792,0.0001926162512972951,0.0,1777,0.00020391705038491637,0.13747113943099976,173.81151127815247,1763260259.1568422,0.0005943644791841507,1095.0
0.00019367318600416183,,,-0.005233238451182842,164352,0.602007269859314,320.4329833984375,0.0,1818,0.00020145929011050612,6.633996963500977e-05,177.49776196479797,1763260262.843093,0.0005409009754657745,1095.0
3.2073818147182465e-05,,,-0.0007743397727608681,164864,0.4727526903152466,183.172119140625,0.0,1823,0.00020115207007620484,-0.00024068355560302734,178.00131106376648,1763260263.346642,-0.0028874650597572327,1095.0
3.3200718462467194e-05,,,-0.00023966562002897263,167808,0.5558643341064453,0.0003471441741567105,0.0,1851,0.00019938555487897247,-0.975139856338501,180.6394760608673,1763260265.984807,-0.0007027089595794678,1095.0
0.0012768125161528587,,,0.01168291550129652,168320,0.5227550268173218,0.00018561555771157146,0.0,1856,0.0001990783348446712,0.14378571510314941,181.11989617347717,1763260266.4652271,-0.0038125403225421906,1095.0
0.0004442213103175163,,,0.0006746118888258934,169472,0.5948693752288818,350.1347351074219,0.0,1868,0.0001983870897674933,5.78761100769043e-05,182.15927028656006,1763260267.5046012,-0.002632956951856613,1095.0
0.0008794143795967102,,,-0.0021377820521593094,169984,0.46793657541275024,0.006176747381687164,0.0,1873,0.00019807988428510725,0.2606034278869629,182.6148488521576,1763260267.9601798,-0.018578503280878067,1095.0
0.00038320664316415787,,,-0.004539241082966328,170368,0.5874559879302979,267.4928894042969,0.0,1877,0.0001978494692593813,-9.5367431640625e-05,182.9841718673706,1763260268.3295028,0.0065636541694402695,1095.0
,500.0,500.0,,171351,,,,1886,,,183.79602146148682,1763260269.1413524,,
0.003589056432247162,,,-0.0034728124737739563,172288,0.5345413684844971,0.00019215713837184012,0.009765625,1895,0.0001966973941307515,-0.8699445724487305,184.69127750396729,1763260270.0366085,-0.021284976974129677,1095.0
0.0001402050256729126,,,-0.0014745909720659256,173056,0.5266799330711365,0.0044622705318033695,0.0,1903,0.00019623656407929957,0.04819512367248535,185.41562414169312,1763260270.760955,-0.00655691884458065,1095.0
,500.0,500.0,,173351,,,,1906,,,185.65100932121277,1763260270.9963403,,
0.00020356010645627975,,,-0.002770553342998028,174592,0.5141757130622864,0.004395521245896816,0.0,1918,0.00019531490397639573,-0.27733075618743896,186.80095624923706,1763260272.1462872,-0.000356428325176239,1095.0
0.0005701072514057159,,,-0.003651883453130722,174848,0.5532383322715759,0.00019624769629444927,0.0,1920,0.00019516129395924509,0.09841024875640869,187.0244562625885,1763260272.3697872,-0.014792118221521378,1095.0
,500.0,500.0,,177351,,,,1945,,,189.28522658348083,1763260274.6305575,,
4.7276727855205536e-05,,,-0.000147341750562191,178816,0.532906711101532,0.00014215802366379648,0.0,1959,0.00019278033869341016,-0.016575932502746582,190.6395561695099,1763260275.9848871,-0.0005332678556442261,1095.0
0.00054143276065588,,,0.00024747196584939957,180224,0.4788457751274109,7.443741196766496e-05,0.0,1973,0.00019193548359908164,0.03384590148925781,191.90060949325562,1763260277.2459404,-0.0059411730617284775,1095.0
2.525467425584793e-05,,,0.0039369044825434685,181376,0.5724532604217529,710.4971923828125,0.0,1985,0.00019124423852190375,-2.2172927856445312e-05,192.93767070770264,1763260278.2830017,-0.0015327483415603638,1096.0
0.0020885951817035675,,,-0.009766306728124619,182016,0.502364993095398,0.006565230432897806,0.0,1991,0.00019086021347902715,0.45695269107818604,193.52810740470886,1763260278.8734384,-0.004193369299173355,1096.0
0.0007321778684854507,,,0.003997936844825745,183168,0.5380508899688721,0.00046993032447062433,0.0,2002,0.00019016896840184927,-0.02713608741760254,194.56444597244263,1763260279.909777,0.005631998181343079,1096.0
0.0030692266300320625,,,-0.011780157685279846,183680,0.536788821220398,0.0003182915097568184,0.00390625,2007,0.000189861748367548,-0.47135794162750244,195.01341724395752,1763260280.3587482,-0.013195074163377285,1096.0
0.0003000665456056595,,,0.0011860597878694534,184576,0.5199984908103943,0.0002612456155475229,0.0,2016,0.00018932411330752075,0.22414183616638184,195.8460545539856,1763260281.1913855,0.0099446140229702,1096.0
0.00012562796473503113,,,-0.004867874085903168,184832,0.5323125123977661,0.010271577164530754,0.0,2019,0.0001891705032903701,0.005653679370880127,196.07017421722412,1763260281.4155052,0.0012166798114776611,1096.0
0.00010115094482898712,,,-0.002979954704642296,185344,0.49554577469825745,0.003933093976229429,0.0,2024,0.00018886328325606883,0.021806538105010986,196.55609774589539,1763260281.9014287,-0.0030923262238502502,1096.0
,500.0,500.0,,185719,,,,2027,,,196.8238422870636,1763260282.1691732,,
3.1515955924987793e-06,,,0.00018390268087387085,185856,0.49101555347442627,0.009993539191782475,0.0,2029,0.00018855606322176754,-3.183465003967285,197.00996375083923,1763260282.3552947,0.00026523228734731674,1096.0
0.0001596519723534584,,,0.0011869044974446297,186368,0.4751739203929901,0.336996853351593,0.0,2034,0.00018824884318746626,0.6635245084762573,197.45343899726868,1763260282.79877,-0.0024267248809337616,1096.0
0.0005360729992389679,,,0.0039773304015398026,187392,0.4711288809776306,394.9796142578125,0.0,2045,0.0001876344031188637,0.014251768589019775,198.3921501636505,1763260283.737481,-0.002606794238090515,1096.0
,376.0,376.0,,187920,,,,2051,,,198.92561078071594,1763260284.2709417,,
0.00015783123672008514,,,0.0029356442391872406,188032,0.5287463665008545,361.4386901855469,0.0,2052,0.0001872503780759871,0.02567082643508911,199.032701253891,1763260284.3780322,-0.0039047449827194214,1095.0
0.00012202188372612,,,0.001970738172531128,189696,0.46717017889022827,174.95269775390625,0.0,2070,0.00018625191296450794,0.36190086603164673,200.52405953407288,1763260285.8693905,-0.0016296878457069397,1096.0
,187.0,187.0,,190283,,,,2076,,,201.0831422805786,1763260286.4284732,,
,201.0,201.0,,191494,,,,2093,,,202.2338011264801,1763260287.579132,,
9.921379387378693e-06,,,5.115848034620285e-05,191616,0.4835472106933594,0.24536696076393127,0.0,2094,0.00018509985238779336,0.5241216421127319,202.34228682518005,1763260287.6876178,0.0011084862053394318,1095.0
3.21120023727417e-05,,,-0.001222178339958191,193408,0.5016228556632996,0.6802569031715393,0.0,2117,0.00018402458226773888,-0.5848262310028076,204.00907397270203,1763260289.354405,0.0028650034219026566,1095.0
0.00023099873214960098,,,0.004578218795359135,195328,0.4429264962673187,242.3876190185547,0.0,2141,0.00018287250713910908,0.4770481586456299,205.73543548583984,1763260291.0807664,0.005844570696353912,1095.0
4.678033292293549e-06,,,8.421950042247772e-06,195840,0.4411529302597046,3.9115638732910156,0.0,2146,0.0001825652871048078,0.13827520608901978,206.22185707092285,1763260291.567188,-8.593499660491943e-05,1095.0
,326.0,326.0,,195881,,,,2147,,,206.2392544746399,1763260291.5845854,,
1.3357028365135193e-05,,,-0.0011315364390611649,195968,0.4570757746696472,257.89373779296875,0.0,2148,0.00018248848209623247,0.38538289070129395,206.3343324661255,1763260291.6796634,-0.001360677182674408,1095.0
0.0007589906454086304,,,-0.0024826787412166595,196608,0.4611701965332031,134.78785705566406,0.0,2155,0.00018210445705335587,0.7654519081115723,206.89399886131287,1763260292.2393298,-0.0034366771578788757,1095.0
0.0003661755472421646,,,-0.004992183297872543,198144,0.3942480683326721,134.54681396484375,0.0,2172,0.00018118279695045203,0.7358829379081726,208.31107378005981,1763260293.6564047,0.004170455038547516,1095.0
,343.0,343.0,,199327,,,,2185,,,209.3700704574585,1763260294.7154014,,
0.0003329124301671982,,,0.006411701440811157,200064,0.4223269820213318,0.03763772174715996,0.0,2192,0.00018003072182182223,-2.375920295715332,210.02743434906006,1763260295.3727653,-0.0022434787824749947,1095.0
,333.0,333.0,,200582,,,,2198,,,210.51118326187134,1763260295.8565142,,
0.00012714602053165436,,,0.0022019650787115097,200704,0.46360161900520325,23.010976791381836,0.0,2199,0.00017964669677894562,0.7321357727050781,210.62072825431824,1763260295.9660592,-0.013769134879112244,1095.0
0.00036293454468250275,,,-0.004725171253085136,201728,0.42311909794807434,162.95904541015625,0.0,2211,0.00017903225671034306,0.17620408535003662,211.5542073249817,1763260296.8995383,0.00020127184689044952,1095.0
2.7166679501533508e-05,,,-0.0006124414503574371,202112,0.41802650690078735,19.862123489379883,0.0,2214,0.0001788018416846171,0.2526368498802185,211.88879895210266,1763260297.23413,0.0014876890927553177,1095.0
,491.0,491.0,,202639,,,,2220,,,212.37866878509521,1763260297.7239997,,
0.0004070848226547241,,,0.0048634447157382965,203008,0.41450098156929016,0.3430730402469635,0.0,2223,0.00017826420662458986,0.5264977812767029,212.70623588562012,1763260298.0515668,0.0022880961187183857,1095.0
,500.0,500.0,,203139,,,,2225,,,212.81746006011963,1763260298.162791,,
0.0001809569075703621,,,0.0026718853041529655,203264,0.44701990485191345,0.05975832790136337,0.0,2226,0.00017811059660743922,0.1300954818725586,212.92823195457458,1763260298.273563,-0.004814170300960541,1095.0
0.0007192473858594894,,,-0.0062062423676252365,203392,0.45566892623901367,0.04186584800481796,0.0,2227,0.0001780337915988639,-1.8620975017547607,213.03941583633423,1763260298.3847468,-0.015167485922574997,1095.0
8.83694738149643e-05,,,-0.0014979392290115356,203776,0.4234771132469177,0.36686718463897705,0.0,2231,0.00017780337657313794,-1.030224323272705,213.4123830795288,1763260298.757714,0.00010656006634235382,1095.0
0.0005007199943065643,,,0.0037054959684610367,204160,0.372572124004364,407.4989929199219,0.0,2235,0.00017757296154741198,-0.10068202018737793,213.74651384353638,1763260299.0918448,0.006644681096076965,1095.0
0.0006954269483685493,,,0.005638022907078266,204800,0.42879873514175415,0.13804778456687927,0.0,2241,0.00017718893650453538,0.4486231207847595,214.30222821235657,1763260299.6475592,-0.002962455153465271,1096.0
0.007071842439472675,,,0.0012392019852995872,205568,0.4363742470741272,0.0009649225394241512,0.021484375,2248,0.00017672810645308346,-0.21932876110076904,215.0071337223053,1763260300.3524647,-0.0037740282714366913,1096.0
0.0012951260432600975,,,0.006238128058612347,205696,0.36733606457710266,551.22509765625,0.0,2250,0.00017665130144450814,0.005017697811126709,215.1206669807434,1763260300.465998,0.0036446060985326767,1096.0
0.001255938783288002,,,-0.006213203072547913,206080,0.36582082509994507,0.009724397212266922,0.0,2253,0.00017642088641878217,-1.0228586196899414,215.4901397228241,1763260300.8354707,0.010618425905704498,1095.0
0.011233523488044739,,,0.004012783989310265,208000,0.4256925880908966,0.000965096231084317,0.0546875,2272,0.00017526881129015237,-2.367856502532959,217.20401430130005,1763260302.5493453,-0.005016215145587921,1096.0
0.00036178063601255417,,,-0.00013399776071310043,208768,0.4944317936897278,0.0119024021551013,0.0,2280,0.00017480798123870045,-1.1130106449127197,217.90336847305298,1763260303.2486994,-0.0054002925753593445,1096.0
0.0013092998415231705,,,0.0036353468894958496,210304,0.48630213737487793,0.006436363328248262,0.0,2295,0.00017388633568771183,-0.3216886520385742,219.32498979568481,1763260304.6703207,-0.0015984252095222473,1096.0
,500.0,500.0,,210639,,,,2298,,,219.60627841949463,1763260304.9516094,,
0.004346940666437149,,,0.0327518992125988,211840,0.3983219861984253,0.006825823336839676,0.0078125,2310,0.000172964675584808,-0.2411644458770752,220.73546314239502,1763260306.080794,-0.020143017172813416,1096.0
0.0026833852753043175,,,0.011108397506177425,212096,0.4253418445587158,0.0007469562697224319,0.0,2312,0.00017281106556765735,0.248329758644104,220.95524501800537,1763260306.300576,0.001164563000202179,1096.0
,500.0,500.0,,212639,,,,2318,,,221.41398406028748,1763260306.759315,,
0.00932401604950428,,,0.030562354251742363,213120,0.44749346375465393,0.00047777240979485214,0.044921875,2322,0.0001721966254990548,-0.3253597021102905,221.88008975982666,1763260307.2254207,0.002233751118183136,1096.0
0.0002938508987426758,,,-0.0012006554752588272,213248,0.4836280941963196,206.80397033691406,0.0,2324,0.00017211982049047947,-0.0030046701431274414,221.99149370193481,1763260307.3368247,0.0011973902583122253,1096.0
0.0005669184029102325,,,0.00767391175031662,213760,0.48016834259033203,91.22003173828125,0.0,2329,0.0001718126004561782,-0.0015871524810791016,222.436705827713,1763260307.7820368,0.003918614238500595,1096.0
2.77617946267128e-05,,,-0.000808115117251873,214784,0.40810662508010864,0.007142963819205761,0.0,2339,0.00017119816038757563,-3.566134452819824,223.3601417541504,1763260308.7054727,0.0001496449112892151,1096.0
6.633438169956207e-05,,,-0.004718039184808731,215168,0.3914972245693207,250.9320526123047,0.0,2343,0.00017096774536184967,-0.0025539398193359375,223.69495725631714,1763260309.0402882,-0.0015371982008218765,1096.0
0.0004107840359210968,,,-0.0071010589599609375,215680,0.46813786029815674,193.62710571289062,0.0,2348,0.00017066052532754838,-0.0019097328186035156,224.17870593070984,1763260309.524037,-0.0017714202404022217,1096.0
0.00021430756896734238,,,0.001316155306994915,216320,0.3906732201576233,0.0048135071992874146,0.0,2354,0.00017027650028467178,-1.665205478668213,224.73058223724365,1763260310.0759132,0.00025132298469543457,1096.0
1.339241862297058e-06,,,-2.2368505597114563e-05,217216,0.41044917702674866,233.2511749267578,0.0,2363,0.00016973886522464454,-0.004434823989868164,225.5440592765808,1763260310.8893902,5.107372999191284e-05,1096.0
0.000873359851539135,,,0.0029137535020709038,219904,0.3926594853401184,0.00025225430727005005,0.001953125,2389,0.00016812596004456282,-0.9472483396530151,227.9796335697174,1763260313.3249645,-0.0009096413850784302,1096.0
7.079914212226868e-06,,,-0.0002416856586933136,220416,0.38963496685028076,0.0003245829720981419,0.0,2394,0.00016781874001026154,-0.08620643615722656,228.42452573776245,1763260313.7698567,-0.0004107728600502014,1096.0
0.010675727389752865,,,0.013481813482940197,221952,0.44168785214424133,0.00039397168438881636,0.025390625,2409,0.0001668970799073577,-0.3909949064254761,229.7916123867035,1763260315.1369433,-0.030083440244197845,1096.0
,500.0,500.0,,223639,,,,2426,,,231.31795406341553,1763260316.663285,,
2.1706335246562958e-05,,,-0.0003092745319008827,224128,0.40047210454940796,0.00016532847075723112,0.0,2430,0.00016559139476157725,-0.7153352499008179,231.75349712371826,1763260317.098828,-0.0008527040481567383,1097.0
0.001065695658326149,,,0.012979008257389069,226048,0.42814359068870544,0.0005327379330992699,0.0,2449,0.00016443931963294744,-1.1924092769622803,233.49436378479004,1763260318.8396947,-0.005614634603261948,1097.0
,500.0,500.0,,227639,,,,2465,,,234.88755798339844,1763260320.232889,,
0.0018072379752993584,,,0.017629258334636688,230272,0.4144838750362396,0.009922663681209087,0.0,2491,0.0001619047689018771,-2.591773509979248,237.30546140670776,1763260322.6507924,-0.0162353552877903,1097.0
0.0002573728561401367,,,0.001886606216430664,230528,0.4638940095901489,0.0009860256686806679,0.0,2493,0.00016175115888472646,-0.8321645259857178,237.53302216529846,1763260322.878353,-0.007558703422546387,1097.0
0.0005093663930892944,,,0.0015677735209465027,231808,0.41028305888175964,0.008227255195379257,0.0,2506,0.00016098310879897326,-0.6357555389404297,238.6837818622589,1763260324.0291128,-0.0011353250592947006,1097.0
,500.0,500.0,,232639,,,,2514,,,239.40440130233765,1763260324.7497323,,
3.612879663705826e-05,,,0.0016189003363251686,232704,0.4384573996067047,419.1461181640625,0.0,2515,0.00016044547373894602,-0.0038416385650634766,239.49389958381653,1763260324.8392305,-0.0011723414063453674,1097.0
0.0003295606002211571,,,0.0006615156307816505,233216,0.458548903465271,413.8146057128906,0.0,2520,0.00016013825370464474,-0.001484990119934082,239.94019746780396,1763260325.2855284,7.353723049163818e-06,1097.0
0.004516643472015858,,,0.007037573494017124,234624,0.5159611701965332,0.00025539405760355294,0.00390625,2533,0.00015929339861031622,-0.20627844333648682,241.1990020275116,1763260326.544333,-0.01756969839334488,1097.0
0.0019868016242980957,,,-0.002826826646924019,235264,0.4075945019721985,261.094482421875,0.001953125,2540,0.00015890937356743962,-0.00016963481903076172,241.7894299030304,1763260327.1347609,0.010493963956832886,1097.0
0.0010435041040182114,,,0.008340343832969666,236032,0.38613227009773254,0.0003029397048521787,0.0,2547,0.0001584485435159877,-0.5215201377868652,242.49357914924622,1763260327.83891,-0.001581493765115738,1097.0
0.00015044305473566055,,,0.011196020059287548,238336,0.4213781952857971,0.005970501806586981,0.0,2570,0.00015706605336163193,-0.5926971435546875,244.57340025901794,1763260329.9187312,0.002358861267566681,1097.0
0.0007341457530856133,,,0.002705558203160763,238464,0.4492966830730438,0.0003639118222054094,0.0,2571,0.0001569892483530566,-0.5163282155990601,244.68400526046753,1763260330.0293362,0.007653571665287018,1097.0
0.0011002421379089355,,,-0.0019337665289640427,238976,0.4729565680027008,0.0005734461592510343,0.0,2576,0.00015668202831875533,-0.08730638027191162,245.12622737884521,1763260330.4715583,-0.009275097399950027,1097.0
0.0010811025276780128,,,-0.0006450461223721504,239104,0.3597501516342163,0.0003347715537529439,0.005859375,2577,0.00015660522331018,0.06970638036727905,245.2370433807373,1763260330.5823743,0.00361691415309906,1097.0
0.00012679491192102432,,,0.0006549796089529991,242176,0.35814374685287476,344.7701721191406,0.0,2608,0.00015476190310437232,-0.0012694597244262695,248.00875067710876,1763260333.3540816,0.0009928569197654724,1098.0
0.0006161434575915337,,,-0.008991179056465626,242432,0.45469149947166443,0.0006301431567408144,0.0,2610,0.00015460829308722168,-0.19013798236846924,248.24139976501465,1763260333.5867307,-0.007487675175070763,1098.0
0.003794885240495205,,,0.00019813422113656998,244480,0.4502502679824829,0.00028153377934359014,0.009765625,2630,0.00015337941295001656,-0.08917593955993652,250.13340497016907,1763260335.478736,-0.01166636124253273,1097.0
0.004080403596162796,,,-0.004632813856005669,245120,0.4140540361404419,0.0003394025261513889,0.001953125,2636,0.00015299538790713996,-0.39108407497406006,250.68843150138855,1763260336.0337625,-0.007705375552177429,1098.0
,500.0,500.0,,246139,,,,2646,,,251.54751563072205,1763260336.8928466,,
0.00016265921294689178,,,-0.001902194693684578,246144,0.439011812210083,418.9456787109375,0.0,2647,0.0001523809478385374,-0.00019049644470214844,251.6178777217865,1763260336.9632087,-0.0023565273731946945,1098.0
0.0006778612732887268,,,-0.003285106271505356,246272,0.5077651739120483,0.006210535764694214,0.0,2648,0.00015230414282996207,-1.1747472286224365,251.72883820533752,1763260337.0741692,0.006182944402098656,1098.0
0.0006551686674356461,,,-0.0038552414625883102,248320,0.39225268363952637,0.00999451708048582,0.001953125,2668,0.00015107526269275695,0.04957151412963867,253.63055205345154,1763260338.975883,-0.012223996222019196,1097.0
0.0019203638657927513,,,0.004833902232348919,248832,0.37261319160461426,0.007749081123620272,0.00390625,2673,0.00015076804265845567,0.38857948780059814,254.11133813858032,1763260339.456669,-0.014438636600971222,1097.0
0.001137138344347477,,,0.016932833939790726,249856,0.36907610297203064,0.005842823069542646,0.0,2683,0.0001501536025898531,-0.04109823703765869,255.03300642967224,1763260340.3783374,-0.0025216341018676758,1097.0
4.336051642894745e-05,,,0.0005305241793394089,250240,0.3200165033340454,761.25732421875,0.0,2687,0.00014992320211604238,-0.0001710653305053711,255.37099266052246,1763260340.7163236,0.0026404261589050293,1097.0
0.0002374202013015747,,,0.0011749491095542908,250496,0.44547238945961,0.0005328002735041082,0.0,2689,0.00014976959209889174,0.3318881392478943,255.59289479255676,1763260340.9382257,-0.008753694593906403,1098.0
0.0001637544482946396,,,-0.0005279295146465302,250752,0.322193443775177,100.81875610351562,0.0,2692,0.0001496159820817411,-0.00042366981506347656,255.81843900680542,1763260341.16377,0.0012481696903705597,1098.0
0.0017270203679800034,,,-0.008453287184238434,254848,0.41962021589279175,0.0063710506074130535,0.0,2732,0.00014715822180733085,0.011094629764556885,259.55608201026917,1763260344.901413,-0.0006880280561745167,1098.0
0.0006115483120083809,,,0.0008476907387375832,256896,0.4100942611694336,0.0005588884232565761,0.0,2752,0.00014592934167012572,-0.0998917818069458,261.40338158607483,1763260346.7487125,-0.004097066819667816,1098.0
0.0038834204897284508,,,0.03254682570695877,257408,0.3931608200073242,0.0005698396125808358,0.005859375,2757,0.00014562212163582444,0.41419899463653564,261.84797859191895,1763260347.1933095,-0.028534503653645515,1098.0
0.0011509424075484276,,,0.004140042699873447,258944,0.4144464433193207,0.00051883450942114,0.0,2772,0.0001447004615329206,0.4296516180038452,263.2244255542755,1763260348.5697565,-0.009189516305923462,1098.0
0.0035073235630989075,,,0.00595291331410408,259968,0.4027194380760193,0.0007919218624010682,0.00390625,2782,0.00014408602146431804,0.03422766923904419,264.1508185863495,1763260349.4961495,-0.013591751456260681,1098.0
0.0015495521947741508,,,9.272154420614243e-05,260096,0.3998613953590393,0.0006083949119783938,0.0,2783,0.00014400921645574272,-0.9615265130996704,264.2609717845917,1763260349.6063027,-0.011928737163543701,1098.0
0.002992662601172924,,,-0.006564036943018436,261120,0.4376871883869171,0.00032221892615780234,0.001953125,2793,0.00014339477638714015,0.1845608949661255,265.1900141239166,1763260350.535345,0.010352455079555511,1098.0
0.00018044188618659973,,,-0.0022998619824647903,264192,0.405025839805603,215.36619567871094,0.0,2824,0.00014155145618133247,0.00021272897720336914,267.9830298423767,1763260353.3283608,-0.00035919249057769775,1098.0
,500.0,500.0,,266139,,,,2843,,,269.74269676208496,1763260355.0880277,,
,500.0,500.0,,267639,,,,2857,,,271.0414242744446,1763260356.3867552,,
,500.0,500.0,,270139,,,,2882,,,273.32519698143005,1763260358.670528,,
0.0005733249709010124,,,0.0036807088181376457,270976,0.30934107303619385,0.0005681364564225078,0.0,2890,0.00013748080527875572,-0.6998132467269897,274.11904859542847,1763260359.4643795,-0.004058182239532471,1098.0
,500.0,500.0,,273139,,,,2911,,,275.99980664253235,1763260361.3451376,,
0.000615227036178112,,,-0.006332750432193279,275584,0.34379300475120544,0.00034028731170110404,0.0,2935,0.0001347158249700442,-0.09790909290313721,278.2533950805664,1763260363.598726,-0.0027401596307754517,1098.0
4.213303327560425e-05,,,-0.0015409700572490692,276992,0.38376089930534363,0.0003593547153286636,0.0,2949,0.00013387096987571567,0.21951144933700562,279.51065373420715,1763260364.8559847,0.0002776980400085449,1098.0
,500.0,500.0,,278139,,,,2960,,,280.4773051738739,1763260365.8226361,,
,500.0,500.0,,279639,,,,2975,,,281.8392724990845,1763260367.1846035,,
0.00024134386330842972,,,-0.004269282333552837,281088,0.4277767837047577,0.0005961675778962672,0.0,2989,0.00013141320960130543,-0.2545734643936157,283.2095139026642,1763260368.5548449,0.0006010904908180237,1099.0
0.0008453242480754852,,,0.007864503189921379,281856,0.3420686721801758,0.006898596882820129,0.0,2997,0.0001309523795498535,-0.18511557579040527,283.8818874359131,1763260369.2272184,-0.009189531207084656,1099.0
0.00033400487154722214,,,0.0055600861087441444,283264,0.4339132308959961,137.13833618164062,0.0,3011,0.00013010752445552498,0.0003173351287841797,285.144389629364,1763260370.4897206,0.0008215010166168213,1099.0
0.0015421099960803986,,,-0.008763283491134644,287360,0.44207143783569336,0.005180968903005123,0.0,3051,0.00012764976418111473,-0.2067934274673462,288.85628509521484,1763260374.201616,-0.021175257861614227,1099.0
2.4840235710144043e-05,,,-0.0018491875380277634,287616,0.31289541721343994,0.0007337832357734442,0.0,3053,0.0001274961541639641,-1.0139405727386475,289.07684230804443,1763260374.4221733,-0.0022257715463638306,1099.0
0.0002757664769887924,,,0.000973869115114212,288896,0.33449456095695496,0.0008703686762601137,0.0,3066,0.0001267281040782109,-0.23694157600402832,290.23147344589233,1763260375.5768044,0.0038522910326719284,1099.0
0.00010810047388076782,,,-0.001965843141078949,289280,0.40135008096694946,0.007725168019533157,0.0,3070,0.00012649768905248493,0.48487168550491333,290.6192889213562,1763260375.9646199,-0.00272517092525959,1099.0
,500.0,500.0,,290639,,,,3083,,,291.8026342391968,1763260377.1479652,,
,500.0,500.0,,292139,,,,3098,,,293.16524386405945,1763260378.5105748,,
,500.0,500.0,,292639,,,,3103,,,293.6066110134125,1763260378.951942,,
,500.0,500.0,,295139,,,,3127,,,295.9090647697449,1763260381.2543957,,
0.0008590482175350189,,,-0.0015345755964517593,295296,0.4306304156780243,0.006651891861110926,0.0,3129,0.0001228878682013601,0.2048291563987732,296.10518860816956,1763260381.4505196,0.0009360909461975098,1099.0
0.00019519682973623276,,,-0.00637830700725317,296576,0.3916431665420532,0.0004275577375665307,0.0,3141,0.0001221198181156069,-0.2377169132232666,297.2535138130188,1763260382.5988448,0.0012378860265016556,1099.0
0.0002939589321613312,,,0.0019777342677116394,296704,0.3148164451122284,415.1949768066406,0.0,3143,0.00012204301310703158,0.0004125833511352539,297.3678505420685,1763260382.7131815,0.0007611420005559921,1099.0
0.0006819711998105049,,,0.011918979696929455,297088,0.46227937936782837,0.0006677171331830323,0.0,3146,0.00012181259808130562,0.08714395761489868,297.6989371776581,1763260383.0442681,-0.011097908020019531,1099.0
0.00021777860820293427,,,0.002010531723499298,298624,0.4028950333595276,0.0005181240267120302,0.0,3161,0.00012089093797840178,-0.0366213321685791,299.107492685318,1763260384.4528236,-0.0015547126531600952,1099.0
0.0009721415117383003,,,0.004267553798854351,299520,0.5406426191329956,0.000292106531560421,0.0,3170,0.00012035330291837454,0.11391663551330566,299.8847050666809,1763260385.230036,-0.0014309659600257874,1099.0
8.900836110115051e-05,,,-0.00044338591396808624,300800,0.49661824107170105,0.00602166261523962,0.0,3183,0.00011958525283262134,0.3399047255516052,301.0326609611511,1763260386.377992,-0.0004632193595170975,1099.0
0.0005052704364061356,,,0.0001697354018688202,301312,0.4863426387310028,0.007493313867598772,0.0,3188,0.00011927803279832006,0.13796424865722656,301.5134606361389,1763260386.8587916,-0.02000291272997856,1099.0
8.236709982156754e-05,,,-0.004183552227914333,304256,0.41457152366638184,211.3062744140625,0.0,3217,0.00011751151760108769,0.0001844167709350586,304.1381821632385,1763260389.483513,-0.00041543692350387573,1099.0
0.0005898745730519295,,,0.0127384839579463,305024,0.450550377368927,0.000531316502019763,0.0,3224,0.00011705069482559338,0.17599856853485107,304.83767080307007,1763260390.1830018,-0.008042912930250168,1099.0
0.00015606917440891266,,,-0.001361396163702011,307328,0.5245336294174194,0.006035118829458952,0.0,3247,0.00011566820467123762,0.06579196453094482,306.90566086769104,1763260392.2509918,-0.0008876919746398926,1099.0
,500.0,500.0,,307639,,,,3250,,,307.1460762023926,1763260392.4914072,,
0.00033050868660211563,,,0.004655945114791393,307840,0.4822905361652374,0.0050746481865644455,0.0,3252,0.00011536098463693634,-0.28995561599731445,307.37963485717773,1763260392.7249658,-0.0006121210753917694,1099.0
,500.0,500.0,,308139,,,,3255,,,307.6171383857727,1763260392.9624693,,
