losses/policy_loss,losses/value_loss,charts/episodic_return,charts/SPS,charts/learning_rate,losses/explained_variance,global_step,losses/clipfrac,losses/entropy,losses/old_approx_kl,_timestamp,charts/episodic_length,losses/approx_kl,_step,_runtime
-0.012366235256195068,0.0004711091751232743,,1076.0,0.00023993855575099587,-2.306870460510254,100224,0.0078125,0.379704087972641,-0.005057251080870628,1763260205.899876,,0.0024998970329761505,1197,120.7146270275116
,,500.0,,,,101826,,,,1763260207.3060782,500.0,,1213,122.1208291053772
0.00010751187801361084,0.008651879616081715,,1076.0,0.0002388632856309414,-1.4129705429077148,102016,0.0,0.3319721221923828,0.0016386257484555244,1763260207.544294,,9.707175195217133e-06,1215,122.35904502868652
-0.015227347612380981,0.0009395069209858775,,1077.0,0.0002381720405537635,-0.23602283000946045,103168,0.00390625,0.3424408435821533,-0.01290313433855772,1763260208.5848143,,0.003694280982017517,1226,123.39956521987915
-0.005584158003330231,0.004739982541650534,,1077.0,0.00023794162552803755,-0.06860613822937012,103552,0.001953125,0.3296855688095093,-0.007548878900706768,1763260208.9243174,,0.002111499197781086,1230,123.73906826972961
-0.0018691569566726685,518.9053955078125,,1077.0,0.0002377112105023116,4.786252975463867e-05,103936,0.0,0.3508250117301941,0.0031523369252681732,1763260209.2581308,,5.4135918617248535e-05,1234,124.0728816986084
-0.008967718109488487,0.00030626027728430927,,1077.0,0.0002370199654251337,-0.7015814781188965,105088,0.01171875,0.48085466027259827,0.020900480449199677,1763260210.2981017,,0.003318965435028076,1245,125.11285257339478
-0.016337048262357712,0.007638433016836643,,1078.0,0.00023648233036510646,-0.26534152030944824,105984,0.0078125,0.36527296900749207,0.0055869873613119125,1763260211.1179743,,0.003459259867668152,1254,125.93272519111633
0.006989002227783203,0.00043208023998886347,,1078.0,0.00023540706024505198,-0.71733558177948,107776,0.0,0.43520796298980713,-0.006169280037283897,1763260212.7507877,,0.0031816139817237854,1271,127.56553864479065
-0.004854284226894379,0.0003271691966801882,,1079.0,0.00023371736460831016,0.4741032123565674,110592,0.0,0.2845243811607361,-0.002146700397133827,1763260215.2799752,,0.0006645489484071732,1299,130.09472608566284
0.0031516514718532562,0.0005094304797239602,,1080.0,0.00023125960433389992,0.28463250398635864,114688,0.0,0.3265545070171356,-0.002514258027076721,1763260218.994757,,0.0005793105810880661,1339,133.80950784683228
-0.0002011917531490326,0.0003135710139758885,,1080.0,0.0002311827993253246,-0.42367279529571533,114816,0.0,0.3485214114189148,-0.0023885462433099747,1763260219.1101575,,0.0006566587835550308,1340,133.9249083995819
-7.399171590805054e-05,0.00038186414167284966,,1080.0,0.00023064516426529735,-0.7814606428146362,115712,0.0,0.35789424180984497,0.00522287841886282,1763260219.8918757,,0.0006772009655833244,1349,134.70662665367126
0.007219139486551285,0.0007644580909982324,,1080.0,0.00022980030917096883,0.05447608232498169,117120,0.01953125,0.27523931860923767,0.008373639546334743,1763260221.1980278,,0.0037835976108908653,1363,136.01277875900269
,,500.0,,,,117326,,,,1763260221.3375986,500.0,,1365,136.1523494720459
,,500.0,,,,117826,,,,1763260221.781127,500.0,,1370,136.59587788581848
,,500.0,,,,118826,,,,1763260222.7386944,500.0,,1380,137.55344533920288
0.004486430436372757,157.04624938964844,,1080.0,0.00022872503905091435,-5.4717063903808594e-05,118912,0.0,0.3383272588253021,0.010222434997558594,1763260222.8387573,,0.00044466182589530945,1381,137.65350818634033
-0.004544772207736969,0.00042445361032150686,,1080.0,0.00022826420899946243,-0.18543517589569092,119680,0.0078125,0.3155226707458496,0.005645161494612694,1763260223.5443404,,0.003081459552049637,1388,138.35909128189087
,,500.0,,,,120326,,,,1763260224.1081495,500.0,,1395,138.92290043830872
,,500.0,,,,120826,,,,1763260224.5239122,500.0,,1399,139.3386631011963
0.013697903603315353,319.094970703125,,1081.0,0.00022726574388798326,0.00024181604385375977,121344,0.0,0.3793990910053253,0.002628982998430729,1763260225.043515,,0.0006097583100199699,1405,139.85826587677002
-0.001814521849155426,0.0004591626347973943,,1081.0,0.00022557603369932622,-0.4164125919342041,124160,0.0,0.31744033098220825,-0.0028461171314120293,1763260227.6087751,,0.00018411222845315933,1432,142.42352604866028
-0.007385091856122017,0.00012663728557527065,,1081.0,0.0002254992286907509,0.20376557111740112,124288,0.001953125,0.2869924306869507,0.0005682846531271935,1763260227.7200081,,0.0009576277807354927,1433,142.53475904464722
0.009010117501020432,0.010220758616924286,,1081.0,0.00022419354354497045,-1.5831468105316162,126464,0.0,0.36622148752212524,0.01129776518791914,1763260229.6894739,,0.0011697402223944664,1455,144.50422477722168
-0.005691796541213989,0.0006285907584242523,,1082.0,0.00022411673853639513,-0.33602118492126465,126592,0.00390625,0.37590569257736206,0.028786569833755493,1763260229.7993457,,0.002070898190140724,1456,144.61409664154053
0.006727524101734161,0.0004967037821188569,,1082.0,0.0002240399335278198,-0.7705446481704712,126720,0.01171875,0.41298815608024597,-0.021703727543354034,1763260229.9122043,,0.005289615131914616,1457,144.72695517539978
-0.009031509049236774,0.006414483301341534,,1083.0,0.00022058372269384563,-0.19009017944335938,132480,0.0,0.3621644377708435,0.0015000617131590843,1763260235.1146374,,0.0006582336500287056,1514,149.92938828468323
-0.0009376704692840576,0.000256991246715188,,1083.0,0.0002201228926423937,-1.588587760925293,133248,0.0,0.3813985586166382,0.001310751773416996,1763260235.818666,,9.082723408937454e-05,1521,150.63341689109802
-0.014294173568487167,0.00029401908977888525,,1083.0,0.00021989247761666775,-1.1865816116333008,133632,0.00390625,0.3230450749397278,0.019360428676009178,1763260236.1534026,,0.0033415518701076508,1525,150.9681534767151
,,500.0,,,,133826,,,,1763260236.2869158,500.0,,1527,151.10166668891907
-0.0013570934534072876,0.00595648679882288,,1083.0,0.0002196620625909418,-0.32464098930358887,134016,0.0,0.3623504936695099,-0.0027250414714217186,1763260236.4866626,,0.0002956623211503029,1529,151.30141353607178
-0.0013291165232658386,0.006867012940347195,,1083.0,0.0002193548425566405,-0.40821051597595215,134528,0.0,0.3115643858909607,0.0030326619744300842,1763260236.9768624,,0.0003561992198228836,1534,151.7916133403778
-0.024241376668214798,0.00035646266769617796,,1083.0,0.00021920123253948987,-0.47415661811828613,134784,0.00390625,0.36322152614593506,0.014591274783015251,1763260237.198068,,0.0028960853815078735,1536,152.01281881332397
0.007207177579402924,720.0192260742188,,1083.0,0.00021881720749661326,0.0003243684768676758,135424,0.0,0.3315103054046631,0.005544709973037243,1763260237.7901304,,0.0004045208916068077,1543,152.6048812866211
-0.005456773564219475,0.00042444083373993635,,1083.0,0.00021866359747946262,-0.6310031414031982,135680,0.0078125,0.44229477643966675,0.005188265815377235,1763260238.0159032,,0.0018242280930280685,1545,152.8306541442871
0.000925205647945404,0.00011521134729264304,,1083.0,0.0002185867924708873,-0.5070199966430664,135808,0.0,0.3881252110004425,-0.003378715366125107,1763260238.1253529,,0.00014359503984451294,1546,152.94010376930237
0.001882299780845642,0.006717936601489782,,1083.0,0.00021789554739370942,-0.17362964153289795,136960,0.0,0.3667331337928772,-0.0005880305543541908,1763260239.1652913,,8.206721395254135e-05,1558,153.980042219162
-0.008675776422023773,7.183785055531189e-05,,1083.0,0.0002178187423851341,-0.10883510112762451,137088,0.0,0.40713682770729065,0.0021058665588498116,1763260239.274441,,0.0005684355273842812,1559,154.08919191360474
-0.004457417875528336,0.008260960690677166,,1084.0,0.00021758832735940814,-0.08464300632476807,137472,0.0,0.42867016792297363,-0.001735767349600792,1763260239.6110346,,0.0001839958131313324,1563,154.42578554153442
,,500.0,,,,137826,,,,1763260239.9004884,500.0,,1566,154.71523928642273
-0.00021102279424667358,0.007487941533327103,,1084.0,0.00021605222718790174,-0.25284039974212646,140032,0.001953125,0.39163076877593994,0.0024908771738409996,1763260241.9678566,,0.0011868281289935112,1588,156.7826075553894
-0.023712158203125,0.0003331355983391404,,1084.0,0.00021597542217932642,0.28842902183532715,140160,0.00390625,0.40444546937942505,0.00027090683579444885,1763260242.0790322,,0.003675796091556549,1589,156.89378309249878
-0.0010678432881832123,359.1875915527344,,1084.0,0.0002155145921278745,-0.00046312808990478516,140928,0.0,0.4429558217525482,-0.007473818026483059,1763260242.7476764,,0.0004897313192486763,1597,157.56242728233337
-0.01610608398914337,0.004239825066179037,,1084.0,0.00021490015205927193,0.00042498111724853516,141952,0.00390625,0.463894784450531,-0.00022851210087537766,1763260243.6767285,,0.0017745411023497581,1607,158.49147939682007
0.014388658106327057,0.00026597289252094924,,1084.0,0.0002147465420421213,0.24212193489074707,142208,0.005859375,0.45412012934684753,-0.028230469673871994,1763260243.8984926,,0.005300130695104599,1609,158.71324348449707
,,500.0,,,,142326,,,,1763260243.9557576,500.0,,1610,158.77050852775574
-0.007985960692167282,0.0047883447259664536,,1084.0,0.00021459293202497065,0.3122575879096985,142464,0.0,0.461864173412323,0.0012595988810062408,1763260244.1601887,,0.0009494572877883911,1612,158.97493958473206
0.003444656729698181,250.4451446533203,,1084.0,0.00021374807693064213,0.000695347785949707,143872,0.0,0.4497869908809662,0.014834524132311344,1763260245.4203298,,0.0009151110425591469,1626,160.23508071899414
-0.010136425495147705,0.0003425295581109822,,1085.0,0.00021298002684488893,0.1181955337524414,145152,0.0,0.3789810240268707,0.010776943527162075,1763260246.5692866,,0.0015691732987761497,1638,161.38403749465942
-2.170354127883911e-05,0.0008651907555758953,,1085.0,0.00020998464606236666,-0.06623256206512451,150144,0.0,0.4165685176849365,-1.6915611922740936e-05,1763260251.0635922,,9.825453162193298e-07,1687,165.87834310531616
0.002218179404735565,0.00025983486557379365,,1086.0,0.00020721966575365514,0.21315830945968628,154752,0.0,0.4968017339706421,0.007475937716662884,1763260255.287848,,0.0009525222703814507,1732,170.10259890556335
-0.01351708173751831,0.005987992510199547,,1086.0,0.00020645161566790193,-0.4225196838378906,156032,0.00390625,0.48276495933532715,0.026898343116044998,1763260256.4457302,,0.002029542811214924,1745,171.26048111915588
,,500.0,,,,156826,,,,1763260257.1610076,500.0,,1753,171.97575855255127
-0.02056136727333069,273.0214538574219,,1086.0,0.0002059139806078747,0.0016098618507385254,156928,0.0,0.4600345194339752,-0.012889700941741467,1763260257.2633927,,0.0017178365960717201,1754,172.07814359664917
-0.0023836083710193634,0.0017745131626725197,,1086.0,0.0002052227355306968,-0.09105813503265381,158080,0.0,0.41642332077026367,-0.0009399401023983955,1763260258.3001566,,3.714021295309067e-05,1765,173.11490750312805
