losses/entropy,losses/explained_variance,losses/value_loss,losses/clipfrac,_runtime,charts/SPS,losses/policy_loss,_timestamp,losses/old_approx_kl,charts/episodic_length,charts/episodic_return,losses/approx_kl,_step,global_step,charts/learning_rate
0.5845052003860474,0.05838841199874878,56.329627990722656,0.0,38.06427717208862,1003.0,-0.0020648036152124405,1763260123.2649362,0.003085114061832428,,,6.0886144638061523e-05,203,10496,0.00029377880855463445
0.6201520562171936,0.1403253674507141,81.47797393798828,0.0,39.135889530181885,987.0,3.1653791666030884e-05,1763260124.3365486,0.00022821873426437378,,,2.086348831653595e-05,213,11392,0.0002932411734946072
0.5832764506340027,0.4349411129951477,56.89736557006836,0.0,39.47626209259033,981.0,0.0010164007544517517,1763260124.6769211,-0.0011791903525590897,,,2.296827733516693e-05,217,11648,0.00029308756347745657
,,,,40.3763165473938,,,1763260125.5769756,,217.0,217.0,,228,12491,
0.5772385597229004,0.4980904459953308,50.63838195800781,0.005859375,40.787646532058716,970.0,-0.04963749647140503,1763260125.9883056,0.006773618049919605,,,0.005181307904422283,233,12800,0.0002923963184002787
0.5589744448661804,0.08867788314819336,68.0916748046875,0.0,42.33483910560608,981.0,0.0001635327935218811,1763260127.5354981,-0.001220928505063057,,,1.681782305240631e-05,251,14464,0.0002913978532887995
0.580847978591919,0.015192925930023193,55.1692008972168,0.0,42.82686924934387,983.0,0.0021442770957946777,1763260128.0275283,0.0003044772893190384,,,7.254257798194885e-05,259,14976,0.00029109063325449824
0.5422336459159851,0.3464808464050293,75.50911712646484,0.0078125,43.165420055389404,987.0,0.03579369932413101,1763260128.366079,-0.011272072792053223,,,0.0019122306257486343,265,15360,0.0002908602182287723
,,,,43.7893648147583,,,1763260128.9900239,,227.0,227.0,,273,16078,
0.5830041766166687,0.06103527545928955,59.99715042114258,0.0,43.88105392456055,990.0,-0.002440348267555237,1763260129.081713,-0.003437744453549385,,,9.516812860965729e-05,274,16128,0.00029039938817732036
0.6284611821174622,0.0028165578842163086,54.22650146484375,0.0,45.14665627479553,999.0,-0.002275567501783371,1763260130.3473153,-0.0020288657397031784,,,2.3193657398223877e-05,292,17536,0.00028955453308299184
0.6113123297691345,-0.002411961555480957,46.22612762451172,0.0,47.25798273086548,1009.0,5.493871867656708e-05,1763260132.4586418,-1.129787415266037e-05,,,8.442439138889313e-06,321,19840,0.0002881720429286361
0.6000314354896545,0.20327132940292358,53.37667465209961,0.0,47.61513686180115,1010.0,0.0004731491208076477,1763260132.815796,-0.005856930278241634,,,0.00026566628366708755,327,20224,0.0002879416279029101
,,,,47.89193391799927,,,1763260133.092593,,401.0,401.0,,330,20604,
0.5774728059768677,0.01183617115020752,46.88762664794922,0.0,48.108245849609375,1011.0,0.0008975453674793243,1763260133.308905,-0.0004099830985069275,,,4.093535244464874e-05,332,20736,0.00028763440786860883
,,,,48.46982145309448,,,1763260133.6704805,,99.0,99.0,,337,21203,
,,,,48.67740869522095,,,1763260133.8780677,,201.0,201.0,,340,21404,
,,,,50.956390142440796,,,1763260136.1570492,,159.0,159.0,,370,23838,
0.6039210557937622,-0.09220170974731445,34.33367156982422,0.0,51.46013784408569,1019.0,0.0013004466891288757,1763260136.6607969,0.0003805244341492653,,,2.1877698600292206e-05,375,24320,0.00028548386762849987
0.5583214163780212,0.06335842609405518,65.80894470214844,0.0,53.05048179626465,1021.0,0.0016915127635002136,1763260138.2511408,2.8527341783046722e-05,,,1.6109086573123932e-05,396,25984,0.0002844854025170207
,,,,55.236210346221924,,,1763260140.4368694,,282.0,282.0,,425,28352,
,,,,56.2768452167511,,,1763260141.4775043,,150.0,150.0,,441,29451,
0.5668617486953735,0.8334615230560303,20.865999221801758,0.0,56.98595404624939,1028.0,-0.0005293525755405426,1763260142.186613,-0.003425784409046173,,,0.0005154106765985489,450,30208,0.00028195083723403513
,,,,58.104974031448364,,,1763260143.305633,,134.0,134.0,,471,31466,
0.5349060297012329,0.13595163822174072,238.37875366210938,0.0,58.68972659111023,1029.0,-0.0006879391148686409,1763260143.8903856,0.0005724728107452393,,,3.48016619682312e-05,481,32000,0.00028087556711398065
0.5840353965759277,0.9728119969367981,6.171446800231934,0.0,59.25233221054077,1031.0,-8.103623986244202e-05,1763260144.4529912,-0.0008111372590065002,,,1.2718141078948975e-05,490,32640,0.00028049154207110405
,,,,60.1095073223114,,,1763260145.3101664,,275.0,275.0,,504,33589,
