global_step,charts/SPS,losses/value_loss,losses/old_approx_kl,charts/episodic_return,_step,losses/approx_kl,charts/episodic_length,_runtime,losses/policy_loss,charts/learning_rate,losses/entropy,_timestamp,losses/clipfrac,losses/explained_variance
32512,1042.0,76.77059173583984,0.013614487834274769,,481,0.0007541636005043983,,58.6814661026001,-0.02309701405465603,0.00028056834707967937,0.57280033826828,1763260143.9922972,0.0,0.26669496297836304
33152,1042.0,218.14706420898438,-0.001701277680695057,,490,6.236042827367783e-05,,59.28241944313049,-0.0026273727416992188,0.00028018432203680277,0.5642901062965393,1763260144.5932505,0.0,0.19954001903533936
34176,1043.0,128.32586669921875,-0.0011504674330353737,,504,3.416556864976883e-05,,60.25471496582031,0.0007062703371047974,0.0002795698819682002,0.5469889044761658,1763260145.565546,0.0,0.5285036563873291
34944,1043.0,15.238384246826172,0.012838338501751423,,515,0.0007532583549618721,,60.98292946815491,-0.001880403608083725,0.0002791090519167483,0.5965409278869629,1763260146.2937605,0.0,0.8234462738037109
35968,1044.0,26.748329162597656,0.0009983843192458153,,530,4.59207221865654e-05,,61.91479015350342,0.0003731735050678253,0.0002784946118481457,0.5537592172622681,1763260147.2256212,0.0,0.9376115202903748
36608,1046.0,67.68753051757812,0.019787060096859932,,539,0.0058301892131567,,62.48155927658081,-0.0210098996758461,0.0002781105868052691,0.5349348187446594,1763260147.7923903,0.0234375,0.7262455224990845
37225,,,,193.0,547,,193.0,63.006629943847656,,,,1763260148.317461,,
37879,,,,195.0,555,,195.0,63.57106637954712,,,,1763260148.8818974,,
38144,1048.0,7.592166900634766,-0.001983754336833954,,559,0.0003399103879928589,,63.86584973335266,0.005514010787010193,0.0002771889267023653,0.5904991626739502,1763260149.1766808,0.0,0.976995050907135
38912,1049.0,7.809654712677002,0.010292492806911469,,568,0.0007873363792896271,,64.57408738136292,-0.00757903978228569,0.00027672809665091336,0.5161358714103699,1763260149.8849185,0.0,0.7179368734359741
41074,,,,219.0,595,,219.0,66.48452377319336,,,,1763260151.7953548,,
42496,1054.0,11.181779861450195,0.0027179401367902756,,612,0.0028171204030513763,,67.81068015098572,0.015993505716323853,0.00027457758551463485,0.46000662446022034,1763260153.1215112,0.0078125,0.9640941023826599
42752,1054.0,5.929259300231934,0.0005288450047373772,,614,6.925035268068314e-05,,68.03033876419067,-0.0009751124307513237,0.0002744239754974842,0.4578443467617035,1763260153.3411698,0.0,0.26946085691452026
44288,1055.0,24.025705337524414,-0.0015453444793820381,,630,0.00012032967060804367,,69.4462034702301,0.00047554075717926025,0.00027350231539458036,0.49015629291534424,1763260154.7570345,0.0,0.3357264995574951
44860,,,,500.0,636,,500.0,69.9186897277832,,,,1763260155.2295208,,
45312,1056.0,22.0122127532959,-0.005936414003372192,,640,0.004358121193945408,,70.36477637290955,-0.0010767094790935516,0.0002728878753259778,0.548861563205719,1763260155.6756074,0.015625,-0.18780386447906494
46208,1058.0,248.7440185546875,-3.613624721765518e-05,,650,2.105720341205597e-06,,71.1407105922699,5.733221769332886e-05,0.00027235024026595056,0.5678465366363525,1763260156.4515417,0.0,-0.004223823547363281
47539,,,,500.0,664,,500.0,72.36526417732239,,,,1763260157.6760952,,
49408,1060.0,2.324509859085083,0.011804085224866867,,684,0.0006018821150064468,,74.0665533542633,-0.017489442601799965,0.00027043011505156755,0.529909074306488,1763260159.3773844,0.0,-0.11314070224761963
49920,1060.0,2.64431095123291,0.0006430773064494133,,689,0.00021389219909906387,,74.56753897666931,0.0027333684265613556,0.0002701228950172663,0.4810096025466919,1763260159.87837,0.0,-0.896220326423645
50816,1061.0,2.0743963718414307,-0.0026230588555336,,698,0.00024565309286117554,,75.35777616500854,-0.00629773922264576,0.00026958525995723903,0.4966820776462555,1763260160.6686072,0.0,-0.16813790798187256
51200,1061.0,396.4965515136719,-0.00649658776819706,,702,0.00044091418385505676,,75.72226881980896,-0.002519354224205017,0.00026935484493151307,0.5402511954307556,1763260161.0331,0.0,0.06834131479263306
51712,1062.0,394.5433349609375,-0.00047771353274583817,,707,3.71420755982399e-05,,76.16258311271667,0.000913422554731369,0.0002690476248972118,0.4759260416030884,1763260161.4734142,0.0,-5.257129669189453e-05
53888,1058.0,86.25361633300781,0.01660117506980896,,729,0.0023287711665034294,,78.42827820777893,-0.017976492643356323,0.00026774193975143135,0.4595588445663452,1763260163.7391093,0.00390625,0.002738475799560547
56704,1056.0,338.0247802734375,0.0025927582755684853,,757,0.00015941914170980453,,81.17144250869751,-0.0008557327091693878,0.0002660522295627743,0.4709462523460388,1763260166.4822736,0.0,-0.00010907649993896484
57216,1056.0,0.40820014476776123,0.00031428784132003784,,762,9.033828973770142e-07,,81.63270282745361,-0.0004020482301712036,0.000265745009528473,0.5105823278427124,1763260166.943534,0.0,0.0020596981048583984
57728,1056.0,0.2943470776081085,0.0016538957133889198,,767,1.39651820063591e-05,,82.1353931427002,0.0013945996761322021,0.00026543778949417174,0.49925917387008667,1763260167.4462242,0.0,-0.021186351776123047
58584,,,,500.0,775,,500.0,82.87893462181091,,,,1763260168.1897657,,
59904,1056.0,0.04321448877453804,-0.0014412859454751015,,788,0.0008874470368027687,,84.21358108520508,-0.006936859339475632,0.0002641321043483913,0.449673056602478,1763260169.5244122,0.0,-0.06086909770965576
60800,1056.0,0.04522883892059326,0.0019722767174243927,,797,6.499141454696655e-05,,85.06293725967407,0.0002888888120651245,0.00026359446928836405,0.497494101524353,1763260170.3737683,0.0,0.00730055570602417
61696,1056.0,323.73291015625,-0.00034271739423274994,,806,0.0004448108375072479,,85.87313199043274,0.007223684340715408,0.0002630568342283368,0.5748658776283264,1763260171.183963,0.0,0.0016505718231201172
62592,1057.0,788.2127075195312,-0.0002921121194958687,,815,4.324223846197128e-05,,86.68885636329651,-0.0022792592644691467,0.00026251919916830957,0.45995184779167175,1763260171.9996874,0.0,-0.00021755695343017578
67456,1061.0,389.5107116699219,-0.0013975631445646286,,863,0.0005115047097206116,,91.06289958953857,-0.0015034712851047516,0.0002596006088424474,0.481277197599411,1763260176.3737307,0.0,0.0021684765815734863
68453,,,,500.0,872,,500.0,91.90849471092224,,,,1763260177.2193258,,
68864,1061.0,0.00032316692522726953,0.015814444050192833,,876,0.009418751113116741,,92.34942078590393,-0.014883853495121002,0.0002587557537481189,0.4291163384914398,1763260177.6602519,0.01953125,-3.015712261199951
72953,,,,500.0,916,,500.0,95.93706679344177,,,,1763260181.2478979,,
73472,1065.0,347.2067565917969,0.001602180302143097,,922,0.00028084591031074524,,96.47824263572693,-0.001198790967464447,0.00025599077343940735,0.4244042634963989,1763260181.7890737,0.0,-0.000362396240234375
74368,1065.0,0.00012149184476584196,-0.0028537390753626823,,930,0.00036644097417593,,97.26366090774536,-0.003908820450305939,0.0002554531383793801,0.4463135898113251,1763260182.574492,0.0,0.03438270092010498
75136,1066.0,0.005551002454012632,0.008246712386608124,,938,0.001856030896306038,,97.96706438064575,-0.010308519005775452,0.0002549923083279282,0.44346854090690613,1763260183.2778955,0.0,0.13241708278656006
75453,,,,500.0,941,,500.0,98.2083010673523,,,,1763260183.5191321,,
75520,1066.0,223.55838012695312,0.003568497486412525,,942,0.00037539657205343246,,98.29885029792786,-0.009660646319389343,0.0002547618933022022,0.2924731373786926,1763260183.6096814,0.0,-0.00014138221740722656
76160,1066.0,0.004681313410401344,-0.004589413292706013,,948,0.0002367338165640831,,98.88968634605408,-0.0010022632777690887,0.0002543778682593256,0.3708387613296509,1763260184.2005174,0.0,-0.40873706340789795
78848,1066.0,0.0006953922566026449,0.04330701753497124,,974,0.008579004555940628,,101.39157772064209,-0.016102060675621033,0.0002527649630792439,0.4350789785385132,1763260186.7024088,0.02734375,0.393821656703949
79453,,,,500.0,980,,500.0,101.90705394744873,,,,1763260187.217885,,
79953,,,,500.0,985,,500.0,102.34549355506897,,,,1763260187.6563246,,
80953,,,,500.0,995,,500.0,103.2627010345459,,,,1763260188.573532,,
81152,1068.0,0.003760188352316618,-0.006449243985116482,,997,9.0782530605793e-05,,103.46473479270935,-0.0008867830038070679,0.0002513825020287186,0.43040159344673157,1763260188.7755659,0.0,0.2876349091529846
82953,,,,500.0,1015,,500.0,105.09041857719421,,,,1763260190.4012496,,
83456,1069.0,665.2332763671875,-0.01151254028081894,,1020,0.0007309988141059875,,105.5281310081482,0.003561057150363922,0.0002500000118743628,0.45686426758766174,1763260190.838962,0.0,-0.000308990478515625
84608,1070.0,0.004313051700592041,-0.0013643354177474976,,1031,2.6047229766845703e-05,,106.56283450126648,0.0005378425121307373,0.00024930876679718494,0.3759174048900604,1763260191.8736656,0.0,0.05904543399810791
86528,1070.0,126.6610336303711,-0.002748856320977211,,1050,0.0004992689937353134,,108.30553030967712,-0.002003967761993408,0.00024815669166855514,0.47152602672576904,1763260193.6163614,0.0,-9.5367431640625e-06
86912,1071.0,0.0002481457486283034,-0.0038778241723775864,,1053,0.00044412165880203247,,108.63550281524658,0.00581246055662632,0.0002479262766428292,0.3847898542881012,1763260193.946334,0.0,-0.3465850353240967
87424,1071.0,0.00016705048619769514,-0.008150825276970863,,1058,0.0027476083487272263,,109.1177773475647,0.00709126889705658,0.0002476190566085279,0.3857869505882263,1763260194.4286084,0.00390625,-0.042066216468811035
89953,,,,500.0,1083,,500.0,111.33018636703491,,,,1763260196.6410174,,
90752,1072.0,0.0003414827515371144,-0.010570814833045006,,1091,0.002324739471077919,,112.1208724975586,-0.01672244817018509,0.00024562212638556957,0.40547311305999756,1763260197.4317036,0.00390625,0.13148343563079834
92288,1071.0,0.0005910449544899166,0.0031691575422883034,,1106,6.98557123541832e-05,,113.59988474845886,-0.0029304921627044678,0.00024470046628266573,0.4661088287830353,1763260198.9107158,0.0,-0.03264319896697998
93453,,,,500.0,1118,,500.0,114.6486279964447,,,,1763260199.959459,,
94208,1072.0,0.00011051409092033282,0.012189974077045918,,1125,0.0026654191315174103,,115.37283563613892,-0.007675535976886749,0.00024354839115403593,0.4823928475379944,1763260200.6836667,0.001953125,-0.33792996406555176
94976,1072.0,280.12432861328125,-0.0013271253556013107,,1133,0.0014006122946739197,,116.05272555351257,0.005210891366004944,0.000243087561102584,0.466531366109848,1763260201.3635566,0.0,-6.0439109802246094e-05
96256,1073.0,0.001006586942821741,-0.0008896421641111374,,1145,0.0007928051054477692,,117.19620513916016,0.009695425629615784,0.0002423195110168308,0.5045543909072876,1763260202.5070362,0.0,-0.0025790929794311523
98176,1073.0,0.004672260023653507,-0.0005237944424152374,,1164,0.00046644918620586395,,118.93902969360352,0.004689857363700867,0.000241167435888201,0.5490597486495972,1763260204.2498608,0.0,0.007836222648620605
98304,1073.0,0.00014077895320951939,0.00437801331281662,,1165,0.0002737361937761307,,119.04899001121521,0.0018005399033427238,0.00024109063087962568,0.45841696858406067,1763260204.359821,0.0,-0.07516014575958252
98953,,,,500.0,1172,,500.0,119.63851189613342,,,,1763260204.949343,,
99953,,,,500.0,1181,,500.0,120.53974175453186,,,,1763260205.8505728,,
100453,,,,500.0,1186,,500.0,120.99923419952393,,,,1763260206.3100653,,
101504,1074.0,369.5927429199219,0.004543336108326912,,1197,8.696503937244415e-05,,122.00229620933533,-0.00039468519389629364,0.00023917050566524267,0.49541473388671875,1763260207.3131273,0.0,-7.939338684082031e-05
103168,1074.0,0.004520334303379059,0.0037303566932678223,,1213,0.0005794521421194077,,123.47714686393738,-0.0015920773148536682,0.0002381720405537635,0.5008955001831055,1763260208.787978,0.0,-0.10233783721923828
103424,1074.0,0.00030563666950911283,-0.000526093877851963,,1215,8.554663509130478e-05,,123.73447346687317,-0.0010249167680740356,0.00023801843053661287,0.5126226544380188,1763260209.0453045,0.0,0.23365545272827148
104453,,,,500.0,1226,,500.0,124.6312210559845,,,,1763260209.9420521,,
104953,,,,500.0,1230,,500.0,125.03940629959106,,,,1763260210.3502374,,
105344,1075.0,0.00020778103498741984,0.0209191907197237,,1234,0.004353734664618969,,125.44148135185242,0.0020803026854991913,0.00023686635540798306,0.5102181434631348,1763260210.7523124,0.009765625,0.09408944845199585
106453,,,,500.0,1245,,500.0,126.39745998382568,,,,1763260211.708291,,
107392,1076.0,0.00018031650688499212,0.0006871204823255539,,1254,0.0010753311216831207,,127.28780126571655,-0.026972780004143715,0.00023563747527077794,0.4845910370349884,1763260212.5986323,0.001953125,0.059269726276397705
109056,1076.0,406.12158203125,0.001815863884985447,,1271,0.00012954417616128922,,128.7690393924713,0.005536399781703949,0.00023463901015929878,0.4203072488307953,1763260214.0798705,0.0,1.6689300537109375e-05
111953,,,,500.0,1299,,500.0,131.35400557518005,,,,1763260216.6648366,,
115712,1078.0,480.45355224609375,-0.0001880275085568428,,1339,1.0856427252292633e-05,,134.8091561794281,-0.0006318986415863037,0.00023064516426529735,0.47262459993362427,1763260220.1199872,0.0,0.0797075629234314
115840,1078.0,0.0194651260972023,-0.008407549001276493,,1340,0.003428020514547825,,134.92005681991577,-0.02356307953596115,0.00023056835925672203,0.5468416213989258,1763260220.230888,0.0,-2.0931191444396973
116736,1078.0,337.1863098144531,0.0012083211913704872,,1349,0.0016382979229092598,,135.73363542556763,0.014392580837011337,0.0002300307241966948,0.5547622442245483,1763260221.0444665,0.001953125,-0.00025010108947753906
118177,,,,500.0,1363,,500.0,137.0380675792694,,,,1763260222.3488986,,
118400,1078.0,0.0036636926233768463,0.0033392291516065598,,1365,0.003164118155837059,,137.292653799057,-0.0056951604783535,0.00022903225908521563,0.48583102226257324,1763260222.6034849,0.0078125,-0.1443803310394287
118912,1078.0,0.005247020162642002,0.0014947755262255669,,1370,0.000378618948161602,,137.74133729934692,-0.004352554678916931,0.00022872503905091435,0.569955587387085,1763260223.0521684,0.0,-0.3602343797683716
119936,1078.0,0.0004943734966218472,0.009675408713519573,,1380,0.0012362180277705193,,138.6640784740448,-0.01083645224571228,0.00022811059898231179,0.5181207656860352,1763260223.9749095,0.0,-0.17532289028167725
120064,1078.0,0.0003742892004083842,0.00130377896130085,,1381,0.00013138353824615479,,138.77489638328552,0.003307102248072624,0.00022803379397373646,0.46974965929985046,1763260224.0857275,0.0,-0.22173607349395752
120704,1079.0,375.1568298339844,0.00032769516110420227,,1388,0.0008877161890268326,,139.35962843894958,0.0006773527711629868,0.00022764976893085986,0.5183361172676086,1763260224.6704595,0.0,-0.00016450881958007812
121472,1079.0,0.00040711951442062855,0.0007018884643912315,,1395,1.7925165593624115e-05,,140.03248858451843,-0.0022195130586624146,0.00022718893887940794,0.4783007502555847,1763260225.3433197,0.0,-0.10594391822814941
121856,1079.0,0.005428042262792587,0.005103963427245617,,1399,0.0010903412476181984,,140.3969280719757,-0.015886705368757248,0.00022695852385368198,0.44297680258750916,1763260225.7077591,0.0,-0.08640861511230469
122496,1079.0,0.0006641496438533068,0.008097325451672077,,1405,0.0011748289689421654,,140.95421242713928,-0.0028544217348098755,0.00022657449881080538,0.43787920475006104,1763260226.2650435,0.001953125,-0.23669648170471191
125184,1080.0,303.0303955078125,-0.001250321976840496,,1432,5.703326314687729e-05,,143.38361811637878,0.0012592747807502747,0.00022496159363072366,0.4167228937149048,1763260228.6944492,0.0,-3.826618194580078e-05
125312,1079.0,0.005096518434584141,0.002455795183777809,,1433,0.0001905057579278946,,143.53132724761963,0.0011015720665454865,0.00022488478862214833,0.45365244150161743,1763260228.8421583,0.0,0.014331221580505371
127616,1079.0,0.00033938029082491994,0.0004220055416226387,,1455,0.0005615754052996635,,145.67290425300598,-0.011908058077096939,0.00022350229846779257,0.33469921350479126,1763260230.9837353,0.0,-0.35657477378845215
127677,,,,500.0,1456,,500.0,145.7008171081543,,,,1763260231.0116482,,
127744,1079.0,406.3834228515625,-0.0036590658128261566,,1457,0.0001188330352306366,,145.79708909988403,0.0023573487997055054,0.00022342549345921725,0.38333895802497864,1763260231.1079202,0.0,0.00034755468368530273
133632,1081.0,0.00015555552090518177,0.00762084499001503,,1514,0.0005425941199064255,,151.08009791374207,0.0007297210395336151,0.00021989247761666775,0.4553200900554657,1763260236.390929,0.0,-0.30368542671203613
134272,1081.0,657.744873046875,-0.002045060507953167,,1521,0.0007665222510695457,,151.63897609710693,0.0030068792402744293,0.00021950845257379115,0.538463294506073,1763260236.9498072,0.0,4.291534423828125e-06
134677,,,,500.0,1525,,500.0,152.0188856124878,,,,1763260237.3297167,,
134912,1081.0,0.004926671739667654,0.004544840194284916,,1527,0.0005327435210347176,,152.23307061195374,-0.007091198116540909,0.00021912442753091455,0.4651361107826233,1763260237.5439017,0.0,-0.739457368850708
135168,1081.0,0.00015132124826777726,0.004005180671811104,,1529,0.0013331994414329529,,152.45349168777466,-0.0045179277658462524,0.0002189708175137639,0.49904558062553406,1763260237.7643228,0.0,-0.37367725372314453
135677,,,,500.0,1534,,500.0,152.82940554618835,,,,1763260238.1402366,,
135808,1081.0,0.007328093983232975,-0.001031932421028614,,1536,6.439443677663803e-05,,153.0455927848816,0.0007113516330718994,0.0002185867924708873,0.5028719305992126,1763260238.3564239,0.0,-0.07448840141296387
136576,1082.0,0.00027580044115893543,-0.026385899633169174,,1543,0.002981167286634445,,153.7084186077118,-0.0023819580674171448,0.00021812596241943538,0.4940415620803833,1763260239.0192497,0.0078125,-0.7469171285629272
136704,1082.0,454.73504638671875,0.0032921098172664642,,1545,0.0004090927541255951,,153.82232761383057,-0.009614771232008934,0.00021804915741086006,0.5520749092102051,1763260239.1331587,0.0,-6.4849853515625e-05
136832,1081.0,0.006781058385968208,-0.0008485019207000732,,1546,0.0005837492644786835,,153.96529531478882,-0.01112576574087143,0.00021797235240228474,0.5177822113037109,1763260239.2761264,0.0,-0.09028708934783936
138112,1082.0,8.693434938322753e-05,0.00622559804469347,,1558,0.0006523998454213142,,155.10956931114197,-0.011733002960681915,0.00021720430231653154,0.5385785102844238,1763260240.4204004,0.0,-0.04578757286071777
138177,,,,500.0,1559,,500.0,155.13292908668518,,,,1763260240.4437602,,
138624,1082.0,0.00018724404799286276,-0.0002430519089102745,,1563,0.001336720772087574,,155.5513515472412,-0.0075020864605903625,0.00021689708228223026,0.5363369584083557,1763260240.8621826,0.001953125,0.16869652271270752
138880,1082.0,0.004828002769500017,-0.006140614859759808,,1566,0.0009754141792654991,,155.7744221687317,-0.004514254629611969,0.00021674347226507962,0.5675643086433411,1763260241.0852532,0.0,-0.11452591419219971
141184,1083.0,0.00027426646556705236,0.002821025438606739,,1588,0.00045892689377069473,,157.85477876663208,-0.002558913081884384,0.00021536098211072385,0.5091421604156494,1763260243.1656098,0.0,-0.5566232204437256
141276,,,,500.0,1589,,500.0,157.88710474967957,,,,1763260243.1979358,,
142080,1083.0,0.0003979223547503352,0.003238198347389698,,1597,0.0009218351915478706,,158.6699686050415,-0.00416141003370285,0.0002148233470506966,0.48566722869873047,1763260243.9807997,0.0,0.13201642036437988
143104,1083.0,0.0010126238921657205,0.0586242601275444,,1607,0.013420195318758488,,159.5958013534546,-0.02405007928609848,0.00021420890698209405,0.4572649598121643,1763260244.9066324,0.046875,-5.538486480712891
143276,,,,500.0,1609,,500.0,159.72265124320984,,,,1763260245.0334823,,
143360,1083.0,323.54425048828125,-0.012322423048317432,,1610,0.0003468254581093788,,159.82075572013855,-0.0034802909940481186,0.0002140552969649434,0.45413729548454285,1763260245.1315868,0.0,4.0531158447265625e-06
143616,1083.0,0.0003809252521023154,-0.005939209833741188,,1612,0.001420026645064354,,160.04006695747375,0.0026522353291511536,0.00021390168694779277,0.41108015179634094,1763260245.350898,0.0,-0.06538021564483643
145024,1083.0,0.0009473300306126475,0.00380530022084713,,1626,0.0005367062985897064,,161.3496117591858,-0.0086442232131958,0.00021305683185346425,0.40259960293769836,1763260246.6604428,0.0,-0.04788661003112793
146276,,,,500.0,1638,,500.0,162.41848635673523,,,,1763260247.7293174,,
151276,,,,500.0,1687,,500.0,166.9604640007019,,,,1763260252.271295,,
155904,1084.0,0.0046974066644907,-0.0011317888274788857,,1732,0.00018431711941957474,,171.2261803150177,-0.0018469616770744324,0.00020652842067647725,0.48943206667900085,1763260256.5370114,0.0,-0.09609317779541016
157276,,,,500.0,1745,,500.0,172.42191743850708,,,,1763260257.7327485,,
158080,1084.0,0.0003394263330847025,-0.010227588005363941,,1753,0.0012634852901101112,,173.2030692100525,-0.014722432941198349,0.0002052227355306968,0.5552682876586914,1763260258.5139003,0.0,0.03277719020843506
158208,1084.0,5.042926568421535e-05,0.00042995158582925797,,1754,0.0003078607842326164,,173.31383681297302,0.002205580472946167,0.0002051459305221215,0.556164562702179,1763260258.624668,0.0,-0.008777141571044922
159276,,,,500.0,1765,,500.0,174.32735085487366,,,,1763260259.638182,,
159616,1084.0,0.00027222814969718456,-0.006907740607857704,,1768,0.0009051412343978882,,174.65104722976685,-0.003947954624891281,0.00020430107542779297,0.4992597997188568,1763260259.9618783,0.0,0.0012683272361755371
160512,1084.0,0.003964376635849476,-0.004708853550255299,,1777,0.0005324268713593483,,175.47021627426147,0.000128905288875103,0.00020376344036776572,0.531104326248169,1763260260.7810473,0.0,-0.07731688022613525
164608,1085.0,0.0005733540747314692,0.011181239038705826,,1818,0.00039534643292427063,,179.16248750686646,0.006168141961097717,0.00020130568009335548,0.5619586706161499,1763260264.4733186,0.0,-0.3181266784667969
165120,1085.0,0.0009007820626720786,0.0009941747412085533,,1823,6.817933171987534e-05,,179.60927295684814,-0.0018971636891365051,0.0002009984600590542,0.4926762580871582,1763260264.920104,0.0,-0.13281476497650146
167936,1086.0,0.0007171158795244992,-0.0006648721173405647,,1851,0.00011681299656629562,,182.12252235412598,-0.0015416648238897324,0.00019930874987039715,0.5714505910873413,1763260267.4333534,0.0,0.0986279845237732
