losses/clipfrac,losses/explained_variance,_timestamp,global_step,charts/episodic_return,losses/entropy,charts/SPS,losses/approx_kl,charts/learning_rate,charts/episodic_length,_step,losses/old_approx_kl,losses/value_loss,losses/policy_loss,_runtime
0.0,-0.1992800235748291,1763260120.2169464,8064,,0.5640909671783447,1088.0,0.0012605991214513779,0.00029523810371756554,,172,-0.006273090839385986,101.70411682128906,0.0012603811919689178,35.05617928504944
0.0,-0.007670402526855469,1763260122.2071946,9856,,0.5941353440284729,1048.0,7.011555135250092e-05,0.00029416283359751105,,195,-0.0009658504277467728,91.043212890625,0.0026941075921058655,37.046427488327026
,,1763260122.837479,10380,204.0,,,,,204.0,203,,,,37.67671203613281
,,1763260123.7278533,11138,152.0,,,,,152.0,213,,,,38.5670862197876
,,1763260124.0420468,11455,204.0,,,,,204.0,217,,,,38.881279706954956
0.0,0.1895715594291687,1763260124.947863,12288,,0.6150601506233215,1011.0,3.538466989994049e-05,0.00029270353843457997,,228,-0.0016838815063238144,59.47798156738281,-0.002197790890932083,39.78709602355957
,,1763260125.3951876,12788,391.0,,,,,391.0,233,,,,40.23442053794861
,,1763260126.5947382,14065,133.0,,,,,133.0,251,,,,41.43397116661072
0.0,0.27283674478530884,1763260127.277618,14720,,0.6050273180007935,1017.0,0.001681317575275898,0.0002912442432716489,,259,0.00655121635645628,45.577728271484375,0.022356495261192322,42.11685085296631
0.0,0.44044870138168335,1763260127.6184397,15104,,0.5893913507461548,1019.0,9.47955995798111e-05,0.0002910138282459229,,265,0.0022911708801984787,44.191802978515625,-0.00148879736661911,42.45767259597778
0.0,0.006093025207519531,1763260128.2209451,15744,,0.5686133503913879,1021.0,0.0005310624837875366,0.0002906298032030463,,273,0.0006123203784227371,80.33847045898438,-0.00539311021566391,43.06017804145813
,,1763260128.236921,15788,142.0,,,,,142.0,274,,,,43.07615399360657
,,1763260129.435667,17147,109.0,,,,,109.0,292,,,,44.27489995956421
0.0,0.6503932476043701,1763260131.1818345,18944,,0.5833021998405457,1030.0,2.0293518900871277e-05,0.0002887096779886633,,321,0.0007129553705453873,45.489471435546875,-0.0019983500242233276,46.02106738090515
0.0,0.570416271686554,1763260131.6311748,19456,,0.58295077085495,1033.0,0.00030147936195135117,0.00028840245795436203,,327,-0.003215302713215351,49.77216720581055,-0.0011224746704101562,46.47040772438049
,,1763260131.7597258,19626,164.0,,,,,164.0,330,,,,46.59895873069763
0.0,0.46550673246383667,1763260131.859217,19712,,0.5403679013252258,1034.0,0.0007852837443351746,0.0002882488479372114,,332,0.002131938934326172,64.21710968017578,-0.006497524678707123,46.6984498500824
0.0,0.8583120107650757,1763260132.2386947,20096,,0.5844050645828247,1034.0,0.00032242946326732635,0.00028801843291148543,,337,0.007844982668757439,23.29248809814453,-0.004554398357868195,47.077927589416504
0.0,0.5114187002182007,1763260132.4623227,20352,,0.5845885276794434,1035.0,0.0007867710664868355,0.0002878648228943348,,340,-0.012045918963849545,34.3255729675293,-0.004317168146371841,47.30155563354492
,,1763260134.3824964,22479,233.0,,,,,233.0,370,,,,49.22172927856445
0.103515625,-0.13311553001403809,1763260134.804602,22912,,0.5893758535385132,1041.0,0.008968121372163296,0.0002863287227228284,,375,-0.012543641962110996,50.619625091552734,-0.03709912300109863,49.643834829330444
0.0,-0.006304264068603516,1763260136.4488468,24704,,0.5490453839302063,1044.0,4.421453922986984e-05,0.0002852534526027739,,396,-0.0031266072764992714,38.23887252807617,0.0011711977422237396,51.28807973861694
,,1763260138.568447,27062,218.0,,,,,218.0,425,,,,53.40768003463745
0.0,-0.004226803779602051,1763260139.8186753,28416,,0.5207356214523315,1051.0,4.418380558490753e-05,0.0002830261073540896,,441,0.0005258452147245407,30.83559226989746,1.766253262758255e-05,54.65790820121765
0.0,0.3186227083206177,1763260140.5275917,29184,,0.492056280374527,1052.0,2.0536594092845917e-05,0.0002825652773026377,,450,-0.0006627673283219337,25.365598678588867,-0.0016528405249118805,55.36682462692261
0.0,0.010869443416595459,1763260142.23319,31104,,0.49154895544052124,1056.0,3.321655094623566e-05,0.0002814132021740079,,471,0.001257326453924179,20.791580200195312,-0.002406075596809387,57.07242298126221
0.0,-0.39941680431365967,1763260143.0983925,32000,,0.5241047143936157,1056.0,0.00017558317631483078,0.00028087556711398065,,481,0.000926838256418705,22.737342834472656,0.0016386471688747406,57.93762540817261
0.0,0.008756101131439209,1763260143.9077408,32896,,0.5062961578369141,1057.0,6.915070116519928e-06,0.0002803379320539534,,490,-0.00022554490715265274,19.33070945739746,3.057718276977539e-05,58.746973752975464
0.0,-0.061455607414245605,1763260145.1611092,34304,,0.5206078886985779,1060.0,0.0001673894003033638,0.0002794930769596249,,504,-0.002733957953751087,15.673779487609863,-0.0020730122923851013,60.00034213066101
