losses/clipfrac,losses/explained_variance,_timestamp,global_step,charts/episodic_return,losses/entropy,charts/SPS,losses/approx_kl,charts/learning_rate,charts/episodic_length,_step,losses/old_approx_kl,losses/value_loss,losses/policy_loss,_runtime
0.0,-0.9956279993057251,1763260146.1915703,35456,,0.5070277452468872,1061.0,0.0005182400345802307,0.000278801831882447,,515,-0.00732777826488018,17.58345603942871,0.011219434440135956,61.030803203582764
,,1763260147.3728004,36828,275.0,,,,,275.0,530,,,,62.21203327178955
,,1763260148.067051,37551,306.0,,,,,306.0,539,,,,62.90628385543823
0.0,0.9515997171401978,1763260148.608989,38144,,0.5259340405464172,1065.0,0.00042172428220510483,0.0002771889267023653,,547,-0.00042329635471105576,17.11781883239746,0.005975633859634399,63.448221921920776
0.001953125,0.5975775122642517,1763260149.206926,38784,,0.5586773753166199,1065.0,0.00484121311455965,0.0002768049016594887,,555,0.025370188057422638,113.95392608642578,-0.010726507753133774,64.04615902900696
0.0,0.09604150056838989,1763260149.5416784,39168,,0.55218505859375,1066.0,0.0005127051845192909,0.0002765744866337627,,559,-0.00689991470426321,9.924856185913086,0.008728161454200745,64.38091135025024
,,1763260150.2689579,39976,215.0,,,,,215.0,568,,,,65.1081907749176
0.10546875,0.9731286764144897,1763260152.452739,42368,,0.4900723099708557,1068.0,0.01958862505853176,0.00027465439052321017,,595,-0.014208469539880753,11.125821113586426,-0.00741533562541008,67.29197192192078
0.0,0.043241024017333984,1763260153.926729,44032,,0.5036989450454712,1070.0,0.0004887916147708893,0.000273655925411731,,612,0.0025423038750886917,4.1931939125061035,-0.0031006336212158203,68.76596188545227
,,1763260154.0605278,44172,454.0,,,,,454.0,614,,,,68.89976072311401
0.0,0.17830204963684082,1763260155.4165874,45696,,0.5198080539703369,1072.0,0.0013451660051941872,0.00027265746030025184,,630,0.007265881635248661,3.109206438064575,-0.011794183403253555,70.25582027435303
0.0,-0.06678164005279541,1763260155.9667478,46336,,0.4841212034225464,1073.0,0.0002953195944428444,0.00027227343525737524,,636,0.006807128898799419,2.907789707183838,-0.0020574405789375305,70.80598068237305
0.0,0.0014455914497375488,1763260156.326598,46720,,0.4816938638687134,1073.0,0.00013602618128061295,0.0002720430202316493,,640,0.0053194547072052956,2.890857219696045,8.587539196014404e-05,71.1658308506012
0.0,0.07653355598449707,1763260157.2390468,47744,,0.5837999582290649,1074.0,2.2044405341148376e-05,0.0002714285801630467,,650,-0.00017013028264045715,2.289438486099243,0.0009922347962856293,72.07827973365784
,,1763260158.3853066,49055,500.0,,,,,500.0,664,,,,73.22453951835632
0.0,0.24563288688659668,1763260160.1920383,51072,,0.5339299440383911,1077.0,0.0010424237698316574,0.0002694316499400884,,684,-0.0036037787795066833,278.8278503417969,-0.0036986880004405975,75.03127121925354
0.0,0.058265507221221924,1763260160.6364937,51584,,0.5162544250488281,1078.0,2.189353108406067e-05,0.0002691244299057871,,689,0.0006916206330060959,1.326242446899414,-0.003315117210149765,75.47572660446167
0.0,0.01436161994934082,1763260161.4985325,52480,,0.5411249399185181,1077.0,0.00024335365742444992,0.00026858679484575987,,698,-0.000707610510289669,259.3692932128906,-0.0011952109634876251,76.33776545524597
,,1763260161.900287,52914,500.0,,,,,500.0,702,,,,76.73951983451843
0.0,-0.12555289268493652,1763260162.3886876,53376,,0.5725580453872681,1076.0,0.0005950825288891792,0.0002680491597857326,,707,-0.007849282585084438,0.80165034532547,-0.00474807433784008,77.22792053222656
0.0,0.014435350894927979,1763260164.4525425,55552,,0.495266318321228,1075.0,7.227063179016113e-06,0.0002667434746399522,,729,-0.0012571252882480621,0.4111931324005127,-2.864748239517212e-05,79.2917754650116
0.0,-0.0006409883499145508,1763260167.0359452,58368,,0.5312255620956421,1076.0,0.00015429966151714325,0.00026505376445129514,,757,-0.0035071764141321182,586.1307373046875,-0.002126060426235199,81.87517809867859
0.0,0.0014529228210449219,1763260167.4800944,58880,,0.4766122102737427,1076.0,0.0007632626220583916,0.00026474654441699386,,762,0.0007349150255322456,457.2816162109375,-0.002598768100142479,82.31932735443115
0.0,0.08347964286804199,1763260167.9604027,59392,,0.4599364697933197,1076.0,1.4015473425388336e-05,0.0002644393243826926,,767,-0.00032849330455064774,455.3797302246094,0.0004766732454299927,82.79963564872742
0.0546875,0.8489944934844971,1763260168.5190082,60032,,0.5979399681091309,1077.0,0.010260544717311859,0.000264055299339816,,775,0.03505885601043701,104.22020721435547,-0.03538797050714493,83.3582410812378
0.0,0.9146550297737122,1763260169.3487582,60928,,0.492077112197876,1077.0,0.0009040292352437973,0.00026351766427978873,,788,0.004556167870759964,48.31987762451172,-0.013543732464313507,84.18799114227295
,,1763260169.8681395,61509,134.0,,,,,134.0,797,,,,84.7073724269867
,,1763260170.3179781,61998,123.0,,,,,123.0,806,,,,85.15721106529236
,,1763260170.8286066,62537,159.0,,,,,159.0,815,,,,85.66783952713013
0.0,0.8006728887557983,1763260174.5224283,66560,,0.5454301834106445,1078.0,0.0003478638827800751,0.00026013824390247464,,863,-0.003391314297914505,4.035061359405518,-0.007489427924156189,89.361661195755
0.0,-1.6785235404968262,1763260175.3298953,67456,,0.5923710465431213,1078.0,0.00027881935238838196,0.0002596006088424474,,872,-0.006853535771369934,5.134328842163086,0.004400074481964111,90.16912817955017
0.0,-0.7642040252685547,1763260175.6667614,67840,,0.5871698260307312,1079.0,0.000922870822250843,0.00025937019381672144,,876,-0.006323087029159069,1.1860406398773193,0.012815956026315689,90.50599431991577
0.0,-2.234771251678467,1763260179.5971582,72192,,0.5888561606407166,1080.0,0.001247434876859188,0.00025675882352516055,,922,0.008751497603952885,0.04713504761457443,0.005128471180796623,94.4363911151886
0.0,0.000467836856842041,1763260180.2970262,72960,,0.5916730165481567,1081.0,0.00023385044187307358,0.00025629799347370863,,930,-0.004182728938758373,343.2976379394531,-0.0012879855930805206,95.13625907897949
0.005859375,-1.876462697982788,1763260181.0723345,73856,,0.5503551959991455,1081.0,0.0065282173454761505,0.0002557603584136814,,938,0.019133230671286583,0.0004811714170500636,-0.019541095942258835,95.9115674495697
0.0,-0.807414174079895,1763260181.334291,74112,,0.5619394779205322,1081.0,0.00044640153646469116,0.00025560674839653075,,941,-0.003644777461886406,0.004597082268446684,-0.011233631521463394,96.17352390289307
0.009765625,0.3687891960144043,1763260181.4475937,74240,,0.513981282711029,1081.0,0.004295405000448227,0.00025552994338795543,,942,0.016011977568268776,0.0008764679078012705,-0.028045134618878365,96.28682661056519
0.052734375,-0.674017071723938,1763260182.0022814,74880,,0.4725889563560486,1082.0,0.00951431505382061,0.0002551459183450788,,948,0.025801556184887886,0.0016875311266630888,-0.03492296114563942,96.84151434898376
0.0,0.0010824203491210938,1763260184.3213239,77440,,0.4607645273208618,1082.0,0.00013049039989709854,0.0002536098181735724,,974,-0.0008159307762980461,537.6452026367188,-0.0023474693298339844,99.16055679321289
0.0,-3.76046085357666,1763260184.8818278,78080,,0.42910367250442505,1083.0,0.0010645603761076927,0.0002532257931306958,,980,-0.0030748331919312477,0.009530874900519848,-0.007763730362057686,99.72106075286865
0.0,0.42235267162323,1763260185.3534343,78592,,0.5028344392776489,1083.0,6.400980055332184e-05,0.00025291857309639454,,985,0.003541555255651474,0.003368683625012636,-0.0015772879123687744,100.19266724586487
0.0,0.27921462059020996,1763260186.2489576,79616,,0.4773426055908203,1084.0,5.634967237710953e-05,0.000252304133027792,,995,0.00701903086155653,0.004544713534414768,0.00214308500289917,101.08819055557251
0.064453125,-1.0546822547912598,1763260186.5050795,79872,,0.5233907103538513,1083.0,0.018873821943998337,0.0002521505521144718,,997,-0.02315410226583481,0.00024956901324912906,-0.03217846155166626,101.3443124294281
0.01953125,0.18882113695144653,1763260188.0985484,81664,,0.471882700920105,1084.0,0.004719224758446217,0.0002510752819944173,,1015,-0.018094561994075775,0.001004864927381277,0.01036486029624939,102.93778133392334
0.0,-0.04150116443634033,1763260188.581746,82176,,0.5401684045791626,1084.0,0.002778748981654644,0.00025076806196011603,,1020,-0.00018922332674264908,0.000609696377068758,-0.005779914557933807,103.42097902297974
0.048828125,0.07257324457168579,1763260189.613328,83328,,0.4673844277858734,1084.0,0.010764069855213165,0.00025007681688293815,,1031,-0.02782820165157318,0.00017031715833581984,0.019864529371261597,104.45256090164185
0.0,-0.6142328977584839,1763260191.306709,85248,,0.42629551887512207,1085.0,0.0006567724049091339,0.00024892474175430834,,1050,0.0075724199414253235,0.0007054436136968434,-0.006571857258677483,106.14594197273254
0.0,0.0003211498260498047,1763260191.5605938,85504,,0.5027263164520264,1085.0,0.0001585138961672783,0.0002487711317371577,,1053,0.0010689841583371162,82.15467834472656,0.0008325204253196716,106.39982676506042
0.0,-2.097212076187134,1763260192.0124984,86016,,0.41678473353385925,1085.0,0.0019263215363025665,0.0002484639117028564,,1058,0.009896578267216682,0.006627928465604782,-0.018499217927455902,106.851731300354
0.033203125,0.3867223262786865,1763260194.2941642,88576,,0.5021676421165466,1086.0,0.0032294997945427895,0.00024692781153135,,1083,-0.0005723414942622185,0.008476689457893372,0.013879604637622833,109.13339710235596
,,1763260195.0149014,89387,500.0,,,,,500.0,1091,,,,109.85413432121277
,,1763260196.363945,90887,500.0,,,,,500.0,1106,,,,111.20317792892456
0.0,-0.2568012475967407,1763260197.5069337,92160,,0.5304826498031616,1088.0,4.408136010169983e-05,0.00024477727129124105,,1118,0.0008168946951627731,0.0009118615998886526,-0.0010930225253105164,112.34616661071777
,,1763260198.1430328,92887,500.0,,,,,500.0,1125,,,,112.98226571083069
0.001953125,0.18413221836090088,1763260198.927532,93696,,0.5225225687026978,1087.0,0.002225186675786972,0.0002438556111883372,,1133,0.02323020249605179,0.0008948861504904926,-0.022452116012573242,113.76676487922668
,,1763260199.9763224,94887,500.0,,,,,500.0,1145,,,,114.81555533409119
,,1763260201.7057955,96887,500.0,,,,,500.0,1164,,,,116.54502844810486
0.0,4.6312808990478516e-05,1763260201.7772925,96896,,0.45183414220809937,1089.0,0.0003492245450615883,0.0002419354859739542,,1165,0.003407028503715992,129.5072021484375,-0.000264238566160202,116.61652541160583
0.0,-0.750694990158081,1763260202.4756293,97664,,0.5005201101303101,1089.0,0.001504671759903431,0.00024147465592250228,,1172,0.003113596700131893,0.0014983811415731907,-0.01042073592543602,117.31486225128174
0.0,0.4178071618080139,1763260203.28892,98560,,0.4923904240131378,1089.0,0.00025120005011558533,0.00024093702086247504,,1181,0.005659135058522224,0.003802688792347908,-0.0020199622958898544,118.12815284729004
0.0,-0.07628786563873291,1763260203.7350032,99072,,0.5050587058067322,1089.0,0.002294521778821945,0.00024062980082817376,,1186,0.010866064578294754,0.004781858064234257,-0.00037848949432373047,118.57423615455627
0.001953125,-0.3953135013580322,1763260204.766915,100224,,0.4962170124053955,1089.0,0.0045477235689759254,0.00023993855575099587,,1197,0.0029127998277544975,0.0004279740387573838,0.009363774210214615,119.60614800453186
,,1763260206.266679,101887,500.0,,,,,500.0,1213,,,,121.10591197013855
0.0,0.0757027268409729,1763260206.453435,102016,,0.5070639848709106,1089.0,9.594205766916275e-05,0.0002388632856309414,,1215,0.003100329078733921,0.008606933988630772,-0.006572466343641281,121.29266786575317
0.0,-0.7130215167999268,1763260207.492807,103168,,0.4495440721511841,1089.0,0.0005029337480664253,0.0002381720405537635,,1226,0.009095496498048306,0.0007976375054568052,0.007430762052536011,122.33203983306885
0.0,0.3038700819015503,1763260207.8310566,103552,,0.4079883396625519,1089.0,0.0005313558503985405,0.00023794162552803755,,1230,0.002930029295384884,0.00582501944154501,0.0003480687737464905,122.67028951644897
0.0,0.0009952187538146973,1763260208.1635778,103936,,0.4845854938030243,1089.0,0.0011569131165742874,0.0002377112105023116,,1234,-0.002056557685136795,462.518310546875,-0.019355053082108498,123.00281071662903
0.009765625,0.7547062039375305,1763260209.203643,105088,,0.4853866398334503,1090.0,0.00576702319085598,0.0002370199654251337,,1245,-0.015296553261578083,0.006958148907870054,-0.01669873669743538,124.04287600517273
0.0,0.0005918145179748535,1763260210.020243,105984,,0.5331842303276062,1090.0,0.0017001647502183914,0.00023648233036510646,,1254,0.018434099853038788,239.96890258789062,-0.008750461041927338,124.85947585105896
0.0,-2.328279495239258,1763260211.6463256,107776,,0.5041230320930481,1090.0,0.0003058444708585739,0.00023540706024505198,,1271,-0.011063659563660622,0.0002432551555102691,-0.0047850050032138824,126.48555850982666
0.0,-0.06874847412109375,1763260214.1620586,110592,,0.47702500224113464,1091.0,0.0005132807418704033,0.00023371736460831016,,1299,0.004289320670068264,0.004859916865825653,-0.0034333234652876854,129.001291513443
0.0,-0.42934370040893555,1763260217.870653,114688,,0.520314633846283,1091.0,0.0010063285008072853,0.00023125960433389992,,1339,-0.00849031563848257,0.0008021174580790102,0.005052369087934494,132.70988583564758
0.0,-0.299838662147522,1763260217.9805481,114816,,0.46444857120513916,1091.0,0.0008949730545282364,0.0002311827993253246,,1340,0.00634554959833622,0.00012336809595581144,-0.004232447594404221,132.81978106498718
0.00390625,-0.30549073219299316,1763260218.789729,115712,,0.465684175491333,1091.0,0.0027778856456279755,0.00023064516426529735,,1349,0.0035770833492279053,0.0011963839642703533,-0.007514283061027527,133.6289620399475
0.0,-0.16044199466705322,1763260220.0530608,117120,,0.5931532382965088,1092.0,0.0014089392498135567,0.00022980030917096883,,1363,-0.008142837323248386,0.004292489495128393,-0.004591099917888641,134.89229369163513
0.0,-1.6499748229980469,1763260220.271882,117376,,0.5508852005004883,1092.0,0.0035179797559976578,0.0002296466991538182,,1365,0.03766605630517006,0.00014421477681025863,-0.00043999776244163513,135.11111497879028
,,1763260220.6494899,117887,500.0,,,,,500.0,1370,,,,135.4887228012085
,,1763260221.5721817,118887,500.0,,,,,500.0,1380,,,,136.4114146232605
0.0,0.0015991926193237305,1763260221.6500514,118912,,0.4251510798931122,1092.0,0.0008495207875967026,0.00022872503905091435,,1381,-0.000912228599190712,321.9300842285156,-0.006571650505065918,136.48928427696228
0.0,-0.11468148231506348,1763260222.3509874,119680,,0.566114068031311,1092.0,0.0013577044010162354,0.00022826420899946243,,1388,0.004169788211584091,0.0008832332096062601,-0.003444455564022064,137.19022035598755
,,1763260222.9706924,120387,500.0,,,,,500.0,1395,,,,137.80992531776428
0.0,-0.5984245538711548,1763260223.4148762,120832,,0.531278669834137,1092.0,0.00041865743696689606,0.00022757296392228454,,1399,8.183717727661133e-05,0.00031354426755569875,-0.005019601434469223,138.25410914421082
,,1763260223.8795478,121387,500.0,,,,,500.0,1405,,,,138.7187807559967
0.0234375,0.29803162813186646,1763260226.4122415,124160,,0.46780073642730713,1092.0,0.006976808421313763,0.00022557603369932622,,1432,-0.029148314148187637,0.0006994438590481877,-0.010059045627713203,141.25147438049316
0.0,-0.29166924953460693,1763260226.5232394,124288,,0.4913959801197052,1092.0,0.002071637660264969,0.0002254992286907509,,1433,0.010250389575958252,0.00039696809835731983,0.0005244128406047821,141.3624722957611
0.0,0.0011226534843444824,1763260228.484031,126464,,0.45231959223747253,1093.0,0.0011576926335692406,0.00022419354354497045,,1455,0.016168098896741867,465.17620849609375,0.001584753394126892,143.3232638835907
0.0,-0.37924790382385254,1763260228.597621,126592,,0.4690372049808502,1093.0,0.00012693461030721664,0.00022411673853639513,,1456,0.001451033167541027,0.004451878368854523,-0.0004974966868758202,143.43685388565063
0.0,-0.49723124504089355,1763260228.7084193,126720,,0.4432321786880493,1093.0,0.0022956663742661476,0.0002240399335278198,,1457,-0.002787952311336994,0.0019298973493278027,-0.0034151822328567505,143.54765224456787
0.0,0.0010184049606323242,1763260233.8898563,132480,,0.5630977153778076,1094.0,0.0019358331337571144,0.00022058372269384563,,1514,-0.003044496290385723,425.8890075683594,0.01677975244820118,148.72908926010132
0.0,-0.2860133647918701,1763260234.5872543,133248,,0.5808098316192627,1094.0,0.00177861750125885,0.0002201228926423937,,1521,0.007153404876589775,0.0008133501978591084,0.004074089229106903,149.42648720741272
0.0,-0.6438863277435303,1763260234.9203117,133632,,0.487750768661499,1094.0,0.0006071934476494789,0.00021989247761666775,,1525,-3.736373037099838e-05,0.007638230454176664,0.005029693245887756,149.75954461097717
,,1763260235.0719824,133887,500.0,,,,,500.0,1527,,,,149.91121530532837
0.00390625,-0.043633341789245605,1763260235.2505536,134016,,0.546074628829956,1094.0,0.0011634603142738342,0.0002196620625909418,,1529,0.009059162810444832,0.005395063664764166,-0.0031745582818984985,150.08978652954102
0.00390625,0.24031662940979004,1763260235.7306476,134528,,0.5334337949752808,1094.0,0.0025218091905117035,0.0002193548425566405,,1534,-0.015450067818164825,0.00628328463062644,-0.0046033114194869995,150.56988048553467
0.0,0.07794344425201416,1763260235.9508624,134784,,0.5409417748451233,1094.0,0.0021540597081184387,0.00021920123253948987,,1536,-0.01315527968108654,0.00026819383492693305,-0.0029790252447128296,150.79009532928467
0.0,0.0005224943161010742,1763260236.5375142,135424,,0.5129991173744202,1094.0,0.0009785490110516548,0.00021881720749661326,,1543,9.926129132509232e-05,318.2115478515625,-0.010771766304969788,151.37674713134766
0.01171875,0.3856348991394043,1763260236.768038,135680,,0.524250864982605,1094.0,0.0063377805054187775,0.00021866359747946262,,1545,0.05117463320493698,0.0003220318758394569,-0.025222517549991608,151.60727095603943
0.001953125,-0.0768653154373169,1763260236.8815978,135808,,0.5529667139053345,1094.0,0.0022730184718966484,0.0002185867924708873,,1546,0.0006806505843997002,0.0003493223339319229,-0.018076010048389435,151.72083067893982
0.0,0.0009334087371826172,1763260237.9161093,136960,,0.5778375267982483,1094.0,0.0004808194935321808,0.00021789554739370942,,1558,0.005305036902427673,185.68614196777344,-0.007864931598305702,152.75534224510193
0.0,0.15975993871688843,1763260238.027643,137088,,0.5503508448600769,1094.0,0.0010873042047023773,0.0002178187423851341,,1559,-0.0010867491364479065,0.007484868168830872,-0.004491947591304779,152.86687588691711
0.0,0.0009226799011230469,1763260238.3595257,137472,,0.561505138874054,1094.0,7.017049938440323e-05,0.00021758832735940814,,1563,0.00041974056512117386,383.66229248046875,0.0016617774963378906,153.19875860214233
0.017578125,-0.7002099752426147,1763260238.7250812,137856,,0.4925083518028259,1094.0,0.00527205690741539,0.00021735791233368218,,1566,-0.01247071847319603,0.0003147096140310168,0.02406904473900795,153.56431412696838
0.0078125,0.4963831901550293,1763260240.6784027,140032,,0.548369824886322,1095.0,0.001163058914244175,0.00021605222718790174,,1588,0.013541821390390396,0.007077103480696678,-0.0013082697987556458,155.51763558387756
0.0,-0.060390353202819824,1763260240.7910516,140160,,0.5631868243217468,1095.0,0.00038717035204172134,0.00021597542217932642,,1589,0.003202727995812893,0.0009000448626466095,-0.00021275551989674568,155.6302845478058
0.005859375,0.0013651251792907715,1763260241.4570303,140928,,0.4960760474205017,1095.0,0.0020607169717550278,0.0002155145921278745,,1597,0.016126157715916634,331.6917724609375,-0.019031673669815063,156.29626321792603
0.0,0.0007973909378051758,1763260242.382234,141952,,0.4266941249370575,1095.0,0.00015376415103673935,0.00021490015205927193,,1607,-0.0041350750252604485,472.5920104980469,-0.0016499385237693787,157.22146701812744
0.0078125,0.0953170657157898,1763260242.6036227,142208,,0.509733259677887,1095.0,0.0031639449298381805,0.0002147465420421213,,1609,0.0005003027617931366,0.0006174347945488989,-0.023256879299879074,157.44285559654236
0.0,0.053658246994018555,1763260242.7467391,142336,,0.5057691335678101,1095.0,0.00047419872134923935,0.00021466973703354597,,1610,0.004607080481946468,0.00017577096878085285,-0.003210838884115219,157.58597207069397
0.0,0.0008004903793334961,1763260242.8605247,142464,,0.5002291202545166,1095.0,0.0006906716153025627,0.00021459293202497065,,1612,-0.00030999165028333664,294.79779052734375,0.0009776502847671509,157.69975757598877
,,1763260244.126356,143887,500.0,,,,,500.0,1626,,,,158.9655888080597
0.0,-2.448559045791626,1763260245.267671,145152,,0.4251587688922882,1095.0,0.00015422608703374863,0.00021298002684488893,,1638,0.0019507193937897682,0.0008993050432763994,0.002381453290581703,160.1069040298462
0.0,0.5121504068374634,1763260249.8124557,150144,,0.4801335632801056,1095.0,0.0009524859488010406,0.00020998464606236666,,1687,0.00042857229709625244,0.000609316979534924,-0.008488819003105164,164.65168857574463
0.0,-0.05368149280548096,1763260253.9524686,154752,,0.5090042352676392,1096.0,0.0005121026188135147,0.00020721966575365514,,1732,-0.0006640218198299408,0.00011810311843873933,-0.009727925062179565,168.79170155525208
0.0,-0.03550279140472412,1763260255.0986836,156032,,0.40745145082473755,1096.0,8.969660848379135e-05,0.00020645161566790193,,1745,-0.0016264906153082848,0.008041252382099628,-0.0003508329391479492,169.9379165172577
,,1763260255.8286846,156887,500.0,,,,,500.0,1753,,,,170.6679174900055
0.0,0.0007407665252685547,1763260255.9111204,156928,,0.4832238554954529,1096.0,9.43206250667572e-05,0.0002059139806078747,,1754,0.00044906698167324066,412.1966247558594,-0.0018415860831737518,170.75035333633423
0.0,-0.23876738548278809,1763260256.9493477,158080,,0.4767104685306549,1096.0,5.876738578081131e-05,0.0002052227355306968,,1765,0.0009242510423064232,0.005311441607773304,-0.0012557730078697205,171.78858065605164
,,1763260257.1894014,158387,500.0,,,,,500.0,1768,,,,172.02863430976868
0.0,-0.4219026565551758,1763260258.0945265,159360,,0.4910142421722412,1096.0,0.0011703167110681534,0.0002044546854449436,,1777,-0.006037263199687004,9.715938358567655e-05,-0.012266010046005249,172.93375945091248
0.0,0.0001315474510192871,1763260261.8034694,163456,,0.49044495820999146,1097.0,6.99404627084732e-05,0.00020199692517053336,,1818,-0.001140126958489418,378.05218505859375,0.0013279430568218231,176.6427023410797
0.0,-2.86102294921875e-06,1763260262.247461,163968,,0.4374850392341614,1097.0,0.0011760499328374863,0.00020168970513623208,,1823,-0.012531409040093422,471.8771667480469,-0.0049262866377830505,177.0866940021515
,,1763260264.8468504,166887,500.0,,,,,500.0,1851,,,,179.68608331680298
,,1763260265.2868457,167387,500.0,,,,,500.0,1856,,,,180.12607860565186
0.0,-0.29205548763275146,1763260266.4080615,168576,,0.5455166101455688,1097.0,0.0003011375665664673,0.00019892472482752055,,1868,-0.0038708169013261795,0.0053249867632985115,-0.0050231292843818665,181.24729442596436
0.0,0.4688986539840698,1763260266.8912437,169088,,0.5645009279251099,1097.0,0.0004796646535396576,0.00019861750479321927,,1873,-0.0019497126340866089,0.004983645398169756,0.003866031765937805,181.7304766178131
0.0,0.00022226572036743164,1763260267.224692,169472,,0.5571683645248413,1097.0,0.00023822300136089325,0.0001983870897674933,,1877,-1.36643648147583e-05,382.5147705078125,0.0002925414592027664,182.0639250278473
,,1763260268.0462284,170387,500.0,,,,,500.0,1886,,,,182.88546133041382
0.0,-0.6247326135635376,1763260268.8246136,171264,,0.5678672790527344,1097.0,0.0006348760798573494,0.00019731183419935405,,1895,-0.008996252901852131,0.008349522016942501,-0.004785988479852676,183.66384649276733
,,1763260269.5601702,172118,500.0,,,,,500.0,1903,,,,184.39940309524536
0.001953125,0.1687278151512146,1763260269.8676581,172416,,0.5058061480522156,1097.0,0.002189221791923046,0.00019662058912217617,,1906,-0.010771247558295727,0.0004547974676825106,-0.025173235684633255,184.7068910598755
,,1763260270.9215267,173618,500.0,,,,,500.0,1918,,,,185.76075959205627
0.0,0.08828979730606079,1763260271.1642184,173824,,0.5029293298721313,1097.0,0.00014948099851608276,0.00019577573402784765,,1920,0.0017196591943502426,0.006384533364325762,0.00037709251046180725,186.00345134735107
0.0,0.17948544025421143,1763260273.4648426,176384,,0.5367795825004578,1097.0,0.0012654801830649376,0.00019423963385634124,,1945,0.007270685397088528,0.00042590784141793847,-0.013100430369377136,188.30407547950745
0.0,-0.40392279624938965,1763260274.7315197,177792,,0.4964839220046997,1097.0,0.0007401527836918831,0.00019339477876201272,,1959,-0.004466024227440357,0.003761471249163151,-0.005546219646930695,189.57075262069702
0.0,8.469820022583008e-05,1763260275.9902136,179200,,0.4619985818862915,1098.0,6.892066448926926e-05,0.0001925499236676842,,1973,0.0005235308781266212,653.2486572265625,-0.0025537237524986267,190.82944655418396
0.001953125,-0.11874902248382568,1763260277.1379428,180480,,0.49829503893852234,1098.0,0.00046007707715034485,0.000191781873581931,,1985,-0.004567142575979233,0.00022616567730437964,-0.006560333073139191,191.97717571258545
,,1763260277.6637692,181118,500.0,,,,,500.0,1991,,,,192.50300216674805
0.0,-0.00023162364959716797,1763260278.6635108,182144,,0.5175698399543762,1098.0,4.0207989513874054e-05,0.00019078340847045183,,2002,0.0024819476529955864,789.19873046875,-0.0008973050862550735,193.5027437210083
0.0,0.0002703070640563965,1763260279.1087184,182656,,0.47204646468162537,1098.0,0.0006095254793763161,0.00019047618843615055,,2007,-0.0014004381373524666,387.834228515625,0.00798928365111351,193.9479513168335
,,1763260279.9424582,183618,500.0,,,,,500.0,2016,,,,194.78169107437134
0.0,-0.10094141960144043,1763260280.2529912,183936,,0.5868062973022461,1098.0,0.0011365283280611038,0.00018970813835039735,,2019,0.0088273324072361,0.0004672546638175845,0.008249495178461075,195.09222412109375
0.0,-0.07665157318115234,1763260280.7334778,184448,,0.5659026503562927,1098.0,0.0008900025859475136,0.00018940091831609607,,2024,-0.005130263976752758,0.0003189051931258291,-0.011335388757288456,195.57271075248718
0.0,0.00012701749801635742,1763260280.9566119,184704,,0.6010390520095825,1098.0,0.00024388544261455536,0.00018924730829894543,,2027,-0.00012500211596488953,497.531494140625,0.0003138408064842224,195.7958447933197
0.001953125,-0.20436954498291016,1763260281.1776185,184960,,0.5915137529373169,1098.0,0.0008209636434912682,0.0001890936982817948,,2029,0.017147235572338104,0.0003561337653081864,0.005274496972560883,196.0168514251709
,,1763260281.5752,185394,276.0,,,,,276.0,2034,,,,196.41443300247192
0.021484375,-1.6371972560882568,1763260282.3582242,186240,,0.46582597494125366,1098.0,0.0032995780929923058,0.00018832564819604158,,2045,0.030270487070083618,0.0027060373686254025,0.010326758027076721,197.19745707511902
0.01953125,-0.05453836917877197,1763260282.852647,186752,,0.5512540340423584,1098.0,0.008898771367967129,0.0001880184281617403,,2051,0.03933452069759369,0.0039590769447386265,-0.05068768560886383,197.69187998771667
0.0,0.12111067771911621,1763260282.9633405,186880,,0.537426769733429,1098.0,0.0009645773097872734,0.00018794162315316498,,2052,0.005351376719772816,0.0021144323982298374,-0.0030625946819782257,197.8025734424591
0.0,-0.3936415910720825,1763260284.6244757,188672,,0.5278821587562561,1098.0,0.0013333866372704506,0.0001868663530331105,,2070,-0.008473270572721958,0.0075990790501236916,-0.002730041742324829,199.4637086391449
0.0,0.04220622777938843,1763260285.1777186,189312,,0.5824223756790161,1098.0,0.000687355175614357,0.0001864823279902339,,2076,-0.0011169333010911942,0.0005377968191169202,0.008196242153644562,200.01695156097412
0.0,2.4020671844482422e-05,1763260286.6959329,190976,,0.4933496415615082,1098.0,0.00012667663395404816,0.00018548387743066996,,2093,-0.0022247135639190674,330.9053955078125,-0.0023490823805332184,201.53516578674316
0.0,-0.10591721534729004,1763260286.80636,191104,,0.5413520336151123,1098.0,0.00017372984439134598,0.00018540707242209464,,2094,0.0025332504883408546,0.003505383152514696,-0.004528224468231201,201.64559292793274
0.0,-0.021123647689819336,1763260288.888867,193408,,0.5981981158256531,1098.0,0.0007147789001464844,0.00018402458226773888,,2117,-0.007480338215827942,0.0003133823338430375,-0.0040985047817230225,203.72809982299805
0.0,-0.144128680229187,1763260291.1465209,195840,,0.5170067548751831,1098.0,0.0021406421437859535,0.0001825652871048078,,2141,-0.009982946328818798,0.0004459543852135539,-0.007529221475124359,205.98575377464294
0.0,0.02676403522491455,1763260291.610284,196352,,0.5979068279266357,1098.0,0.000246427021920681,0.0001822580670705065,,2146,0.002492944709956646,0.0003298157243989408,-0.0005795583128929138,206.44951701164246
0.0,-0.039978623390197754,1763260291.725881,196480,,0.5491558909416199,1098.0,0.001055191271007061,0.0001821812620619312,,2147,0.005158624611794949,0.000180589864612557,-0.008715152740478516,206.56511402130127
