losses/approx_kl,losses/clipfrac,charts/episodic_length,_step,losses/entropy,charts/SPS,losses/value_loss,_runtime,losses/policy_loss,charts/episodic_return,losses/explained_variance,charts/learning_rate,losses/old_approx_kl,global_step,_timestamp
0.00584144052118063,0.01171875,,213,0.6109141111373901,1018.0,63.45769500732422,36.78932571411133,-0.02490215003490448,,0.24139726161956787,0.000294393248623237,0.004861962981522083,9472,1763260122.1084516
,,160.0,217,,,,37.111321210861206,,160.0,,,,9729,1763260122.430447
9.093619883060455e-05,0.0,,228,0.5277901291847229,990.0,66.373046875,38.08831167221069,-0.004175931215286255,,0.008552372455596924,0.00029377880855463445,0.0029658153653144836,10496,1763260123.4074376
9.321421384811401e-05,0.0,,233,0.5699396729469299,986.0,58.78464889526367,38.51733922958374,-0.0025797896087169647,,0.3219486474990845,0.0002935483935289085,0.0009378250688314438,10880,1763260123.8364651
0.00024091731756925583,0.0,,251,0.612358570098877,975.0,66.33775329589844,40.0816593170166,-0.006167920306324959,,0.0341799259185791,0.00029270353843457997,0.0016970513388514519,12288,1763260125.4007852
,,120.0,259,,,,40.60016131401062,,120.0,,,,12838,1763260125.9192872
,,194.0,265,,,,41.03039264678955,,194.0,,,,13226,1763260126.3495185
,,176.0,273,,,,41.43005847930908,,176.0,,,,13628,1763260126.7491844
,,42.0,274,,,,41.447688817977905,,42.0,,,,13670,1763260126.7668147
0.00011467467993497849,0.0,,292,0.5892518162727356,982.0,71.55209350585938,42.60258102416992,0.004416698589920998,,0.024944961071014404,0.00029116743826307356,0.0034260759130120277,14848,1763260127.921707
,,141.0,321,,,,44.40320611000061,,141.0,,,,16775,1763260129.722332
0.00012436043471097946,0.0,,327,0.5799457430839539,995.0,56.98517608642578,44.8465313911438,0.0006964504718780518,,0.208673357963562,0.0002897081431001425,-0.002047334797680378,17280,1763260130.1656573
5.078781396150589e-05,0.0,,330,0.5789014101028442,997.0,49.45506286621094,45.06895732879639,0.00038682110607624054,,0.5018986463546753,0.00028955453308299184,-0.00017842557281255722,17536,1763260130.3880832
6.870552897453308e-05,0.0,,332,0.5941922664642334,996.0,64.53986358642578,45.21618962287903,-0.0003415904939174652,,0.2815980315208435,0.0002894777280744165,-0.0017437469214200974,17664,1763260130.5353155
,,224.0,337,,,,45.57464265823364,,224.0,,,,18093,1763260130.8937685
6.210152059793472e-05,0.0,,340,0.5559046864509583,1000.0,28.868009567260742,45.78121018409729,-0.0020693205296993256,,0.8032572865486145,0.0002890937030315399,-0.00027994904667139053,18304,1763260131.100336
,,178.0,370,,,,47.85393214225769,,178.0,,,,20587,1763260133.173058
0.0007530106231570244,0.0,,396,0.5481074452400208,1013.0,31.487478256225586,49.46703314781189,-0.005930349230766296,,0.9649518728256226,0.000286712747765705,-0.002381720580160618,22272,1763260134.786159
0.0011097248643636703,0.0,,425,0.5598414540290833,1015.0,32.34642791748047,51.31760215759277,-0.02052895352244377,,0.563675045967102,0.0002855606726370752,0.02044512704014778,24192,1763260136.636728
4.328973591327667e-05,0.0,,441,0.5545356869697571,1017.0,28.887205123901367,52.27832889556885,0.0039384737610816956,,0.929724931716919,0.0002849462325684726,-0.002029707655310631,25216,1763260137.5974548
,,110.0,450,,,,52.81212830543518,,110.0,,,,25829,1763260138.1312542
0.00038724951446056366,0.0,,471,0.5224792957305908,1020.0,27.535152435302734,54.31715679168701,-0.0004640500992536545,,0.9911627769470215,0.0002836405474226922,-0.0030523184686899185,27392,1763260139.6362827
0.0004211151972413063,0.0,,481,0.5600599050521851,1021.0,53.27473831176758,55.1902813911438,-0.009114857763051987,,0.6990286111831665,0.00028310291236266494,0.0033196909353137016,28288,1763260140.5094073
0.001626613549888134,0.00390625,,490,0.5470995903015137,1022.0,37.484954833984375,55.90175437927246,0.001280423253774643,,0.6552861928939819,0.000282642082311213,0.00014162156730890274,29056,1763260141.2208803
1.886952668428421e-05,0.0,,504,0.45427829027175903,1025.0,79.11544799804688,56.693077087402344,0.0006620436906814575,,0.14059680700302124,0.0002821044472511858,-0.002736705355346203,29952,1763260142.012203
,,143.0,515,,,,57.33351135253906,,143.0,,,,30678,1763260142.6526372
3.856699913740158e-05,0.0,,530,0.5317947864532471,1027.0,47.289276123046875,58.25382661819458,0.0006999000906944275,,0.7838273644447327,0.0002811059821397066,-6.785336881875992e-05,31616,1763260143.5729525
,,115.0,539,,,,58.728190660476685,,115.0,,,,32189,1763260144.0473166
0.011596279218792915,0.072265625,,547,0.5384330153465271,1029.0,14.913124084472656,59.3113796710968,-0.014649510383605957,,0.931405782699585,0.00028041473706252873,0.05166158825159073,32768,1763260144.6305056
0.001254865899682045,0.0,,555,0.4697493612766266,1030.0,14.09421157836914,59.89492917060852,0.02118206024169922,,0.9558959007263184,0.00028003071201965213,-0.010800058022141457,33408,1763260145.214055
,,162.0,559,,,,60.18330478668213,,162.0,,,,33673,1763260145.5024307
,,158.0,568,,,,60.747135639190674,,158.0,,,,34321,1763260146.0662615
0.0007413337007164955,0.0,,595,0.46667471528053284,1034.0,4.708166122436523,62.623297929763794,-0.009420031681656837,,0.9199191331863403,0.00027826419682241976,0.01265206653624773,36352,1763260147.9424238
0.00020070280879735947,0.0,,612,0.5427995920181274,1037.0,133.56851196289062,63.99553918838501,0.005870860069990158,,0.017411231994628906,0.0002773425367195159,-0.0009805234149098396,37888,1763260149.314665
0.00013663619756698608,0.0,,614,0.5923684239387512,1037.0,9.323626518249512,64.24634981155396,-0.004634395241737366,,-0.05746901035308838,0.0002771889267023653,0.000697622075676918,38144,1763260149.5654757
,,500.0,630,,,,65.6371386051178,,500.0,,,,39713,1763260150.9562645
0.00035584717988967896,0.0,,636,0.5057975649833679,1041.0,248.02809143066406,66.18173241615295,-0.00042037665843963623,,-0.0069359540939331055,0.0002758832706604153,-0.009792739525437355,40320,1763260151.5008583
,,500.0,640,,,,66.55174255371094,,500.0,,,,40713,1763260151.8708684
0.0012643132358789444,0.0,,650,0.5805099010467529,1043.0,133.5824432373047,67.46336436271667,0.014081096276640892,,-0.038864850997924805,0.00027503841556608677,0.005410410463809967,41728,1763260152.7824903
,,500.0,664,,,,68.73128008842468,,500.0,,,,43213,1763260154.050406
,,500.0,684,,,,70.32848525047302,,500.0,,,,45052,1763260155.6476111
,,500.0,689,,,,70.79774570465088,,500.0,,,,45552,1763260156.1168716
,,500.0,698,,,,71.46330881118774,,500.0,,,,46296,1763260156.7824347
0.0001436891034245491,0.0,,702,0.5507936477661133,1051.0,4.295267581939697,71.89765620231628,0.0037978067994117737,,-0.07954955101013184,0.0002720430202316493,0.0011899368837475777,46720,1763260157.216782
7.063150405883789e-06,0.0,,707,0.5861809253692627,1052.0,190.39671325683594,72.23171997070312,0.0017495565116405487,,0.03444850444793701,0.0002718126052059233,-0.001313360407948494,47104,1763260157.5508459
6.291083991527557e-06,0.0,,729,0.5641986131668091,1054.0,227.36624145507812,74.11035752296448,-0.001244373619556427,,0.01196354627609253,0.0002705837250687182,6.430316716432571e-05,49152,1763260159.4294834
,,500.0,757,,,,76.76348447799683,,500.0,,,,52090,1763260162.0826104
,,500.0,762,,,,77.22468090057373,,500.0,,,,52590,1763260162.5438068
,,500.0,767,,,,77.7459659576416,,500.0,,,,53090,1763260163.0650918
2.157595008611679e-05,0.0,,775,0.49155306816101074,1053.0,1.6938735246658325,78.6347599029541,-0.0013276617974042892,,0.00859743356704712,0.00026774193975143135,-0.0012322505936026573,53888,1763260163.9538858
0.0003979243338108063,0.0,,788,0.5356239080429077,1053.0,287.7463073730469,79.83925175666809,-0.014078717678785324,,-0.0008914470672607422,0.00026697388966567814,-0.002650449052453041,55168,1763260165.1583776
,,500.0,797,,,,80.67406845092773,,500.0,,,,56090,1763260165.9931943
0.001529444009065628,0.0,,806,0.4967183768749237,1055.0,0.681215763092041,81.58600306510925,-0.01754254475235939,,0.263988733291626,0.00026582181453704834,-0.0030979812145233154,57088,1763260166.905129
0.0020232079550623894,0.0,,815,0.5632749795913696,1055.0,0.5111264586448669,82.40385818481445,-0.0028768805786967278,,-0.041643738746643066,0.0002652841794770211,0.019089866429567337,57984,1763260167.722984
1.5004537999629974e-05,0.0,,863,0.6146115064620972,1059.0,0.2501152455806732,86.34862852096558,-0.00042802654206752777,,0.009699642658233643,0.0002626728091854602,0.0017425613477826118,62336,1763260171.6677544
0.0011203782632946968,0.0,,872,0.5494989156723022,1060.0,521.6460571289062,87.12726044654846,0.00036391057074069977,,-0.006329774856567383,0.00026213517412543297,0.00968241598457098,63232,1763260172.4463863
,,44.0,876,,,,87.26038980484009,,44.0,,,,63411,1763260172.5795157
0.0007844790816307068,0.0,,922,0.49443069100379944,1060.0,3.4958479404449463,90.62705087661743,-0.009221673011779785,,-2.575188636779785,0.0002599078288767487,-0.007146639749407768,66944,1763260175.9461768
,,500.0,930,,,,91.30497789382935,,500.0,,,,67754,1763260176.6241038
0.0005956990644335747,0.0,,938,0.5353031158447266,1061.0,0.24753713607788086,92.09977054595947,0.004112206399440765,,0.48277968168258667,0.0002589093637652695,-0.010983862914144993,68608,1763260177.4188964
5.6716613471508026e-05,0.0,,941,0.4883204400539398,1062.0,478.8194274902344,92.3195378780365,-0.000496644526720047,,-0.001625657081604004,0.0002587557537481189,0.0005498481914401054,68864,1763260177.6386638
5.98197802901268e-05,0.0,,942,0.5312241315841675,1062.0,0.34527215361595154,92.42984890937805,-0.00260905921459198,,-1.2302613258361816,0.00025867894873954356,-0.0008732425048947334,68992,1763260177.7489748
0.0005869539454579353,0.0,,948,0.49748557806015015,1062.0,0.19519616663455963,93.01478719711304,0.0062228962779045105,,-1.5714366436004639,0.00025829492369666696,-0.006200418807566166,69632,1763260178.333913
,,500.0,974,,,,95.36203360557556,,500.0,,,,72254,1763260180.6811595
0.0012956978753209114,0.0,,980,0.4523746073246002,1064.0,620.880126953125,95.93220520019531,-0.012388329952955246,,-8.213520050048828e-05,0.00025637479848228395,-0.0098365293815732,72832,1763260181.251331
0.00016512349247932434,0.0,,985,0.47609251737594604,1064.0,0.0018903276650235057,96.37331128120422,-0.004615869373083115,,-0.7549787759780884,0.00025606757844798267,0.0006278455257415771,73344,1763260181.6924372
0.0017110658809542656,0.0,,995,0.39304375648498535,1065.0,0.00030761619564145803,97.29685854911804,-0.007488086819648743,,0.16475874185562134,0.0002554531383793801,0.0024010995402932167,74368,1763260182.6159844
,,500.0,997,,,,97.43635296821594,,500.0,,,,74579,1763260182.7554789
0.000627448782324791,0.0,,1015,0.4295668303966522,1066.0,0.00016850573592819273,99.13775968551636,-0.004077320918440819,,0.3542177677154541,0.000254224258242175,-0.006119223311543465,76416,1763260184.4568856
0.0014018379151821136,0.0,,1020,0.4411802291870117,1067.0,0.000569867086596787,99.58130168914795,0.006071876734495163,,-0.9735008478164673,0.0002539170382078737,0.001469731330871582,76928,1763260184.9004276
,,500.0,1031,,,,100.54319524765015,,500.0,,,,78079,1763260185.8623211
0.007267548702657223,0.0078125,,1050,0.549332857131958,1067.0,0.00022575580806005746,102.40387177467346,-0.006631728261709213,,-0.34470951557159424,0.0002520737471058965,0.027514219284057617,80000,1763260187.7229977
0.0011097211390733719,0.0,,1053,0.5134202837944031,1068.0,0.004493213724344969,102.6277322769165,-0.0108567476272583,,0.05806976556777954,0.00025192013708874583,0.01265869289636612,80256,1763260187.9468582
0.0016432572156190872,0.005859375,,1058,0.5301191806793213,1068.0,0.003496898338198662,103.10759592056274,-0.0010315384715795517,,0.15808576345443726,0.00025161291705444455,-0.012404713779687881,80768,1763260188.4267218
0.0005766507238149643,0.0,,1083,0.4966217875480652,1069.0,564.3693237304688,105.0683765411377,0.0038621127605438232,,0.004079461097717285,0.0002503072319086641,0.006664659827947617,82944,1763260190.3875024
0.00022885948419570923,0.0,,1091,0.5217245817184448,1069.0,39.300880432128906,105.52300429344177,-0.00025493837893009186,,-0.00013148784637451172,0.0002500000118743628,-0.002015218138694763,83456,1763260190.8421302
0.0014158012345433235,0.001953125,,1106,0.5777321457862854,1070.0,0.020655231550335884,106.7887647151947,-0.011672038584947586,,-0.31226110458374023,0.0002491551567800343,-0.0036520594730973244,84864,1763260192.1078906
0.0030153822153806686,0.0,,1118,0.579430878162384,1070.0,0.0011598486453294754,107.82452845573425,0.0003522587940096855,,-0.041647911071777344,0.0002484639117028564,0.006579196080565453,86016,1763260193.1436543
,,500.0,1125,,,,108.4212691783905,,500.0,,,,86675,1763260193.740395
0.008051685988903046,0.02734375,,1133,0.5460845232009888,1071.0,0.0006831386708654463,109.21947526931763,-0.04175044596195221,,-3.5919318199157715,0.0002475422515999526,0.030056780204176903,87552,1763260194.5386012
0.0002025403082370758,0.0,,1145,0.5115748643875122,1071.0,359.2301330566406,110.249587059021,-0.0017698984593153,,-0.0001779794692993164,0.0002468510065227747,-0.001522555947303772,88704,1763260195.568713
,,500.0,1164,,,,111.97749137878418,,500.0,,,,90675,1763260197.2966173
0.0010294709354639053,0.0,,1165,0.4511091709136963,1072.0,557.5623779296875,112.06998443603516,0.013174287974834442,,-0.00019943714141845703,0.00024562212638556957,-0.008377714082598686,90752,1763260197.3891103
0.0010541966184973717,0.0,,1172,0.39327099919319153,1072.0,0.00042021385161206126,112.8314037322998,0.0032861195504665375,,0.5761041641235352,0.00024516129633411765,0.003855994902551174,91520,1763260198.1505296
0.0014025717973709106,0.0078125,,1181,0.5449352860450745,1072.0,0.00371700432151556,113.6429214477539,-0.004886116832494736,,-0.1459895372390747,0.0002446236612740904,0.007033858448266983,92416,1763260198.9620473
0.00024630967527627945,0.0,,1186,0.4605834484100342,1073.0,0.0003188722184859216,114.08649754524231,-0.005078725516796112,,-0.5368837118148804,0.00024431644123978913,-0.0020187431946396828,92928,1763260199.4056234
0.00018969643861055374,0.0,,1197,0.48107844591140747,1073.0,0.00013767764903604984,115.14877390861511,-0.000783279538154602,,-0.14462757110595703,0.00024362519616261125,-0.0049561550840735435,94080,1763260200.4678998
,,500.0,1213,,,,116.53557133674622,,500.0,,,,95675,1763260201.8546972
0.0002168361097574234,0.0,,1215,0.4153311252593994,1073.0,0.004929866176098585,116.77636647224426,0.000453311949968338,,0.2893069386482239,0.00024254992604255676,-0.00018132105469703674,95872,1763260202.0954924
0.003755955956876278,0.0,,1226,0.46751582622528076,1074.0,0.0005679453606717288,117.82465028762817,-0.026799555867910385,,-0.03386688232421875,0.00024185868096537888,-0.005274497903883457,97024,1763260203.1437762
0.00019022822380065918,0.0,,1230,0.5219259858131409,1074.0,0.003750780364498496,118.16854643821716,-0.008351325988769531,,0.22713083028793335,0.00024162826593965292,0.0033339932560920715,97408,1763260203.4876723
0.001367214135825634,0.001953125,,1234,0.5311530232429504,1074.0,583.8140869140625,118.50038456916809,0.007409507408738136,,0.00018036365509033203,0.00024139785091392696,0.005998113192617893,97792,1763260203.8195105
0.00019638985395431519,0.0,,1245,0.4411346912384033,1074.0,0.000838913896586746,119.52978110313416,-0.002148866653442383,,0.5133693218231201,0.00024070660583674908,-0.0023481585085392,98944,1763260204.848907
0.00106807891279459,0.0,,1254,0.5201877355575562,1075.0,0.006337618920952082,120.344890832901,-0.011157531291246414,,-0.03492152690887451,0.00024016897077672184,0.004982230253517628,99840,1763260205.6640167
0.007240596227347851,0.01171875,,1271,0.5755994915962219,1075.0,0.00028267630841583014,121.97036099433899,0.001175619661808014,,-1.3301897048950195,0.00023909370065666735,-0.003524188883602619,101632,1763260207.289487
0.004273088648915291,0.005859375,,1299,0.5306857824325562,1076.0,0.0004529881989583373,124.53499841690063,-0.01945529505610466,,0.2535321116447449,0.0002374039904680103,0.03616388514637947,104448,1763260209.8541243
0.01088075153529644,0.0390625,,1339,0.6048077344894409,1077.0,0.0005924390279687941,128.23149418830872,-0.027864545583724976,,0.008434295654296875,0.00023494623019360006,0.05066286027431488,108544,1763260213.55062
0.0006830822676420212,0.0,,1340,0.5252317190170288,1077.0,0.0004364803317002952,128.3398253917694,-0.010229382663965225,,-1.4938151836395264,0.00023486942518502474,0.002240348607301712,108672,1763260213.6589513
0.00022236723452806473,0.0,,1349,0.5529329180717468,1077.0,0.0002632625983096659,129.14405965805054,-0.005222747102379799,,-0.0730658769607544,0.0002343317901249975,-0.005356973968446255,109568,1763260214.4631855
0.0005248952656984329,0.0,,1363,0.5237650871276855,1078.0,0.00042375706834718585,130.41098618507385,-0.009395450353622437,,0.06226933002471924,0.0002334869495825842,0.0002658199518918991,110976,1763260215.730112
,,500.0,1365,,,,130.54623818397522,,500.0,,,,111175,1763260215.865364
,,500.0,1370,,,,130.98842597007751,,500.0,,,,111675,1763260216.3075519
,,500.0,1380,,,,131.9102394580841,,500.0,,,,112675,1763260217.2293653
0.001540718600153923,0.0,,1381,0.5224342346191406,1078.0,395.1678161621094,132.01314997673035,0.014731258153915405,,4.762411117553711e-05,0.00023241167946252972,0.017705390229821205,112768,1763260217.3322759
0.0009603258222341537,0.0,,1388,0.5161293148994446,1078.0,0.0008705388754606247,132.7115535736084,0.00325838103890419,,0.0800774097442627,0.0002319508494110778,0.007123162969946861,113536,1763260218.0306795
0.000561651773750782,0.0,,1395,0.49823853373527527,1078.0,498.6231384277344,133.322167634964,-0.010007362812757492,,-2.5510787963867188e-05,0.0002315668243682012,-0.004520962946116924,114176,1763260218.6412935
,,500.0,1399,,,,133.72637128829956,,500.0,,,,114675,1763260219.0454972
7.615704089403152e-05,0.0,,1405,0.5381327271461487,1078.0,314.5552673339844,134.28676295280457,0.0016161277890205383,,-3.993511199951172e-05,0.00023095238429959863,-0.0017880303785204887,115200,1763260219.6058888
0.0004587499424815178,0.0,,1432,0.4524781107902527,1078.0,0.0004435376322362572,136.9056851863861,0.003168215975165367,,0.45944011211395264,0.0002292626741109416,0.0012644054368138313,118016,1763260222.224811
0.0020281197503209114,0.0,,1433,0.5434205532073975,1078.0,0.00028650983585976064,137.0174584388733,-0.008034704253077507,,0.04271972179412842,0.00022918586910236627,-0.005314555950462818,118144,1763260222.3365843
0.00010433513671159744,0.0,,1455,0.46129316091537476,1078.0,0.007533642463386059,139.01715874671936,-0.0018813163042068481,,-0.09651470184326172,0.00022788018395658582,-0.0003626076504588127,120320,1763260224.3362846
0.0005471399053931236,0.0,,1456,0.4946713149547577,1078.0,0.0004028785042464733,139.13511991500854,0.000692509114742279,,0.010388553142547607,0.0002278033789480105,-0.0017543258145451546,120448,1763260224.4542458
0.00012883078306913376,0.0,,1457,0.5252365469932556,1078.0,0.000363553554052487,139.24704217910767,-0.0008675605058670044,,0.02489680051803589,0.00022772657393943518,0.0003416324034333229,120576,1763260224.566168
0.0007762592285871506,0.0,,1514,0.46855002641677856,1079.0,0.004460551310330629,144.49574851989746,0.004191810265183449,,-0.07401597499847412,0.00022427034855354577,0.004410946741700172,126336,1763260229.8148744
0.0004976717755198479,0.0,,1521,0.5106942653656006,1079.0,0.00018678000196814537,145.19748282432556,-0.01071951538324356,,0.11808609962463379,0.00022380951850209385,-0.009312517009675503,127104,1763260230.5166087
0.004045362584292889,0.0,,1525,0.49277645349502563,1080.0,0.0005686230142600834,145.53023099899292,-0.030933130532503128,,-0.1397308111190796,0.0002235791034763679,-0.014405920170247555,127488,1763260230.849357
,,500.0,1527,,,,145.66272234916687,,500.0,,,,127675,1763260230.9818482
0.004557020030915737,0.001953125,,1529,0.4635656774044037,1079.0,0.010264163836836815,145.90681171417236,-0.029163075610995293,,-0.07141005992889404,0.00022334868845064193,0.030484991148114204,127872,1763260231.2259376
0.0001710113137960434,0.0,,1534,0.5134373307228088,1080.0,0.008412797935307026,146.35142540931702,-0.002585992217063904,,0.06857126951217651,0.00022304146841634065,0.0037392452359199524,128384,1763260231.6705513
0.0033328374847769737,0.001953125,,1536,0.42671340703964233,1080.0,0.00023885758128017187,146.57268810272217,0.007195767015218735,,-0.020639657974243164,0.00022288785839919,0.02972959727048874,128640,1763260231.891814
0.000596911646425724,0.0,,1543,0.46121883392333984,1080.0,238.5454559326172,147.1661114692688,-0.0016255835071206093,,-0.00011754035949707031,0.0002225038333563134,-0.004852001555263996,129280,1763260232.4852374
0.0012469105422496796,0.0078125,,1545,0.49733948707580566,1080.0,0.000810183584690094,147.38564825057983,0.0069646090269088745,,-0.10608804225921631,0.00022235022333916277,-0.003366466611623764,129536,1763260232.7047741
0.0009198253974318504,0.0,,1546,0.5309208035469055,1080.0,0.00011774981248890981,147.494473695755,-0.00024347007274627686,,0.09714758396148682,0.00022227341833058745,-0.00032859761267900467,129664,1763260232.8135996
0.0010942937806248665,0.001953125,,1558,0.49344301223754883,1080.0,0.007717316970229149,148.52900409698486,-0.008490197360515594,,0.013611793518066406,0.0002215821878053248,-0.004752417095005512,130816,1763260233.84813
0.002239290624856949,0.01171875,,1559,0.5090705752372742,1080.0,9.91465276456438e-05,148.6417326927185,-0.010992445051670074,,-0.03855621814727783,0.00022150538279674947,-0.011037958785891533,130944,1763260233.9608586
0.00021185725927352905,0.0,,1563,0.49488431215286255,1080.0,0.005419718101620674,149.01289319992065,0.000710703432559967,,0.1165306568145752,0.0002212749677710235,-0.002319805324077606,131328,1763260234.332019
,,500.0,1566,,,,149.26792168617249,,500.0,,,,131675,1763260234.5870476
0.00015362072736024857,0.0,,1588,0.4943322539329529,1080.0,0.004465613979846239,151.37574648857117,-0.003903985023498535,,-0.010827422142028809,0.0002197388675995171,-0.007130919955670834,133888,1763260236.6948724
3.809109330177307e-06,0.0,,1589,0.5093227624893188,1080.0,0.00057025853311643,151.48783373832703,-0.0004573017358779907,,0.017379164695739746,0.0002196620625909418,0.0003595799207687378,134016,1763260236.8069596
0.0001791948452591896,0.0,,1597,0.48840612173080444,1080.0,183.0298614501953,152.18975591659546,-0.002740316092967987,,-0.00029838085174560547,0.00021920123253948987,-0.004288124851882458,134784,1763260237.5088818
0.00026922300457954407,0.0,,1607,0.5415090322494507,1081.0,0.004702812526375055,153.10213541984558,0.0032360386103391647,,-0.1336284875869751,0.0002185867924708873,0.0020749252289533615,135808,1763260238.4212613
0.0006860708817839622,0.0,,1609,0.47073379158973694,1081.0,0.00014907648437656462,153.33084273338318,-0.006852013990283012,,-0.024207353591918945,0.00021843318245373666,0.014216744340956211,136064,1763260238.6499686
,,500.0,1610,,,,153.36862564086914,,500.0,,,,136175,1763260238.6877515
0.0009238896891474724,0.0,,1612,0.5322675704956055,1081.0,0.004428555723279715,153.55182790756226,-0.0049866363406181335,,0.06032836437225342,0.00021827957243658602,-0.0034154141321778297,136320,1763260238.8709538
0.00019568763673305511,0.0,,1626,0.44413626194000244,1081.0,236.21139526367188,154.81102061271667,-0.0016906559467315674,,-7.62939453125e-06,0.0002174347173422575,-0.0025819968432188034,137728,1763260240.1301465
0.0032832156866788864,0.0078125,,1638,0.5020248889923096,1082.0,0.0003284768317826092,155.95574641227722,-0.015087738633155823,,-0.1621837615966797,0.0002166666672565043,-0.0034121274948120117,139008,1763260241.2748723
0.0008370000869035721,0.0,,1687,0.5156230926513672,1082.0,0.000451600702945143,160.49221920967102,-0.015191450715065002,,-0.1549299955368042,0.0002136712719220668,-0.003856409341096878,144000,1763260245.811345
0.0003034621477127075,0.0,,1732,0.5421230792999268,1082.0,0.0002028093731496483,164.738050699234,-0.00491689145565033,,-0.207436203956604,0.00021090629161335528,0.0006126388907432556,148608,1763260250.0571766
0.004633995704352856,0.0234375,,1745,0.4537407457828522,1082.0,0.007203404791653156,165.89347648620605,-0.0005767159163951874,,-0.5107135772705078,0.0002101382560795173,-0.015415139496326447,149888,1763260251.2126024
,,500.0,1753,,,,166.5656418800354,,500.0,,,,150675,1763260251.8847678
0.00030142348259687424,0.0,,1754,0.573291003704071,1083.0,504.03564453125,166.67127633094788,0.004262186586856842,,-9.1552734375e-05,0.00020960062101949006,0.006857176311314106,150784,1763260251.9904022
0.0004979362711310387,0.0,,1765,0.6028621196746826,1083.0,0.00040609246934764087,167.7092683315277,-0.0004354938864707947,,0.030809342861175537,0.00020890937594231218,0.001732432283461094,151936,1763260253.0283942
0.0009705387055873871,0.0,,1768,0.5669870376586914,1083.0,363.66241455078125,167.97143268585205,0.010995365679264069,,-2.0384788513183594e-05,0.00020875576592516154,0.00975935161113739,152192,1763260253.2905586
0.0012616310268640518,0.0,,1777,0.5578879714012146,1083.0,0.0004172016051597893,168.7466812133789,-0.012219548225402832,,-0.014133453369140625,0.0002082181308651343,-0.011446729302406311,153088,1763260254.065807
0.0004523554816842079,0.0,,1818,0.5208848118782043,1084.0,0.00019316808902658522,172.5545301437378,-0.007654543966054916,,-0.2715134620666504,0.00020568356558214873,0.006877771578729153,157312,1763260257.873656
0.0003515966236591339,0.0,500.0,1823,0.5752620697021484,1084.0,331.55462646484375,173.00010299682617,-0.002517435699701309,500.0,2.7835369110107422e-05,0.00020537634554784745,-0.0023108310997486115,157824,1763260258.319229
0.000702880322933197,0.0,,1851,0.5309520363807678,1084.0,0.0001544315746286884,175.72235798835754,0.0007627531886100769,,-0.05507075786590576,0.00020360983035061508,0.009552685543894768,160768,1763260261.0414839
