_step,_runtime,charts/episodic_length,losses/old_approx_kl,charts/episodic_return,losses/value_loss,losses/explained_variance,losses/entropy,charts/learning_rate,losses/approx_kl,global_step,_timestamp,losses/policy_loss,losses/clipfrac,charts/SPS
3462,327.6577558517456,,0.003117663785815239,,0.0003072346735280007,0.23000305891036987,0.5878172516822815,0.00010345622285967693,0.00020625442266464233,327680,1763260412.7577548,0.0051142312586307526,0.0,1092.0
3476,328.9352397918701,,0.002489883452653885,,0.00029916519997641444,0.08915042877197266,0.553400993347168,0.0001026113677653484,4.859641194343567e-05,329088,1763260414.0352387,-0.002340465784072876,0.0,1092.0
3479,329.1599955558777,,0.0020248154178261757,,428.8291320800781,0.0001379251480102539,0.5448334813117981,0.00010245775774819776,3.154482692480087e-05,329344,1763260414.2599945,-0.0002858489751815796,0.0,1092.0
3498,330.9515962600708,500.0,,500.0,,,,,,331266,1763260416.0515952,,,
3503,331.393673658371,,-0.0019597699865698814,,379.8134765625,0.0002606511116027832,0.5500007271766663,0.00010099846258526668,0.0002269437536597252,331776,1763260416.4936726,0.003598332405090332,0.0,1092.0
3513,332.317174911499,,0.0006666164845228195,,281.5286865234375,-6.639957427978516e-05,0.5916587710380554,0.00010038402251666412,9.243190288543701e-05,332800,1763260417.4171739,-0.0029558753594756126,0.0,1092.0
3525,333.4600176811218,,0.0012476909905672073,,0.0002845931157935411,-0.17033064365386963,0.5670166015625,9.961597243091092e-05,0.0003422871232032776,334080,1763260418.5600166,0.0034366995096206665,0.0,1092.0
3537,334.51416206359863,,-0.0026710666716098785,,0.0003455826372373849,0.07716810703277588,0.5719447135925293,9.892473462969065e-05,0.000879429280757904,335232,1763260419.614161,-0.008088920265436172,0.0,1092.0
3554,336.0358648300171,,0.00019799638539552689,,0.004013562574982643,0.10055071115493774,0.5391196012496948,9.792626951821148e-05,0.00016020331531763077,336896,1763260421.1358638,-0.004153087735176086,0.0,1092.0
3555,336.1468725204468,,0.0007125763222575188,,0.0004811311955563724,-0.006448626518249512,0.554855227470398,9.784946450963616e-05,0.00039612967520952225,337024,1763260421.2468715,-0.002873651683330536,0.0,1092.0
3576,338.1004526615143,,0.006417522206902504,,0.00026107169105671346,0.033506035804748535,0.605429470539093,9.654377936385572e-05,0.0004337150603532791,339200,1763260423.2004516,-0.000360637903213501,0.0,1092.0
3578,338.21482706069946,,-2.75271013379097e-05,,362.41650390625,9.715557098388672e-06,0.5594589710235596,9.64669743552804e-05,0.00023400317877531052,339328,1763260423.314826,-0.002482190728187561,0.0,1092.0
3581,338.54458951950073,,0.0009564962238073349,,0.0002791867882478982,-0.15049993991851807,0.5548028945922852,9.623655932955444e-05,8.82912427186966e-05,339712,1763260423.6445885,-0.002766622230410576,0.0,1092.0
3589,339.2511110305786,,-9.305775165557861e-06,,0.000357450102455914,-0.06545078754425049,0.6005165576934814,9.577572927810252e-05,1.8924474716186523e-06,340480,1763260424.35111,-2.3011118173599243e-05,0.0,1092.0
3613,341.31892490386963,,-0.00233551487326622,,565.145751953125,5.304813385009766e-06,0.5928941965103149,9.439323912374675e-05,0.0002084840089082718,342784,1763260426.4189239,0.0007970854640007019,0.0,1093.0
3622,342.1327018737793,,-0.0034305360168218613,,0.00024038480478338897,0.10275423526763916,0.5604604482650757,9.385560406371951e-05,0.00035254471004009247,343680,1763260427.2327008,-0.001469925045967102,0.0,1093.0
3640,343.73279428482056,,0.001463141292333603,,0.002797297900542617,0.04413050413131714,0.6042024493217468,9.278034121962264e-05,4.048831760883331e-05,345472,1763260428.8327932,0.001378331333398819,0.0,1093.0
3656,345.3303737640381,,0.001051856204867363,,0.00020292698172852397,-0.654018759727478,0.5370857119560242,9.178187610814348e-05,2.2586435079574585e-05,347136,1763260430.4303727,-0.0014664549380540848,0.0,1092.0
3669,346.55107712745667,,-0.004594293422996998,,0.003174190642312169,0.16507446765899658,0.5659120082855225,9.101382602239028e-05,0.0007427791133522987,348416,1763260431.651076,-0.006870802491903305,0.0,1092.0
3679,347.5203514099121,,-0.0010256106033921242,,0.0027227462269365788,-0.30352985858917236,0.5292684435844421,9.039938595378771e-05,6.000790745019913e-05,349440,1763260432.6203504,0.0007064007222652435,0.0,1092.0
3683,347.8543074131012,,0.0041179656982421875,,368.4469299316406,4.0590763092041016e-05,0.6004822850227356,9.016897092806175e-05,4.921667277812958e-05,349824,1763260432.9543064,0.0007031038403511047,0.0,1092.0
3684,347.96531081199646,,0.0028323931619524956,,0.0032519851811230183,-0.09939217567443848,0.565614640712738,9.009216591948643e-05,4.03309240937233e-05,349952,1763260433.0653098,-0.0016403459012508392,0.0,1092.0
3711,350.4228551387787,,-0.00613445695489645,,0.0008547147735953331,0.00016504526138305664,0.556172788143158,8.847926073940471e-05,0.000208352692425251,352640,1763260435.522854,-0.0022265836596488953,0.0,1092.0
3713,350.64933156967163,,0.005159112624824047,,0.0002391574962530285,-0.8438417911529541,0.5510649681091309,8.832565072225407e-05,0.0003790194168686867,352896,1763260435.7493305,-0.009217798709869385,0.0,1092.0
3715,350.76164531707764,,-0.0033176401630043983,,335.7762145996094,-0.00027823448181152344,0.5482505559921265,8.824884571367875e-05,7.017608731985092e-05,353024,1763260435.8616443,-0.0006341394037008286,0.0,1092.0
3731,352.2797839641571,,-0.0003212299197912216,,0.0026386098470538855,0.04801446199417114,0.5258466005325317,8.725038060219958e-05,2.0273029804229736e-05,354688,1763260437.379783,0.0006408803164958954,0.0,1092.0
3734,352.5789496898651,500.0,,500.0,,,,,,355013,1763260437.6789486,,,
3755,354.5049500465393,,0.002100643701851368,,0.0032058015931397676,0.43528681993484497,0.4866364896297455,8.586789772380143e-05,5.165766924619675e-05,356992,1763260439.604949,-9.42125916481018e-05,0.0,1092.0
3775,356.2889139652252,,0.0005940264090895653,,152.63465881347656,0.00012743473052978516,0.5415050387382507,8.479262760374695e-05,3.833416849374771e-05,358784,1763260441.388913,0.0027814991772174835,0.0,1091.0
3779,356.6871144771576,500.0,,500.0,,,,,,359189,1763260441.7871134,,,
3804,359.0325882434845,,0.002186661586165428,,0.0005607866332866251,-1.388772964477539,0.4894380569458008,8.302611240651459e-05,0.00023872964084148407,361728,1763260444.1325872,-0.0023979172110557556,0.0,1091.0
3807,359.2568747997284,,0.0017253616824746132,,0.004506267607212067,-1.6983630657196045,0.584103524684906,8.287250238936394e-05,2.163555473089218e-05,361984,1763260444.3568738,0.0011757127940654755,0.0,1091.0
3847,363.0557065010071,,-0.002204444259405136,,0.0008654306293465197,0.3628383278846741,0.5886712670326233,8.041474939091131e-05,0.0001222025603055954,366080,1763260448.1557055,0.0009947270154953003,0.0,1091.0
3879,366.0495414733887,500.0,,500.0,,,,,,369326,1763260451.1495404,,,
3883,366.51323986053467,,-2.3079104721546173e-05,,0.00035384087823331356,-0.17312681674957275,0.5601763129234314,7.818740414222702e-05,1.5739351511001587e-07,369792,1763260451.6132388,8.431822061538696e-05,0.0,1091.0
3884,366.52558970451355,500.0,,500.0,,,,,,369826,1763260451.6255887,,,
3887,366.8478012084961,,-0.0007953047752380371,,0.00048734573647379875,-0.20827102661132812,0.5743178725242615,7.795698911650106e-05,5.5788084864616394e-05,370176,1763260451.9478002,-0.0032604075968265533,0.0,1091.0
3891,367.1784710884094,,-0.004427043721079826,,0.003335756715387106,-2.3954975605010986,0.5376783013343811,7.77265740907751e-05,0.00016331300139427185,370560,1763260452.27847,-0.007039766758680344,0.0,1091.0
3898,367.8284013271332,500.0,,500.0,,,,,,371326,1763260452.9284003,,,
3912,369.15308713912964,,0.0014611445367336273,,0.000382143392926082,0.005315721035003662,0.5442908406257629,7.642088894499466e-05,2.78521329164505e-05,372736,1763260454.253086,0.0003520585596561432,0.0,1091.0
3915,369.412086725235,,-0.0018322337418794632,,0.002881124848499894,-0.14032435417175293,0.5391742587089539,7.626727892784402e-05,3.6675482988357544e-05,372992,1763260454.5120857,-0.0004865303635597229,0.0,1091.0
3928,370.57826709747314,500.0,,500.0,,,,,,374326,1763260455.678266,,,
3944,372.0395748615265,,0.006395647302269936,,67.32280731201172,6.693601608276367e-05,0.5457794070243835,7.450077100656927e-05,0.00021028146147727966,375936,1763260457.1395738,0.001872912049293518,0.0,1091.0
3945,372.1484878063202,,-0.00012509245425462723,,0.0031649419106543064,-4.627574443817139,0.46771782636642456,7.442396599799395e-05,2.371426671743393e-05,376064,1763260457.2484868,0.004667520523071289,0.0,1091.0
3946,372.258367061615,,-0.0003787670284509659,,0.0006215146859176457,-0.13022971153259277,0.582328200340271,7.434716098941863e-05,7.245689630508423e-06,376192,1763260457.358366,-0.0003262162208557129,0.0,1091.0
3954,372.9624183177948,,-0.001261693425476551,,0.0030143416952341795,0.4995919466018677,0.5391396284103394,7.38863309379667e-05,0.00015384051948785782,376960,1763260458.0624173,-0.0004560723900794983,0.0,1091.0
3963,373.78006196022034,,0.0037372466176748276,,409.4049987792969,0.00011211633682250977,0.5809957981109619,7.334869587793946e-05,0.00014661997556686401,377856,1763260458.880061,0.004284992814064026,0.0,1091.0
3969,374.3346633911133,,0.0018862728029489517,,0.003583582118153572,0.2781810164451599,0.500321626663208,7.296467083506286e-05,0.0002629607915878296,378496,1763260459.4346623,-0.0025435909628868103,0.0,1091.0
3981,375.4761083126068,,-0.0013104677200317383,,0.0006101691396906972,-0.218613862991333,0.497763067483902,7.219662074930966e-05,0.0001920834183692932,379776,1763260460.5761073,0.004637949168682098,0.0,1092.0
3983,375.6235599517822,,4.0592625737190247e-05,,410.3777160644531,0.00016069412231445312,0.5957353711128235,7.211981574073434e-05,1.1449679732322693e-05,379904,1763260460.723559,5.831196904182434e-05,0.0,1091.0
3997,376.8875787258148,500.0,,500.0,,,,,,381326,1763260461.9875777,,,
4020,379.0917937755585,,0.004043237306177616,,0.00045542570296674967,-0.22789323329925537,0.5739997029304504,6.981566548347473e-05,7.818732410669327e-05,383744,1763260464.1917927,0.00042354315519332886,0.0,1092.0
4059,382.64429473876953,,-0.0076422179117798805,,0.0005837841308675706,0.1633305549621582,0.5088402032852173,6.743471749359742e-05,0.0007279207929968834,387712,1763260467.7442937,0.0012558624148368835,0.0,1092.0
4087,385.239590883255,,-0.0008724294602870941,,0.0030270186252892017,-0.0435633659362793,0.49118900299072266,6.574500730494037e-05,0.0003285221755504608,390528,1763260470.3395898,-0.005930997431278229,0.0,1092.0
4091,385.574107170105,,-0.0012277550995349884,,361.6914367675781,3.3736228942871094e-05,0.5337255001068115,6.551459227921441e-05,8.735805749893188e-06,390912,1763260470.6741061,-0.00035435333847999573,0.0,1092.0
4105,386.8334119319916,500.0,,500.0,,,,,,392326,1763260471.933411,,,
4109,387.2386541366577,500.0,,500.0,,,,,,392826,1763260472.338653,,,
4115,387.7548623085022,,0.00044043827801942825,,697.79541015625,2.8431415557861328e-05,0.603475034236908,6.405529711628333e-05,2.731848508119583e-05,393344,1763260472.8548613,0.0017976928502321243,0.0,1092.0
4119,388.15102648735046,500.0,,500.0,,,,,,393826,1763260473.2510254,,,
4144,390.4498679637909,500.0,,500.0,,,,,,396326,1763260475.549867,,,
4150,390.9853484630585,,-0.0011952891945838928,,446.8111267089844,0.0002186894416809082,0.5024484992027283,6.190476415213197e-05,3.0172988772392273e-05,396928,1763260476.0853474,-0.00016388669610023499,0.0,1092.0
4168,392.65180492401123,500.0,,500.0,,,,,,398826,1763260477.7518039,,,
4184,394.10334515571594,,-0.0020742546766996384,,450.4627380371094,-2.6106834411621094e-05,0.5340496301651001,5.983102892059833e-05,5.941838026046753e-05,400384,1763260479.203344,-0.0009557530283927917,0.0,1092.0
4194,395.0933573246002,,-0.0005459785461425781,,568.162353515625,4.202127456665039e-05,0.525816023349762,5.9216588851995766e-05,1.921132206916809e-05,401408,1763260480.1933563,-0.0010315999388694763,0.0,1092.0
4199,395.60639333724976,,-0.0006329091265797615,,310.6942443847656,-8.213520050048828e-05,0.5553865432739258,5.8909368817694485e-05,1.826789230108261e-05,401920,1763260480.7063923,-0.0020854398608207703,0.0,1092.0
4224,398.04303908348083,,0.00024804286658763885,,0.0024347708094865084,0.09210348129272461,0.5579271912574768,5.737327228416689e-05,5.014985799789429e-05,404480,1763260483.143038,0.0025707948952913284,0.0,1092.0
4229,398.5580732822418,,-0.00040665827691555023,,0.0024335612542927265,0.1831722855567932,0.5086618661880493,5.7066052249865606e-05,2.0056962966918945e-05,404992,1763260483.6580722,-0.0017636828124523163,0.0,1092.0
4243,399.8959114551544,,0.0003362838178873062,,149.2938232421875,0.00022333860397338867,0.5723481178283691,5.6221197155537084e-05,1.8093734979629517e-05,406400,1763260484.9959104,0.0009254626929759979,0.0,1091.0
4246,400.1184387207031,,-0.003984649665653706,,349.4789733886719,0.000498354434967041,0.45261693000793457,5.606758713838644e-05,7.651839405298233e-05,406656,1763260485.2184377,0.0024790726602077484,0.0,1091.0
4252,400.7125177383423,,0.002484828233718872,,0.003103578696027398,0.013966679573059082,0.5659806132316589,5.568356209550984e-05,3.032013773918152e-05,407296,1763260485.8125167,0.0005184486508369446,0.0,1091.0
4254,400.9319806098938,,0.0009063482284545898,,0.0007744318572804332,-0.08875823020935059,0.5482176542282104,5.552995571633801e-05,0.00014199130237102509,407552,1763260486.0319796,0.0019405893981456757,0.0,1091.0
4255,400.96852922439575,500.0,,500.0,,,,,,407655,1763260486.0685282,,,
4273,402.63646268844604,,-0.0006224419921636581,,0.0007715942338109016,-0.13859820365905762,0.5909635424613953,5.4377880587708205e-05,3.564916551113129e-05,409472,1763260487.7364616,0.0008039362728595734,0.0,1092.0
4276,402.8935434818268,,-0.0034939581528306007,,232.0428924560547,1.2695789337158203e-05,0.5372309684753418,5.4224270570557564e-05,0.00014976691454648972,409728,1763260487.9935424,-0.004647120833396912,0.0,1092.0
4277,403.00297927856445,,0.0017417864874005318,,0.00273439334705472,0.44673943519592285,0.4980364441871643,5.4147465561982244e-05,4.907045513391495e-05,409856,1763260488.1029782,-0.0014757569879293442,0.0,1092.0
4278,403.113276720047,,0.001879408024251461,,0.0007542967214249074,-0.29158449172973633,0.5759285092353821,5.4070660553406924e-05,1.330394297838211e-05,409984,1763260488.2132757,-0.0007017478346824646,0.0,1092.0
4288,404.05481576919556,,-0.005852092057466507,,0.0008447914151474833,-0.10296773910522461,0.5071858763694763,5.345622048480436e-05,0.00015914998948574066,411008,1763260489.1548147,-0.002541661262512207,0.0,1092.0
4290,404.1812982559204,500.0,,500.0,,,,,,411155,1763260489.2812972,,,
4292,404.4134223461151,,0.00020369980484247208,,0.0026341460179537535,0.24603325128555298,0.5324335694313049,5.32258054590784e-05,2.6722438633441925e-05,411392,1763260489.5134213,-0.0030943788588047028,0.0,1092.0
4314,406.4629456996918,500.0,,500.0,,,,,,413655,1763260491.5629447,,,
4318,406.90363335609436,,0.0002900063991546631,,0.0007045388920232654,-0.15386497974395752,0.5373165607452393,5.161290391697548e-05,2.0613893866539e-05,414080,1763260492.0036323,1.8268823623657227e-05,0.0,1091.0
4346,409.4959111213684,,0.001552061177790165,,0.0026702629402279854,-0.06514143943786621,0.586433470249176,4.992319372831844e-05,4.586856812238693e-05,416896,1763260494.59591,-0.0028679929673671722,0.0,1091.0
4366,411.39694118499756,,-0.000512322410941124,,0.0008228556253015995,0.012004315853118896,0.5878884792327881,4.869431722909212e-05,5.5851414799690247e-05,418944,1763260496.4969401,-0.0009533492848277092,0.0,1091.0
4372,411.99261593818665,,0.0018787877634167671,,0.000647024717181921,-0.06863367557525635,0.583786129951477,4.831029218621552e-05,3.327708691358566e-05,419584,1763260497.092615,-0.0017685219645500183,0.0,1091.0
4377,412.4744324684143,,-0.0007351618260145187,,0.0006898227147758007,-0.2606852054595947,0.592961847782135,4.800307215191424e-05,1.3697892427444458e-05,420096,1763260497.5744314,0.0008132308721542358,0.0,1091.0
4378,412.4954173564911,500.0,,500.0,,,,,,420155,1763260497.5954163,,,
4387,413.45642709732056,,0.0003505302593111992,,0.0006652091979049146,-0.35488104820251465,0.5658056139945984,4.738863208331168e-05,8.333753794431686e-05,421120,1763260498.556426,0.0025423429906368256,0.0,1091.0
4396,414.24957752227783,,-0.00017884932458400726,,0.0008796073962002993,-0.5640017986297607,0.5304545164108276,4.6850997023284435e-05,2.1904706954956055e-05,422016,1763260499.3495765,-0.0007037371397018433,0.0,1091.0
4413,415.7896468639374,,-0.00011857785284519196,,378.8336181640625,-2.0623207092285156e-05,0.5178622603416443,4.585253554978408e-05,1.4470890164375305e-05,423680,1763260500.8896458,-0.0013357102870941162,0.0,1091.0
4415,416.0082514286041,,0.00012934766709804535,,0.0009809867478907108,0.047519564628601074,0.5289028882980347,4.569892553263344e-05,4.536285996437073e-05,423936,1763260501.1082504,0.0011888369917869568,0.0,1091.0
4456,419.8665280342102,500.0,,500.0,,,,,,428155,1763260504.966527,,,
4470,421.2500307559967,,-0.00048283766955137253,,0.0007101405062712729,0.2781301736831665,0.5146691799163818,4.2319508793298155e-05,5.387701094150543e-06,429568,1763260506.3500297,0.0001973658800125122,0.0,1091.0
4478,421.95491075515747,,0.0033350270241498947,,0.0029262020252645016,-0.5586122274398804,0.5647177696228027,4.1858678741846234e-05,5.478411912918091e-05,430336,1763260507.0549097,-0.0030063167214393616,0.0,1091.0
4480,422.17390727996826,,-0.0006153145805001259,,0.0006227692938409746,-0.04862773418426514,0.5581146478652954,4.170506872469559e-05,1.4015473425388336e-05,430592,1763260507.2739062,2.5443732738494873e-06,0.0,1091.0
4492,423.21166229248047,,-0.0005571097135543823,,551.8525390625,0.0002396702766418457,0.5465531945228577,4.101382364751771e-05,6.372109055519104e-06,431744,1763260508.3116612,0.0002817213535308838,0.0,1091.0
4496,423.5543358325958,500.0,,500.0,,,,,,432155,1763260508.6543348,,,
4498,423.8027193546295,,-0.0007298039272427559,,0.002686931286007166,-0.6697676181793213,0.5406895875930786,4.062979860464111e-05,9.705312550067902e-06,432384,1763260508.9027183,0.0006442554295063019,0.0,1091.0
4520,425.75145983695984,500.0,,500.0,,,,,,434655,1763260510.8514588,,,
4522,425.9783761501312,,0.001767144538462162,,0.0021964539773762226,-0.17249667644500732,0.4778345823287964,3.917050707968883e-05,3.866013139486313e-05,434816,1763260511.078375,0.0012513045221567154,0.0,1091.0
4524,426.196501493454,,0.0016389861702919006,,0.0007542335661128163,0.0052405595779418945,0.5480719208717346,3.901689706253819e-05,6.3309445977211e-05,435072,1763260511.2965004,-0.0013602375984191895,0.0,1091.0
4525,426.22731351852417,500.0,,500.0,,,,,,435155,1763260511.3273125,,,
4527,426.4210629463196,,0.0005226479843258858,,0.0022357944399118423,0.09005367755889893,0.5618921518325806,3.886328704538755e-05,1.8571503460407257e-05,435328,1763260511.521062,-0.001020573079586029,0.0,1091.0
4531,426.7551009654999,,0.00018537789583206177,,469.02685546875,0.0005327463150024414,0.5049488544464111,3.863287201966159e-05,1.7229467630386353e-06,435712,1763260511.8551,0.0005764290690422058,0.0,1091.0
4533,427.00974678993225,,0.0003830045461654663,,0.0010407248046249151,0.2390742301940918,0.5272908806800842,3.847926200251095e-05,0.00017174333333969116,435968,1763260512.1097457,-0.00408598780632019,0.0,1091.0
4534,427.128146648407,,-0.00011289771646261215,,0.000836001243442297,-0.6986197233200073,0.5033828020095825,3.840245699393563e-05,0.00013641733676195145,436096,1763260512.2281456,0.0011684251949191093,0.0,1091.0
4555,429.06503987312317,500.0,,500.0,,,,,,438155,1763260514.1650388,,,
4557,429.28191447257996,,-0.0017726961523294449,,0.0021963147446513176,0.029828369617462158,0.5774832367897034,3.701997047755867e-05,2.7040019631385803e-05,438400,1763260514.3819134,-0.0005866661667823792,0.0,1091.0
4562,429.72590136528015,,0.0018049776554107666,,0.001200336148031056,-0.10529756546020508,0.5528247952461243,3.671275044325739e-05,5.444325506687164e-05,438912,1763260514.8259003,-0.0021858178079128265,0.0,1091.0
4576,431.0163140296936,,-0.00016213580965995789,,0.0022567524574697018,0.07368367910385132,0.5809099674224854,3.586789534892887e-05,2.3581087589263916e-06,440320,1763260516.116313,-0.0004672948271036148,0.0,1091.0
4613,434.43310022354126,500.0,,500.0,,,,,,444155,1763260519.5330992,,,
4626,435.6502387523651,,5.6206248700618744e-05,,0.0011431993916630745,0.04011780023574829,0.5871844291687012,3.2795698643894866e-05,1.848209649324417e-05,445440,1763260520.7502377,-0.0019613727927207947,0.0,1091.0
4635,436.45894050598145,,-0.0017056921496987343,,0.002284485148265958,0.2670246958732605,0.6103071570396423,3.2258063583867624e-05,2.61673703789711e-05,446336,1763260521.5589395,-0.0008262321352958679,0.0,1091.0
4641,437.0122220516205,,-0.00196815375238657,,0.0010490339482203126,-0.21486389636993408,0.6171703338623047,3.187403854099102e-05,8.738599717617035e-06,446976,1763260522.112221,-0.0009983107447624207,0.0,1092.0
4644,437.26434087753296,,0.0015671420842409134,,489.8428039550781,0.00011169910430908203,0.5830112099647522,3.172042852384038e-05,1.2954697012901306e-05,447232,1763260522.3643398,-0.0010018125176429749,0.0,1091.0
4661,438.7643482685089,500.0,,500.0,,,,,,448929,1763260523.8643472,,,
4675,440.05220890045166,500.0,,500.0,,,,,,450429,1763260525.1522079,,,
4691,441.5960569381714,,0.0024697305634617805,,515.785400390625,-0.00029790401458740234,0.58431077003479,2.8878648663521744e-05,2.5846995413303375e-05,451968,1763260526.696056,0.0015763640403747559,0.0,1091.0
4709,443.28810143470764,,-0.002913115546107292,,0.0010892777936533093,-0.0569608211517334,0.494788259267807,2.7726575353881344e-05,0.0001342669129371643,453888,1763260528.3881004,-0.004047255963087082,0.0,1092.0
4713,443.6651711463928,,0.0005427338182926178,,0.0012136329896748066,-0.03627729415893555,0.5753580927848816,2.7496160328155383e-05,2.7574598789215088e-05,454272,1763260528.76517,-4.6465545892715454e-05,0.0,1092.0
4738,445.86754083633423,,-0.00021748803555965424,,232.95150756835938,0.000515282154083252,0.535772979259491,2.6036866984213702e-05,6.103888154029846e-06,456704,1763260530.9675398,0.0009822044521570206,0.0,1092.0
4739,445.9771993160248,,-0.00048380717635154724,,0.0024030175991356373,-0.005818009376525879,0.573416531085968,2.5960061975638382e-05,2.780929207801819e-06,456832,1763260531.0771983,-8.612871170043945e-05,0.0,1092.0
4741,446.21072602272034,,-0.0015343111008405685,,0.0012433124938979745,-0.7669121026992798,0.527317225933075,2.580645195848774e-05,1.1110678315162659e-05,457088,1763260531.310725,-0.00038746558129787445,0.0,1092.0
4743,446.3219907283783,,0.00024368427693843842,,325.2638854980469,0.000264585018157959,0.5544116497039795,2.572964694991242e-05,2.695247530937195e-06,457216,1763260531.4219897,-0.00022889673709869385,0.0,1092.0
4754,447.3512852191925,,-0.0011579189449548721,,0.0020946396980434656,-0.16682446002960205,0.5965360999107361,2.503840187273454e-05,5.889683961868286e-06,458368,1763260532.4512842,-0.0009268894791603088,0.0,1092.0
4772,449.00633120536804,,-0.0005783801898360252,,295.1836242675781,-5.221366882324219e-05,0.5537408590316772,2.396313357166946e-05,3.4263357520103455e-06,460160,1763260534.1063302,-0.00023612380027770996,0.0,1092.0
4786,450.28247928619385,500.0,,500.0,,,,,,461646,1763260535.3824782,,,
4787,450.3654429912567,,-0.0021607540547847748,,301.4069519042969,0.00017893314361572266,0.5212292671203613,2.304147528775502e-05,8.942559361457825e-06,461696,1763260535.465442,0.0004258379340171814,0.0,1092.0
4788,450.4753041267395,,-5.9993937611579895e-05,,0.0022150452714413404,-0.044706106185913086,0.5032329559326172,2.29646702791797e-05,5.770474672317505e-06,461824,1763260535.575303,3.913789987564087e-05,0.0,1092.0
4796,451.1927433013916,500.0,,500.0,,,,,,462646,1763260536.2927423,,,
4799,451.50384402275085,,-8.977949619293213e-07,,0.0015254616737365723,0.04865008592605591,0.6050319671630859,2.2273425202001818e-05,1.860782504081726e-06,462976,1763260536.603843,0.0002419501543045044,0.0,1092.0
4806,452.1048843860626,500.0,,500.0,,,,,,463646,1763260537.2048833,,,
4809,452.42479062080383,,-0.0002973116934299469,,0.0012896888656541705,0.16391396522521973,0.5702066421508789,2.165898695238866e-05,1.9419938325881958e-05,464000,1763260537.5247896,-0.001590728759765625,0.0,1092.0
4813,452.75751185417175,,0.0012676334008574486,,0.0020994171500205994,-0.10485899448394775,0.5435199737548828,2.14285719266627e-05,1.0044313967227936e-05,464384,1763260537.8575108,0.0005902796983718872,0.0,1092.0
4851,456.2289204597473,,0.0002637505531311035,,539.0824584960938,7.212162017822266e-05,0.5670186877250671,1.9124423488392495e-05,1.1762604117393494e-05,468224,1763260541.3289194,-9.297579526901245e-05,0.0,1092.0
4852,456.33866453170776,,0.00011895876377820969,,0.0019365426851436496,0.14882498979568481,0.5894943475723267,1.9047618479817174e-05,7.60890543460846e-07,468352,1763260541.4386635,0.00013595819473266602,0.0,1092.0
4859,457.00152492523193,,-9.213108569383621e-05,,0.0011946815066039562,-0.07677412033081055,0.588947057723999,1.8586790247354656e-05,9.129755198955536e-06,469120,1763260542.1015239,0.0008007287979125977,0.0,1092.0
4868,457.8303122520447,,0.0006894310936331749,,0.0014095236547291279,-0.4971170425415039,0.5631768703460693,1.8049155187327415e-05,1.2430362403392792e-05,470016,1763260542.9303112,0.0004632622003555298,0.0,1092.0
4874,458.3448815345764,500.0,,500.0,,,,,,470646,1763260543.4448805,,,
4878,458.76193404197693,,0.0007691923528909683,,0.000982298282906413,-0.21246731281280518,0.5791652202606201,1.7434715118724853e-05,3.8193538784980774e-05,471040,1763260543.861933,-0.002539128065109253,0.0,1092.0
4882,459.0933175086975,,0.0014618653804063797,,0.0011308618122711778,-0.11413156986236572,0.5965276956558228,1.7204301911988296e-05,1.3880431652069092e-05,471424,1763260544.1933165,-0.0003786161541938782,0.0,1092.0
4915,462.1336188316345,,0.0011430494487285614,,291.17620849609375,0.0002205967903137207,0.5454167723655701,1.5207373508019373e-05,5.465000867843628e-06,474752,1763260547.2336178,-0.0004993230104446411,0.0,1092.0
4920,462.612731218338,,0.0001315530389547348,,473.5893859863281,7.718801498413086e-05,0.5675123333930969,1.4900153473718092e-05,1.8067657947540283e-06,475264,1763260547.7127302,5.2381306886672974e-05,0.0,1092.0
4932,463.7542839050293,,1.6693957149982452e-05,,0.00113032350782305,-0.17952096462249756,0.6141335964202881,1.4132104297459591e-05,2.1141022443771362e-07,476544,1763260548.8542829,-6.936490535736084e-05,0.0,1092.0
4933,463.7902476787567,500.0,,500.0,,,,,,476646,1763260548.8902466,,,
4939,464.3062129020691,,-0.0002340618520975113,,385.0601501464844,-3.4928321838378906e-05,0.5657519698143005,1.3748080164077692e-05,3.974884748458862e-06,477184,1763260549.4062119,-6.34416937828064e-05,0.0,1092.0
4946,465.0107276439667,,3.784801810979843e-05,,0.0012996888253837824,-0.18139123916625977,0.5510014295578003,1.328725011262577e-05,3.86405736207962e-06,477952,1763260550.1107266,0.00011584814637899399,0.0,1092.0
4953,465.6741940975189,500.0,,500.0,,,,,,478646,1763260550.774193,,,
4958,466.1105854511261,500.0,,500.0,,,,,,479146,1763260551.2105844,,,
4963,466.5479815006256,500.0,,500.0,,,,,,479646,1763260551.6479805,,,
4971,467.35241866111755,,-0.0009115757420659065,,0.0014591235667467117,-0.2075788974761963,0.562985360622406,1.1751151760108769e-05,1.2555159628391266e-05,480512,1763260552.4524176,-0.0008151009678840637,0.0,1092.0
4972,467.46356654167175,,-0.00012994837015867233,,0.0013269573682919145,0.2351139783859253,0.6030459403991699,1.1674346751533449e-05,3.351829946041107e-06,480640,1763260552.5635655,-0.0002600550651550293,0.0,1092.0
4978,467.9462010860443,,2.1120533347129822e-05,,239.75558471679688,8.624792098999023e-05,0.5287526249885559,1.136712762672687e-05,5.159527063369751e-06,481152,1763260553.0462,0.00029005110263824463,0.0,1092.0
