_step,losses/approx_kl,losses/old_approx_kl,charts/SPS,losses/clipfrac,losses/policy_loss,global_step,charts/learning_rate,_runtime,losses/value_loss,_timestamp,losses/entropy,charts/episodic_return,losses/explained_variance,charts/episodic_length
1234,,,,,,106684,,126.82390904426575,,1763260211.8850172,,500.0,,500.0
1245,0.0014768308028578758,0.0044218143448233604,1076.0,0.0,-0.01397433876991272,107776,0.00023540706024505198,127.84183287620544,218.74229431152344,1763260212.902941,0.581813633441925,,0.0007030367851257324,
1254,,,,,,108684,,128.65906286239624,,1763260213.720171,,500.0,,500.0
1271,0.00017120596021413803,-0.0015345839783549309,1076.0,0.0,0.004782829433679581,110592,0.00023371736460831016,130.458909034729,0.00011828017886728048,1763260215.5200171,0.45764705538749695,,-0.30332422256469727,
1299,0.001060514710843563,-0.00014072749763727188,1076.0,0.0,-0.010540381073951721,113408,0.00023202765441965312,133.13589715957642,0.005342734977602959,1763260218.1970053,0.4182257652282715,,0.0757899284362793,
1339,0.005746548995375633,-0.01403170358389616,1077.0,0.01171875,-0.017919063568115234,117504,0.00022956989414524287,136.83264994621277,0.0008167558698914945,1763260221.893758,0.47579383850097656,,0.047189414501190186,
1340,0.0033581098541617393,-0.012486630119383335,1076.0,0.0078125,-0.021282628178596497,117632,0.00022949308913666755,136.97913885116577,0.00014435473713092506,1763260222.040247,0.3917047083377838,,0.2812403440475464,
1349,6.858259439468384e-06,-0.001101020723581314,1076.0,0.0,0.000323394313454628,118528,0.0002289554540766403,137.8069417476654,0.00042901444248855114,1763260222.8680499,0.4066518545150757,,-0.15453851222991943,
1363,0.0017026811838150024,-0.0023086704313755035,1076.0,0.0,-0.009286051616072655,119936,0.00022811059898231179,139.18547677993774,0.0021260245703160763,1763260224.246585,0.4350179135799408,,0.18953412771224976,
1365,,,,,,120184,,139.33729219436646,,1763260224.3984003,,500.0,,500.0
1370,,,,,,120684,,139.77848839759827,,1763260224.8395965,,500.0,,500.0
1380,,,,,,121684,,140.69306778907776,,1763260225.754176,,500.0,,500.0
1381,0.001968035474419594,0.0030691195279359818,1076.0,0.001953125,0.010618127882480621,121728,0.0002270353288622573,140.77459692955017,309.9087829589844,1763260225.835705,0.4061095118522644,,0.0012108683586120605,
1388,0.0025459211319684982,0.006413958966732025,1077.0,0.017578125,-0.023379415273666382,122496,0.00022657449881080538,141.47777843475342,0.0010130514856427908,1763260226.5388865,0.44990068674087524,,-0.3929321765899658,
1395,,,,,,123184,,142.0538465976715,,1763260227.1149547,,500.0,,500.0
1399,0.00040664151310920715,-0.005100645124912262,1077.0,0.0,0.0007923915982246399,123648,0.0002258832537336275,142.5161852836609,0.0002474072971381247,1763260227.5772934,0.4897332489490509,,0.042389869689941406,
1405,,,,,,124184,,142.9716100692749,,1763260228.0327182,,500.0,,500.0
1432,0.0007604742422699928,-0.007241065613925457,1078.0,0.0,0.0015540868043899536,127104,0.00022380951850209385,145.63599061965942,0.00042972216033376753,1763260230.6970987,0.5163415670394897,,-2.8101606369018555,
1433,,,,,,127184,,145.66474223136902,,1763260230.7258503,,500.0,,500.0
1455,0.0008455095812678337,0.00900230836123228,1078.0,0.0,-0.007945235818624496,129408,0.0002224270283477381,147.70928621292114,0.005690175108611584,1763260232.7703943,0.4549695551395416,,0.303757905960083,
1456,6.667617708444595e-05,0.0017540277913212776,1078.0,0.0,0.000734914094209671,129536,0.00022235022333916277,147.8198103904724,0.0008579861023463309,1763260232.8809185,0.5032409429550171,,-0.9551758766174316,
1457,0.0030334321781992912,0.014781629666686058,1078.0,0.00390625,-0.017089366912841797,129664,0.00022227341833058745,147.92970752716064,0.0003452482051216066,1763260232.9908156,0.4800761342048645,,-0.9717062711715698,
1514,0.0008553806692361832,-0.00423559732735157,1080.0,0.0,0.012844733893871307,135424,0.00021881720749661326,153.1335790157318,0.005283492151647806,1763260238.1946871,0.49753379821777344,,0.4995208978652954,
1521,,,,,,136184,,153.76233196258545,,1763260238.82344,,500.0,,500.0
1525,0.006480405107140541,0.02299637533724308,1080.0,0.0078125,-0.00926092267036438,136576,0.00021812596241943538,154.1667058467865,0.00022052606800571084,1763260239.227814,0.4360664486885071,,0.16542845964431763,
1527,0.0011358773335814476,-0.01062228623777628,1080.0,0.001953125,-0.007650785148143768,136704,0.00021804915741086006,154.27919483184814,573.8214111328125,1763260239.340303,0.444314569234848,,0.0007543563842773438,
1529,0.0012676753103733063,0.008991194888949394,1080.0,0.001953125,-0.014896750450134277,136960,0.00021789554739370942,154.49911403656006,0.0006713862530887127,1763260239.5602221,0.477396160364151,,0.2174433469772339,
1534,0.002178531140089035,0.006121572107076645,1080.0,0.0,-0.00010781362652778625,137472,0.00021758832735940814,154.97766494750977,0.0009622115176171064,1763260240.038773,0.45166075229644775,,0.5464253425598145,
1536,,,,,,137684,,155.11658239364624,,1763260240.1776905,,500.0,,500.0
1543,2.1183863282203674e-05,0.00039463676512241364,1080.0,0.0,-0.0018355213105678558,138368,0.0002170506922993809,155.79245567321777,0.0030343513935804367,1763260240.8535638,0.43981367349624634,,0.693423867225647,
1545,0.002513706684112549,-0.01086391881108284,1080.0,0.001953125,-0.0006450861692428589,138624,0.00021689708228223026,156.0139443874359,0.0005701121990568936,1763260241.0750525,0.48083439469337463,,-1.3072738647460938,
1546,,,,,,138684,,156.03672981262207,,1763260241.097838,,500.0,,500.0
1558,0.0022617196664214134,0.021184531971812248,1080.0,0.0,-0.015358366072177887,139904,0.00021612903219647706,157.1673288345337,0.005422605667263269,1763260242.228437,0.5482836961746216,,0.8704994320869446,
1559,0.011332186870276928,-0.014311054721474648,1081.0,0.017578125,0.04376963526010513,140032,0.00021605222718790174,157.27908086776733,0.0016780550358816981,1763260242.340189,0.5270192623138428,,-0.4971761703491211,
1563,0.004458444193005562,0.019987022504210472,1081.0,0.015625,-0.00705510750412941,140416,0.00021582181216217577,157.61315417289734,0.0060327742248773575,1763260242.6742623,0.4581112563610077,,0.6117680072784424,
1566,,,,,,140684,,157.8780403137207,,1763260242.9391484,,500.0,,500.0
1588,3.6619603633880615e-05,-0.0037205033004283905,1081.0,0.0,-0.0016385223716497421,143104,0.00021420890698209405,160.06526851654053,0.0003385411691851914,1763260245.1263766,0.5135712623596191,,-4.124846935272217,
1589,,,,,,143184,,160.09305024147034,,1763260245.1541584,,500.0,,500.0
1597,0.002894144505262375,0.011351777240633965,1081.0,0.005859375,-0.009300585836172104,144000,0.0002136712719220668,160.84719705581665,0.0010342879686504602,1763260245.9083052,0.3529995381832123,,0.8914212584495544,
1607,0.0008237138390541077,0.002563558518886566,1081.0,0.0,0.0009786859154701233,145024,0.00021305683185346425,161.77765202522278,0.0019535552710294724,1763260246.8387601,0.44376909732818604,,-2.9073734283447266,
1609,,,,,,145184,,161.94481086730957,,1763260247.005919,,500.0,,500.0
1610,4.9266964197158813e-05,0.0006618816405534744,1081.0,0.0,-0.0008904710412025452,145280,0.0002129032218363136,162.06565761566162,177.57537841796875,1763260247.1267657,0.4026300013065338,,0.0035254359245300293,
1612,0.0009298529475927353,0.005607645958662033,1081.0,0.0,0.0011608637869358063,145536,0.00021274961181916296,162.29946112632751,0.0012122155167162418,1763260247.3605692,0.45407605171203613,,-0.7591063976287842,
1626,0.003104599192738533,-0.008552659302949905,1081.0,0.001953125,-0.002284778282046318,146944,0.00021190475672483444,163.55698227882385,0.0008763324003666639,1763260248.6180904,0.3710058927536011,,0.5656357407569885,
1638,,,,,,148184,,164.6290979385376,,1763260249.690206,,500.0,,500.0
1687,,,,,,153184,,169.17402577400208,,1763260254.235134,,500.0,,500.0
1732,0.002880902960896492,0.007230080664157867,1081.0,0.001953125,-0.01815040037035942,157824,0.00020537634554784745,173.6190915107727,0.007537019904702902,1763260258.6801996,0.39811283349990845,,-1.7654244899749756,
1745,,,,,,159184,,174.8302047252655,,1763260259.8913128,,500.0,,500.0
1753,0.004405846819281578,0.005964482203125954,1082.0,0.009765625,-0.03145983815193176,160000,0.000204070660402067,175.58717966079712,0.0004890864947810769,1763260260.6482878,0.4262019395828247,,0.3764423727989197,
1754,0.00098410714417696,-0.004289691336452961,1082.0,0.0,0.0033234506845474243,160128,0.00020399385539349169,175.73191332817078,0.0003183929075021297,1763260260.7930214,0.44304394721984863,,-0.09469020366668701,
1765,,,,,,161184,,176.633606672287,,1763260261.6947148,,500.0,,500.0
1768,0.00048017222434282303,0.0008622528985142708,1082.0,0.0,-0.004404902458190918,161536,0.00020314900029916316,177.0077896118164,0.0011018370278179646,1763260262.0688977,0.37329989671707153,,-1.0761744976043701,
1777,0.00030259881168603897,-0.0008694687858223915,1082.0,0.0,-0.0019543245434761047,162432,0.00020261136523913592,177.86240911483765,0.005996145308017731,1763260262.9235172,0.4621084928512573,,0.35271626710891724,
1818,0.0006648991256952286,0.008357323706150055,1082.0,0.0,-0.010938763618469238,166656,0.00020007679995615035,181.74559831619263,0.0002497765817679465,1763260266.8067064,0.42693161964416504,,0.12487870454788208,
1823,0.0008711246773600578,-0.006353619508445263,1082.0,0.0,-0.0008137933909893036,167168,0.00019976957992184907,182.22154664993286,0.0002362540690228343,1763260267.2826548,0.4054422080516815,,-0.9926413297653198,
1851,0.00016843155026435852,-0.0018979143351316452,1082.0,0.0,-0.0015811286866664886,169984,0.00019807988428510725,184.81472373008728,0.0003040403826162219,1763260269.8758318,0.44047296047210693,,-0.5414453744888306,
