_step,losses/approx_kl,losses/old_approx_kl,charts/SPS,losses/clipfrac,losses/policy_loss,global_step,charts/learning_rate,_runtime,losses/value_loss,_timestamp,losses/entropy,charts/episodic_return,losses/explained_variance,charts/episodic_length
1856,0.0017576087266206741,0.02258332446217537,1082.0,0.00390625,-0.008007630705833435,170496,0.00019777266425080597,185.29784274101257,0.00010293129889760166,1763260270.3589509,0.49882322549819946,,-0.8812247514724731,
1868,,,,,,171684,,186.34394311904907,,1763260271.4050512,,500.0,,500.0
1873,,,,,,172184,,186.7850251197815,,1763260271.8461332,,500.0,,500.0
1877,0.0004973514005541801,-0.008309663273394108,1082.0,0.0,0.004482414573431015,172672,0.00019646697910502553,187.27220153808594,0.00037196563789620996,1763260272.3333097,0.4375225007534027,,-0.7935448884963989,
1886,,,,,,173684,,188.1245894432068,,1763260273.1856976,,500.0,,500.0
1895,0.00034352857619524,0.01081030536442995,1082.0,0.001953125,-0.0023675337433815002,174592,0.00019531490397639573,189.01606392860413,0.00028782134177163243,1763260274.077172,0.47367700934410095,,-0.3343017101287842,
1903,0.0002831779420375824,-0.0026395507156848907,1082.0,0.0,0.003948122262954712,175360,0.0001948540739249438,189.75030851364136,0.007297242060303688,1763260274.8114166,0.48212283849716187,,0.21737682819366455,
1906,,,,,,175684,,189.99659848213196,,1763260275.0577066,,500.0,,500.0
1918,0.0010734526440501213,-0.004866407252848148,1082.0,0.0,-0.01318274438381195,176896,0.00019393241382203996,191.11352443695068,0.00789723452180624,1763260276.1746325,0.4064130485057831,,-0.06725633144378662,
1920,0.0017320653423666954,-0.004851932637393475,1082.0,0.001953125,-0.002486577257514,177152,0.00019377880380488932,191.36919903755188,0.00013735893298871815,1763260276.4303071,0.45122432708740234,,0.3204262852668762,
1945,,,,,,179684,,193.64437413215637,,1763260278.7054822,,500.0,,500.0
1959,0.002596690319478512,0.015121896751224995,1083.0,0.00390625,0.004713469184935093,181120,0.0001913978485390544,194.9766149520874,0.00030473555671051145,1763260280.037723,0.48573732376098633,,-0.015721797943115234,
1973,0.005796800367534161,-0.018594980239868164,1083.0,0.021484375,-0.003737460821866989,182528,0.00019055299344472587,196.26266646385193,0.0003331333282403648,1763260281.3237746,0.5528258085250854,,-0.0671302080154419,
1985,,,,,,183684,,197.30200099945068,,1763260282.363109,,500.0,,500.0
1991,0.0005370071157813072,0.011546104215085506,1083.0,0.0,-0.008196353912353516,184320,0.0001894777233246714,197.89771270751953,0.007422007154673338,1763260282.9588208,0.45479947328567505,,-1.6645078659057617,
2002,0.0016314703971147537,0.007420150563120842,1083.0,0.0,-0.006171397864818573,185472,0.0001887864782474935,198.96168422698975,0.0004622933338396251,1763260284.0227923,0.4708726406097412,,-0.1664419174194336,
2007,0.0034696394577622414,-0.029636897146701813,1083.0,0.0,-0.033410996198654175,185984,0.00018847925821319222,199.42578601837158,0.0004786542849615216,1763260284.4868941,0.45470595359802246,,-0.37050700187683105,
2016,0.0032941680401563644,0.020841646939516068,1083.0,0.0,-0.0042784735560417175,186880,0.00018794162315316498,200.24201226234436,0.006357879377901554,1763260285.3031204,0.42258554697036743,,-0.020696163177490234,
2019,,,,,,187184,,200.47898244857788,,1763260285.5400906,,500.0,,500.0
2024,,,,,,187684,,200.95944499969482,,1763260286.020553,,500.0,,500.0
2027,0.00034598447382450104,0.0014569777995347977,1083.0,0.0,-0.008069837465882301,188032,0.0001872503780759871,201.2813310623169,0.0002907083253376186,1763260286.3424392,0.5059748888015747,,-0.2049626111984253,
2029,,,,,,188184,,201.4005208015442,,1763260286.461629,,500.0,,500.0
2034,,,,,,188684,,201.878431558609,,1763260286.9395397,,500.0,,500.0
2045,0.0016872705891728401,-0.024283744394779205,1083.0,0.015625,-0.0009608864784240723,189952,0.00018609831749927253,203.01795268058777,0.0001162343833129853,1763260288.0790608,0.48222261667251587,,-0.9264756441116333,
2051,0.0012304093688726425,0.006699906662106514,1083.0,0.0,-0.010410051792860031,190592,0.00018571429245639592,203.57387161254883,0.0003327138547319919,1763260288.6349797,0.5641294717788696,,-0.02221047878265381,
2052,,,,,,190684,,203.60668897628784,,1763260288.667797,,500.0,,500.0
2070,0.0006278660148382187,0.0021700989454984665,1084.0,0.0,-0.004280082881450653,192512,0.00018456221732776612,205.31111454963684,0.00030671627609990537,1763260290.3722227,0.5776526927947998,,-0.18253016471862793,
2076,0.0003805961459875107,-0.003098396584391594,1084.0,0.0,0.001096971333026886,193152,0.00018417819228488952,205.8997995853424,0.0004048155096825212,1763260290.9609077,0.4819791615009308,,-1.2448270320892334,
2093,0.0013886243104934692,-0.009229153394699097,1084.0,0.0,-0.014821905642747879,194816,0.00018317972717341036,207.37451481819153,0.00593535415828228,1763260292.435623,0.5399410724639893,,0.22700780630111694,
2094,0.0018465984612703323,-0.003990227356553078,1084.0,0.001953125,-0.0014579631388187408,194944,0.00018310292216483504,207.48382329940796,0.0005967437755316496,1763260292.5449314,0.5218774676322937,,-0.003815174102783203,
2117,0.0002709990367293358,-0.0018003759905695915,1084.0,0.0,-0.001346781849861145,197248,0.00018172043201047927,209.57760429382324,289.2790222167969,1763260294.6387124,0.5358819961547852,,0.0004253983497619629,
2141,,,,,,199684,,211.7638099193573,,1763260296.824918,,500.0,,500.0
2146,0.001025218516588211,-0.00928506813943386,1085.0,0.001953125,0.007077477872371674,200192,0.0001799539168132469,212.2386815547943,559.8012084960938,1763260297.2997897,0.49476855993270874,,0.0009049773216247559,
2147,0.0001565171405673027,-0.0018233759328722954,1085.0,0.0,-0.001162615604698658,200320,0.00017987711180467159,212.34882164001465,0.006005474366247654,1763260297.4099298,0.47584906220436096,,-0.9559166431427002,
2148,0.0014106165617704391,0.0035710353404283524,1085.0,0.001953125,0.00407152995467186,200448,0.00017980030679609627,212.46123886108398,0.0007885465165600181,1763260297.522347,0.46485036611557007,,0.19278693199157715,
2155,,,,,,201184,,213.04962396621704,,1763260298.110732,,500.0,,500.0
2172,0.0003055129200220108,0.002378063276410103,1085.0,0.0,-0.0058702826499938965,202880,0.00017834101163316518,214.64333701133728,0.007650849409401417,1763260299.7044451,0.43360376358032227,,0.44717323780059814,
2185,,,,,,204184,,215.80145049095154,,1763260300.8625586,,500.0,,500.0
2192,0.0011216755956411362,-0.00771438330411911,1085.0,0.0,0.006471641361713409,204928,0.00017711213149596006,216.498286485672,0.004847172647714615,1763260301.5593946,0.5079437494277954,,-0.42884087562561035,
2198,,,,,,205684,,217.09136533737183,,1763260302.1524734,,500.0,,500.0
2199,0.0007574548944830894,0.003531687892973423,1085.0,0.0,0.001847192645072937,205696,0.00017665130144450814,217.16362476348877,342.73919677734375,1763260302.2247329,0.4844484329223633,,0.00010412931442260742,
2211,0.002914050593972206,-0.01612040027976036,1085.0,0.005859375,-0.006192818284034729,206976,0.00017588325135875493,218.36043190956116,0.00036250826087780297,1763260303.42154,0.510741114616394,,-0.7881247997283936,
2214,0.00015153270214796066,0.0015761656686663628,1085.0,0.0,0.0001383759081363678,207232,0.0001757296413416043,218.61322712898254,72.00601959228516,1763260303.6743352,0.5020046234130859,,0.00019282102584838867,
2220,0.0003593824803829193,0.0034363549202680588,1085.0,0.0,-0.00382189080119133,207872,0.0001753456162987277,219.1680793762207,0.004419579170644283,1763260304.2291875,0.4521768093109131,,-0.09208011627197266,
2223,,,,,,208184,,219.41101956367493,,1763260304.4721277,,500.0,,500.0
2225,0.0005958331748843193,-0.004159367643296719,1085.0,0.0,-0.00017101317644119263,208384,0.0001750383962644264,219.65643906593323,0.00479807099327445,1763260304.7175472,0.5290975570678711,,-0.025432825088500977,
2226,0.0009368108585476875,-0.006454995833337307,1085.0,0.00390625,-0.0022767111659049988,208512,0.0001749615912558511,219.76555752754211,0.00027970809605903924,1763260304.8266656,0.5163068771362305,,-0.16412842273712158,
2227,6.804056465625763e-05,0.0023987628519535065,1085.0,0.0,-2.905912697315216e-05,208640,0.00017488478624727577,219.87556982040405,0.00020273379050195217,1763260304.936678,0.5583536624908447,,-0.43970489501953125,
2231,0.0007325559854507446,-0.024723632261157036,1086.0,0.00390625,-0.010307565331459045,209024,0.0001746543712215498,220.21204495429993,0.00013841157488059253,1763260305.273153,0.44469594955444336,,-0.20433056354522705,
2235,7.428228855133057e-05,-0.004001414403319359,1086.0,0.0,-0.004112154245376587,209408,0.00017442395619582385,220.54558444023132,0.004342667758464813,1763260305.6066926,0.4414355754852295,,-0.3387420177459717,
2241,0.005111850798130035,-0.017602354288101196,1086.0,0.0078125,-0.024638846516609192,210048,0.00017403994570486248,221.13672375679016,0.00034492244594730437,1763260306.1978319,0.4378194212913513,,-1.071422815322876,
2248,0.00016987696290016174,-2.2923573851585388e-05,1086.0,0.0,0.0008278032764792442,210688,0.00017365592066198587,221.73299503326416,527.8671875,1763260306.7941031,0.5022495985031128,,0.00022226572036743164,
2250,0.0009509576484560966,0.0076393848285079,1086.0,0.0,0.0020490288734436035,210944,0.00017350231064483523,221.95579409599304,0.0001117316132877022,1763260307.0169022,0.4684593677520752,,-0.12837707996368408,
2253,3.5443343222141266e-05,0.0006382046267390251,1086.0,0.0,-0.0007814131677150726,211200,0.0001733487006276846,222.17936420440674,497.89276123046875,1763260307.2404723,0.49998345971107483,,-9.965896606445312e-05,
2272,,,,,,213184,,223.93774890899658,,1763260308.998857,,500.0,,500.0
2280,0.0011640740558505058,0.004092407412827015,1086.0,0.0,0.017737075686454773,214016,0.00017165899043902755,224.6941921710968,0.00029758299933746457,1763260309.7553003,0.426100492477417,,0.07648825645446777,
2295,0.0023684799671173096,0.0017820745706558228,1086.0,0.0,-0.0059472136199474335,215552,0.0001707373303361237,226.140465259552,0.00023407096159644425,1763260311.2015734,0.44197940826416016,,-0.5419955253601074,
2298,0.00019063521176576614,-0.0024668583646416664,1086.0,0.0,-0.00047163665294647217,215808,0.00017058372031897306,226.36356854438782,137.22576904296875,1763260311.4246767,0.4342525005340576,,-6.54458999633789e-05,
2310,0.0005885399878025055,0.0005956869572401047,1086.0,0.0,-0.0047143250703811646,217088,0.00016981567023321986,227.52180218696594,0.00020794602460227907,1763260312.5829103,0.43209534883499146,,-0.7763031721115112,
2312,0.0002869069576263428,0.005482550710439682,1086.0,0.0,0.003564532846212387,217216,0.00016973886522464454,227.64180970191956,492.74114990234375,1763260312.7029178,0.44011566042900085,,-0.00020492076873779297,
2318,0.000468941405415535,0.005409177392721176,1086.0,0.0,-0.006272628903388977,217856,0.00016935484018176794,228.2749376296997,0.005550729110836983,1763260313.3360457,0.5032608509063721,,-0.3870813846588135,
2322,2.4903565645217896e-06,-0.00011171586811542511,1086.0,0.0,0.0001695379614830017,218240,0.00016912442515604198,228.60864090919495,409.74188232421875,1763260313.669749,0.5087935924530029,,-6.759166717529297e-05,
2324,0.0002554748207330704,-0.004658840596675873,1086.0,0.0,0.005154956132173538,218496,0.00016897081513889134,228.827778339386,0.00031674644560553133,1763260313.8888865,0.40943825244903564,,0.3192848563194275,
2329,0.0012214891612529755,0.011294197291135788,1086.0,0.0,-0.030496269464492798,219008,0.00016866359510459006,229.30499386787415,0.0002847547293640673,1763260314.366102,0.48108941316604614,,0.0632483959197998,
2339,0.001254906877875328,0.0031318441033363342,1086.0,0.001953125,-0.0023683682084083557,220032,0.0001680491550359875,230.22389125823975,0.00037109339609742165,1763260315.2849994,0.44440627098083496,,0.08026987314224243,
2343,0.00022762268781661987,-0.00349372997879982,1086.0,0.0,-0.0005307383835315704,220416,0.00016781874001026154,230.55624198913574,0.007224231958389282,1763260315.61735,0.36953961849212646,,-1.2151308059692383,
2348,0.00039207376539707184,0.0074027907103300095,1086.0,0.0,-0.0009389333426952362,220928,0.00016751151997596025,231.03077244758606,0.0033947022166103125,1763260316.0918806,0.5125967264175415,,-0.028328418731689453,
2354,,,,,,221684,,231.62590265274048,,1763260316.6870108,,500.0,,500.0
2363,0.00020261015743017197,-0.0006320709362626076,1087.0,0.0,2.888217568397522e-05,222592,0.0001665130548644811,232.50094199180603,0.00018132558034267277,1763260317.56205,0.448707640171051,,0.12729781866073608,
2389,,,,,,225184,,234.79637360572815,,1763260319.8574817,,500.0,,500.0
2394,,,,,,225684,,235.27493262290955,,1763260320.3360407,,500.0,,500.0
2409,0.00022656377404928207,-0.0011545056477189064,1087.0,0.0,0.0030481070280075073,227200,0.00016374807455576956,236.652441740036,532.5134887695312,1763260321.7135499,0.3579447567462921,,-8.046627044677734e-05,
2426,0.0014111893251538277,0.010189847089350224,1087.0,0.0,-0.010393381118774414,228992,0.00016267280443571508,238.32024121284485,0.00030557034187950194,1763260323.3813493,0.4911378026008606,,-1.9827091693878174,
2430,0.0013044597581028938,0.002285427413880825,1087.0,0.0,-0.004287753254175186,229376,0.00016244238940998912,238.65285539627075,0.0002665857318788767,1763260323.7139635,0.528300940990448,,0.07698094844818115,
2449,0.00030446238815784454,0.003243822604417801,1087.0,0.0,0.0022146813571453094,231296,0.00016129032883327454,240.39293766021729,0.006093159317970276,1763260325.4540458,0.5141987800598145,,0.19958984851837158,
2465,0.0007109325379133224,0.008085934445261955,1087.0,0.0,-0.002538096159696579,232960,0.00016029186372179538,241.8743336200714,0.00032303360057994723,1763260326.9354417,0.5040696859359741,,-0.17406296730041504,
2491,,,,,,235614,,244.20891404151917,,1763260329.2700222,,500.0,,500.0
2493,0.0009754272177815437,0.0057491110637784,1088.0,0.0,-0.010950054973363876,235776,0.00015860215353313833,244.40215134620667,0.005324584431946278,1763260329.4632595,0.5270071029663086,,-0.36251795291900635,
2506,6.191432476043701e-05,0.0011516530066728592,1088.0,0.0,0.000751059502363205,236800,0.00015798771346453577,245.33271265029907,363.85662841796875,1763260330.3938208,0.4793921113014221,,0.0010876655578613281,
2514,,,,,,237198,,245.7375943660736,,1763260330.7987025,,57.0,,57.0
2515,,,,,,237254,,245.75818991661072,,1763260330.819298,,56.0,,56.0
2520,0.0017594695091247559,-0.016369692981243134,1088.0,0.0,-0.01478530466556549,237696,0.00015745007840450853,246.20025491714478,0.014644589275121689,1763260331.261363,0.5789896845817566,,-0.3546414375305176,
2533,0.0002979179844260216,0.002383819781243801,1087.0,0.0,0.00550273060798645,238976,0.00015668202831875533,247.39349746704102,385.4290466308594,1763260332.4546056,0.5102090835571289,,-0.00040590763092041016,
2540,0.0017745792865753174,0.009088488295674324,1088.0,0.0,-0.003974169492721558,239744,0.0001562211982673034,248.0890007019043,0.001567243249155581,1763260333.1501088,0.5688806772232056,,-0.174873948097229,
2547,0.00017818156629800797,0.004045308567583561,1087.0,0.0,0.004899173974990845,240384,0.0001558371732244268,248.69853019714355,178.9990234375,1763260333.7596383,0.553493082523346,,-0.0003908872604370117,
2570,,,,,,242734,,250.90435123443604,,1763260335.9654593,,77.0,,77.0
2571,,,,,,242779,,250.92238426208496,,1763260335.9834924,,45.0,,45.0
2576,0.00016491860151290894,0.0034718960523605347,1087.0,0.0,0.006430294364690781,243072,0.00015422426804434508,251.23332285881042,498.70001220703125,1763260336.294431,0.48574697971343994,,0.00011658668518066406,
2577,0.0006408719345927238,0.00861621368676424,1087.0,0.0,-0.0017464086413383484,243200,0.00015414746303576976,251.34531164169312,0.016238372772932053,1763260336.4064198,0.4220038950443268,,-2.710840940475464,
2608,,,,,,246337,,254.16339778900146,,1763260339.224506,,500.0,,500.0
2610,0.00010053068399429321,-0.0011335425078868866,1087.0,0.0,-0.001941099762916565,246528,0.00015215053281281143,254.36112523078918,0.005847318097949028,1763260339.4222333,0.5287086367607117,,-0.011667132377624512,
2630,7.653608918190002e-05,-0.0009410101920366287,1087.0,0.0,-0.00025498121976852417,248576,0.0001509216526756063,256.2157447338104,0.004951149225234985,1763260341.2768528,0.472074419260025,,-0.09567499160766602,
2636,0.0014076558873057365,0.006596335209906101,1088.0,0.0,-0.003049209713935852,249216,0.0001505376276327297,256.7801012992859,0.0001949038269231096,1763260341.8412094,0.5385102033615112,,-0.3006129264831543,
2646,0.00015193317085504532,0.0009102961048483849,1088.0,0.0,0.00019793957471847534,250240,0.00014992320211604238,257.73443484306335,0.0003689100267365575,1763260342.795543,0.4882532060146332,,-0.5196911096572876,
2647,,,,,,250337,,257.76835203170776,,1763260342.8294601,,500.0,,500.0
2648,2.79964879155159e-05,-0.0016483450308442116,1088.0,0.0,-0.0006188396364450455,250368,0.00014984639710746706,257.84627747535706,275.8852844238281,1763260342.9073856,0.5077297687530518,,0.00020688772201538086,
2668,0.00045546796172857285,0.0022518811747431755,1088.0,0.0,-0.003461770713329315,252416,0.00014861751697026193,259.693097114563,307.6430358886719,1763260344.7542052,0.5226472616195679,,-1.8596649169921875e-05,
2673,0.0002229679375886917,-0.0023582149296998978,1088.0,0.0,-0.0038069412112236023,252928,0.00014831029693596065,260.17272305488586,396.95458984375,1763260345.2338312,0.5569483637809753,,-0.00010311603546142578,
2683,6.937887519598007e-05,-0.002529238350689411,1088.0,0.0,0.0020000487565994263,253952,0.0001476958568673581,261.0700523853302,413.0995178222656,1763260346.1311605,0.5177133083343506,,-0.0003960132598876953,
2687,,,,,,254337,,261.5281114578247,,1763260346.5892196,,500.0,,500.0
2689,8.095148950815201e-05,-0.001310831867158413,1087.0,0.0,-0.0007480159401893616,254592,0.0001473118318244815,261.749715089798,0.0003816501412075013,1763260346.8108232,0.4757350981235504,,-0.5459514856338501,
2692,0.0003272742033004761,0.005015440285205841,1088.0,0.0,0.004628628492355347,254848,0.00014715822180733085,261.9732258319855,235.23077392578125,1763260347.034334,0.4052579998970032,,0.0003877878189086914,
2732,2.0310282707214355e-05,0.0007455740123987198,1088.0,0.0,0.00039096176624298096,258944,0.0001447004615329206,265.68104577064514,663.3988037109375,1763260350.742154,0.43965715169906616,,-4.684925079345703e-05,
2752,0.0010635638609528542,-0.003006967715919018,1088.0,0.0,-0.016731634736061096,260992,0.00014347158139571548,267.5459613800049,0.005841395817697048,1763260352.6070695,0.44964712858200073,,-0.5399529933929443,
2757,0.0006906967610120773,-8.262135088443756e-05,1088.0,0.0,-0.008090682327747345,261504,0.0001431643613614142,267.99507308006287,0.006178438197821379,1763260353.0561812,0.3859257102012634,,0.1260119080543518,
2772,0.0005547935143113136,0.005322902463376522,1088.0,0.0,-0.007411548867821693,263040,0.00014224270125851035,269.3641412258148,0.005728100426495075,1763260354.4252493,0.3864520192146301,,-0.13013875484466553,
2782,3.26232984662056e-05,-0.0039158770814538,1088.0,0.0,-9.911134839057922e-05,264064,0.0001416282611899078,270.2880277633667,0.005733367055654526,1763260355.3491359,0.38809049129486084,,-0.3698664903640747,
2783,0.0005383668467402458,-0.000451049767434597,1088.0,0.0,-0.0053454674780368805,264192,0.00014155145618133247,270.398766040802,0.00026966846780851483,1763260355.4598742,0.45119473338127136,,-0.25755953788757324,
2793,0.0017390334978699684,0.011647109873592854,1088.0,0.0,-0.00027092546224594116,265216,0.0001409370161127299,271.3268518447876,0.0002895045618060976,1763260356.38796,0.48169100284576416,,0.17456865310668945,
2824,,,,,,268337,,274.165283203125,,1763260359.2263913,,500.0,,500.0
2843,7.236376404762268e-05,0.0016896594315767288,1088.0,0.0,0.004048101603984833,270336,0.00013786483032163233,275.9917311668396,0.00019090673595201224,1763260361.0528393,0.44231992959976196,,-1.8102672100067139,
2857,0.002596968784928322,0.023704269900918007,1089.0,0.0,-0.005474761128425598,271744,0.0001370199752273038,277.26749086380005,0.00014054140774533153,1763260362.328599,0.4674118161201477,,-0.8611786365509033,
2882,0.0022917091846466064,-0.005206877365708351,1089.0,0.0,-0.0013249218463897705,274304,0.0001354838750557974,279.5621078014374,0.00046813994413241744,1763260364.623216,0.42734766006469727,,-1.2847421169281006,
2890,0.00015302281826734543,-0.00313370767980814,1089.0,0.0,-0.00031769275665283203,275072,0.00013502304500434548,280.2619230747223,0.004289113450795412,1763260365.3230312,0.4688316583633423,,0.4156306982040405,
2911,0.00019181054085493088,0.0015164008364081383,1089.0,0.0,-0.0012069754302501678,277248,0.00013371735985856503,282.20976662635803,0.00019684876315295696,1763260367.2708747,0.4243410527706146,,-0.646808385848999,
2935,8.387491106987e-06,0.0007485765963792801,1089.0,0.0,-0.0005188584327697754,279680,0.00013225806469563395,284.41000509262085,0.0003209124261047691,1763260369.4711132,0.4786533713340759,,0.0009525418281555176,
2949,0.00016070716083049774,0.0026581306010484695,1089.0,0.0,-0.0027732402086257935,281088,0.00013141320960130543,285.66700744628906,0.0021133730188012123,1763260370.7281156,0.479009747505188,,0.2595341205596924,
2960,4.489254206418991e-05,-0.0007480354979634285,1089.0,0.0,-8.825398981571198e-05,282240,0.00013072196452412754,286.7352020740509,0.0002716858289204538,1763260371.7963102,0.45115795731544495,,-0.08180773258209229,
2975,0.0010920194908976555,0.0020898906514048576,1089.0,0.0,-0.001430172473192215,283776,0.0001298003044212237,288.14866161346436,0.0002181067829951644,1763260373.2097697,0.4498286247253418,,0.07965058088302612,
2989,0.0006089936941862106,0.00605180487036705,1089.0,0.0,-0.007526390254497528,285184,0.00012895544932689518,289.4427750110626,0.0003561798366717994,1763260374.5038831,0.47046059370040894,,-0.814522385597229,
2997,0.0001584235578775406,-0.00022078678011894226,1089.0,0.0,-0.000555235892534256,285952,0.00012849461927544326,290.1101596355438,421.6897888183594,1763260375.1712677,0.44963350892066956,,-0.0002453327178955078,
3011,4.269462078809738e-05,0.004671639762818813,1090.0,0.0,0.004049614071846008,287360,0.00012764976418111473,291.3663535118103,297.11541748046875,1763260376.4274616,0.4754464030265808,,-0.00025916099548339844,
3051,4.528462886810303e-05,-0.00038187019526958466,1090.0,0.0,-0.0015764348208904266,291456,0.00012519201845861971,295.04689049720764,468.0350646972656,1763260380.1079986,0.4656897187232971,,0.00012481212615966797,
3053,0.0011742161586880684,0.014598648063838482,1090.0,0.0,-0.01532333716750145,291712,0.00012503840844146907,295.2703094482422,9.193832374876365e-05,1763260380.3314176,0.4527088403701782,,0.02324068546295166,
3066,0.0012091277167201042,0.00888641644269228,1090.0,0.0,-0.010080914944410324,292992,0.00012427035835571587,296.4133777618408,0.0055620744824409485,1763260381.4744859,0.46410831809043884,,0.5236372947692871,
3070,7.5660645961761475e-06,-0.00030697137117385864,1090.0,0.0,0.00015652179718017578,293376,0.0001240399433299899,296.7843687534332,316.6692810058594,1763260381.8454769,0.540806233882904,,0.0010246038436889648,
3083,0.0002233944833278656,0.004018621519207954,1090.0,0.0,0.0028413310647010803,294784,0.0001231950882356614,298.0399537086487,0.00016988662537187338,1763260383.1010618,0.4623824656009674,,-4.57763671875,
3098,3.4135766327381134e-05,0.0005691284313797951,1090.0,0.0,0.0010448023676872253,296320,0.00012227342813275754,299.40988183021545,0.0002880056854337454,1763260384.47099,0.5146296620368958,,-0.6375687122344971,
3103,0.0005865022540092468,-0.0013496074825525284,1090.0,0.0,-0.006178446114063263,296832,0.00012196620809845626,299.8882963657379,0.0001953695755219087,1763260384.9494045,0.5000206232070923,,0.38704776763916016,
3127,0.0001529976725578308,0.000967150554060936,1090.0,0.0,-0.007116738706827164,299264,0.00012050691293552518,302.0820927619934,0.00024026988830883056,1763260387.1432009,0.5468526482582092,,0.1975611448287964,
3129,0.00013414770364761353,0.001380275934934616,1090.0,0.0,0.0008885189890861511,299392,0.00012043010792694986,302.19481587409973,783.460205078125,1763260387.255924,0.45975741744041443,,0.00038611888885498047,
3141,0.00026645511388778687,0.00016364455223083496,1091.0,0.0,-0.002364233136177063,300672,0.00011966205784119666,303.335574388504,0.00016300426796078682,1763260388.3966825,0.5302934646606445,,0.03616231679916382,
3143,,,,,,300837,,303.4610538482666,,1763260388.522162,,500.0,,500.0
3146,5.566701292991638e-05,-8.959509432315826e-05,1091.0,0.0,0.0010869167745113373,301184,0.00011935483780689538,303.7883493900299,0.00031477658194489777,1763260388.8494575,0.5223327875137329,,0.15370672941207886,
3161,0.00013180822134017944,0.0020763520151376724,1090.0,0.0,-0.0005668308585882187,302720,0.00011843317770399153,305.22045493125916,0.00015132928092498332,1763260390.281563,0.44520506262779236,,-0.4982820749282837,
3170,0.00046120118349790573,-0.0003751227632164955,1091.0,0.0,0.0003879666328430176,303616,0.00011789554264396429,306.02886486053467,0.00018991790420841426,1763260391.089973,0.44016531109809875,,0.5788799524307251,
3183,3.723613917827606e-05,0.0011562444269657135,1091.0,0.0,-0.0007897019386291504,304896,0.00011712749255821109,307.17633962631226,662.9794921875,1763260392.2374477,0.37851157784461975,,0.00017708539962768555,
3188,3.5196542739868164e-05,0.0016958676278591156,1091.0,0.0,0.0003375709056854248,305408,0.00011682027979986742,307.6535065174103,416.267333984375,1763260392.7146146,0.4184378683567047,,0.0006710290908813477,
3217,0.0001000603660941124,0.003154621459543705,1090.0,0.0,-0.0017848797142505646,308352,0.00011505376460263506,310.387127161026,228.9322967529297,1763260395.4482353,0.45537954568862915,,-5.53131103515625e-05,
3224,0.00011701788753271103,0.004080106504261494,1091.0,0.0,0.0030671581625938416,309120,0.00011459293455118313,311.0498752593994,0.0002450580068398267,1763260396.1109834,0.5033981800079346,,0.05680203437805176,
3247,4.1367486119270325e-05,-0.00034324638545513153,1091.0,0.0,-0.0005453526973724365,311424,0.00011321044439682737,313.13040471076965,257.42822265625,1763260398.1915128,0.5772864818572998,,0.00024706125259399414,
3250,3.2524578273296356e-05,-0.0006330842152237892,1091.0,0.0,0.0009013153612613678,311808,0.00011298002937110141,313.49978041648865,0.00024263779050670564,1763260398.5608885,0.48439517617225647,,0.09501791000366211,
3252,1.0921619832515717e-05,-0.0007321955636143684,1091.0,0.0,0.0005117654800415039,311936,0.00011290322436252609,313.6115539073944,175.63525390625,1763260398.672662,0.5097460150718689,,0.00023734569549560547,
3255,0.00029197800904512405,0.0058273570612072945,1091.0,0.0,-0.0013974574394524097,312320,0.00011267280933680013,313.941468000412,0.00021303514949977398,1763260399.002576,0.4576089084148407,,0.19653838872909546,
3259,0.00014293286949396133,-0.0021664658561348915,1091.0,0.0,-0.0029792040586471558,312704,0.00011244239431107417,314.27372121810913,0.0003401563735678792,1763260399.3348293,0.5082696676254272,,-0.008273720741271973,
3272,0.0003462042659521103,-0.002477901056408882,1091.0,0.0,-0.0022852644324302673,313984,0.00011167434422532097,315.4877619743347,0.0028597908094525337,1763260400.54887,0.5552151203155518,,0.06603467464447021,
3275,,,,,,314337,,315.7777044773102,,1763260400.8388126,,500.0,,500.0
3276,0.000130421482026577,0.0013334723189473152,1091.0,0.0,0.0019273292273283005,314368,0.000111443929199595,315.8554952144623,369.688232421875,1763260400.9166033,0.5192796587944031,,0.00017642974853515625,
3296,0.00021050125360488892,0.0033972710371017456,1091.0,0.0,0.0015255361795425415,316416,0.0001102150563383475,317.74884033203125,719.163818359375,1763260402.8099484,0.4769580066204071,,0.00019490718841552734,
3299,0.00023682788014411926,0.005376316606998444,1091.0,0.0,-0.0068898871541023254,316800,0.00010998464131262153,318.07982420921326,0.0002204421762144193,1763260403.1409323,0.511025071144104,,-0.603368878364563,
3338,3.036297857761383e-05,-0.0005695000290870667,1091.0,0.0,-0.003949557431042194,320768,0.0001076036860467866,321.66526341438293,0.0002539011475164443,1763260406.7263715,0.5215751528739929,,-0.3685033321380615,
3351,2.0588748157024384e-05,0.00033438485115766525,1091.0,0.0,0.0013803839683532715,322048,0.0001068356359610334,322.84687423706055,0.004630815703421831,1763260407.9079823,0.4537220597267151,,-0.3763577938079834,
3357,0.0006202301010489464,-0.009304138831794262,1091.0,0.0,-0.003218797966837883,322688,0.0001064516109181568,323.4035749435425,0.00021591837867163122,1763260408.464683,0.5592327117919922,,-0.8464890718460083,
3360,0.00012035761028528214,-0.002277563326060772,1091.0,0.0,-0.00359971821308136,322944,0.00010629800090100616,323.62657284736633,441.43182373046875,1763260408.687681,0.5338456034660339,,0.00011557340621948242,
