losses/explained_variance,charts/learning_rate,global_step,losses/policy_loss,_runtime,losses/approx_kl,charts/SPS,losses/old_approx_kl,losses/entropy,losses/value_loss,charts/episodic_return,_timestamp,losses/clipfrac,charts/episodic_length,_step
-0.0017098188400268555,0.00010745007602963597,321024,0.000959247350692749,503.1293992996216,7.020961493253708e-05,676.0,-0.0017535639926791191,0.5043016672134399,266.156982421875,,1763260594.0367253,0.0,,3406
-0.6639211177825928,0.00010737327102106065,321152,0.000999249517917633,503.2492141723633,0.00012003164738416672,676.0,0.001645791344344616,0.5625172853469849,0.003104738425463438,,1763260594.1565402,0.0,,3407
,,322415,,504.3363757133484,,,,,,500.0,1763260595.2437017,,500.0,3419
-1.9726195335388184,0.00010622119589243084,323072,-0.0024247970432043076,505.0827238559723,0.0002475995570421219,677.0,-0.002367522567510605,0.4882247745990753,0.006121236365288496,,1763260595.9900498,0.0,,3426
-0.5138109922409058,0.0001060675858752802,323328,-0.003720387816429138,505.35345816612244,0.0007166061550378799,678.0,0.004830272868275642,0.5180124640464783,0.0003152216668240726,,1763260596.2607841,0.0,,3428
-0.0027397871017456055,0.0001056835608324036,323968,-2.7738511562347412e-05,505.98940563201904,2.730824053287506e-05,678.0,0.0014355573803186417,0.5240345597267151,665.0420532226562,,1763260596.8967316,0.0,,3435
-0.005898237228393555,0.00010476190800545737,325504,-0.0008841529488563538,507.5623335838318,0.0005199890583753586,679.0,-0.00572989322245121,0.5057774782180786,417.52386474609375,,1763260598.4696596,0.0,,3450
-0.3236520290374756,0.00010468510299688205,325632,-0.00045377667993307114,507.67876267433167,8.851289749145508e-06,679.0,-0.0013955775648355484,0.38591107726097107,0.0035670818760991096,,1763260598.5860887,0.0,,3451
-3.6544198989868164,0.00010399385791970417,326784,-0.012601383030414581,508.8423593044281,0.0015587927773594856,680.0,0.006733306683599949,0.4584369361400604,0.001165297464467585,,1763260599.7496853,0.0,,3462
-6.081475257873535,0.00010314900282537565,328192,-0.02008099853992462,510.2538146972656,0.0005208775401115417,681.0,-0.00092335045337677,0.5413635969161987,0.000521141744684428,,1763260601.1611407,0.0,,3476
-0.0022063255310058594,0.000102995392808225,328448,-0.006798453629016876,510.51511907577515,0.00012854114174842834,681.0,-0.00042092427611351013,0.47493481636047363,528.1924438476562,,1763260601.422445,0.0,,3479
,,330415,,512.4744040966034,,,,,,500.0,1763260603.38173,,500.0,3498
,,330915,,512.9847235679626,,,,,,500.0,1763260603.8920496,,500.0,3503
,,331915,,513.9901769161224,,,,,,500.0,1763260604.897503,,500.0,3513
-0.19339406490325928,0.00010015360749093816,333184,-0.0007388144731521606,515.2437825202942,0.00020100921392440796,684.0,0.0023064352571964264,0.5427430868148804,0.0008218195289373398,,1763260606.1511085,0.0,,3525
,,334415,,516.4290540218353,,,,,,500.0,1763260607.33638,,500.0,3537
0.21374434232711792,9.83870995696634e-05,336128,-0.005950640887022018,518.2271723747253,0.0001294417306780815,686.0,0.001270863227546215,0.520978569984436,0.00486038438975811,,1763260609.1344984,0.0,,3554
-0.22151899337768555,9.831029456108809e-05,336256,-0.008103227242827415,518.3389141559601,0.0027358420193195343,686.0,0.007619950920343399,0.4999661147594452,0.0011059626704081893,,1763260609.2462401,0.0,,3555
,,338415,,520.4814212322235,,,,,,500.0,1763260611.3887472,,500.0,3576
-0.6483944654464722,9.692780440673232e-05,338560,-0.005637085065245628,520.6944139003754,0.0006691636517643929,687.0,-0.007802772335708141,0.5162491798400879,0.00731436163187027,,1763260611.60174,0.0,,3578
,,338915,,520.9889330863953,,,,,,500.0,1763260611.896259,,500.0,3581
-0.8239377737045288,9.623655932955444e-05,339712,0.00020955223590135574,521.8077521324158,0.00016754772514104843,688.0,-0.0022040875628590584,0.5341758728027344,0.0008909964235499501,,1763260612.715078,0.0,,3589
0.015204071998596191,9.477726416662335e-05,342144,0.0017208829522132874,524.218736410141,0.00016770418733358383,690.0,-0.004307209514081478,0.5364497303962708,0.004634606186300516,,1763260615.1260624,0.0,,3613
-0.00141143798828125,9.423962910659611e-05,343040,-0.008974190801382065,525.1342606544495,0.0002370765432715416,690.0,-0.002665572799742222,0.4364336431026459,141.87838745117188,,1763260616.0415866,0.0,,3622
,,344915,,526.949871301651,,,,,,500.0,1763260617.8571973,,500.0,3640
0.00017815828323364258,9.216590115102008e-05,346496,-0.0007041692733764648,528.6344265937805,0.00022788997739553452,692.0,0.005115981213748455,0.499764084815979,467.372802734375,,1763260619.5417526,0.0,,3656
0.11907303333282471,9.132104605669156e-05,347904,-0.00911632925271988,530.0794894695282,0.0012171296402812004,693.0,-0.005897774361073971,0.5893108248710632,0.0004870076081715524,,1763260620.9868155,0.0,,3669
,,348915,,531.0298850536346,,,,,,500.0,1763260621.937211,,500.0,3679
-0.12575340270996094,9.047619096236303e-05,349312,-0.001611664891242981,531.5407280921936,0.0004115132614970207,694.0,-0.01228694710880518,0.5502591133117676,0.0006745411665178835,,1763260622.448054,0.0,,3683
,,349415,,531.5879414081573,,,,,,500.0,1763260622.4952674,,500.0,3684
-0.08432149887084961,8.878648077370599e-05,352128,-0.003278784453868866,534.583211183548,5.614291876554489e-05,695.0,0.0003729192540049553,0.5130276679992676,0.0036953515373170376,,1763260625.4905372,0.0,,3711
-1.2650814056396484,8.863287075655535e-05,352384,0.00460103340446949,534.8488583564758,0.0005644643679261208,695.0,0.006305527873337269,0.42913568019866943,0.0004579870728775859,,1763260625.7561843,0.0,,3713
0.0002808570861816406,8.855606574798003e-05,352512,0.000174839049577713,534.9959375858307,2.1892599761486053e-05,696.0,0.001718432642519474,0.486940860748291,628.7032470703125,,1763260625.9032636,0.0,,3715
0.5773985385894775,8.755760063650087e-05,354176,-0.008783318102359772,536.7086806297302,0.0002512093633413315,696.0,0.0005363412201404572,0.5104825496673584,0.0006723745027557015,,1763260627.6160066,0.0,,3731
-0.0006600618362426758,8.740399061935022e-05,354432,0.002011127769947052,537.0005247592926,5.88688999414444e-05,697.0,-0.002428939566016197,0.4487074911594391,428.1684875488281,,1763260627.9078507,0.0,,3734
-0.07986235618591309,8.60983127495274e-05,356608,-0.003996066749095917,539.236120223999,0.00019362568855285645,698.0,0.0017698239535093307,0.46678775548934937,0.0052007646299898624,,1763260630.1434462,0.0,,3755
-0.10843372344970703,8.486943261232227e-05,358656,-0.003391668200492859,541.1347897052765,0.0001107705757021904,699.0,0.003574174828827381,0.5454082489013672,0.0044000339694321156,,1763260632.0421157,0.0,,3775
-0.0004916191101074219,8.463901758659631e-05,359040,-0.0007026102393865585,541.5069587230682,4.698336124420166e-05,699.0,-0.0007850378751754761,0.5541156530380249,152.22793579101562,,1763260632.4142847,0.0,,3779
-0.7127670049667358,8.31029174150899e-05,361600,-0.009571674279868603,544.1853547096252,0.00030451174825429916,701.0,-0.003530292771756649,0.5092151165008545,0.004803495481610298,,1763260635.0926807,0.0,,3804
,,361915,,544.4503619670868,,,,,,500.0,1763260635.357688,,500.0,3807
0.0004616379737854004,8.049155439948663e-05,365952,0.006114639341831207,548.4763784408569,0.0002823462709784508,703.0,-0.004343661479651928,0.43702566623687744,594.9285278320312,,1763260639.3837044,0.0,,3847
0.029953837394714355,7.84946241765283e-05,369280,0.0003335922956466675,551.8614594936371,8.767656981945038e-05,705.0,-0.0004219934344291687,0.5617431402206421,0.001101661822758615,,1763260642.7687855,0.0,,3879
0.28184980154037476,7.826420915080234e-05,369664,0.0007505537942051888,552.2645125389099,6.647873669862747e-05,705.0,0.003844301216304302,0.5351033210754395,0.002578210551291704,,1763260643.1718385,0.0,,3883
-0.34459614753723145,7.818740414222702e-05,369792,-0.0069163888692855835,552.3884000778198,0.000675140880048275,705.0,0.0014492245391011238,0.5357816815376282,0.0010505988029763103,,1763260643.295726,0.0,,3884
-0.6058154106140137,7.803379412507638e-05,370048,-0.0006514266133308411,552.6741962432861,0.0002093687653541565,705.0,-0.004262879490852356,0.5216729640960693,0.0055315205827355385,,1763260643.5815222,0.0,,3887
-0.00042879581451416016,7.780337909935042e-05,370432,0.0004643574357032776,553.056976556778,7.861573249101639e-05,706.0,-0.001377698965370655,0.5012252926826477,305.7204284667969,,1763260643.9643025,0.0,,3891
-1.3969645500183105,7.73425490478985e-05,371200,-0.0030625686049461365,553.8587112426758,0.00036310963332653046,706.0,0.0013564564287662506,0.49827519059181213,0.001264922320842743,,1763260644.7660372,0.0,,3898
0.24470335245132446,7.649769395356998e-05,372608,-0.0033312365412712097,555.3215932846069,0.00018774624913930893,707.0,-0.0033362051472067833,0.5271509289741516,0.004430309869349003,,1763260646.2289193,0.0,,3912
,,372915,,555.6302008628845,,,,,,500.0,1763260646.5375268,,500.0,3915
-1.7517476081848145,7.549922884209082e-05,374272,0.00657292827963829,557.0085716247559,0.0003876611590385437,708.0,-0.0002772770822048187,0.5578139424324036,0.0019465648801997304,,1763260647.9158976,0.0,,3928
,,375915,,558.6662321090698,,,,,,500.0,1763260649.573558,,500.0,3944
0.0009330511093139648,7.450077100656927e-05,375936,-0.0010469034314155579,558.778178691864,0.0004062103107571602,708.0,-0.006440897472202778,0.5485570430755615,369.1401062011719,,1763260649.6855047,0.0,,3945
0.5635345578193665,7.442396599799395e-05,376064,0.0007151737809181213,558.9163589477539,0.0001343628391623497,709.0,0.002678188495337963,0.539100706577301,0.003581330878660083,,1763260649.823685,0.0,,3946
,,376915,,559.7488679885864,,,,,,500.0,1763260650.656194,,500.0,3954
-0.16722643375396729,7.334869587793946e-05,377856,0.0003462284803390503,560.7609486579895,0.0010155737400054932,709.0,0.006608711555600166,0.4762856960296631,0.0010763176251202822,,1763260651.6682746,0.0,,3963
,,378415,,561.3427517414093,,,,,,500.0,1763260652.2500777,,500.0,3969
0.7328159809112549,7.227342575788498e-05,379648,-0.012863010168075562,562.6132032871246,0.0008350154384970665,710.0,-0.001324058510363102,0.483064740896225,0.005563193000853062,,1763260653.5205293,0.0,,3981
0.012068867683410645,7.211981574073434e-05,379904,-0.002248123288154602,562.8770296573639,0.00013743527233600616,710.0,-0.0004323422908782959,0.5240825414657593,0.0011183737078681588,,1763260653.7843556,0.0,,3983
-0.12427783012390137,7.127496064640582e-05,381312,-0.003530748188495636,564.383234500885,0.0003793817013502121,711.0,0.007887756451964378,0.5267471671104431,0.0015475843101739883,,1763260655.2905605,0.0,,3997
0.22968310117721558,6.989247049205005e-05,383616,-0.01782183349132538,566.7416741847992,0.0009467983618378639,712.0,-0.0033705057576298714,0.4546608328819275,0.005965419579297304,,1763260657.6490002,0.0,,4020
0.11780184507369995,6.751152250217274e-05,387584,0.0012064911425113678,570.8933961391449,9.963661432266235e-05,714.0,-0.0013033319264650345,0.5508248209953308,0.004261578433215618,,1763260661.8007221,0.0,,4059
,,390415,,573.7785294055939,,,,,,500.0,1763260664.6858554,,500.0,4087
-1.3261148929595947,6.551459227921441e-05,390912,-0.0035200901329517365,574.252482175827,0.00014906004071235657,716.0,-0.002440033480525017,0.48241207003593445,0.0010528367711231112,,1763260665.1598082,0.0,,4091
-0.9619075059890747,6.466973718488589e-05,392320,0.0029961466789245605,575.6486384868622,0.0002207346260547638,717.0,0.0023709535598754883,0.5819185972213745,0.0010794100817292929,,1763260666.5559645,0.0,,4105
0.1421349048614502,6.443932215915993e-05,392704,-0.011378727853298187,576.0824179649353,0.0012292275205254555,717.0,0.009753257967531681,0.5231391191482544,0.001455696765333414,,1763260666.989744,0.0,,4109
-0.24531686305999756,6.405529711628333e-05,393344,-0.014837369322776794,576.6587045192719,0.0013769855722784996,717.0,-0.007001659832894802,0.440898597240448,0.001277304021641612,,1763260667.5660305,0.0,,4115
-0.5310041904449463,6.382488209055737e-05,393728,-0.0037747472524642944,577.0157203674316,0.00016916915774345398,717.0,-2.8286129236221313e-05,0.48755013942718506,0.001385442796163261,,1763260667.9230464,0.0,,4119
-0.7551032304763794,6.228878919500858e-05,396288,-0.0004982054233551025,579.4586989879608,2.9224902391433716e-06,719.0,0.000308232381939888,0.5227807760238647,0.0012555386638268828,,1763260670.366025,0.0,,4144
,,396915,,579.9817800521851,,,,,,500.0,1763260670.889106,,500.0,4150
-2.8372857570648193,6.082949403207749e-05,398720,-0.0004890933632850647,581.8130733966827,2.7185305953025818e-05,720.0,-0.0031753163784742355,0.4893445074558258,0.0026137451641261578,,1763260672.7203994,0.0,,4168
-0.22320270538330078,5.983102892059833e-05,400384,-0.00011181086301803589,583.4135708808899,0.0005033714696764946,721.0,0.006437576375901699,0.4912382960319519,0.0012173546710982919,,1763260674.3208969,0.0,,4184
-2.668853759765625,5.9216588851995766e-05,401408,-0.00010121241211891174,584.3888471126556,1.676660031080246e-05,722.0,0.0008071223273873329,0.4890826344490051,0.0016209774184972048,,1763260675.296173,0.0,,4194
,,401915,,584.8224401473999,,,,,,500.0,1763260675.7297661,,500.0,4199
,,404415,,587.1996502876282,,,,,,500.0,1763260678.1069763,,500.0,4224
,,404915,,587.6732029914856,,,,,,500.0,1763260678.580529,,500.0,4229
-0.9611071348190308,5.6221197155537084e-05,406400,-0.006881886161863804,589.1520335674286,0.00038865581154823303,724.0,-0.0016011837869882584,0.5326892137527466,0.0010933044832199812,,1763260680.0593596,0.0,,4243
-0.18567001819610596,5.606758713838644e-05,406656,-0.000544428825378418,589.3806171417236,7.620826363563538e-05,725.0,0.00583292730152607,0.4341889023780823,0.0036600292660295963,,1763260680.2879431,0.0,,4246
0.5146241784095764,5.568356209550984e-05,407296,0.00025906041264533997,589.9810769557953,0.0002865837886929512,725.0,-0.00197479035705328,0.483066201210022,0.0010105198016390204,,1763260680.888403,0.0,,4252
0.00015395879745483398,5.560675708693452e-05,407424,0.0008969251066446304,590.1375699043274,0.00011401530355215073,725.0,0.00021632667630910873,0.4801695942878723,506.40478515625,,1763260681.044896,0.0,,4254
0.6163123846054077,5.552995571633801e-05,407552,0.002261050045490265,590.261958360672,0.0002982206642627716,725.0,-0.0028479397296905518,0.448434442281723,0.0034839692525565624,,1763260681.1692843,0.0,,4255
,,409415,,592.0356779098511,,,,,,500.0,1763260682.943004,,500.0,4273
-0.3008086681365967,5.4224270570557564e-05,409728,-0.0008061900734901428,592.397688627243,0.0002330401912331581,726.0,0.00151162501424551,0.5170705318450928,0.0014593852683901787,,1763260683.3050146,0.0,,4276
-0.2739887237548828,5.4147465561982244e-05,409856,-0.0023002177476882935,592.5091445446014,0.00025451648980379105,726.0,0.006217350251972675,0.4790579676628113,0.00163276435341686,,1763260683.4164705,0.0,,4277
,,409915,,592.5287425518036,,,,,,500.0,1763260683.4360685,,500.0,4278
,,410915,,593.5424990653992,,,,,,500.0,1763260684.449825,,500.0,4288
-0.07253265380859375,5.337941547622904e-05,411136,0.0010849609971046448,593.7867338657379,0.00016119983047246933,727.0,0.0005384711548686028,0.4978941082954407,0.004151550121605396,,1763260684.6940598,0.0,,4290
-0.08290863037109375,5.32258054590784e-05,411392,-0.001653619110584259,594.0334224700928,0.00028039608150720596,727.0,0.0020750975236296654,0.5236141085624695,0.0010356766870245337,,1763260684.9407485,0.0,,4292
0.8207008242607117,5.1920123951276764e-05,413568,-0.00039647892117500305,596.207113981247,1.154094934463501e-05,728.0,0.0006574839353561401,0.5369859337806702,0.002795932348817587,,1763260687.11444,0.0,,4314
0.0007506012916564941,5.1689708925550804e-05,413952,-0.003712385892868042,596.5754933357239,0.0003320658579468727,728.0,0.002044924534857273,0.5402910709381104,822.2294921875,,1763260687.4828193,0.0,,4318
-0.8590477705001831,4.992319372831844e-05,416896,0.0005872957408428192,599.4696891307831,1.4103949069976807e-05,730.0,0.00026250630617141724,0.5660396814346313,0.001858416711911559,,1763260690.377015,0.0,,4346
,,418915,,601.3482203483582,,,,,,500.0,1763260692.2555463,,500.0,4366
0.0022833943367004395,4.838709719479084e-05,419456,-0.0006036795675754547,601.918306350708,6.659328937530518e-05,731.0,0.001372670754790306,0.4508996605873108,598.5833129882812,,1763260692.8256323,0.0,,4372
0.0024061203002929688,4.807987716048956e-05,419968,0.003792521543800831,602.3883490562439,0.00010063126683235168,731.0,-0.004502037540078163,0.5155631303787231,644.312255859375,,1763260693.295675,0.0,,4377
0.8621236085891724,4.800307215191424e-05,420096,0.000441722571849823,602.5130112171173,0.0002027628943324089,731.0,0.002941287122666836,0.46427416801452637,0.004041460808366537,,1763260693.4203372,0.0,,4378
0.003444075584411621,4.7465437091887e-05,420992,0.00031025707721710205,603.3624739646912,2.4166889488697052e-05,732.0,-0.003353397361934185,0.5335537195205688,769.1677856445312,,1763260694.2698,0.0,,4387
,,421915,,604.2261743545532,,,,,,500.0,1763260695.1335003,,500.0,4396
0.08938610553741455,4.585253554978408e-05,423680,0.0025399215519428253,605.8343951702118,0.00010374002158641815,733.0,0.005656469613313675,0.5598459243774414,0.0021627265959978104,,1763260696.7417212,0.0,,4413
,,423915,,605.9831838607788,,,,,,500.0,1763260696.8905098,,500.0,4415
0.002022862434387207,4.3241168896202e-05,428032,-0.00014531612396240234,609.7985346317291,4.5262277126312256e-07,736.0,0.00011387094855308533,0.46895939111709595,244.62759399414062,,1763260700.7058606,0.0,,4456
0.0007075071334838867,4.2396313801873475e-05,429440,-2.2493302822113037e-05,611.0613932609558,9.75094735622406e-07,737.0,0.0003267573192715645,0.4416968822479248,568.9805297851562,,1763260701.9687192,0.0,,4470
-0.5598632097244263,4.1858678741846234e-05,430336,-0.002567686140537262,611.8758265972137,0.000314321368932724,737.0,0.00031970255076885223,0.5521764755249023,0.002940886653959751,,1763260702.7831526,0.0,,4478
0.003017425537109375,4.178187373327091e-05,430464,-0.0016448404639959335,611.9898452758789,5.296245217323303e-05,737.0,0.00268617644906044,0.5275935530662537,755.9297485351562,,1763260702.8971713,0.0,,4480
-0.2346869707107544,4.101382364751771e-05,431744,-0.006190977990627289,613.1458938121796,0.00033652689307928085,738.0,-0.0038626333698630333,0.4855163097381592,0.0022088102996349335,,1763260704.0532198,0.0,,4492
0.526976466178894,4.078340862179175e-05,432128,0.00033766962587833405,613.5351808071136,2.1661631762981415e-05,738.0,0.0010516652837395668,0.5299855470657349,0.0038315230049192905,,1763260704.4425068,0.0,,4496
-2.282557487487793,4.062979860464111e-05,432384,-0.0010947473347187042,613.7571556568146,0.00020547211170196533,738.0,0.0004512537270784378,0.4806670844554901,0.0036248776596039534,,1763260704.6644816,0.0,,4498
0.6129225492477417,3.932411709683947e-05,434560,0.0010241605341434479,615.7208805084229,2.3161061108112335e-05,740.0,0.0008330931887030602,0.5452108383178711,0.00234081968665123,,1763260706.6282065,0.0,,4520
-1.1968481540679932,3.917050707968883e-05,434816,-0.0011077485978603363,615.9454298019409,0.00013867579400539398,740.0,0.0004052296280860901,0.5095884799957275,0.002518126741051674,,1763260706.8527558,0.0,,4522
0.0004525184631347656,3.909370207111351e-05,434944,0.00018200278282165527,616.0575797557831,1.1492520570755005e-06,740.0,8.408352732658386e-05,0.5173504948616028,451.80426025390625,,1763260706.9649057,0.0,,4524
0.7437641024589539,3.901689706253819e-05,435072,-0.000735938549041748,616.168694972992,7.14324414730072e-06,740.0,-0.00044357217848300934,0.5105464458465576,0.0026554383803159,,1763260707.076021,0.0,,4525
-0.09121274948120117,3.886328704538755e-05,435328,-0.0022690817713737488,616.3891456127167,7.775519043207169e-05,740.0,-0.0004316633567214012,0.4815468192100525,0.0015927045606076717,,1763260707.2964716,0.0,,4527
-1.263587236404419,3.863287201966159e-05,435712,-0.021675359457731247,616.7659685611725,0.0011927448213100433,740.0,-0.012471076101064682,0.42225781083106995,0.0040599266067147255,,1763260707.6732945,0.001953125,,4531
,,435915,,616.9047667980194,,,,,,500.0,1763260707.8120928,,500.0,4533
0.0016917586326599121,3.847926200251095e-05,435968,-0.0017199888825416565,616.9895918369293,3.304053097963333e-05,740.0,0.0010649161413311958,0.4821086525917053,597.1055908203125,,1763260707.8969178,0.0,,4534
0.32797902822494507,3.717358049470931e-05,438144,-0.005801405757665634,618.9587821960449,0.0002325940877199173,742.0,0.0004904363304376602,0.47922733426094055,0.004793695639818907,,1763260709.8661082,0.0,,4555
-0.08796751499176025,3.701997047755867e-05,438400,-0.0004435107111930847,619.18066573143,0.00012440048158168793,742.0,-0.004145300015807152,0.4688023328781128,0.0022809600923210382,,1763260710.0879917,0.0,,4557
-0.21090054512023926,3.671275044325739e-05,438912,-0.0021034106612205505,619.6252784729004,0.00016662385314702988,742.0,0.003278764896094799,0.5126043558120728,0.0027247590478509665,,1763260710.5326045,0.0,,4562
0.23870360851287842,3.586789534892887e-05,440320,-0.0011540725827217102,620.9315445423126,5.8055855333805084e-05,743.0,0.0026525864377617836,0.5416114926338196,0.0016284980811178684,,1763260711.8388705,0.0,,4576
0.004696547985076904,3.364055373822339e-05,444032,-0.0012581981718540192,624.2867319583893,6.473250687122345e-05,745.0,-0.0018353424966335297,0.5491467714309692,267.13897705078125,,1763260715.194058,0.0,,4613
,,445415,,625.4785780906677,,,,,,500.0,1763260716.385904,,500.0,4626
-2.4984278678894043,3.2258063583867624e-05,446336,-0.001075979322195053,626.3722612857819,7.419753819704056e-05,746.0,-0.0013618404045701027,0.5349658131599426,0.004462662618607283,,1763260717.2795873,0.0,,4635
,,446915,,626.8451247215271,,,,,,500.0,1763260717.7524507,,500.0,4641
-0.3393651247024536,3.172042852384038e-05,447232,0.000985046848654747,627.1945972442627,3.1513161957263947e-05,747.0,0.0031774556264281273,0.5430892109870911,0.003676371881738305,,1763260718.1019232,0.0,,4644
,,448915,,628.6871087551117,,,,,,500.0,1763260719.5944347,,500.0,4661
,,450415,,629.9801106452942,,,,,,500.0,1763260720.8874366,,500.0,4675
0.0028111934661865234,2.8878648663521744e-05,451968,0.001195169985294342,631.5114493370056,9.484216570854187e-05,749.0,0.0015778373926877975,0.4219667911529541,603.5550537109375,,1763260722.4187753,0.0,,4691
-1.852651834487915,2.7726575353881344e-05,453888,0.00014860183000564575,633.2124400138855,7.699243724346161e-06,750.0,0.0013688122853636742,0.5497360229492188,0.0033678479958325624,,1763260724.119766,0.0,,4709
-0.11363828182220459,2.7496160328155383e-05,454272,-0.001132383942604065,633.5749926567078,3.0889175832271576e-05,750.0,0.0027005327865481377,0.4222816526889801,0.0030852854251861572,,1763260724.4823186,0.0,,4713
-0.09399902820587158,2.5960061975638382e-05,456832,-0.0032007545232772827,635.8671171665192,0.0001589478924870491,752.0,0.0014068679884076118,0.466393381357193,0.002581758890300989,,1763260726.7744431,0.0,,4738
,,456915,,635.8966026306152,,,,,,500.0,1763260726.8039286,,500.0,4739
0.683089554309845,2.580645195848774e-05,457088,-0.0022081807255744934,636.0909719467163,3.2490119338035583e-05,752.0,0.0009696986526250839,0.47787347435951233,0.0029273484833538532,,1763260726.998298,0.0,,4741
-0.3761928081512451,2.56528419413371e-05,457344,-4.94346022605896e-06,636.3253769874573,1.5097670257091522e-05,752.0,-0.001732449047267437,0.521713137626648,0.002298121340572834,,1763260727.232703,0.0,,4743
,,458415,,637.2800633907318,,,,,,500.0,1763260728.1873894,,500.0,4754
-1.055772066116333,2.388632856309414e-05,460288,-0.0008132867515087128,639.004745721817,1.5107914805412292e-05,753.0,-0.0004685651510953903,0.5447388291358948,0.006769730243831873,,1763260729.9120717,0.0,,4772
-0.8383047580718994,2.304147528775502e-05,461696,-0.0031010042876005173,640.2683799266815,0.00016828440129756927,754.0,0.0003280211240053177,0.5510276556015015,0.0045472015626728535,,1763260731.175706,0.0,,4786
0.24433022737503052,2.29646702791797e-05,461824,-0.0016661472618579865,640.3786072731018,6.485264748334885e-05,754.0,-0.0019554244354367256,0.523072361946106,0.0032381867058575153,,1763260731.2859333,0.0,,4787
,,461915,,640.4110872745514,,,,,,500.0,1763260731.3184133,,500.0,4788
-0.5866372585296631,2.2427035219152458e-05,462720,0.0005079084075987339,641.1984353065491,9.068287909030914e-06,755.0,0.0014125341549515724,0.5362832546234131,0.003800631733611226,,1763260732.1057613,0.0,,4796
0.003354489803314209,2.2273425202001818e-05,462976,0.0007568597793579102,641.4215717315674,2.4884939193725586e-05,755.0,-0.00010409578680992126,0.48348772525787354,406.749755859375,,1763260732.3288977,0.0,,4799
-0.6743241548538208,2.1812595150549896e-05,463744,0.0009440258145332336,642.1236400604248,2.8228387236595154e-05,755.0,0.00036422908306121826,0.5643354654312134,0.003558078082278371,,1763260733.030966,0.0,,4806
0.004970967769622803,2.165898695238866e-05,464000,-0.00041747838258743286,642.3467037677765,5.5264681577682495e-06,755.0,-0.0010385140776634216,0.5535174608230591,229.59603881835938,,1763260733.2540298,0.0,,4809
,,464415,,642.6936774253845,,,,,,500.0,1763260733.6010034,,500.0,4813
0.7047135829925537,1.9047618479817174e-05,468352,-0.0031096190214157104,646.2747690677643,8.276570588350296e-05,758.0,-0.003774489276111126,0.5501241683959961,0.003427983960136771,,1763260737.182095,0.0,,4851
,,468415,,646.2996459007263,,,,,,500.0,1763260737.206972,,500.0,4852
0.24383258819580078,1.8586790247354656e-05,469120,-0.004872631281614304,646.9802944660187,6.0179270803928375e-05,758.0,0.001088193617761135,0.4930332601070404,0.003381218994036317,,1763260737.8876204,0.0,,4859
0.0035112500190734863,1.8049155187327415e-05,470016,-0.0020367279648780823,647.7573320865631,3.775395452976227e-05,759.0,0.0005442220717668533,0.44945740699768066,362.93408203125,,1763260738.664658,0.0,,4868
0.6429706811904907,1.7665130144450814e-05,470656,0.00041308626532554626,648.3864035606384,2.4926848709583282e-05,759.0,0.00018687639385461807,0.5286891460418701,0.003287368919700384,,1763260739.2937295,0.0,,4874
0.001870870590209961,1.7434715118724853e-05,471040,-0.0003771549090743065,648.7365612983704,1.621060073375702e-05,759.0,0.003654263913631439,0.563397228717804,0.0015271916054189205,,1763260739.6438873,0.0,,4878
0.0013492703437805176,1.7204301911988296e-05,471424,-0.0002957656979560852,649.1099829673767,1.8506310880184174e-05,759.0,0.0005749212577939034,0.49524080753326416,509.64447021484375,,1763260740.017309,0.0,,4882
0.387506902217865,1.5130568499444053e-05,474880,6.168149411678314e-06,652.2360801696777,4.049390554428101e-06,761.0,-4.0976330637931824e-05,0.5188363194465637,0.0028585921972990036,,1763260743.1434062,0.0,,4915
0.12560129165649414,1.4823348465142772e-05,475392,-0.0010158717632293701,652.6824598312378,5.252193659543991e-05,761.0,-0.002255021594464779,0.5263845324516296,0.0031276156660169363,,1763260743.5897858,0.0,,4920
0.30408430099487305,1.4132104297459591e-05,476544,-8.780881762504578e-05,653.7171864509583,1.3373792171478271e-06,762.0,0.00021616555750370026,0.5867118835449219,0.0030721970833837986,,1763260744.6245124,0.0,,4932
0.7665907144546509,1.4055299288884271e-05,476672,0.0001921970397233963,653.8287584781647,1.1876225471496582e-05,762.0,0.0002450011670589447,0.5234660506248474,0.0027975814882665873,,1763260744.7360845,0.0,,4933
-2.229795455932617,1.3671275155502371e-05,477312,0.0001181289553642273,654.4203667640686,5.934759974479675e-05,762.0,0.000680847093462944,0.5437034964561462,0.005099165253341198,,1763260745.3276927,0.0,,4939
0.002893805503845215,1.328725011262577e-05,477952,-0.0006498172879219055,654.981616973877,2.0149163901805878e-05,762.0,0.000998084433376789,0.4837595820426941,395.8186950683594,,1763260745.888943,0.0,,4946
-3.073373794555664,1.282642097066855e-05,478720,0.0004037730395793915,655.678129196167,6.16908073425293e-06,763.0,0.0011415332555770874,0.4338681697845459,0.004277622792869806,,1763260746.5854552,0.0,,4953
-0.3858298063278198,1.251920093636727e-05,479232,-0.002076856791973114,656.12553358078,1.889001578092575e-05,763.0,0.00039765331894159317,0.5393459796905518,0.0038531541358679533,,1763260747.0328596,0.0,,4958
0.07643097639083862,1.221198181156069e-05,479744,-0.0016063163056969643,656.6026179790497,2.702232450246811e-05,763.0,-0.001230352558195591,0.5244553089141846,0.004679375793784857,,1763260747.509944,0.0,,4963
