_timestamp,losses/policy_loss,losses/value_loss,losses/approx_kl,losses/old_approx_kl,charts/episodic_length,losses/entropy,losses/clipfrac,_step,losses/explained_variance,global_step,charts/SPS,_runtime,charts/learning_rate,charts/episodic_return
1763260223.4110677,-0.005899734795093536,15.133833885192871,0.0002782857045531273,-0.0033820895478129387,,0.5932865142822266,0.0,684,0.014517128467559814,46080,443.0,132.4745216369629,0.0002724270452745259,
1763260224.2667809,,,,,126.0,,,689,,46590,,133.33023476600647,,126.0
1763260225.9161384,,,,,230.0,,,698,,47323,,134.97959232330322,,230.0
1763260226.7100954,-0.00017682649195194244,11.79372501373291,1.321546733379364e-06,-0.0005210814997553825,,0.5783366560935974,0.0,702,0.021515369415283203,47616,443.0,135.7735493183136,0.00027150538517162204,
1763260227.7305868,-0.0007468611001968384,14.272785186767578,0.00010025128722190857,-0.0002154875546693802,,0.606349527835846,0.0,707,-0.09268653392791748,48128,444.0,136.79404067993164,0.00027119816513732076,
1763260232.1398976,-0.0005034096539020538,10.374119758605957,2.3543834686279297e-05,-0.00035879574716091156,,0.5753492712974548,0.0,729,-0.03999924659729004,50304,446.0,141.20335149765015,0.0002698924799915403,
1763260237.402253,-0.0006313510239124298,8.193923950195312,6.563030183315277e-06,-0.0007266635075211525,,0.5563910603523254,0.0,757,-0.006517767906188965,52864,448.0,146.46570682525635,0.0002683563798200339,
1763260238.4175372,-0.002806432545185089,7.647772312164307,0.0005810894072055817,0.014675920829176903,,0.5988091826438904,0.0,762,-0.04237008094787598,53376,448.0,147.4809911251068,0.0002680491597857326,
1763260239.0255885,,,,,117.0,,,767,,53643,,148.08904242515564,,117.0
1763260240.2016895,-0.0004068911075592041,287.4709167480469,1.7508864402770996e-06,0.0003688391298055649,,0.6155381798744202,0.0,775,0.04828846454620361,54144,448.0,149.26514339447021,0.0002675883297342807,
