charts/SPS,charts/episodic_length,losses/entropy,charts/learning_rate,losses/old_approx_kl,_timestamp,losses/approx_kl,losses/value_loss,losses/policy_loss,losses/explained_variance,_step,global_step,charts/episodic_return,_runtime,losses/clipfrac
1088.0,,0.5273401737213135,0.00012910905934404582,1.3556331396102905e-05,1763260338.640597,0.00012355856597423553,0.0005975606618449092,0.0024194270372390747,0.08849167823791504,3053,284928,,287.55558609962463,0.0
1088.0,,0.4483555555343628,0.00012834100925829262,0.0025998391211032867,1763260339.7969055,0.0002156514674425125,0.003107860218733549,-0.006308123469352722,-1.1856164932250977,3066,286208,,288.7118945121765,0.0
1088.0,,0.4854569435119629,0.00012811059423256665,-0.005582202225923538,1763260340.1697977,0.0009552817791700363,0.0055698733776807785,-0.010834615677595139,-2.049304246902466,3070,286592,,289.0847866535187,0.0
,500.0,,,,1763260341.355105,,,,,3083,287960,500.0,290.2700939178467,
,500.0,,,,1763260342.7272215,,,,,3098,289460,500.0,291.642210483551,
,500.0,,,,1763260343.20843,,,,,3103,289960,500.0,292.123419046402,
,500.0,,,,1763260345.4305334,,,,,3127,292460,500.0,294.34552240371704,
1089.0,,0.5226615071296692,0.00012450077338144183,0.0030683930963277817,1763260345.6180177,2.1049752831459045e-05,0.0045108250342309475,-4.311278462409973e-05,-0.7987649440765381,3129,292608,,294.5330066680908,0.0
1089.0,,0.47500383853912354,0.00012373272329568863,0.0011590160429477692,1763260346.7815242,0.00046265311539173126,0.00038017617771402,-0.0009934734553098679,-1.339205026626587,3141,293888,,295.69651317596436,0.0
1089.0,,0.5021700859069824,0.0001236559182871133,0.0012464048340916634,1763260346.89563,7.068272680044174e-05,645.2744750976562,0.0012863650918006897,0.00031632184982299805,3143,294016,,295.8106188774109,0.0
1089.0,,0.5141108632087708,0.00012342550326138735,0.019765526056289673,1763260347.2670062,0.0020473720505833626,0.0002357022458454594,-0.00425228476524353,-2.0221405029296875,3146,294400,,296.1819951534271,0.0
1089.0,,0.5071197152137756,0.0001225038431584835,0.0008232239633798599,1763260348.658388,0.0002668183296918869,0.0003459100844338536,0.0038476772606372833,-0.3822476863861084,3161,295936,,297.5733768939972,0.0
1089.0,,0.5336766242980957,0.00012196620809845626,0.0034904321655631065,1763260349.4852612,0.00016742106527090073,0.0003875549591612071,-0.0009930729866027832,-0.022466182708740234,3170,296832,,298.4002501964569,0.0
1089.0,,0.49418920278549194,0.00012112135300412774,0.00023011397570371628,1763260350.7626016,0.00011896062642335892,0.00040163431549444795,-0.0033295266330242157,0.06693536043167114,3183,298240,,299.6775906085968,0.0
1089.0,,0.44647035002708435,0.00012081413296982646,-0.0011251717805862427,1763260351.21072,0.00027644820511341095,0.000623843283392489,-0.006968483328819275,-0.08160555362701416,3188,298752,,300.12570905685425,0.0
1089.0,,0.5602656602859497,0.0001190476177725941,-0.0015185680240392685,1763260353.911032,8.413568139076233e-06,0.003823511768132448,-0.0006409771740436554,0.19802957773208618,3217,301696,,302.82602095603943,0.0
,500.0,,,,1763260354.5495641,,,,,3224,302460,500.0,303.4645531177521,
1089.0,,0.5427788496017456,0.00011720429756678641,9.820424020290375e-05,1763260356.7734451,0.0007908288389444351,0.00041295899427495897,-0.013650692999362946,-0.886152982711792,3247,304768,,305.6884341239929,0.0
1089.0,,0.4998495578765869,0.00011705069482559338,-0.00044794194400310516,1763260356.9993944,5.291402339935303e-05,615.7149047851562,-0.00014095008373260498,2.8789043426513672e-05,3250,305024,,305.91438341140747,0.0
1089.0,,0.5218126773834229,0.00011689708480844274,-0.003828571178019047,1763260357.2220948,3.3264048397541046e-05,0.0003921097959391773,-0.00229070708155632,-0.6219171285629272,3252,305280,,306.1370837688446,0.0
1089.0,,0.45810627937316895,0.0001167434747912921,-0.01094802562147379,1763260357.449009,0.0012166230008006096,601.4215698242188,0.006989114917814732,-0.000156402587890625,3255,305536,,306.3639979362488,0.0
,500.0,,,,1763260357.834354,,,,,3259,305960,500.0,306.749342918396,
1089.0,,0.3890848755836487,0.00011566820467123762,-0.0060768723487854,1763260359.096398,0.0012894347310066223,0.0009839909616857767,0.009929239749908447,-0.3889639377593994,3272,307328,,308.01138710975647,0.0
1089.0,,0.5125958919525146,0.00011551459465408698,0.002423791214823723,1763260359.3233817,0.0002333465963602066,407.86627197265625,0.005726806819438934,-0.0001976490020751953,3275,307584,,308.23837065696716,0.0
1089.0,,0.49507570266723633,0.00011543778964551166,0.003063826821744442,1763260359.4339945,0.00011010933667421341,0.0014487691223621368,-0.002099961042404175,-0.7705514430999756,3276,307712,,308.34898352622986,0.0
1089.0,,0.4994836151599884,0.00011420890950830653,-0.0006089629605412483,1763260361.307544,0.00027817580848932266,0.0003313459164928645,-0.00740729458630085,0.08942383527755737,3296,309760,,310.2225329875946,0.0
1089.0,,0.5058364272117615,0.00011405529949115589,-0.0013752346858382225,1763260361.53337,0.000164729543030262,698.903076171875,0.0019422844052314758,0.00023984909057617188,3299,310016,,310.44835901260376,0.0
1089.0,,0.43097567558288574,0.00011159753921674564,-0.005758319981396198,1763260365.2764046,0.00018388312309980392,0.004892779979854822,-0.005124364048242569,-0.023818492889404297,3338,314112,,314.1913936138153,0.0
,500.0,,,,1763260366.477159,,,,,3351,315460,500.0,315.3921480178833,
1089.0,,0.4789513945579529,0.00011044547136407346,-0.0014080703258514404,1763260367.022512,3.4866854548454285e-05,596.7849731445312,-0.0016728118062019348,9.322166442871094e-05,3357,316032,,315.9375009536743,0.0
1089.0,,0.5643776655197144,0.0001102150563383475,0.0036735115572810173,1763260367.394404,5.463976413011551e-05,0.00020991964265704155,0.006130531430244446,0.049430131912231445,3360,316416,,316.30939292907715,0.0
